ubicageo_f,rnspni1,dirurl1
20104,0,NO APLICA
20105,0,NO APLICA
20106,0,NO APLICA
20107,0,NO APLICA
20108,0,NO APLICA
20109,0,NO APLICA
20110,0,NO APLICA
20111,0,NO APLICA
20112,0,NO APLICA
20113,0,NO APLICA
20114,0,NO APLICA
20115,0,NO APLICA
20116,0,NO APLICA
20117,0,NO APLICA
20118,0,NO APLICA
20119,0,NO APLICA
20120,0,NO APLICA
20121,0,NO APLICA
20122,0,NO APLICA
20123,0,NO APLICA
20124,0,NO APLICA
20125,0,NO APLICA
20126,0,NO APLICA
20127,0,NO APLICA
20128,0,NO APLICA
20129,0,NO APLICA
20130,0,NO APLICA
20131,0,NO APLICA
20132,0,NO APLICA
20133,0,NO APLICA
20134,0,NO APLICA
20135,0,NO APLICA
20136,0,NO APLICA
20137,0,NO APLICA
20138,0,NO APLICA
20139,0,NO APLICA
20140,0,NO APLICA
20141,0,NO APLICA
20142,0,NO APLICA
20143,0,NO APLICA
20144,0,NO APLICA
20145,0,NO APLICA
20146,0,NO APLICA
20147,0,NO APLICA
20148,0,NO APLICA
20149,0,NO APLICA
20150,0,NO APLICA
20151,0,NO APLICA
20152,0,NO APLICA
20153,0,NO APLICA
20154,0,NO APLICA
20155,0,NO APLICA
20156,0,NO APLICA
20157,0,NO APLICA
20158,0,NO APLICA
20159,0,NO APLICA
20160,0,NO APLICA
20161,0,NO APLICA
20162,0,NO APLICA
20163,0,NO APLICA
20164,0,NO APLICA
20165,0,NO APLICA
20166,0,NO APLICA
20167,0,NO APLICA
20168,0,NO APLICA
20169,0,NO APLICA
20170,0,NO APLICA
20171,0,NO APLICA
20172,0,NO APLICA
20173,0,NO APLICA
20174,0,NO APLICA
20175,0,NO APLICA
20176,0,NO APLICA
20177,0,NO APLICA
20178,0,NO APLICA
20179,0,NO APLICA
20180,0,NO APLICA
20181,0,NO APLICA
20182,0,NO APLICA
20183,0,NO APLICA
20184,3,NO APLICA
20185,0,NO APLICA
20186,0,NO APLICA
20187,0,NO APLICA
20188,0,NO APLICA
20189,0,NO APLICA
20190,0,NO APLICA
20191,0,NO APLICA
20192,0,NO APLICA
20193,0,NO APLICA
20194,0,NO APLICA
20195,0,NO APLICA
20196,0,NO APLICA
20197,0,NO APLICA
20198,0,NO APLICA
20199,0,NO APLICA
20200,0,NO APLICA
20201,0,NO APLICA
20202,0,NO APLICA
20203,0,NO APLICA
20204,0,NO APLICA
20205,0,NO APLICA
20206,0,NO APLICA
20207,0,NO APLICA
20208,0,NO APLICA
20209,0,NO APLICA
20210,0,NO APLICA
20211,0,NO APLICA
20212,0,NO APLICA
20213,0,NO APLICA
20214,0,NO APLICA
20215,0,NO APLICA
20216,0,NO APLICA
20217,0,NO APLICA
20218,0,NO APLICA
20219,0,NO APLICA
20220,0,NO APLICA
20221,0,NO APLICA
20222,0,NO APLICA
20223,0,NO APLICA
20224,0,NO APLICA
20225,0,NO APLICA
20226,0,NO APLICA
20227,0,NO APLICA
20228,0,NO APLICA
20229,0,NO APLICA
20230,0,NO APLICA
20231,0,NO APLICA
20232,0,NO APLICA
20233,0,NO APLICA
20234,0,NO APLICA
20235,0,NO APLICA
20236,0,NO APLICA
20237,97,NO IDENTIFICADO
20238,0,NO APLICA
20239,0,NO APLICA
20240,0,NO APLICA
20241,0,NO APLICA
20242,0,NO APLICA
20243,0,NO APLICA
20244,0,NO APLICA
20245,0,NO APLICA
20246,0,NO APLICA
20247,0,NO APLICA
20248,0,NO APLICA
20249,0,NO APLICA
20250,0,NO APLICA
20251,0,NO APLICA
20252,0,NO APLICA
20253,0,NO APLICA
20254,0,NO APLICA
20255,0,NO APLICA
20256,0,NO APLICA
20257,0,NO APLICA
20258,0,NO APLICA
20259,0,NO APLICA
20260,0,NO APLICA
20261,0,NO APLICA
20262,0,NO APLICA
20263,0,NO APLICA
20264,0,NO APLICA
20265,0,NO APLICA
20266,0,NO APLICA
20267,0,NO APLICA
20268,0,NO APLICA
20269,0,NO APLICA
20270,0,NO APLICA
20271,0,NO APLICA
20272,0,NO APLICA
20273,0,NO APLICA
20274,0,NO APLICA
20275,0,NO APLICA
20276,0,NO APLICA
20277,0,NO APLICA
20278,0,NO APLICA
20279,0,NO APLICA
20280,0,NO APLICA
20281,0,NO APLICA
20282,0,NO APLICA
20283,0,NO APLICA
20284,0,NO APLICA
20285,0,NO APLICA
20286,0,NO APLICA
20287,0,NO APLICA
20288,0,NO APLICA
20289,0,NO APLICA
20290,0,NO APLICA
20291,0,NO APLICA
20292,0,NO APLICA
20293,0,NO APLICA
20294,0,NO APLICA
20295,0,NO APLICA
20296,0,NO APLICA
20297,0,NO APLICA
20298,0,NO APLICA
20299,0,NO APLICA
20300,0,NO APLICA
20301,0,NO APLICA
20302,0,NO APLICA
20303,0,NO APLICA
20304,0,NO APLICA
20305,0,NO APLICA
20306,0,NO APLICA
20307,0,NO APLICA
20308,0,NO APLICA
20309,0,NO APLICA
20310,0,NO APLICA
20311,0,NO APLICA
20312,0,NO APLICA
20313,0,NO APLICA
20314,0,NO APLICA
20315,0,NO APLICA
20316,0,NO APLICA
20317,0,NO APLICA
20318,0,NO APLICA
20319,0,NO APLICA
20320,0,NO APLICA
20321,0,NO APLICA
20322,0,NO APLICA
20323,0,NO APLICA
20324,0,NO APLICA
20325,0,NO APLICA
20326,0,NO APLICA
20327,0,NO APLICA
20328,0,NO APLICA
20329,0,NO APLICA
20330,0,NO APLICA
20331,0,NO APLICA
20332,0,NO APLICA
20333,0,NO APLICA
20334,0,NO APLICA
20335,0,NO APLICA
20336,0,NO APLICA
20337,0,NO APLICA
20338,1,NO APLICA
20339,0,NO APLICA
20340,0,NO APLICA
20341,0,NO APLICA
20342,0,NO APLICA
20343,0,NO APLICA
20344,0,NO APLICA
20345,0,NO APLICA
20346,0,NO APLICA
20347,0,NO APLICA
20348,0,NO APLICA
20349,0,NO APLICA
20350,0,NO APLICA
20351,0,NO APLICA
20352,0,NO APLICA
20353,0,NO APLICA
20354,0,NO APLICA
20355,0,NO APLICA
20356,0,NO APLICA
20357,0,NO APLICA
20358,0,NO APLICA
20359,0,NO APLICA
20360,0,NO APLICA
20361,0,NO APLICA
20362,0,NO APLICA
20363,0,NO APLICA
20364,0,NO APLICA
20365,0,NO APLICA
20366,0,NO APLICA
20367,0,NO APLICA
20368,0,NO APLICA
20369,0,NO APLICA
20370,0,NO APLICA
20371,0,NO APLICA
20372,0,NO APLICA
20373,0,NO APLICA
20374,0,NO APLICA
20375,0,NO APLICA
20376,0,NO APLICA
20377,0,NO APLICA
20378,0,NO APLICA
20379,0,NO APLICA
20380,0,NO APLICA
20381,0,NO APLICA
20382,0,NO APLICA
20383,0,NO APLICA
20384,0,NO APLICA
20385,0,NO APLICA
20386,0,NO APLICA
20387,0,NO APLICA
20388,0,NO APLICA
20389,0,NO APLICA
20390,0,NO APLICA
20391,0,NO APLICA
20392,0,NO APLICA
20393,0,NO APLICA
20394,0,NO APLICA
20395,0,NO APLICA
20396,0,NO APLICA
20397,0,NO APLICA
20398,0,NO APLICA
20399,1,NO APLICA
20400,0,NO APLICA
20401,97,NO IDENTIFICADO
20402,0,NO APLICA
20403,0,NO APLICA
20404,0,NO APLICA
20405,0,NO APLICA
20406,0,NO APLICA
20407,0,NO APLICA
20408,0,NO APLICA
20409,0,NO APLICA
20410,0,NO APLICA
20411,0,NO APLICA
20412,0,NO APLICA
20413,0,NO APLICA
20414,0,NO APLICA
20415,0,NO APLICA
20416,0,NO APLICA
20417,0,NO APLICA
20418,0,NO APLICA
20419,0,NO APLICA
20420,0,NO APLICA
20421,0,NO APLICA
20422,0,NO APLICA
20423,0,NO APLICA
20424,0,NO APLICA
20425,0,NO APLICA
20426,0,NO APLICA
20427,0,NO APLICA
20428,0,NO APLICA
20429,0,NO APLICA
20430,0,NO APLICA
20431,0,NO APLICA
20432,0,NO APLICA
20433,0,NO APLICA
20434,0,NO APLICA
20435,0,NO APLICA
20436,0,NO APLICA
20437,0,NO APLICA
20438,0,NO APLICA
20439,0,NO APLICA
20440,0,NO APLICA
20441,0,NO APLICA
20442,0,NO APLICA
20443,0,NO APLICA
20444,0,NO APLICA
20445,0,NO APLICA
20446,0,NO APLICA
20447,0,NO APLICA
20448,0,NO APLICA
20449,0,NO APLICA
20450,0,NO APLICA
20451,0,NO APLICA
20452,0,NO APLICA
20453,0,NO APLICA
20454,0,NO APLICA
20455,0,NO APLICA
20456,0,NO APLICA
20457,0,NO APLICA
20458,0,NO APLICA
20459,0,NO APLICA
20460,0,NO APLICA
20461,0,NO APLICA
20462,0,NO APLICA
20463,0,NO APLICA
20464,0,NO APLICA
20465,0,NO APLICA
20466,0,NO APLICA
20467,0,NO APLICA
20468,0,NO APLICA
20469,0,NO APLICA
20470,0,NO APLICA
20471,0,NO APLICA
20472,0,NO APLICA
20473,0,NO APLICA
20474,0,NO APLICA
20475,0,NO APLICA
20476,0,NO APLICA
20477,0,NO APLICA
20478,0,NO APLICA
20479,0,NO APLICA
20480,0,NO APLICA
20481,0,NO APLICA
20482,0,NO APLICA
20483,0,NO APLICA
20484,0,NO APLICA
20485,0,NO APLICA
20486,0,NO APLICA
20487,0,NO APLICA
20488,0,NO APLICA
20489,0,NO APLICA
20490,0,NO APLICA
20491,0,NO APLICA
20492,0,NO APLICA
20493,0,NO APLICA
20494,0,NO APLICA
20495,0,NO APLICA
20496,0,NO APLICA
20497,0,NO APLICA
20498,0,NO APLICA
20499,0,NO APLICA
20500,0,NO APLICA
20501,0,NO APLICA
20502,0,NO APLICA
20503,0,NO APLICA
20504,0,NO APLICA
20505,0,NO APLICA
20506,0,NO APLICA
20507,0,NO APLICA
20508,0,NO APLICA
20509,0,NO APLICA
20510,0,NO APLICA
20511,0,NO APLICA
20512,0,NO APLICA
20513,0,NO APLICA
20514,0,NO APLICA
20515,0,NO APLICA
20516,0,NO APLICA
20517,0,NO APLICA
20518,0,NO APLICA
20519,0,NO APLICA
20520,0,NO APLICA
20521,0,NO APLICA
20522,0,NO APLICA
20523,0,NO APLICA
20524,0,NO APLICA
20525,0,NO APLICA
20526,0,NO APLICA
20527,0,NO APLICA
20528,0,NO APLICA
20529,0,NO APLICA
20530,0,NO APLICA
20531,0,NO APLICA
20532,0,NO APLICA
20533,0,NO APLICA
20534,0,NO APLICA
20535,0,NO APLICA
20536,0,NO APLICA
20537,0,NO APLICA
20538,0,NO APLICA
20539,0,NO APLICA
20540,0,NO APLICA
20541,0,NO APLICA
20542,0,NO APLICA
20543,0,NO APLICA
20544,0,NO APLICA
20545,0,NO APLICA
20546,0,NO APLICA
20547,0,NO APLICA
20548,0,NO APLICA
20549,0,NO APLICA
20550,0,NO APLICA
20551,0,NO APLICA
20552,0,NO APLICA
20553,0,NO APLICA
20554,0,NO APLICA
20555,0,NO APLICA
20556,0,NO APLICA
20557,0,NO APLICA
20558,0,NO APLICA
20559,0,NO APLICA
20560,0,NO APLICA
20561,0,NO APLICA
20562,0,NO APLICA
20563,0,NO APLICA
20564,0,NO APLICA
20565,0,NO APLICA
20566,0,NO APLICA
20567,0,NO APLICA
20568,97,NO IDENTIFICADO
20569,0,NO APLICA
20570,0,NO APLICA
21001,0,NO APLICA
21002,0,NO APLICA
21003,0,NO APLICA
21004,0,NO APLICA
21005,0,NO APLICA
21006,0,NO APLICA
21007,0,NO APLICA
21008,0,NO APLICA
21009,0,NO APLICA
21010,0,NO APLICA
21011,0,NO APLICA
21012,0,NO APLICA
21013,0,NO APLICA
21014,0,NO APLICA
21015,0,NO APLICA
21016,0,NO APLICA
21017,0,NO APLICA
21018,0,NO APLICA
21019,9,NO IDENTIFICADO
21020,0,NO APLICA
21021,0,NO APLICA
21022,0,NO APLICA
21023,0,NO APLICA
21024,0,NO APLICA
21025,0,NO APLICA
21026,0,NO APLICA
21027,0,NO APLICA
21028,0,NO APLICA
21029,0,NO APLICA
21030,0,NO APLICA
21031,0,NO APLICA
21032,0,NO APLICA
21033,0,NO APLICA
21034,0,NO APLICA
21035,0,NO APLICA
21036,0,NO APLICA
21037,0,NO APLICA
21038,0,NO APLICA
21039,0,NO APLICA
21040,0,NO APLICA
21041,0,NO APLICA
21042,0,NO APLICA
21043,0,NO APLICA
21044,0,NO APLICA
21045,0,NO APLICA
21046,3,NO APLICA
21047,0,NO APLICA
21048,0,NO APLICA
21049,0,NO APLICA
21050,0,NO APLICA
21051,0,NO APLICA
21052,0,NO APLICA
21053,0,NO APLICA
21054,0,NO APLICA
21055,0,NO APLICA
21056,0,NO APLICA
21057,0,NO APLICA
21058,0,NO APLICA
21059,0,NO APLICA
21060,0,NO APLICA
21061,0,NO APLICA
21062,0,NO APLICA
21063,0,NO APLICA
21064,0,NO APLICA
21065,0,NO APLICA
21066,0,NO APLICA
21067,0,NO APLICA
21068,0,NO APLICA
21069,0,NO APLICA
21070,0,NO APLICA
21071,0,NO APLICA
21072,0,NO APLICA
21073,0,NO APLICA
21074,0,NO APLICA
21075,0,NO APLICA
21076,0,NO APLICA
21077,0,NO APLICA
21078,0,NO APLICA
21079,0,NO APLICA
21080,0,NO APLICA
21081,0,NO APLICA
21082,0,NO APLICA
21083,0,NO APLICA
21084,0,NO APLICA
21085,0,NO APLICA
21086,0,NO APLICA
21087,0,NO APLICA
21088,0,NO APLICA
21089,0,NO APLICA
21090,0,NO APLICA
21091,0,NO APLICA
21092,0,NO APLICA
21093,0,NO APLICA
21094,0,NO APLICA
21095,0,NO APLICA
21096,0,NO APLICA
21097,0,NO APLICA
21098,0,NO APLICA
21099,0,NO APLICA
21100,0,NO APLICA
21101,0,NO APLICA
21102,0,NO APLICA
21103,0,NO APLICA
21104,0,NO APLICA
21105,0,NO APLICA
21106,0,NO APLICA
21107,0,NO APLICA
21108,0,NO APLICA
21109,0,NO APLICA
21110,0,NO APLICA
21111,0,NO APLICA
21112,0,NO APLICA
21113,3,NO APLICA
21114,1,https://www.google.com/maps/d/u/0/edit?mid=1bwzzWvYZqp9tV1gcdDcESXFhGtKGGE0&usp=sharing
21115,0,NO APLICA
21116,0,NO APLICA
21117,0,NO APLICA
21118,0,NO APLICA
21119,0,NO APLICA
21120,0,NO APLICA
21121,0,NO APLICA
21122,0,NO APLICA
21123,0,NO APLICA
21124,0,NO APLICA
21125,0,NO APLICA
21126,0,NO APLICA
21127,0,NO APLICA
21128,0,NO APLICA
21129,0,NO APLICA
21130,0,NO APLICA
21131,0,NO APLICA
21132,0,NO APLICA
21133,0,NO APLICA
21134,0,NO APLICA
21135,0,NO APLICA
21136,0,NO APLICA
21137,0,NO APLICA
21138,0,NO APLICA
21139,0,NO APLICA
21140,1,NO APLICA
21141,0,NO APLICA
21142,0,NO APLICA
21143,0,NO APLICA
21144,0,NO APLICA
21145,0,NO APLICA
21146,0,NO APLICA
21147,0,NO APLICA
21148,0,NO APLICA
21149,0,NO APLICA
21150,0,NO APLICA
21151,0,NO APLICA
21152,0,NO APLICA
21153,0,NO APLICA
21154,0,NO APLICA
21155,0,NO APLICA
21156,3,NO APLICA
21157,0,NO APLICA
21158,0,NO APLICA
21159,0,NO APLICA
21160,0,NO APLICA
21161,0,NO APLICA
21162,0,NO APLICA
21163,0,NO APLICA
21164,0,NO APLICA
21165,0,NO APLICA
21166,0,NO APLICA
21167,0,NO APLICA
21168,0,NO APLICA
21169,0,NO APLICA
21170,0,NO APLICA
21171,0,NO APLICA
21172,0,NO APLICA
21173,0,NO APLICA
21174,0,NO APLICA
21175,0,NO APLICA
21176,0,NO APLICA
21177,0,NO APLICA
21178,0,NO APLICA
21179,0,NO APLICA
21180,0,NO APLICA
21181,0,NO APLICA
21182,0,NO APLICA
21183,0,NO APLICA
21184,0,NO APLICA
21185,0,NO APLICA
21186,0,NO APLICA
21187,0,NO APLICA
21188,0,NO APLICA
21189,0,NO APLICA
21190,0,NO APLICA
21191,0,NO APLICA
21192,0,NO APLICA
21193,0,NO APLICA
21194,0,NO APLICA
21195,0,NO APLICA
21196,0,NO APLICA
21197,3,NO APLICA
21198,0,NO APLICA
21199,0,NO APLICA
21200,0,NO APLICA
21201,0,NO APLICA
21202,0,NO APLICA
21203,0,NO APLICA
21204,0,NO APLICA
21205,0,NO APLICA
21206,0,NO APLICA
21207,0,NO APLICA
21208,0,NO APLICA
21209,0,NO APLICA
21210,0,NO APLICA
21211,0,NO APLICA
21212,0,NO APLICA
21213,0,NO APLICA
21214,0,NO APLICA
21215,0,NO APLICA
21216,0,NO APLICA
21217,0,NO APLICA
22001,0,NO APLICA
22002,0,NO APLICA
22003,0,NO APLICA
22004,2,NO APLICA
22005,0,NO APLICA
22006,3,NO APLICA
22007,2,NO APLICA
22008,3,NO APLICA
22009,0,NO APLICA
22010,0,NO APLICA
22011,0,NO APLICA
22012,9,NO IDENTIFICADO
22013,0,NO APLICA
22014,1,NO APLICA
22015,0,NO APLICA
22016,2,NO APLICA
22017,0,NO APLICA
22018,97,NO IDENTIFICADO
23001,0,NO APLICA
23002,0,NO APLICA
23003,0,NO APLICA
23004,0,NO APLICA
23005,0,NO APLICA
23006,0,NO APLICA
23007,0,NO APLICA
23008,2,NO APLICA
23009,0,NO APLICA
23010,3,NO APLICA
23011,0,NO APLICA
24001,0,NO APLICA
24002,0,NO APLICA
24003,0,NO APLICA
24004,0,NO APLICA
24005,0,NO APLICA
24006,0,NO APLICA
24007,0,NO APLICA
24008,0,NO APLICA
24009,0,NO APLICA
24010,0,NO APLICA
24011,0,NO APLICA
24012,0,NO APLICA
24013,3,NO APLICA
24014,0,NO APLICA
24015,0,NO APLICA
24016,0,NO APLICA
24017,0,NO APLICA
24018,0,NO APLICA
24019,0,NO APLICA
24020,0,NO APLICA
24021,0,NO APLICA
24022,0,NO APLICA
24023,0,NO APLICA
24024,3,NO APLICA
24025,0,NO APLICA
24026,0,NO APLICA
24027,0,NO APLICA
24028,3,NO APLICA
24029,0,NO APLICA
24030,0,NO APLICA
24031,0,NO APLICA
24032,0,NO APLICA
24033,0,NO APLICA
24034,0,NO APLICA
24035,1,NO APLICA
24036,0,NO APLICA
24037,0,NO APLICA
24038,0,NO APLICA
24039,0,NO APLICA
24040,0,NO APLICA
24041,0,NO APLICA
24042,0,NO APLICA
24043,0,NO APLICA
24044,0,NO APLICA
24045,0,NO APLICA
24046,0,NO APLICA
24047,0,NO APLICA
24048,0,NO APLICA
24049,0,NO APLICA
24050,0,NO APLICA
24051,0,NO APLICA
24052,0,NO APLICA
24053,0,NO APLICA
24054,0,NO APLICA
24055,2,NO APLICA
24056,0,NO APLICA
24057,0,NO APLICA
24058,2,NO APLICA
25001,2,NO APLICA
25002,0,NO APLICA
25003,0,NO APLICA
25004,0,NO APLICA
25005,0,NO APLICA
25006,3,NO APLICA
25007,0,NO APLICA
25008,0,NO APLICA
25009,0,NO APLICA
25010,0,NO APLICA
25011,0,NO APLICA
25012,0,NO APLICA
25013,0,NO APLICA
25014,0,NO APLICA
25015,0,NO APLICA
25016,0,NO APLICA
25017,0,NO APLICA
25018,0,NO APLICA
26001,0,NO APLICA
26002,0,NO APLICA
26003,0,NO APLICA
26004,0,NO APLICA
26005,0,NO APLICA
26006,0,NO APLICA
26007,0,NO APLICA
26008,0,NO APLICA
26009,0,NO APLICA
26010,0,NO APLICA
26011,0,NO APLICA
26012,3,NO APLICA
26013,0,NO APLICA
26014,0,NO APLICA
26015,0,NO APLICA
26016,0,NO APLICA
26017,0,NO APLICA
26018,97,NO IDENTIFICADO
26019,0,NO APLICA
26020,0,NO APLICA
26021,0,NO APLICA
26022,0,NO APLICA
26023,0,NO APLICA
26024,0,NO APLICA
26025,0,NO APLICA
26026,0,NO APLICA
26027,0,NO APLICA
26028,0,NO APLICA
26029,0,NO APLICA
26030,0,NO APLICA
26031,0,NO APLICA
26032,0,NO APLICA
26033,0,NO APLICA
26034,0,NO APLICA
26035,0,NO APLICA
26036,0,NO APLICA
26037,0,NO APLICA
26038,0,NO APLICA
26039,0,NO APLICA
26040,0,NO APLICA
26041,0,NO APLICA
26042,0,NO APLICA
26043,97,NO IDENTIFICADO
26044,0,NO APLICA
26045,0,NO APLICA
26046,0,NO APLICA
26047,0,NO APLICA
26048,0,NO APLICA
26049,0,NO APLICA
26050,0,NO APLICA
26051,0,NO APLICA
26052,0,NO APLICA
26053,0,
26054,0,NO APLICA
26055,1,NO APLICA
26056,0,NO APLICA
26057,0,
26058,0,
26059,0,NO APLICA
26060,0,NO APLICA
26061,0,NO APLICA
26062,0,NO APLICA
26063,0,NO APLICA
26064,0,NO APLICA
26065,0,NO APLICA
26066,0,NO APLICA
26067,0,NO APLICA
26068,0,
26069,2,NO APLICA
26070,0,NO APLICA
26071,0,NO APLICA
26072,0,NO APLICA
27001,0,NO APLICA
27002,0,NO APLICA
27003,0,NO APLICA
27004,0,NO APLICA
27005,0,NO APLICA
27006,0,NO APLICA
27007,0,NO APLICA
27008,0,NO APLICA
27009,0,NO APLICA
27010,0,NO APLICA
27011,0,NO APLICA
27012,0,NO APLICA
27013,0,NO APLICA
27014,0,NO APLICA
27015,0,NO APLICA
27016,0,NO APLICA
27017,0,NO APLICA
28001,0,NO APLICA
28002,0,NO APLICA
28003,0,NO APLICA
28004,0,NO APLICA
28005,0,NO APLICA
28006,0,NO APLICA
28007,0,NO APLICA
28008,0,NO APLICA
28009,0,NO APLICA
28010,0,NO APLICA
28011,0,NO APLICA
28012,0,NO APLICA
28013,0,NO APLICA
28014,0,NO APLICA
28015,0,NO APLICA
28016,0,NO APLICA
28017,0,NO APLICA
28018,0,NO APLICA
28019,0,NO APLICA
28020,0,NO APLICA
28021,0,NO APLICA
28022,0,NO APLICA
28023,0,NO APLICA
28024,0,NO APLICA
28025,0,NO APLICA
28026,0,NO APLICA
28027,0,NO APLICA
28028,0,NO APLICA
28029,0,NO APLICA
28030,0,NO APLICA
28031,0,NO APLICA
28032,0,NO APLICA
28033,0,NO APLICA
28034,0,NO APLICA
28035,0,NO APLICA
28036,0,NO APLICA
28037,0,NO APLICA
28038,0,NO APLICA
28039,0,NO APLICA
28040,0,NO APLICA
28041,0,NO APLICA
28042,0,NO APLICA
28043,0,NO APLICA
29001,0,NO APLICA
29002,0,NO APLICA
29003,0,NO APLICA
29004,0,NO APLICA
29005,3,NO APLICA
29006,0,NO APLICA
29007,0,NO APLICA
29008,0,NO APLICA
29009,0,NO APLICA
29010,3,NO APLICA
29011,0,NO APLICA
29012,0,NO APLICA
29013,3,NO APLICA
29014,0,NO APLICA
29015,0,NO APLICA
29016,0,NO APLICA
29017,0,NO APLICA
29018,0,NO APLICA
29019,0,NO APLICA
29020,0,NO APLICA
29021,0,NO APLICA
29022,0,NO APLICA
29023,0,NO APLICA
29024,0,NO APLICA
29025,0,NO APLICA
29026,0,NO APLICA
29027,0,NO APLICA
29028,0,NO APLICA
29029,0,NO APLICA
29030,2,NO APLICA
29031,2,NO APLICA
29032,0,NO APLICA
29033,3,NO APLICA
29034,0,NO APLICA
29035,0,NO APLICA
29036,0,NO APLICA
29037,0,NO APLICA
29038,2,NO APLICA
29039,3,NO APLICA
29040,0,NO APLICA
29041,0,NO APLICA
29042,0,NO APLICA
29043,3,NO APLICA
29044,3,NO APLICA
29045,0,NO APLICA
29046,0,NO APLICA
29047,0,NO APLICA
29048,0,NO APLICA
29049,0,NO APLICA
29050,0,NO APLICA
29051,0,NO APLICA
29052,0,NO APLICA
29053,0,NO APLICA
29054,0,NO APLICA
29055,0,NO APLICA
29056,0,NO APLICA
29057,0,NO APLICA
29058,3,NO APLICA
29059,0,NO APLICA
29060,0,NO APLICA
30001,0,NO APLICA
30002,0,NO APLICA
30003,0,NO APLICA
30004,0,NO APLICA
30005,0,NO APLICA
30006,97,NO IDENTIFICADO
30007,0,NO APLICA
30008,0,NO APLICA
30009,0,NO APLICA
30010,0,NO APLICA
30011,0,NO APLICA
30012,0,NO APLICA
30013,0,NO APLICA
30014,97,NO IDENTIFICADO
30015,0,NO APLICA
30016,0,NO APLICA
30017,0,NO APLICA
30018,0,NO APLICA
30019,0,NO APLICA
30020,0,NO APLICA
30021,0,NO APLICA
30022,0,NO APLICA
30023,0,NO APLICA
30024,0,NO APLICA
30025,0,NO APLICA
30026,0,NO APLICA
30027,0,NO APLICA
30028,0,NO APLICA
30029,0,NO APLICA
30030,0,NO APLICA
30031,0,NO APLICA
30032,0,NO APLICA
30033,0,NO APLICA
30034,0,NO APLICA
30035,0,NO APLICA
30036,0,NO APLICA
30037,0,NO APLICA
30038,2,NO APLICA
30039,97,NO IDENTIFICADO
30040,0,NO APLICA
30041,0,NO APLICA
30042,0,NO APLICA
30043,0,NO APLICA
30044,0,NO APLICA
30045,0,NO APLICA
30046,0,NO APLICA
30047,0,NO APLICA
30048,0,NO APLICA
30049,0,NO APLICA
30050,0,NO APLICA
30051,0,NO APLICA
30052,0,NO APLICA
30053,0,NO APLICA
30054,0,NO APLICA
30055,0,NO APLICA
30056,0,NO APLICA
30057,0,NO APLICA
30058,0,NO APLICA
30059,0,NO APLICA
30060,0,NO APLICA
30061,0,NO APLICA
30062,0,NO APLICA
30063,0,NO APLICA
30064,0,NO APLICA
30065,0,NO APLICA
30066,0,NO APLICA
30067,0,NO APLICA
30068,0,NO APLICA
30069,0,NO APLICA
30070,0,NO APLICA
30071,0,NO APLICA
30072,0,NO APLICA
30073,0,NO APLICA
30074,97,NO IDENTIFICADO
30075,97,NO IDENTIFICADO
30076,0,NO APLICA
30077,0,NO APLICA
30078,0,NO APLICA
30079,0,NO APLICA
30080,0,NO APLICA
30081,0,NO APLICA
30082,97,NO IDENTIFICADO
30083,0,NO APLICA
30084,0,NO APLICA
30085,0,NO APLICA
30086,0,NO APLICA
30087,2,NO APLICA
30088,0,NO APLICA
30089,0,NO APLICA
30090,0,NO APLICA
30091,0,NO APLICA
30092,97,NO IDENTIFICADO
30093,97,NO IDENTIFICADO
30094,0,NO APLICA
30095,0,NO APLICA
30096,0,NO APLICA
30097,0,NO APLICA
30098,0,NO APLICA
30099,97,NO IDENTIFICADO
30100,0,NO APLICA
30101,0,NO APLICA
30102,0,NO APLICA
30103,0,NO APLICA
30104,0,NO APLICA
30105,97,NO IDENTIFICADO
30106,0,NO APLICA
30107,0,NO APLICA
30108,0,NO APLICA
30109,0,NO APLICA
30110,0,NO APLICA
30111,0,NO APLICA
30112,0,NO APLICA
30113,0,NO APLICA
30114,0,NO APLICA
30115,0,NO APLICA
30116,0,NO APLICA
30117,0,NO APLICA
30118,0,NO APLICA
30119,97,NO IDENTIFICADO
30120,0,NO APLICA
30121,0,NO APLICA
30122,0,NO APLICA
30123,0,NO APLICA
30124,0,NO APLICA
30125,97,NO IDENTIFICADO
30126,0,NO APLICA
30127,0,NO APLICA
30128,0,NO APLICA
30129,0,NO APLICA
30130,0,NO APLICA
30131,0,NO APLICA
30132,0,NO APLICA
30133,0,NO APLICA
30134,0,NO APLICA
30135,0,NO APLICA
30136,0,NO APLICA
30137,0,NO APLICA
30138,97,NO IDENTIFICADO
30139,97,NO IDENTIFICADO
30140,0,NO APLICA
30141,0,NO APLICA
30142,0,NO APLICA
30143,0,NO APLICA
30144,97,NO IDENTIFICADO
30145,0,NO APLICA
30146,0,NO APLICA
30147,97,NO IDENTIFICADO
30148,0,NO APLICA
30149,0,NO APLICA
30150,0,NO APLICA
30151,0,NO APLICA
30152,0,NO APLICA
30153,0,NO APLICA
30154,0,NO APLICA
30155,0,NO APLICA
30156,0,NO APLICA
30157,0,NO APLICA
30158,0,NO APLICA
30159,0,NO APLICA
30160,0,NO APLICA
30161,0,NO APLICA
30162,0,NO APLICA
30163,0,NO APLICA
30164,0,NO APLICA
30165,0,NO APLICA
30166,0,NO APLICA
30167,0,NO APLICA
30168,0,NO APLICA
30169,0,NO APLICA
30170,0,NO APLICA
30171,0,NO APLICA
