ubicageo_f,rnspni1,anios_a,nombre1
20209,3,NA,NO APLICA
20210,3,NA,NO APLICA
20211,3,NA,NO APLICA
20212,3,NA,NO APLICA
20213,2,NA,NO APLICA
20214,3,NA,NO APLICA
20215,3,NA,NO APLICA
20216,3,NA,NO APLICA
20217,3,NA,NO APLICA
20218,3,NA,NO APLICA
20219,3,NA,NO APLICA
20220,3,NA,NO APLICA
20221,3,NA,NO APLICA
20222,3,NA,NO APLICA
20223,3,NA,NO APLICA
20224,3,NA,NO APLICA
20225,3,NA,NO APLICA
20226,3,NA,NO APLICA
20227,3,NA,NO APLICA
20228,3,NA,NO APLICA
20229,3,NA,NO APLICA
20230,3,NA,NO APLICA
20231,3,NA,NO APLICA
20232,3,NA,NO APLICA
20233,3,NA,NO APLICA
20234,3,NA,NO APLICA
20235,3,NA,NO APLICA
20236,3,NA,NO APLICA
20237,3,NA,NO APLICA
20238,3,NA,NO APLICA
20239,3,NA,NO APLICA
20240,3,NA,NO APLICA
20241,3,NA,NO APLICA
20242,0,NA,NO APLICA
20243,3,NA,NO APLICA
20244,3,NA,NO APLICA
20245,3,NA,NO APLICA
20246,3,NA,NO APLICA
20247,3,NA,NO APLICA
20248,2,NA,NO APLICA
20249,3,NA,NO APLICA
20250,3,NA,NO APLICA
20251,3,NA,NO APLICA
20252,3,NA,NO APLICA
20253,3,NA,NO APLICA
20254,3,NA,NO APLICA
20255,3,NA,NO APLICA
20256,3,NA,NO APLICA
20257,3,NA,NO APLICA
20258,3,NA,NO APLICA
20259,3,NA,NO APLICA
20260,3,NA,NO APLICA
20261,2,NA,NO APLICA
20262,3,NA,NO APLICA
20263,3,NA,NO APLICA
20264,3,NA,NO APLICA
20265,3,NA,NO APLICA
20266,3,NA,NO APLICA
20267,3,NA,NO APLICA
20268,3,NA,NO APLICA
20269,3,NA,NO APLICA
20270,3,NA,NO APLICA
20271,3,NA,NO APLICA
20272,2,NA,NO APLICA
20273,3,NA,NO APLICA
20274,3,NA,NO APLICA
20275,3,NA,NO APLICA
20276,3,NA,NO APLICA
20277,3,NA,NO APLICA
20278,3,NA,NO APLICA
20279,3,NA,NO APLICA
20280,3,NA,NO APLICA
20281,3,NA,NO APLICA
20282,3,NA,NO APLICA
20283,3,NA,NO APLICA
20284,3,NA,NO APLICA
20285,3,NA,NO APLICA
20286,3,NA,NO APLICA
20287,3,NA,NO APLICA
20288,3,NA,NO APLICA
20289,3,NA,NO APLICA
20290,3,NA,NO APLICA
20291,3,NA,NO APLICA
20292,3,NA,NO APLICA
20293,3,NA,NO APLICA
20294,3,NA,NO APLICA
20295,3,NA,NO APLICA
20296,3,NA,NO APLICA
20297,3,NA,NO APLICA
20298,3,NA,NO APLICA
20299,3,NA,NO APLICA
20300,3,NA,NO APLICA
20301,3,NA,NO APLICA
20302,3,NA,NO APLICA
20303,3,NA,NO APLICA
20304,3,NA,NO APLICA
20305,2,NA,NO APLICA
20306,3,NA,NO APLICA
20307,3,NA,NO APLICA
20308,2,NA,NO APLICA
20309,3,NA,NO APLICA
20310,3,NA,NO APLICA
20311,3,NA,NO APLICA
20312,3,NA,NO APLICA
20313,3,NA,NO APLICA
20314,2,NA,NO APLICA
20315,3,NA,NO APLICA
20316,3,NA,NO APLICA
20317,0,NA,NO APLICA
20318,3,NA,NO APLICA
20319,0,NA,NO APLICA
20320,3,NA,NO APLICA
20321,3,NA,NO APLICA
20322,0,NA,NO APLICA
20323,3,NA,NO APLICA
20324,3,NA,NO APLICA
20325,3,NA,NO APLICA
20326,3,NA,NO APLICA
20327,3,NA,NO APLICA
20328,3,NA,NO APLICA
20329,3,NA,NO APLICA
20330,3,NA,NO APLICA
20331,3,NA,NO APLICA
20332,3,NA,NO APLICA
20333,3,NA,NO APLICA
20334,3,NA,NO APLICA
20335,3,NA,NO APLICA
20336,3,NA,NO APLICA
20337,2,NA,NO APLICA
20338,3,NA,NO APLICA
20339,3,NA,NO APLICA
20340,3,NA,NO APLICA
20341,3,NA,NO APLICA
20342,0,NA,NO APLICA
20343,3,NA,NO APLICA
20344,3,NA,NO APLICA
20345,3,NA,NO APLICA
20346,3,NA,NO APLICA
20347,3,NA,NO APLICA
20348,3,NA,NO APLICA
20349,3,NA,NO APLICA
20350,3,NA,NO APLICA
20351,3,NA,NO APLICA
20352,3,NA,NO APLICA
20353,3,NA,NO APLICA
20354,2,NA,NO APLICA
20355,3,NA,NO APLICA
20356,3,NA,NO APLICA
20357,3,NA,NO APLICA
20358,3,NA,NO APLICA
20359,3,NA,NO APLICA
20360,3,NA,NO APLICA
20361,3,NA,NO APLICA
20362,3,NA,NO APLICA
20363,3,NA,NO APLICA
20364,3,NA,NO APLICA
20365,3,NA,NO APLICA
20366,3,NA,NO APLICA
20367,3,NA,NO APLICA
20368,3,NA,NO APLICA
20369,3,NA,NO APLICA
20370,3,NA,NO APLICA
20371,3,NA,NO APLICA
20372,3,NA,NO APLICA
20373,3,NA,NO APLICA
20374,3,NA,NO APLICA
20375,3,NA,NO APLICA
20376,3,NA,NO APLICA
20377,3,NA,NO APLICA
20378,3,NA,NO APLICA
20379,3,NA,NO APLICA
20380,3,NA,NO APLICA
20381,3,NA,NO APLICA
20382,3,NA,NO APLICA
20383,3,NA,NO APLICA
20384,3,NA,NO APLICA
20385,3,NA,NO APLICA
20386,3,NA,NO APLICA
20387,3,NA,NO APLICA
20388,2,NA,NO APLICA
20389,3,NA,NO APLICA
20390,2,NA,NO APLICA
20391,3,NA,NO APLICA
20392,3,NA,NO APLICA
20393,3,NA,NO APLICA
20394,3,NA,NO APLICA
20395,3,NA,NO APLICA
20396,3,NA,NO APLICA
20397,3,NA,NO APLICA
20398,3,NA,NO APLICA
20399,3,NA,NO APLICA
20400,3,NA,NO APLICA
20401,9,NSS,NO IDENTIFICADO
20402,2,NA,NO APLICA
20403,3,NA,NO APLICA
20404,3,NA,NO APLICA
20405,3,NA,NO APLICA
20406,3,NA,NO APLICA
20407,3,NA,NO APLICA
20408,3,NA,NO APLICA
20409,3,NA,NO APLICA
20410,3,NA,NO APLICA
20411,3,NA,NO APLICA
20412,3,NA,NO APLICA
20413,3,NA,NO APLICA
20414,3,NA,NO APLICA
20415,3,NA,NO APLICA
20416,3,NA,NO APLICA
20417,3,NA,NO APLICA
20418,3,NA,NO APLICA
20419,3,NA,NO APLICA
20420,3,NA,NO APLICA
20421,3,NA,NO APLICA
20422,3,NA,NO APLICA
20423,2,NA,NO APLICA
20424,3,NA,NO APLICA
20425,3,NA,NO APLICA
20426,3,NA,NO APLICA
20427,3,NA,NO APLICA
20428,3,NA,NO APLICA
20429,3,NA,NO APLICA
20430,2,NA,NO APLICA
20431,3,NA,NO APLICA
20432,3,NA,NO APLICA
20433,3,NA,NO APLICA
20434,3,NA,NO APLICA
20435,3,NA,NO APLICA
20436,3,NA,NO APLICA
20437,3,NA,NO APLICA
20438,3,NA,NO APLICA
20439,2,NA,NO APLICA
20440,3,NA,NO APLICA
20441,3,NA,NO APLICA
20442,3,NA,NO APLICA
20443,3,NA,NO APLICA
20444,3,NA,NO APLICA
20445,3,NA,NO APLICA
20446,3,NA,NO APLICA
20447,3,NA,NO APLICA
20448,3,NA,NO APLICA
20449,3,NA,NO APLICA
20450,3,NA,NO APLICA
20451,3,NA,NO APLICA
20452,3,NA,NO APLICA
20453,3,NA,NO APLICA
20454,3,NA,NO APLICA
20455,3,NA,NO APLICA
20456,3,NA,NO APLICA
20457,3,NA,NO APLICA
20458,3,NA,NO APLICA
20459,3,NA,NO APLICA
20460,3,NA,NO APLICA
20461,3,NA,NO APLICA
20462,3,NA,NO APLICA
20463,3,NA,NO APLICA
20464,3,NA,NO APLICA
20465,3,NA,NO APLICA
20466,3,NA,NO APLICA
20467,3,NA,NO APLICA
20468,3,NA,NO APLICA
20469,3,NA,NO APLICA
20470,3,NA,NO APLICA
20471,3,NA,NO APLICA
20472,2,NA,NO APLICA
20473,3,NA,NO APLICA
20474,3,NA,NO APLICA
20475,3,NA,NO APLICA
20476,3,NA,NO APLICA
20477,3,NA,NO APLICA
20478,3,NA,NO APLICA
20479,3,NA,NO APLICA
20480,3,NA,NO APLICA
20481,3,NA,NO APLICA
20482,3,NA,NO APLICA
20483,3,NA,NO APLICA
20484,3,NA,NO APLICA
20485,3,NA,NO APLICA
20486,3,NA,NO APLICA
20487,3,NA,NO APLICA
20488,3,NA,NO APLICA
20489,3,NA,NO APLICA
20490,3,NA,NO APLICA
20491,3,NA,NO APLICA
20492,2,NA,NO APLICA
20493,2,NA,NO APLICA
20494,3,NA,NO APLICA
20495,9,NSS,NO IDENTIFICADO
20496,3,NA,NO APLICA
20497,3,NA,NO APLICA
20498,3,NA,NO APLICA
20499,3,NA,NO APLICA
20500,3,NA,NO APLICA
20501,3,NA,NO APLICA
20502,3,NA,NO APLICA
20503,3,NA,NO APLICA
20504,3,NA,NO APLICA
20505,3,NA,NO APLICA
20506,3,NA,NO APLICA
20507,3,NA,NO APLICA
20508,2,NA,NO APLICA
20509,3,NA,NO APLICA
20510,3,NA,NO APLICA
20511,3,NA,NO APLICA
20512,3,NA,NO APLICA
20513,3,NA,NO APLICA
20514,3,NA,NO APLICA
20515,3,NA,NO APLICA
20516,3,NA,NO APLICA
20517,3,NA,NO APLICA
20518,3,NA,NO APLICA
20519,3,NA,NO APLICA
20520,3,NA,NO APLICA
20521,3,NA,NO APLICA
20522,3,NA,NO APLICA
20523,3,NA,NO APLICA
20524,3,NA,NO APLICA
20525,3,NA,NO APLICA
20526,3,NA,NO APLICA
20527,3,NA,NO APLICA
20528,3,NA,NO APLICA
20529,3,NA,NO APLICA
20530,3,NA,NO APLICA
20531,3,NA,NO APLICA
20532,3,NA,NO APLICA
20533,3,NA,NO APLICA
20534,3,NA,NO APLICA
20535,3,NA,NO APLICA
20536,3,NA,NO APLICA
20537,3,NA,NO APLICA
20538,3,NA,NO APLICA
20539,3,NA,NO APLICA
20540,3,NA,NO APLICA
20541,3,NA,NO APLICA
20542,3,NA,NO APLICA
20543,3,NA,NO APLICA
20544,3,NA,NO APLICA
20545,3,NA,NO APLICA
20546,3,NA,NO APLICA
20547,3,NA,NO APLICA
20548,3,NA,NO APLICA
20549,3,NA,NO APLICA
20550,3,NA,NO APLICA
20551,3,NA,NO APLICA
20552,3,NA,NO APLICA
20553,3,NA,NO APLICA
20554,3,NA,NO APLICA
20555,2,NA,NO APLICA
20556,3,NA,NO APLICA
20557,3,NA,NO APLICA
20558,3,NA,NO APLICA
20559,3,NA,NO APLICA
20560,3,NA,NO APLICA
20561,3,NA,NO APLICA
20562,3,NA,NO APLICA
20563,3,NA,NO APLICA
20564,3,NA,NO APLICA
20565,3,NA,NO APLICA
20566,3,NA,NO APLICA
20567,3,NA,NO APLICA
20568,3,NA,NO APLICA
20569,3,NA,NO APLICA
20570,2,NA,NO APLICA
21001,2,NA,NO APLICA
21002,3,NA,NO APLICA
21003,2,NA,NO APLICA
21004,2,NA,NO APLICA
21005,3,NA,NO APLICA
21006,2,NA,NO APLICA
21007,3,NA,NO APLICA
21008,3,NA,NO APLICA
21009,3,NA,NO APLICA
21010,3,NA,NO APLICA
21011,3,NA,NO APLICA
21012,3,NA,NO APLICA
21013,2,NA,NO APLICA
21014,2,NA,NO APLICA
21015,2,NA,NO APLICA
21016,3,NA,NO APLICA
21017,3,NA,NO APLICA
21018,2,NA,NO APLICA
21019,2,NA,NO APLICA
21020,2,NA,NO APLICA
21021,3,NA,NO APLICA
21022,3,NA,NO APLICA
21023,3,NA,NO APLICA
21024,3,NA,NO APLICA
21025,3,NA,NO APLICA
21026,3,NA,NO APLICA
21027,2,NA,NO APLICA
21028,3,NA,NO APLICA
21029,3,NA,NO APLICA
21030,2,NA,NO APLICA
21031,3,NA,NO APLICA
21032,2,NA,NO APLICA
21033,3,NA,NO APLICA
21034,2,NA,NO APLICA
21035,2,NA,NO APLICA
21036,2,NA,NO APLICA
21037,3,NA,NO APLICA
21038,3,NA,NO APLICA
21039,3,NA,NO APLICA
21040,2,NA,NO APLICA
21041,3,NA,NO APLICA
21042,3,NA,NO APLICA
21043,3,NA,NO APLICA
21044,2,NA,NO APLICA
21045,2,NA,NO APLICA
21046,3,NA,NO APLICA
21047,3,NA,NO APLICA
21048,3,NA,NO APLICA
21049,3,NA,NO APLICA
21050,2,NA,NO APLICA
21051,2,NA,NO APLICA
21052,3,NA,NO APLICA
21053,3,NA,NO APLICA
21054,3,NA,NO APLICA
21055,3,NA,NO APLICA
21056,2,NA,NO APLICA
21057,3,NA,NO APLICA
21058,2,NA,NO APLICA
21059,2,NA,NO APLICA
21060,3,NA,NO APLICA
21061,3,NA,NO APLICA
21062,3,NA,NO APLICA
21063,2,NA,NO APLICA
21064,3,NA,NO APLICA
21065,3,NA,NO APLICA
21066,3,NA,NO APLICA
21067,3,NA,NO APLICA
21068,2,NA,NO APLICA
21069,2,NA,NO APLICA
21070,3,NA,NO APLICA
21071,3,NA,NO APLICA
21072,3,NA,NO APLICA
21073,3,NA,NO APLICA
21074,3,NA,NO APLICA
21075,3,NA,NO APLICA
21076,3,NA,NO APLICA
21077,3,NA,NO APLICA
21078,2,NA,NO APLICA
21079,2,NA,NO APLICA
21080,3,NA,NO APLICA
21081,3,NA,NO APLICA
21082,2,NA,NO APLICA
21083,3,NA,NO APLICA
21084,3,NA,NO APLICA
21085,2,NA,NO APLICA
21086,2,NA,NO APLICA
21087,2,NA,NO APLICA
21088,2,NA,NO APLICA
21089,3,NA,NO APLICA
21090,2,NA,NO APLICA
21091,3,NA,NO APLICA
21092,2,NA,NO APLICA
21093,2,NA,NO APLICA
21094,2,NA,NO APLICA
21095,3,NA,NO APLICA
21096,3,NA,NO APLICA
21097,3,NA,NO APLICA
21098,2,NA,NO APLICA
21099,3,NA,NO APLICA
21100,3,NA,NO APLICA
21101,3,NA,NO APLICA
21102,2,NA,NO APLICA
21103,3,NA,NO APLICA
21104,3,NA,NO APLICA
21105,2,NA,NO APLICA
21106,2,NA,NO APLICA
21107,2,NA,NO APLICA
21108,3,NA,NO APLICA
21109,3,NA,NO APLICA
21110,3,NA,NO APLICA
21111,3,NA,NO APLICA
21112,2,NA,NO APLICA
21113,3,NA,NO APLICA
21114,3,NA,NO APLICA
21115,2,NA,NO APLICA
21116,2,NA,NO APLICA
21117,2,NA,NO APLICA
21118,2,NA,NO APLICA
21119,2,NA,NO APLICA
21120,2,NA,NO APLICA
21121,3,NA,NO APLICA
21122,3,NA,NO APLICA
21123,2,NA,NO APLICA
21124,2,NA,NO APLICA
21125,2,NA,NO APLICA
21126,3,NA,NO APLICA
21127,2,NA,NO APLICA
21128,3,NA,NO APLICA
21129,3,NA,NO APLICA
21130,3,NA,NO APLICA
21131,2,NA,NO APLICA
21132,3,NA,NO APLICA
21133,3,NA,NO APLICA
21134,3,NA,NO APLICA
21135,3,NA,NO APLICA
21136,3,NA,NO APLICA
21137,3,NA,NO APLICA
21138,3,NA,NO APLICA
21139,2,NA,NO APLICA
21140,3,NA,NO APLICA
21141,2,NA,NO APLICA
21142,3,NA,NO APLICA
21143,3,NA,NO APLICA
21144,2,NA,NO APLICA
21145,3,NA,NO APLICA
21146,2,NA,NO APLICA
21147,2,NA,NO APLICA
21148,3,NA,NO APLICA
21149,3,NA,NO APLICA
21150,3,NA,NO APLICA
21151,3,NA,NO APLICA
21152,3,NA,NO APLICA
21153,2,NA,NO APLICA
21154,3,NA,NO APLICA
21155,3,NA,NO APLICA
21156,3,NA,NO APLICA
21157,3,NA,NO APLICA
21158,3,NA,NO APLICA
21159,3,NA,NO APLICA
21160,3,NA,NO APLICA
21161,3,NA,NO APLICA
21162,2,NA,NO APLICA
21163,3,NA,NO APLICA
21164,3,NA,NO APLICA
21165,3,NA,NO APLICA
21166,2,NA,NO APLICA
21167,3,NA,NO APLICA
21168,3,NA,NO APLICA
21169,2,NA,NO APLICA
21170,3,NA,NO APLICA
21171,2,NA,NO APLICA
21172,2,NA,NO APLICA
21173,3,NA,NO APLICA
21174,3,NA,NO APLICA
21175,3,NA,NO APLICA
21176,2,NA,NO APLICA
21177,2,NA,NO APLICA
21178,2,NA,NO APLICA
21179,3,NA,NO APLICA
21180,2,NA,NO APLICA
21181,3,NA,NO APLICA
21182,3,NA,NO APLICA
21183,3,NA,NO APLICA
21184,3,NA,NO APLICA
21185,3,NA,NO APLICA
21186,2,NA,NO APLICA
21187,3,NA,NO APLICA
21188,3,NA,NO APLICA
21189,2,NA,NO APLICA
21190,3,NA,NO APLICA
21191,3,NA,NO APLICA
21192,3,NA,NO APLICA
21193,3,NA,NO APLICA
21194,3,NA,NO APLICA
21195,2,NA,NO APLICA
21196,2,NA,NO APLICA
21197,3,NA,NO APLICA
21198,3,NA,NO APLICA
21199,3,NA,NO APLICA
21200,2,NA,NO APLICA
21201,3,NA,NO APLICA
21202,3,NA,NO APLICA
21203,3,NA,NO APLICA
21204,2,NA,NO APLICA
21205,2,NA,NO APLICA
21206,3,NA,NO APLICA
21207,3,NA,NO APLICA
21208,2,NA,NO APLICA
21209,3,NA,NO APLICA
21210,2,NA,NO APLICA
21211,3,NA,NO APLICA
21212,2,NA,NO APLICA
21213,3,NA,NO APLICA
21214,2,NA,NO APLICA
21215,2,NA,NO APLICA
21216,3,NA,NO APLICA
21217,3,NA,NO APLICA
22001,2,NA,NO APLICA
22002,2,NA,NO APLICA
22003,3,NA,NO APLICA
22004,2,NA,NO APLICA
22005,3,NA,NO APLICA
22006,2,NA,NO APLICA
22007,2,NA,NO APLICA
22008,2,NA,NO APLICA
22009,2,NA,NO APLICA
22010,2,NA,NO APLICA
22011,3,NA,NO APLICA
22012,2,NA,NO APLICA
22013,2,NA,NO APLICA
22014,1,2021,POLICIA CIBERNETICA
22015,2,NA,NO APLICA
22016,2,NA,NO APLICA
22017,2,NA,NO APLICA
22018,2,NA,NO APLICA
23001,3,NA,NO APLICA
23002,2,NA,NO APLICA
23003,2,NA,NO APLICA
23004,2,NA,NO APLICA
23005,2,NA,NO APLICA
23006,2,NA,NO APLICA
23007,2,NA,NO APLICA
23008,1,2022,AREA DE ANALISIS E INVESTIGACION
23009,2,NA,NO APLICA
23010,3,NA,NO APLICA
23011,2,NA,NO APLICA
24001,3,NA,NO APLICA
24002,2,NA,NO APLICA
24003,3,NA,NO APLICA
24004,3,NA,NO APLICA
24005,2,NA,NO APLICA
24006,2,NA,NO APLICA
24007,3,NA,NO APLICA
24008,2,NA,NO APLICA
24009,3,NA,NO APLICA
24010,3,NA,NO APLICA
24011,2,NA,NO APLICA
24012,2,NA,NO APLICA
24013,3,NA,NO APLICA
24014,3,NA,NO APLICA
24015,3,NA,NO APLICA
24016,2,NA,NO APLICA
24017,3,NA,NO APLICA
24018,3,NA,NO APLICA
24019,3,NA,NO APLICA
24020,3,NA,NO APLICA
24021,3,NA,NO APLICA
24022,3,NA,NO APLICA
24023,2,NA,NO APLICA
24024,3,NA,NO APLICA
24025,3,NA,NO APLICA
24026,3,NA,NO APLICA
24027,2,NA,NO APLICA
24028,1,2022,JEFATURA DE POLICIA CIBERNETICA
24029,2,NA,NO APLICA
24030,0,NA,NO APLICA
24031,3,NA,NO APLICA
24032,3,NA,NO APLICA
24033,3,NA,NO APLICA
24034,2,NA,NO APLICA
24035,3,NA,NO APLICA
24036,3,NA,NO APLICA
24037,3,NA,NO APLICA
24038,3,NA,NO APLICA
24039,2,NA,NO APLICA
24040,3,NA,NO APLICA
24041,3,NA,NO APLICA
24042,3,NA,NO APLICA
24043,2,NA,NO APLICA
24044,3,NA,NO APLICA
24045,3,NA,NO APLICA
24046,3,NA,NO APLICA
24047,3,NA,NO APLICA
24048,3,NA,NO APLICA
24049,3,NA,NO APLICA
24050,2,NA,NO APLICA
24051,3,NA,NO APLICA
24052,3,NA,NO APLICA
24053,3,NA,NO APLICA
24054,3,NA,NO APLICA
24055,3,NA,NO APLICA
24056,3,NA,NO APLICA
24057,2,NA,NO APLICA
24058,2,NA,NO APLICA
25001,2,NA,NO APLICA
25002,2,NA,NO APLICA
25003,3,NA,NO APLICA
25004,2,NA,NO APLICA
25005,3,NA,NO APLICA
25006,2,NA,NO APLICA
25007,2,NA,NO APLICA
25008,2,NA,NO APLICA
25009,2,NA,NO APLICA
25010,2,NA,NO APLICA
25011,3,NA,NO APLICA
25012,3,NA,NO APLICA
25013,2,NA,NO APLICA
25014,2,NA,NO APLICA
25015,2,NA,NO APLICA
25016,2,NA,NO APLICA
25017,3,NA,NO APLICA
25018,3,NA,NO APLICA
26001,2,NA,NO APLICA
26002,2,NA,NO APLICA
26003,2,NA,NO APLICA
26004,2,NA,NO APLICA
26005,2,NA,NO APLICA
26006,2,NA,NO APLICA
26007,3,NA,NO APLICA
26008,2,NA,NO APLICA
26009,3,NA,NO APLICA
26010,2,NA,NO APLICA
26011,3,NA,NO APLICA
26012,3,NA,NO APLICA
26013,2,NA,NO APLICA
26014,2,NA,NO APLICA
26015,3,NA,NO APLICA
26016,2,NA,NO APLICA
26017,3,NA,NO APLICA
26018,3,NA,NO APLICA
26019,2,NA,NO APLICA
26020,2,NA,NO APLICA
26021,3,NA,NO APLICA
26022,2,NA,NO APLICA
26023,2,NA,NO APLICA
26024,3,NA,NO APLICA
26025,3,NA,NO APLICA
26026,3,NA,NO APLICA
26027,2,NA,NO APLICA
26028,2,NA,NO APLICA
26029,2,NA,NO APLICA
26030,3,NA,NO APLICA
26031,3,NA,NO APLICA
26032,2,NA,NO APLICA
26033,3,NA,NO APLICA
26034,2,NA,NO APLICA
26035,3,NA,NO APLICA
26036,2,NA,NO APLICA
26037,3,NA,NO APLICA
26038,3,NA,NO APLICA
26039,3,NA,NO APLICA
26040,2,NA,NO APLICA
26041,2,NA,NO APLICA
26042,2,NA,NO APLICA
26043,3,NA,NO APLICA
26044,3,NA,NO APLICA
26045,3,NA,NO APLICA
26046,3,NA,NO APLICA
26047,3,NA,NO APLICA
26048,2,NA,NO APLICA
26049,3,NA,NO APLICA
26050,2,NA,NO APLICA
26051,2,NA,NO APLICA
26052,2,NA,NO APLICA
26053,2,NA,NO APLICA
26054,2,NA,NO APLICA
26055,2,NA,NO APLICA
26056,3,NA,NO APLICA
26057,3,NA,NO APLICA
26058,3,NA,NO APLICA
26059,3,NA,NO APLICA
26060,2,NA,NO APLICA
26061,2,NA,NO APLICA
26062,3,NA,NO APLICA
26063,3,NA,NO APLICA
26064,2,NA,NO APLICA
26065,2,NA,NO APLICA
26066,2,NA,NO APLICA
26067,3,NA,NO APLICA
26068,3,NA,NO APLICA
26069,2,NA,NO APLICA
26070,2,NA,NO APLICA
26071,2,NA,NO APLICA
26072,3,NA,NO APLICA
27001,3,NA,NO APLICA
27002,2,NA,NO APLICA
27003,3,NA,NO APLICA
27004,0,NA,NO APLICA
27005,2,NA,NO APLICA
27006,2,NA,NO APLICA
27007,2,NA,NO APLICA
27008,2,NA,NO APLICA
27009,3,NA,NO APLICA
27010,2,NA,NO APLICA
27011,2,NA,NO APLICA
27012,3,NA,NO APLICA
27013,2,NA,NO APLICA
27014,2,NA,NO APLICA
27015,3,NA,NO APLICA
27016,2,NA,NO APLICA
27017,2,NA,NO APLICA
28001,0,NA,NO APLICA
28002,0,NA,NO APLICA
28003,0,NA,NO APLICA
28004,0,NA,NO APLICA
28005,0,NA,NO APLICA
28006,0,NA,NO APLICA
28007,0,NA,NO APLICA
28008,0,NA,NO APLICA
28009,0,NA,NO APLICA
28010,0,NA,NO APLICA
28011,0,NA,NO APLICA
28012,0,NA,NO APLICA
28013,0,NA,NO APLICA
28014,0,NA,NO APLICA
28015,0,NA,NO APLICA
28016,0,NA,NO APLICA
28017,0,NA,NO APLICA
28018,0,NA,NO APLICA
28019,0,NA,NO APLICA
28020,0,NA,NO APLICA
28021,0,NA,NO APLICA
28022,0,NA,NO APLICA
28023,0,NA,NO APLICA
28024,0,NA,NO APLICA
28025,0,NA,NO APLICA
28026,0,NA,NO APLICA
28027,0,NA,NO APLICA
28028,0,NA,NO APLICA
28029,0,NA,NO APLICA
28030,0,NA,NO APLICA
28031,0,NA,NO APLICA
28032,0,NA,NO APLICA
28033,0,NA,NO APLICA
28034,0,NA,NO APLICA
28035,0,NA,NO APLICA
28036,0,NA,NO APLICA
28037,0,NA,NO APLICA
28038,0,NA,NO APLICA
28039,0,NA,NO APLICA
28040,0,NA,NO APLICA
28041,0,NA,NO APLICA
28042,0,NA,NO APLICA
28043,0,NA,NO APLICA
29001,3,NA,NO APLICA
29002,2,NA,NO APLICA
29003,3,NA,NO APLICA
29004,2,NA,NO APLICA
29005,2,NA,NO APLICA
29006,3,NA,NO APLICA
29007,2,NA,NO APLICA
29008,2,NA,NO APLICA
29009,3,NA,NO APLICA
29010,2,NA,NO APLICA
29011,3,NA,NO APLICA
29012,3,NA,NO APLICA
29013,3,NA,NO APLICA
29014,2,NA,NO APLICA
29015,3,NA,NO APLICA
29016,3,NA,NO APLICA
29017,3,NA,NO APLICA
29018,3,NA,NO APLICA
29019,2,NA,NO APLICA
29020,3,NA,NO APLICA
29021,3,NA,NO APLICA
29022,3,NA,NO APLICA
29023,3,NA,NO APLICA
29024,3,NA,NO APLICA
29025,3,NA,NO APLICA
29026,3,NA,NO APLICA
29027,3,NA,NO APLICA
29028,3,NA,NO APLICA
29029,2,NA,NO APLICA
29030,2,NA,NO APLICA
29031,3,NA,NO APLICA
29032,2,NA,NO APLICA
29033,3,NA,NO APLICA
29034,3,NA,NO APLICA
29035,3,NA,NO APLICA
29036,3,NA,NO APLICA
29037,3,NA,NO APLICA
29038,2,NA,NO APLICA
29039,3,NA,NO APLICA
29040,2,NA,NO APLICA
29041,3,NA,NO APLICA
29042,3,NA,NO APLICA
29043,3,NA,NO APLICA
29044,3,NA,NO APLICA
29045,3,NA,NO APLICA
29046,3,NA,NO APLICA
29047,3,NA,NO APLICA
29048,2,NA,NO APLICA
29049,3,NA,NO APLICA
29050,3,NA,NO APLICA
29051,2,NA,NO APLICA
29052,3,NA,NO APLICA
29053,2,NA,NO APLICA
29054,3,NA,NO APLICA
29055,2,NA,NO APLICA
29056,2,NA,NO APLICA
29057,3,NA,NO APLICA
29058,3,NA,NO APLICA
29059,2,NA,NO APLICA
29060,3,NA,NO APLICA
30001,3,NA,NO APLICA
30002,3,NA,NO APLICA
30003,3,NA,NO APLICA
30004,3,NA,NO APLICA
30005,3,NA,NO APLICA
30006,9,NSS,NO IDENTIFICADO
30007,3,NA,NO APLICA
30008,3,NA,NO APLICA
30009,3,NA,NO APLICA
30010,2,NA,NO APLICA
30011,3,NA,NO APLICA
30012,3,NA,NO APLICA
30013,2,NA,NO APLICA
30014,9,NSS,NO IDENTIFICADO
30015,2,NA,NO APLICA
30016,3,NA,NO APLICA
30017,3,NA,NO APLICA
30018,3,NA,NO APLICA
30019,3,NA,NO APLICA
30020,2,NA,NO APLICA
30021,2,NA,NO APLICA
30022,3,NA,NO APLICA
30023,3,NA,NO APLICA
30024,3,NA,NO APLICA
30025,3,NA,NO APLICA
30026,2,NA,NO APLICA
30027,2,NA,NO APLICA
30028,3,NA,NO APLICA
30029,3,NA,NO APLICA
30030,3,NA,NO APLICA
30031,3,NA,NO APLICA
30032,3,NA,NO APLICA
30033,2,NA,NO APLICA
30034,3,NA,NO APLICA
30035,3,NA,NO APLICA
30036,3,NA,NO APLICA
30037,3,NA,NO APLICA
30038,3,NA,NO APLICA
30039,3,NA,NO APLICA
30040,3,NA,NO APLICA
30041,3,NA,NO APLICA
30042,3,NA,NO APLICA
30043,3,NA,NO APLICA
30044,3,NA,NO APLICA
30045,3,NA,NO APLICA
30046,3,NA,NO APLICA
30047,2,NA,NO APLICA
30048,3,NA,NO APLICA
30049,2,NA,NO APLICA
30050,3,NA,NO APLICA
30051,3,NA,NO APLICA
