ubicageo_f,gradorga_b,sexostt,sexos1,sexos2
30096,32,NA,NA,NA
30096,33,NA,NA,NA
30096,41,NA,NA,NA
30096,42,NA,NA,NA
30096,43,NA,NA,NA
30096,44,NA,NA,NA
30096,50,NA,NA,NA
30096,60,NA,NA,NA
30096,70,NA,NA,NA
30097,11,0,0,0
30097,12,0,0,0
30097,13,0,0,0
30097,21,0,0,0
30097,22,0,0,0
30097,23,0,0,0
30097,31,0,0,0
30097,32,0,0,0
30097,33,0,0,0
30097,41,0,0,0
30097,42,0,0,0
30097,43,0,0,0
30097,44,0,0,0
30097,50,0,0,0
30097,60,0,0,0
30097,70,0,0,0
30098,11,NA,NA,NA
30098,12,NA,NA,NA
30098,13,NA,NA,NA
30098,21,NA,NA,NA
30098,22,NA,NA,NA
30098,23,NA,NA,NA
30098,31,NA,NA,NA
30098,32,NA,NA,NA
30098,33,NA,NA,NA
30098,41,NA,NA,NA
30098,42,NA,NA,NA
30098,43,NA,NA,NA
30098,44,NA,NA,NA
30098,50,NA,NA,NA
30098,60,NA,NA,NA
30098,70,NA,NA,NA
30099,11,NA,NA,NA
30099,12,NA,NA,NA
30099,13,NA,NA,NA
30099,21,NA,NA,NA
30099,22,NA,NA,NA
30099,23,NA,NA,NA
30099,31,NA,NA,NA
30099,32,NA,NA,NA
30099,33,NA,NA,NA
30099,41,NA,NA,NA
30099,42,NA,NA,NA
30099,43,NA,NA,NA
30099,44,NA,NA,NA
30099,50,NA,NA,NA
30099,60,NA,NA,NA
30099,70,NA,NA,NA
30100,11,NA,NA,NA
30100,12,NA,NA,NA
30100,13,NA,NA,NA
30100,21,NA,NA,NA
30100,22,NA,NA,NA
30100,23,NA,NA,NA
30100,31,NA,NA,NA
30100,32,NA,NA,NA
30100,33,NA,NA,NA
30100,41,NA,NA,NA
30100,42,NA,NA,NA
30100,43,NA,NA,NA
30100,44,NA,NA,NA
30100,50,NA,NA,NA
30100,60,NA,NA,NA
30100,70,NA,NA,NA
30101,11,NA,NA,NA
30101,12,NA,NA,NA
30101,13,NA,NA,NA
30101,21,NA,NA,NA
30101,22,NA,NA,NA
30101,23,NA,NA,NA
30101,31,NA,NA,NA
30101,32,NA,NA,NA
30101,33,NA,NA,NA
30101,41,NA,NA,NA
30101,42,NA,NA,NA
30101,43,NA,NA,NA
30101,44,NA,NA,NA
30101,50,NA,NA,NA
30101,60,NA,NA,NA
30101,70,NA,NA,NA
30102,11,NA,NA,NA
30102,12,NA,NA,NA
30102,13,NA,NA,NA
30102,21,NA,NA,NA
30102,22,NA,NA,NA
30102,23,NA,NA,NA
30102,31,NA,NA,NA
30102,32,NA,NA,NA
30102,33,NA,NA,NA
30102,41,NA,NA,NA
30102,42,NA,NA,NA
30102,43,NA,NA,NA
30102,44,NA,NA,NA
30102,50,NA,NA,NA
30102,60,NA,NA,NA
30102,70,NA,NA,NA
30103,11,NA,NA,NA
30103,12,NA,NA,NA
30103,13,NA,NA,NA
30103,21,NA,NA,NA
30103,22,NA,NA,NA
30103,23,NA,NA,NA
30103,31,NA,NA,NA
30103,32,NA,NA,NA
30103,33,NA,NA,NA
30103,41,NA,NA,NA
30103,42,NA,NA,NA
30103,43,NA,NA,NA
30103,44,NA,NA,NA
30103,50,NA,NA,NA
30103,60,NA,NA,NA
30103,70,NA,NA,NA
30104,11,NA,NA,NA
30104,12,NA,NA,NA
30104,13,NA,NA,NA
30104,21,NA,NA,NA
30104,22,NA,NA,NA
30104,23,NA,NA,NA
30104,31,NA,NA,NA
30104,32,NA,NA,NA
30104,33,NA,NA,NA
30104,41,NA,NA,NA
30104,42,NA,NA,NA
30104,43,NA,NA,NA
30104,44,NA,NA,NA
30104,50,NA,NA,NA
30104,60,NA,NA,NA
30104,70,NA,NA,NA
30105,11,NA,NA,NA
30105,12,NA,NA,NA
30105,13,NA,NA,NA
30105,21,NA,NA,NA
30105,22,NA,NA,NA
30105,23,NA,NA,NA
30105,31,NA,NA,NA
30105,32,NA,NA,NA
30105,33,NA,NA,NA
30105,41,NA,NA,NA
30105,42,NA,NA,NA
30105,43,NA,NA,NA
30105,44,NA,NA,NA
30105,50,NA,NA,NA
30105,60,NA,NA,NA
30105,70,NA,NA,NA
30106,11,NA,NA,NA
30106,12,NA,NA,NA
30106,13,NA,NA,NA
30106,21,NA,NA,NA
30106,22,NA,NA,NA
30106,23,NA,NA,NA
30106,31,NA,NA,NA
30106,32,NA,NA,NA
30106,33,NA,NA,NA
30106,41,NA,NA,NA
30106,42,NA,NA,NA
30106,43,NA,NA,NA
30106,44,NA,NA,NA
30106,50,NA,NA,NA
30106,60,NA,NA,NA
30106,70,NA,NA,NA
30107,11,0,0,0
30107,12,0,0,0
30107,13,0,0,0
30107,21,0,0,0
30107,22,0,0,0
30107,23,0,0,0
30107,31,0,0,0
30107,32,0,0,0
30107,33,0,0,0
30107,41,0,0,0
30107,42,0,0,0
30107,43,0,0,0
30107,44,2,2,0
30107,50,0,0,0
30107,60,0,0,0
30107,70,0,0,0
30108,11,NA,NA,NA
30108,12,NA,NA,NA
30108,13,NA,NA,NA
30108,21,NA,NA,NA
30108,22,NA,NA,NA
30108,23,NA,NA,NA
30108,31,NA,NA,NA
30108,32,NA,NA,NA
30108,33,NA,NA,NA
30108,41,NA,NA,NA
30108,42,NA,NA,NA
30108,43,NA,NA,NA
30108,44,NA,NA,NA
30108,50,NA,NA,NA
30108,60,NA,NA,NA
30108,70,NA,NA,NA
30109,11,NA,NA,NA
30109,12,NA,NA,NA
30109,13,NA,NA,NA
30109,21,NA,NA,NA
30109,22,NA,NA,NA
30109,23,NA,NA,NA
30109,31,NA,NA,NA
30109,32,NA,NA,NA
30109,33,NA,NA,NA
30109,41,NA,NA,NA
30109,42,NA,NA,NA
30109,43,NA,NA,NA
30109,44,NA,NA,NA
30109,50,NA,NA,NA
30109,60,NA,NA,NA
30109,70,NA,NA,NA
30110,11,0,0,0
30110,12,0,0,0
30110,13,0,0,0
30110,21,0,0,0
30110,22,0,0,0
30110,23,0,0,0
30110,31,0,0,0
30110,32,0,0,0
30110,33,0,0,0
30110,41,0,0,0
30110,42,0,0,0
30110,43,0,0,0
30110,44,0,0,0
30110,50,0,0,0
30110,60,0,0,0
30110,70,0,0,0
30111,11,NA,NA,NA
30111,12,NA,NA,NA
30111,13,NA,NA,NA
30111,21,NA,NA,NA
30111,22,NA,NA,NA
30111,23,NA,NA,NA
30111,31,NA,NA,NA
30111,32,NA,NA,NA
30111,33,NA,NA,NA
30111,41,NA,NA,NA
30111,42,NA,NA,NA
30111,43,NA,NA,NA
30111,44,NA,NA,NA
30111,50,NA,NA,NA
30111,60,NA,NA,NA
30111,70,NA,NA,NA
30112,11,NA,NA,NA
30112,12,NA,NA,NA
30112,13,NA,NA,NA
30112,21,NA,NA,NA
30112,22,NA,NA,NA
30112,23,NA,NA,NA
30112,31,NA,NA,NA
30112,32,NA,NA,NA
30112,33,NA,NA,NA
30112,41,NA,NA,NA
30112,42,NA,NA,NA
30112,43,NA,NA,NA
30112,44,NA,NA,NA
30112,50,NA,NA,NA
30112,60,NA,NA,NA
30112,70,NA,NA,NA
30113,11,NA,NA,NA
30113,12,NA,NA,NA
30113,13,NA,NA,NA
30113,21,NA,NA,NA
30113,22,NA,NA,NA
30113,23,NA,NA,NA
30113,31,NA,NA,NA
30113,32,NA,NA,NA
30113,33,NA,NA,NA
30113,41,NA,NA,NA
30113,42,NA,NA,NA
30113,43,NA,NA,NA
30113,44,NA,NA,NA
30113,50,NA,NA,NA
30113,60,NA,NA,NA
30113,70,NA,NA,NA
30114,11,0,0,0
30114,12,0,0,0
30114,13,0,0,0
30114,21,0,0,0
30114,22,0,0,0
30114,23,0,0,0
30114,31,0,0,0
30114,32,0,0,0
30114,33,0,0,0
30114,41,0,0,0
30114,42,0,0,0
30114,43,0,0,0
30114,44,0,0,0
30114,50,0,0,0
30114,60,0,0,0
30114,70,0,0,0
30115,11,NA,NA,NA
30115,12,NA,NA,NA
30115,13,NA,NA,NA
30115,21,NA,NA,NA
30115,22,NA,NA,NA
30115,23,NA,NA,NA
30115,31,NA,NA,NA
30115,32,NA,NA,NA
30115,33,NA,NA,NA
30115,41,NA,NA,NA
30115,42,NA,NA,NA
30115,43,NA,NA,NA
30115,44,NA,NA,NA
30115,50,NA,NA,NA
30115,60,NA,NA,NA
30115,70,NA,NA,NA
30116,11,0,0,0
30116,12,0,0,0
30116,13,0,0,0
30116,21,0,0,0
30116,22,0,0,0
30116,23,0,0,0
30116,31,0,0,0
30116,32,0,0,0
30116,33,0,0,0
30116,41,0,0,0
30116,42,0,0,0
30116,43,0,0,0
30116,44,0,0,0
30116,50,0,0,0
30116,60,0,0,0
30116,70,0,0,0
30117,11,0,0,0
30117,12,0,0,0
30117,13,0,0,0
30117,21,0,0,0
30117,22,0,0,0
30117,23,0,0,0
30117,31,0,0,0
30117,32,0,0,0
30117,33,0,0,0
30117,41,0,0,0
30117,42,0,0,0
30117,43,0,0,0
30117,44,0,0,0
30117,50,0,0,0
30117,60,0,0,0
30117,70,0,0,0
30118,11,NA,NA,NA
30118,12,NA,NA,NA
30118,13,NA,NA,NA
30118,21,NA,NA,NA
30118,22,NA,NA,NA
30118,23,NA,NA,NA
30118,31,NA,NA,NA
30118,32,NA,NA,NA
30118,33,NA,NA,NA
30118,41,NA,NA,NA
30118,42,NA,NA,NA
30118,43,NA,NA,NA
30118,44,NA,NA,NA
30118,50,NA,NA,NA
30118,60,NA,NA,NA
30118,70,NA,NA,NA
30119,11,NA,NA,NA
30119,12,NA,NA,NA
30119,13,NA,NA,NA
30119,21,NA,NA,NA
30119,22,NA,NA,NA
30119,23,NA,NA,NA
30119,31,NA,NA,NA
30119,32,NA,NA,NA
30119,33,NA,NA,NA
30119,41,NA,NA,NA
30119,42,NA,NA,NA
30119,43,NA,NA,NA
30119,44,NA,NA,NA
30119,50,NA,NA,NA
30119,60,NA,NA,NA
30119,70,NA,NA,NA
30120,11,NA,NA,NA
30120,12,NA,NA,NA
30120,13,NA,NA,NA
30120,21,NA,NA,NA
30120,22,NA,NA,NA
30120,23,NA,NA,NA
30120,31,NA,NA,NA
30120,32,NA,NA,NA
30120,33,NA,NA,NA
30120,41,NA,NA,NA
30120,42,NA,NA,NA
30120,43,NA,NA,NA
30120,44,NA,NA,NA
30120,50,NA,NA,NA
30120,60,NA,NA,NA
30120,70,NA,NA,NA
30121,11,0,0,0
30121,12,0,0,0
30121,13,0,0,0
30121,21,0,0,0
30121,22,0,0,0
30121,23,0,0,0
30121,31,0,0,0
30121,32,0,0,0
30121,33,0,0,0
30121,41,0,0,0
30121,42,0,0,0
30121,43,0,0,0
30121,44,18,18,0
30121,50,0,0,0
30121,60,0,0,0
30121,70,0,0,0
30122,11,NA,NA,NA
30122,12,NA,NA,NA
30122,13,NA,NA,NA
30122,21,NA,NA,NA
30122,22,NA,NA,NA
30122,23,NA,NA,NA
30122,31,NA,NA,NA
30122,32,NA,NA,NA
30122,33,NA,NA,NA
30122,41,NA,NA,NA
30122,42,NA,NA,NA
30122,43,NA,NA,NA
30122,44,NA,NA,NA
30122,50,NA,NA,NA
30122,60,NA,NA,NA
30122,70,NA,NA,NA
30123,11,NA,NA,NA
30123,12,NA,NA,NA
30123,13,NA,NA,NA
30123,21,NA,NA,NA
30123,22,NA,NA,NA
30123,23,NA,NA,NA
30123,31,NA,NA,NA
30123,32,NA,NA,NA
30123,33,NA,NA,NA
30123,41,NA,NA,NA
30123,42,NA,NA,NA
30123,43,NA,NA,NA
30123,44,NA,NA,NA
30123,50,NA,NA,NA
30123,60,NA,NA,NA
30123,70,NA,NA,NA
30124,11,0,0,0
30124,12,0,0,0
30124,13,0,0,0
30124,21,0,0,0
30124,22,0,0,0
30124,23,0,0,0
30124,31,0,0,0
30124,32,0,0,0
30124,33,0,0,0
30124,41,0,0,0
30124,42,0,0,0
30124,43,0,0,0
30124,44,0,0,0
30124,50,0,0,0
30124,60,0,0,0
30124,70,0,0,0
30125,11,NA,NA,NA
30125,12,NA,NA,NA
30125,13,NA,NA,NA
30125,21,NA,NA,NA
30125,22,NA,NA,NA
30125,23,NA,NA,NA
30125,31,NA,NA,NA
30125,32,NA,NA,NA
30125,33,NA,NA,NA
30125,41,NA,NA,NA
30125,42,NA,NA,NA
30125,43,NA,NA,NA
30125,44,NA,NA,NA
30125,50,NA,NA,NA
30125,60,NA,NA,NA
30125,70,NA,NA,NA
30126,11,NA,NA,NA
30126,12,NA,NA,NA
30126,13,NA,NA,NA
30126,21,NA,NA,NA
30126,22,NA,NA,NA
30126,23,NA,NA,NA
30126,31,NA,NA,NA
30126,32,NA,NA,NA
30126,33,NA,NA,NA
30126,41,NA,NA,NA
30126,42,NA,NA,NA
30126,43,NA,NA,NA
30126,44,NA,NA,NA
30126,50,NA,NA,NA
30126,60,NA,NA,NA
30126,70,NA,NA,NA
30127,11,NA,NA,NA
30127,12,NA,NA,NA
30127,13,NA,NA,NA
30127,21,NA,NA,NA
30127,22,NA,NA,NA
30127,23,NA,NA,NA
30127,31,NA,NA,NA
30127,32,NA,NA,NA
30127,33,NA,NA,NA
30127,41,NA,NA,NA
30127,42,NA,NA,NA
30127,43,NA,NA,NA
30127,44,NA,NA,NA
30127,50,NA,NA,NA
30127,60,NA,NA,NA
30127,70,NA,NA,NA
30128,11,NA,NA,NA
30128,12,NA,NA,NA
30128,13,NA,NA,NA
30128,21,NA,NA,NA
30128,22,NA,NA,NA
30128,23,NA,NA,NA
30128,31,NA,NA,NA
30128,32,NA,NA,NA
30128,33,NA,NA,NA
30128,41,NA,NA,NA
30128,42,NA,NA,NA
30128,43,NA,NA,NA
30128,44,NA,NA,NA
30128,50,NA,NA,NA
30128,60,NA,NA,NA
30128,70,NA,NA,NA
30129,11,NA,NA,NA
30129,12,NA,NA,NA
30129,13,NA,NA,NA
30129,21,NA,NA,NA
30129,22,NA,NA,NA
30129,23,NA,NA,NA
30129,31,NA,NA,NA
30129,32,NA,NA,NA
30129,33,NA,NA,NA
30129,41,NA,NA,NA
30129,42,NA,NA,NA
30129,43,NA,NA,NA
30129,44,NA,NA,NA
30129,50,NA,NA,NA
30129,60,NA,NA,NA
30129,70,NA,NA,NA
30130,11,NA,NA,NA
30130,12,NA,NA,NA
30130,13,NA,NA,NA
30130,21,NA,NA,NA
30130,22,NA,NA,NA
30130,23,NA,NA,NA
30130,31,NA,NA,NA
30130,32,NA,NA,NA
30130,33,NA,NA,NA
30130,41,NA,NA,NA
30130,42,NA,NA,NA
30130,43,NA,NA,NA
30130,44,NA,NA,NA
30130,50,NA,NA,NA
30130,60,NA,NA,NA
30130,70,NA,NA,NA
30131,11,NA,NA,NA
30131,12,NA,NA,NA
30131,13,NA,NA,NA
30131,21,NA,NA,NA
30131,22,NA,NA,NA
30131,23,NA,NA,NA
30131,31,NA,NA,NA
30131,32,NA,NA,NA
30131,33,NA,NA,NA
30131,41,NA,NA,NA
30131,42,NA,NA,NA
30131,43,NA,NA,NA
30131,44,NA,NA,NA
30131,50,NA,NA,NA
30131,60,NA,NA,NA
30131,70,NA,NA,NA
30132,11,NA,NA,NA
30132,12,NA,NA,NA
30132,13,NA,NA,NA
30132,21,NA,NA,NA
30132,22,NA,NA,NA
30132,23,NA,NA,NA
30132,31,NA,NA,NA
30132,32,NA,NA,NA
30132,33,NA,NA,NA
30132,41,NA,NA,NA
30132,42,NA,NA,NA
30132,43,NA,NA,NA
30132,44,NA,NA,NA
30132,50,NA,NA,NA
30132,60,NA,NA,NA
30132,70,NA,NA,NA
30133,11,NA,NA,NA
30133,12,NA,NA,NA
30133,13,NA,NA,NA
30133,21,NA,NA,NA
30133,22,NA,NA,NA
30133,23,NA,NA,NA
30133,31,NA,NA,NA
30133,32,NA,NA,NA
30133,33,NA,NA,NA
30133,41,NA,NA,NA
30133,42,NA,NA,NA
30133,43,NA,NA,NA
30133,44,NA,NA,NA
30133,50,NA,NA,NA
30133,60,NA,NA,NA
30133,70,NA,NA,NA
30134,11,NA,NA,NA
30134,12,NA,NA,NA
30134,13,NA,NA,NA
30134,21,NA,NA,NA
30134,22,NA,NA,NA
30134,23,NA,NA,NA
30134,31,NA,NA,NA
30134,32,NA,NA,NA
30134,33,NA,NA,NA
30134,41,NA,NA,NA
30134,42,NA,NA,NA
30134,43,NA,NA,NA
30134,44,NA,NA,NA
30134,50,NA,NA,NA
30134,60,NA,NA,NA
30134,70,NA,NA,NA
30135,11,NA,NA,NA
30135,12,NA,NA,NA
30135,13,NA,NA,NA
30135,21,NA,NA,NA
30135,22,NA,NA,NA
30135,23,NA,NA,NA
30135,31,NA,NA,NA
30135,32,NA,NA,NA
30135,33,NA,NA,NA
30135,41,NA,NA,NA
30135,42,NA,NA,NA
30135,43,NA,NA,NA
30135,44,NA,NA,NA
30135,50,NA,NA,NA
30135,60,NA,NA,NA
30135,70,NA,NA,NA
30136,11,NA,NA,NA
30136,12,NA,NA,NA
30136,13,NA,NA,NA
30136,21,NA,NA,NA
30136,22,NA,NA,NA
30136,23,NA,NA,NA
30136,31,NA,NA,NA
30136,32,NA,NA,NA
30136,33,NA,NA,NA
30136,41,NA,NA,NA
30136,42,NA,NA,NA
30136,43,NA,NA,NA
30136,44,NA,NA,NA
30136,50,NA,NA,NA
30136,60,NA,NA,NA
30136,70,NA,NA,NA
30137,11,NA,NA,NA
30137,12,NA,NA,NA
30137,13,NA,NA,NA
30137,21,NA,NA,NA
30137,22,NA,NA,NA
30137,23,NA,NA,NA
30137,31,NA,NA,NA
30137,32,NA,NA,NA
30137,33,NA,NA,NA
30137,41,NA,NA,NA
30137,42,NA,NA,NA
30137,43,NA,NA,NA
30137,44,NA,NA,NA
30137,50,NA,NA,NA
30137,60,NA,NA,NA
30137,70,NA,NA,NA
30138,11,NA,NA,NA
30138,12,NA,NA,NA
30138,13,NA,NA,NA
30138,21,NA,NA,NA
30138,22,NA,NA,NA
30138,23,NA,NA,NA
30138,31,NA,NA,NA
30138,32,NA,NA,NA
30138,33,NA,NA,NA
30138,41,NA,NA,NA
30138,42,NA,NA,NA
30138,43,NA,NA,NA
30138,44,NA,NA,NA
30138,50,NA,NA,NA
30138,60,NA,NA,NA
30138,70,NA,NA,NA
30139,11,0,0,0
30139,12,0,0,0
30139,13,0,0,0
30139,21,0,0,0
30139,22,0,0,0
30139,23,0,0,0
30139,31,0,0,0
30139,32,0,0,0
30139,33,0,0,0
30139,41,0,0,0
30139,42,0,0,0
30139,43,0,0,0
30139,44,0,0,0
30139,50,0,0,0
30139,60,0,0,0
30139,70,0,0,0
30140,11,NA,NA,NA
30140,12,NA,NA,NA
30140,13,NA,NA,NA
30140,21,NA,NA,NA
30140,22,NA,NA,NA
30140,23,NA,NA,NA
30140,31,NA,NA,NA
30140,32,NA,NA,NA
30140,33,NA,NA,NA
30140,41,NA,NA,NA
30140,42,NA,NA,NA
30140,43,NA,NA,NA
30140,44,NA,NA,NA
30140,50,NA,NA,NA
30140,60,NA,NA,NA
30140,70,NA,NA,NA
30141,11,0,0,0
30141,12,0,0,0
30141,13,0,0,0
30141,21,0,0,0
30141,22,0,0,0
30141,23,0,0,0
30141,31,0,0,0
30141,32,0,0,0
30141,33,0,0,0
30141,41,0,0,0
30141,42,0,0,0
30141,43,0,0,0
30141,44,17,16,1
30141,50,0,0,0
30141,60,0,0,0
30141,70,0,0,0
30142,11,NA,NA,NA
30142,12,NA,NA,NA
30142,13,NA,NA,NA
30142,21,NA,NA,NA
30142,22,NA,NA,NA
30142,23,NA,NA,NA
30142,31,NA,NA,NA
30142,32,NA,NA,NA
30142,33,NA,NA,NA
30142,41,NA,NA,NA
30142,42,NA,NA,NA
30142,43,NA,NA,NA
30142,44,NA,NA,NA
30142,50,NA,NA,NA
30142,60,NA,NA,NA
30142,70,NA,NA,NA
30143,11,NA,NA,NA
30143,12,NA,NA,NA
30143,13,NA,NA,NA
30143,21,NA,NA,NA
30143,22,NA,NA,NA
30143,23,NA,NA,NA
30143,31,NA,NA,NA
30143,32,NA,NA,NA
30143,33,NA,NA,NA
30143,41,NA,NA,NA
30143,42,NA,NA,NA
30143,43,NA,NA,NA
30143,44,NA,NA,NA
30143,50,NA,NA,NA
30143,60,NA,NA,NA
30143,70,NA,NA,NA
30144,11,NA,NA,NA
30144,12,NA,NA,NA
30144,13,NA,NA,NA
30144,21,NA,NA,NA
30144,22,NA,NA,NA
30144,23,NA,NA,NA
30144,31,NA,NA,NA
30144,32,NA,NA,NA
30144,33,NA,NA,NA
30144,41,NA,NA,NA
30144,42,NA,NA,NA
30144,43,NA,NA,NA
30144,44,NA,NA,NA
30144,50,NA,NA,NA
30144,60,NA,NA,NA
30144,70,NA,NA,NA
30145,11,NA,NA,NA
30145,12,NA,NA,NA
30145,13,NA,NA,NA
30145,21,NA,NA,NA
30145,22,NA,NA,NA
30145,23,NA,NA,NA
30145,31,NA,NA,NA
30145,32,NA,NA,NA
30145,33,NA,NA,NA
30145,41,NA,NA,NA
30145,42,NA,NA,NA
30145,43,NA,NA,NA
30145,44,NA,NA,NA
30145,50,NA,NA,NA
30145,60,NA,NA,NA
30145,70,NA,NA,NA
30146,11,NA,NA,NA
30146,12,NA,NA,NA
30146,13,NA,NA,NA
30146,21,NA,NA,NA
30146,22,NA,NA,NA
30146,23,NA,NA,NA
30146,31,NA,NA,NA
30146,32,NA,NA,NA
30146,33,NA,NA,NA
30146,41,NA,NA,NA
30146,42,NA,NA,NA
30146,43,NA,NA,NA
30146,44,NA,NA,NA
30146,50,NA,NA,NA
30146,60,NA,NA,NA
30146,70,NA,NA,NA
30147,11,NA,NA,NA
30147,12,NA,NA,NA
30147,13,NA,NA,NA
30147,21,NA,NA,NA
30147,22,NA,NA,NA
30147,23,NA,NA,NA
30147,31,NA,NA,NA
30147,32,NA,NA,NA
30147,33,NA,NA,NA
30147,41,NA,NA,NA
30147,42,NA,NA,NA
30147,43,NA,NA,NA
30147,44,NA,NA,NA
30147,50,NA,NA,NA
30147,60,NA,NA,NA
30147,70,NA,NA,NA
30148,11,NA,NA,NA
30148,12,NA,NA,NA
30148,13,NA,NA,NA
30148,21,NA,NA,NA
30148,22,NA,NA,NA
30148,23,NA,NA,NA
30148,31,NA,NA,NA
30148,32,NA,NA,NA
30148,33,NA,NA,NA
30148,41,NA,NA,NA
30148,42,NA,NA,NA
30148,43,NA,NA,NA
30148,44,NA,NA,NA
30148,50,NA,NA,NA
30148,60,NA,NA,NA
30148,70,NA,NA,NA
30149,11,NA,NA,NA
30149,12,NA,NA,NA
30149,13,NA,NA,NA
30149,21,NA,NA,NA
30149,22,NA,NA,NA
30149,23,NA,NA,NA
30149,31,NA,NA,NA
30149,32,NA,NA,NA
30149,33,NA,NA,NA
30149,41,NA,NA,NA
30149,42,NA,NA,NA
30149,43,NA,NA,NA
30149,44,NA,NA,NA
30149,50,NA,NA,NA
30149,60,NA,NA,NA
30149,70,NA,NA,NA
30150,11,NA,NA,NA
30150,12,NA,NA,NA
30150,13,NA,NA,NA
30150,21,NA,NA,NA
30150,22,NA,NA,NA
30150,23,NA,NA,NA
30150,31,NA,NA,NA
30150,32,NA,NA,NA
30150,33,NA,NA,NA
30150,41,NA,NA,NA
30150,42,NA,NA,NA
30150,43,NA,NA,NA
30150,44,NA,NA,NA
30150,50,NA,NA,NA
30150,60,NA,NA,NA
30150,70,NA,NA,NA
30151,11,NA,NA,NA
30151,12,NA,NA,NA
30151,13,NA,NA,NA
30151,21,NA,NA,NA
30151,22,NA,NA,NA
30151,23,NA,NA,NA
30151,31,NA,NA,NA
30151,32,NA,NA,NA
30151,33,NA,NA,NA
30151,41,NA,NA,NA
30151,42,NA,NA,NA
30151,43,NA,NA,NA
30151,44,NA,NA,NA
30151,50,NA,NA,NA
30151,60,NA,NA,NA
30151,70,NA,NA,NA
30152,11,NA,NA,NA
30152,12,NA,NA,NA
30152,13,NA,NA,NA
30152,21,NA,NA,NA
30152,22,NA,NA,NA
30152,23,NA,NA,NA
30152,31,NA,NA,NA
30152,32,NA,NA,NA
30152,33,NA,NA,NA
30152,41,NA,NA,NA
30152,42,NA,NA,NA
30152,43,NA,NA,NA
30152,44,NA,NA,NA
30152,50,NA,NA,NA
30152,60,NA,NA,NA
30152,70,NA,NA,NA
30153,11,0,0,0
30153,12,0,0,0
30153,13,0,0,0
30153,21,0,0,0
30153,22,0,0,0
30153,23,0,0,0
30153,31,0,0,0
30153,32,0,0,0
30153,33,0,0,0
30153,41,0,0,0
30153,42,0,0,0
30153,43,0,0,0
30153,44,2,2,0
30153,50,0,0,0
30153,60,0,0,0
30153,70,0,0,0
30154,11,NA,NA,NA
30154,12,NA,NA,NA
30154,13,NA,NA,NA
30154,21,NA,NA,NA
30154,22,NA,NA,NA
30154,23,NA,NA,NA
30154,31,NA,NA,NA
30154,32,NA,NA,NA
30154,33,NA,NA,NA
30154,41,NA,NA,NA
30154,42,NA,NA,NA
30154,43,NA,NA,NA
30154,44,NA,NA,NA
30154,50,NA,NA,NA
30154,60,NA,NA,NA
30154,70,NA,NA,NA
30155,11,NA,NA,NA
30155,12,NA,NA,NA
30155,13,NA,NA,NA
30155,21,NA,NA,NA
30155,22,NA,NA,NA
30155,23,NA,NA,NA
30155,31,NA,NA,NA
30155,32,NA,NA,NA
30155,33,NA,NA,NA
30155,41,NA,NA,NA
30155,42,NA,NA,NA
30155,43,NA,NA,NA
30155,44,NA,NA,NA
30155,50,NA,NA,NA
30155,60,NA,NA,NA
30155,70,NA,NA,NA
30156,11,NA,NA,NA
30156,12,NA,NA,NA
30156,13,NA,NA,NA
30156,21,NA,NA,NA
30156,22,NA,NA,NA
30156,23,NA,NA,NA
30156,31,NA,NA,NA
30156,32,NA,NA,NA
30156,33,NA,NA,NA
30156,41,NA,NA,NA
30156,42,NA,NA,NA
30156,43,NA,NA,NA
30156,44,NA,NA,NA
30156,50,NA,NA,NA
30156,60,NA,NA,NA
30156,70,NA,NA,NA
30157,11,NA,NA,NA
30157,12,NA,NA,NA
30157,13,NA,NA,NA
30157,21,NA,NA,NA
30157,22,NA,NA,NA
30157,23,NA,NA,NA
30157,31,NA,NA,NA
30157,32,NA,NA,NA
30157,33,NA,NA,NA
30157,41,NA,NA,NA
30157,42,NA,NA,NA
30157,43,NA,NA,NA
30157,44,NA,NA,NA
30157,50,NA,NA,NA
30157,60,NA,NA,NA
30157,70,NA,NA,NA
30158,11,NA,NA,NA
30158,12,NA,NA,NA
30158,13,NA,NA,NA
30158,21,NA,NA,NA
30158,22,NA,NA,NA
30158,23,NA,NA,NA
30158,31,NA,NA,NA
30158,32,NA,NA,NA
30158,33,NA,NA,NA
30158,41,NA,NA,NA
30158,42,NA,NA,NA
30158,43,NA,NA,NA
30158,44,NA,NA,NA
30158,50,NA,NA,NA
30158,60,NA,NA,NA
30158,70,NA,NA,NA
30159,11,NA,NA,NA
30159,12,NA,NA,NA
30159,13,NA,NA,NA
30159,21,NA,NA,NA
30159,22,NA,NA,NA
30159,23,NA,NA,NA
30159,31,NA,NA,NA
30159,32,NA,NA,NA
30159,33,NA,NA,NA
30159,41,NA,NA,NA
30159,42,NA,NA,NA
30159,43,NA,NA,NA
30159,44,NA,NA,NA
30159,50,NA,NA,NA
30159,60,NA,NA,NA
30159,70,NA,NA,NA
30160,11,0,0,0
30160,12,0,0,0
30160,13,0,0,0
30160,21,0,0,0
30160,22,0,0,0
30160,23,0,0,0
30160,31,0,0,0
30160,32,0,0,0
30160,33,0,0,0
30160,41,0,0,0
30160,42,0,0,0
30160,43,2,2,0
30160,44,9,9,0
30160,50,0,0,0
30160,60,0,0,0
30160,70,0,0,0
30161,11,NA,NA,NA
30161,12,NA,NA,NA
30161,13,NA,NA,NA
30161,21,NA,NA,NA
30161,22,NA,NA,NA
30161,23,NA,NA,NA
