ubicageo_f,aniorefe_b,elinsp1,elinsp2,elinsp3,elinsp4,elinsp5,elinsp6,elinsp7,elinsp8,elinsp9
20308,2,,,,,,,,1,
20309,1,,,,,,,,1,
20309,2,,,,,,,,1,
20310,1,,,,,,,,,1
20310,2,,,,,,,,,1
20311,1,,,,,,,,1,
20311,2,,,,,,,,1,
20312,1,,,,,,,,1,
20312,2,,,,,,,,1,
20313,1,,,,,,,,1,
20313,2,,,,,,,,1,
20314,1,,,,,,,,1,
20314,2,,,,,,,,1,
20315,1,,,,,,,,1,
20315,2,,,,,,,,1,
20316,1,,,,,,,,1,
20316,2,,,,,,,,1,
20317,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
20317,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
20318,1,,,,,,,,,1
20318,2,1,,1,,,,,,
20319,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
20319,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
20320,1,,,,,,,,1,
20320,2,,,,,,,,1,
20321,1,,,,,,,,1,
20321,2,,,,,,,,1,
20322,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
20322,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
20323,1,,,,,,,,1,
20323,2,,,,,,,,1,
20324,1,,,,,,,,1,
20324,2,,,,,,,,1,
20325,1,,,,,,,,1,
20325,2,,,,,,,,1,
20326,1,,,,,,,,1,
20326,2,,,,,,,,1,
20327,1,,,,,,,,,1
20327,2,,,,,,,,1,
20328,1,,,,,,,,1,
20328,2,,,,,,,,1,
20329,1,,,,,,,,1,
20329,2,,,,,,,,1,
20330,1,,,,,,,,1,
20330,2,,,,,,,,1,
20331,1,,,,,,,,1,
20331,2,,,,,,,,1,
20332,1,,,,,,,,1,
20332,2,,,,,,,,1,
20333,1,,,,,,,,1,
20333,2,,,,,,,,1,
20334,1,,,,,,,,1,
20334,2,,,,,,,,1,
20335,1,,,,,,,,1,
20335,2,,,,,,,,1,
20336,1,,,,,,,,1,
20336,2,,,,,,,,1,
20337,1,,,,,,,,1,
20337,2,,,,,,,,1,
20338,1,,,,,,,,1,
20338,2,,,,,,,,1,
20339,1,,,,,,,,1,
20339,2,,,,,,,,1,
20340,1,,,,,,,,1,
20340,2,,,,,,,,1,
20341,1,,,,,,,,1,
20341,2,,,,,,,,1,
20342,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
20342,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
20343,1,,,,,,,,1,
20343,2,,,,,,,,1,
20344,1,,,,,,,,1,
20344,2,,,,,,,,1,
20345,1,,,,,,,,1,
20345,2,,,,,,,,1,
20346,1,,,,,,,,1,
20346,2,,,,,,,,1,
20347,1,,,,,,,,1,
20347,2,,,,,,,,1,
20348,1,,,,,,,,1,
20348,2,,,,,,,,1,
20349,1,,,,,,,,1,
20349,2,,,,,,,,1,
20350,1,,,,,,,,1,
20350,2,,,,,,,,1,
20351,1,,,,,,,,1,
20351,2,,,,,,,,1,
20352,1,,,,,,,,1,
20352,2,,,,,,,,1,
20353,1,,,,,,,,1,
20353,2,,,,,,,,1,
20354,1,,,,,,,,1,
20354,2,,,,,,,,1,
20355,1,,,,,,,,1,
20355,2,,,,,,,,1,
20356,1,,,,,,,,1,
20356,2,,,,,,,,1,
20357,1,,,,,,,,1,
20357,2,,,,,,,,1,
20358,1,,,,,,,,1,
20358,2,,,,,,,,1,
20359,1,,,,,,,,1,
20359,2,,,,,,,,1,
20360,1,,,,,,,,1,
20360,2,,,,,,,,1,
20361,1,,,,,,,,1,
20361,2,,,,,,,,1,
20362,1,1,,,,,,,,
20362,2,1,,,,,,,,
20363,1,,,,,,,,1,
20363,2,,,,,,,,1,
20364,1,,,,,,,,1,
20364,2,,,,,,,,1,
20365,1,,,,,,,,1,
20365,2,,,,,,,,1,
20366,1,,,,,,,,1,
20366,2,,,,,,,,1,
20367,1,,,,,,,,1,
20367,2,,,,,,,,1,
20368,1,,,,,,,,1,
20368,2,,,,,,,,1,
20369,1,,,,,,,,1,
20369,2,,,,,,,,1,
20370,1,,,,,,,,1,
20370,2,,,,,,,,1,
20371,1,,,,,,,,1,
20371,2,,,,,,,,1,
20372,1,,,,,,,,1,
20372,2,,,,,,,,1,
20373,1,,,,,,,,1,
20373,2,,,,,,,,1,
20374,1,,,,,,,,,1
20374,2,,,,,,,,1,
20375,1,,,,,,,,1,
20375,2,,,,,,,,1,
20376,1,,,,,,,,1,
20376,2,,,,,,,,1,
20377,1,,,,,,,,1,
20377,2,,,,,,,,1,
20378,1,,,,,,,,1,
20378,2,,,,,,,,1,
20379,1,,,,,,,,1,
20379,2,,,,,,,,1,
20380,1,,,,,,,,1,
20380,2,,,,,,,,1,
20381,1,,,,,,,,1,
20381,2,,,,,,,,1,
20382,1,,,,,,,,1,
20382,2,,,,,,,,1,
20383,1,,,,,,,,1,
20383,2,,,,,,,,1,
20384,1,,,,,,,,,1
20384,2,,,,,,,,,1
20385,1,,,,,,,,,1
20385,2,,,,,,,,,1
20386,1,,,,,,,,1,
20386,2,,,,,,,,1,
20387,1,,,,,,,,1,
20387,2,,1,,,,,,,
20388,1,,,,,,,,1,
20388,2,,,,,,,,1,
20389,1,,,,,,,,1,
20389,2,,,,,,,,1,
20390,1,1,,,,,,,,
20390,2,1,,1,,,,,,
20391,1,,,,,,,,1,
20391,2,,,,,,,,1,
20392,1,,,,,,,,1,
20392,2,,,,,,,,1,
20393,1,,,,,,,,1,
20393,2,,,,,,,1,,
20394,1,,,,,,,,1,
20394,2,,,,,,,,1,
20395,1,,,,,,,,1,
20395,2,,,,,,,,1,
20396,1,,,,,,,,1,
20396,2,,,,,,,,1,
20397,1,,,,,,,,1,
20397,2,,,,,,,,1,
20398,1,,,,,,,,1,
20398,2,,1,,,,,,,
20399,1,,,,,,,,1,
20399,2,,,,,,,,1,
20400,1,,,,,,,,1,
20400,2,,,,,,,,1,
20401,1,,,,,,,,,1
20401,2,,,,,,,,,1
20402,1,,,,,,,,1,
20402,2,,,,,,,,1,
20403,1,,,,,,,,1,
20403,2,,,,,,,,1,
20404,1,,,,,,,,1,
20404,2,,,,,,,,1,
20405,1,,,,,,,,1,
20405,2,,,,,,,,1,
20406,1,,,,,,,,1,
20406,2,,,,,,,,1,
20407,1,,,,,,,,,1
20407,2,,1,,,,,,,
20408,1,,,,,,,,1,
20408,2,,,,,,,,1,
20409,1,1,,,,,,,,
20409,2,1,,,,,,,,
20410,1,,,,,,,,1,
20410,2,,,,,,,,1,
20411,1,,,,,,,,1,
20411,2,,,,,,,,1,
20412,1,,,,,,,,1,
20412,2,,,,,,,,1,
20413,1,,,,,,,,1,
20413,2,,,,,,,,1,
20414,1,,,,,,,,1,
20414,2,,,,,,,,1,
20415,1,,,,,,,,1,
20415,2,,,,,,,,1,
20416,1,,,,,,,,1,
20416,2,,,,,,,,1,
20417,1,,,,,,,,,1
20417,2,,,,,,,,,1
20418,1,,,,,,,,1,
20418,2,,,,,,,,1,
20419,1,,,,,,,,1,
20419,2,,,,,,,,1,
20420,1,,,,,,,,1,
20420,2,,,,,,,,1,
20421,1,,,,,,,,1,
20421,2,,,,,,,,1,
20422,1,,,,,,,,1,
20422,2,,,,,,,,,1
20423,1,,,,,,,,1,
20423,2,,,,,,,,1,
20424,1,,,,,,,,,1
20424,2,,,,,,,,,1
20425,1,,,,,,,,1,
20425,2,,,,,,,,1,
20426,1,,,,,,,,1,
20426,2,,,,,,,,1,
20427,1,,,,,,,,,1
20427,2,,1,,,,,,,
20428,1,,,,,,,,1,
20428,2,,,,,,,,1,
20429,1,,,,,,,,1,
20429,2,,,,,,,,1,
20430,1,,,,,,,,1,
20430,2,,,,,,,,1,
20431,1,,,,,,,,1,
20431,2,,,,,,,,1,
20432,1,,,,,,,,1,
20432,2,,,,,,,,1,
20433,1,,,,,,,,1,
20433,2,,,,,,,,1,
20434,1,,,,,,,,1,
20434,2,,,,,,,,1,
20435,1,,,,,,,,1,
20435,2,,,,,,,,1,
20436,1,,,,,,,,1,
20436,2,,,,,,,,1,
20437,1,,,,,,,,1,
20437,2,,,,,,,,1,
20438,1,,,,,,,,1,
20438,2,,,,,,,,1,
20439,1,,,,,,,,1,
20439,2,,,,,,,,1,
20440,1,,,,,,,,1,
20440,2,,,,,,,,1,
20441,1,,,,,,,,1,
20441,2,,,,,,,,1,
20442,1,,,,,,,,1,
20442,2,,,,,,,,1,
20443,1,,,,,,,,1,
20443,2,,,,,,,,1,
20444,1,,,,,,,,1,
20444,2,,,,,,,,1,
20445,1,,,,,,,,1,
20445,2,,,,,,,,1,
20446,1,,,,,,,,1,
20446,2,,,,,,,,1,
20447,1,,,,,,,,,1
20447,2,,,,,,,,,1
20448,1,,,,,,,,1,
20448,2,,,,,,,,1,
20449,1,,,,,,,,1,
20449,2,,,,,,,,1,
20450,1,,,,,,,,1,
20450,2,,,,,,,,1,
20451,1,,,,,,,,1,
20451,2,,,,,,,,1,
20452,1,,,,,,,,1,
20452,2,,,,,,,,1,
20453,1,,,,,,,,1,
20453,2,,,,,,,,1,
20454,1,,,,,,,,1,
20454,2,,,,,,,,1,
20455,1,,,,,,,,,1
20455,2,,,,,,,,,1
20456,1,,,,,,,,,1
20456,2,,,,,,,,1,
20457,1,,,,,,,,1,
20457,2,,,,,,,,1,
20458,1,,,,,,,,1,
20458,2,,,,,,,,1,
20459,1,,,,,,,,1,
20459,2,,,,,,,,1,
20460,1,,,,,,,,1,
20460,2,,,,,,,,1,
20461,1,,,,,,,,1,
20461,2,,,,,,,,1,
20462,1,,,,,,,,1,
20462,2,,,,,,,,1,
20463,1,,,,,,,,1,
20463,2,,,,,,,,1,
20464,1,,,,,,,,1,
20464,2,,,,,,,,1,
20465,1,,,,,,,,1,
20465,2,,,,,,,,1,
20466,1,,,,,,,,1,
20466,2,,,,,,,,1,
20467,1,,,,,,,,1,
20467,2,,,,,,,,1,
20468,1,,,,,,,,,1
20468,2,,,,,,,,,1
20469,1,,,,,,,,1,
20469,2,,,,,,,,1,
20470,1,,,,,,,,1,
20470,2,,,,,,,,1,
20471,1,,,,,,,,1,
20471,2,,,,,,,,1,
20472,1,,,,,,,,1,
20472,2,,,,,,,,1,
20473,1,,,,,,,,1,
20473,2,,,,,,,,1,
20474,1,,,,,,,,1,
20474,2,,,,,,,,1,
20475,1,,,,,,,,1,
20475,2,,,,,,,,1,
20476,1,,,,,,,,1,
20476,2,,,,,,,,1,
20477,1,,,,,,,,1,
20477,2,,,,,,,,1,
20478,1,,,,,,,,1,
20478,2,,,,,,,,1,
20479,1,,,,,,,,1,
20479,2,,,,,,,,1,
20480,1,,,,,,,,1,
20480,2,,,,,,,,1,
20481,1,,,,,,,,1,
20481,2,,,,,,,,1,
20482,1,,,,,,,,1,
20482,2,,,,,,,,1,
20483,1,,,,,,,,1,
20483,2,,,,,,,,1,
20484,1,,,,,,,,1,
20484,2,,,,,,,,1,
20485,1,,,,,,,,1,
20485,2,,,,,,,,1,
20486,1,,,,,,,,1,
20486,2,,,,,,,,1,
20487,1,,,,,,,,1,
20487,2,,,,,,,,1,
20488,1,,,,,,,,1,
20488,2,,,,,,,,1,
20489,1,,,,,,,,1,
20489,2,,,,,,,,1,
20490,1,,,,,,,,1,
20490,2,,,,,,,,1,
20491,1,,,,,,,,1,
20491,2,,,,,,,,1,
20492,1,,,,,,,,1,
20492,2,,,,,,,,1,
20493,1,,,,,,,,1,
20493,2,,,,,,,,1,
20494,1,,,,,,,,1,
20494,2,,,,,,,,1,
20495,1,,,,,,,,,1
20495,2,,,,,,,,,1
20496,1,,,,,,,,1,
20496,2,,1,,,,,,,
20497,1,,,,,,,,1,
20497,2,,,,,,,,1,
20498,1,,,,,,,,,1
20498,2,,,,,,,,,1
20499,1,,,,,,,,1,
20499,2,,,,,,,,1,
20500,1,,,,,,,,1,
20500,2,,,,,,,,1,
20501,1,,,,,,,,1,
20501,2,,,,,,,,1,
20502,1,,,,,,,,1,
20502,2,,,,,,,,1,
20503,1,,,,,,,,1,
20503,2,,,,,,,,1,
20504,1,,,,,,,,1,
20504,2,,,,,,,,1,
20505,1,,,,,,,,,1
20505,2,,,,,,,,1,
20506,1,,,,,,,,1,
20506,2,,,,,,,,1,
20507,1,,,,,,,,1,
20507,2,,,,,,,,1,
20508,1,,,,,,,,1,
20508,2,,,,,,,,1,
20509,1,,,,,,,,1,
20509,2,,,,,,,,1,
20510,1,,,,,,,,1,
20510,2,,,,,,,,1,
20511,1,,,,,,,,1,
20511,2,,,,,,,,1,
20512,1,,,,,,,,,1
20512,2,,,,,,,,,1
20513,1,,,,,,,,1,
20513,2,,,,,,,,1,
20514,1,,,,,,,,1,
20514,2,,,,,,,,1,
20515,1,,,,,,,,1,
20515,2,,,,,,,,1,
20516,1,,,,,,,,1,
20516,2,,,,,,,,1,
20517,1,,,,,,,,1,
20517,2,,,,,,,,1,
20518,1,,,,,,,,1,
20518,2,,,,,,,,1,
20519,1,1,,,,,,,,
20519,2,1,,,,,,,,
20520,1,,,,,,,,1,
20520,2,,,,,,,,1,
20521,1,,,,,,,,1,
20521,2,,,,,,,,1,
20522,1,,,,,,,,1,
20522,2,,,,,,,,1,
20523,1,,,,,,,,1,
20523,2,,,,,,,,1,
20524,1,,,,,,,,1,
20524,2,,,,,,,,1,
20525,1,,,,,,,,1,
20525,2,,,,,,,,1,
20526,1,,,,,,,,1,
20526,2,,,,,,,,1,
20527,1,,,,,,,,1,
20527,2,,,,,,,,1,
20528,1,,,,,,,,1,
20528,2,,,,,,,,1,
20529,1,,,,,,,,1,
20529,2,,,,,,,,1,
20530,1,,,,,,,,1,
20530,2,,,,,,,,1,
20531,1,,,,,,,,1,
20531,2,,,,,,,,1,
20532,1,,,,,,,,1,
20532,2,,,,,,,,1,
20533,1,,,,,,,,,1
20533,2,,,,,,,,,1
20534,1,,,,,,,,1,
20534,2,,,,,,,,1,
20535,1,,,,,,,,1,
20535,2,,,,,,,,1,
20536,1,,,,,,,,1,
20536,2,,,,,,,,1,
20537,1,,,,,,,,1,
20537,2,,,,,,,,1,
20538,1,,,,,,,,1,
20538,2,,,,,,,,1,
20539,1,,,,,,,,1,
20539,2,,,,,,,,1,
20540,1,,1,,,,,,,
20540,2,,1,,,,,,,
20541,1,,,,,,,,1,
20541,2,,,,,,,,1,
20542,1,,,,,,,,1,
20542,2,,,,,,,,1,
20543,1,,,,,,,,1,
20543,2,,,,,,,,1,
20544,1,,,,,,,,1,
20544,2,,,,,,,,1,
20545,1,,,,,,,,1,
20545,2,,,,,,,,1,
20546,1,,,,,,,,1,
20546,2,,,,,,,,1,
20547,1,,,,,,,,1,
20547,2,,,,,,,,1,
20548,1,,,,,,,,1,
20548,2,,,,,,,,1,
20549,1,,,,,,,,1,
20549,2,,,,,,,,1,
20550,1,,,,,,,,1,
20550,2,,,,,,,,1,
20551,1,,,,,,,,1,
20551,2,,,,,,,,1,
20552,1,,,,,,,,1,
20552,2,,,,,,,,1,
20553,1,1,,,,,,,,
20553,2,1,,,,,,,,
20554,1,,,,,,,,1,
20554,2,,,,,,,,1,
20555,1,,,,,,,,,1
20555,2,,,,,,,,,1
20556,1,,,,,,,,1,
20556,2,,,,,,,,1,
20557,1,,,,,,,,,1
20557,2,,,,,,,,1,
20558,1,,,,,,,,1,
20558,2,,,,,,,,1,
20559,1,,,,,,,,1,
20559,2,,,,,,,,1,
20560,1,,,,,,,,1,
20560,2,,,,,,,,1,
20561,1,,,,,,,,,1
20561,2,,,,,,,,,1
20562,1,,,,,,,,1,
20562,2,,,,,,,,1,
20563,1,,,,,,,,1,
20563,2,,,,,,,,1,
20564,1,,,,,,,,1,
20564,2,,,,,,,,1,
20565,1,,,,,,,,1,
20565,2,,,,,,,,1,
20566,1,,,,,,,,1,
20566,2,,,,,,,,1,
20567,1,,,,,,,,1,
20567,2,,,,,,,,1,
20568,1,,,,,,,,,1
20568,2,,,,,,,,,1
20569,1,,,,,,,,1,
20569,2,,,,,,,,1,
20570,1,,,,,,,,,1
20570,2,,,,,,,1,,
21001,1,1,1,1,1,1,1,1,,
21001,2,1,1,1,1,1,1,1,,
21002,1,,,,,,,,1,
21002,2,,,,,,,,1,
21003,1,,,,,,,,1,
21003,2,,,,,,,,1,
21004,1,,,,,,,,1,
21004,2,1,,,,,,,,
21005,1,,,,,,,,1,
21005,2,,,,,,,,1,
21006,1,,,,,,,,1,
21006,2,,,,,,,,1,
21007,1,,,,,,,,1,
21007,2,,,,,,,,1,
21008,1,1,,,,,,,,
21008,2,1,,,,,,,,
21009,1,1,,,,,,,,
21009,2,1,,,,,,,,
21010,1,,,,,,,,1,
21010,2,,,,,,,,1,
21011,1,,,,,,,,1,
21011,2,,,,,,,,1,
21012,1,,,,,,,,1,
21012,2,,,,,,,,1,
21013,1,,,,,,,,1,
21013,2,,,,,,,,1,
21014,1,,,,,,,,1,
21014,2,,,,,,,,1,
21015,1,,,,,,,,,1
21015,2,,,,,,,,,1
21016,1,,,,,,,,1,
21016,2,,,,,,,,1,
21017,1,1,1,1,,1,,,,
21017,2,1,1,1,,1,,,,
21018,1,,,,,,,,1,
21018,2,,,,,,,,1,
21019,1,1,1,,,,,,,
21019,2,1,1,,,,,,,
21020,1,,,,,,,,1,
21020,2,,,,,,,,1,
21021,1,,,,,,,,1,
21021,2,,,,,,,,1,
21022,1,,,,,,,,,1
21022,2,,,,,,,,,1
21023,1,,,,,,,,,1
21023,2,,,,,,,,,1
21024,1,,,,,,,,1,
21024,2,,,,,,,,1,
21025,1,,,,,,,,1,
21025,2,,,,,,,,1,
21026,1,,,,,,,,1,
21026,2,,,,,,,,1,
21027,1,,,,,,,,1,
21027,2,,,,,,,,1,
21028,1,,,,,,,,1,
21028,2,,,,,,,,1,
21029,1,,,,,,,,1,
21029,2,,,,,,,,1,
21030,1,,,,,,,,1,
21030,2,,,,,,,,1,
21031,1,,,,,,,,1,
21031,2,,,,,,,,1,
21032,1,,,,,,,,1,
21032,2,,,,,,,,1,
21033,1,,,,,,,,1,
21033,2,,,,,,,,1,
21034,1,,,,,,,,1,
21034,2,,,,,,,,1,
21035,1,,,,,,,,1,
21035,2,,,,,,,,1,
21036,1,,,,,,,,1,
21036,2,,,,,,,,1,
21037,1,,,,,,,,1,
21037,2,,,,,,,,1,
21038,1,,,,,,,,1,
21038,2,,,,,,,,1,
21039,1,,,,,,,,1,
21039,2,,,,,,,,1,
21040,1,,,,,,,,1,
21040,2,,,,,,,,1,
21041,1,,,,,,,,1,
21041,2,,,,,,,,,1
21042,1,,,,,,,,1,
21042,2,,,,,,,,1,
21043,1,,,,,,,,1,
21043,2,,,,,,,,1,
21044,1,,,,,,,,1,
21044,2,,,,,,,,1,
21045,1,,,,,,,,,1
21045,2,,,,,,,,,1
21046,1,,,,,,,,,1
21046,2,,,,,,,,,1
21047,1,,,,,,,,1,
21047,2,,,,,,,,1,
21048,1,,,,,,,,,1
21048,2,,,,,,,,,1
21049,1,,,,,,,,1,
21049,2,,,,,,,,1,
21050,1,1,1,,,,,,,
21050,2,1,1,,,,,,,
21051,1,,,,,,,,1,
21051,2,,,,,,,,1,
21052,1,,,,,,,,1,
21052,2,,,,,,,,1,
21053,1,,,,,,,,1,
21053,2,,,,,,,,1,
21054,1,,,,,,,,1,
21054,2,,,,,,,,1,
21055,1,,,,,,,,1,
21055,2,,,,,,,,1,
21056,1,,1,,,,,,,
21056,2,,1,,,,,,,
21057,1,,,,,,,,1,
21057,2,,,,,,,,1,
21058,1,,,,,,,,1,
21058,2,,,,,,,,1,
21059,1,,,,,,,,1,
21059,2,,,,,,,,1,
21060,1,,,,,,,,1,
21060,2,,,,,,,,1,
21061,1,,,,,,,,1,
21061,2,,,,,,,,1,
21062,1,,,,,,,,1,
21062,2,,,,,,,,1,
21063,1,,,,,,,,,1
21063,2,,,,,,,,,1
21064,1,,,,,,,,,1
21064,2,,,,,,,,,1
21065,1,,,,,,,,1,
21065,2,,,,,,,,1,
21066,1,,,,,,,,1,
21066,2,,,,,,,,1,
21067,1,,,,,,,,1,
21067,2,,,,,,,,1,
21068,1,,,,,,,,1,
21068,2,,,,,,,,1,
21069,1,,,,,,,,1,
21069,2,,,,,,,,1,
21070,1,,,,,,,,1,
21070,2,,,,,,,,,1
21071,1,,,,,,,,1,
21071,2,,,,,,,,1,
21072,1,,,,,,,,1,
21072,2,,,,,,,,1,
21073,1,,,,,,,,1,
21073,2,,,,,,,,1,
21074,1,,,,,,,,1,
21074,2,,,,,,,,1,
21075,1,,,,,,,,1,
21075,2,,,1,,,,,,
21076,1,,,,,,,,1,
21076,2,,,,,,,,1,
21077,1,,,,,,,,1,
21077,2,,,,,,,,1,
21078,1,,,,,,,,1,
21078,2,,,,,,,,1,
21079,1,,,,,,,,1,
21079,2,,,,,,,,1,
21080,1,,,,,,,,1,
21080,2,,,,,,,,1,
21081,1,,,,,,,,1,
21081,2,,,,,,,,1,
21082,1,,,,,,,,1,
21082,2,,,,,,,,1,
21083,1,,,,,,,,1,
21083,2,,,,,,,,1,
21084,1,1,1,1,,1,,,,
21084,2,1,1,1,,1,,,,
21085,1,,,,,,,,,1
21085,2,,,,,,,,,1
21086,1,,,,,,,,1,
21086,2,,,,,,,,1,
21087,1,,,,,,,,1,
21087,2,,,,,,,,1,
21088,1,,,,,,,,,1
21088,2,,,,,,,,,1
21089,1,,,,,,,,1,
21089,2,,,,,,,,1,
21090,1,,,,,,,,1,
21090,2,,,,,,,,1,
21091,1,,,,,,,,,1
21091,2,,,,,,,,,1
21092,1,,,,,,,,1,
21092,2,,,,,,,,1,
21093,1,,,,,,,,1,
21093,2,,,,,,,,1,
21094,1,,,,,,,,,1
21094,2,,,,,,,,,1
21095,1,,,,,,,,1,
21095,2,,,,,,,,1,
21096,1,,,,,,,,1,
21096,2,,,,,,,,1,
21097,1,,,,,,,,1,
21097,2,,,,,,,,1,
21098,1,,,,,,,,1,
21098,2,,,,,,,,1,
21099,1,,,,,,,,1,
21099,2,,,,,,,,1,
21100,1,,,,,,,,,1
21100,2,,,,,,,,,1
21101,1,,,,,,,,,1
21101,2,,,,,,,,,1
21102,1,,,,,,,,1,
21102,2,1,,,,,,,,
21103,1,,,,,,,,1,
21103,2,,,,,,,,1,
21104,1,,,,,,,,,1
21104,2,,,,,,,,1,
21105,1,,,,,,,,1,
21105,2,,,,,,,,1,
21106,1,,,,,,,,1,
21106,2,,,,,,,,1,
21107,1,,,,,,,,1,
21107,2,,,,,,,,1,
21108,1,,,,,,,,1,
21108,2,,,,,,,,1,
21109,1,,,,,,,,1,
21109,2,,,,,,,,1,
21110,1,,,,,,,,1,
21110,2,,,,,,,,1,
21111,1,,,,,,,,1,
21111,2,,,,,,,,1,
21112,1,,,,,,,,1,
21112,2,,,,,,,,1,
21113,1,,,,,,,,1,
21113,2,,,,,,,,1,
21114,1,,,,,,,,1,
21114,2,,,,,,,,1,
21115,1,,,,,,,,1,
21115,2,,,,,,,,1,
21116,1,,,,,,,,,1
21116,2,,,,,,,,,1
21117,1,,,,,,,,1,
21117,2,,,,,,,,1,
21118,1,,,,,,,,1,
21118,2,,,,,,,,1,
21119,1,,,,,,,,1,
21119,2,,,,,,,,1,
21120,1,,,,,,,,1,
21120,2,,,,,,,,1,
21121,1,,,,,,,,1,
21121,2,,,,,,,,1,
21122,1,,,,,,,,,1
21122,2,,,,,,,,,1
21123,1,,,,,,,,1,
21123,2,,,,,,,,1,
21124,1,,,,,,,,1,
21124,2,,,,,,,,1,
21125,1,,,,,,,,1,
21125,2,,,,,,,,1,
21126,1,,,,,,,,1,
21126,2,,,,,,,,1,
21127,1,,,,,,,,1,
21127,2,,,,,,,,1,
21128,1,,,,,,,,1,
21128,2,,,,,,,,1,
21129,1,,,,,,,,1,
21129,2,,,,,,,,1,
21130,1,,,,,,,,,1
21130,2,,,,,,,,,1
21131,1,,,,,,,,1,
21131,2,,,,,,,,1,
21132,1,,,,,,,,,1
21132,2,1,1,1,,1,1,,,
21133,1,,,,,,,,1,
21133,2,,,,,,,,1,
21134,1,,,,,,,,,1
21134,2,,,,,,,1,,
21135,1,,,,,,,,1,
21135,2,,,,,,,,1,
21136,1,,,,,,,,,1
21136,2,,,,,,,,1,
21137,1,1,,1,,1,,,,
21137,2,1,,1,,1,,,,
21138,1,,,,,,,,1,
21138,2,,,,,,,,1,
21139,1,,,,,,,,1,
21139,2,,,,,,,,1,
21140,1,,,,,,,,1,
21140,2,,,,,,,,1,
21141,1,,,,,,,,1,
21141,2,,,,,,,,1,
21142,1,,,,,,,,1,
21142,2,,,,,,,,1,
21143,1,,,,,,,,1,
21143,2,,,,,,,,1,
21144,1,,,,,,,,1,
21144,2,,,,,,,,1,
21145,1,,,,,,,,,1
21145,2,,,,,,,,,1
21146,1,,,,,,,,1,
21146,2,,,,,,,,1,
21147,1,,,,,,,,1,
21147,2,,,,,,,,1,
21148,1,,,,,,,,1,
21148,2,,,,,,,,1,
21149,1,,,,,,,,,1
21149,2,,,,,,,,,1
21150,1,,,,,,,,,1
21150,2,,,,,,,,,1
21151,1,,,,,,,,1,
21151,2,,,,,,,,1,
21152,1,,,,,,,,1,
21152,2,,,,,,,,1,
21153,1,,,,,,,,1,
21153,2,,,,,,,,1,
21154,1,,,,,,,,1,
21154,2,,,,,,,,1,
21155,1,,,,,,,,1,
21155,2,,,,,,,,1,
21156,1,,,,,,,,,1
21156,2,,,,,,,,,1
21157,1,,,,,,,,,1
21157,2,,,,,,,,1,
21158,1,,,,,,,,1,
21158,2,,,,,,,,1,
21159,1,,,,,,,,1,
21159,2,,,,,,,,1,
21160,1,,,,,,,,1,
21160,2,,,,,,,,1,
21161,1,,,,,,,,,1
21161,2,,,,,,,,,1
21162,1,,,,,,,,1,
21162,2,,1,,,,,,,
21163,1,,,,,,,,1,
21163,2,,,,,,,,1,
21164,1,,,,,,,,,1
21164,2,1,,1,,,,,,
21165,1,,,,,,,,,1
21165,2,,,,,,,,,1
21166,1,,,,,,,,1,
21166,2,,,,,,,,1,
21167,1,,1,,,,,,,
21167,2,,1,,,,,,,
21168,1,,,,,,,,1,
21168,2,,,,,,,,1,
21169,1,,,,,,,,1,
21169,2,,,,,,,,1,
21170,1,,,,,,,,1,
21170,2,,,,,,,,1,
21171,1,,,,,,,,1,
21171,2,,,,,,,,1,
21172,1,,,,,,,,1,
21172,2,,,,,,,,1,
21173,1,,,,,,,,1,
21173,2,,,,,,,,1,
21174,1,,1,,,,,,,
21174,2,,,1,,,,,,
21175,1,,,,,,,,,1
21175,2,,,,,,,,,1
21176,1,,,,,,,,,1
21176,2,,,,,,,,,1
21177,1,,,,,,,,1,
21177,2,,,,,,,,1,
21178,1,,,,,,,,1,
21178,2,,,,,,,,1,
21179,1,,,,,,,,,1
21179,2,,,,,,,,,1
21180,1,,,,,,,,1,
21180,2,,,,,,,,1,
21181,1,,,,,,,,1,
21181,2,,,,,,,,1,
21182,1,,,,,,,,1,
21182,2,,,,,,,,1,
21183,1,,,,,,,,1,
21183,2,,,,,,,,1,
21184,1,1,,,,,,,,
21184,2,,,,,1,,,,
21185,1,,,,,,,,1,
21185,2,,,,,,,,1,
21186,1,,,,,,,,1,
21186,2,,,,,,,,1,
21187,1,,,,,,,,1,
21187,2,,,,,,,,1,
21188,1,,,,,,,,1,
21188,2,,,,,,,,1,
21189,1,,,,,,,,1,
21189,2,,,,,,,,1,
21190,1,,,,,,,,1,
21190,2,,,,,,,,1,
21191,1,,,,,,,,1,
21191,2,,1,,,,,,,
21192,1,,,,,,,,,1
21192,2,,,,,,,,,1
21193,1,,,,,,,,1,
21193,2,,,,,,,,1,
21194,1,,,,,,,,,1
21194,2,,,,,,,,,1
21195,1,,,,,,,,1,
21195,2,,,,,,,,1,
21196,1,,,,,,,,1,
21196,2,,,,,,,,1,
