ubicageo_f,orgapoli_j,rnsnni1,totalca1,rnsnni2,totalca2
11041,21,1,0,1,0
11041,22,1,0,1,0
11041,30,2,NA,2,NA
11041,40,0,0,0,0
11042,11,1,37,1,88
11042,12,1,5,1,8
11042,13,2,NA,2,NA
11042,14,2,NA,2,NA
11042,15,2,NA,2,NA
11042,21,1,1,2,NA
11042,22,2,NA,2,NA
11042,30,2,NA,2,NA
11042,40,0,0,0,0
11043,11,1,0,1,0
11043,12,9,NSS,9,NSS
11043,13,9,NSS,9,NSS
11043,14,9,NSS,9,NSS
11043,15,9,NSS,9,NSS
11043,21,2,NA,2,NA
11043,22,2,NA,2,NA
11043,30,2,NA,2,NA
11043,40,0,0,0,0
11044,11,1,5,1,5
11044,12,1,0,1,1
11044,13,9,NSS,9,NSS
11044,14,9,NSS,9,NSS
11044,15,9,NSS,9,NSS
11044,21,1,0,1,0
11044,22,1,0,1,0
11044,30,1,0,1,0
11044,40,0,0,0,0
11045,11,97,NSS,97,NSS
11045,12,97,NSS,97,NSS
11045,13,97,NSS,97,NSS
11045,14,97,NSS,97,NSS
11045,15,97,NSS,97,NSS
11045,21,97,NSS,97,NSS
11045,22,97,NSS,97,NSS
11045,30,97,NSS,97,NSS
11045,40,97,NSS,97,NSS
11046,11,0,NA,0,NA
11046,12,0,NA,0,NA
11046,13,0,NA,0,NA
11046,14,0,NA,0,NA
11046,15,0,NA,0,NA
11046,21,0,NA,0,NA
11046,22,0,NA,0,NA
11046,30,0,NA,0,NA
11046,40,0,NA,0,NA
12001,11,2,NA,1,9
12001,12,1,10,1,96
12001,13,2,NA,2,NA
12001,14,2,NA,2,NA
12001,15,2,NA,1,1
12001,21,2,NA,2,NA
12001,22,2,NA,2,NA
12001,30,2,NA,2,NA
12001,40,0,0,0,0
12002,11,0,NA,0,NA
12002,12,0,NA,0,NA
12002,13,0,NA,0,NA
12002,14,0,NA,0,NA
12002,15,0,NA,0,NA
12002,21,0,NA,0,NA
12002,22,0,NA,0,NA
12002,30,0,NA,0,NA
12002,40,0,NA,0,NA
12003,11,0,NA,0,NA
12003,12,0,NA,0,NA
12003,13,0,NA,0,NA
12003,14,0,NA,0,NA
12003,15,0,NA,0,NA
12003,21,0,NA,0,NA
12003,22,0,NA,0,NA
12003,30,0,NA,0,NA
12003,40,0,NA,0,NA
12004,11,0,NA,0,NA
12004,12,0,NA,0,NA
12004,13,0,NA,0,NA
12004,14,0,NA,0,NA
12004,15,0,NA,0,NA
12004,21,0,NA,0,NA
12004,22,0,NA,0,NA
12004,30,0,NA,0,NA
12004,40,0,NA,0,NA
12005,11,0,NA,0,NA
12005,12,0,NA,0,NA
12005,13,0,NA,0,NA
12005,14,0,NA,0,NA
12005,15,0,NA,0,NA
12005,21,0,NA,0,NA
12005,22,0,NA,0,NA
12005,30,0,NA,0,NA
12005,40,0,NA,0,NA
12006,11,0,NA,0,NA
12006,12,0,NA,0,NA
12006,13,0,NA,0,NA
12006,14,0,NA,0,NA
12006,15,0,NA,0,NA
12006,21,0,NA,0,NA
12006,22,0,NA,0,NA
12006,30,0,NA,0,NA
12006,40,0,NA,0,NA
12007,11,0,NA,0,NA
12007,12,0,NA,0,NA
12007,13,0,NA,0,NA
12007,14,0,NA,0,NA
12007,15,0,NA,0,NA
12007,21,0,NA,0,NA
12007,22,0,NA,0,NA
12007,30,0,NA,0,NA
12007,40,0,NA,0,NA
12008,11,0,NA,0,NA
12008,12,0,NA,0,NA
12008,13,0,NA,0,NA
12008,14,0,NA,0,NA
12008,15,0,NA,0,NA
12008,21,0,NA,0,NA
12008,22,0,NA,0,NA
12008,30,0,NA,0,NA
12008,40,0,NA,0,NA
12009,11,0,NA,0,NA
12009,12,0,NA,0,NA
12009,13,0,NA,0,NA
12009,14,0,NA,0,NA
12009,15,0,NA,0,NA
12009,21,0,NA,0,NA
12009,22,0,NA,0,NA
12009,30,0,NA,0,NA
12009,40,0,NA,0,NA
12010,11,0,NA,0,NA
12010,12,0,NA,0,NA
12010,13,0,NA,0,NA
12010,14,0,NA,0,NA
12010,15,0,NA,0,NA
12010,21,0,NA,0,NA
12010,22,0,NA,0,NA
12010,30,0,NA,0,NA
12010,40,0,NA,0,NA
12011,11,2,NA,2,NA
12011,12,2,NA,2,NA
12011,13,2,NA,2,NA
12011,14,2,NA,2,NA
12011,15,2,NA,2,NA
12011,21,2,NA,2,NA
12011,22,2,NA,2,NA
12011,30,2,NA,2,NA
12011,40,0,0,0,0
12012,11,0,NA,0,NA
12012,12,0,NA,0,NA
12012,13,0,NA,0,NA
12012,14,0,NA,0,NA
12012,15,0,NA,0,NA
12012,21,0,NA,0,NA
12012,22,0,NA,0,NA
12012,30,0,NA,0,NA
12012,40,0,NA,0,NA
12013,11,0,NA,0,NA
12013,12,0,NA,0,NA
12013,13,0,NA,0,NA
12013,14,0,NA,0,NA
12013,15,0,NA,0,NA
12013,21,0,NA,0,NA
12013,22,0,NA,0,NA
12013,30,0,NA,0,NA
12013,40,0,NA,0,NA
12014,11,0,NA,0,NA
12014,12,0,NA,0,NA
12014,13,0,NA,0,NA
12014,14,0,NA,0,NA
12014,15,0,NA,0,NA
12014,21,0,NA,0,NA
12014,22,0,NA,0,NA
12014,30,0,NA,0,NA
12014,40,0,NA,0,NA
12015,11,0,NA,0,NA
12015,12,0,NA,0,NA
12015,13,0,NA,0,NA
12015,14,0,NA,0,NA
12015,15,0,NA,0,NA
12015,21,0,NA,0,NA
12015,22,0,NA,0,NA
12015,30,0,NA,0,NA
12015,40,0,NA,0,NA
12016,11,0,NA,0,NA
12016,12,0,NA,0,NA
12016,13,0,NA,0,NA
12016,14,0,NA,0,NA
12016,15,0,NA,0,NA
12016,21,0,NA,0,NA
12016,22,0,NA,0,NA
12016,30,0,NA,0,NA
12016,40,0,NA,0,NA
12017,11,0,NA,0,NA
12017,12,0,NA,0,NA
12017,13,0,NA,0,NA
12017,14,0,NA,0,NA
12017,15,0,NA,0,NA
12017,21,0,NA,0,NA
12017,22,0,NA,0,NA
12017,30,0,NA,0,NA
12017,40,0,NA,0,NA
12018,11,0,NA,0,NA
12018,12,0,NA,0,NA
12018,13,0,NA,0,NA
12018,14,0,NA,0,NA
12018,15,0,NA,0,NA
12018,21,0,NA,0,NA
12018,22,0,NA,0,NA
12018,30,0,NA,0,NA
12018,40,0,NA,0,NA
12019,11,0,NA,0,NA
12019,12,0,NA,0,NA
12019,13,0,NA,0,NA
12019,14,0,NA,0,NA
12019,15,0,NA,0,NA
12019,21,0,NA,0,NA
12019,22,0,NA,0,NA
12019,30,0,NA,0,NA
12019,40,0,NA,0,NA
12020,11,0,NA,0,NA
12020,12,0,NA,0,NA
12020,13,0,NA,0,NA
12020,14,0,NA,0,NA
12020,15,0,NA,0,NA
12020,21,0,NA,0,NA
12020,22,0,NA,0,NA
12020,30,0,NA,0,NA
12020,40,0,NA,0,NA
12021,11,0,NA,0,NA
12021,12,0,NA,0,NA
12021,13,0,NA,0,NA
12021,14,0,NA,0,NA
12021,15,0,NA,0,NA
12021,21,0,NA,0,NA
12021,22,0,NA,0,NA
12021,30,0,NA,0,NA
12021,40,0,NA,0,NA
12022,11,0,NA,0,NA
12022,12,0,NA,0,NA
12022,13,0,NA,0,NA
12022,14,0,NA,0,NA
12022,15,0,NA,0,NA
12022,21,0,NA,0,NA
12022,22,0,NA,0,NA
12022,30,0,NA,0,NA
12022,40,0,NA,0,NA
12023,11,0,NA,0,NA
12023,12,0,NA,0,NA
12023,13,0,NA,0,NA
12023,14,0,NA,0,NA
12023,15,0,NA,0,NA
12023,21,0,NA,0,NA
12023,22,0,NA,0,NA
12023,30,0,NA,0,NA
12023,40,0,NA,0,NA
12024,11,0,NA,0,NA
12024,12,0,NA,0,NA
12024,13,0,NA,0,NA
12024,14,0,NA,0,NA
12024,15,0,NA,0,NA
12024,21,0,NA,0,NA
12024,22,0,NA,0,NA
12024,30,0,NA,0,NA
12024,40,0,NA,0,NA
12025,11,0,NA,0,NA
12025,12,0,NA,0,NA
12025,13,0,NA,0,NA
12025,14,0,NA,0,NA
12025,15,0,NA,0,NA
12025,21,0,NA,0,NA
12025,22,0,NA,0,NA
12025,30,0,NA,0,NA
12025,40,0,NA,0,NA
12026,11,0,NA,0,NA
12026,12,0,NA,0,NA
12026,13,0,NA,0,NA
12026,14,0,NA,0,NA
12026,15,0,NA,0,NA
12026,21,0,NA,0,NA
12026,22,0,NA,0,NA
12026,30,0,NA,0,NA
12026,40,0,NA,0,NA
12027,11,0,NA,0,NA
12027,12,0,NA,0,NA
12027,13,0,NA,0,NA
12027,14,0,NA,0,NA
12027,15,0,NA,0,NA
12027,21,0,NA,0,NA
12027,22,0,NA,0,NA
12027,30,0,NA,0,NA
12027,40,0,NA,0,NA
12028,11,2,NA,2,NA
12028,12,2,NA,1,2
12028,13,2,NA,2,NA
12028,14,2,NA,2,NA
12028,15,2,NA,2,NA
12028,21,2,NA,2,NA
12028,22,2,NA,2,NA
12028,30,2,NA,2,NA
12028,40,0,0,0,0
12029,11,1,15,1,21
12029,12,2,NA,2,NA
12029,13,2,NA,2,NA
12029,14,2,NA,2,NA
12029,15,2,NA,2,NA
12029,21,2,NA,2,NA
12029,22,2,NA,2,NA
12029,30,2,NA,2,NA
12029,40,0,0,0,0
12030,11,0,NA,0,NA
12030,12,0,NA,0,NA
12030,13,0,NA,0,NA
12030,14,0,NA,0,NA
12030,15,0,NA,0,NA
12030,21,0,NA,0,NA
12030,22,0,NA,0,NA
12030,30,0,NA,0,NA
12030,40,0,NA,0,NA
12031,11,0,NA,0,NA
12031,12,0,NA,0,NA
12031,13,0,NA,0,NA
12031,14,0,NA,0,NA
12031,15,0,NA,0,NA
12031,21,0,NA,0,NA
12031,22,0,NA,0,NA
12031,30,0,NA,0,NA
12031,40,0,NA,0,NA
12032,11,0,NA,0,NA
12032,12,0,NA,0,NA
12032,13,0,NA,0,NA
12032,14,0,NA,0,NA
12032,15,0,NA,0,NA
12032,21,0,NA,0,NA
12032,22,0,NA,0,NA
12032,30,0,NA,0,NA
12032,40,0,NA,0,NA
12033,11,0,NA,0,NA
12033,12,0,NA,0,NA
12033,13,0,NA,0,NA
12033,14,0,NA,0,NA
12033,15,0,NA,0,NA
12033,21,0,NA,0,NA
12033,22,0,NA,0,NA
12033,30,0,NA,0,NA
12033,40,0,NA,0,NA
12034,11,0,NA,0,NA
12034,12,0,NA,0,NA
12034,13,0,NA,0,NA
12034,14,0,NA,0,NA
12034,15,0,NA,0,NA
12034,21,0,NA,0,NA
12034,22,0,NA,0,NA
12034,30,0,NA,0,NA
12034,40,0,NA,0,NA
12035,11,0,NA,0,NA
12035,12,0,NA,0,NA
12035,13,0,NA,0,NA
12035,14,0,NA,0,NA
12035,15,0,NA,0,NA
12035,21,0,NA,0,NA
12035,22,0,NA,0,NA
12035,30,0,NA,0,NA
12035,40,0,NA,0,NA
12036,11,0,NA,0,NA
12036,12,0,NA,0,NA
12036,13,0,NA,0,NA
12036,14,0,NA,0,NA
12036,15,0,NA,0,NA
12036,21,0,NA,0,NA
12036,22,0,NA,0,NA
12036,30,0,NA,0,NA
12036,40,0,NA,0,NA
12037,11,0,NA,0,NA
12037,12,0,NA,0,NA
12037,13,0,NA,0,NA
12037,14,0,NA,0,NA
12037,15,0,NA,0,NA
12037,21,0,NA,0,NA
12037,22,0,NA,0,NA
12037,30,0,NA,0,NA
12037,40,0,NA,0,NA
12038,11,0,NA,0,NA
12038,12,0,NA,0,NA
12038,13,0,NA,0,NA
12038,14,0,NA,0,NA
12038,15,0,NA,0,NA
12038,21,0,NA,0,NA
12038,22,0,NA,0,NA
12038,30,0,NA,0,NA
12038,40,0,NA,0,NA
12039,11,0,NA,0,NA
12039,12,0,NA,0,NA
12039,13,0,NA,0,NA
12039,14,0,NA,0,NA
12039,15,0,NA,0,NA
12039,21,0,NA,0,NA
12039,22,0,NA,0,NA
12039,30,0,NA,0,NA
12039,40,0,NA,0,NA
12040,11,0,NA,0,NA
12040,12,0,NA,0,NA
12040,13,0,NA,0,NA
12040,14,0,NA,0,NA
12040,15,0,NA,0,NA
12040,21,0,NA,0,NA
12040,22,0,NA,0,NA
12040,30,0,NA,0,NA
12040,40,0,NA,0,NA
12041,11,0,NA,0,NA
12041,12,0,NA,0,NA
12041,13,0,NA,0,NA
12041,14,0,NA,0,NA
12041,15,0,NA,0,NA
12041,21,0,NA,0,NA
12041,22,0,NA,0,NA
12041,30,0,NA,0,NA
12041,40,0,NA,0,NA
12042,11,0,NA,0,NA
12042,12,0,NA,0,NA
12042,13,0,NA,0,NA
12042,14,0,NA,0,NA
12042,15,0,NA,0,NA
12042,21,0,NA,0,NA
12042,22,0,NA,0,NA
12042,30,0,NA,0,NA
12042,40,0,NA,0,NA
12043,11,0,NA,0,NA
12043,12,0,NA,0,NA
12043,13,0,NA,0,NA
12043,14,0,NA,0,NA
12043,15,0,NA,0,NA
12043,21,0,NA,0,NA
12043,22,0,NA,0,NA
12043,30,0,NA,0,NA
12043,40,0,NA,0,NA
12044,11,0,NA,0,NA
12044,12,0,NA,0,NA
12044,13,0,NA,0,NA
12044,14,0,NA,0,NA
12044,15,0,NA,0,NA
12044,21,0,NA,0,NA
12044,22,0,NA,0,NA
12044,30,0,NA,0,NA
12044,40,0,NA,0,NA
12045,11,0,NA,0,NA
12045,12,0,NA,0,NA
12045,13,0,NA,0,NA
12045,14,0,NA,0,NA
12045,15,0,NA,0,NA
12045,21,0,NA,0,NA
12045,22,0,NA,0,NA
12045,30,0,NA,0,NA
12045,40,0,NA,0,NA
12046,11,0,NA,0,NA
12046,12,0,NA,0,NA
12046,13,0,NA,0,NA
12046,14,0,NA,0,NA
12046,15,0,NA,0,NA
12046,21,0,NA,0,NA
12046,22,0,NA,0,NA
12046,30,0,NA,0,NA
12046,40,0,NA,0,NA
12047,11,0,NA,0,NA
12047,12,0,NA,0,NA
12047,13,0,NA,0,NA
12047,14,0,NA,0,NA
12047,15,0,NA,0,NA
12047,21,0,NA,0,NA
12047,22,0,NA,0,NA
12047,30,0,NA,0,NA
12047,40,0,NA,0,NA
12048,11,0,NA,0,NA
12048,12,0,NA,0,NA
12048,13,0,NA,0,NA
12048,14,0,NA,0,NA
12048,15,0,NA,0,NA
12048,21,0,NA,0,NA
12048,22,0,NA,0,NA
12048,30,0,NA,0,NA
12048,40,0,NA,0,NA
12049,11,0,NA,0,NA
12049,12,0,NA,0,NA
12049,13,0,NA,0,NA
12049,14,0,NA,0,NA
12049,15,0,NA,0,NA
12049,21,0,NA,0,NA
12049,22,0,NA,0,NA
12049,30,0,NA,0,NA
12049,40,0,NA,0,NA
12050,11,0,NA,0,NA
12050,12,0,NA,0,NA
12050,13,0,NA,0,NA
12050,14,0,NA,0,NA
12050,15,0,NA,0,NA
12050,21,0,NA,0,NA
12050,22,0,NA,0,NA
12050,30,0,NA,0,NA
12050,40,0,NA,0,NA
12051,11,0,NA,0,NA
12051,12,0,NA,0,NA
12051,13,0,NA,0,NA
12051,14,0,NA,0,NA
12051,15,0,NA,0,NA
12051,21,0,NA,0,NA
12051,22,0,NA,0,NA
12051,30,0,NA,0,NA
12051,40,0,NA,0,NA
12052,11,0,NA,0,NA
12052,12,0,NA,0,NA
12052,13,0,NA,0,NA
12052,14,0,NA,0,NA
12052,15,0,NA,0,NA
12052,21,0,NA,0,NA
12052,22,0,NA,0,NA
12052,30,0,NA,0,NA
12052,40,0,NA,0,NA
12053,11,0,NA,0,NA
12053,12,0,NA,0,NA
12053,13,0,NA,0,NA
12053,14,0,NA,0,NA
12053,15,0,NA,0,NA
12053,21,0,NA,0,NA
12053,22,0,NA,0,NA
12053,30,0,NA,0,NA
12053,40,0,NA,0,NA
12054,11,0,NA,0,NA
12054,12,0,NA,0,NA
12054,13,0,NA,0,NA
12054,14,0,NA,0,NA
12054,15,0,NA,0,NA
12054,21,0,NA,0,NA
12054,22,0,NA,0,NA
12054,30,0,NA,0,NA
12054,40,0,NA,0,NA
12055,11,0,NA,0,NA
12055,12,0,NA,0,NA
12055,13,0,NA,0,NA
12055,14,0,NA,0,NA
12055,15,0,NA,0,NA
12055,21,0,NA,0,NA
12055,22,0,NA,0,NA
12055,30,0,NA,0,NA
12055,40,0,NA,0,NA
12056,11,0,NA,0,NA
12056,12,0,NA,0,NA
12056,13,0,NA,0,NA
12056,14,0,NA,0,NA
12056,15,0,NA,0,NA
12056,21,0,NA,0,NA
12056,22,0,NA,0,NA
12056,30,0,NA,0,NA
12056,40,0,NA,0,NA
12057,11,0,NA,0,NA
12057,12,0,NA,0,NA
12057,13,0,NA,0,NA
12057,14,0,NA,0,NA
12057,15,0,NA,0,NA
12057,21,0,NA,0,NA
12057,22,0,NA,0,NA
12057,30,0,NA,0,NA
12057,40,0,NA,0,NA
12058,11,0,NA,0,NA
12058,12,0,NA,0,NA
12058,13,0,NA,0,NA
12058,14,0,NA,0,NA
12058,15,0,NA,0,NA
12058,21,0,NA,0,NA
12058,22,0,NA,0,NA
12058,30,0,NA,0,NA
12058,40,0,NA,0,NA
12059,11,0,NA,0,NA
12059,12,0,NA,0,NA
12059,13,0,NA,0,NA
12059,14,0,NA,0,NA
12059,15,0,NA,0,NA
12059,21,0,NA,0,NA
12059,22,0,NA,0,NA
12059,30,0,NA,0,NA
12059,40,0,NA,0,NA
12060,11,0,NA,0,NA
12060,12,0,NA,0,NA
12060,13,0,NA,0,NA
12060,14,0,NA,0,NA
12060,15,0,NA,0,NA
12060,21,0,NA,0,NA
12060,22,0,NA,0,NA
12060,30,0,NA,0,NA
12060,40,0,NA,0,NA
12061,11,0,NA,0,NA
12061,12,0,NA,0,NA
12061,13,0,NA,0,NA
12061,14,0,NA,0,NA
12061,15,0,NA,0,NA
12061,21,0,NA,0,NA
12061,22,0,NA,0,NA
12061,30,0,NA,0,NA
12061,40,0,NA,0,NA
12062,11,0,NA,0,NA
12062,12,0,NA,0,NA
12062,13,0,NA,0,NA
12062,14,0,NA,0,NA
12062,15,0,NA,0,NA
12062,21,0,NA,0,NA
12062,22,0,NA,0,NA
12062,30,0,NA,0,NA
12062,40,0,NA,0,NA
12063,11,0,NA,0,NA
12063,12,0,NA,0,NA
12063,13,0,NA,0,NA
12063,14,0,NA,0,NA
12063,15,0,NA,0,NA
12063,21,0,NA,0,NA
12063,22,0,NA,0,NA
12063,30,0,NA,0,NA
12063,40,0,NA,0,NA
12064,11,0,NA,0,NA
12064,12,0,NA,0,NA
12064,13,0,NA,0,NA
12064,14,0,NA,0,NA
12064,15,0,NA,0,NA
12064,21,0,NA,0,NA
12064,22,0,NA,0,NA
12064,30,0,NA,0,NA
12064,40,0,NA,0,NA
12065,11,0,NA,0,NA
12065,12,0,NA,0,NA
12065,13,0,NA,0,NA
12065,14,0,NA,0,NA
12065,15,0,NA,0,NA
12065,21,0,NA,0,NA
12065,22,0,NA,0,NA
12065,30,0,NA,0,NA
12065,40,0,NA,0,NA
12066,11,0,NA,0,NA
12066,12,0,NA,0,NA
12066,13,0,NA,0,NA
12066,14,0,NA,0,NA
12066,15,0,NA,0,NA
12066,21,0,NA,0,NA
12066,22,0,NA,0,NA
12066,30,0,NA,0,NA
12066,40,0,NA,0,NA
12067,11,0,NA,0,NA
12067,12,0,NA,0,NA
12067,13,0,NA,0,NA
12067,14,0,NA,0,NA
12067,15,0,NA,0,NA
12067,21,0,NA,0,NA
12067,22,0,NA,0,NA
12067,30,0,NA,0,NA
12067,40,0,NA,0,NA
12068,11,0,NA,0,NA
12068,12,0,NA,0,NA
12068,13,0,NA,0,NA
12068,14,0,NA,0,NA
12068,15,0,NA,0,NA
12068,21,0,NA,0,NA
12068,22,0,NA,0,NA
12068,30,0,NA,0,NA
12068,40,0,NA,0,NA
12069,11,0,NA,0,NA
12069,12,0,NA,0,NA
12069,13,0,NA,0,NA
12069,14,0,NA,0,NA
12069,15,0,NA,0,NA
12069,21,0,NA,0,NA
12069,22,0,NA,0,NA
12069,30,0,NA,0,NA
12069,40,0,NA,0,NA
12070,11,0,NA,0,NA
12070,12,0,NA,0,NA
12070,13,0,NA,0,NA
12070,14,0,NA,0,NA
12070,15,0,NA,0,NA
12070,21,0,NA,0,NA
12070,22,0,NA,0,NA
12070,30,0,NA,0,NA
12070,40,0,NA,0,NA
12071,11,0,NA,0,NA
12071,12,0,NA,0,NA
12071,13,0,NA,0,NA
12071,14,0,NA,0,NA
12071,15,0,NA,0,NA
12071,21,0,NA,0,NA
12071,22,0,NA,0,NA
12071,30,0,NA,0,NA
12071,40,0,NA,0,NA
12072,11,0,NA,0,NA
12072,12,0,NA,0,NA
12072,13,0,NA,0,NA
12072,14,0,NA,0,NA
12072,15,0,NA,0,NA
12072,21,0,NA,0,NA
12072,22,0,NA,0,NA
12072,30,0,NA,0,NA
12072,40,0,NA,0,NA
12073,11,0,NA,0,NA
12073,12,0,NA,0,NA
12073,13,0,NA,0,NA
12073,14,0,NA,0,NA
12073,15,0,NA,0,NA
12073,21,0,NA,0,NA
12073,22,0,NA,0,NA
12073,30,0,NA,0,NA
12073,40,0,NA,0,NA
12074,11,0,NA,0,NA
12074,12,0,NA,0,NA
12074,13,0,NA,0,NA
12074,14,0,NA,0,NA
12074,15,0,NA,0,NA
12074,21,0,NA,0,NA
12074,22,0,NA,0,NA
12074,30,0,NA,0,NA
12074,40,0,NA,0,NA
12075,11,0,NA,0,NA
12075,12,0,NA,0,NA
12075,13,0,NA,0,NA
12075,14,0,NA,0,NA
12075,15,0,NA,0,NA
12075,21,0,NA,0,NA
12075,22,0,NA,0,NA
12075,30,0,NA,0,NA
12075,40,0,NA,0,NA
12076,11,0,NA,0,NA
12076,12,0,NA,0,NA
12076,13,0,NA,0,NA
12076,14,0,NA,0,NA
12076,15,0,NA,0,NA
12076,21,0,NA,0,NA
12076,22,0,NA,0,NA
12076,30,0,NA,0,NA
12076,40,0,NA,0,NA
12077,11,0,NA,0,NA
12077,12,0,NA,0,NA
12077,13,0,NA,0,NA
12077,14,0,NA,0,NA
12077,15,0,NA,0,NA
12077,21,0,NA,0,NA
12077,22,0,NA,0,NA
12077,30,0,NA,0,NA
12077,40,0,NA,0,NA
12078,11,0,NA,0,NA
12078,12,0,NA,0,NA
12078,13,0,NA,0,NA
12078,14,0,NA,0,NA
12078,15,0,NA,0,NA
12078,21,0,NA,0,NA
12078,22,0,NA,0,NA
12078,30,0,NA,0,NA
12078,40,0,NA,0,NA
12079,11,0,NA,0,NA
12079,12,0,NA,0,NA
12079,13,0,NA,0,NA
12079,14,0,NA,0,NA
12079,15,0,NA,0,NA
12079,21,0,NA,0,NA
12079,22,0,NA,0,NA
12079,30,0,NA,0,NA
12079,40,0,NA,0,NA
12080,11,0,NA,0,NA
12080,12,0,NA,0,NA
12080,13,0,NA,0,NA
12080,14,0,NA,0,NA
12080,15,0,NA,0,NA
12080,21,0,NA,0,NA
12080,22,0,NA,0,NA
12080,30,0,NA,0,NA
12080,40,0,NA,0,NA
12081,11,0,NA,0,NA
12081,12,0,NA,0,NA
12081,13,0,NA,0,NA
12081,14,0,NA,0,NA
12081,15,0,NA,0,NA
12081,21,0,NA,0,NA
12081,22,0,NA,0,NA
12081,30,0,NA,0,NA
12081,40,0,NA,0,NA
12082,11,0,NA,0,NA
12082,12,0,NA,0,NA
12082,13,0,NA,0,NA
12082,14,0,NA,0,NA
12082,15,0,NA,0,NA
12082,21,0,NA,0,NA
12082,22,0,NA,0,NA
12082,30,0,NA,0,NA
12082,40,0,NA,0,NA
12083,11,0,NA,0,NA
12083,12,0,NA,0,NA
12083,13,0,NA,0,NA
12083,14,0,NA,0,NA
12083,15,0,NA,0,NA
12083,21,0,NA,0,NA
12083,22,0,NA,0,NA
12083,30,0,NA,0,NA
12083,40,0,NA,0,NA
12084,11,0,NA,0,NA
12084,12,0,NA,0,NA
12084,13,0,NA,0,NA
12084,14,0,NA,0,NA
12084,15,0,NA,0,NA
12084,21,0,NA,0,NA
12084,22,0,NA,0,NA
12084,30,0,NA,0,NA
12084,40,0,NA,0,NA
12085,11,0,NA,0,NA
12085,12,0,NA,0,NA
12085,13,0,NA,0,NA
12085,14,0,NA,0,NA
12085,15,0,NA,0,NA
12085,21,0,NA,0,NA
12085,22,0,NA,0,NA
12085,30,0,NA,0,NA
12085,40,0,NA,0,NA
13001,11,0,NA,0,NA
13001,12,0,NA,0,NA
13001,13,0,NA,0,NA
13001,14,0,NA,0,NA
13001,15,0,NA,0,NA
13001,21,0,NA,0,NA
13001,22,0,NA,0,NA
13001,30,0,NA,0,NA
13001,40,0,NA,0,NA
13002,11,0,NA,0,NA
13002,12,0,NA,0,NA
13002,13,0,NA,0,NA
13002,14,0,NA,0,NA
13002,15,0,NA,0,NA
13002,21,0,NA,0,NA
13002,22,0,NA,0,NA
13002,30,0,NA,0,NA
13002,40,0,NA,0,NA
13003,11,0,NA,1,25
13003,12,0,NA,2,NA
13003,13,0,NA,2,NA
13003,14,0,NA,2,NA
13003,15,0,NA,2,NA
13003,21,0,NA,2,NA
13003,22,0,NA,2,NA
13003,30,0,NA,2,NA
13003,40,0,NA,0,0
13004,11,0,NA,0,NA
13004,12,0,NA,0,NA
13004,13,0,NA,0,NA
13004,14,0,NA,0,NA
13004,15,0,NA,0,NA
13004,21,0,NA,0,NA
13004,22,0,NA,0,NA
13004,30,0,NA,0,NA
13004,40,0,NA,0,NA
13005,11,0,NA,0,NA
13005,12,0,NA,0,NA
13005,13,0,NA,0,NA
13005,14,0,NA,0,NA
13005,15,0,NA,0,NA
13005,21,0,NA,0,NA
13005,22,0,NA,0,NA
13005,30,0,NA,0,NA
13005,40,0,NA,0,NA
13006,11,0,NA,0,NA
13006,12,0,NA,0,NA
13006,13,0,NA,0,NA
13006,14,0,NA,0,NA
13006,15,0,NA,0,NA
13006,21,0,NA,0,NA
13006,22,0,NA,0,NA
13006,30,0,NA,0,NA
13006,40,0,NA,0,NA
13007,11,0,NA,0,NA
13007,12,0,NA,0,NA
13007,13,0,NA,0,NA
13007,14,0,NA,0,NA
13007,15,0,NA,0,NA
13007,21,0,NA,0,NA
13007,22,0,NA,0,NA
13007,30,0,NA,0,NA
13007,40,0,NA,0,NA
13008,11,1,11,1,5
13008,12,1,0,1,1
13008,13,1,0,1,1
13008,14,1,0,1,1
13008,15,1,11,1,11
13008,21,1,1,1,1
13008,22,1,0,1,1
13008,30,1,0,1,1
13008,40,0,0,0,0
13009,11,0,NA,0,NA
13009,12,0,NA,0,NA
13009,13,0,NA,0,NA
13009,14,0,NA,0,NA
13009,15,0,NA,0,NA
13009,21,0,NA,0,NA
13009,22,0,NA,0,NA
13009,30,0,NA,0,NA
13009,40,0,NA,0,NA
13010,11,1,5,1,13
13010,12,2,NA,2,NA
13010,13,2,NA,2,NA
13010,14,2,NA,2,NA
13010,15,2,NA,2,NA
13010,21,2,NA,2,NA
13010,22,2,NA,2,NA
13010,30,2,NA,2,NA
13010,40,0,0,0,0
13011,11,0,NA,0,NA
13011,12,0,NA,0,NA
13011,13,0,NA,0,NA
13011,14,0,NA,0,NA
13011,15,0,NA,0,NA
13011,21,0,NA,0,NA
13011,22,0,NA,0,NA
13011,30,0,NA,0,NA
13011,40,0,NA,0,NA
13012,11,0,NA,0,NA
13012,12,0,NA,0,NA
13012,13,0,NA,0,NA
13012,14,0,NA,0,NA
13012,15,0,NA,0,NA
13012,21,0,NA,0,NA
13012,22,0,NA,0,NA
13012,30,0,NA,0,NA
13012,40,0,NA,0,NA
13013,11,0,NA,2,NA
13013,12,0,NA,2,NA
13013,13,0,NA,2,NA
13013,14,0,NA,2,NA
13013,15,0,NA,2,NA
13013,21,0,NA,2,NA
13013,22,0,NA,2,NA
13013,30,0,NA,2,NA
13013,40,0,NA,0,NSS
13014,11,0,NA,0,NA
13014,12,0,NA,0,NA
