ubicageo_f,orgapoli_k,sexostt,sexos1,sexos2
15077,5,0,0,0
15077,9,,,
15078,1,0,0,0
15078,2,0,0,0
15078,3,0,0,0
15078,4,7,5,2
15078,5,0,0,0
15078,9,,,
15079,1,10,10,0
15079,2,0,0,0
15079,3,0,0,0
15079,4,0,0,0
15079,5,0,0,0
15079,9,,,
15080,1,8,3,5
15080,2,0,0,0
15080,3,0,0,0
15080,4,0,0,0
15080,5,0,0,0
15080,9,,,
15081,1,722,556,166
15081,2,0,0,0
15081,3,0,0,0
15081,4,0,0,0
15081,5,0,0,0
15081,9,,,
15082,1,34,28,6
15082,2,0,0,0
15082,3,0,0,0
15082,4,0,0,0
15082,5,0,0,0
15082,9,,,
15083,1,44,31,13
15083,2,0,0,0
15083,3,0,0,0
15083,4,0,0,0
15083,5,0,0,0
15083,9,,,
15084,1,82,62,20
15084,2,0,0,0
15084,3,0,0,0
15084,4,0,0,0
15084,5,0,0,0
15084,9,,,
15085,1,31,28,3
15085,2,0,0,0
15085,3,0,0,0
15085,4,0,0,0
15085,5,0,0,0
15085,9,,,
15086,1,32,21,11
15086,2,0,0,0
15086,3,0,0,0
15086,4,0,0,0
15086,5,0,0,0
15086,9,,,
15087,1,0,0,0
15087,2,0,0,0
15087,3,0,0,0
15087,4,0,0,0
15087,5,0,0,0
15087,9,,,
15088,1,106,87,19
15088,2,41,19,22
15088,3,0,0,0
15088,4,0,0,0
15088,5,0,0,0
15088,9,,,
15089,1,10,8,2
15089,2,0,0,0
15089,3,0,0,0
15089,4,0,0,0
15089,5,0,0,0
15089,9,,,
15090,1,70,54,16
15090,2,0,0,0
15090,3,0,0,0
15090,4,0,0,0
15090,5,0,0,0
15090,9,,,
15091,1,18,15,3
15091,2,0,0,0
15091,3,0,0,0
15091,4,0,0,0
15091,5,0,0,0
15091,9,,,
15092,1,0,0,0
15092,2,0,0,0
15092,3,0,0,0
15092,4,87,62,25
15092,5,0,0,0
15092,9,,,
15093,1,47,37,10
15093,2,0,0,0
15093,3,0,0,0
15093,4,0,0,0
15093,5,0,0,0
15093,9,,,
15094,1,35,28,7
15094,2,0,0,0
15094,3,0,0,0
15094,4,0,0,0
15094,5,0,0,0
15094,9,,,
15095,1,138,113,25
15095,2,6,0,6
15095,3,0,0,0
15095,4,0,0,0
15095,5,0,0,0
15095,9,,,
15096,1,37,26,11
15096,2,0,0,0
15096,3,0,0,0
15096,4,0,0,0
15096,5,0,0,0
15096,9,,,
15097,1,6,5,1
15097,2,0,0,0
15097,3,0,0,0
15097,4,0,0,0
15097,5,0,0,0
15097,9,,,
15098,1,18,13,5
15098,2,0,0,0
15098,3,0,0,0
15098,4,0,0,0
15098,5,0,0,0
15098,9,,,
15099,1,310,236,74
15099,2,48,34,14
15099,3,0,0,0
15099,4,0,0,0
15099,5,0,0,0
15099,9,,,
15100,1,76,61,15
15100,2,0,0,0
15100,3,0,0,0
15100,4,0,0,0
15100,5,0,0,0
15100,9,,,
15101,1,59,58,1
15101,2,6,0,6
15101,3,0,0,0
15101,4,0,0,0
15101,5,0,0,0
15101,9,,,
15102,1,5,5,0
15102,2,0,0,0
15102,3,0,0,0
15102,4,0,0,0
15102,5,0,0,0
15102,9,,,
15103,1,94,70,24
15103,2,0,0,0
15103,3,0,0,0
15103,4,0,0,0
15103,5,0,0,0
15103,9,,,
15104,1,939,764,175
15104,2,0,0,0
15104,3,0,0,0
15104,4,0,0,0
15104,5,0,0,0
15104,9,,,
15105,1,19,15,4
15105,2,0,0,0
15105,3,0,0,0
15105,4,0,0,0
15105,5,0,0,0
15105,9,,,
15106,1,1505,1168,337
15106,2,0,0,0
15106,3,0,0,0
15106,4,0,0,0
15106,5,0,0,0
15106,9,,,
15107,1,0,0,0
15107,2,0,0,0
15107,3,0,0,0
15107,4,0,0,0
15107,5,0,0,0
15107,9,,,
15108,1,239,190,49
15108,2,0,0,0
15108,3,0,0,0
15108,4,0,0,0
15108,5,0,0,0
15108,9,,,
15109,1,593,466,127
15109,2,116,83,33
15109,3,0,0,0
15109,4,0,0,0
15109,5,0,0,0
15109,9,,,
15110,1,85,69,16
15110,2,0,0,0
15110,3,0,0,0
15110,4,0,0,0
15110,5,0,0,0
15110,9,,,
15111,1,48,39,9
15111,2,0,0,0
15111,3,0,0,0
15111,4,0,0,0
15111,5,0,0,0
15111,9,,,
15112,1,53,41,12
15112,2,0,0,0
15112,3,0,0,0
15112,4,0,0,0
15112,5,0,0,0
15112,9,,,
15113,1,0,0,0
15113,2,0,0,0
15113,3,0,0,0
15113,4,0,0,0
15113,5,0,0,0
15113,9,,,
15114,1,124,112,12
15114,2,0,0,0
15114,3,0,0,0
15114,4,0,0,0
15114,5,0,0,0
15114,9,,,
15115,1,59,45,14
15115,2,0,0,0
15115,3,0,0,0
15115,4,0,0,0
15115,5,0,0,0
15115,9,,,
15116,1,21,19,2
15116,2,0,0,0
15116,3,0,0,0
15116,4,0,0,0
15116,5,0,0,0
15116,9,,,
15117,1,11,10,1
15117,2,0,0,0
15117,3,0,0,0
15117,4,0,0,0
15117,5,0,0,0
15117,9,,,
15118,1,139,131,8
15118,2,12,3,9
15118,3,0,0,0
15118,4,0,0,0
15118,5,0,0,0
15118,9,,,
15119,1,36,29,7
15119,2,0,0,0
15119,3,0,0,0
15119,4,0,0,0
15119,5,0,0,0
15119,9,,,
15120,1,189,151,38
15120,2,0,0,0
15120,3,0,0,0
15120,4,0,0,0
15120,5,0,0,0
15120,9,,,
15121,1,668,538,130
15121,2,232,171,61
15121,3,0,0,0
15121,4,0,0,0
15121,5,0,0,0
15121,9,,,
15122,1,428,320,108
15122,2,0,0,0
15122,3,0,0,0
15122,4,0,0,0
15122,5,0,0,0
15122,9,,,
15123,1,10,10,0
15123,2,0,0,0
15123,3,0,0,0
15123,4,0,0,0
15123,5,0,0,0
15123,9,,,
15124,1,113,88,25
15124,2,0,0,0
15124,3,0,0,0
15124,4,0,0,0
15124,5,0,0,0
15124,9,,,
15125,1,8,7,1
15125,2,0,0,0
15125,3,0,0,0
15125,4,0,0,0
15125,5,0,0,0
15125,9,,,
16001,1,5,5,0
16001,2,0,0,0
16001,3,0,0,0
16001,4,0,0,0
16001,5,0,0,0
16001,9,,,
16002,1,3,3,0
16002,2,0,0,0
16002,3,0,0,0
16002,4,0,0,0
16002,5,0,0,0
16002,9,,,
16003,1,0,0,0
16003,2,0,0,0
16003,3,0,0,0
16003,4,5,4,1
16003,5,0,0,0
16003,9,,,
16004,1,3,2,1
16004,2,0,0,0
16004,3,0,0,0
16004,4,0,0,0
16004,5,0,0,0
16004,9,,,
16005,1,8,6,2
16005,2,0,0,0
16005,3,0,0,0
16005,4,0,0,0
16005,5,0,0,0
16005,9,,,
16006,1,186,131,55
16006,2,0,0,0
16006,3,0,0,0
16006,4,0,0,0
16006,5,0,0,0
16006,9,,,
16007,1,0,0,0
16007,2,0,0,0
16007,3,0,0,0
16007,4,0,0,0
16007,5,0,0,0
16007,9,,,
16008,1,NA,NA,NA
16008,2,NA,NA,NA
16008,3,NA,NA,NA
16008,4,NA,NA,NA
16008,5,NA,NA,NA
16008,9,,,
16009,1,12,8,4
16009,2,0,0,0
16009,3,0,0,0
16009,4,0,0,0
16009,5,0,0,0
16009,9,,,
16010,1,NA,NA,NA
16010,2,NA,NA,NA
16010,3,NA,NA,NA
16010,4,NA,NA,NA
16010,5,NA,NA,NA
16010,9,,,
16011,1,13,11,2
16011,2,0,0,0
16011,3,0,0,0
16011,4,0,0,0
16011,5,0,0,0
16011,9,,,
16012,1,20,16,4
16012,2,0,0,0
16012,3,0,0,0
16012,4,0,0,0
16012,5,0,0,0
16012,9,,,
16013,1,6,3,3
16013,2,0,0,0
16013,3,0,0,0
16013,4,0,0,0
16013,5,0,0,0
16013,9,,,
16014,1,5,4,1
16014,2,0,0,0
16014,3,0,0,0
16014,4,0,0,0
16014,5,0,0,0
16014,9,,,
16015,1,20,19,1
16015,2,0,0,0
16015,3,0,0,0
16015,4,0,0,0
16015,5,0,0,0
16015,9,,,
16016,1,2,0,2
16016,2,0,0,0
16016,3,0,0,0
16016,4,0,0,0
16016,5,0,0,0
16016,9,,,
16017,1,8,8,0
16017,2,0,0,0
16017,3,0,0,0
16017,4,0,0,0
16017,5,0,0,0
16017,9,,,
16018,1,6,4,2
16018,2,0,0,0
16018,3,0,0,0
16018,4,15,11,4
16018,5,0,0,0
16018,9,,,
16019,1,1,1,0
16019,2,0,0,0
16019,3,0,0,0
16019,4,0,0,0
16019,5,0,0,0
16019,9,,,
16020,1,38,31,7
16020,2,0,0,0
16020,3,0,0,0
16020,4,0,0,0
16020,5,0,0,0
16020,9,,,
16021,1,6,4,2
16021,2,0,0,0
16021,3,0,0,0
16021,4,0,0,0
16021,5,0,0,0
16021,9,,,
16022,1,16,13,3
16022,2,0,0,0
16022,3,0,0,0
16022,4,0,0,0
16022,5,0,0,0
16022,9,,,
16023,1,6,3,3
16023,2,0,0,0
16023,3,0,0,0
16023,4,0,0,0
16023,5,0,0,0
16023,9,,,
16024,1,0,0,0
16024,2,0,0,0
16024,3,0,0,0
16024,4,0,0,0
16024,5,0,0,0
16024,9,,,
16025,1,2,2,0
16025,2,0,0,0
16025,3,0,0,0
16025,4,0,0,0
16025,5,0,0,0
16025,9,,,
16026,1,4,3,1
16026,2,0,0,0
16026,3,0,0,0
16026,4,0,0,0
16026,5,0,0,0
16026,9,,,
16027,1,17,10,7
16027,2,0,0,0
16027,3,0,0,0
16027,4,0,0,0
16027,5,0,0,0
16027,9,,,
16028,1,11,9,2
16028,2,0,0,0
16028,3,0,0,0
16028,4,0,0,0
16028,5,0,0,0
16028,9,,,
16029,1,3,3,0
16029,2,0,0,0
16029,3,0,0,0
16029,4,0,0,0
16029,5,0,0,0
16029,9,,,
16030,1,3,3,0
16030,2,0,0,0
16030,3,0,0,0
16030,4,0,0,0
16030,5,0,0,0
16030,9,,,
16031,1,0,0,0
16031,2,0,0,0
16031,3,0,0,0
16031,4,0,0,0
16031,5,0,0,0
16031,9,,,
16032,1,0,0,0
16032,2,0,0,0
16032,3,0,0,0
16032,4,0,0,0
16032,5,0,0,0
16032,9,,,
16033,1,0,0,0
16033,2,0,0,0
16033,3,0,0,0
16033,4,0,0,0
16033,5,0,0,0
16033,9,,,
16034,1,72,53,19
16034,2,12,9,3
16034,3,0,0,0
16034,4,0,0,0
16034,5,0,0,0
16034,9,,,
16035,1,0,0,0
16035,2,0,0,0
16035,3,0,0,0
16035,4,0,0,0
16035,5,0,0,0
16035,9,,,
16036,1,17,11,6
16036,2,0,0,0
16036,3,0,0,0
16036,4,0,0,0
16036,5,0,0,0
16036,9,,,
16037,1,2,2,0
16037,2,0,0,0
16037,3,0,0,0
16037,4,0,0,0
16037,5,0,0,0
16037,9,,,
16038,1,46,42,4
16038,2,0,0,0
16038,3,0,0,0
16038,4,0,0,0
16038,5,0,0,0
16038,9,,,
16039,1,4,3,1
16039,2,0,0,0
16039,3,0,0,0
16039,4,0,0,0
16039,5,0,0,0
16039,9,,,
16040,1,6,6,0
16040,2,0,0,0
16040,3,0,0,0
16040,4,0,0,0
16040,5,0,0,0
16040,9,,,
16041,1,6,5,1
16041,2,0,0,0
16041,3,0,0,0
16041,4,0,0,0
16041,5,0,0,0
16041,9,,,
16042,1,4,4,0
16042,2,0,0,0
16042,3,0,0,0
16042,4,0,0,0
16042,5,0,0,0
16042,9,,,
16043,1,36,30,6
16043,2,5,5,0
16043,3,0,0,0
16043,4,0,0,0
16043,5,0,0,0
16043,9,,,
16044,1,18,16,2
16044,2,0,0,0
16044,3,0,0,0
16044,4,0,0,0
16044,5,0,0,0
16044,9,,,
16045,1,42,33,9
16045,2,0,0,0
16045,3,0,0,0
16045,4,0,0,0
16045,5,0,0,0
16045,9,,,
16046,1,7,7,0
16046,2,0,0,0
16046,3,0,0,0
16046,4,0,0,0
16046,5,0,0,0
16046,9,,,
16047,1,15,13,2
16047,2,0,0,0
16047,3,0,0,0
16047,4,0,0,0
16047,5,0,0,0
16047,9,,,
16048,1,5,3,2
16048,2,0,0,0
16048,3,0,0,0
16048,4,1,1,0
16048,5,0,0,0
16048,9,,,
16049,1,12,10,2
16049,2,0,0,0
16049,3,0,0,0
16049,4,0,0,0
16049,5,0,0,0
16049,9,,,
16050,1,60,50,10
16050,2,10,10,0
16050,3,0,0,0
16050,4,0,0,0
16050,5,0,0,0
16050,9,,,
16051,1,ND,ND,ND
16051,2,ND,ND,ND
16051,3,ND,ND,ND
16051,4,ND,ND,ND
16051,5,ND,ND,ND
16051,9,,,
16052,1,130,75,55
16052,2,0,0,0
16052,3,0,0,0
16052,4,0,0,0
16052,5,0,0,0
16052,9,,,
16053,1,685,397,288
16053,2,0,0,0
16053,3,0,0,0
16053,4,0,0,0
16053,5,0,0,0
16053,9,,,
16054,1,4,3,1
16054,2,0,0,0
16054,3,0,0,0
16054,4,0,0,0
16054,5,0,0,0
16054,9,,,
16055,1,0,0,0
16055,2,0,0,0
16055,3,0,0,0
16055,4,0,0,0
16055,5,0,0,0
16055,9,,,
16056,1,20,19,1
16056,2,0,0,0
16056,3,0,0,0
16056,4,5,4,1
16056,5,0,0,0
16056,9,,,
16057,1,2,2,0
16057,2,0,0,0
16057,3,0,0,0
16057,4,0,0,0
16057,5,0,0,0
16057,9,,,
16058,1,28,22,6
16058,2,0,0,0
16058,3,0,0,0
16058,4,0,0,0
16058,5,0,0,0
16058,9,,,
16059,1,5,4,1
16059,2,0,0,0
16059,3,0,0,0
16059,4,0,0,0
16059,5,0,0,0
16059,9,,,
16060,1,13,8,5
16060,2,0,0,0
16060,3,0,0,0
16060,4,0,0,0
16060,5,0,0,0
16060,9,,,
16061,1,0,0,0
16061,2,0,0,0
16061,3,0,0,0
16061,4,0,0,0
16061,5,0,0,0
16061,9,,,
16062,1,6,6,0
16062,2,0,0,0
16062,3,0,0,0
16062,4,0,0,0
16062,5,0,0,0
16062,9,,,
16063,1,12,11,1
16063,2,0,0,0
16063,3,0,0,0
16063,4,0,0,0
16063,5,0,0,0
16063,9,,,
16064,1,0,0,0
16064,2,0,0,0
16064,3,0,0,0
16064,4,0,0,0
16064,5,0,0,0
16064,9,,,
16065,1,8,8,0
16065,2,0,0,0
16065,3,0,0,0
16065,4,0,0,0
16065,5,0,0,0
16065,9,,,
16066,1,30,25,5
16066,2,0,0,0
16066,3,0,0,0
16066,4,0,0,0
16066,5,0,0,0
16066,9,,,
16067,1,16,14,2
16067,2,0,0,0
16067,3,0,0,0
16067,4,0,0,0
16067,5,0,0,0
16067,9,,,
16068,1,6,3,3
16068,2,0,0,0
16068,3,0,0,0
16068,4,0,0,0
16068,5,0,0,0
16068,9,,,
16069,1,143,118,25
16069,2,0,0,0
16069,3,0,0,0
16069,4,0,0,0
16069,5,0,0,0
16069,9,,,
16070,1,8,8,0
16070,2,0,0,0
16070,3,0,0,0
16070,4,0,0,0
16070,5,0,0,0
16070,9,,,
16071,1,49,44,5
16071,2,12,12,0
16071,3,0,0,0
16071,4,0,0,0
16071,5,0,0,0
16071,9,,,
16072,1,10,9,1
16072,2,0,0,0
16072,3,0,0,0
16072,4,0,0,0
16072,5,0,0,0
16072,9,,,
16073,1,5,4,1
16073,2,2,2,0
16073,3,0,0,0
16073,4,0,0,0
16073,5,0,0,0
16073,9,,,
16074,1,0,0,0
16074,2,0,0,0
16074,3,0,0,0
16074,4,0,0,0
16074,5,0,0,0
16074,9,,,
16075,1,21,21,0
16075,2,0,0,0
16075,3,0,0,0
16075,4,0,0,0
16075,5,0,0,0
16075,9,,,
16076,1,17,13,4
16076,2,0,0,0
16076,3,0,0,0
16076,4,0,0,0
16076,5,0,0,0
16076,9,,,
16077,1,9,9,0
16077,2,0,0,0
16077,3,0,0,0
16077,4,0,0,0
16077,5,0,0,0
16077,9,,,
16078,1,8,6,2
16078,2,0,0,0
16078,3,0,0,0
16078,4,0,0,0
16078,5,0,0,0
16078,9,,,
16079,1,0,0,0
16079,2,0,0,0
16079,3,0,0,0
16079,4,0,0,0
16079,5,0,0,0
16079,9,,,
16080,1,4,3,1
16080,2,0,0,0
16080,3,0,0,0
16080,4,0,0,0
16080,5,0,0,0
16080,9,,,
16081,1,0,0,0
16081,2,0,0,0
16081,3,0,0,0
16081,4,0,0,0
16081,5,0,0,0
16081,9,,,
16082,1,49,36,13
16082,2,0,0,0
16082,3,0,0,0
16082,4,0,0,0
16082,5,0,0,0
16082,9,,,
16083,1,38,33,5
16083,2,0,0,0
16083,3,0,0,0
16083,4,0,0,0
16083,5,0,0,0
16083,9,,,
16084,1,8,7,1
16084,2,0,0,0
16084,3,0,0,0
16084,4,0,0,0
16084,5,0,0,0
16084,9,,,
16085,1,0,0,0
16085,2,0,0,0
16085,3,0,0,0
16085,4,11,10,1
16085,5,0,0,0
16085,9,,,
16086,1,9,8,1
16086,2,0,0,0
16086,3,0,0,0
16086,4,0,0,0
16086,5,0,0,0
16086,9,,,
16087,1,5,5,0
16087,2,0,0,0
16087,3,0,0,0
16087,4,0,0,0
16087,5,0,0,0
16087,9,,,
16088,1,0,0,0
16088,2,0,0,0
16088,3,0,0,0
16088,4,0,0,0
16088,5,0,0,0
16088,9,,,
16089,1,2,1,1
16089,2,0,0,0
16089,3,0,0,0
16089,4,0,0,0
16089,5,0,0,0
16089,9,,,
16090,1,8,7,1
16090,2,0,0,0
16090,3,0,0,0
16090,4,0,0,0
16090,5,0,0,0
16090,9,,,
16091,1,3,3,0
16091,2,0,0,0
16091,3,0,0,0
16091,4,0,0,0
16091,5,0,0,0
16091,9,,,
16092,1,8,8,0
16092,2,0,0,0
16092,3,0,0,0
16092,4,0,0,0
16092,5,0,0,0
16092,9,,,
16093,1,5,5,0
16093,2,0,0,0
16093,3,0,0,0
16093,4,0,0,0
16093,5,0,0,0
16093,9,,,
16094,1,1,1,0
16094,2,0,0,0
16094,3,0,0,0
16094,4,0,0,0
16094,5,0,0,0
16094,9,,,
16095,1,6,6,0
16095,2,0,0,0
16095,3,0,0,0
16095,4,0,0,0
16095,5,0,0,0
16095,9,,,
16096,1,0,0,0
16096,2,0,0,0
16096,3,0,0,0
16096,4,0,0,0
16096,5,0,0,0
16096,9,,,
16097,1,0,0,0
16097,2,0,0,0
16097,3,0,0,0
16097,4,0,0,0
16097,5,0,0,0
16097,9,,,
16098,1,8,4,4
16098,2,0,0,0
16098,3,0,0,0
16098,4,0,0,0
16098,5,0,0,0
16098,9,,,
16099,1,17,16,1
16099,2,0,0,0
16099,3,0,0,0
16099,4,0,0,0
16099,5,0,0,0
16099,9,,,
16100,1,5,5,0
16100,2,0,0,0
16100,3,0,0,0
16100,4,0,0,0
16100,5,0,0,0
16100,9,,,
16101,1,9,8,1
16101,2,0,0,0
16101,3,0,0,0
16101,4,0,0,0
16101,5,0,0,0
16101,9,,,
16102,1,0,0,0
16102,2,0,0,0
16102,3,0,0,0
16102,4,0,0,0
16102,5,0,0,0
16102,9,,,
16103,1,5,5,0
16103,2,0,0,0
16103,3,0,0,0
16103,4,0,0,0
16103,5,0,0,0
16103,9,,,
16104,1,6,6,0
16104,2,0,0,0
16104,3,0,0,0
16104,4,0,0,0
16104,5,0,0,0
16104,9,,,
16105,1,7,7,0
16105,2,0,0,0
16105,3,0,0,0
16105,4,0,0,0
16105,5,0,0,0
16105,9,,,
16106,1,10,9,1
16106,2,0,0,0
16106,3,0,0,0
16106,4,0,0,0
16106,5,0,0,0
16106,9,,,
16107,1,74,59,15
16107,2,0,0,0
16107,3,0,0,0
16107,4,0,0,0
16107,5,0,0,0
16107,9,,,
16108,1,184,154,30
16108,2,30,25,5
16108,3,0,0,0
16108,4,0,0,0
16108,5,0,0,0
16108,9,,,
16109,1,7,7,0
16109,2,0,0,0
16109,3,0,0,0
16109,4,0,0,0
16109,5,0,0,0
16109,9,,,
16110,1,44,41,3
16110,2,0,0,0
16110,3,0,0,0
16110,4,0,0,0
16110,5,0,0,0
16110,9,,,
16111,1,5,4,1
16111,2,0,0,0
16111,3,0,0,0
16111,4,0,0,0
16111,5,0,0,0
16111,9,,,
16112,1,98,66,32
16112,2,5,4,1
16112,3,0,0,0
16112,4,0,0,0
16112,5,0,0,0
16112,9,,,
16113,1,29,23,6
16113,2,0,0,0
16113,3,0,0,0
16113,4,0,0,0
16113,5,0,0,0
16113,9,,,
17001,1,10,6,4
17001,2,0,0,0
17001,3,0,0,0
17001,4,0,0,0
17001,5,0,0,0
17001,9,,,
17002,1,65,49,16
17002,2,0,0,0
17002,3,0,0,0
17002,4,0,0,0
17002,5,0,0,0
17002,9,,,
17003,1,46,43,3
17003,2,11,9,2
17003,3,0,0,0
17003,4,0,0,0
17003,5,0,0,0
17003,9,,,
17004,1,0,0,0
17004,2,0,0,0
17004,3,0,0,0
17004,4,0,0,0
17004,5,0,0,0
17004,9,,,
17005,1,11,8,3
17005,2,0,0,0
17005,3,0,0,0
17005,4,0,0,0
17005,5,0,0,0
17005,9,,,
17006,1,181,164,17
17006,2,41,35,6
17006,3,0,0,0
17006,4,0,0,0
17006,5,0,0,0
17006,9,,,
17007,1,231,178,53
17007,2,85,80,5
17007,3,0,0,0
17007,4,0,0,0
17007,5,0,0,0
17007,9,,,
17008,1,65,42,23
17008,2,0,0,0
17008,3,0,0,0
17008,4,0,0,0
17008,5,0,0,0
17008,9,,,
17009,1,15,13,2
17009,2,0,0,0
17009,3,0,0,0
17009,4,0,0,0
17009,5,0,0,0
17009,9,,,
17010,1,21,19,2
17010,2,0,0,0
17010,3,0,0,0
17010,4,0,0,0
17010,5,0,0,0
17010,9,,,
17011,1,87,70,17
17011,2,0,0,0
17011,3,0,0,0
17011,4,0,0,0
17011,5,0,0,0
17011,9,,,
17012,1,76,65,11
17012,2,1,1,0
17012,3,0,0,0
17012,4,0,0,0
17012,5,0,0,0
17012,9,,,
17013,1,16,16,0
17013,2,3,1,2
17013,3,0,0,0
17013,4,0,0,0
17013,5,0,0,0
17013,9,,,
17014,1,7,4,3
17014,2,1,1,0
17014,3,0,0,0
17014,4,0,0,0
17014,5,0,0,0
17014,9,,,
17015,1,10,10,0
17015,2,4,4,0
17015,3,0,0,0
17015,4,0,0,0
17015,5,0,0,0
17015,9,,,
17016,1,11,8,3
17016,2,0,0,0
17016,3,0,0,0
17016,4,0,0,0
17016,5,0,0,0
17016,9,,,
17017,1,38,30,8
17017,2,0,0,0
17017,3,0,0,0
17017,4,0,0,0
17017,5,0,0,0
17017,9,,,
17018,1,91,66,25
17018,2,22,16,6
17018,3,0,0,0
17018,4,0,0,0
17018,5,0,0,0
17018,9,,,
17019,1,34,31,3
17019,2,2,1,1
17019,3,0,0,0
17019,4,0,0,0
17019,5,0,0,0
17019,9,,,
17020,1,39,31,8
17020,2,9,8,1
17020,3,0,0,0
17020,4,0,0,0
17020,5,0,0,0
17020,9,,,
17021,1,2,2,0
17021,2,0,0,0
17021,3,0,0,0
17021,4,0,0,0
17021,5,0,0,0
17021,9,,,
17022,1,26,21,5
17022,2,0,0,0
17022,3,0,0,0
17022,4,0,0,0
17022,5,0,0,0
17022,9,,,
17023,1,15,12,3
17023,2,0,0,0
17023,3,0,0,0
17023,4,0,0,0
17023,5,0,0,0
17023,9,,,
17024,1,19,18,1
17024,2,0,0,0
17024,3,0,0,0
17024,4,0,0,0
17024,5,0,0,0
17024,9,,,
17025,1,10,9,1
17025,2,0,0,0
17025,3,0,0,0
17025,4,0,0,0
17025,5,0,0,0
17025,9,,,
17026,1,11,10,1
17026,2,0,0,0
17026,3,0,0,0
17026,4,0,0,0
17026,5,0,0,0
17026,9,,,
17027,1,1,1,0
17027,2,0,0,0
17027,3,0,0,0
17027,4,0,0,0
17027,5,0,0,0
17027,9,,,
17028,1,65,47,18
17028,2,22,17,5
17028,3,0,0,0
17028,4,0,0,0
17028,5,0,0,0
17028,9,,,
17029,1,97,84,13
17029,2,20,19,1
17029,3,0,0,0
17029,4,0,0,0
17029,5,0,0,0
17029,9,,,
17030,1,67,63,4
17030,2,0,0,0
17030,3,0,0,0
17030,4,0,0,0
17030,5,0,0,0
17030,9,,,
17031,1,NA,NA,NA
17031,2,NA,NA,NA
17031,3,NA,NA,NA
17031,4,NA,NA,NA
17031,5,NA,NA,NA
17031,9,,,
17032,1,13,10,3
17032,2,0,0,0
17032,3,0,0,0
17032,4,0,0,0
17032,5,0,0,0
17032,9,,,
17033,1,21,14,7
17033,2,0,0,0
17033,3,0,0,0
17033,4,0,0,0
17033,5,0,0,0
17033,9,,,
17034,1,6,5,1
17034,2,0,0,0
17034,3,0,0,0
17034,4,0,0,0
17034,5,0,0,0
17034,9,,,
17035,1,NA,NA,NA
17035,2,NA,NA,NA
17035,3,NA,NA,NA
17035,4,NA,NA,NA
17035,5,NA,NA,NA
17035,9,,,
17036,1,0,0,0
17036,2,1,1,0
17036,3,0,0,0
17036,4,0,0,0
17036,5,0,0,0
17036,9,,,
18001,1,30,28,2
18001,2,0,0,0
18001,3,0,0,0
18001,4,0,0,0
18001,5,0,0,0
18001,9,,,
18002,1,25,21,4
18002,2,0,0,0
18002,3,0,0,0
18002,4,0,0,0
18002,5,0,0,0
18002,9,,,
18003,1,3,2,1
18003,2,0,0,0
18003,3,0,0,0
18003,4,0,0,0
18003,5,0,0,0
18003,9,,,
18004,1,0,0,0
18004,2,0,0,0
18004,3,0,0,0
18004,4,33,26,7
18004,5,0,0,0
18004,9,,,
18005,1,0,0,0
18005,2,0,0,0
18005,3,0,0,0
18005,4,5,5,0
18005,5,0,0,0
18005,9,,,
18006,1,55,36,19
18006,2,14,10,4
18006,3,0,0,0
18006,4,0,0,0
18006,5,0,0,0
18006,9,,,
18007,1,11,10,1
18007,2,0,0,0
18007,3,0,0,0
18007,4,0,0,0
18007,5,0,0,0
18007,9,,,
18008,1,34,26,8
18008,2,0,0,0
18008,3,0,0,0
18008,4,0,0,0
18008,5,0,0,0
18008,9,,,
18009,1,11,10,1
18009,2,0,0,0
18009,3,0,0,0
18009,4,0,0,0
18009,5,0,0,0
18009,9,,,
18010,1,11,9,2
18010,2,0,0,0
18010,3,0,0,0
18010,4,0,0,0
18010,5,0,0,0
18010,9,,,
18011,1,32,28,4
18011,2,0,0,0
18011,3,0,0,0
18011,4,0,0,0
18011,5,0,0,0
18011,9,,,
18012,1,38,29,9
18012,2,0,0,0
18012,3,0,0,0
18012,4,0,0,0
18012,5,0,0,0
18012,9,,,
18013,1,10,8,2
18013,2,0,0,0
18013,3,0,0,0
18013,4,0,0,0
18013,5,0,0,0
18013,9,,,
18014,1,30,26,4
18014,2,0,0,0
18014,3,0,0,0
18014,4,0,0,0
18014,5,0,0,0
18014,9,,,
18015,1,97,81,16
18015,2,17,15,2
18015,3,0,0,0
18015,4,0,0,0
18015,5,0,0,0
18015,9,,,
18016,1,32,27,5
18016,2,0,0,0
18016,3,0,0,0
18016,4,0,0,0
18016,5,0,0,0
18016,9,,,
18017,1,336,286,50
18017,2,74,47,27
18017,3,10,0,10
18017,4,0,0,0
18017,5,0,0,0
18017,9,,,
18018,1,56,50,6
18018,2,0,0,0
18018,3,0,0,0
18018,4,0,0,0
18018,5,0,0,0
18018,9,,,
18019,1,6,5,1
18019,2,0,0,0
18019,3,0,0,0
18019,4,0,0,0
18019,5,0,0,0
18019,9,,,
18020,1,144,109,35
18020,2,25,16,9
18020,3,0,0,0
18020,4,0,0,0
18020,5,0,0,0
18020,9,,,
19001,1,0,0,0
19001,2,0,0,0
19001,3,0,0,0
19001,4,0,0,0
19001,5,0,0,0
19001,9,,,
19002,1,NA,NA,NA
19002,2,NA,NA,NA
19002,3,NA,NA,NA
19002,4,NA,NA,NA
19002,5,NA,NA,NA
19002,9,,,
19003,1,3,2,1
19003,2,0,0,0
19003,3,0,0,0
19003,4,0,0,0
19003,5,0,0,0
