ubicageo_f,sexostt,sexos1,sexos2
20515,14,12,2
20516,0,0,0
20517,0,0,0
20518,0,0,0
20519,0,0,0
20520,0,0,0
20521,0,0,0
20522,0,0,0
20523,0,0,0
20524,0,0,0
20525,0,0,0
20526,0,0,0
20527,0,0,0
20528,0,0,0
20529,0,0,0
20530,0,0,0
20531,0,0,0
20532,0,0,0
20533,0,0,0
20534,0,0,0
20535,0,0,0
20536,0,0,0
20537,0,0,0
20538,0,0,0
20539,0,0,0
20540,0,0,0
20541,0,0,0
20542,0,0,0
20543,0,0,0
20544,0,0,0
20545,0,0,0
20546,0,0,0
20547,0,0,0
20548,0,0,0
20549,0,0,0
20550,1,0,1
20551,12,9,3
20552,0,0,0
20553,0,0,0
20554,0,0,0
20555,0,0,0
20556,0,0,0
20557,0,0,0
20558,0,0,0
20559,4,4,0
20560,1,1,0
20561,0,0,0
20562,0,0,0
20563,0,0,0
20564,0,0,0
20565,28,23,5
20566,0,0,0
20567,0,0,0
20568,0,0,0
20569,0,0,0
20570,19,11,8
21001,0,0,0
21002,5,4,1
21003,0,0,0
21004,1,0,1
21005,0,0,0
21006,0,0,0
21007,12,12,0
21008,8,5,3
21009,3,3,0
21010,18,12,6
21011,0,0,0
21012,0,0,0
21013,0,0,0
21014,2,2,0
21015,0,0,0
21016,0,0,0
21017,31,23,8
21018,0,0,0
21019,175,123,52
21020,18,14,4
21021,0,0,0
21022,16,14,2
21023,0,0,0
21024,2,2,0
21025,1,1,0
21026,13,8,5
21027,1,1,0
21028,0,0,0
21029,3,3,0
21030,3,1,2
21031,6,6,0
21032,0,0,0
21033,1,1,0
21034,0,0,0
21035,0,0,0
21036,7,7,0
21037,0,0,0
21038,0,0,0
21039,9,9,0
21040,0,0,0
21041,90,63,27
21042,0,0,0
21043,70,53,17
21044,0,0,0
21045,0,0,0
21046,3,2,1
21047,0,0,0
21048,7,3,4
21049,0,0,0
21050,0,0,0
21051,25,16,9
21052,0,0,0
21053,0,0,0
21054,0,0,0
21055,0,0,0
21056,0,0,0
21057,0,0,0
21058,1,1,0
21059,3,3,0
21060,0,0,0
21061,8,8,0
21062,8,7,1
21063,21,15,6
21064,16,11,5
21065,0,0,0
21066,3,3,0
21067,0,0,0
21068,0,0,0
21069,0,0,0
21070,0,0,0
21071,0,0,0
21072,0,0,0
21073,0,0,0
21074,53,37,16
21075,0,0,0
21076,0,0,0
21077,0,0,0
21078,0,0,0
21079,0,0,0
21080,0,0,0
21081,0,0,0
21082,0,0,0
21083,12,10,2
21084,1,1,0
21085,24,20,4
21086,13,12,1
21087,0,0,0
21088,24,19,5
21089,0,0,0
21090,0,0,0
21091,0,0,0
21092,4,2,2
21093,11,8,3
21094,0,0,0
21095,0,0,0
21096,1,0,1
21097,3,3,0
21098,4,3,1
21099,7,3,4
21100,0,0,0
21101,12,10,2
21102,0,0,0
21103,12,10,2
21104,0,0,0
21105,0,0,0
21106,0,0,0
21107,6,6,0
21108,7,5,2
21109,0,0,0
21110,0,0,0
21111,0,0,0
21112,9,8,1
21113,0,0,0
21114,2142,1394,748
21115,0,0,0
21116,18,16,2
21117,0,0,0
21118,0,0,0
21119,251,158,93
21120,4,3,1
21121,10,7,3
21122,0,0,0
21123,1,1,0
21124,0,0,0
21125,0,0,0
21126,0,0,0
21127,1,1,0
21128,0,0,0
21129,0,0,0
21130,0,0,0
21131,0,0,0
21132,111,92,19
21133,0,0,0
21134,0,0,0
21135,3,3,0
21136,22,12,10
21137,0,0,0
21138,6,6,0
21139,3,3,0
21140,132,115,17
21141,1,1,0
21142,0,0,0
21143,2,1,1
21144,0,0,0
21145,0,0,0
21146,0,0,0
21147,0,0,0
21148,0,0,0
21149,0,0,0
21150,0,0,0
21151,0,0,0
21152,0,0,0
21153,10,4,6
21154,15,11,4
21155,0,0,0
21156,0,0,0
21157,0,0,0
21158,0,0,0
21159,11,11,0
21160,1,1,0
21161,17,14,3
21162,8,8,0
21163,0,0,0
21164,34,24,10
21165,0,0,0
21166,7,6,1
21167,0,0,0
21168,4,3,1
21169,0,0,0
21170,12,10,2
21171,2,1,1
21172,12,9,3
21173,4,2,2
21174,72,56,16
21175,12,10,2
21176,3,3,0
21177,0,0,0
21178,16,15,1
21179,0,0,0
21180,0,0,0
21181,0,0,0
21182,11,6,5
21183,0,0,0
21184,0,0,0
21185,0,0,0
21186,45,35,10
21187,0,0,0
21188,0,0,0
21189,7,4,3
21190,0,0,0
21191,0,0,0
21192,0,0,0
21193,5,2,3
21194,40,34,6
21195,16,14,2
21196,3,2,1
21197,74,48,26
21198,0,0,0
21199,3,2,1
21200,4,2,2
21201,4,3,1
21202,0,0,0
21203,0,0,0
21204,0,0,0
21205,1,0,1
21206,1,1,0
21207,8,7,1
21208,75,48,27
21209,10,6,4
21210,0,0,0
21211,20,18,2
21212,5,4,1
21213,0,0,0
21214,15,12,3
21215,0,0,0
21216,0,0,0
21217,0,0,0
22001,39,32,7
22002,21,16,5
22003,16,13,3
22004,62,47,15
22005,69,55,14
22006,404,300,104
22007,34,31,3
22008,44,42,2
22009,48,39,9
22010,21,17,4
22011,235,155,80
22012,65,49,16
22013,34,24,10
22014,1166,783,383
22015,12,10,2
22016,318,222,96
22017,68,53,15
22018,36,32,4
23001,199,139,60
23002,142,120,22
23003,61,39,22
23004,46,14,32
23005,876,698,178
23006,114,100,14
23007,93,84,9
23008,796,534,262
23009,97,60,37
23010,30,22,8
23011,32,21,11
24001,0,0,0
24002,2,2,0
24003,10,9,1
24004,0,0,0
24005,3,2,1
24006,0,0,0
24007,1,0,1
24008,5,4,1
24009,2,0,2
24010,3,2,1
24011,9,4,5
24012,10,9,1
24013,18,13,5
24014,8,6,2
24015,4,2,2
24016,9,7,2
24017,1,1,0
24018,10,10,0
24019,0,0,0
24020,23,21,2
24021,4,4,0
24022,0,0,0
24023,2,2,0
24024,62,50,12
24025,7,7,0
24026,0,0,0
24027,1,1,0
24028,NSS,NSS,NSS
24029,3,3,0
24030,NA,NA,NA
24031,4,4,0
24032,0,0,0
24033,0,0,0
24034,8,7,1
24035,82,47,35
24036,12,11,1
24037,81,73,8
24038,1,0,1
24039,1,1,0
24040,5,4,1
24041,6,6,0
24042,9,9,0
24043,1,1,0
24044,0,0,0
24045,1,1,0
24046,0,0,0
24047,0,0,0
24048,1,0,1
24049,0,0,0
24050,6,6,0
24051,0,0,0
24052,1,1,0
24053,33,30,3
24054,25,23,2
24055,1,0,1
24056,0,0,0
24057,12,9,3
24058,2,2,0
25001,347,316,31
25002,72,58,14
25003,15,10,5
25004,24,23,1
25005,6,3,3
25006,1013,911,102
25007,27,26,1
25008,42,36,6
25009,80,65,15
25010,77,67,10
25011,281,243,38
25012,795,610,185
25013,23,18,5
25014,27,20,7
25015,83,60,23
25016,18,16,2
25017,85,75,10
25018,154,102,52
26001,2,2,0
26002,99,88,11
26003,8,7,1
26004,22,21,1
26005,1,1,0
26006,0,0,0
26007,1,1,0
26008,0,0,0
26009,1,1,0
26010,0,0,0
26011,2,2,0
26012,29,27,2
26013,1,1,0
26014,5,5,0
26015,0,0,0
26016,17,13,4
26017,80,56,24
26018,426,354,72
26019,33,31,2
26020,2,2,0
26021,1,1,0
26022,0,0,0
26023,2,2,0
26024,0,0,0
26025,5,3,2
26026,78,63,15
26027,6,2,4
26028,1,1,0
26029,163,141,22
26030,953,779,174
26031,1,1,0
26032,0,0,0
26033,42,37,5
26034,0,0,0
26035,1,1,0
26036,3,3,0
26037,2,2,0
26038,0,0,0
26039,12,8,4
26040,0,0,0
26041,14,13,1
26042,238,208,30
26043,393,338,55
26044,1,1,0
26045,0,0,0
26046,0,0,0
26047,1,0,1
26048,92,64,28
26049,1,1,0
26050,1,1,0
26051,4,3,1
26052,4,3,1
26053,0,0,0
26054,0,0,0
26055,199,150,49
26056,2,2,0
26057,0,0,0
26058,6,4,2
26059,1,1,0
26060,0,0,0
26061,1,1,0
26062,1,1,0
26063,0,0,0
26064,0,0,0
26065,0,0,0
26066,7,5,2
26067,1,1,0
26068,0,0,0
26069,2,2,0
26070,16,14,2
26071,6,4,2
26072,0,0,0
27001,3,3,0
27002,452,395,57
27003,102,95,7
27004,NA,NA,NA
27005,297,287,10
27006,166,152,14
27007,78,70,8
27008,348,304,44
27009,0,0,0
27010,187,177,10
27011,36,35,1
27012,168,162,6
27013,141,116,25
27014,33,33,0
27015,0,0,0
27016,163,159,4
27017,97,84,13
28001,NA,NA,NA
28002,NA,NA,NA
28003,NA,NA,NA
28004,NA,NA,NA
28005,NA,NA,NA
28006,NA,NA,NA
28007,NA,NA,NA
28008,NA,NA,NA
28009,NA,NA,NA
28010,NA,NA,NA
28011,NA,NA,NA
28012,NA,NA,NA
28013,NA,NA,NA
28014,NA,NA,NA
28015,NA,NA,NA
28016,NA,NA,NA
28017,NA,NA,NA
28018,NA,NA,NA
28019,NA,NA,NA
28020,NA,NA,NA
28021,NA,NA,NA
28022,NA,NA,NA
28023,NA,NA,NA
28024,NA,NA,NA
28025,NA,NA,NA
28026,NA,NA,NA
28027,NA,NA,NA
28028,NA,NA,NA
28029,NA,NA,NA
28030,NA,NA,NA
28031,NA,NA,NA
28032,NA,NA,NA
28033,NA,NA,NA
28034,NA,NA,NA
28035,NA,NA,NA
28036,NA,NA,NA
28037,NA,NA,NA
28038,NA,NA,NA
28039,NA,NA,NA
28040,NA,NA,NA
28041,NA,NA,NA
28042,NA,NA,NA
28043,NA,NA,NA
29001,0,0,0
29002,19,12,7
29003,1,1,0
29004,0,0,0
29005,130,100,30
29006,26,20,6
29007,1,1,0
29008,5,5,0
29009,27,20,7
29010,24,14,10
29011,0,0,0
29012,10,9,1
29013,15,14,1
29014,1,0,1
29015,4,2,2
29016,0,0,0
29017,0,0,0
29018,0,0,0
29019,1,1,0
29020,0,0,0
29021,13,11,2
29022,0,0,0
29023,0,0,0
29024,6,4,2
29025,25,17,8
29026,4,4,0
29027,0,0,0
29028,19,14,5
29029,8,6,2
29030,1,1,0
29031,12,9,3
29032,0,0,0
29033,133,93,40
29034,6,5,1
29035,0,0,0
29036,2,1,1
29037,0,0,0
29038,0,0,0
29039,1,1,0
29040,0,0,0
29041,3,3,0
29042,8,6,2
29043,7,5,2
29044,2,2,0
29045,16,11,5
29046,4,4,0
29047,0,0,0
29048,1,1,0
29049,1,1,0
29050,0,0,0
29051,1,1,0
29052,0,0,0
29053,13,10,3
29054,0,0,0
29055,0,0,0
29056,15,11,4
29057,3,2,1
29058,1,0,1
29059,6,4,2
29060,3,2,1
30001,1,1,0
30002,2,2,0
30003,1,1,0
30004,0,0,0
30005,0,0,0
30006,NA,NA,NA
30007,0,0,0
30008,0,0,0
30009,0,0,0
30010,0,0,0
30011,1,1,0
30012,1,1,0
30013,0,0,0
30014,NA,NA,NA
30015,2,2,0
30016,0,0,0
30017,0,0,0
30018,1,1,0
30019,0,0,0
30020,0,0,0
30021,8,7,1
30022,0,0,0
30023,0,0,0
30024,1,1,0
30025,0,0,0
30026,3,3,0
30027,0,0,0
30028,110,91,19
30029,0,0,0
30030,6,4,2
30031,0,0,0
30032,0,0,0
30033,0,0,0
30034,0,0,0
30035,0,0,0
30036,0,0,0
30037,0,0,0
30038,61,47,14
30039,175,105,70
30040,0,0,0
30041,0,0,0
30042,0,0,0
30043,0,0,0
30044,69,43,26
30045,16,16,0
30046,0,0,0
30047,2,2,0
30048,76,63,13
30049,21,20,1
30050,5,5,0
30051,0,0,0
30052,2,2,0
30053,0,0,0
30054,1,1,0
30055,0,0,0
30056,2,2,0
30057,0,0,0
30058,3,3,0
30059,1,1,0
30060,0,0,0
30061,3,3,0
30062,0,0,0
30063,3,3,0
30064,0,0,0
30065,3,1,2
30066,0,0,0
30067,0,0,0
30068,0,0,0
30069,0,0,0
30070,0,0,0
30071,1,1,0
30072,0,0,0
30073,0,0,0
30074,NA,NA,NA
30075,NA,NA,NA
30076,1,1,0
30077,0,0,0
30078,0,0,0
30079,1,0,1
30080,0,0,0
30081,1,0,1
30082,0,0,0
30083,0,0,0
30084,0,0,0
30085,0,0,0
30086,0,0,0
30087,326,205,121
30088,0,0,0
30089,49,45,4
30090,0,0,0
30091,0,0,0
30092,NA,NA,NA
30093,NA,NA,NA
30094,0,0,0
30095,0,0,0
30096,0,0,0
30097,2,1,1
30098,0,0,0
30099,NA,NA,NA
30100,0,0,0
30101,0,0,0
30102,51,39,12
30103,0,0,0
30104,1,1,0
30105,NA,NA,NA
30106,0,0,0
30107,0,0,0
30108,0,0,0
30109,12,11,1
30110,0,0,0
30111,2,2,0
30112,0,0,0
30113,0,0,0
30114,3,3,0
30115,1,1,0
30116,0,0,0
30117,0,0,0
30118,155,132,23
30119,0,0,0
30120,0,0,0
30121,0,0,0
30122,3,3,0
30123,11,9,2
30124,35,30,5
30125,NA,NA,NA
30126,2,1,1
30127,0,0,0
30128,5,5,0
30129,0,0,0
30130,37,34,3
30131,114,84,30
30132,1,1,0
30133,3,3,0
30134,0,0,0
30135,0,0,0
30136,0,0,0
30137,0,0,0
30138,NA,NA,NA
30139,0,0,0
30140,0,0,0
30141,195,161,34
30142,0,0,0
30143,0,0,0
30144,NA,NA,NA
30145,0,0,0
30146,0,0,0
30147,NA,NA,NA
30148,0,0,0
30149,0,0,0
30150,0,0,0
30151,0,0,0
30152,3,3,0
30153,0,0,0
30154,0,0,0
30155,21,20,1
30156,0,0,0
30157,0,0,0
30158,0,0,0
30159,0,0,0
30160,0,0,0
30161,0,0,0
30162,0,0,0
30163,2,2,0
30164,1,1,0
30165,0,0,0
30166,10,8,2
30167,5,5,0
30168,0,0,0
30169,NA,NA,NA
30170,12,10,2
30171,1,0,1
30172,0,0,0
30173,0,0,0
30174,0,0,0
30175,0,0,0
30176,0,0,0
30177,0,0,0
30178,0,0,0
30179,0,0,0
30180,2,2,0
30181,0,0,0
30182,0,0,0
30183,0,0,0
30184,0,0,0
30185,5,4,1
30186,0,0,0
30187,0,0,0
30188,0,0,0
30189,59,47,12
30190,0,0,0
30191,NA,NA,NA
30192,0,0,0
30193,40,30,10
30194,0,0,0
30195,9,7,2
30196,22,18,4
30197,0,0,0
30198,0,0,0
30199,0,0,0
30200,0,0,0
30201,0,0,0
30202,32,28,4
30203,33,31,2
30204,0,0,0
30205,0,0,0
30206,1,0,1
30207,0,0,0
30208,22,18,4
30209,0,0,0
30210,0,0,0
30211,0,0,0
30212,0,0,0
31001,0,0,0
31002,2,2,0
31003,1,1,0
31004,0,0,0
31005,0,0,0
31006,0,0,0
31007,0,0,0
31008,0,0,0
31009,0,0,0
31010,0,0,0
31011,0,0,0
31012,0,0,0
31013,1,1,0
31014,0,0,0
31015,0,0,0
31016,0,0,0
31017,3,3,0
31018,0,0,0
31019,0,0,0
31020,2,2,0
31021,0,0,0
31022,0,0,0
31023,0,0,0
31024,0,0,0
31025,0,0,0
31026,0,0,0
31027,0,0,0
31028,0,0,0
31029,0,0,0
31030,0,0,0
31031,0,0,0
31032,7,7,0
31033,0,0,0
31034,0,0,0
31035,0,0,0
31036,0,0,0
31037,0,0,0
31038,0,0,0
31039,0,0,0
31040,12,11,1
31041,34,21,13
31042,0,0,0
31043,0,0,0
31044,0,0,0
31045,0,0,0
31046,0,0,0
31047,0,0,0
31048,0,0,0
31049,0,0,0
31050,240,217,23
31051,4,2,2
31052,7,5,2
31053,0,0,0
31054,0,0,0
31055,0,0,0
31056,2,2,0
31057,0,0,0
31058,1,1,0
31059,54,38,16
31060,0,0,0
31061,0,0,0
31062,0,0,0
31063,0,0,0
31064,0,0,0
31065,0,0,0
31066,0,0,0
31067,1,0,1
31068,0,0,0
31069,0,0,0
31070,0,0,0
31071,0,0,0
31072,0,0,0
31073,3,3,0
31074,0,0,0
31075,1,1,0
31076,0,0,0
31077,4,4,0
31078,2,2,0
31079,13,9,4
31080,3,3,0
31081,1,1,0
31082,0,0,0
31083,0,0,0
31084,0,0,0
31085,0,0,0
31086,0,0,0
31087,0,0,0
31088,0,0,0
31089,0,0,0
31090,0,0,0
31091,0,0,0
31092,0,0,0
31093,4,3,1
31094,0,0,0
31095,1,0,1
31096,0,0,0
31097,0,0,0
31098,1,1,0
31099,0,0,0
31100,0,0,0
31101,50,40,10
31102,161,115,46
31103,0,0,0
31104,0,0,0
31105,0,0,0
31106,0,0,0
32001,0,0,0
32002,NA,NA,NA
32003,2,2,0
32004,0,0,0
32005,8,7,1
32006,0,0,0
32007,0,0,0
32008,5,4,1
32009,1,1,0
32010,93,70,23
32011,0,0,0
32012,0,0,0
32013,4,4,0
32014,4,3,1
32015,0,0,0
32016,0,0,0
32017,145,92,53
32018,1,1,0
32019,12,10,2
32020,27,12,15
32021,1,0,1
32022,0,0,0
32023,0,0,0
32024,17,14,3
32025,2,2,0
32026,0,0,0
32027,0,0,0
32028,1,1,0
32029,0,0,0
32030,4,3,1
32031,0,0,0
32032,1,1,0
32033,0,0,0
32034,14,14,0
32035,0,0,0
32036,0,0,0
32037,0,0,0
32038,0,0,0
32039,14,8,6
32040,0,0,0
32041,0,0,0
32042,7,4,3
32043,0,0,0
32044,7,5,2
32045,1,1,0
32046,0,0,0
32047,2,1,1
32048,19,15,4
32049,10,6,4
32050,4,4,0
32051,16,11,5
32052,3,2,1
32053,0,0,0
32054,5,3,2
32055,10,7,3
32056,110,55,55
32057,1,1,0
32058,2,2,0
