ubicageo_f,esquprof_b,sexostt,sexos1,sexos2
7020,12,0,0,0
7020,13,0,0,0
7020,21,0,0,0
7020,22,0,0,0
7020,23,0,0,0
7020,31,0,0,0
7020,32,0,0,0
7020,33,0,0,0
7020,34,0,0,0
7020,35,0,0,0
7020,40,0,0,0
7021,11,0,0,0
7021,12,0,0,0
7021,13,0,0,0
7021,21,0,0,0
7021,22,0,0,0
7021,23,0,0,0
7021,31,0,0,0
7021,32,0,0,0
7021,33,0,0,0
7021,34,0,0,0
7021,35,0,0,0
7021,40,0,0,0
7022,11,0,0,0
7022,12,0,0,0
7022,13,0,0,0
7022,21,0,0,0
7022,22,0,0,0
7022,23,0,0,0
7022,31,0,0,0
7022,32,0,0,0
7022,33,0,0,0
7022,34,0,0,0
7022,35,0,0,0
7022,40,0,0,0
7023,11,0,0,0
7023,12,0,0,0
7023,13,0,0,0
7023,21,0,0,0
7023,22,0,0,0
7023,23,0,0,0
7023,31,0,0,0
7023,32,0,0,0
7023,33,0,0,0
7023,34,0,0,0
7023,35,0,0,0
7023,40,0,0,0
7024,11,0,0,0
7024,12,0,0,0
7024,13,0,0,0
7024,21,0,0,0
7024,22,0,0,0
7024,23,0,0,0
7024,31,0,0,0
7024,32,0,0,0
7024,33,0,0,0
7024,34,0,0,0
7024,35,0,0,0
7024,40,0,0,0
7025,11,0,0,0
7025,12,0,0,0
7025,13,4,3,1
7025,21,0,0,0
7025,22,0,0,0
7025,23,0,0,0
7025,31,0,0,0
7025,32,0,0,0
7025,33,0,0,0
7025,34,0,0,0
7025,35,0,0,0
7025,40,0,0,0
7026,11,0,0,0
7026,12,0,0,0
7026,13,0,0,0
7026,21,0,0,0
7026,22,0,0,0
7026,23,0,0,0
7026,31,0,0,0
7026,32,0,0,0
7026,33,0,0,0
7026,34,0,0,0
7026,35,0,0,0
7026,40,0,0,0
7027,11,0,0,0
7027,12,0,0,0
7027,13,0,0,0
7027,21,0,0,0
7027,22,0,0,0
7027,23,0,0,0
7027,31,0,0,0
7027,32,0,0,0
7027,33,0,0,0
7027,34,0,0,0
7027,35,0,0,0
7027,40,0,0,0
7028,11,0,0,0
7028,12,0,0,0
7028,13,0,0,0
7028,21,0,0,0
7028,22,0,0,0
7028,23,0,0,0
7028,31,0,0,0
7028,32,0,0,0
7028,33,0,0,0
7028,34,0,0,0
7028,35,0,0,0
7028,40,0,0,0
7029,11,3,3,0
7029,12,0,0,0
7029,13,0,0,0
7029,21,0,0,0
7029,22,0,0,0
7029,23,0,0,0
7029,31,0,0,0
7029,32,0,0,0
7029,33,0,0,0
7029,34,0,0,0
7029,35,0,0,0
7029,40,0,0,0
7030,11,0,0,0
7030,12,0,0,0
7030,13,0,0,0
7030,21,0,0,0
7030,22,0,0,0
7030,23,0,0,0
7030,31,0,0,0
7030,32,0,0,0
7030,33,0,0,0
7030,34,0,0,0
7030,35,0,0,0
7030,40,0,0,0
7031,11,146,126,20
7031,12,0,0,0
7031,13,0,0,0
7031,21,0,0,0
7031,22,0,0,0
7031,23,0,0,0
7031,31,0,0,0
7031,32,0,0,0
7031,33,0,0,0
7031,34,0,0,0
7031,35,0,0,0
7031,40,0,0,0
7032,11,10,4,6
7032,12,8,8,0
7032,13,0,0,0
7032,21,0,0,0
7032,22,10,10,0
7032,23,0,0,0
7032,31,0,0,0
7032,32,0,0,0
7032,33,0,0,0
7032,34,15,15,0
7032,35,0,0,0
7032,40,0,0,0
7033,11,0,0,0
7033,12,0,0,0
7033,13,0,0,0
7033,21,0,0,0
7033,22,0,0,0
7033,23,0,0,0
7033,31,0,0,0
7033,32,0,0,0
7033,33,0,0,0
7033,34,0,0,0
7033,35,0,0,0
7033,40,0,0,0
7034,11,0,0,0
7034,12,0,0,0
7034,13,0,0,0
7034,21,0,0,0
7034,22,0,0,0
7034,23,0,0,0
7034,31,0,0,0
7034,32,0,0,0
7034,33,0,0,0
7034,34,0,0,0
7034,35,0,0,0
7034,40,0,0,0
7035,11,13,10,3
7035,12,0,0,0
7035,13,0,0,0
7035,21,0,0,0
7035,22,0,0,0
7035,23,0,0,0
7035,31,0,0,0
7035,32,0,0,0
7035,33,0,0,0
7035,34,0,0,0
7035,35,0,0,0
7035,40,0,0,0
7036,11,0,0,0
7036,12,0,0,0
7036,13,0,0,0
7036,21,0,0,0
7036,22,0,0,0
7036,23,0,0,0
7036,31,0,0,0
7036,32,0,0,0
7036,33,0,0,0
7036,34,0,0,0
7036,35,0,0,0
7036,40,0,0,0
7037,11,0,0,0
7037,12,0,0,0
7037,13,0,0,0
7037,21,0,0,0
7037,22,0,0,0
7037,23,0,0,0
7037,31,0,0,0
7037,32,0,0,0
7037,33,0,0,0
7037,34,0,0,0
7037,35,0,0,0
7037,40,0,0,0
7038,11,0,0,0
7038,12,0,0,0
7038,13,0,0,0
7038,21,0,0,0
7038,22,0,0,0
7038,23,0,0,0
7038,31,0,0,0
7038,32,0,0,0
7038,33,0,0,0
7038,34,0,0,0
7038,35,0,0,0
7038,40,0,0,0
7039,11,0,0,0
7039,12,0,0,0
7039,13,0,0,0
7039,21,0,0,0
7039,22,0,0,0
7039,23,0,0,0
7039,31,0,0,0
7039,32,0,0,0
7039,33,0,0,0
7039,34,0,0,0
7039,35,0,0,0
7039,40,0,0,0
7040,11,25,22,3
7040,12,0,0,0
7040,13,0,0,0
7040,21,0,0,0
7040,22,0,0,0
7040,23,0,0,0
7040,31,0,0,0
7040,32,0,0,0
7040,33,0,0,0
7040,34,0,0,0
7040,35,0,0,0
7040,40,0,0,0
7041,11,38,34,4
7041,12,0,0,0
7041,13,0,0,0
7041,21,0,0,0
7041,22,0,0,0
7041,23,0,0,0
7041,31,0,0,0
7041,32,0,0,0
7041,33,0,0,0
7041,34,0,0,0
7041,35,0,0,0
7041,40,0,0,0
7042,11,27,14,13
7042,12,0,0,0
7042,13,0,0,0
7042,21,0,0,0
7042,22,0,0,0
7042,23,0,0,0
7042,31,0,0,0
7042,32,0,0,0
7042,33,0,0,0
7042,34,0,0,0
7042,35,0,0,0
7042,40,0,0,0
7043,11,0,0,0
7043,12,0,0,0
7043,13,0,0,0
7043,21,0,0,0
7043,22,0,0,0
7043,23,0,0,0
7043,31,0,0,0
7043,32,0,0,0
7043,33,0,0,0
7043,34,0,0,0
7043,35,0,0,0
7043,40,0,0,0
7044,11,68,58,10
7044,12,0,0,0
7044,13,0,0,0
7044,21,0,0,0
7044,22,0,0,0
7044,23,0,0,0
7044,31,0,0,0
7044,32,0,0,0
7044,33,0,0,0
7044,34,0,0,0
7044,35,0,0,0
7044,40,0,0,0
7045,11,0,0,0
7045,12,0,0,0
7045,13,0,0,0
7045,21,0,0,0
7045,22,0,0,0
7045,23,0,0,0
7045,31,0,0,0
7045,32,0,0,0
7045,33,0,0,0
7045,34,0,0,0
7045,35,0,0,0
7045,40,0,0,0
7046,11,60,42,18
7046,12,0,0,0
7046,13,0,0,0
7046,21,0,0,0
7046,22,0,0,0
7046,23,0,0,0
7046,31,0,0,0
7046,32,0,0,0
7046,33,0,0,0
7046,34,0,0,0
7046,35,0,0,0
7046,40,0,0,0
7047,11,0,0,0
7047,12,0,0,0
7047,13,0,0,0
7047,21,0,0,0
7047,22,0,0,0
7047,23,0,0,0
7047,31,0,0,0
7047,32,0,0,0
7047,33,0,0,0
7047,34,0,0,0
7047,35,0,0,0
7047,40,0,0,0
7048,11,44,39,5
7048,12,0,0,0
7048,13,14,9,5
7048,21,0,0,0
7048,22,0,0,0
7048,23,0,0,0
7048,31,0,0,0
7048,32,0,0,0
7048,33,0,0,0
7048,34,0,0,0
7048,35,0,0,0
7048,40,0,0,0
7049,11,0,0,0
7049,12,0,0,0
7049,13,0,0,0
7049,21,0,0,0
7049,22,0,0,0
7049,23,0,0,0
7049,31,0,0,0
7049,32,0,0,0
7049,33,0,0,0
7049,34,0,0,0
7049,35,0,0,0
7049,40,0,0,0
7050,11,2,2,0
7050,12,0,0,0
7050,13,0,0,0
7050,21,0,0,0
7050,22,0,0,0
7050,23,0,0,0
7050,31,0,0,0
7050,32,0,0,0
7050,33,0,0,0
7050,34,0,0,0
7050,35,0,0,0
7050,40,0,0,0
7051,11,57,39,18
7051,12,0,0,0
7051,13,0,0,0
7051,21,0,0,0
7051,22,0,0,0
7051,23,0,0,0
7051,31,0,0,0
7051,32,0,0,0
7051,33,0,0,0
7051,34,0,0,0
7051,35,0,0,0
7051,40,0,0,0
7052,11,0,0,0
7052,12,0,0,0
7052,13,172,135,37
7052,21,0,0,0
7052,22,0,0,0
7052,23,0,0,0
7052,31,0,0,0
7052,32,0,0,0
7052,33,0,0,0
7052,34,0,0,0
7052,35,0,0,0
7052,40,0,0,0
7053,11,0,0,0
7053,12,0,0,0
7053,13,0,0,0
7053,21,0,0,0
7053,22,0,0,0
7053,23,0,0,0
7053,31,0,0,0
7053,32,0,0,0
7053,33,0,0,0
7053,34,0,0,0
7053,35,0,0,0
7053,40,0,0,0
7054,11,0,0,0
7054,12,0,0,0
7054,13,0,0,0
7054,21,0,0,0
7054,22,0,0,0
7054,23,0,0,0
7054,31,0,0,0
7054,32,0,0,0
7054,33,0,0,0
7054,34,0,0,0
7054,35,0,0,0
7054,40,0,0,0
7055,11,3,3,0
7055,12,0,0,0
7055,13,0,0,0
7055,21,0,0,0
7055,22,0,0,0
7055,23,0,0,0
7055,31,0,0,0
7055,32,0,0,0
7055,33,0,0,0
7055,34,0,0,0
7055,35,0,0,0
7055,40,0,0,0
7056,11,0,0,0
7056,12,0,0,0
7056,13,0,0,0
7056,21,0,0,0
7056,22,0,0,0
7056,23,0,0,0
7056,31,0,0,0
7056,32,0,0,0
7056,33,0,0,0
7056,34,0,0,0
7056,35,0,0,0
7056,40,0,0,0
7057,11,0,0,0
7057,12,0,0,0
7057,13,0,0,0
7057,21,0,0,0
7057,22,0,0,0
7057,23,0,0,0
7057,31,0,0,0
7057,32,0,0,0
7057,33,0,0,0
7057,34,0,0,0
7057,35,0,0,0
7057,40,0,0,0
7058,11,0,0,0
7058,12,0,0,0
7058,13,0,0,0
7058,21,0,0,0
7058,22,0,0,0
7058,23,0,0,0
7058,31,0,0,0
7058,32,0,0,0
7058,33,0,0,0
7058,34,0,0,0
7058,35,0,0,0
7058,40,0,0,0
7059,11,147,114,33
7059,12,0,0,0
7059,13,0,0,0
7059,21,0,0,0
7059,22,0,0,0
7059,23,0,0,0
7059,31,0,0,0
7059,32,0,0,0
7059,33,0,0,0
7059,34,0,0,0
7059,35,0,0,0
7059,40,0,0,0
7060,11,0,0,0
7060,12,0,0,0
7060,13,0,0,0
7060,21,0,0,0
7060,22,0,0,0
7060,23,0,0,0
7060,31,0,0,0
7060,32,0,0,0
7060,33,0,0,0
7060,34,0,0,0
7060,35,0,0,0
7060,40,0,0,0
7061,11,0,0,0
7061,12,0,0,0
7061,13,0,0,0
7061,21,0,0,0
7061,22,0,0,0
7061,23,0,0,0
7061,31,0,0,0
7061,32,0,0,0
7061,33,0,0,0
7061,34,0,0,0
7061,35,0,0,0
7061,40,0,0,0
7062,11,38,31,7
7062,12,0,0,0
7062,13,0,0,0
7062,21,0,0,0
7062,22,0,0,0
7062,23,0,0,0
7062,31,0,0,0
7062,32,0,0,0
7062,33,0,0,0
7062,34,0,0,0
7062,35,0,0,0
7062,40,0,0,0
7063,11,2,2,0
7063,12,0,0,0
7063,13,0,0,0
7063,21,0,0,0
7063,22,0,0,0
7063,23,0,0,0
7063,31,0,0,0
7063,32,0,0,0
7063,33,0,0,0
7063,34,0,0,0
7063,35,0,0,0
7063,40,0,0,0
7064,11,36,29,7
7064,12,0,0,0
7064,13,0,0,0
7064,21,0,0,0
7064,22,0,0,0
7064,23,0,0,0
7064,31,0,0,0
7064,32,0,0,0
7064,33,0,0,0
7064,34,0,0,0
7064,35,0,0,0
7064,40,0,0,0
7065,11,59,54,5
7065,12,0,0,0
7065,13,0,0,0
7065,21,0,0,0
7065,22,0,0,0
7065,23,0,0,0
7065,31,0,0,0
7065,32,0,0,0
7065,33,0,0,0
7065,34,0,0,0
7065,35,0,0,0
7065,40,0,0,0
7066,11,0,0,0
7066,12,0,0,0
7066,13,0,0,0
7066,21,0,0,0
7066,22,0,0,0
7066,23,0,0,0
7066,31,0,0,0
7066,32,0,0,0
7066,33,0,0,0
7066,34,0,0,0
7066,35,0,0,0
7066,40,0,0,0
7067,11,0,0,0
7067,12,0,0,0
7067,13,0,0,0
7067,21,0,0,0
7067,22,0,0,0
7067,23,0,0,0
7067,31,0,0,0
7067,32,0,0,0
7067,33,0,0,0
7067,34,0,0,0
7067,35,0,0,0
7067,40,0,0,0
7068,11,0,0,0
7068,12,0,0,0
7068,13,0,0,0
7068,21,0,0,0
7068,22,0,0,0
7068,23,0,0,0
7068,31,0,0,0
7068,32,0,0,0
7068,33,0,0,0
7068,34,0,0,0
7068,35,0,0,0
7068,40,0,0,0
7069,11,0,0,0
7069,12,0,0,0
7069,13,17,11,6
7069,21,0,0,0
7069,22,0,0,0
7069,23,0,0,0
7069,31,0,0,0
7069,32,0,0,0
7069,33,0,0,0
7069,34,0,0,0
7069,35,0,0,0
7069,40,0,0,0
7070,11,0,0,0
7070,12,0,0,0
7070,13,27,26,1
7070,21,0,0,0
7070,22,0,0,0
7070,23,3,3,0
7070,31,0,0,0
7070,32,0,0,0
7070,33,0,0,0
7070,34,0,0,0
7070,35,0,0,0
7070,40,0,0,0
7071,11,62,52,10
7071,12,0,0,0
7071,13,0,0,0
7071,21,0,0,0
7071,22,0,0,0
7071,23,0,0,0
7071,31,0,0,0
7071,32,0,0,0
7071,33,0,0,0
7071,34,0,0,0
7071,35,0,0,0
7071,40,0,0,0
7072,11,0,0,0
7072,12,0,0,0
7072,13,0,0,0
7072,21,0,0,0
7072,22,0,0,0
7072,23,0,0,0
7072,31,0,0,0
7072,32,0,0,0
7072,33,0,0,0
7072,34,0,0,0
7072,35,0,0,0
7072,40,0,0,0
7073,11,0,0,0
7073,12,0,0,0
7073,13,0,0,0
7073,21,0,0,0
7073,22,0,0,0
7073,23,0,0,0
7073,31,0,0,0
7073,32,0,0,0
7073,33,0,0,0
7073,34,0,0,0
7073,35,0,0,0
7073,40,0,0,0
7074,11,6,3,3
7074,12,0,0,0
7074,13,0,0,0
7074,21,0,0,0
7074,22,0,0,0
7074,23,0,0,0
7074,31,0,0,0
7074,32,0,0,0
7074,33,0,0,0
7074,34,0,0,0
7074,35,0,0,0
7074,40,0,0,0
7075,11,42,37,5
7075,12,0,0,0
7075,13,0,0,0
7075,21,0,0,0
7075,22,0,0,0
7075,23,0,0,0
7075,31,0,0,0
7075,32,0,0,0
7075,33,0,0,0
7075,34,0,0,0
7075,35,0,0,0
7075,40,0,0,0
7076,11,5,5,0
7076,12,0,0,0
7076,13,0,0,0
7076,21,0,0,0
7076,22,0,0,0
7076,23,0,0,0
7076,31,0,0,0
7076,32,0,0,0
7076,33,0,0,0
7076,34,0,0,0
7076,35,0,0,0
7076,40,0,0,0
7077,11,0,0,0
7077,12,0,0,0
7077,13,0,0,0
7077,21,0,0,0
7077,22,0,0,0
7077,23,0,0,0
7077,31,0,0,0
7077,32,0,0,0
7077,33,0,0,0
7077,34,0,0,0
7077,35,0,0,0
7077,40,0,0,0
7078,11,319,246,73
7078,12,0,0,0
7078,13,0,0,0
7078,21,0,0,0
7078,22,0,0,0
7078,23,0,0,0
7078,31,0,0,0
7078,32,0,0,0
7078,33,0,0,0
7078,34,0,0,0
7078,35,0,0,0
7078,40,0,0,0
7079,11,31,25,6
7079,12,0,0,0
7079,13,0,0,0
7079,21,0,0,0
7079,22,0,0,0
7079,23,0,0,0
7079,31,0,0,0
7079,32,0,0,0
7079,33,0,0,0
7079,34,0,0,0
7079,35,0,0,0
7079,40,0,0,0
7080,11,0,0,0
7080,12,0,0,0
7080,13,30,25,5
7080,21,0,0,0
7080,22,0,0,0
7080,23,0,0,0
7080,31,0,0,0
7080,32,0,0,0
7080,33,0,0,0
7080,34,0,0,0
7080,35,0,0,0
7080,40,0,0,0
7081,11,23,17,6
7081,12,0,0,0
7081,13,0,0,0
7081,21,0,0,0
7081,22,0,0,0
7081,23,0,0,0
7081,31,0,0,0
7081,32,0,0,0
7081,33,0,0,0
7081,34,0,0,0
7081,35,0,0,0
7081,40,0,0,0
7082,11,7,4,3
7082,12,0,0,0
7082,13,0,0,0
7082,21,0,0,0
7082,22,0,0,0
7082,23,0,0,0
7082,31,0,0,0
7082,32,0,0,0
7082,33,0,0,0
7082,34,0,0,0
7082,35,0,0,0
7082,40,0,0,0
7083,11,0,0,0
7083,12,0,0,0
7083,13,0,0,0
7083,21,0,0,0
7083,22,0,0,0
7083,23,0,0,0
7083,31,0,0,0
7083,32,0,0,0
7083,33,0,0,0
7083,34,0,0,0
7083,35,0,0,0
7083,40,0,0,0
7084,11,0,0,0
7084,12,0,0,0
7084,13,0,0,0
7084,21,0,0,0
7084,22,0,0,0
7084,23,0,0,0
7084,31,0,0,0
7084,32,0,0,0
7084,33,0,0,0
7084,34,0,0,0
7084,35,0,0,0
7084,40,0,0,0
7085,11,0,0,0
7085,12,0,0,0
7085,13,0,0,0
7085,21,0,0,0
7085,22,0,0,0
7085,23,0,0,0
7085,31,0,0,0
7085,32,0,0,0
7085,33,0,0,0
7085,34,0,0,0
7085,35,0,0,0
7085,40,0,0,0
7086,11,0,0,0
7086,12,0,0,0
7086,13,0,0,0
7086,21,0,0,0
7086,22,0,0,0
7086,23,0,0,0
7086,31,0,0,0
7086,32,0,0,0
7086,33,0,0,0
7086,34,0,0,0
7086,35,0,0,0
7086,40,0,0,0
7087,11,0,0,0
7087,12,0,0,0
7087,13,0,0,0
7087,21,0,0,0
7087,22,0,0,0
7087,23,0,0,0
7087,31,0,0,0
7087,32,0,0,0
7087,33,0,0,0
7087,34,0,0,0
7087,35,0,0,0
7087,40,0,0,0
7088,11,0,0,0
7088,12,0,0,0
7088,13,0,0,0
7088,21,0,0,0
7088,22,0,0,0
7088,23,0,0,0
7088,31,0,0,0
7088,32,0,0,0
7088,33,0,0,0
7088,34,0,0,0
7088,35,0,0,0
7088,40,0,0,0
7089,11,516,395,121
7089,12,0,0,0
7089,13,0,0,0
7089,21,0,0,0
7089,22,0,0,0
7089,23,0,0,0
7089,31,0,0,0
7089,32,0,0,0
7089,33,0,0,0
7089,34,0,0,0
7089,35,0,0,0
7089,40,0,0,0
7090,11,0,0,0
7090,12,0,0,0
7090,13,0,0,0
7090,21,0,0,0
7090,22,0,0,0
7090,23,0,0,0
7090,31,0,0,0
7090,32,0,0,0
7090,33,0,0,0
7090,34,0,0,0
7090,35,0,0,0
7090,40,0,0,0
7091,11,49,30,19
7091,12,0,0,0
7091,13,0,0,0
7091,21,0,0,0
7091,22,0,0,0
7091,23,0,0,0
7091,31,0,0,0
7091,32,0,0,0
7091,33,0,0,0
7091,34,0,0,0
7091,35,0,0,0
7091,40,0,0,0
7092,11,0,0,0
7092,12,0,0,0
7092,13,0,0,0
7092,21,0,0,0
7092,22,0,0,0
7092,23,0,0,0
7092,31,0,0,0
7092,32,0,0,0
7092,33,0,0,0
7092,34,0,0,0
7092,35,0,0,0
7092,40,0,0,0
7093,11,0,0,0
7093,12,0,0,0
7093,13,0,0,0
7093,21,0,0,0
7093,22,0,0,0
7093,23,0,0,0
7093,31,0,0,0
7093,32,0,0,0
7093,33,0,0,0
7093,34,0,0,0
7093,35,0,0,0
7093,40,0,0,0
7094,11,0,0,0
7094,12,0,0,0
7094,13,0,0,0
7094,21,0,0,0
7094,22,0,0,0
7094,23,0,0,0
7094,31,0,0,0
7094,32,0,0,0
7094,33,0,0,0
7094,34,0,0,0
7094,35,0,0,0
7094,40,0,0,0
7096,11,0,0,0
7096,12,0,0,0
7096,13,0,0,0
7096,21,0,0,0
7096,22,0,0,0
7096,23,0,0,0
7096,31,0,0,0
7096,32,0,0,0
7096,33,0,0,0
7096,34,0,0,0
7096,35,0,0,0
7096,40,0,0,0
7097,11,148,111,37
7097,12,0,0,0
7097,13,0,0,0
7097,21,0,0,0
7097,22,0,0,0
7097,23,0,0,0
7097,31,0,0,0
7097,32,0,0,0
7097,33,0,0,0
7097,34,0,0,0
7097,35,0,0,0
7097,40,0,0,0
7098,11,11,9,2
7098,12,8,8,0
7098,13,0,0,0
7098,21,0,0,0
7098,22,0,0,0
7098,23,0,0,0
7098,31,0,0,0
7098,32,0,0,0
7098,33,0,0,0
7098,34,0,0,0
7098,35,0,0,0
7098,40,0,0,0
7099,11,20,16,4
7099,12,0,0,0
7099,13,0,0,0
7099,21,0,0,0
7099,22,0,0,0
7099,23,0,0,0
7099,31,0,0,0
7099,32,0,0,0
7099,33,0,0,0
7099,34,0,0,0
7099,35,0,0,0
7099,40,0,0,0
7100,11,49,42,7
7100,12,0,0,0
7100,13,0,0,0
7100,21,0,0,0
7100,22,0,0,0
7100,23,0,0,0
7100,31,0,0,0
7100,32,0,0,0
7100,33,0,0,0
7100,34,0,0,0
7100,35,0,0,0
7100,40,0,0,0
7101,11,812,653,159
7101,12,0,0,0
7101,13,0,0,0
7101,21,286,214,72
7101,22,0,0,0
7101,23,0,0,0
7101,31,0,0,0
7101,32,0,0,0
7101,33,0,0,0
7101,34,0,0,0
7101,35,0,0,0
7101,40,0,0,0
7102,11,60,45,15
7102,12,0,0,0
7102,13,0,0,0
7102,21,15,9,6
7102,22,0,0,0
7102,23,0,0,0
7102,31,0,0,0
7102,32,0,0,0
7102,33,0,0,0
7102,34,0,0,0
7102,35,0,0,0
7102,40,0,0,0
7103,11,65,42,23
7103,12,0,0,0
7103,13,0,0,0
7103,21,0,0,0
7103,22,0,0,0
7103,23,0,0,0
7103,31,0,0,0
7103,32,0,0,0
7103,33,0,0,0
7103,34,0,0,0
7103,35,0,0,0
7103,40,0,0,0
7104,11,0,0,0
7104,12,0,0,0
7104,13,0,0,0
7104,21,0,0,0
7104,22,0,0,0
7104,23,0,0,0
7104,31,0,0,0
7104,32,0,0,0
7104,33,0,0,0
7104,34,0,0,0
7104,35,0,0,0
7104,40,0,0,0
7105,11,37,21,16
7105,12,0,0,0
7105,13,0,0,0
7105,21,7,7,0
7105,22,0,0,0
7105,23,0,0,0
7105,31,0,0,0
7105,32,0,0,0
7105,33,0,0,0
7105,34,0,0,0
7105,35,0,0,0
7105,40,0,0,0
7106,11,0,0,0
7106,12,0,0,0
7106,13,0,0,0
7106,21,0,0,0
7106,22,0,0,0
7106,23,0,0,0
7106,31,0,0,0
7106,32,0,0,0
7106,33,0,0,0
7106,34,0,0,0
7106,35,0,0,0
7106,40,0,0,0
7107,11,0,0,0
7107,12,0,0,0
7107,13,0,0,0
7107,21,0,0,0
7107,22,0,0,0
7107,23,0,0,0
7107,31,0,0,0
7107,32,0,0,0
7107,33,0,0,0
7107,34,0,0,0
7107,35,0,0,0
7107,40,0,0,0
7108,11,0,0,0
7108,12,0,0,0
7108,13,0,0,0
7108,21,0,0,0
7108,22,0,0,0
7108,23,0,0,0
7108,31,0,0,0
7108,32,0,0,0
7108,33,0,0,0
7108,34,0,0,0
7108,35,0,0,0
7108,40,0,0,0
7109,11,53,48,5
7109,12,0,0,0
7109,13,0,0,0
7109,21,0,0,0
7109,22,0,0,0
7109,23,0,0,0
7109,31,0,0,0
7109,32,0,0,0
7109,33,0,0,0
7109,34,0,0,0
7109,35,0,0,0
7109,40,0,0,0
7110,11,0,0,0
7110,12,0,0,0
7110,13,0,0,0
7110,21,0,0,0
7110,22,0,0,0
7110,23,0,0,0
7110,31,0,0,0
7110,32,0,0,0
7110,33,0,0,0
7110,34,0,0,0
7110,35,0,0,0
7110,40,0,0,0
7111,11,0,0,0
7111,12,0,0,0
7111,13,0,0,0
7111,21,0,0,0
7111,22,0,0,0
7111,23,0,0,0
7111,31,0,0,0
7111,32,0,0,0
7111,33,0,0,0
7111,34,0,0,0
7111,35,0,0,0
7111,40,0,0,0
7112,11,0,0,0
7112,12,0,0,0
7112,13,0,0,0
7112,21,0,0,0
7112,22,0,0,0
7112,23,0,0,0
7112,31,0,0,0
7112,32,0,0,0
7112,33,0,0,0
7112,34,0,0,0
7112,35,0,0,0
7112,40,0,0,0
7113,11,0,0,0
7113,12,0,0,0
7113,13,0,0,0
7113,21,0,0,0
7113,22,0,0,0
7113,23,0,0,0
7113,31,0,0,0
7113,32,0,0,0
7113,33,0,0,0
7113,34,0,0,0
7113,35,0,0,0
7113,40,0,0,0
7114,11,0,0,0
7114,12,0,0,0
7114,13,0,0,0
7114,21,0,0,0
7114,22,0,0,0
7114,23,0,0,0
7114,31,0,0,0
7114,32,0,0,0
7114,33,0,0,0
7114,34,0,0,0
7114,35,0,0,0
7114,40,0,0,0
7115,11,0,0,0
7115,12,0,0,0
7115,13,0,0,0
7115,21,0,0,0
7115,22,0,0,0
7115,23,0,0,0
7115,31,0,0,0
7115,32,0,0,0
7115,33,0,0,0
7115,34,0,0,0
7115,35,0,0,0
7115,40,0,0,0
7116,11,0,0,0
7116,12,0,0,0
7116,13,0,0,0
7116,21,0,0,0
7116,22,0,0,0
7116,23,0,0,0
7116,31,0,0,0
7116,32,0,0,0
7116,33,0,0,0
7116,34,0,0,0
7116,35,0,0,0
7116,40,0,0,0
7117,11,0,0,0
7117,12,0,0,0
7117,13,3,0,3
7117,21,0,0,0
7117,22,0,0,0
7117,23,0,0,0
7117,31,0,0,0
7117,32,0,0,0
7117,33,0,0,0
7117,34,0,0,0
7117,35,0,0,0
7117,40,0,0,0
7118,11,0,0,0
7118,12,0,0,0
7118,13,0,0,0
7118,21,0,0,0
7118,22,0,0,0
7118,23,0,0,0
7118,31,0,0,0
7118,32,0,0,0
7118,33,0,0,0
7118,34,0,0,0
7118,35,0,0,0
7118,40,0,0,0
7119,11,0,0,0
7119,12,0,0,0
7119,13,0,0,0
7119,21,0,0,0
7119,22,0,0,0
7119,23,0,0,0
7119,31,0,0,0
7119,32,0,0,0
7119,33,0,0,0
7119,34,0,0,0
7119,35,0,0,0
7119,40,0,0,0
7120,11,0,0,0
7120,12,0,0,0
7120,13,0,0,0
7120,21,0,0,0
7120,22,0,0,0
7120,23,0,0,0
7120,31,0,0,0
7120,32,0,0,0
7120,33,0,0,0
7120,34,0,0,0
7120,35,0,0,0
7120,40,0,0,0
7121,11,0,0,0
7121,12,0,0,0
7121,13,0,0,0
7121,21,0,0,0
7121,22,0,0,0
7121,23,0,0,0
7121,31,0,0,0
7121,32,0,0,0
7121,33,0,0,0
7121,34,0,0,0
7121,35,0,0,0
7121,40,0,0,0
7122,11,10,8,2
7122,12,0,0,0
7122,13,0,0,0
7122,21,0,0,0
7122,22,0,0,0
7122,23,0,0,0
7122,31,0,0,0
7122,32,0,0,0
7122,33,0,0,0
7122,34,0,0,0
7122,35,0,0,0
7122,40,0,0,0
7123,11,0,0,0
7123,12,0,0,0
7123,13,0,0,0
7123,21,0,0,0
7123,22,0,0,0
7123,23,0,0,0
7123,31,0,0,0
7123,32,0,0,0
7123,33,0,0,0
7123,34,0,0,0
7123,35,0,0,0
7123,40,0,0,0
7124,11,0,0,0
7124,12,0,0,0
7124,13,0,0,0
7124,21,0,0,0
7124,22,0,0,0
7124,23,0,0,0
7124,31,0,0,0
7124,32,0,0,0
7124,33,0,0,0
7124,34,0,0,0
7124,35,0,0,0
7124,40,0,0,0
7125,11,0,0,0
7125,12,0,0,0
7125,13,0,0,0
7125,21,0,0,0
7125,22,0,0,0
7125,23,0,0,0
7125,31,0,0,0
7125,32,0,0,0
7125,33,0,0,0
7125,34,0,0,0
7125,35,0,0,0
7125,40,0,0,0
8001,11,0,0,0
8001,12,0,0,0
8001,13,0,0,0
8001,21,0,0,0
8001,22,0,0,0
8001,23,0,0,0
8001,31,0,0,0
8001,32,0,0,0
8001,33,0,0,0
8001,34,0,0,0
8001,35,0,0,0
