ubicageo_f,evaluati_a,esevsett,esevse1,esevse2,esevses1,esevse3,esevse4,esevse5,esevses2,esevse6,esevse7,esevses3,esevse9,esevse10,esevses4,esevse12,esevse13,esevses5,esevse15,esevse16,esevses6,esevse18,esevse19,esevsens,esevsenh,esevsenm
30041,1,3,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,,,
30041,2,3,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,,,
30041,3,3,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,,,
30042,1,10,9,1,4,4,0,,0,0,0,0,0,0,0,0,0,1,1,0,5,4,1,,,
30042,2,10,9,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1,,,
30042,3,10,9,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1,,,
30043,1,7,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,,,
30043,2,7,7,0,4,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,,,
30043,3,7,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,,,
30044,1,138,101,37,138,101,37,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30044,2,138,101,37,90,60,30,,48,41,7,0,0,0,0,0,0,0,0,0,0,0,0,,,
30044,3,138,101,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,138,101,37,,,
30045,1,44,33,11,0,0,0,,0,0,0,0,0,0,44,33,11,0,0,0,0,0,0,,,
30045,2,44,33,11,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,44,33,11,,,
30045,3,44,33,11,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,44,33,11,,,
30046,1,10,7,3,6,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,,,
30046,2,10,7,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,,,
30046,3,10,7,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,,,
30047,1,40,34,6,25,24,1,,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,,,
30047,2,40,34,6,21,20,1,,19,14,5,0,0,0,0,0,0,0,0,0,0,0,0,,,
30047,3,40,34,6,21,20,1,,3,3,0,0,0,0,16,11,5,0,0,0,0,0,0,,,
30048,1,77,63,14,77,63,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30048,2,77,63,14,77,63,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30048,3,77,63,14,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,77,63,14,,,
30049,1,21,20,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,21,20,1,,,
30049,2,21,20,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,21,20,1,,,
30049,3,21,20,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,21,20,1,,,
30050,1,20,19,1,5,5,0,,0,0,0,0,0,0,15,14,1,0,0,0,0,0,0,,,
30050,2,20,19,1,5,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,15,14,1,,,
30050,3,20,19,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20,19,1,,,
30051,1,39,36,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,39,36,3,,,
30051,2,39,36,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,39,36,3,,,
30051,3,39,36,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,39,36,3,,,
30052,1,8,7,1,8,7,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30052,2,8,7,1,8,7,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30052,3,8,7,1,8,7,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30053,1,20,16,4,6,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,14,11,3,,,
30053,2,20,16,4,0,0,0,,14,12,2,0,0,0,0,0,0,0,0,0,6,4,2,,,
30053,3,20,16,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20,16,4,,,
30054,1,9,9,0,3,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,,,
30054,2,9,9,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,,,
30054,3,9,9,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,,,
30055,1,8,7,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,,,
30055,2,8,7,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,,,
30055,3,8,7,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,,,
30056,1,21,20,1,4,4,0,,17,16,1,0,0,0,0,0,0,0,0,0,0,0,0,,,
30056,2,21,20,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,21,20,1,,,
30056,3,21,20,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,21,20,1,,,
30057,1,15,15,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,,,
30057,2,15,15,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,,,
30057,3,15,15,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,,,
30058,1,47,44,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,47,44,3,,,
30058,2,47,44,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,47,44,3,,,
30058,3,47,44,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,47,44,3,,,
30059,1,12,9,3,2,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,,,
30059,2,12,9,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,,,
30059,3,12,9,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,,,
30060,1,22,22,0,0,0,0,,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30060,2,22,22,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,,,
30060,3,22,22,0,0,0,0,,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30061,1,81,68,13,81,68,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30061,2,81,68,13,13,0,13,,0,0,0,0,0,0,68,68,0,0,0,0,0,0,0,,,
30061,3,81,68,13,81,68,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30062,1,15,15,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,,,
30062,2,15,15,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,,,
30062,3,15,15,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,,,
30063,1,25,23,2,0,0,0,,0,0,0,0,0,0,14,12,2,0,0,0,11,11,0,,,
30063,2,25,23,2,5,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,20,18,2,,,
30063,3,25,23,2,25,23,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30064,1,4,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,,,
30064,2,4,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,,,
30064,3,4,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,,,
30065,1,51,44,7,38,33,5,,5,3,2,3,3,0,0,0,0,0,0,0,5,5,0,,,
30065,2,51,44,7,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,51,44,7,,,
30065,3,51,44,7,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,51,44,7,,,
30066,1,37,33,4,37,33,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30066,2,37,33,4,37,33,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30066,3,37,33,4,37,33,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30067,1,46,40,6,0,0,0,,0,0,0,0,0,0,46,40,6,0,0,0,0,0,0,,,
30067,2,46,40,6,0,0,0,,0,0,0,0,0,0,46,40,6,0,0,0,0,0,0,,,
30067,3,46,40,6,0,0,0,,0,0,0,0,0,0,46,40,6,0,0,0,0,0,0,,,
30068,1,20,11,9,13,5,8,,4,3,1,0,0,0,0,0,0,0,0,0,3,3,0,,,
30068,2,20,11,9,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20,11,9,,,
30068,3,20,11,9,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20,11,9,,,
30069,1,23,20,3,0,0,0,,8,6,2,0,0,0,0,0,0,0,0,0,15,14,1,,,
30069,2,23,20,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,23,20,3,,,
30069,3,23,20,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,23,20,3,,,
30070,1,22,22,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,,,
30070,2,22,22,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,,,
30070,3,22,22,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,,,
30071,1,36,31,5,7,6,1,,0,0,0,1,1,0,0,0,0,14,12,2,14,12,2,,,
30071,2,36,31,5,0,0,0,,0,0,0,0,0,0,3,3,0,0,0,0,33,28,5,,,
30071,3,36,31,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,36,31,5,,,
30072,1,32,25,7,9,6,3,,5,4,1,0,0,0,2,2,0,5,4,1,11,9,2,,,
30072,2,32,25,7,2,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,30,24,6,,,
30072,3,32,25,7,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,32,25,7,,,
30073,1,42,34,8,35,31,4,,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,,,
30073,2,42,34,8,8,8,0,,0,0,0,0,0,0,0,0,0,0,0,0,34,26,8,,,
30073,3,42,34,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,42,34,8,,,
30074,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30074,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30074,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30075,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30075,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30075,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30076,1,20,18,2,2,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,16,2,,,
30076,2,20,18,2,2,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,16,2,,,
30076,3,20,18,2,2,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,16,2,,,
30077,1,48,45,3,0,0,0,,0,0,0,0,0,0,4,4,0,11,11,0,33,30,3,,,
30077,2,48,45,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,48,45,3,,,
30077,3,48,45,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,48,45,3,,,
30078,1,25,25,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,,,
30078,2,25,25,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,,,
30078,3,25,25,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,,,
30079,1,12,10,2,5,4,1,,0,0,0,1,1,0,4,3,1,0,0,0,2,2,0,,,
30079,2,12,10,2,8,6,2,,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,,,
30079,3,12,10,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,10,2,,,
30080,1,19,16,3,0,0,0,,3,3,0,0,0,0,1,1,0,1,0,1,14,12,2,,,
30080,2,19,16,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,16,3,,,
30080,3,19,16,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,16,3,,,
30081,1,30,21,9,7,5,2,,0,0,0,1,1,0,0,0,0,1,1,0,21,14,7,,,
30081,2,30,21,9,10,8,2,,0,0,0,0,0,0,0,0,0,0,0,0,20,13,7,,,
30081,3,30,21,9,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,30,21,9,,,
30082,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30082,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30082,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30083,1,34,32,2,3,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,31,29,2,,,
30083,2,34,32,2,3,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,31,29,2,,,
30083,3,34,32,2,3,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,31,29,2,,,
30084,1,7,7,0,7,7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30084,2,7,7,0,0,0,0,,0,0,0,0,0,0,2,2,0,0,0,0,5,5,0,,,
30084,3,7,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,,,
30085,1,62,54,8,20,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,42,34,8,,,
30085,2,62,54,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,62,54,8,,,
30085,3,62,54,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,62,54,8,,,
30086,1,45,40,5,28,25,3,,0,0,0,0,0,0,0,0,0,0,0,0,17,15,2,,,
30086,2,45,40,5,11,10,1,,0,0,0,0,0,0,0,0,0,0,0,0,34,30,4,,,
30086,3,45,40,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,45,40,5,,,
30087,1,391,255,136,384,249,135,,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,,,
30087,2,391,255,136,384,249,135,,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,,,
30087,3,391,255,136,326,208,118,,65,47,18,0,0,0,0,0,0,0,0,0,0,0,0,,,
30088,1,8,8,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,,,
30088,2,8,8,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,,,
30088,3,8,8,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,,,
30089,1,49,45,4,32,32,0,,0,0,0,0,0,0,0,0,0,0,0,0,17,13,4,,,
30089,2,49,45,4,32,32,0,,0,0,0,0,0,0,0,0,0,0,0,0,17,13,4,,,
30089,3,49,45,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,49,45,4,,,
30090,1,8,7,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,,,
30090,2,8,7,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,,,
30090,3,8,7,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,,,
30091,1,55,53,2,35,34,1,,0,0,0,0,0,0,20,19,1,0,0,0,0,0,0,,,
30091,2,55,53,2,35,34,1,,0,0,0,0,0,0,20,19,1,0,0,0,0,0,0,,,
30091,3,55,53,2,35,34,1,,0,0,0,0,0,0,20,19,1,0,0,0,0,0,0,,,
30092,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30092,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30092,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30093,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30093,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30093,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30094,1,30,25,5,21,16,5,,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,,,
30094,2,30,25,5,7,7,0,,0,0,0,0,0,0,0,0,0,0,0,0,23,18,5,,,
30094,3,30,25,5,12,11,1,,0,0,0,0,0,0,0,0,0,0,0,0,18,14,4,,,
30095,1,14,12,2,2,2,0,,10,8,2,0,0,0,0,0,0,0,0,0,2,2,0,,,
30095,2,14,12,2,2,2,0,,10,8,2,0,0,0,0,0,0,0,0,0,2,2,0,,,
30095,3,14,12,2,2,2,0,,10,8,2,0,0,0,0,0,0,0,0,0,2,2,0,,,
30096,1,7,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,,,
30096,2,7,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,,,
30096,3,7,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,,,
30097,1,23,19,4,10,8,2,,0,0,0,1,1,0,6,6,0,0,0,0,6,4,2,,,
30097,2,23,19,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,23,19,4,,,
30097,3,23,19,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,23,19,4,,,
30098,1,12,12,0,0,0,0,,5,5,0,0,0,0,0,0,0,0,0,0,7,7,0,,,
30098,2,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
30098,3,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
30099,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30099,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30099,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30100,1,8,8,0,0,0,0,,7,7,0,0,0,0,0,0,0,0,0,0,1,1,0,,,
30100,2,8,8,0,0,0,0,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30100,3,8,8,0,0,0,0,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30101,1,36,29,7,0,0,0,,2,2,0,0,0,0,13,13,0,3,1,2,18,13,5,,,
30101,2,36,29,7,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,36,29,7,,,
30101,3,36,29,7,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,36,29,7,,,
30102,1,92,66,26,61,45,16,,2,2,0,0,0,0,29,19,10,0,0,0,0,0,0,,,
30102,2,92,66,26,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,92,66,26,,,
30102,3,92,66,26,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,92,66,26,,,
30103,1,21,19,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,21,19,2,,,
30103,2,21,19,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,21,19,2,,,
30103,3,21,19,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,21,19,2,,,
30104,1,19,16,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,16,3,,,
30104,2,19,16,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,16,3,,,
30104,3,19,16,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,16,3,,,
30105,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30105,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30105,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30106,1,11,7,4,11,7,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30106,2,11,7,4,11,7,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30106,3,11,7,4,11,7,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30107,1,6,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,,,
30107,2,6,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,,,
30107,3,6,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,,,
30108,1,112,85,27,112,85,27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30108,2,112,85,27,65,50,15,,0,0,0,0,0,0,47,35,12,0,0,0,0,0,0,,,
30108,3,112,85,27,65,50,15,,0,0,0,0,0,0,47,35,12,0,0,0,0,0,0,,,
30109,1,41,27,14,41,27,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30109,2,41,27,14,41,27,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30109,3,41,27,14,41,27,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30110,1,17,11,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,17,11,6,,,
30110,2,17,11,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,17,11,6,,,
30110,3,17,11,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,17,11,6,,,
30111,1,33,28,5,33,28,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30111,2,33,28,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,33,28,5,,,
30111,3,33,28,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,33,28,5,,,
30112,1,23,21,2,7,6,1,,0,0,0,6,6,0,0,0,0,0,0,0,10,9,1,,,
30112,2,23,21,2,23,21,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30112,3,23,21,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,23,21,2,,,
30113,1,8,7,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,,,
30113,2,8,7,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,,,
30113,3,8,7,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,,,
30114,1,14,12,2,3,3,0,,8,7,1,0,0,0,0,0,0,0,0,0,3,2,1,,,
30114,2,14,12,2,3,3,0,,8,7,1,0,0,0,0,0,0,0,0,0,3,2,1,,,
30114,3,14,12,2,3,3,0,,8,7,1,0,0,0,0,0,0,0,0,0,3,2,1,,,
30115,1,30,27,3,11,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,16,3,,,
30115,2,30,27,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,30,27,3,,,
30115,3,30,27,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,30,27,3,,,
30116,1,19,19,0,0,0,0,,0,0,0,0,0,0,10,10,0,4,4,0,5,5,0,,,
30116,2,19,19,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,,,
30116,3,19,19,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,,,
30117,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30117,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30117,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30118,1,361,275,86,208,171,37,,0,0,0,0,0,0,0,0,0,0,0,0,153,104,49,,,
30118,2,361,275,86,205,171,34,,0,0,0,0,0,0,0,0,0,0,0,0,156,104,52,,,
30118,3,361,275,86,185,150,35,,0,0,0,0,0,0,0,0,0,0,0,0,176,125,51,,,
30119,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30119,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30119,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30120,1,19,18,1,6,6,0,,0,0,0,0,0,0,0,0,0,0,0,0,13,12,1,,,
30120,2,19,18,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,18,1,,,
30120,3,19,18,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,18,1,,,
30121,1,24,22,2,0,0,0,,0,0,0,8,7,1,0,0,0,0,0,0,16,15,1,,,
30121,2,24,22,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,22,2,,,
30121,3,24,22,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,22,2,,,
30122,1,30,28,2,22,21,1,,0,0,0,3,3,0,1,1,0,4,3,1,0,0,0,,,
30122,2,30,28,2,3,3,0,,0,0,0,0,0,0,3,3,0,0,0,0,24,22,2,,,
30122,3,30,28,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,30,28,2,,,
30123,1,11,9,2,0,0,0,,9,9,0,0,0,0,0,0,0,2,0,2,0,0,0,,,
30123,2,11,9,2,0,0,0,,10,9,1,0,0,0,0,0,0,0,0,0,1,0,1,,,
30123,3,11,9,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2,,,
30124,1,165,125,40,93,71,22,,62,54,8,0,0,0,0,0,0,0,0,0,0,0,0,10,,10
30124,2,165,125,40,165,125,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30124,3,165,125,40,165,125,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30125,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30125,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30125,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
30126,1,15,13,2,9,7,2,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30126,2,15,13,2,4,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,,,
30126,3,15,13,2,2,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,13,12,1,,,
30127,1,13,10,3,9,6,3,,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,,,
30127,2,13,10,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,13,10,3,,,
30127,3,13,10,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,13,10,3,,,
30128,1,70,62,8,35,33,2,,0,0,0,0,0,0,12,10,2,0,0,0,23,19,4,,,
30128,2,70,62,8,10,10,0,,0,0,0,0,0,0,0,0,0,0,0,0,60,52,8,,,
