ubicageo_f,mercpira_d,rnsnni1,unidmedi_h,bienrr1,bienrr2
20060,5,2,0,NA,NA
20060,6,2,0,NA,NA
20060,7,2,0,NA,NA
20060,8,2,0,NA,NA
20060,9,2,0,NA,NA
20060,10,2,0,NA,NA
20060,11,2,0,NA,NA
20060,12,2,0,NA,NA
20060,13,2,0,NA,NA
20060,14,2,0,NA,NA
20060,15,2,0,NA,NA
20060,16,2,0,NA,NA
20060,17,2,0,NA,NA
20060,18,2,0,NA,NA
20060,19,2,0,NA,NA
20060,20,2,0,NA,NA
20060,21,2,0,NA,NA
20060,22,2,0,NA,NA
20060,23,2,0,NA,NA
20061,1,9,97,NSS,NSS
20061,2,9,97,NSS,NSS
20061,3,9,97,NSS,NSS
20061,4,9,97,NSS,NSS
20061,5,9,97,NSS,NSS
20061,6,9,97,NSS,NSS
20061,7,9,97,NSS,NSS
20061,8,9,97,NSS,NSS
20061,9,9,97,NSS,NSS
20061,10,9,97,NSS,NSS
20061,11,9,97,NSS,NSS
20061,12,9,97,NSS,NSS
20061,13,9,97,NSS,NSS
20061,14,9,97,NSS,NSS
20061,15,9,97,NSS,NSS
20061,16,9,97,NSS,NSS
20061,17,9,97,NSS,NSS
20061,18,9,97,NSS,NSS
20061,19,9,97,NSS,NSS
20061,20,9,97,NSS,NSS
20061,21,9,97,NSS,NSS
20061,22,9,97,NSS,NSS
20061,23,9,97,NSS,NSS
20062,1,2,0,NA,NA
20062,2,2,0,NA,NA
20062,3,2,0,NA,NA
20062,4,2,0,NA,NA
20062,5,2,0,NA,NA
20062,6,2,0,NA,NA
20062,7,1,1,1,0
20062,8,2,0,NA,NA
20062,9,2,0,NA,NA
20062,10,2,0,NA,NA
20062,11,2,0,NA,NA
20062,12,2,0,NA,NA
20062,13,2,0,NA,NA
20062,14,2,0,NA,NA
20062,15,2,0,NA,NA
20062,16,2,0,NA,NA
20062,17,2,0,NA,NA
20062,18,2,0,NA,NA
20062,19,2,0,NA,NA
20062,20,2,0,NA,NA
20062,21,2,0,NA,NA
20062,22,2,0,NA,NA
20062,23,2,0,NA,NA
20063,1,2,0,NA,NA
20063,2,2,0,NA,NA
20063,3,2,0,NA,NA
20063,4,2,0,NA,NA
20063,5,2,0,NA,NA
20063,6,2,0,NA,NA
20063,7,2,0,NA,NA
20063,8,2,0,NA,NA
20063,9,2,0,NA,NA
20063,10,2,0,NA,NA
20063,11,2,0,NA,NA
20063,12,2,0,NA,NA
20063,13,2,0,NA,NA
20063,14,2,0,NA,NA
20063,15,2,0,NA,NA
20063,16,2,0,NA,NA
20063,17,2,0,NA,NA
20063,18,2,0,NA,NA
20063,19,2,0,NA,NA
20063,20,2,0,NA,NA
20063,21,2,0,NA,NA
20063,22,2,0,NA,NA
20063,23,2,0,NA,NA
20064,1,2,0,NA,NA
20064,2,2,0,NA,NA
20064,3,2,0,NA,NA
20064,4,2,0,NA,NA
20064,5,2,0,NA,NA
20064,6,2,0,NA,NA
20064,7,2,0,NA,NA
20064,8,2,0,NA,NA
20064,9,2,0,NA,NA
20064,10,2,0,NA,NA
20064,11,2,0,NA,NA
20064,12,2,0,NA,NA
20064,13,2,0,NA,NA
20064,14,2,0,NA,NA
20064,15,2,0,NA,NA
20064,16,2,0,NA,NA
20064,17,2,0,NA,NA
20064,18,2,0,NA,NA
20064,19,2,0,NA,NA
20064,20,2,0,NA,NA
20064,21,2,0,NA,NA
20064,22,2,0,NA,NA
20064,23,2,0,NA,NA
20065,1,2,0,NA,NA
20065,2,2,0,NA,NA
20065,3,2,0,NA,NA
20065,4,2,0,NA,NA
20065,5,2,0,NA,NA
20065,6,2,0,NA,NA
20065,7,2,0,NA,NA
20065,8,2,0,NA,NA
20065,9,2,0,NA,NA
20065,10,2,0,NA,NA
20065,11,2,0,NA,NA
20065,12,2,0,NA,NA
20065,13,2,0,NA,NA
20065,14,2,0,NA,NA
20065,15,2,0,NA,NA
20065,16,2,0,NA,NA
20065,17,2,0,NA,NA
20065,18,2,0,NA,NA
20065,19,2,0,NA,NA
20065,20,2,0,NA,NA
20065,21,2,0,NA,NA
20065,22,2,0,NA,NA
20065,23,2,0,NA,NA
20066,1,2,0,NA,NA
20066,2,2,0,NA,NA
20066,3,2,0,NA,NA
20066,4,2,0,NA,NA
20066,5,2,0,NA,NA
20066,6,2,0,NA,NA
20066,7,2,0,NA,NA
20066,8,2,0,NA,NA
20066,9,2,0,NA,NA
20066,10,2,0,NA,NA
20066,11,1,2,2,0
20066,12,2,0,NA,NA
20066,13,2,0,NA,NA
20066,14,2,0,NA,NA
20066,15,2,0,NA,NA
20066,16,1,5,25000,0
20066,17,2,0,NA,NA
20066,18,2,0,NA,NA
20066,19,2,0,NA,NA
20066,20,2,0,NA,NA
20066,21,2,0,NA,NA
20066,22,2,0,NA,NA
20066,23,2,0,NA,NA
20067,1,2,0,NA,NA
20067,2,2,0,NA,NA
20067,3,2,0,NA,NA
20067,4,2,0,NA,NA
20067,5,2,0,NA,NA
20067,6,2,0,NA,NA
20067,7,2,0,NA,NA
20067,8,2,0,NA,NA
20067,9,1,1,230,221
20067,10,2,0,NA,NA
20067,11,2,0,NA,NA
20067,12,2,0,NA,NA
20067,13,2,0,NA,NA
20067,14,2,0,NA,NA
20067,15,2,0,NA,NA
20067,16,2,0,NA,NA
20067,17,2,0,NA,NA
20067,18,2,0,NA,NA
20067,19,2,0,NA,NA
20067,20,2,0,NA,NA
20067,21,2,0,NA,NA
20067,22,1,1,2,2
20067,23,2,0,NA,NA
20068,1,2,0,NA,NA
20068,2,2,0,NA,NA
20068,3,2,0,NA,NA
20068,4,2,0,NA,NA
20068,5,2,0,NA,NA
20068,6,2,0,NA,NA
20068,7,2,0,NA,NA
20068,8,2,0,NA,NA
20068,9,2,0,NA,NA
20068,10,2,0,NA,NA
20068,11,2,0,NA,NA
20068,12,2,0,NA,NA
20068,13,2,0,NA,NA
20068,14,2,0,NA,NA
20068,15,2,0,NA,NA
20068,16,2,0,NA,NA
20068,17,2,0,NA,NA
20068,18,2,0,NA,NA
20068,19,2,0,NA,NA
20068,20,2,0,NA,NA
20068,21,2,0,NA,NA
20068,22,2,0,NA,NA
20068,23,2,0,NA,NA
20069,1,2,0,NA,NA
20069,2,2,0,NA,NA
20069,3,2,0,NA,NA
20069,4,2,0,NA,NA
20069,5,2,0,NA,NA
20069,6,2,0,NA,NA
20069,7,2,0,NA,NA
20069,8,2,0,NA,NA
20069,9,2,0,NA,NA
20069,10,2,0,NA,NA
20069,11,2,0,NA,NA
20069,12,2,0,NA,NA
20069,13,2,0,NA,NA
20069,14,2,0,NA,NA
20069,15,2,0,NA,NA
20069,16,2,0,NA,NA
20069,17,2,0,NA,NA
20069,18,2,0,NA,NA
20069,19,2,0,NA,NA
20069,20,2,0,NA,NA
20069,21,2,0,NA,NA
20069,22,2,0,NA,NA
20069,23,2,0,NA,NA
20070,1,2,0,NA,NA
20070,2,2,0,NA,NA
20070,3,2,0,NA,NA
20070,4,2,0,NA,NA
20070,5,2,0,NA,NA
20070,6,2,0,NA,NA
20070,7,1,1,3,1
20070,8,2,0,NA,NA
20070,9,1,1,3,0
20070,10,2,0,NA,NA
20070,11,2,0,NA,NA
20070,12,1,1,2,0
20070,13,2,0,NA,NA
20070,14,2,0,NA,NA
20070,15,2,0,NA,NA
20070,16,2,0,NA,NA
20070,17,2,0,NA,NA
20070,18,2,0,NA,NA
20070,19,1,1,2,0
20070,20,2,0,NA,NA
20070,21,2,0,NA,NA
20070,22,2,0,NA,NA
20070,23,2,0,NA,NA
20071,1,2,0,NA,NA
20071,2,2,0,NA,NA
20071,3,2,0,NA,NA
20071,4,2,0,NA,NA
20071,5,2,0,NA,NA
20071,6,2,0,NA,NA
20071,7,2,0,NA,NA
20071,8,2,0,NA,NA
20071,9,2,0,NA,NA
20071,10,2,0,NA,NA
20071,11,2,0,NA,NA
20071,12,2,0,NA,NA
20071,13,2,0,NA,NA
20071,14,2,0,NA,NA
20071,15,2,0,NA,NA
20071,16,2,0,NA,NA
20071,17,2,0,NA,NA
20071,18,2,0,NA,NA
20071,19,2,0,NA,NA
20071,20,2,0,NA,NA
20071,21,2,0,NA,NA
20071,22,2,0,NA,NA
20071,23,2,0,NA,NA
20072,1,2,0,NA,NA
20072,2,2,0,NA,NA
20072,3,2,0,NA,NA
20072,4,2,0,NA,NA
20072,5,2,0,NA,NA
20072,6,2,0,NA,NA
20072,7,2,0,NA,NA
20072,8,2,0,NA,NA
20072,9,2,0,NA,NA
20072,10,2,0,NA,NA
20072,11,2,0,NA,NA
20072,12,2,0,NA,NA
20072,13,2,0,NA,NA
20072,14,2,0,NA,NA
20072,15,2,0,NA,NA
20072,16,2,0,NA,NA
20072,17,2,0,NA,NA
20072,18,2,0,NA,NA
20072,19,2,0,NA,NA
20072,20,2,0,NA,NA
20072,21,2,0,NA,NA
20072,22,2,0,NA,NA
20072,23,2,0,NA,NA
20073,1,1,1,6,6
20073,2,2,0,NA,NA
20073,3,1,1,1,1
20073,4,2,0,NA,NA
20073,5,2,0,NA,NA
20073,6,1,2,1,1
20073,7,1,4,5,5
20073,8,2,0,NA,NA
20073,9,1,1,3,3
20073,10,2,0,NA,NA
20073,11,1,1,10,7
20073,12,1,1,4,4
20073,13,1,1,5,4
20073,14,2,0,NA,NA
20073,15,2,0,NA,NA
20073,16,1,5,100000,40000
20073,17,1,1,4,2
20073,18,1,1,8,6
20073,19,1,1,40,15
20073,20,1,1,20,6
20073,21,1,1,50,15
20073,22,2,0,NA,NA
20073,23,2,0,NA,NA
20074,1,2,0,NA,NA
20074,2,2,0,NA,NA
20074,3,2,0,NA,NA
20074,4,2,0,NA,NA
20074,5,2,0,NA,NA
20074,6,2,0,NA,NA
20074,7,2,0,NA,NA
20074,8,2,0,NA,NA
20074,9,2,0,NA,NA
20074,10,2,0,NA,NA
20074,11,2,0,NA,NA
20074,12,2,0,NA,NA
20074,13,2,0,NA,NA
20074,14,2,0,NA,NA
20074,15,2,0,NA,NA
20074,16,2,0,NA,NA
20074,17,2,0,NA,NA
20074,18,2,0,NA,NA
20074,19,2,0,NA,NA
20074,20,2,0,NA,NA
20074,21,2,0,NA,NA
20074,22,2,0,NA,NA
20074,23,2,0,NA,NA
20075,1,2,0,NA,NA
20075,2,2,0,NA,NA
20075,3,2,0,NA,NA
20075,4,2,0,NA,NA
20075,5,2,0,NA,NA
20075,6,2,0,NA,NA
20075,7,2,0,NA,NA
20075,8,2,0,NA,NA
20075,9,2,0,NA,NA
20075,10,2,0,NA,NA
20075,11,2,0,NA,NA
20075,12,2,0,NA,NA
20075,13,2,0,NA,NA
20075,14,2,0,NA,NA
20075,15,2,0,NA,NA
20075,16,2,0,NA,NA
20075,17,2,0,NA,NA
20075,18,2,0,NA,NA
20075,19,2,0,NA,NA
20075,20,2,0,NA,NA
20075,21,2,0,NA,NA
20075,22,2,0,NA,NA
20075,23,2,0,NA,NA
20076,1,2,0,NA,NA
20076,2,2,0,NA,NA
20076,3,2,0,NA,NA
20076,4,2,0,NA,NA
20076,5,2,0,NA,NA
20076,6,2,0,NA,NA
20076,7,2,0,NA,NA
20076,8,2,0,NA,NA
20076,9,2,0,NA,NA
20076,10,2,0,NA,NA
20076,11,2,0,NA,NA
20076,12,2,0,NA,NA
20076,13,2,0,NA,NA
20076,14,2,0,NA,NA
20076,15,2,0,NA,NA
20076,16,2,0,NA,NA
20076,17,2,0,NA,NA
20076,18,2,0,NA,NA
20076,19,2,0,NA,NA
20076,20,2,0,NA,NA
20076,21,2,0,NA,NA
20076,22,2,0,NA,NA
20076,23,2,0,NA,NA
20077,1,2,0,NA,NA
20077,2,2,0,NA,NA
20077,3,2,0,NA,NA
20077,4,2,0,NA,NA
20077,5,2,0,NA,NA
20077,6,2,0,NA,NA
20077,7,2,0,NA,NA
20077,8,2,0,NA,NA
20077,9,2,0,NA,NA
20077,10,2,0,NA,NA
20077,11,2,0,NA,NA
20077,12,2,0,NA,NA
20077,13,2,0,NA,NA
20077,14,2,0,NA,NA
20077,15,2,0,NA,NA
20077,16,2,0,NA,NA
20077,17,2,0,NA,NA
20077,18,2,0,NA,NA
20077,19,2,0,NA,NA
20077,20,2,0,NA,NA
20077,21,2,0,NA,NA
20077,22,2,0,NA,NA
20077,23,2,0,NA,NA
20078,1,2,0,NA,NA
20078,2,2,0,NA,NA
20078,3,2,0,NA,NA
20078,4,2,0,NA,NA
20078,5,2,0,NA,NA
20078,6,2,0,NA,NA
20078,7,2,0,NA,NA
20078,8,2,0,NA,NA
20078,9,2,0,NA,NA
20078,10,2,0,NA,NA
20078,11,2,0,NA,NA
20078,12,2,0,NA,NA
20078,13,2,0,NA,NA
20078,14,2,0,NA,NA
20078,15,2,0,NA,NA
20078,16,2,0,NA,NA
20078,17,2,0,NA,NA
20078,18,2,0,NA,NA
20078,19,2,0,NA,NA
20078,20,1,1,1,1
20078,21,2,0,NA,NA
20078,22,2,0,NA,NA
20078,23,2,0,NA,NA
20079,1,2,0,NA,NA
20079,2,2,0,NA,NA
20079,3,2,0,NA,NA
20079,4,2,0,NA,NA
20079,5,2,0,NA,NA
20079,6,2,0,NA,NA
20079,7,2,0,NA,NA
20079,8,2,0,NA,NA
20079,9,2,0,NA,NA
20079,10,2,0,NA,NA
20079,11,2,0,NA,NA
20079,12,2,0,NA,NA
20079,13,2,0,NA,NA
20079,14,2,0,NA,NA
20079,15,2,0,NA,NA
20079,16,2,0,NA,NA
20079,17,2,0,NA,NA
20079,18,2,0,NA,NA
20079,19,2,0,NA,NA
20079,20,2,0,NA,NA
20079,21,2,0,NA,NA
20079,22,2,0,NA,NA
20079,23,2,0,NA,NA
20080,1,2,0,NA,NA
20080,2,2,0,NA,NA
20080,3,2,0,NA,NA
20080,4,2,0,NA,NA
20080,5,2,0,NA,NA
20080,6,2,0,NA,NA
20080,7,2,0,NA,NA
20080,8,2,0,NA,NA
20080,9,2,0,NA,NA
20080,10,2,0,NA,NA
20080,11,2,0,NA,NA
20080,12,2,0,NA,NA
20080,13,2,0,NA,NA
20080,14,2,0,NA,NA
20080,15,2,0,NA,NA
20080,16,2,0,NA,NA
20080,17,2,0,NA,NA
20080,18,2,0,NA,NA
20080,19,2,0,NA,NA
20080,20,2,0,NA,NA
20080,21,2,0,NA,NA
20080,22,2,0,NA,NA
20080,23,2,0,NA,NA
20081,1,2,0,NA,NA
20081,2,2,0,NA,NA
20081,3,2,0,NA,NA
20081,4,2,0,NA,NA
20081,5,2,0,NA,NA
20081,6,2,0,NA,NA
20081,7,2,0,NA,NA
20081,8,2,0,NA,NA
20081,9,2,0,NA,NA
20081,10,2,0,NA,NA
20081,11,2,0,NA,NA
20081,12,2,0,NA,NA
20081,13,2,0,NA,NA
20081,14,2,0,NA,NA
20081,15,2,0,NA,NA
20081,16,2,0,NA,NA
20081,17,2,0,NA,NA
20081,18,2,0,NA,NA
20081,19,2,0,NA,NA
20081,20,2,0,NA,NA
20081,21,2,0,NA,NA
20081,22,2,0,NA,NA
20081,23,2,0,NA,NA
20082,1,2,0,NA,NA
20082,2,2,0,NA,NA
20082,3,2,0,NA,NA
20082,4,2,0,NA,NA
20082,5,2,0,NA,NA
20082,6,2,0,NA,NA
20082,7,2,0,NA,NA
20082,8,2,0,NA,NA
20082,9,2,0,NA,NA
20082,10,2,0,NA,NA
20082,11,2,0,NA,NA
20082,12,2,0,NA,NA
20082,13,2,0,NA,NA
20082,14,2,0,NA,NA
20082,15,2,0,NA,NA
20082,16,2,0,NA,NA
20082,17,2,0,NA,NA
20082,18,2,0,NA,NA
20082,19,2,0,NA,NA
20082,20,2,0,NA,NA
20082,21,2,0,NA,NA
20082,22,2,0,NA,NA
20082,23,2,0,NA,NA
20083,1,2,0,NA,NA
20083,2,2,0,NA,NA
20083,3,2,0,NA,NA
20083,4,2,0,NA,NA
20083,5,2,0,NA,NA
20083,6,2,0,NA,NA
20083,7,2,0,NA,NA
20083,8,2,0,NA,NA
20083,9,1,1,8,2
20083,10,2,0,NA,NA
20083,11,2,0,NA,NA
20083,12,2,0,NA,NA
20083,13,2,0,NA,NA
20083,14,2,0,NA,NA
20083,15,2,0,NA,NA
20083,16,2,0,NA,NA
20083,17,2,0,NA,NA
20083,18,2,0,NA,NA
20083,19,2,0,NA,NA
20083,20,2,0,NA,NA
20083,21,2,0,NA,NA
20083,22,2,0,NA,NA
20083,23,2,0,NA,NA
20084,1,2,0,NA,NA
20084,2,2,0,NA,NA
20084,3,2,0,NA,NA
20084,4,2,0,NA,NA
20084,5,2,0,NA,NA
20084,6,2,0,NA,NA
20084,7,2,0,NA,NA
20084,8,2,0,NA,NA
20084,9,2,0,NA,NA
20084,10,2,0,NA,NA
20084,11,2,0,NA,NA
20084,12,2,0,NA,NA
20084,13,2,0,NA,NA
20084,14,2,0,NA,NA
20084,15,2,0,NA,NA
20084,16,2,0,NA,NA
20084,17,2,0,NA,NA
20084,18,2,0,NA,NA
20084,19,2,0,NA,NA
20084,20,2,0,NA,NA
20084,21,2,0,NA,NA
20084,22,2,0,NA,NA
20084,23,2,0,NA,NA
20085,1,2,0,NA,NA
20085,2,2,0,NA,NA
20085,3,2,0,NA,NA
20085,4,2,0,NA,NA
20085,5,2,0,NA,NA
20085,6,2,0,NA,NA
20085,7,2,0,NA,NA
20085,8,2,0,NA,NA
20085,9,2,0,NA,NA
20085,10,2,0,NA,NA
20085,11,2,0,NA,NA
20085,12,2,0,NA,NA
20085,13,2,0,NA,NA
20085,14,2,0,NA,NA
20085,15,2,0,NA,NA
20085,16,2,0,NA,NA
20085,17,2,0,NA,NA
20085,18,2,0,NA,NA
20085,19,2,0,NA,NA
20085,20,2,0,NA,NA
20085,21,2,0,NA,NA
20085,22,2,0,NA,NA
20085,23,2,0,NA,NA
20086,1,2,0,NA,NA
20086,2,2,0,NA,NA
20086,3,2,0,NA,NA
20086,4,2,0,NA,NA
20086,5,2,0,NA,NA
20086,6,2,0,NA,NA
20086,7,2,0,NA,NA
20086,8,2,0,NA,NA
20086,9,2,0,NA,NA
20086,10,2,0,NA,NA
20086,11,2,0,NA,NA
20086,12,2,0,NA,NA
20086,13,2,0,NA,NA
20086,14,2,0,NA,NA
20086,15,2,0,NA,NA
20086,16,2,0,NA,NA
20086,17,2,0,NA,NA
20086,18,2,0,NA,NA
20086,19,2,0,NA,NA
20086,20,2,0,NA,NA
20086,21,2,0,NA,NA
20086,22,2,0,NA,NA
20086,23,2,0,NA,NA
20087,1,2,0,NA,NA
20087,2,2,0,NA,NA
20087,3,2,0,NA,NA
20087,4,2,0,NA,NA
20087,5,2,0,NA,NA
20087,6,2,0,NA,NA
20087,7,1,1,1,0
20087,8,2,0,NA,NA
20087,9,2,0,NA,NA
20087,10,2,0,NA,NA
20087,11,1,1,3,0
20087,12,2,0,NA,NA
20087,13,2,0,NA,NA
20087,14,2,0,NA,NA
20087,15,2,0,NA,NA
20087,16,2,0,NA,NA
20087,17,2,0,NA,NA
20087,18,2,0,NA,NA
20087,19,1,1,2,0
20087,20,2,0,NA,NA
20087,21,2,0,NA,NA
20087,22,2,0,NA,NA
20087,23,2,0,NA,NA
20088,1,2,0,NA,NA
20088,2,2,0,NA,NA
20088,3,2,0,NA,NA
20088,4,2,0,NA,NA
20088,5,2,0,NA,NA
20088,6,2,0,NA,NA
20088,7,2,0,NA,NA
20088,8,2,0,NA,NA
20088,9,2,0,NA,NA
20088,10,2,0,NA,NA
20088,11,2,0,NA,NA
20088,12,2,0,NA,NA
20088,13,2,0,NA,NA
20088,14,2,0,NA,NA
20088,15,2,0,NA,NA
20088,16,2,0,NA,NA
20088,17,2,0,NA,NA
20088,18,2,0,NA,NA
20088,19,2,0,NA,NA
20088,20,2,0,NA,NA
20088,21,2,0,NA,NA
20088,22,2,0,NA,NA
20088,23,2,0,NA,NA
20089,1,2,0,NA,NA
20089,2,2,0,NA,NA
20089,3,2,0,NA,NA
20089,4,2,0,NA,NA
20089,5,2,0,NA,NA
20089,6,2,0,NA,NA
20089,7,2,0,NA,NA
20089,8,2,0,NA,NA
20089,9,2,0,NA,NA
20089,10,2,0,NA,NA
20089,11,2,0,NA,NA
20089,12,2,0,NA,NA
20089,13,2,0,NA,NA
20089,14,2,0,NA,NA
20089,15,2,0,NA,NA
20089,16,2,0,NA,NA
20089,17,2,0,NA,NA
20089,18,2,0,NA,NA
20089,19,2,0,NA,NA
20089,20,2,0,NA,NA
20089,21,2,0,NA,NA
20089,22,2,0,NA,NA
20089,23,2,0,NA,NA
20090,1,2,0,NA,NA
20090,2,2,0,NA,NA
20090,3,2,0,NA,NA
20090,4,2,0,NA,NA
20090,5,2,0,NA,NA
20090,6,2,0,NA,NA
20090,7,2,0,NA,NA
20090,8,2,0,NA,NA
20090,9,2,0,NA,NA
20090,10,2,0,NA,NA
20090,11,2,0,NA,NA
20090,12,2,0,NA,NA
20090,13,2,0,NA,NA
20090,14,2,0,NA,NA
20090,15,2,0,NA,NA
20090,16,2,0,NA,NA
20090,17,2,0,NA,NA
20090,18,2,0,NA,NA
20090,19,2,0,NA,NA
20090,20,2,0,NA,NA
20090,21,2,0,NA,NA
20090,22,2,0,NA,NA
20090,23,2,0,NA,NA
20091,1,2,0,NA,NA
20091,2,2,0,NA,NA
20091,3,2,0,NA,NA
20091,4,2,0,NA,NA
20091,5,2,0,NA,NA
20091,6,2,0,NA,NA
20091,7,2,0,NA,NA
20091,8,2,0,NA,NA
20091,9,2,0,NA,NA
20091,10,2,0,NA,NA
20091,11,2,0,NA,NA
20091,12,1,1,5,0
20091,13,2,0,NA,NA
20091,14,1,1,2,0
20091,15,2,0,NA,NA
20091,16,2,0,NA,NA
20091,17,2,0,NA,NA
20091,18,2,0,NA,NA
20091,19,2,0,NA,NA
20091,20,2,0,NA,NA
20091,21,2,0,NA,NA
20091,22,2,0,NA,NA
20091,23,2,0,NA,NA
20092,1,2,0,NA,NA
20092,2,2,0,NA,NA
20092,3,2,0,NA,NA
20092,4,2,0,NA,NA
20092,5,2,0,NA,NA
20092,6,2,0,NA,NA
20092,7,2,0,NA,NA
20092,8,2,0,NA,NA
20092,9,2,0,NA,NA
20092,10,2,0,NA,NA
20092,11,2,0,NA,NA
20092,12,2,0,NA,NA
20092,13,2,0,NA,NA
20092,14,2,0,NA,NA
20092,15,2,0,NA,NA
20092,16,1,5,2000,0
20092,17,2,0,NA,NA
20092,18,2,0,NA,NA
20092,19,2,0,NA,NA
20092,20,2,0,NA,NA
20092,21,2,0,NA,NA
20092,22,2,0,NA,NA
20092,23,2,0,NA,NA
20093,1,2,0,NA,NA
20093,2,2,0,NA,NA
20093,3,2,0,NA,NA
20093,4,2,0,NA,NA
20093,5,2,0,NA,NA
20093,6,2,0,NA,NA
20093,7,2,0,NA,NA
20093,8,1,1,5,0
20093,9,2,0,NA,NA
20093,10,2,0,NA,NA
20093,11,1,1,NSS,NSS
20093,12,2,0,NA,NA
20093,13,2,0,NA,NA
20093,14,2,0,NA,NA
20093,15,2,0,NA,NA
20093,16,2,0,NA,NA
20093,17,2,0,NA,NA
20093,18,2,0,NA,NA
20093,19,2,0,NA,NA
20093,20,1,1,1,1
20093,21,2,0,NA,NA
20093,22,2,0,NA,NA
20093,23,2,0,NA,NA
20094,1,2,0,NA,NA
20094,2,2,0,NA,NA
20094,3,2,0,NA,NA
20094,4,2,0,NA,NA
20094,5,2,0,NA,NA
20094,6,2,0,NA,NA
20094,7,2,0,NA,NA
20094,8,2,0,NA,NA
20094,9,2,0,NA,NA
20094,10,2,0,NA,NA
20094,11,2,0,NA,NA
20094,12,2,0,NA,NA
20094,13,2,0,NA,NA
20094,14,2,0,NA,NA
20094,15,2,0,NA,NA
20094,16,2,0,NA,NA
20094,17,2,0,NA,NA
20094,18,2,0,NA,NA
20094,19,2,0,NA,NA
20094,20,2,0,NA,NA
20094,21,2,0,NA,NA
20094,22,2,0,NA,NA
20094,23,2,0,NA,NA
20095,1,2,0,NA,NA
20095,2,2,0,NA,NA
20095,3,2,0,NA,NA
20095,4,2,0,NA,NA
20095,5,2,0,NA,NA
20095,6,2,0,NA,NA
20095,7,2,0,NA,NA
20095,8,2,0,NA,NA
20095,9,2,0,NA,NA
20095,10,2,0,NA,NA
20095,11,2,0,NA,NA
20095,12,2,0,NA,NA
20095,13,2,0,NA,NA
20095,14,2,0,NA,NA
20095,15,2,0,NA,NA
20095,16,2,0,NA,NA
20095,17,2,0,NA,NA
20095,18,2,0,NA,NA
20095,19,2,0,NA,NA
20095,20,2,0,NA,NA
20095,21,2,0,NA,NA
20095,22,2,0,NA,NA
20095,23,2,0,NA,NA
20096,1,2,0,NA,NA
20096,2,2,0,NA,NA
20096,3,2,0,NA,NA
20096,4,2,0,NA,NA
20096,5,2,0,NA,NA
20096,6,2,0,NA,NA
20096,7,2,0,NA,NA
20096,8,2,0,NA,NA
20096,9,2,0,NA,NA
20096,10,2,0,NA,NA
20096,11,1,1,42,0
20096,12,2,0,NA,NA
20096,13,2,0,NA,NA
20096,14,2,0,NA,NA
20096,15,2,0,NA,NA
20096,16,2,0,NA,NA
20096,17,2,0,NA,NA
20096,18,2,0,NA,NA
20096,19,2,0,NA,NA
20096,20,2,0,NA,NA
20096,21,2,0,NA,NA
20096,22,2,0,NA,NA
20096,23,2,0,NA,NA
20097,1,2,0,NA,NA
20097,2,2,0,NA,NA
20097,3,2,0,NA,NA
20097,4,2,0,NA,NA
20097,5,2,0,NA,NA
20097,6,2,0,NA,NA
20097,7,2,0,NA,NA
20097,8,2,0,NA,NA
20097,9,2,0,NA,NA
20097,10,2,0,NA,NA
20097,11,2,0,NA,NA
20097,12,2,0,NA,NA
20097,13,2,0,NA,NA
20097,14,2,0,NA,NA
20097,15,2,0,NA,NA
20097,16,2,0,NA,NA
20097,17,2,0,NA,NA
20097,18,2,0,NA,NA
20097,19,2,0,NA,NA
20097,20,2,0,NA,NA
20097,21,2,0,NA,NA
20097,22,2,0,NA,NA
20097,23,2,0,NA,NA
20098,1,2,0,NA,NA
20098,2,2,0,NA,NA
20098,3,2,0,NA,NA
20098,4,2,0,NA,NA
20098,5,2,0,NA,NA
20098,6,2,0,NA,NA
20098,7,2,0,NA,NA
20098,8,2,0,NA,NA
20098,9,2,0,NA,NA
20098,10,2,0,NA,NA
20098,11,2,0,NA,NA
20098,12,2,0,NA,NA
20098,13,2,0,NA,NA
20098,14,2,0,NA,NA
20098,15,2,0,NA,NA
20098,16,2,0,NA,NA
20098,17,2,0,NA,NA
20098,18,2,0,NA,NA
20098,19,2,0,NA,NA
20098,20,2,0,NA,NA
20098,21,2,0,NA,NA
20098,22,2,0,NA,NA
20098,23,2,0,NA,NA
20099,1,2,0,NA,NA
20099,2,2,0,NA,NA
20099,3,2,0,NA,NA
20099,4,2,0,NA,NA
20099,5,2,0,NA,NA
20099,6,2,0,NA,NA
20099,7,2,0,NA,NA
20099,8,2,0,NA,NA
20099,9,1,1,1,1
20099,10,2,0,NA,NA
20099,11,2,0,NA,NA
20099,12,2,0,NA,NA
20099,13,2,0,NA,NA
20099,14,1,1,1,1
20099,15,2,0,NA,NA
20099,16,2,0,NA,NA
20099,17,2,0,NA,NA
20099,18,2,0,NA,NA
20099,19,2,0,NA,NA
20099,20,2,0,NA,NA
20099,21,2,0,NA,NA
20099,22,2,0,NA,NA
20099,23,2,0,NA,NA
20100,1,2,0,NA,NA
20100,2,2,0,NA,NA
20100,3,2,0,NA,NA
20100,4,2,0,NA,NA
20100,5,2,0,NA,NA
20100,6,2,0,NA,NA
20100,7,2,0,NA,NA
20100,8,2,0,NA,NA
20100,9,2,0,NA,NA
20100,10,2,0,NA,NA
20100,11,2,0,NA,NA
20100,12,2,0,NA,NA
20100,13,2,0,NA,NA
20100,14,2,0,NA,NA
20100,15,2,0,NA,NA
