ubicageo_f,funcsepu_a,sexostt,sexos1,sexos2
10017,2,2,2,0
10017,3,4,4,0
10017,4,0,0,0
10018,1,0,0,0
10018,2,14,11,3
10018,3,0,0,0
10018,4,0,0,0
10019,1,0,0,0
10019,2,1,1,0
10019,3,0,0,0
10019,4,0,0,0
10020,1,0,0,0
10020,2,7,7,0
10020,3,0,0,0
10020,4,0,0,0
10021,1,0,0,0
10021,2,7,6,1
10021,3,0,0,0
10021,4,0,0,0
10022,1,0,0,0
10022,2,42,35,7
10022,3,0,0,0
10022,4,0,0,0
10023,1,0,0,0
10023,2,72,55,17
10023,3,72,55,17
10023,4,0,0,0
10024,1,0,0,0
10024,2,7,7,0
10024,3,0,0,0
10024,4,0,0,0
10025,1,0,0,0
10025,2,2,2,0
10025,3,0,0,0
10025,4,0,0,0
10026,1,0,0,0
10026,2,26,23,3
10026,3,0,0,0
10026,4,0,0,0
10027,1,0,0,0
10027,2,0,0,0
10027,3,0,0,0
10027,4,0,0,0
10028,1,0,0,0
10028,2,17,15,2
10028,3,0,0,0
10028,4,0,0,0
10029,1,0,0,0
10029,2,5,4,1
10029,3,0,0,0
10029,4,0,0,0
10030,1,0,0,0
10030,2,3,3,0
10030,3,0,0,0
10030,4,0,0,0
10031,1,0,0,0
10031,2,10,7,3
10031,3,0,0,0
10031,4,0,0,0
10032,1,0,0,0
10032,2,44,34,10
10032,3,0,0,0
10032,4,0,0,0
10033,1,0,0,0
10033,2,13,13,0
10033,3,0,0,0
10033,4,0,0,0
10034,1,2,2,0
10034,2,10,9,1
10034,3,3,1,2
10034,4,14,12,2
10035,1,0,0,0
10035,2,13,11,2
10035,3,0,0,0
10035,4,0,0,0
10036,1,0,0,0
10036,2,0,0,0
10036,3,9,7,2
10036,4,0,0,0
10037,1,0,0,0
10037,2,3,2,1
10037,3,0,0,0
10037,4,0,0,0
10038,1,0,0,0
10038,2,7,3,4
10038,3,0,0,0
10038,4,0,0,0
10039,1,0,0,0
10039,2,28,23,5
10039,3,0,0,0
10039,4,0,0,0
11001,1,0,0,0
11001,2,78,67,11
11001,3,0,0,0
11001,4,0,0,0
11002,1,0,0,0
11002,2,180,153,27
11002,3,0,0,0
11002,4,0,0,0
11003,1,0,0,0
11003,2,270,156,114
11003,3,0,0,0
11003,4,0,0,0
11004,1,0,0,0
11004,2,0,0,0
11004,3,20,20,0
11004,4,50,43,7
11005,1,0,0,0
11005,2,0,0,0
11005,3,80,57,23
11005,4,30,30,0
11006,1,0,0,0
11006,2,11,10,1
11006,3,0,0,0
11006,4,0,0,0
11007,1,0,0,0
11007,2,0,0,0
11007,3,41,25,16
11007,4,339,221,118
11008,1,NSS,NSS,NSS
11008,2,NSS,NSS,NSS
11008,3,NSS,NSS,NSS
11008,4,NSS,NSS,NSS
11009,1,0,0,0
11009,2,89,62,27
11009,3,0,0,0
11009,4,0,0,0
11010,1,0,0,0
11010,2,0,0,0
11010,3,0,0,0
11010,4,0,0,0
11011,1,0,0,0
11011,2,4,0,4
11011,3,0,0,0
11011,4,0,0,0
11012,1,0,0,0
11012,2,36,28,8
11012,3,0,0,0
11012,4,0,0,0
11013,1,0,0,0
11013,2,45,28,17
11013,3,6,2,4
11013,4,0,0,0
11014,1,0,0,0
11014,2,0,0,0
11014,3,169,127,42
11014,4,0,0,0
11015,1,0,0,0
11015,2,307,177,130
11015,3,0,0,0
11015,4,0,0,0
11016,1,0,0,0
11016,2,0,0,0
11016,3,22,17,5
11016,4,0,0,0
11017,1,0,0,0
11017,2,0,0,0
11017,3,806,570,236
11017,4,0,0,0
11018,1,0,0,0
11018,2,84,67,17
11018,3,0,0,0
11018,4,0,0,0
11019,1,0,0,0
11019,2,0,0,0
11019,3,0,0,0
11019,4,0,0,0
11020,1,32,27,5
11020,2,2508,1774,734
11020,3,0,0,0
11020,4,16,14,2
11021,1,0,0,0
11021,2,108,95,13
11021,3,0,0,0
11021,4,0,0,0
11022,1,0,0,0
11022,2,58,46,12
11022,3,0,0,0
11022,4,0,0,0
11023,1,0,0,0
11023,2,262,217,45
11023,3,20,9,11
11023,4,10,7,3
11024,1,0,0,0
11024,2,10,7,3
11024,3,0,0,0
11024,4,0,0,0
11025,1,0,0,0
11025,2,78,61,17
11025,3,0,0,0
11025,4,0,0,0
11026,1,1,1,0
11026,2,60,49,11
11026,3,0,0,0
11026,4,0,0,0
11027,1,0,0,0
11027,2,0,0,0
11027,3,143,87,56
11027,4,0,0,0
11028,1,0,0,0
11028,2,0,0,0
11028,3,5,3,2
11028,4,0,0,0
11029,1,0,0,0
11029,2,38,33,5
11029,3,0,0,0
11029,4,0,0,0
11030,1,0,0,0
11030,2,40,35,5
11030,3,41,31,10
11030,4,48,35,13
11031,1,0,0,0
11031,2,9,4,5
11031,3,176,147,29
11031,4,40,38,2
11032,1,0,0,0
11032,2,96,78,18
11032,3,0,0,0
11032,4,0,0,0
11033,1,0,0,0
11033,2,0,0,0
11033,3,94,54,40
11033,4,0,0,0
11034,1,0,0,0
11034,2,21,19,2
11034,3,0,0,0
11034,4,0,0,0
11035,1,0,0,0
11035,2,0,0,0
11035,3,0,0,0
11035,4,0,0,0
11036,1,0,0,0
11036,2,34,22,12
11036,3,0,0,0
11036,4,0,0,0
11037,1,0,0,0
11037,2,15,12,3
11037,3,200,137,63
11037,4,0,0,0
11038,1,NSS,NSS,NSS
11038,2,NSS,NSS,NSS
11038,3,NSS,NSS,NSS
11038,4,NSS,NSS,NSS
11039,1,NSS,NSS,NSS
11039,2,NSS,NSS,NSS
11039,3,NSS,NSS,NSS
11039,4,NSS,NSS,NSS
11040,1,0,0,0
11040,2,1,1,0
11040,3,27,18,9
11040,4,27,18,9
11041,1,0,0,0
11041,2,4,2,2
11041,3,23,13,10
11041,4,0,0,0
11042,1,0,0,0
11042,2,4,3,1
11042,3,4,2,2
11042,4,0,0,0
11043,1,0,0,0
11043,2,13,12,1
11043,3,0,0,0
11043,4,0,0,0
11044,1,0,0,0
11044,2,4,0,4
11044,3,89,65,24
11044,4,0,0,0
11045,1,0,0,0
11045,2,0,0,0
11045,3,16,14,2
11045,4,0,0,0
11046,1,0,0,0
11046,2,0,0,0
11046,3,115,89,26
11046,4,0,0,0
12001,1,0,0,0
12001,2,3,2,1
12001,3,0,0,0
12001,4,0,0,0
12002,1,0,0,0
12002,2,31,29,2
12002,3,0,0,0
12002,4,0,0,0
12003,1,0,0,0
12003,2,5,5,0
12003,3,2,2,0
12003,4,0,0,0
12004,1,0,0,0
12004,2,44,41,3
12004,3,0,0,0
12004,4,0,0,0
12005,1,0,0,0
12005,2,17,14,3
12005,3,0,0,0
12005,4,0,0,0
12006,1,0,0,0
12006,2,0,0,0
12006,3,0,0,0
12006,4,0,0,0
12007,1,0,0,0
12007,2,33,32,1
12007,3,0,0,0
12007,4,0,0,0
12008,1,0,0,0
12008,2,20,18,2
12008,3,0,0,0
12008,4,0,0,0
12009,1,0,0,0
12009,2,15,14,1
12009,3,0,0,0
12009,4,0,0,0
12010,1,0,0,0
12010,2,39,35,4
12010,3,0,0,0
12010,4,0,0,0
12011,1,0,0,0
12011,2,2,1,1
12011,3,0,0,0
12011,4,134,120,14
12012,1,0,0,0
12012,2,53,53,0
12012,3,0,0,0
12012,4,0,0,0
12013,1,0,0,0
12013,2,21,21,0
12013,3,0,0,0
12013,4,0,0,0
12014,1,0,0,0
12014,2,30,30,0
12014,3,0,0,0
12014,4,0,0,0
12015,1,0,0,0
12015,2,0,0,0
12015,3,0,0,0
12015,4,0,0,0
12016,1,0,0,0
12016,2,0,0,0
12016,3,0,0,0
12016,4,0,0,0
12017,1,0,0,0
12017,2,0,0,0
12017,3,0,0,0
12017,4,0,0,0
12018,1,0,0,0
12018,2,35,31,4
12018,3,0,0,0
12018,4,0,0,0
12019,1,0,0,0
12019,2,16,14,2
12019,3,0,0,0
12019,4,0,0,0
12020,1,0,0,0
12020,2,41,40,1
12020,3,3,2,1
12020,4,0,0,0
12021,1,0,0,0
12021,2,0,0,0
12021,3,0,0,0
12021,4,0,0,0
12022,1,0,0,0
12022,2,15,12,3
12022,3,0,0,0
12022,4,0,0,0
12023,1,0,0,0
12023,2,39,33,6
12023,3,0,0,0
12023,4,0,0,0
12024,1,0,0,0
12024,2,14,12,2
12024,3,0,0,0
12024,4,0,0,0
12025,1,0,0,0
12025,2,20,20,0
12025,3,0,0,0
12025,4,0,0,0
12026,1,0,0,0
12026,2,0,0,0
12026,3,0,0,0
12026,4,0,0,0
12027,1,0,0,0
12027,2,7,3,4
12027,3,0,0,0
12027,4,0,0,0
12028,1,4,3,1
12028,2,93,66,27
12028,3,0,0,0
12028,4,0,0,0
12029,1,0,0,0
12029,2,120,76,44
12029,3,0,0,0
12029,4,0,0,0
12030,1,0,0,0
12030,2,35,33,2
12030,3,0,0,0
12030,4,0,0,0
12031,1,0,0,0
12031,2,0,0,0
12031,3,0,0,0
12031,4,0,0,0
12032,1,0,0,0
12032,2,17,15,2
12032,3,0,0,0
12032,4,0,0,0
12033,1,0,0,0
12033,2,30,26,4
12033,3,0,0,0
12033,4,0,0,0
12034,1,0,0,0
12034,2,59,55,4
12034,3,0,0,0
12034,4,0,0,0
12035,1,0,0,0
12035,2,0,0,0
12035,3,237,206,31
12035,4,0,0,0
12036,1,0,0,0
12036,2,21,20,1
12036,3,0,0,0
12036,4,0,0,0
12037,1,0,0,0
12037,2,13,11,2
12037,3,0,0,0
12037,4,0,0,0
12038,1,0,0,0
12038,2,156,141,15
12038,3,0,0,0
12038,4,0,0,0
12039,1,0,0,0
12039,2,24,20,4
12039,3,0,0,0
12039,4,0,0,0
12040,1,0,0,0
12040,2,0,0,0
12040,3,0,0,0
12040,4,14,14,0
12041,1,0,0,0
12041,2,18,17,1
12041,3,0,0,0
12041,4,0,0,0
12042,1,0,0,0
12042,2,19,18,1
12042,3,0,0,0
12042,4,0,0,0
12043,1,0,0,0
12043,2,23,21,2
12043,3,0,0,0
12043,4,0,0,0
12044,1,0,0,0
12044,2,10,10,0
12044,3,4,3,1
12044,4,2,2,0
12045,1,0,0,0
12045,2,27,23,4
12045,3,0,0,0
12045,4,0,0,0
12046,1,0,0,0
12046,2,59,54,5
12046,3,118,111,7
12046,4,0,0,0
12047,1,0,0,0
12047,2,0,0,0
12047,3,0,0,0
12047,4,0,0,0
12048,1,0,0,0
12048,2,97,75,22
12048,3,0,0,0
12048,4,0,0,0
12049,1,0,0,0
12049,2,10,8,2
12049,3,1,1,0
12049,4,0,0,0
12050,1,0,0,0
12050,2,31,25,6
12050,3,0,0,0
12050,4,0,0,0
12051,1,0,0,0
12051,2,16,16,0
12051,3,10,10,0
12051,4,0,0,0
12052,1,0,0,0
12052,2,25,20,5
12052,3,25,20,5
12052,4,25,20,5
12053,1,0,0,0
12053,2,70,66,4
12053,3,0,0,0
12053,4,0,0,0
12054,1,0,0,0
12054,2,10,8,2
12054,3,0,0,0
12054,4,0,0,0
12055,1,0,0,0
12055,2,34,27,7
12055,3,0,0,0
12055,4,0,0,0
12056,1,0,0,0
12056,2,57,57,0
12056,3,0,0,0
12056,4,0,0,0
12057,1,0,0,0
12057,2,91,89,2
12057,3,0,0,0
12057,4,0,0,0
12058,1,0,0,0
12058,2,0,0,0
12058,3,14,12,2
12058,4,0,0,0
12059,1,0,0,0
12059,2,28,28,0
12059,3,0,0,0
12059,4,0,0,0
12060,1,0,0,0
12060,2,0,0,0
12060,3,0,0,0
12060,4,0,0,0
12061,1,0,0,0
12061,2,2,0,2
12061,3,32,22,10
12061,4,26,22,4
12062,1,0,0,0
12062,2,34,32,2
12062,3,0,0,0
12062,4,0,0,0
12063,1,0,0,0
12063,2,17,14,3
12063,3,0,0,0
12063,4,0,0,0
12064,1,0,0,0
12064,2,14,14,0
12064,3,0,0,0
12064,4,0,0,0
12065,1,0,0,0
12065,2,15,11,4
12065,3,0,0,0
12065,4,0,0,0
12066,1,0,0,0
12066,2,81,63,18
12066,3,0,0,0
12066,4,0,0,0
12067,1,0,0,0
12067,2,23,21,2
12067,3,0,0,0
12067,4,0,0,0
12068,1,0,0,0
12068,2,50,45,5
12068,3,0,0,0
12068,4,0,0,0
12069,1,0,0,0
12069,2,9,9,0
12069,3,0,0,0
12069,4,0,0,0
12070,1,0,0,0
12070,2,16,14,2
12070,3,0,0,0
12070,4,0,0,0
12071,1,0,0,0
12071,2,39,39,0
12071,3,0,0,0
12071,4,0,0,0
12072,1,0,0,0
12072,2,16,15,1
12072,3,0,0,0
12072,4,0,0,0
12073,1,0,0,0
12073,2,12,12,0
12073,3,0,0,0
12073,4,0,0,0
12074,1,0,0,0
12074,2,0,0,0
12074,3,0,0,0
12074,4,0,0,0
12075,1,0,0,0
12075,2,39,35,4
12075,3,0,0,0
12075,4,0,0,0
12076,1,0,0,0
12076,2,29,27,2
12076,3,0,0,0
12076,4,0,0,0
12077,1,0,0,0
12077,2,35,33,2
12077,3,0,0,0
12077,4,0,0,0
12078,1,0,0,0
12078,2,38,32,6
12078,3,0,0,0
12078,4,0,0,0
12079,1,0,0,0
12079,2,31,26,5
12079,3,0,0,0
12079,4,0,0,0
12080,1,0,0,0
12080,2,0,0,0
12080,3,0,0,0
12080,4,0,0,0
12081,1,0,0,0
12081,2,30,26,4
12081,3,0,0,0
12081,4,0,0,0
12082,1,NA,NA,NA
12082,2,NA,NA,NA
12082,3,NA,NA,NA
12082,4,NA,NA,NA
12083,1,NA,NA,NA
12083,2,NA,NA,NA
12083,3,NA,NA,NA
12083,4,NA,NA,NA
12084,1,NA,NA,NA
12084,2,NA,NA,NA
12084,3,NA,NA,NA
12084,4,NA,NA,NA
12085,1,NA,NA,NA
12085,2,NA,NA,NA
12085,3,NA,NA,NA
12085,4,NA,NA,NA
13001,1,0,0,0
13001,2,27,20,7
13001,3,0,0,0
13001,4,0,0,0
13002,1,0,0,0
13002,2,49,39,10
13002,3,0,0,0
13002,4,0,0,0
13003,1,13,9,4
13003,2,39,31,8
13003,3,2,2,0
13003,4,0,0,0
13004,1,0,0,0
13004,2,20,13,7
13004,3,0,0,0
13004,4,0,0,0
13005,1,0,0,0
13005,2,21,17,4
13005,3,0,0,0
13005,4,0,0,0
13006,1,0,0,0
13006,2,0,0,0
13006,3,0,0,0
13006,4,0,0,0
13007,1,0,0,0
13007,2,28,21,7
13007,3,1,0,1
13007,4,0,0,0
13008,1,0,0,0
13008,2,0,0,0
13008,3,1,1,0
13008,4,0,0,0
13009,1,0,0,0
13009,2,0,0,0
13009,3,19,17,2
13009,4,0,0,0
13010,1,0,0,0
13010,2,57,49,8
13010,3,2,1,1
13010,4,0,0,0
13011,1,0,0,0
13011,2,22,21,1
13011,3,0,0,0
13011,4,0,0,0
13012,1,0,0,0
13012,2,0,0,0
13012,3,0,0,0
13012,4,0,0,0
13013,1,0,0,0
13013,2,0,0,0
13013,3,53,34,19
13013,4,0,0,0
13014,1,0,0,0
13014,2,0,0,0
13014,3,0,0,0
13014,4,0,0,0
13015,1,0,0,0
13015,2,0,0,0
13015,3,0,0,0
13015,4,0,0,0
13016,1,0,0,0
13016,2,47,37,10
13016,3,0,0,0
13016,4,0,0,0
13017,1,0,0,0
13017,2,16,12,4
13017,3,1,1,0
13017,4,0,0,0
13018,1,0,0,0
13018,2,18,15,3
13018,3,0,0,0
13018,4,0,0,0
13019,1,0,0,0
13019,2,0,0,0
13019,3,0,0,0
13019,4,0,0,0
13020,1,0,0,0
13020,2,10,8,2
13020,3,0,0,0
13020,4,0,0,0
13021,1,0,0,0
13021,2,35,25,10
13021,3,0,0,0
13021,4,0,0,0
13022,1,0,0,0
13022,2,0,0,0
13022,3,27,20,7
13022,4,0,0,0
13023,1,0,0,0
13023,2,25,19,6
13023,3,0,0,0
13023,4,0,0,0
13024,1,0,0,0
13024,2,22,18,4
13024,3,0,0,0
13024,4,0,0,0
13025,1,0,0,0
13025,2,31,26,5
13025,3,0,0,0
13025,4,0,0,0
13026,1,0,0,0
13026,2,24,22,2
13026,3,0,0,0
13026,4,0,0,0
13027,1,0,0,0
13027,2,21,19,2
13027,3,0,0,0
13027,4,0,0,0
13028,1,0,0,0
13028,2,121,111,10
13028,3,0,0,0
13028,4,0,0,0
13029,1,0,0,0
13029,2,29,24,5
13029,3,0,0,0
13029,4,0,0,0
13030,1,0,0,0
13030,2,63,48,15
13030,3,0,0,0
13030,4,3,3,0
13031,1,0,0,0
13031,2,17,13,4
13031,3,0,0,0
13031,4,0,0,0
13032,1,0,0,0
13032,2,22,20,2
13032,3,0,0,0
13032,4,0,0,0
13033,1,0,0,0
13033,2,6,5,1
13033,3,6,4,2
13033,4,0,0,0
13034,1,0,0,0
13034,2,12,5,7
13034,3,3,3,0
13034,4,0,0,0
13035,1,0,0,0
13035,2,10,6,4
13035,3,0,0,0
13035,4,0,0,0
13036,1,0,0,0
13036,2,30,23,7
13036,3,0,0,0
13036,4,0,0,0
13037,1,0,0,0
13037,2,13,9,4
13037,3,0,0,0
13037,4,0,0,0
13038,1,0,0,0
13038,2,19,16,3
13038,3,0,0,0
13038,4,0,0,0
13039,1,0,0,0
13039,2,26,22,4
13039,3,0,0,0
13039,4,0,0,0
13040,1,0,0,0
13040,2,15,13,2
13040,3,0,0,0
13040,4,15,13,2
13041,1,0,0,0
13041,2,71,57,14
13041,3,0,0,0
13041,4,0,0,0
13042,1,0,0,0
13042,2,0,0,0
13042,3,0,0,0
13042,4,0,0,0
13043,1,0,0,0
13043,2,15,15,0
13043,3,0,0,0
13043,4,0,0,0
13044,1,0,0,0
13044,2,23,20,3
13044,3,0,0,0
13044,4,0,0,0
13045,1,0,0,0
13045,2,20,16,4
13045,3,0,0,0
13045,4,0,0,0
13046,1,0,0,0
13046,2,0,0,0
13046,3,1,0,1
13046,4,0,0,0
13047,1,0,0,0
13047,2,16,13,3
13047,3,0,0,0
13047,4,0,0,0
13048,1,0,0,0
13048,2,33,20,13
13048,3,457,376,81
13048,4,0,0,0
13049,1,0,0,0
13049,2,18,15,3
13049,3,0,0,0
13049,4,0,0,0
13050,1,0,0,0
13050,2,0,0,0
13050,3,0,0,0
13050,4,0,0,0
13051,1,8,7,1
13051,2,142,121,21
13051,3,14,7,7
13051,4,0,0,0
13052,1,0,0,0
13052,2,39,31,8
13052,3,0,0,0
13052,4,0,0,0
13053,1,0,0,0
13053,2,40,35,5
13053,3,0,0,0
13053,4,0,0,0
13054,1,0,0,0
13054,2,19,16,3
13054,3,0,0,0
13054,4,0,0,0
13055,1,30,23,7
13055,2,30,23,7
13055,3,30,23,7
13055,4,30,23,7
13056,1,0,0,0
13056,2,53,37,16
13056,3,2,1,1
13056,4,0,0,0
13057,1,0,0,0
13057,2,0,0,0
13057,3,0,0,0
13057,4,0,0,0
13058,1,0,0,0
13058,2,13,7,6
13058,3,0,0,0
13058,4,0,0,0
13059,1,0,0,0
13059,2,17,15,2
13059,3,0,0,0
13059,4,0,0,0
13060,1,0,0,0
13060,2,30,24,6
13060,3,0,0,0
13060,4,0,0,0
13061,1,0,0,0
13061,2,5,3,2
13061,3,80,62,18
13061,4,1,1,0
13062,1,0,0,0
13062,2,27,23,4
13062,3,0,0,0
13062,4,0,0,0
13063,1,2,0,2
13063,2,1,0,1
13063,3,93,75,18
13063,4,0,0,0
13064,1,0,0,0
13064,2,10,9,1
13064,3,0,0,0
13064,4,0,0,0
13065,1,0,0,0
13065,2,12,8,4
13065,3,0,0,0
13065,4,0,0,0
13066,1,0,0,0
13066,2,16,11,5
13066,3,0,0,0
13066,4,0,0,0
13067,1,0,0,0
13067,2,56,42,14
13067,3,2,2,0
13067,4,0,0,0
13068,1,0,0,0
13068,2,23,19,4
13068,3,0,0,0
13068,4,0,0,0
13069,1,0,0,0
13069,2,140,107,33
13069,3,0,0,0
13069,4,0,0,0
13070,1,0,0,0
13070,2,0,0,0
13070,3,1,1,0
13070,4,0,0,0
13071,1,0,0,0
13071,2,13,11,2
13071,3,0,0,0
13071,4,0,0,0
13072,1,0,0,0
13072,2,9,5,4
13072,3,0,0,0
13072,4,0,0,0
13073,1,0,0,0
13073,2,0,0,0
13073,3,0,0,0
13073,4,0,0,0
13074,1,0,0,0
13074,2,28,22,6
13074,3,0,0,0
13074,4,0,0,0
13075,1,0,0,0
13075,2,22,16,6
13075,3,0,0,0
13075,4,2,0,2
13076,1,0,0,0
13076,2,0,0,0
13076,3,191,146,45
13076,4,0,0,0
13077,1,0,0,0
13077,2,172,134,38
13077,3,10,10,0
13077,4,10,10,0
13078,1,0,0,0
13078,2,14,12,2
13078,3,0,0,0
13078,4,0,0,0
13079,1,0,0,0
13079,2,20,16,4
13079,3,0,0,0
13079,4,0,0,0
13080,1,0,0,0
13080,2,37,32,5
13080,3,0,0,0
13080,4,0,0,0
13081,1,0,0,0
13081,2,65,55,10
13081,3,0,0,0
13081,4,0,0,0
13082,1,0,0,0
13082,2,2,2,0
13082,3,0,0,0
13082,4,0,0,0
13083,1,0,0,0
13083,2,4,3,1
13083,3,0,0,0
13083,4,65,43,22
13084,1,0,0,0
13084,2,1,0,1
13084,3,0,0,0
13084,4,0,0,0
14001,1,0,0,0
14001,2,23,20,3
14001,3,13,12,1
14001,4,0,0,0
14002,1,0,0,0
14002,2,23,19,4
14002,3,0,0,0
14002,4,0,0,0
14003,1,0,0,0
14003,2,31,21,10
14003,3,0,0,0
14003,4,0,0,0
14004,1,0,0,0
14004,2,0,0,0
14004,3,12,8,4
14004,4,0,0,0
14005,1,34,22,12
14005,2,1,1,0
14005,3,34,22,12
14005,4,34,22,12
14006,1,0,0,0
14006,2,75,64,11
14006,3,0,0,0
14006,4,0,0,0
14007,1,22,13,9
14007,2,22,13,9
14007,3,22,13,9
14007,4,22,13,9
14008,1,0,0,0
14008,2,8,1,7
14008,3,8,1,7
14008,4,4,4,0
14009,1,0,0,0
14009,2,48,34,14
14009,3,0,0,0
14009,4,0,0,0
14010,1,0,0,0
14010,2,11,7,4
14010,3,0,0,0
14010,4,0,0,0
14011,1,0,0,0
14011,2,14,10,4
14011,3,0,0,0
14011,4,0,0,0
14012,1,17,7,10
14012,2,17,7,10
14012,3,17,7,10
14012,4,17,7,10
14013,1,0,0,0
14013,2,71,49,22
14013,3,5,0,5
14013,4,71,49,22
14014,1,0,0,0
14014,2,17,12,5
14014,3,0,0,0
14014,4,0,0,0
14015,1,0,0,0
14015,2,5,1,4
14015,3,0,0,0
14015,4,0,0,0
14016,1,1,0,1
14016,2,12,10,2
14016,3,30,30,0
14016,4,0,0,0
14017,1,7,7,0
14017,2,6,2,4
14017,3,6,4,2
14017,4,2,2,0
14018,1,0,0,0
14018,2,67,50,17
14018,3,0,0,0
14018,4,0,0,0
14019,1,0,0,0
14019,2,22,19,3
14019,3,0,0,0
14019,4,0,0,0
14020,1,0,0,0
14020,2,16,12,4
14020,3,0,0,0
14020,4,0,0,0
14021,1,0,0,0
14021,2,30,24,6
14021,3,0,0,0
14021,4,0,0,0
14022,1,0,0,0
14022,2,0,0,0
14022,3,103,73,30
14022,4,0,0,0
14023,1,0,0,0
14023,2,187,140,47
14023,3,0,0,0
14023,4,2,2,0
14024,1,0,0,0
14024,2,1,0,1
14024,3,51,38,13
14024,4,0,0,0
14025,1,0,0,0
14025,2,33,24,9
14025,3,0,0,0
14025,4,0,0,0
14026,1,2,0,2
14026,2,8,5,3
14026,3,0,0,0
14026,4,0,0,0
14027,1,0,0,0
14027,2,43,39,4
14027,3,0,0,0
14027,4,0,0,0
14028,1,0,0,0
14028,2,0,0,0
14028,3,0,0,0
14028,4,0,0,0
14029,1,0,0,0
14029,2,1,1,0
14029,3,0,0,0
14029,4,0,0,0
14030,1,0,0,0
14030,2,0,0,0
14030,3,0,0,0
14030,4,0,0,0
14031,1,0,0,0
14031,2,21,19,2
14031,3,0,0,0
14031,4,0,0,0
14032,1,0,0,0
14032,2,0,0,0
14032,3,0,0,0
14032,4,0,0,0
14033,1,0,0,0
14033,2,3,2,1
14033,3,15,13,2
14033,4,29,25,4
14034,1,0,0,0
14034,2,5,5,0
14034,3,0,0,0
14034,4,0,0,0
14035,1,0,0,0
14035,2,89,77,12
14035,3,0,0,0
14035,4,0,0,0
14036,1,0,0,0
14036,2,0,0,0
14036,3,0,0,0
14036,4,0,0,0
14037,1,0,0,0
14037,2,4,1,3
14037,3,0,0,0
14037,4,0,0,0
14038,1,0,0,0
14038,2,0,0,0
14038,3,45,36,9
14038,4,0,0,0
14039,1,22,17,5
14039,2,1868,1430,438
14039,3,420,292,128
14039,4,171,55,116
14040,1,0,0,0
14040,2,0,0,0
14040,3,24,19,5
14040,4,0,0,0
14041,1,0,0,0
14041,2,13,12,1
14041,3,0,0,0
14041,4,0,0,0
14042,1,0,0,0
14042,2,25,21,4
14042,3,0,0,0
14042,4,0,0,0
14043,1,0,0,0
14043,2,4,2,2
14043,3,0,0,0
14043,4,0,0,0
14044,1,0,0,0
14044,2,0,0,0
14044,3,37,26,11
14044,4,0,0,0
14045,1,0,0,0
14045,2,26,21,5
14045,3,0,0,0
14045,4,0,0,0
14046,1,0,0,0
14046,2,0,0,0
14046,3,0,0,0
14046,4,0,0,0
14047,1,0,0,0
14047,2,38,28,10
14047,3,0,0,0
14047,4,0,0,0
14048,1,9,8,1
14048,2,0,0,0
14048,3,20,13,7
14048,4,0,0,0
14049,1,0,0,0
14049,2,11,10,1
14049,3,0,0,0
14049,4,0,0,0
14050,1,0,0,0
14050,2,8,0,8
14050,3,59,49,10
14050,4,1,1,0
14051,1,0,0,0
14051,2,0,0,0
14051,3,42,29,13
14051,4,0,0,0
14052,1,2,1,1
14052,2,4,3,1
14052,3,2,1,1
14052,4,5,5,0
14053,1,0,0,0
14053,2,170,101,69
14053,3,0,0,0
14053,4,0,0,0
14054,1,0,0,0
14054,2,10,8,2
14054,3,3,2,1
14054,4,0,0,0
14055,1,19,14,5
14055,2,19,14,5
14055,3,19,14,5
14055,4,0,0,0
14056,1,0,0,0
14056,2,0,0,0
14056,3,0,0,0
14056,4,0,0,0
14057,1,0,0,0
14057,2,8,5,3
14057,3,0,0,0
14057,4,0,0,0
14058,1,0,0,0
14058,2,2,1,1
14058,3,5,5,0
14058,4,7,5,2
14059,1,0,0,0
14059,2,23,16,7
14059,3,0,0,0
14059,4,0,0,0
14060,1,5,3,2
14060,2,2,0,2
14060,3,4,2,2
14060,4,3,3,0
14061,1,0,0,0
14061,2,11,7,4
14061,3,0,0,0
14061,4,0,0,0
14062,1,0,0,0
14062,2,0,0,0
14062,3,0,0,0
14062,4,0,0,0
14063,1,0,0,0
14063,2,7,4,3
14063,3,163,94,69
14063,4,0,0,0
14064,1,0,0,0
14064,2,0,0,0
14064,3,45,36,9
14064,4,0,0,0
14065,1,3,3,0
14065,2,12,10,2
14065,3,3,0,3
14065,4,5,3,2
14066,1,0,0,0
14066,2,78,54,24
14066,3,0,0,0
14066,4,0,0,0
14067,1,8,4,4
14067,2,617,415,202
14067,3,39,9,30
14067,4,20,16,4
14068,1,0,0,0
14068,2,1,1,0
14068,3,3,3,0
14068,4,25,16,9
14069,1,0,0,0
14069,2,9,5,4
14069,3,0,0,0
14069,4,0,0,0
14070,1,0,0,0
14070,2,182,135,47
14070,3,0,0,0
14070,4,0,0,0
14071,1,0,0,0
14071,2,0,0,0
14071,3,13,11,2
14071,4,0,0,0
14072,1,2,2,0
14072,2,11,10,1
14072,3,0,0,0
14072,4,0,0,0
14073,1,0,0,0
14073,2,125,94,31
14073,3,4,3,1
14073,4,0,0,0
14074,1,0,0,0
14074,2,32,26,6
14074,3,2,1,1
14074,4,0,0,0
14075,1,0,0,0
14075,2,0,0,0
14075,3,11,8,3
14075,4,0,0,0
14076,1,0,0,0
14076,2,8,6,2
14076,3,0,0,0
14076,4,0,0,0
14077,1,0,0,0
14077,2,0,0,0
14077,3,0,0,0
