ubicageo_f,gradorga_b,sexostt,sexos1,sexos2,sexosne
14020,42,0,0,0,
14020,43,0,0,0,
14020,44,16,12,4,
14020,50,0,0,0,
14020,60,1,0,1,
14020,70,0,0,0,
14021,11,0,0,0,
14021,12,0,0,0,
14021,13,0,0,0,
14021,21,0,0,0,
14021,22,0,0,0,
14021,23,0,0,0,
14021,31,0,0,0,
14021,32,0,0,0,
14021,33,0,0,0,
14021,41,0,0,0,
14021,42,0,0,0,
14021,43,0,0,0,
14021,44,30,24,6,
14021,50,0,0,0,
14021,60,0,0,0,
14021,70,0,0,0,
14022,11,0,0,0,
14022,12,0,0,0,
14022,13,1,1,0,
14022,21,0,0,0,
14022,22,0,0,0,
14022,23,0,0,0,
14022,31,0,0,0,
14022,32,0,0,0,
14022,33,0,0,0,
14022,41,2,2,0,
14022,42,7,6,1,
14022,43,22,19,3,
14022,44,71,45,26,
14022,50,0,0,0,
14022,60,0,0,0,
14022,70,0,0,0,
14023,11,0,0,0,
14023,12,0,0,0,
14023,13,1,1,0,
14023,21,0,0,0,
14023,22,0,0,0,
14023,23,0,0,0,
14023,31,0,0,0,
14023,32,0,0,0,
14023,33,0,0,0,
14023,41,3,3,0,
14023,42,10,9,1,
14023,43,57,52,5,
14023,44,114,73,41,
14023,50,3,3,0,
14023,60,1,1,0,
14023,70,0,0,0,
14024,11,0,0,0,
14024,12,0,0,0,
14024,13,0,0,0,
14024,21,0,0,0,
14024,22,0,0,0,
14024,23,0,0,0,
14024,31,0,0,0,
14024,32,0,0,0,
14024,33,0,0,0,
14024,41,0,0,0,
14024,42,0,0,0,
14024,43,0,0,0,
14024,44,52,38,14,
14024,50,0,0,0,
14024,60,0,0,0,
14024,70,0,0,0,
14025,11,0,0,0,
14025,12,0,0,0,
14025,13,0,0,0,
14025,21,0,0,0,
14025,22,0,0,0,
14025,23,0,0,0,
14025,31,0,0,0,
14025,32,0,0,0,
14025,33,0,0,0,
14025,41,6,5,1,
14025,42,0,0,0,
14025,43,0,0,0,
14025,44,25,17,8,
14025,50,2,2,0,
14025,60,0,0,0,
14025,70,0,0,0,
14026,11,1,0,1,
14026,12,0,0,0,
14026,13,0,0,0,
14026,21,0,0,0,
14026,22,0,0,0,
14026,23,0,0,0,
14026,31,0,0,0,
14026,32,0,0,0,
14026,33,0,0,0,
14026,41,1,0,1,
14026,42,0,0,0,
14026,43,0,0,0,
14026,44,8,5,3,
14026,50,0,0,0,
14026,60,0,0,0,
14026,70,0,0,0,
14027,11,0,0,0,
14027,12,0,0,0,
14027,13,1,1,0,
14027,21,0,0,0,
14027,22,0,0,0,
14027,23,0,0,0,
14027,31,0,0,0,
14027,32,0,0,0,
14027,33,0,0,0,
14027,41,0,0,0,
14027,42,0,0,0,
14027,43,0,0,0,
14027,44,42,38,4,
14027,50,0,0,0,
14027,60,0,0,0,
14027,70,0,0,0,
14028,11,0,0,0,
14028,12,0,0,0,
14028,13,0,0,0,
14028,21,2,2,0,
14028,22,0,0,0,
14028,23,0,0,0,
14028,31,0,0,0,
14028,32,0,0,0,
14028,33,0,0,0,
14028,41,0,0,0,
14028,42,0,0,0,
14028,43,0,0,0,
14028,44,6,5,1,
14028,50,0,0,0,
14028,60,0,0,0,
14028,70,0,0,0,
14029,11,0,0,0,
14029,12,0,0,0,
14029,13,0,0,0,
14029,21,0,0,0,
14029,22,0,0,0,
14029,23,0,0,0,
14029,31,0,0,0,
14029,32,0,0,0,
14029,33,1,1,0,
14029,41,0,0,0,
14029,42,0,0,0,
14029,43,0,0,0,
14029,44,42,26,16,
14029,50,0,0,0,
14029,60,3,1,2,
14029,70,0,0,0,
14030,11,1,1,0,
14030,12,0,0,0,
14030,13,0,0,0,
14030,21,0,0,0,
14030,22,0,0,0,
14030,23,0,0,0,
14030,31,0,0,0,
14030,32,0,0,0,
14030,33,1,1,0,
14030,41,5,4,1,
14030,42,6,4,2,
14030,43,35,29,6,
14030,44,19,12,7,
14030,50,32,24,8,
14030,60,2,1,1,
14030,70,0,0,0,
14031,11,0,0,0,
14031,12,0,0,0,
14031,13,1,1,0,
14031,21,0,0,0,
14031,22,0,0,0,
14031,23,0,0,0,
14031,31,0,0,0,
14031,32,0,0,0,
14031,33,0,0,0,
14031,41,0,0,0,
14031,42,0,0,0,
14031,43,0,0,0,
14031,44,18,16,2,
14031,50,2,2,0,
14031,60,0,0,0,
14031,70,0,0,0,
14032,11,0,0,0,
14032,12,0,0,0,
14032,13,0,0,0,
14032,21,0,0,0,
14032,22,0,0,0,
14032,23,0,0,0,
14032,31,0,0,0,
14032,32,1,1,0,
14032,33,0,0,0,
14032,41,0,0,0,
14032,42,0,0,0,
14032,43,0,0,0,
14032,44,13,9,4,
14032,50,0,0,0,
14032,60,0,0,0,
14032,70,0,0,0,
14033,11,1,1,0,
14033,12,0,0,0,
14033,13,0,0,0,
14033,21,0,0,0,
14033,22,0,0,0,
14033,23,0,0,0,
14033,31,1,1,0,
14033,32,2,1,1,
14033,33,2,2,0,
14033,41,15,15,0,
14033,42,0,0,0,
14033,43,0,0,0,
14033,44,29,21,8,
14033,50,0,0,0,
14033,60,0,0,0,
14033,70,0,0,0,
14034,11,1,1,0,
14034,12,0,0,0,
14034,13,0,0,0,
14034,21,0,0,0,
14034,22,0,0,0,
14034,23,0,0,0,
14034,31,0,0,0,
14034,32,0,0,0,
14034,33,0,0,0,
14034,41,0,0,0,
14034,42,0,0,0,
14034,43,0,0,0,
14034,44,5,5,0,
14034,50,0,0,0,
14034,60,0,0,0,
14034,70,0,0,0,
14035,11,1,1,0,
14035,12,0,0,0,
14035,13,0,0,0,
14035,21,0,0,0,
14035,22,0,0,0,
14035,23,0,0,0,
14035,31,0,0,0,
14035,32,0,0,0,
14035,33,0,0,0,
14035,41,0,0,0,
14035,42,0,0,0,
14035,43,0,0,0,
14035,44,79,67,12,
14035,50,9,9,0,
14035,60,0,0,0,
14035,70,0,0,0,
14036,11,0,0,0,
14036,12,1,1,0,
14036,13,0,0,0,
14036,21,2,2,0,
14036,22,0,0,0,
14036,23,0,0,0,
14036,31,0,0,0,
14036,32,0,0,0,
14036,33,0,0,0,
14036,41,0,0,0,
14036,42,0,0,0,
14036,43,0,0,0,
14036,44,20,16,4,
14036,50,0,0,0,
14036,60,0,0,0,
14036,70,0,0,0,
14037,11,1,1,0,
14037,12,2,2,0,
14037,13,0,0,0,
14037,21,0,0,0,
14037,22,0,0,0,
14037,23,0,0,0,
14037,31,0,0,0,
14037,32,0,0,0,
14037,33,0,0,0,
14037,41,5,3,2,
14037,42,3,3,0,
14037,43,20,15,5,
14037,44,31,21,10,
14037,50,0,0,0,
14037,60,0,0,0,
14037,70,0,0,0,
14038,11,1,1,0,
14038,12,1,0,1,
14038,13,1,1,0,
14038,21,0,0,0,
14038,22,0,0,0,
14038,23,0,0,0,
14038,31,0,0,0,
14038,32,0,0,0,
14038,33,0,0,0,
14038,41,0,0,0,
14038,42,0,0,0,
14038,43,0,0,0,
14038,44,13,10,3,
14038,50,1,0,1,
14038,60,32,26,6,
14038,70,0,0,0,
14039,11,0,0,0,
14039,12,0,0,0,
14039,13,1,1,0,
14039,21,0,0,0,
14039,22,0,0,0,
14039,23,3,3,0,
14039,31,2,2,0,
14039,32,9,7,2,
14039,33,31,28,3,
14039,41,69,66,3,
14039,42,216,193,23,
14039,43,648,573,75,
14039,44,1945,1429,516,
14039,50,0,0,0,
14039,60,0,0,0,
14039,70,0,0,0,
14040,11,0,0,0,
14040,12,1,0,1,
14040,13,1,1,0,
14040,21,0,0,0,
14040,22,0,0,0,
14040,23,0,0,0,
14040,31,0,0,0,
14040,32,0,0,0,
14040,33,0,0,0,
14040,41,2,2,0,
14040,42,0,0,0,
14040,43,0,0,0,
14040,44,20,16,4,
14040,50,0,0,0,
14040,60,0,0,0,
14040,70,0,0,0,
14041,11,0,0,0,
14041,12,0,0,0,
14041,13,0,0,0,
14041,21,0,0,0,
14041,22,0,0,0,
14041,23,0,0,0,
14041,31,0,0,0,
14041,32,0,0,0,
14041,33,0,0,0,
14041,41,0,0,0,
14041,42,0,0,0,
14041,43,0,0,0,
14041,44,12,11,1,
14041,50,1,1,0,
14041,60,0,0,0,
14041,70,0,0,0,
14042,11,0,0,0,
14042,12,1,0,1,
14042,13,0,0,0,
14042,21,1,0,1,
14042,22,0,0,0,
14042,23,0,0,0,
14042,31,0,0,0,
14042,32,0,0,0,
14042,33,0,0,0,
14042,41,0,0,0,
14042,42,0,0,0,
14042,43,0,0,0,
14042,44,23,21,2,
14042,50,0,0,0,
14042,60,0,0,0,
14042,70,0,0,0,
14043,11,0,0,0,
14043,12,0,0,0,
14043,13,1,1,0,
14043,21,0,0,0,
14043,22,0,0,0,
14043,23,0,0,0,
14043,31,0,0,0,
14043,32,0,0,0,
14043,33,0,0,0,
14043,41,0,0,0,
14043,42,0,0,0,
14043,43,0,0,0,
14043,44,59,44,15,
14043,50,19,15,4,
14043,60,0,0,0,
14043,70,1,0,1,
14044,11,1,1,0,
14044,12,0,0,0,
14044,13,0,0,0,
14044,21,0,0,0,
14044,22,0,0,0,
14044,23,0,0,0,
14044,31,0,0,0,
14044,32,0,0,0,
14044,33,1,1,0,
14044,41,2,2,0,
14044,42,0,0,0,
14044,43,0,0,0,
14044,44,37,26,11,
14044,50,0,0,0,
14044,60,1,0,1,
14044,70,0,0,0,
14045,11,0,0,0,
14045,12,1,1,0,
14045,13,0,0,0,
14045,21,0,0,0,
14045,22,0,0,0,
14045,23,0,0,0,
14045,31,0,0,0,
14045,32,0,0,0,
14045,33,0,0,0,
14045,41,0,0,0,
14045,42,0,0,0,
14045,43,0,0,0,
14045,44,25,20,5,
14045,50,0,0,0,
14045,60,0,0,0,
14045,70,0,0,0,
14046,11,1,1,0,
14046,12,0,0,0,
14046,13,0,0,0,
14046,21,1,0,1,
14046,22,0,0,0,
14046,23,0,0,0,
14046,31,2,1,1,
14046,32,3,3,0,
14046,33,0,0,0,
14046,41,6,4,2,
14046,42,0,0,0,
14046,43,4,4,0,
14046,44,43,31,12,
14046,50,3,1,2,
14046,60,0,0,0,
14046,70,0,0,0,
14047,11,0,0,0,
14047,12,0,0,0,
14047,13,1,1,0,
14047,21,0,0,0,
14047,22,0,0,0,
14047,23,0,0,0,
14047,31,0,0,0,
14047,32,0,0,0,
14047,33,0,0,0,
14047,41,0,0,0,
14047,42,0,0,0,
14047,43,0,0,0,
14047,44,38,28,10,
14047,50,0,0,0,
14047,60,1,0,1,
14047,70,0,0,0,
14048,11,1,1,0,
14048,12,0,0,0,
14048,13,1,1,0,
14048,21,0,0,0,
14048,22,0,0,0,
14048,23,0,0,0,
14048,31,0,0,0,
14048,32,0,0,0,
14048,33,0,0,0,
14048,41,3,2,1,
14048,42,2,2,0,
14048,43,0,0,0,
14048,44,20,13,7,
14048,50,2,2,0,
14048,60,0,0,0,
14048,70,0,0,0,
14049,11,0,0,0,
14049,12,0,0,0,
14049,13,1,1,0,
14049,21,0,0,0,
14049,22,0,0,0,
14049,23,0,0,0,
14049,31,0,0,0,
14049,32,0,0,0,
14049,33,0,0,0,
14049,41,0,0,0,
14049,42,0,0,0,
14049,43,0,0,0,
14049,44,10,9,1,
14049,50,0,0,0,
14049,60,0,0,0,
14049,70,0,0,0,
14050,11,1,1,0,
14050,12,0,0,0,
14050,13,0,0,0,
14050,21,0,0,0,
14050,22,0,0,0,
14050,23,0,0,0,
14050,31,0,0,0,
14050,32,2,1,1,
14050,33,2,2,0,
14050,41,0,0,0,
14050,42,0,0,0,
14050,43,0,0,0,
14050,44,55,46,9,
14050,50,8,0,8,
14050,60,0,0,0,
14050,70,0,0,0,
14051,11,1,1,0,
14051,12,0,0,0,
14051,13,0,0,0,
14051,21,0,0,0,
14051,22,0,0,0,
14051,23,0,0,0,
14051,31,0,0,0,
14051,32,0,0,0,
14051,33,0,0,0,
14051,41,0,0,0,
14051,42,2,2,0,
14051,43,9,8,1,
14051,44,50,35,15,
14051,50,0,0,0,
14051,60,0,0,0,
14051,70,0,0,0,
14052,11,0,0,0,
14052,12,0,0,0,
14052,13,1,1,0,
14052,21,0,0,0,
14052,22,0,0,0,
14052,23,0,0,0,
14052,31,0,0,0,
14052,32,2,1,1,
14052,33,0,0,0,
14052,41,0,0,0,
14052,42,0,0,0,
14052,43,0,0,0,
14052,44,12,10,2,
14052,50,0,0,0,
14052,60,0,0,0,
14052,70,0,0,0,
14053,11,0,0,0,
14053,12,0,0,0,
14053,13,1,1,0,
14053,21,0,0,0,
14053,22,0,0,0,
14053,23,0,0,0,
14053,31,0,0,0,
14053,32,0,0,0,
14053,33,2,2,0,
14053,41,3,1,2,
14053,42,10,5,5,
14053,43,15,11,4,
14053,44,139,81,58,
14053,50,0,0,0,
14053,60,0,0,0,
14053,70,0,0,0,
14054,11,1,1,0,
14054,12,0,0,0,
14054,13,3,3,0,
14054,21,0,0,0,
14054,22,0,0,0,
14054,23,0,0,0,
14054,31,0,0,0,
14054,32,1,0,1,
14054,33,0,0,0,
14054,41,0,0,0,
14054,42,0,0,0,
14054,43,0,0,0,
14054,44,8,6,2,
14054,50,0,0,0,
14054,60,0,0,0,
14054,70,0,0,0,
14055,11,0,0,0,
14055,12,1,1,0,
14055,13,0,0,0,
14055,21,0,0,0,
14055,22,0,0,0,
14055,23,0,0,0,
14055,31,0,0,0,
14055,32,0,0,0,
14055,33,0,0,0,
14055,41,0,0,0,
14055,42,0,0,0,
14055,43,0,0,0,
14055,44,18,13,5,
14055,50,0,0,0,
14055,60,1,0,1,
14055,70,0,0,0,
14056,11,0,0,0,
14056,12,0,0,0,
14056,13,0,0,0,
14056,21,0,0,0,
14056,22,0,0,0,
14056,23,0,0,0,
14056,31,0,0,0,
14056,32,0,0,0,
14056,33,0,0,0,
14056,41,0,0,0,
14056,42,0,0,0,
14056,43,0,0,0,
14056,44,0,0,0,
14056,50,0,0,0,
14056,60,0,0,0,
14056,70,0,0,0,
14057,11,1,1,0,
14057,12,0,0,0,
14057,13,0,0,0,
14057,21,0,0,0,
14057,22,0,0,0,
14057,23,0,0,0,
14057,31,0,0,0,
14057,32,0,0,0,
14057,33,0,0,0,
14057,41,0,0,0,
14057,42,0,0,0,
14057,43,0,0,0,
14057,44,8,5,3,
14057,50,0,0,0,
14057,60,0,0,0,
14057,70,0,0,0,
14058,11,0,0,0,
14058,12,0,0,0,
14058,13,1,1,0,
14058,21,0,0,0,
14058,22,0,0,0,
14058,23,0,0,0,
14058,31,0,0,0,
14058,32,0,0,0,
14058,33,0,0,0,
14058,41,0,0,0,
14058,42,0,0,0,
14058,43,0,0,0,
14058,44,11,8,3,
14058,50,2,2,0,
14058,60,0,0,0,
14058,70,0,0,0,
14059,11,1,1,0,
14059,12,0,0,0,
14059,13,0,0,0,
14059,21,0,0,0,
14059,22,0,0,0,
14059,23,0,0,0,
14059,31,0,0,0,
14059,32,0,0,0,
14059,33,0,0,0,
14059,41,3,1,2,
14059,42,0,0,0,
14059,43,0,0,0,
14059,44,19,14,5,
14059,50,1,1,0,
14059,60,1,0,1,
14059,70,0,0,0,
14060,11,0,0,0,
14060,12,0,0,0,
14060,13,0,0,0,
14060,21,0,0,0,
14060,22,0,0,0,
14060,23,0,0,0,
14060,31,0,0,0,
14060,32,1,1,0,
14060,33,0,0,0,
14060,41,2,1,1,
14060,42,1,1,0,
14060,43,4,2,2,
14060,44,6,3,3,
14060,50,0,0,0,
14060,60,0,0,0,
14060,70,0,0,0,
14061,11,0,0,0,
14061,12,0,0,0,
14061,13,0,0,0,
14061,21,0,0,0,
14061,22,0,0,0,
14061,23,0,0,0,
14061,31,0,0,0,
14061,32,0,0,0,
14061,33,0,0,0,
14061,41,0,0,0,
14061,42,0,0,0,
14061,43,0,0,0,
14061,44,11,7,4,
14061,50,0,0,0,
14061,60,0,0,0,
14061,70,0,0,0,
14062,11,1,1,0,
14062,12,0,0,0,
14062,13,0,0,0,
14062,21,0,0,0,
14062,22,0,0,0,
14062,23,0,0,0,
14062,31,0,0,0,
14062,32,0,0,0,
14062,33,0,0,0,
14062,41,0,0,0,
14062,42,0,0,0,
14062,43,0,0,0,
14062,44,14,7,7,
14062,50,0,0,0,
14062,60,0,0,0,
14062,70,0,0,0,
14063,11,0,0,0,
14063,12,0,0,0,
14063,13,1,1,0,
14063,21,0,0,0,
14063,22,0,0,0,
14063,23,0,0,0,
14063,31,0,0,0,
14063,32,0,0,0,
14063,33,1,1,0,
14063,41,3,3,0,
14063,42,11,10,1,
14063,43,31,24,7,
14063,44,120,57,63,
14063,50,0,0,0,
14063,60,3,2,1,
14063,70,0,0,0,
14064,11,1,1,0,
14064,12,0,0,0,
14064,13,0,0,0,
14064,21,0,0,0,
14064,22,0,0,0,
14064,23,0,0,0,
14064,31,0,0,0,
14064,32,1,1,0,
14064,33,0,0,0,
14064,41,3,3,0,
14064,42,0,0,0,
14064,43,0,0,0,
14064,44,41,32,9,
14064,50,0,0,0,
14064,60,0,0,0,
14064,70,0,0,0,
14065,11,1,1,0,
14065,12,0,0,0,
14065,13,0,0,0,
14065,21,0,0,0,
14065,22,0,0,0,
14065,23,0,0,0,
14065,31,0,0,0,
14065,32,3,3,0,
14065,33,3,3,0,
14065,41,7,6,1,
14065,42,0,0,0,
14065,43,0,0,0,
14065,44,9,3,6,
14065,50,0,0,0,
14065,60,0,0,0,
14065,70,0,0,0,
14066,11,0,0,0,
14066,12,0,0,0,
14066,13,1,1,0,
14066,21,0,0,0,
14066,22,0,0,0,
14066,23,1,1,0,
14066,31,3,2,1,
14066,32,2,2,0,
14066,33,2,2,0,
14066,41,6,4,2,
14066,42,16,14,2,
14066,43,61,39,22,
14066,44,1,1,0,
14066,50,0,0,0,
14066,60,3,0,3,
14066,70,0,0,0,
14067,11,0,0,0,
14067,12,0,0,0,
14067,13,1,1,0,
14067,21,0,0,0,
14067,22,0,0,0,
14067,23,0,0,0,
14067,31,0,0,0,
14067,32,0,0,0,
14067,33,10,7,3,
14067,41,39,35,4,
14067,42,27,26,1,
14067,43,128,100,28,
14067,44,479,275,204,
14067,50,0,0,0,
14067,60,0,0,0,
14067,70,0,0,0,
14068,11,0,0,0,
14068,12,0,0,0,
14068,13,1,1,0,
14068,21,0,0,0,
14068,22,0,0,0,
14068,23,0,0,0,
14068,31,0,0,0,
14068,32,0,0,0,
14068,33,0,0,0,
14068,41,3,2,1,
14068,42,3,2,1,
14068,43,3,3,0,
14068,44,19,12,7,
14068,50,0,0,0,
14068,60,1,0,1,
14068,70,0,0,0,
14069,11,0,0,0,
14069,12,0,0,0,
14069,13,0,0,0,
14069,21,0,0,0,
14069,22,0,0,0,
14069,23,0,0,0,
14069,31,0,0,0,
14069,32,0,0,0,
14069,33,0,0,0,
14069,41,1,0,1,
14069,42,3,2,1,
14069,43,0,0,0,
14069,44,0,0,0,
14069,50,0,0,0,
14069,60,5,3,2,
14069,70,0,0,0,
14070,11,1,1,0,
14070,12,0,0,0,
14070,13,0,0,0,
14070,21,0,0,0,
14070,22,0,0,0,
14070,23,0,0,0,
14070,31,0,0,0,
14070,32,0,0,0,
14070,33,2,1,1,
14070,41,8,7,1,
14070,42,9,8,1,
14070,43,38,34,4,
14070,44,25,16,9,
14070,50,99,68,31,
14070,60,0,0,0,
14070,70,0,0,0,
14071,11,0,0,0,
14071,12,0,0,0,
14071,13,0,0,0,
14071,21,2,2,0,
14071,22,0,0,0,
14071,23,0,0,0,
14071,31,2,2,0,
14071,32,0,0,0,
14071,33,0,0,0,
14071,41,0,0,0,
14071,42,0,0,0,
14071,43,0,0,0,
14071,44,9,7,2,
14071,50,0,0,0,
14071,60,0,0,0,
14071,70,0,0,0,
14072,11,0,0,0,
14072,12,0,0,0,
14072,13,1,1,0,
14072,21,0,0,0,
14072,22,0,0,0,
14072,23,0,0,0,
14072,31,0,0,0,
14072,32,0,0,0,
14072,33,0,0,0,
14072,41,0,0,0,
14072,42,0,0,0,
14072,43,0,0,0,
14072,44,12,11,1,
14072,50,0,0,0,
14072,60,0,0,0,
14072,70,0,0,0,
14073,11,0,0,0,
14073,12,0,0,0,
14073,13,1,1,0,
14073,21,0,0,0,
14073,22,0,0,0,
14073,23,0,0,0,
14073,31,0,0,0,
14073,32,0,0,0,
14073,33,0,0,0,
14073,41,6,6,0,
14073,42,8,7,1,
14073,43,12,11,1,
14073,44,91,67,24,
14073,50,2,2,0,
14073,60,9,3,6,
14073,70,0,0,0,
14074,11,1,1,0,
14074,12,0,0,0,
14074,13,0,0,0,
14074,21,0,0,0,
14074,22,0,0,0,
14074,23,2,2,0,
14074,31,0,0,0,
14074,32,0,0,0,
14074,33,0,0,0,
14074,41,0,0,0,
14074,42,0,0,0,
14074,43,0,0,0,
14074,44,31,24,7,
14074,50,0,0,0,
14074,60,0,0,0,
14074,70,0,0,0,
14075,11,1,1,0,
14075,12,0,0,0,
14075,13,0,0,0,
14075,21,2,0,2,
14075,22,0,0,0,
14075,23,0,0,0,
14075,31,0,0,0,
14075,32,0,0,0,
14075,33,0,0,0,
14075,41,0,0,0,
14075,42,0,0,0,
14075,43,0,0,0,
14075,44,8,7,1,
14075,50,0,0,0,
14075,60,0,0,0,
14075,70,0,0,0,
14076,11,0,0,0,
14076,12,0,0,0,
14076,13,0,0,0,
14076,21,0,0,0,
14076,22,0,0,0,
14076,23,0,0,0,
14076,31,0,0,0,
14076,32,0,0,0,
14076,33,0,0,0,
14076,41,1,1,0,
14076,42,0,0,0,
14076,43,0,0,0,
14076,44,7,5,2,
14076,50,0,0,0,
14076,60,0,0,0,
14076,70,0,0,0,
14077,11,0,0,0,
14077,12,0,0,0,
14077,13,0,0,0,
14077,21,0,0,0,
14077,22,0,0,0,
14077,23,3,3,0,
14077,31,0,0,0,
14077,32,0,0,0,
14077,33,0,0,0,
14077,41,1,1,0,
14077,42,1,0,1,
14077,43,2,2,0,
14077,44,40,30,10,
14077,50,0,0,0,
14077,60,0,0,0,
14077,70,0,0,0,
14078,11,1,1,0,
14078,12,0,0,0,
14078,13,0,0,0,
14078,21,0,0,0,
14078,22,0,0,0,
14078,23,0,0,0,
14078,31,0,0,0,
14078,32,0,0,0,
14078,33,2,2,0,
14078,41,0,0,0,
14078,42,0,0,0,
14078,43,0,0,0,
14078,44,18,11,7,
14078,50,0,0,0,
14078,60,0,0,0,
14078,70,0,0,0,
14079,11,1,1,0,
14079,12,0,0,0,
14079,13,0,0,0,
14079,21,0,0,0,
14079,22,0,0,0,
14079,23,0,0,0,
14079,31,0,0,0,
14079,32,0,0,0,
14079,33,0,0,0,
14079,41,1,1,0,
14079,42,3,3,0,
14079,43,0,0,0,
14079,44,27,21,6,
14079,50,1,1,0,
14079,60,0,0,0,
14079,70,0,0,0,
14080,11,0,0,0,
14080,12,0,0,0,
14080,13,0,0,0,
14080,21,0,0,0,
14080,22,0,0,0,
14080,23,0,0,0,
14080,31,0,0,0,
14080,32,0,0,0,
14080,33,0,0,0,
14080,41,0,0,0,
14080,42,0,0,0,
14080,43,0,0,0,
14080,44,8,8,0,
14080,50,2,2,0,
14080,60,0,0,0,
14080,70,0,0,0,
14081,11,0,0,0,
14081,12,1,1,0,
14081,13,0,0,0,
14081,21,0,0,0,
14081,22,0,0,0,
14081,23,0,0,0,
14081,31,0,0,0,
14081,32,0,0,0,
14081,33,0,0,0,
14081,41,0,0,0,
14081,42,0,0,0,
14081,43,0,0,0,
14081,44,18,12,6,
14081,50,2,2,0,
14081,60,0,0,0,
14081,70,0,0,0,
14082,11,1,1,0,
14082,12,0,0,0,
14082,13,0,0,0,
14082,21,0,0,0,
14082,22,0,0,0,
14082,23,0,0,0,
14082,31,0,0,0,
14082,32,0,0,0,
14082,33,0,0,0,
14082,41,3,1,2,
14082,42,0,0,0,
14082,43,2,2,0,
14082,44,57,33,24,
14082,50,1,1,0,
14082,60,0,0,0,
14082,70,0,0,0,
14083,11,1,1,0,
14083,12,0,0,0,
14083,13,0,0,0,
14083,21,1,1,0,
14083,22,0,0,0,
14083,23,0,0,0,
14083,31,3,3,0,
14083,32,0,0,0,
14083,33,0,0,0,
14083,41,3,3,0,
14083,42,5,5,0,
14083,43,13,11,2,
14083,44,119,79,40,
14083,50,0,0,0,
14083,60,0,0,0,
14083,70,0,0,0,
14084,11,1,1,0,
14084,12,1,1,0,
14084,13,2,1,1,
14084,21,0,0,0,
14084,22,0,0,0,
14084,23,0,0,0,
14084,31,0,0,0,
14084,32,0,0,0,
14084,33,0,0,0,
14084,41,0,0,0,
14084,42,0,0,0,
14084,43,0,0,0,
14084,44,21,15,6,
14084,50,8,8,0,
14084,60,1,0,1,
14084,70,0,0,0,
14085,11,0,0,0,
14085,12,0,0,0,
14085,13,1,1,0,
14085,21,0,0,0,
14085,22,6,6,0,
14085,23,0,0,0,
14085,31,0,0,0,
14085,32,0,0,0,
14085,33,2,2,0,
14085,41,0,0,0,
14085,42,0,0,0,
14085,43,1,1,0,
14085,44,31,25,6,
14085,50,0,0,0,
14085,60,0,0,0,
14085,70,0,0,0,
14086,11,1,1,0,
14086,12,0,0,0,
14086,13,0,0,0,
14086,21,0,0,0,
14086,22,0,0,0,
14086,23,0,0,0,
14086,31,0,0,0,
14086,32,0,0,0,
14086,33,0,0,0,
14086,41,0,0,0,
14086,42,0,0,0,
14086,43,0,0,0,
14086,44,25,19,6,
14086,50,0,0,0,
14086,60,0,0,0,
14086,70,0,0,0,
14087,11,1,1,0,
14087,12,0,0,0,
14087,13,0,0,0,
14087,21,0,0,0,
14087,22,0,0,0,
14087,23,0,0,0,
14087,31,0,0,0,
14087,32,3,3,0,
14087,33,0,0,0,
14087,41,0,0,0,
14087,42,0,0,0,
14087,43,0,0,0,
14087,44,20,16,4,
14087,50,0,0,0,
14087,60,0,0,0,
14087,70,0,0,0,
14088,11,0,0,0,
14088,12,0,0,0,
14088,13,1,1,0,
14088,21,0,0,0,
14088,22,0,0,0,
14088,23,0,0,0,
14088,31,0,0,0,
14088,32,3,3,0,
14088,33,3,2,1,
14088,41,0,0,0,
14088,42,0,0,0,
14088,43,0,0,0,
14088,44,35,27,8,
14088,50,1,1,0,
14088,60,3,2,1,
14088,70,0,0,0,
14089,11,0,0,0,
14089,12,0,0,0,
14089,13,1,1,0,
14089,21,0,0,0,
14089,22,0,0,0,
14089,23,0,0,0,
14089,31,2,2,0,
14089,32,0,0,0,
14089,33,0,0,0,
14089,41,0,0,0,
14089,42,0,0,0,
14089,43,0,0,0,
14089,44,12,10,2,
14089,50,0,0,0,
14089,60,0,0,0,
14089,70,0,0,0,
14090,11,0,0,0,
14090,12,0,0,0,
14090,13,0,0,0,
14090,21,2,2,0,
14090,22,0,0,0,
14090,23,0,0,0,
14090,31,0,0,0,
14090,32,0,0,0,
14090,33,0,0,0,
14090,41,0,0,0,
14090,42,0,0,0,
14090,43,0,0,0,
14090,44,11,8,3,
14090,50,0,0,0,
14090,60,0,0,0,
14090,70,0,0,0,
14091,11,1,1,0,
14091,12,0,0,0,
14091,13,0,0,0,
14091,21,0,0,0,
14091,22,3,3,0,
14091,23,0,0,0,
14091,31,0,0,0,
14091,32,0,0,0,
14091,33,0,0,0,
14091,41,0,0,0,
14091,42,0,0,0,
14091,43,0,0,0,
14091,44,39,35,4,
14091,50,0,0,0,
14091,60,0,0,0,
14091,70,0,0,0,
14092,11,1,1,0,
14092,12,0,0,0,
14092,13,0,0,0,
14092,21,2,1,1,
14092,22,0,0,0,
14092,23,0,0,0,
14092,31,0,0,0,
14092,32,0,0,0,
14092,33,0,0,0,
14092,41,0,0,0,
14092,42,0,0,0,
14092,43,0,0,0,
14092,44,11,8,3,
14092,50,0,0,0,
14092,60,0,0,0,
14092,70,0,0,0,
14093,11,0,0,0,
14093,12,0,0,0,
14093,13,1,1,0,
14093,21,0,0,0,
14093,22,0,0,0,
