ubicageo_f,vehicttt,vehict1,vehict2,vehict3,vehict4,vehict5,vehict6,vehict7,vehict8,vehict9,vehictne
1001,531,NSS,NSS,NSS,NSS,1,0,NSS,NSS,NSS,530
1002,37,2,29,0,6,0,0,0,0,0,
1003,17,0,7,9,0,0,0,0,0,1,
1004,18,3,10,5,0,0,0,0,0,0,
1005,98,26,31,20,21,0,0,0,0,0,
1006,39,1,17,7,12,0,0,0,1,1,
1007,96,4,36,6,43,0,0,0,3,4,
1008,41,4,13,14,10,0,0,0,0,0,
1009,22,1,14,7,0,0,0,0,0,0,
1010,31,3,25,3,0,0,0,0,0,0,
1011,48,14,26,2,6,0,0,0,0,0,
2001,232,52,129,41,10,0,0,0,0,0,
2002,411,179,13,66,16,1,0,0,2,134,
2003,68,2,48,8,10,0,0,0,0,0,
2004,1241,437,619,173,0,0,0,0,6,6,
2005,112,28,60,22,0,0,0,0,1,1,
2006,22,0,22,0,0,0,0,0,0,0,
2007,19,0,15,4,0,0,0,0,0,0,
3001,15,12,0,3,0,0,0,0,0,0,
3002,17,0,14,3,0,0,0,0,0,0,
3003,211,26,119,53,13,0,0,0,0,0,
3008,118,5,85,17,0,0,0,0,2,9,
3009,22,3,15,4,0,0,0,0,0,0,
4001,9,0,7,2,0,0,0,0,0,0,
4002,0,0,0,0,0,0,0,0,0,0,
4003,40,7,23,10,0,0,0,0,0,0,
4004,13,1,11,1,0,0,0,0,0,0,
4005,9,0,6,3,0,0,0,0,0,0,
4006,9,0,8,1,0,0,0,0,0,0,
4007,4,0,0,4,0,0,0,0,0,0,
4008,5,0,5,0,0,0,0,0,0,0,
4009,10,0,7,3,0,0,0,0,0,0,
4010,7,0,3,4,0,0,0,0,0,0,
4011,6,2,2,2,0,0,0,0,0,0,
4012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5001,2,0,2,0,0,0,0,0,0,0,
5002,28,0,28,0,0,0,0,0,0,0,
5003,4,1,3,0,0,0,0,0,0,0,
5004,14,1,13,0,0,0,0,0,0,0,
5005,5,1,4,0,0,0,0,0,0,0,
5006,8,0,8,0,0,0,0,0,0,0,
5007,9,0,5,0,4,0,0,0,0,0,
5008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5009,8,2,6,0,0,0,0,0,0,0,
5010,10,0,10,0,0,0,0,0,0,0,
5011,3,0,3,0,0,0,0,0,0,0,
5012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5014,3,0,3,0,0,0,0,0,0,0,
5015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5016,3,0,3,0,0,0,0,0,0,0,
5017,14,1,9,0,0,0,0,0,0,0,4
5018,38,4,32,2,0,0,0,0,0,0,
5019,2,2,0,0,0,0,0,0,0,0,
5020,11,2,7,2,0,0,0,0,0,0,
5021,4,1,3,0,0,0,0,0,0,0,
5022,12,0,12,0,0,0,0,0,0,0,
5023,4,0,4,0,0,0,0,0,0,0,
5024,20,0,10,0,10,0,0,0,0,0,
5025,60,13,42,1,0,0,0,0,0,4,
5026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5027,39,0,39,0,0,0,0,0,0,0,
5028,6,2,4,0,0,0,0,0,0,0,
5029,3,0,3,0,0,0,0,0,0,0,
5030,370,46,276,32,0,0,0,0,2,14,
5031,4,0,4,0,0,0,0,0,0,0,
5032,9,1,7,0,0,0,0,0,1,0,
5033,13,3,10,0,0,0,0,0,0,0,
5034,2,0,2,0,0,0,0,0,0,0,
5035,296,78,132,18,35,0,0,0,0,33,
5036,9,0,7,0,2,0,0,0,0,0,
5037,4,4,0,0,0,0,0,0,0,0,
5038,6,0,2,0,4,0,0,0,0,0,
6001,12,1,11,0,0,0,0,0,0,0,
6002,34,15,1,8,10,0,0,0,0,0,
6003,10,1,7,2,0,0,0,0,0,0,
6004,14,2,10,2,0,0,0,0,0,0,
6005,19,0,19,0,0,0,0,0,0,0,
6006,11,1,7,3,0,0,0,0,0,0,
6007,66,4,34,13,10,0,0,0,1,4,
6008,9,2,4,3,0,0,0,0,0,0,
6009,52,3,40,9,0,0,0,0,0,0,
6010,53,5,39,9,0,0,0,0,0,0,
7001,14,0,9,5,0,0,0,0,0,0,
7002,4,0,3,1,0,0,0,0,0,0,
7003,10,0,0,8,0,0,0,0,0,2,
7004,3,1,2,0,0,0,0,0,0,0,
7005,4,0,2,2,0,0,0,0,0,0,
7006,11,0,5,6,0,0,0,0,0,0,
7007,8,1,3,4,0,0,0,0,0,0,
7008,14,1,4,9,0,0,0,0,0,0,
7009,6,0,5,1,0,0,0,0,0,0,
7010,7,4,0,3,0,0,0,0,0,0,
7011,2,0,1,1,0,0,0,0,0,0,
7012,14,1,9,4,0,0,0,0,0,0,
7013,8,1,4,3,0,0,0,0,0,0,
7014,3,0,2,1,0,0,0,0,0,0,
7015,13,3,6,4,0,0,0,0,0,0,
7016,3,0,1,2,0,0,0,0,0,0,
7017,28,1,9,18,0,0,0,0,0,0,
7018,2,0,2,0,0,0,0,0,0,0,
7019,93,11,26,45,8,0,0,0,0,3,
7020,13,0,3,9,0,0,0,1,0,0,
7021,10,0,5,5,0,0,0,0,0,0,
7022,4,0,3,1,0,0,0,0,0,0,
7023,2,1,1,0,0,0,0,0,0,0,
7024,3,0,3,0,0,0,0,0,0,0,
7025,7,2,3,2,0,0,0,0,0,0,
7026,5,0,3,2,0,0,0,0,0,0,
7027,37,5,15,17,0,0,0,0,0,0,
7028,4,0,2,2,0,0,0,0,0,0,
7029,4,0,2,2,0,0,0,0,0,0,
7030,11,1,4,6,0,0,0,0,0,0,
7031,25,1,16,7,0,0,0,0,0,1,
7032,9,0,9,0,0,0,0,0,0,0,
7033,8,0,2,6,0,0,0,0,0,0,
7034,3,1,2,0,0,0,0,0,0,0,
7035,6,0,3,3,0,0,0,0,0,0,
7036,0,0,0,0,0,0,0,0,0,0,
7037,5,0,5,0,0,0,0,0,0,0,
7038,6,0,6,0,0,0,0,0,0,0,
7039,4,1,3,0,0,0,0,0,0,0,
7040,10,0,8,2,0,0,0,0,0,0,
7041,7,0,5,2,0,0,0,0,0,0,
7042,6,0,2,4,0,0,0,0,0,0,
7043,3,1,1,1,0,0,0,0,0,0,
7044,11,0,5,6,0,0,0,0,0,0,
7045,0,0,0,0,0,0,0,0,0,0,
7046,16,0,8,8,0,0,0,0,0,0,
7047,3,0,2,1,0,0,0,0,0,0,
7048,6,0,3,3,0,0,0,0,0,0,
7049,6,0,2,4,0,0,0,0,0,0,
7050,1,0,1,0,0,0,0,0,0,0,
7051,7,0,3,4,0,0,0,0,0,0,
7052,21,0,21,0,0,0,0,0,0,0,
7053,8,1,3,4,0,0,0,0,0,0,
7054,5,0,3,2,0,0,0,0,0,0,
7055,4,0,1,3,0,0,0,0,0,0,
7056,3,0,2,1,0,0,0,0,0,0,
7057,27,5,10,12,0,0,0,0,0,0,
7058,6,0,2,4,0,0,0,0,0,0,
7059,40,9,17,14,0,0,0,0,0,0,
7060,5,0,3,2,0,0,0,0,0,0,
7061,17,2,13,2,0,0,0,0,0,0,
7062,9,0,4,5,0,0,0,0,0,0,
7063,5,0,2,3,0,0,0,0,0,0,
7064,3,0,3,0,0,0,0,0,0,0,
7065,46,6,30,10,0,0,0,0,0,0,
7066,2,0,2,0,0,0,0,0,0,0,
7067,8,0,4,4,0,0,0,0,0,0,
7068,2,0,2,0,0,0,0,0,0,0,
7069,6,1,5,0,0,0,0,0,0,0,
7070,6,1,1,4,0,0,0,0,0,0,
7071,4,0,4,0,0,0,0,0,0,0,
7072,3,0,0,3,0,0,0,0,0,0,
7073,3,0,2,1,0,0,0,0,0,0,
7074,35,0,25,10,0,0,0,0,0,0,
7075,4,1,1,2,0,0,0,0,0,0,
7076,7,0,2,5,0,0,0,0,0,0,
7077,8,0,3,5,0,0,0,0,0,0,
7078,58,6,29,23,0,0,0,0,0,0,
7079,9,0,5,4,0,0,0,0,0,0,
7080,4,2,0,2,0,0,0,0,0,0,
7081,7,0,7,0,0,0,0,0,0,0,
7082,4,0,3,1,0,0,0,0,0,0,
7083,3,0,2,1,0,0,0,0,0,0,
7084,8,0,2,6,0,0,0,0,0,0,
7085,5,4,0,1,0,0,0,0,0,0,
7086,9,2,2,5,0,0,0,0,0,0,
7087,15,3,7,5,0,0,0,0,0,0,
7088,3,0,2,1,0,0,0,0,0,0,
7089,109,8,38,32,31,0,0,0,0,0,
7090,3,0,2,1,0,0,0,0,0,0,
7091,5,0,3,2,0,0,0,0,0,0,
7092,12,0,6,6,0,0,0,0,0,0,
7093,2,0,2,0,0,0,0,0,0,0,
7094,2,0,2,0,0,0,0,0,0,0,
7096,18,0,12,6,0,0,0,0,0,0,
7097,35,7,15,13,0,0,0,0,0,0,
7098,6,0,2,4,0,0,0,0,0,0,
7099,17,5,9,3,0,0,0,0,0,0,
7100,9,0,6,3,0,0,0,0,0,0,
7101,175,24,59,89,0,0,0,0,0,0,3
7102,10,1,4,5,0,0,0,0,0,0,
7103,5,1,4,0,0,0,0,0,0,0,
7104,13,0,5,4,4,0,0,0,0,0,
7105,9,0,3,6,0,0,0,0,0,0,
7106,5,0,5,0,0,0,0,0,0,0,
7107,18,0,10,6,0,0,0,0,0,2,
7108,28,2,14,12,0,0,0,0,0,0,
7109,12,10,0,2,0,0,0,0,0,0,
7110,3,0,1,2,0,0,0,0,0,0,
7111,5,1,3,1,0,0,0,0,0,0,
7112,2,0,1,1,0,0,0,0,0,0,
7113,6,0,3,3,0,0,0,0,0,0,
7114,10,0,7,3,0,0,0,0,0,0,
7115,9,1,7,1,0,0,0,0,0,0,
7116,7,0,6,1,0,0,0,0,0,0,
7117,3,0,1,2,0,0,0,0,0,0,
7118,2,0,2,0,0,0,0,0,0,0,
7119,2,0,1,1,0,0,0,0,0,0,
7120,0,0,0,0,0,0,0,0,0,0,
7121,2,0,2,0,0,0,0,0,0,0,
7122,25,0,4,6,15,0,0,0,0,0,
7123,1,0,1,0,0,0,0,0,0,0,
7124,4,0,3,1,0,0,0,0,0,0,
7125,3,0,1,2,0,0,0,0,0,0,
8001,6,5,1,0,0,0,0,0,0,0,
8002,12,0,4,4,4,0,0,0,0,0,
8003,8,0,5,3,0,0,0,0,0,0,
8004,9,1,4,4,0,0,0,0,0,0,
8005,20,4,10,6,0,0,0,0,0,0,
8006,0,0,0,0,0,0,0,0,0,0,
8007,6,0,3,3,0,0,0,0,0,0,
8008,8,0,4,2,2,0,0,0,0,0,
8009,0,0,0,0,0,0,0,0,0,0,
8010,7,5,0,2,0,0,0,0,0,0,
8011,22,0,14,4,4,0,0,0,0,0,
8012,3,1,1,1,0,0,0,0,0,0,
8013,7,0,4,3,0,0,0,0,0,0,
8014,4,0,2,2,0,0,0,0,0,0,
8015,6,0,3,3,0,0,0,0,0,0,
8016,5,0,5,0,0,0,0,0,0,0,
8017,89,4,60,21,4,0,0,0,0,0,
8018,6,4,0,2,0,0,0,0,0,0,
8019,967,755,31,96,81,2,0,0,2,0,
8020,2,0,2,0,0,0,0,0,0,0,
8021,130,29,62,19,20,0,0,0,0,0,
8022,7,1,4,2,0,0,0,0,0,0,
8023,6,0,4,2,0,0,0,0,0,0,
8024,8,4,0,4,0,0,0,0,0,0,
8025,0,0,0,0,0,0,0,0,0,0,
8026,4,0,2,2,0,0,0,0,0,0,
8027,11,0,5,2,4,0,0,0,0,0,
8028,0,0,0,0,0,0,0,0,0,0,
8029,7,0,6,1,0,0,0,0,0,0,
8030,9,0,5,4,0,0,0,0,0,0,
8031,16,0,11,4,0,0,0,0,0,0,1
8032,65,13,29,12,11,0,0,0,0,0,
8033,5,0,3,2,0,0,0,0,0,0,
8034,0,0,0,0,0,0,0,0,0,0,
8035,9,0,5,4,0,0,0,0,0,0,
8036,10,0,4,3,3,0,0,0,0,0,
8037,309,216,23,70,0,0,0,0,0,0,
8038,14,7,0,7,0,0,0,0,0,0,
8039,5,0,3,2,0,0,0,0,0,0,
8040,11,0,0,2,0,0,0,0,0,9,
8041,5,0,3,2,0,0,0,0,0,0,
8042,4,2,0,2,0,0,0,0,0,0,
8043,6,4,0,2,0,0,0,0,0,0,
8044,5,0,2,3,0,0,0,0,0,0,
8045,50,35,0,6,9,0,0,0,0,0,
8046,5,0,4,1,0,0,0,0,0,0,
8047,3,0,2,1,0,0,0,0,0,0,
8048,13,0,13,0,0,0,0,0,0,0,
8049,8,0,4,4,0,0,0,0,0,0,
8050,26,22,0,4,0,0,0,0,0,0,
8051,5,0,4,1,0,0,0,0,0,0,
8052,13,1,8,4,0,0,0,0,0,0,
8053,0,0,0,0,0,0,0,0,0,0,
8054,8,0,5,3,0,0,0,0,0,0,
8055,5,0,5,0,0,0,0,0,0,0,
8056,4,0,2,2,0,0,0,0,0,0,
8057,3,0,1,2,0,0,0,0,0,0,
8058,4,0,3,1,0,0,0,0,0,0,
8059,3,2,1,0,0,0,0,0,0,0,
8060,6,1,3,2,0,0,0,0,0,0,
8061,1,0,1,0,0,0,0,0,0,0,
8062,18,0,14,4,0,0,0,0,0,0,
8063,8,5,0,3,0,0,0,0,0,0,
8064,7,0,4,3,0,0,0,0,0,0,
8065,9,4,0,5,0,0,0,0,0,0,
8066,6,3,0,3,0,0,0,0,0,0,
8067,4,0,2,2,0,0,0,0,0,0,
9002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10001,10,1,6,3,0,0,0,0,0,0,
10002,5,0,3,2,0,0,0,0,0,0,
10003,1,0,1,0,0,0,0,0,0,0,
10004,5,0,5,0,0,0,0,0,0,0,
10005,424,88,188,128,15,0,0,0,0,5,
10006,5,0,3,2,0,0,0,0,0,0,
10007,51,4,34,8,5,0,0,0,0,0,
10008,3,0,3,0,0,0,0,0,0,0,
10009,7,0,4,3,0,0,0,0,0,0,
10010,3,0,2,1,0,0,0,0,0,0,
10011,4,0,3,1,0,0,0,0,0,0,
10012,26,1,12,13,0,0,0,0,0,0,
10013,6,0,4,2,0,0,0,0,0,0,
10014,12,0,10,2,0,0,0,0,0,0,
10015,3,0,2,1,0,0,0,0,0,0,
10016,7,1,3,3,0,0,0,0,0,0,
10017,3,0,2,1,0,0,0,0,0,0,
10018,3,2,0,1,0,0,0,0,0,0,
10019,4,0,4,0,0,0,0,0,0,0,
10020,4,0,2,2,0,0,0,0,0,0,
10021,6,0,5,1,0,0,0,0,0,0,
10022,5,0,4,1,0,0,0,0,0,0,
10023,26,1,9,4,12,0,0,0,0,0,
10024,4,1,2,1,0,0,0,0,0,0,
10025,3,0,2,1,0,0,0,0,0,0,
10026,10,0,8,2,0,0,0,0,0,0,
10027,3,0,3,0,0,0,0,0,0,0,
10028,6,0,5,1,0,0,0,0,0,0,
10029,4,0,3,1,0,0,0,0,0,0,
10030,4,0,3,1,0,0,0,0,0,0,
10031,2,0,2,0,0,0,0,0,0,0,
10032,7,0,4,3,0,0,0,0,0,0,
10033,3,0,2,1,0,0,0,0,0,0,
10034,9,0,7,2,0,0,0,0,0,0,
10035,6,0,5,1,0,0,0,0,0,0,
10036,5,0,4,1,0,0,0,0,0,0,
10037,4,0,3,1,0,0,0,0,0,0,
10038,5,0,4,1,0,0,0,0,0,0,
10039,7,0,4,3,0,0,0,0,0,0,
11001,25,4,16,5,0,0,0,0,0,0,
11002,41,3,23,10,4,0,0,1,0,0,
11003,82,13,25,44,0,0,0,0,0,0,
11004,43,2,30,11,0,0,0,0,0,0,
11005,24,1,12,11,0,0,0,0,0,0,
11006,5,0,4,1,0,0,0,0,0,0,
11007,290,38,161,91,0,0,0,0,0,0,
11008,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
11009,23,0,16,5,2,0,0,0,0,0,
11010,19,0,10,9,0,0,0,0,0,0,
11011,46,4,16,11,15,0,0,0,0,0,
11012,12,0,8,4,0,0,0,0,0,0,
11013,18,0,11,7,0,0,0,0,0,0,
11014,59,5,32,12,10,0,0,0,0,0,
11015,81,5,54,22,0,0,0,0,0,0,
11016,11,1,5,5,0,0,0,0,0,0,
11017,231,120,32,35,36,0,0,0,8,0,
11018,27,0,0,12,15,0,0,0,0,0,
11019,3,3,0,0,0,0,0,0,0,0,
11020,1044,90,726,105,67,1,0,0,1,54,
11021,25,5,14,6,0,0,0,0,0,0,
11022,12,0,8,4,0,0,0,0,0,0,
11023,49,1,19,23,6,0,0,0,0,0,
11024,7,0,2,5,0,0,0,0,0,0,
11025,45,1,18,19,7,0,0,0,0,0,
11026,32,0,10,9,13,0,0,0,0,0,
11027,101,2,34,20,45,0,0,0,0,0,
11028,77,43,0,34,0,0,0,0,0,0,
11029,19,1,12,6,0,0,0,0,0,0,
11030,21,1,16,4,0,0,0,0,0,0,
11031,98,4,52,23,19,0,0,0,0,0,
11032,40,0,35,5,0,0,0,0,0,0,
11033,54,6,39,9,0,0,0,0,0,0,
11034,9,2,3,4,0,0,0,0,0,0,
11035,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
11036,7,0,5,2,0,0,0,0,0,0,
11037,88,6,48,14,20,0,0,0,0,0,
11038,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
11039,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
11040,10,0,6,4,0,0,0,0,0,0,
11041,50,1,25,24,0,0,0,0,0,0,
11042,26,1,15,8,0,0,0,0,2,0,
11043,24,1,9,14,0,0,0,0,0,0,
11044,23,13,10,0,0,0,0,0,0,0,
11045,18,2,8,6,2,0,0,0,0,0,
11046,24,2,14,8,0,0,0,0,0,0,
12001,136,27,56,53,0,0,0,0,0,0,
12002,1,0,1,0,0,0,0,0,0,0,
12003,1,0,1,0,0,0,0,0,0,0,
12004,5,0,3,2,0,0,0,0,0,0,
12005,1,0,1,0,0,0,0,0,0,0,
12006,0,0,0,0,0,0,0,0,0,0,
12007,2,0,2,0,0,0,0,0,0,0,
12008,2,0,2,0,0,0,0,0,0,0,
12009,1,0,1,0,0,0,0,0,0,0,
12010,3,0,3,0,0,0,0,0,0,0,
12011,6,0,4,2,0,0,0,0,0,0,
12012,7,0,4,3,0,0,0,0,0,0,
12013,4,0,4,0,0,0,0,0,0,0,
12014,3,0,3,0,0,0,0,0,0,0,
12015,7,0,2,5,0,0,0,0,0,0,
12016,0,0,0,0,0,0,0,0,0,0,
12017,0,0,0,0,0,0,0,0,0,0,
12018,2,0,2,0,0,0,0,0,0,0,
12019,3,0,3,0,0,0,0,0,0,0,
12020,1,0,1,0,0,0,0,0,0,0,
12021,6,0,6,0,0,0,0,0,0,0,
12022,2,0,2,0,0,0,0,0,0,0,
12023,4,0,4,0,0,0,0,0,0,0,
12024,1,0,1,0,0,0,0,0,0,0,
12025,5,0,2,3,0,0,0,0,0,0,
12026,0,0,0,0,0,0,0,0,0,0,
12027,1,0,1,0,0,0,0,0,0,0,
12028,20,0,11,9,0,0,0,0,0,0,
12029,49,3,23,23,0,0,0,0,0,0,
12030,2,0,2,0,0,0,0,0,0,0,
12031,10,3,3,4,0,0,0,0,0,0,
12032,2,0,2,0,0,0,0,0,0,0,
12033,2,0,2,0,0,0,0,0,0,0,
12034,3,0,3,0,0,0,0,0,0,0,
12035,15,1,4,10,0,0,0,0,0,0,
12036,1,0,1,0,0,0,0,0,0,0,
12037,2,0,2,0,0,0,0,0,0,0,
12038,52,9,27,13,3,0,0,0,0,0,
12039,4,0,2,2,0,0,0,0,0,0,
12040,2,0,2,0,0,0,0,0,0,0,
12041,7,0,4,3,0,0,0,0,0,0,
12042,1,0,1,0,0,0,0,0,0,0,
12043,3,0,3,0,0,0,0,0,0,0,
12044,3,0,3,0,0,0,0,0,0,0,
12045,4,0,4,0,0,0,0,0,0,0,
12046,22,5,12,5,0,0,0,0,0,0,
12047,1,0,1,0,0,0,0,0,0,0,
12048,6,0,6,0,0,0,0,0,0,0,
12049,4,0,4,0,0,0,0,0,0,0,
12050,3,0,2,1,0,0,0,0,0,0,
12051,9,0,8,1,0,0,0,0,0,0,
12052,6,0,6,0,0,0,0,0,0,0,
12053,6,1,5,0,0,0,0,0,0,0,
12054,2,0,2,0,0,0,0,0,0,0,
12055,18,3,6,9,0,0,0,0,0,0,
12056,1,0,1,0,0,0,0,0,0,0,
12057,3,3,0,0,0,0,0,0,0,0,
12058,2,0,2,0,0,0,0,0,0,0,
12059,2,0,2,0,0,0,0,0,0,0,
12060,0,0,0,0,0,0,0,0,0,0,
12061,5,0,5,0,0,0,0,0,0,0,
12062,3,0,3,0,0,0,0,0,0,0,
12063,2,0,2,0,0,0,0,0,0,0,
12064,1,0,1,0,0,0,0,0,0,0,
12065,2,0,2,0,0,0,0,0,0,0,
12066,6,0,4,2,0,0,0,0,0,0,
12067,2,0,2,0,0,0,0,0,0,0,
12068,6,0,0,0,0,0,0,0,0,6,
12069,0,0,0,0,0,0,0,0,0,0,
12070,2,0,2,0,0,0,0,0,0,0,
12071,4,0,4,0,0,0,0,0,0,0,
12072,2,0,2,0,0,0,0,0,0,0,
12073,1,0,1,0,0,0,0,0,0,0,
12074,1,0,1,0,0,0,0,0,0,0,
12075,5,1,4,0,0,0,0,0,0,0,
12076,3,0,3,0,0,0,0,0,0,0,
12077,2,0,2,0,0,0,0,0,0,0,
12078,3,0,3,0,0,0,0,0,0,0,
12079,3,0,3,0,0,0,0,0,0,0,
12080,1,0,1,0,0,0,0,0,0,0,
12081,2,0,2,0,0,0,0,0,0,0,
12082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13001,6,0,3,3,0,0,0,0,0,0,
13002,7,1,4,2,0,0,0,0,0,0,
13003,30,9,9,4,8,0,0,0,0,0,
13004,8,0,6,2,0,0,0,0,0,0,
13005,10,0,9,1,0,0,0,0,0,0,
13006,10,1,6,2,0,0,0,0,0,1,
13007,10,2,8,0,0,0,0,0,0,0,
13008,14,6,8,0,0,0,0,0,0,0,
13009,12,0,8,4,0,0,0,0,0,0,
13010,31,1,19,11,0,0,0,0,0,0,
13011,3,3,0,0,0,0,0,0,0,0,
13012,9,1,7,1,0,0,0,0,0,0,
13013,14,0,10,4,0,0,0,0,0,0,
13014,5,0,5,0,0,0,0,0,0,0,
13015,5,0,4,1,0,0,0,0,0,0,
13016,9,0,6,3,0,0,0,0,0,0,
13017,4,0,3,0,0,0,0,0,1,0,
13018,3,0,3,0,0,0,0,0,0,0,
13019,8,0,8,0,0,0,0,0,0,0,
13020,5,1,2,2,0,0,0,0,0,0,
13021,9,2,5,2,0,0,0,0,0,0,
13022,6,2,4,0,0,0,0,0,0,0,
13023,11,1,7,3,0,0,0,0,0,0,
13024,7,0,7,0,0,0,0,0,0,0,
13025,4,1,3,0,0,0,0,0,0,0,
13026,6,0,3,3,0,0,0,0,0,0,
13027,6,1,2,3,0,0,0,0,0,0,
13028,18,0,12,6,0,0,0,0,0,0,
13029,19,2,12,5,0,0,0,0,0,0,
13030,11,0,8,3,0,0,0,0,0,0,
13031,4,0,3,1,0,0,0,0,0,0,
13032,3,0,1,2,0,0,0,0,0,0,
13033,4,0,2,2,0,0,0,0,0,0,
13034,5,0,3,2,0,0,0,0,0,0,
13035,4,0,4,0,0,0,0,0,0,0,
13036,8,0,4,4,0,0,0,0,0,0,
13037,8,0,6,2,0,0,0,0,0,0,
13038,7,1,6,0,0,0,0,0,0,0,
13039,7,2,4,1,0,0,0,0,0,0,
13040,7,0,5,2,0,0,0,0,0,0,
13041,25,2,12,11,0,0,0,0,0,0,
13042,8,1,6,1,0,0,0,0,0,0,
13043,4,0,4,0,0,0,0,0,0,0,
13044,5,1,4,0,0,0,0,0,0,0,
13045,6,0,6,0,0,0,0,0,0,0,
13046,14,0,4,10,0,0,0,0,0,0,
13047,7,0,7,0,0,0,0,0,0,0,
13048,214,71,52,62,24,0,0,0,5,0,
13049,3,0,3,0,0,0,0,0,0,0,
13050,12,5,4,3,0,0,0,0,0,0,
13051,41,6,16,19,0,0,0,0,0,0,
13052,15,0,15,0,0,0,0,0,0,0,
13053,5,0,2,3,0,0,0,0,0,0,
13054,4,4,0,0,0,0,0,0,0,0,
13055,8,2,5,0,0,0,0,0,0,1,
13056,18,1,9,3,5,0,0,0,0,0,
13057,7,1,6,0,0,0,0,0,0,0,
13058,12,1,5,6,0,0,0,0,0,0,
13059,9,0,5,4,0,0,0,0,0,0,
13060,7,2,5,0,0,0,0,0,0,0,
13061,9,1,6,2,0,0,0,0,0,0,
13062,6,0,6,0,0,0,0,0,0,0,
13063,62,9,39,14,0,0,0,0,0,0,
13064,4,0,4,0,0,0,0,0,0,0,
13065,6,0,6,0,0,0,0,0,0,0,
13066,7,0,5,2,0,0,0,0,0,0,
13067,14,1,9,4,0,0,0,0,0,0,
13068,5,1,3,1,0,0,0,0,0,0,
13069,57,0,47,9,0,0,0,0,1,0,
13070,13,1,8,4,0,0,0,0,0,0,
13071,7,0,5,2,0,0,0,0,0,0,
13072,4,0,4,0,0,0,0,0,0,0,
13073,6,3,3,0,0,0,0,0,0,0,
13074,13,0,7,6,0,0,0,0,0,0,
13075,6,0,6,0,0,0,0,0,0,0,
13076,24,4,16,4,0,0,0,0,0,0,
13077,57,6,40,3,6,0,0,0,1,1,
13078,6,0,5,1,0,0,0,0,0,0,
13079,6,1,3,2,0,0,0,0,0,0,
13080,2,0,2,0,0,0,0,0,0,0,
13081,19,0,10,9,0,0,0,0,0,0,
13082,7,1,4,2,0,0,0,0,0,0,
13083,21,2,9,10,0,0,0,0,0,0,
13084,14,0,9,3,0,0,0,0,0,2,
14001,10,2,5,2,0,0,0,0,0,1,
14002,7,0,5,2,0,0,0,0,0,0,
14003,11,0,5,2,4,0,0,0,0,0,
14004,7,0,4,3,0,0,0,0,0,0,
14005,6,0,3,2,0,0,0,0,0,1,
14006,6,0,6,0,0,0,0,0,0,0,
14007,7,0,2,3,2,0,0,0,0,0,
14008,37,2,20,6,9,0,0,0,0,0,
14009,10,1,7,2,0,0,0,0,0,0,
14010,4,0,3,1,0,0,0,0,0,0,
14011,6,0,4,1,0,0,0,0,0,1,
14012,5,0,4,0,0,0,0,0,0,1,
14013,40,0,35,3,2,0,0,0,0,0,
14014,7,0,5,1,0,0,0,0,0,1,
14015,46,0,15,25,6,0,0,0,0,0,
14016,7,0,7,0,0,0,0,0,0,0,
14017,11,0,4,6,0,0,0,0,0,1,
14018,6,0,5,1,0,0,0,0,0,0,
14019,8,0,5,3,0,0,0,0,0,0,
14020,9,0,7,2,0,0,0,0,0,0,
