ubicageo_f,infrapol_b,inffuntt,inffun1,inffun2,inffunne
26044,10,1,1,0,
26044,20,0,0,0,
26044,31,0,0,0,
26044,32,0,0,0,
26044,40,0,0,0,
26045,10,2,1,1,
26045,20,0,0,0,
26045,31,0,0,0,
26045,32,0,0,0,
26045,40,0,0,0,
26046,10,1,1,0,
26046,20,0,0,0,
26046,31,0,0,0,
26046,32,0,0,0,
26046,40,0,0,0,
26047,10,2,2,0,
26047,20,0,0,0,
26047,31,0,0,0,
26047,32,0,0,0,
26047,40,0,0,0,
26048,10,7,1,6,
26048,20,0,0,0,
26048,31,0,0,0,
26048,32,0,0,0,
26048,40,0,0,0,
26049,10,1,1,0,
26049,20,0,0,0,
26049,31,0,0,0,
26049,32,0,0,0,
26049,40,0,0,0,
26050,10,1,1,0,
26050,20,0,0,0,
26050,31,0,0,0,
26050,32,0,0,0,
26050,40,0,0,0,
26051,10,1,1,0,
26051,20,0,0,0,
26051,31,0,0,0,
26051,32,0,0,0,
26051,40,0,0,0,
26052,10,1,1,0,
26052,20,0,0,0,
26052,31,0,0,0,
26052,32,0,0,0,
26052,40,0,0,0,
26053,10,1,1,0,
26053,20,0,0,0,
26053,31,0,0,0,
26053,32,0,0,0,
26053,40,0,0,0,
26054,10,1,1,0,
26054,20,1,1,0,
26054,31,0,0,0,
26054,32,0,0,0,
26054,40,0,0,0,
26055,10,3,3,0,
26055,20,0,0,0,
26055,31,4,4,0,
26055,32,0,0,0,
26055,40,0,0,0,
26056,10,4,1,3,
26056,20,0,0,0,
26056,31,0,0,0,
26056,32,0,0,0,
26056,40,0,0,0,
26057,10,1,1,0,
26057,20,0,0,0,
26057,31,0,0,0,
26057,32,0,0,0,
26057,40,0,0,0,
26058,10,2,1,1,
26058,20,0,0,0,
26058,31,0,0,0,
26058,32,0,0,0,
26058,40,0,0,0,
26059,10,2,2,0,
26059,20,0,0,0,
26059,31,0,0,0,
26059,32,0,0,0,
26059,40,0,0,0,
26060,10,2,2,0,
26060,20,0,0,0,
26060,31,0,0,0,
26060,32,0,0,0,
26060,40,0,0,0,
26061,10,6,6,0,
26061,20,0,0,0,
26061,31,0,0,0,
26061,32,0,0,0,
26061,40,0,0,0,
26062,10,1,1,0,
26062,20,0,0,0,
26062,31,0,0,0,
26062,32,0,0,0,
26062,40,0,0,0,
26063,10,1,1,0,
26063,20,0,0,0,
26063,31,0,0,0,
26063,32,0,0,0,
26063,40,0,0,0,
26064,10,1,1,0,
26064,20,0,0,0,
26064,31,0,0,0,
26064,32,0,0,0,
26064,40,0,0,0,
26065,10,1,1,0,
26065,20,0,0,0,
26065,31,0,0,0,
26065,32,0,0,0,
26065,40,0,0,0,
26066,10,1,1,0,
26066,20,0,0,0,
26066,31,0,0,0,
26066,32,0,0,0,
26066,40,0,0,0,
26067,10,1,1,0,
26067,20,0,0,0,
26067,31,0,0,0,
26067,32,0,0,0,
26067,40,0,0,0,
26068,10,1,1,0,
26068,20,0,0,0,
26068,31,0,0,0,
26068,32,0,0,0,
26068,40,0,0,0,
26069,10,1,1,0,
26069,20,0,0,0,
26069,31,0,0,0,
26069,32,0,0,0,
26069,40,0,0,0,
26070,10,1,1,0,
26070,20,0,0,0,
26070,31,0,0,0,
26070,32,0,0,0,
26070,40,0,0,0,
26071,10,8,1,7,
26071,20,0,0,0,
26071,31,0,0,0,
26071,32,0,0,0,
26071,40,0,0,0,
26072,10,1,1,0,
26072,20,0,0,0,
26072,31,0,0,0,
26072,32,0,0,0,
26072,40,2,1,1,
27001,10,10,5,5,
27001,20,0,0,0,
27001,31,7,4,3,
27001,32,0,0,0,
27001,40,0,0,0,
27002,10,1,1,0,
27002,20,0,0,0,
27002,31,0,0,0,
27002,32,0,0,0,
27002,40,0,0,0,
27003,10,1,1,0,
27003,20,0,0,0,
27003,31,2,2,0,
27003,32,0,0,0,
27003,40,0,0,0,
27004,10,NA,NA,NA,
27004,20,NA,NA,NA,
27004,31,NA,NA,NA,
27004,32,NA,NA,NA,
27004,40,NA,NA,NA,
27005,10,13,13,0,
27005,20,0,0,0,
27005,31,1,1,0,
27005,32,0,0,0,
27005,40,0,0,0,
27006,10,1,1,0,
27006,20,0,0,0,
27006,31,0,0,0,
27006,32,0,0,0,
27006,40,0,0,0,
27007,10,4,3,1,
27007,20,0,0,0,
27007,31,0,0,0,
27007,32,0,0,0,
27007,40,0,0,0,
27008,10,2,2,0,
27008,20,7,7,0,
27008,31,22,22,0,
27008,32,32,17,15,
27008,40,0,0,0,
27009,10,1,1,0,
27009,20,0,0,0,
27009,31,3,3,0,
27009,32,0,0,0,
27009,40,0,0,0,
27010,10,1,1,0,
27010,20,0,0,0,
27010,31,0,0,0,
27010,32,0,0,0,
27010,40,0,0,0,
27011,10,13,12,1,
27011,20,0,0,0,
27011,31,0,0,0,
27011,32,0,0,0,
27011,40,0,0,0,
27012,10,7,7,0,
27012,20,1,1,0,
27012,31,6,5,1,
27012,32,0,0,0,
27012,40,0,0,0,
27013,10,3,3,0,
27013,20,0,0,0,
27013,31,1,1,0,
27013,32,0,0,0,
27013,40,0,0,0,
27014,10,1,1,0,
27014,20,0,0,0,
27014,31,6,2,4,
27014,32,0,0,0,
27014,40,0,0,0,
27015,10,1,1,0,
27015,20,0,0,0,
27015,31,4,2,2,
27015,32,0,0,0,
27015,40,0,0,0,
27016,10,1,1,0,
27016,20,0,0,0,
27016,31,4,4,0,
27016,32,0,0,0,
27016,40,0,0,0,
27017,10,1,1,0,
27017,20,0,0,0,
27017,31,0,0,0,
27017,32,0,0,0,
27017,40,0,0,0,
28001,10,NA,NA,NA,
28001,20,NA,NA,NA,
28001,31,NA,NA,NA,
28001,32,NA,NA,NA,
28001,40,NA,NA,NA,
28002,10,NA,NA,NA,
28002,20,NA,NA,NA,
28002,31,NA,NA,NA,
28002,32,NA,NA,NA,
28002,40,NA,NA,NA,
28003,10,NA,NA,NA,
28003,20,NA,NA,NA,
28003,31,NA,NA,NA,
28003,32,NA,NA,NA,
28003,40,NA,NA,NA,
28004,10,NA,NA,NA,
28004,20,NA,NA,NA,
28004,31,NA,NA,NA,
28004,32,NA,NA,NA,
28004,40,NA,NA,NA,
28005,10,NA,NA,NA,
28005,20,NA,NA,NA,
28005,31,NA,NA,NA,
28005,32,NA,NA,NA,
28005,40,NA,NA,NA,
28006,10,NA,NA,NA,
28006,20,NA,NA,NA,
28006,31,NA,NA,NA,
28006,32,NA,NA,NA,
28006,40,NA,NA,NA,
28007,10,NA,NA,NA,
28007,20,NA,NA,NA,
28007,31,NA,NA,NA,
28007,32,NA,NA,NA,
28007,40,NA,NA,NA,
28008,10,NA,NA,NA,
28008,20,NA,NA,NA,
28008,31,NA,NA,NA,
28008,32,NA,NA,NA,
28008,40,NA,NA,NA,
28009,10,NA,NA,NA,
28009,20,NA,NA,NA,
28009,31,NA,NA,NA,
28009,32,NA,NA,NA,
28009,40,NA,NA,NA,
28010,10,NA,NA,NA,
28010,20,NA,NA,NA,
28010,31,NA,NA,NA,
28010,32,NA,NA,NA,
28010,40,NA,NA,NA,
28011,10,NA,NA,NA,
28011,20,NA,NA,NA,
28011,31,NA,NA,NA,
28011,32,NA,NA,NA,
28011,40,NA,NA,NA,
28012,10,NA,NA,NA,
28012,20,NA,NA,NA,
28012,31,NA,NA,NA,
28012,32,NA,NA,NA,
28012,40,NA,NA,NA,
28013,10,NA,NA,NA,
28013,20,NA,NA,NA,
28013,31,NA,NA,NA,
28013,32,NA,NA,NA,
28013,40,NA,NA,NA,
28014,10,NA,NA,NA,
28014,20,NA,NA,NA,
28014,31,NA,NA,NA,
28014,32,NA,NA,NA,
28014,40,NA,NA,NA,
28015,10,NA,NA,NA,
28015,20,NA,NA,NA,
28015,31,NA,NA,NA,
28015,32,NA,NA,NA,
28015,40,NA,NA,NA,
28016,10,NA,NA,NA,
28016,20,NA,NA,NA,
28016,31,NA,NA,NA,
28016,32,NA,NA,NA,
28016,40,NA,NA,NA,
28017,10,NA,NA,NA,
28017,20,NA,NA,NA,
28017,31,NA,NA,NA,
28017,32,NA,NA,NA,
28017,40,NA,NA,NA,
28018,10,NA,NA,NA,
28018,20,NA,NA,NA,
28018,31,NA,NA,NA,
28018,32,NA,NA,NA,
28018,40,NA,NA,NA,
28019,10,NA,NA,NA,
28019,20,NA,NA,NA,
28019,31,NA,NA,NA,
28019,32,NA,NA,NA,
28019,40,NA,NA,NA,
28020,10,NA,NA,NA,
28020,20,NA,NA,NA,
28020,31,NA,NA,NA,
28020,32,NA,NA,NA,
28020,40,NA,NA,NA,
28021,10,NA,NA,NA,
28021,20,NA,NA,NA,
28021,31,NA,NA,NA,
28021,32,NA,NA,NA,
28021,40,NA,NA,NA,
28022,10,NA,NA,NA,
28022,20,NA,NA,NA,
28022,31,NA,NA,NA,
28022,32,NA,NA,NA,
28022,40,NA,NA,NA,
28023,10,NA,NA,NA,
28023,20,NA,NA,NA,
28023,31,NA,NA,NA,
28023,32,NA,NA,NA,
28023,40,NA,NA,NA,
28024,10,NA,NA,NA,
28024,20,NA,NA,NA,
28024,31,NA,NA,NA,
28024,32,NA,NA,NA,
28024,40,NA,NA,NA,
28025,10,NA,NA,NA,
28025,20,NA,NA,NA,
28025,31,NA,NA,NA,
28025,32,NA,NA,NA,
28025,40,NA,NA,NA,
28026,10,NA,NA,NA,
28026,20,NA,NA,NA,
28026,31,NA,NA,NA,
28026,32,NA,NA,NA,
28026,40,NA,NA,NA,
28027,10,NA,NA,NA,
28027,20,NA,NA,NA,
28027,31,NA,NA,NA,
28027,32,NA,NA,NA,
28027,40,NA,NA,NA,
28028,10,NA,NA,NA,
28028,20,NA,NA,NA,
28028,31,NA,NA,NA,
28028,32,NA,NA,NA,
28028,40,NA,NA,NA,
28029,10,NA,NA,NA,
28029,20,NA,NA,NA,
28029,31,NA,NA,NA,
28029,32,NA,NA,NA,
28029,40,NA,NA,NA,
28030,10,NA,NA,NA,
28030,20,NA,NA,NA,
28030,31,NA,NA,NA,
28030,32,NA,NA,NA,
28030,40,NA,NA,NA,
28031,10,NA,NA,NA,
28031,20,NA,NA,NA,
28031,31,NA,NA,NA,
28031,32,NA,NA,NA,
28031,40,NA,NA,NA,
28032,10,NA,NA,NA,
28032,20,NA,NA,NA,
28032,31,NA,NA,NA,
28032,32,NA,NA,NA,
28032,40,NA,NA,NA,
28033,10,NA,NA,NA,
28033,20,NA,NA,NA,
28033,31,NA,NA,NA,
28033,32,NA,NA,NA,
28033,40,NA,NA,NA,
28034,10,NA,NA,NA,
28034,20,NA,NA,NA,
28034,31,NA,NA,NA,
28034,32,NA,NA,NA,
28034,40,NA,NA,NA,
28035,10,NA,NA,NA,
28035,20,NA,NA,NA,
28035,31,NA,NA,NA,
28035,32,NA,NA,NA,
28035,40,NA,NA,NA,
28036,10,NA,NA,NA,
28036,20,NA,NA,NA,
28036,31,NA,NA,NA,
28036,32,NA,NA,NA,
28036,40,NA,NA,NA,
28037,10,NA,NA,NA,
28037,20,NA,NA,NA,
28037,31,NA,NA,NA,
28037,32,NA,NA,NA,
28037,40,NA,NA,NA,
28038,10,NA,NA,NA,
28038,20,NA,NA,NA,
28038,31,NA,NA,NA,
28038,32,NA,NA,NA,
28038,40,NA,NA,NA,
28039,10,NA,NA,NA,
28039,20,NA,NA,NA,
28039,31,NA,NA,NA,
28039,32,NA,NA,NA,
28039,40,NA,NA,NA,
28040,10,NA,NA,NA,
28040,20,NA,NA,NA,
28040,31,NA,NA,NA,
28040,32,NA,NA,NA,
28040,40,NA,NA,NA,
28041,10,NA,NA,NA,
28041,20,NA,NA,NA,
28041,31,NA,NA,NA,
28041,32,NA,NA,NA,
28041,40,NA,NA,NA,
28042,10,NA,NA,NA,
28042,20,NA,NA,NA,
28042,31,NA,NA,NA,
28042,32,NA,NA,NA,
28042,40,NA,NA,NA,
28043,10,NA,NA,NA,
28043,20,NA,NA,NA,
28043,31,NA,NA,NA,
28043,32,NA,NA,NA,
28043,40,NA,NA,NA,
29001,10,1,1,0,
29001,20,0,0,0,
29001,31,0,0,0,
29001,32,0,0,0,
29001,40,0,0,0,
29002,10,1,1,0,
29002,20,0,0,0,
29002,31,2,2,0,
29002,32,0,0,0,
29002,40,0,0,0,
29003,10,1,1,0,
29003,20,0,0,0,
29003,31,0,0,0,
29003,32,0,0,0,
29003,40,0,0,0,
29004,10,1,1,0,
29004,20,0,0,0,
29004,31,3,0,3,
29004,32,0,0,0,
29004,40,0,0,0,
29005,10,1,1,0,
29005,20,0,0,0,
29005,31,0,0,0,
29005,32,0,0,0,
29005,40,0,0,0,
29006,10,1,1,0,
29006,20,0,0,0,
29006,31,4,1,3,
29006,32,0,0,0,
29006,40,0,0,0,
29007,10,1,1,0,
29007,20,0,0,0,
29007,31,0,0,0,
29007,32,0,0,0,
29007,40,0,0,0,
29008,10,1,1,0,
29008,20,0,0,0,
29008,31,0,0,0,
29008,32,0,0,0,
29008,40,0,0,0,
29009,10,1,1,0,
29009,20,0,0,0,
29009,31,0,0,0,
29009,32,0,0,0,
29009,40,0,0,0,
29010,10,1,1,0,
29010,20,0,0,0,
29010,31,0,0,0,
29010,32,0,0,0,
29010,40,0,0,0,
29011,10,1,1,0,
29011,20,0,0,0,
29011,31,0,0,0,
29011,32,0,0,0,
29011,40,0,0,0,
29012,10,1,1,0,
29012,20,0,0,0,
29012,31,0,0,0,
29012,32,0,0,0,
29012,40,0,0,0,
29013,10,1,1,0,
29013,20,0,0,0,
29013,31,10,4,6,
29013,32,0,0,0,
29013,40,0,0,0,
29014,10,1,1,0,
29014,20,0,0,0,
29014,31,0,0,0,
29014,32,0,0,0,
29014,40,0,0,0,
29015,10,1,1,0,
29015,20,0,0,0,
29015,31,0,0,0,
29015,32,0,0,0,
29015,40,0,0,0,
29016,10,1,1,0,
29016,20,0,0,0,
29016,31,0,0,0,
29016,32,0,0,0,
29016,40,0,0,0,
29017,10,1,1,0,
29017,20,0,0,0,
29017,31,0,0,0,
29017,32,0,0,0,
29017,40,0,0,0,
29018,10,1,1,0,
29018,20,0,0,0,
29018,31,1,1,0,
29018,32,0,0,0,
29018,40,0,0,0,
29019,10,4,4,0,
29019,20,0,0,0,
29019,31,2,1,1,
29019,32,0,0,0,
29019,40,0,0,0,
29020,10,1,1,0,
29020,20,0,0,0,
29020,31,4,4,0,
29020,32,0,0,0,
29020,40,0,0,0,
29021,10,6,6,0,
29021,20,0,0,0,
29021,31,4,2,2,
29021,32,0,0,0,
29021,40,0,0,0,
29022,10,1,1,0,
29022,20,0,0,0,
29022,31,0,0,0,
29022,32,0,0,0,
29022,40,0,0,0,
29023,10,1,1,0,
29023,20,0,0,0,
29023,31,0,0,0,
29023,32,0,0,0,
29023,40,0,0,0,
29024,10,1,1,0,
29024,20,0,0,0,
29024,31,0,0,0,
29024,32,0,0,0,
29024,40,0,0,0,
29025,10,1,1,0,
29025,20,1,1,0,
29025,31,3,3,0,
29025,32,0,0,0,
29025,40,0,0,0,
29026,10,1,1,0,
29026,20,0,0,0,
29026,31,1,1,0,
29026,32,0,0,0,
29026,40,0,0,0,
29027,10,1,1,0,
29027,20,0,0,0,
29027,31,1,0,1,
29027,32,0,0,0,
29027,40,0,0,0,
29028,10,1,1,0,
29028,20,0,0,0,
29028,31,5,0,5,
29028,32,0,0,0,
29028,40,0,0,0,
29029,10,1,1,0,
29029,20,0,0,0,
29029,31,0,0,0,
29029,32,0,0,0,
29029,40,0,0,0,
29030,10,1,1,0,
29030,20,0,0,0,
29030,31,0,0,0,
29030,32,0,0,0,
29030,40,0,0,0,
29031,10,1,1,0,
29031,20,0,0,0,
29031,31,0,0,0,
29031,32,0,0,0,
29031,40,0,0,0,
29032,10,1,1,0,
29032,20,0,0,0,
29032,31,0,0,0,
29032,32,0,0,0,
29032,40,0,0,0,
29033,10,1,1,0,
29033,20,0,0,0,
29033,31,5,0,5,
29033,32,0,0,0,
29033,40,0,0,0,
29034,10,1,1,0,
29034,20,0,0,0,
29034,31,2,2,0,
29034,32,0,0,0,
29034,40,0,0,0,
29035,10,1,1,0,
29035,20,0,0,0,
29035,31,1,0,1,
29035,32,0,0,0,
29035,40,0,0,0,
29036,10,1,1,0,
29036,20,0,0,0,
29036,31,0,0,0,
29036,32,0,0,0,
29036,40,0,0,0,
29037,10,1,1,0,
29037,20,0,0,0,
29037,31,0,0,0,
29037,32,0,0,0,
29037,40,0,0,0,
29038,10,1,1,0,
29038,20,0,0,0,
29038,31,0,0,0,
29038,32,0,0,0,
29038,40,0,0,0,
29039,10,1,1,0,
29039,20,0,0,0,
29039,31,0,0,0,
29039,32,0,0,0,
29039,40,0,0,0,
29040,10,1,1,0,
29040,20,0,0,0,
29040,31,0,0,0,
29040,32,0,0,0,
29040,40,0,0,0,
29041,10,1,1,0,
29041,20,0,0,0,
29041,31,4,4,0,
29041,32,0,0,0,
29041,40,0,0,0,
29042,10,1,1,0,
29042,20,0,0,0,
29042,31,2,0,2,
29042,32,0,0,0,
29042,40,0,0,0,
29043,10,1,1,0,
29043,20,0,0,0,
29043,31,6,0,6,
29043,32,0,0,0,
29043,40,0,0,0,
29044,10,1,1,0,
29044,20,0,0,0,
29044,31,2,0,2,
29044,32,0,0,0,
29044,40,0,0,0,
29045,10,1,1,0,
29045,20,0,0,0,
29045,31,1,1,0,
29045,32,0,0,0,
29045,40,0,0,0,
29046,10,1,1,0,
29046,20,0,0,0,
29046,31,3,0,3,
29046,32,0,0,0,
29046,40,0,0,0,
29047,10,1,1,0,
29047,20,0,0,0,
29047,31,0,0,0,
29047,32,0,0,0,
29047,40,0,0,0,
29048,10,1,1,0,
29048,20,0,0,0,
29048,31,4,4,0,
29048,32,0,0,0,
29048,40,0,0,0,
29049,10,1,1,0,
29049,20,0,0,0,
29049,31,0,0,0,
29049,32,0,0,0,
29049,40,0,0,0,
29050,10,1,1,0,
29050,20,0,0,0,
29050,31,3,1,2,
29050,32,0,0,0,
29050,40,0,0,0,
29051,10,1,1,0,
29051,20,0,0,0,
29051,31,0,0,0,
29051,32,0,0,0,
29051,40,0,0,0,
29052,10,1,1,0,
29052,20,0,0,0,
29052,31,1,1,0,
29052,32,0,0,0,
29052,40,0,0,0,
29053,10,1,1,0,
29053,20,1,1,0,
29053,31,0,0,0,
29053,32,0,0,0,
29053,40,0,0,0,
29054,10,1,1,0,
29054,20,0,0,0,
29054,31,0,0,0,
29054,32,0,0,0,
29054,40,0,0,0,
29055,10,1,1,0,
29055,20,0,0,0,
29055,31,0,0,0,
29055,32,0,0,0,
29055,40,0,0,0,
29056,10,1,1,0,
29056,20,0,0,0,
29056,31,0,0,0,
29056,32,0,0,0,
29056,40,0,0,0,
29057,10,1,1,0,
29057,20,0,0,0,
29057,31,0,0,0,
29057,32,0,0,0,
29057,40,0,0,0,
29058,10,1,1,0,
29058,20,0,0,0,
29058,31,0,0,0,
29058,32,0,0,0,
29058,40,0,0,0,
29059,10,1,1,0,
29059,20,0,0,0,
29059,31,0,0,0,
29059,32,0,0,0,
29059,40,0,0,0,
29060,10,1,1,0,
29060,20,0,0,0,
29060,31,0,0,0,
29060,32,0,0,0,
29060,40,0,0,0,
30001,10,1,1,0,
30001,20,0,0,0,
30001,31,0,0,0,
30001,32,0,0,0,
30001,40,0,0,0,
30002,10,1,1,0,
30002,20,0,0,0,
30002,31,1,1,0,
30002,32,0,0,0,
30002,40,0,0,0,
30003,10,1,1,0,
30003,20,0,0,0,
30003,31,0,0,0,
30003,32,0,0,0,
30003,40,0,0,0,
30004,10,1,1,0,
30004,20,0,0,0,
30004,31,0,0,0,
30004,32,0,0,0,
30004,40,0,0,0,
30005,10,1,1,0,
30005,20,0,0,0,
30005,31,0,0,0,
30005,32,0,0,0,
30005,40,0,0,0,
30006,10,1,0,1,
30006,20,0,0,0,
30006,31,0,0,0,
30006,32,0,0,0,
30006,40,0,0,0,
30007,10,1,1,0,
30007,20,0,0,0,
30007,31,0,0,0,
30007,32,0,0,0,
30007,40,0,0,0,
30008,10,1,1,0,
30008,20,0,0,0,
30008,31,0,0,0,
30008,32,0,0,0,
30008,40,0,0,0,
30009,10,1,1,0,
30009,20,0,0,0,
30009,31,1,1,0,
30009,32,0,0,0,
30009,40,0,0,0,
30010,10,1,1,0,
30010,20,0,0,0,
30010,31,0,0,0,
30010,32,0,0,0,
30010,40,0,0,0,
30011,10,1,1,0,
30011,20,0,0,0,
30011,31,0,0,0,
30011,32,5,0,5,
30011,40,0,0,0,
30012,10,1,1,0,
30012,20,0,0,0,
30012,31,0,0,0,
30012,32,0,0,0,
30012,40,0,0,0,
30013,10,1,1,0,
30013,20,0,0,0,
30013,31,0,0,0,
30013,32,0,0,0,
30013,40,0,0,0,
30014,10,1,1,0,
30014,20,0,0,0,
30014,31,0,0,0,
30014,32,0,0,0,
30014,40,0,0,0,
30015,10,1,1,0,
30015,20,0,0,0,
30015,31,2,2,0,
30015,32,0,0,0,
30015,40,0,0,0,
30016,10,1,1,0,
30016,20,0,0,0,
30016,31,0,0,0,
30016,32,0,0,0,
30016,40,0,0,0,
30017,10,1,1,0,
30017,20,0,0,0,
30017,31,0,0,0,
30017,32,0,0,0,
30017,40,0,0,0,
30018,10,1,1,0,
30018,20,0,0,0,
30018,31,0,0,0,
30018,32,0,0,0,
30018,40,0,0,0,
30019,10,1,1,0,
30019,20,0,0,0,
30019,31,0,0,0,
30019,32,0,0,0,
30019,40,0,0,0,
30020,10,1,1,0,
30020,20,0,0,0,
30020,31,0,0,0,
30020,32,0,0,0,
30020,40,0,0,0,
30021,10,1,1,0,
30021,20,0,0,0,
30021,31,0,0,0,
30021,32,0,0,0,
30021,40,0,0,0,
30022,10,1,1,0,
30022,20,0,0,0,
30022,31,1,0,1,
30022,32,0,0,0,
30022,40,0,0,0,
30023,10,1,1,0,
30023,20,0,0,0,
30023,31,2,2,0,
30023,32,0,0,0,
30023,40,0,0,0,
30024,10,1,1,0,
30024,20,0,0,0,
30024,31,0,0,0,
30024,32,0,0,0,
30024,40,0,0,0,
30025,10,1,1,0,
30025,20,0,0,0,
30025,31,1,1,0,
30025,32,0,0,0,
30025,40,0,0,0,
30026,10,0,0,0,
30026,20,1,1,0,
30026,31,1,1,0,
30026,32,0,0,0,
30026,40,0,0,0,
30027,10,1,1,0,
30027,20,0,0,0,
30027,31,0,0,0,
30027,32,0,0,0,
30027,40,0,0,0,
30028,10,1,1,0,
30028,20,0,0,0,
30028,31,4,3,1,
30028,32,0,0,0,
30028,40,0,0,0,
30029,10,1,1,0,
30029,20,0,0,0,
30029,31,0,0,0,
30029,32,0,0,0,
30029,40,0,0,0,
30030,10,1,1,0,
30030,20,0,0,0,
30030,31,0,0,0,
30030,32,0,0,0,
30030,40,0,0,0,
30031,10,1,1,0,
30031,20,0,0,0,
30031,31,0,0,0,
30031,32,0,0,0,
30031,40,0,0,0,
30032,10,1,1,0,
30032,20,0,0,0,
30032,31,0,0,0,
30032,32,0,0,0,
30032,40,0,0,0,
30033,10,1,1,0,
30033,20,0,0,0,
30033,31,0,0,0,
30033,32,0,0,0,
30033,40,0,0,0,
30034,10,1,1,0,
30034,20,0,0,0,
30034,31,2,0,2,
30034,32,0,0,0,
30034,40,0,0,0,
30035,10,1,1,0,
30035,20,0,0,0,
30035,31,0,0,0,
30035,32,0,0,0,
30035,40,0,0,0,
30036,10,1,1,0,
30036,20,0,0,0,
30036,31,0,0,0,
30036,32,0,0,0,
30036,40,0,0,0,
30037,10,1,1,0,
30037,20,0,0,0,
30037,31,0,0,0,
30037,32,0,0,0,
30037,40,0,0,0,
30038,10,1,1,0,
30038,20,0,0,0,
30038,31,0,0,0,
30038,32,0,0,0,
30038,40,0,0,0,
30039,10,1,1,0,
30039,20,0,0,0,
30039,31,43,3,40,
30039,32,0,0,0,
30039,40,0,0,0,
30040,10,1,1,0,
30040,20,0,0,0,
30040,31,0,0,0,
30040,32,0,0,0,
30040,40,0,0,0,
30041,10,1,1,0,
30041,20,0,0,0,
30041,31,0,0,0,
30041,32,0,0,0,
30041,40,0,0,0,
30042,10,1,1,0,
30042,20,0,0,0,
30042,31,0,0,0,
30042,32,0,0,0,
30042,40,0,0,0,
30043,10,1,1,0,
30043,20,0,0,0,
30043,31,0,0,0,
30043,32,0,0,0,
30043,40,0,0,0,
30044,10,1,1,0,
30044,20,1,1,0,
30044,31,0,0,0,
30044,32,0,0,0,
30044,40,0,0,0,
30045,10,7,0,7,
30045,20,0,0,0,
30045,31,1,0,1,
30045,32,0,0,0,
30045,40,0,0,0,
30046,10,1,1,0,
30046,20,0,0,0,
30046,31,0,0,0,
30046,32,0,0,0,
30046,40,0,0,0,
30047,10,1,1,0,
30047,20,0,0,0,
30047,31,0,0,0,
30047,32,0,0,0,
30047,40,0,0,0,
30048,10,1,1,0,
30048,20,0,0,0,
30048,31,0,0,0,
30048,32,0,0,0,
30048,40,0,0,0,
30049,10,0,0,0,
30049,20,0,0,0,
30049,31,0,0,0,
30049,32,0,0,0,
30049,40,0,0,0,
30050,10,1,1,0,
30050,20,0,0,0,
30050,31,0,0,0,
30050,32,0,0,0,
30050,40,0,0,0,
30051,10,1,0,1,
30051,20,0,0,0,
30051,31,0,0,0,
30051,32,0,0,0,
30051,40,0,0,0,
30052,10,1,1,0,
30052,20,0,0,0,
30052,31,0,0,0,
30052,32,0,0,0,
30052,40,0,0,0,
30053,10,1,1,0,
30053,20,0,0,0,
30053,31,0,0,0,
30053,32,0,0,0,
30053,40,0,0,0,
30054,10,1,1,0,
30054,20,0,0,0,
30054,31,0,0,0,
30054,32,0,0,0,
30054,40,0,0,0,
30055,10,1,1,0,
30055,20,0,0,0,
30055,31,0,0,0,
30055,32,0,0,0,
30055,40,0,0,0,
30056,10,1,1,0,
30056,20,0,0,0,
30056,31,0,0,0,
30056,32,0,0,0,
30056,40,0,0,0,
30057,10,1,1,0,
30057,20,0,0,0,
30057,31,0,0,0,
30057,32,0,0,0,
30057,40,0,0,0,
30058,10,1,1,0,
30058,20,0,0,0,
30058,31,0,0,0,
30058,32,0,0,0,
30058,40,0,0,0,
30059,10,1,1,0,
30059,20,0,0,0,
30059,31,0,0,0,
30059,32,0,0,0,
30059,40,0,0,0,
30060,10,1,1,0,
30060,20,0,0,0,
30060,31,0,0,0,
30060,32,0,0,0,
30060,40,0,0,0,
30061,10,1,1,0,
30061,20,0,0,0,
30061,31,1,1,0,
30061,32,0,0,0,
30061,40,0,0,0,
30062,10,1,1,0,
30062,20,1,1,0,
30062,31,0,0,0,
30062,32,0,0,0,
30062,40,0,0,0,
30063,10,1,1,0,
30063,20,0,0,0,
30063,31,0,0,0,
30063,32,0,0,0,
30063,40,0,0,0,
30064,10,1,1,0,
30064,20,0,0,0,
30064,31,0,0,0,
30064,32,0,0,0,
30064,40,0,0,0,
30065,10,1,1,0,
30065,20,0,0,0,
30065,31,4,3,1,
30065,32,0,0,0,
30065,40,0,0,0,
30066,10,1,1,0,
30066,20,0,0,0,
30066,31,0,0,0,
30066,32,0,0,0,
30066,40,0,0,0,
30067,10,1,1,0,
30067,20,0,0,0,
30067,31,0,0,0,
30067,32,0,0,0,
30067,40,0,0,0,
30068,10,0,0,0,
30068,20,0,0,0,
30068,31,0,0,0,
30068,32,0,0,0,
30068,40,0,0,0,
30069,10,1,1,0,
30069,20,0,0,0,
30069,31,1,0,1,
30069,32,0,0,0,
30069,40,0,0,0,
30070,10,1,1,0,
30070,20,0,0,0,
30070,31,0,0,0,
30070,32,0,0,0,
30070,40,0,0,0,
30071,10,1,1,0,
30071,20,0,0,0,
30071,31,0,0,0,
30071,32,0,0,0,
30071,40,0,0,0,
30072,10,1,1,0,
30072,20,0,0,0,
30072,31,1,1,0,
30072,32,0,0,0,
30072,40,0,0,0,
30073,10,1,1,0,
30073,20,0,0,0,
30073,31,0,0,0,
