ubicageo_f,tipoequi_g,rnsnni1,totalca1
14011,110,2,NA
14012,10,2,NA
14012,20,1,8
14012,30,2,NA
14012,41,2,NA
14012,42,2,NA
14012,50,2,NA
14012,60,2,NA
14012,70,1,1
14012,80,2,NA
14012,90,2,NA
14012,101,1,1
14012,102,2,NA
14012,103,2,NA
14012,104,2,NA
14012,105,2,NA
14012,110,2,NA
14013,10,2,NA
14013,20,2,NA
14013,30,2,NA
14013,41,2,NA
14013,42,2,NA
14013,50,2,NA
14013,60,2,NA
14013,70,2,NA
14013,80,2,NA
14013,90,2,NA
14013,101,1,1
14013,102,2,NA
14013,103,2,NA
14013,104,2,NA
14013,105,2,NA
14013,110,2,NA
14014,10,2,NA
14014,20,2,NA
14014,30,2,NA
14014,41,2,NA
14014,42,2,NA
14014,50,2,NA
14014,60,2,NA
14014,70,2,NA
14014,80,2,NA
14014,90,2,NA
14014,101,1,1
14014,102,2,NA
14014,103,2,NA
14014,104,2,NA
14014,105,2,NA
14014,110,2,NA
14015,10,2,NA
14015,20,2,NA
14015,30,2,NA
14015,41,2,NA
14015,42,2,NA
14015,50,2,NA
14015,60,2,NA
14015,70,2,NA
14015,80,2,NA
14015,90,1,14
14015,101,1,2
14015,102,2,NA
14015,103,2,NA
14015,104,2,NA
14015,105,2,NA
14015,110,2,NA
14016,10,2,NA
14016,20,2,NA
14016,30,2,NA
14016,41,2,NA
14016,42,2,NA
14016,50,2,NA
14016,60,2,NA
14016,70,2,NA
14016,80,2,NA
14016,90,2,NA
14016,101,1,2
14016,102,2,NA
14016,103,2,NA
14016,104,2,NA
14016,105,2,NA
14016,110,2,NA
14017,10,2,NA
14017,20,2,NA
14017,30,2,NA
14017,41,2,NA
14017,42,2,NA
14017,50,2,NA
14017,60,2,NA
14017,70,2,NA
14017,80,2,NA
14017,90,2,NA
14017,101,1,1
14017,102,2,NA
14017,103,1,1
14017,104,2,NA
14017,105,2,NA
14017,110,2,NA
14018,10,2,NA
14018,20,2,NA
14018,30,2,NA
14018,41,2,NA
14018,42,2,NA
14018,50,2,NA
14018,60,2,NA
14018,70,2,NA
14018,80,2,NA
14018,90,1,32
14018,101,2,NA
14018,102,2,NA
14018,103,2,NA
14018,104,2,NA
14018,105,2,NA
14018,110,2,NA
14019,10,2,NA
14019,20,1,1
14019,30,2,NA
14019,41,2,NA
14019,42,2,NA
14019,50,2,NA
14019,60,2,NA
14019,70,2,NA
14019,80,2,NA
14019,90,1,3
14019,101,1,1
14019,102,2,NA
14019,103,1,1
14019,104,2,NA
14019,105,2,NA
14019,110,2,NA
14020,10,2,NA
14020,20,2,NA
14020,30,2,NA
14020,41,2,NA
14020,42,2,NA
14020,50,2,NA
14020,60,2,NA
14020,70,2,NA
14020,80,2,NA
14020,90,2,NA
14020,101,1,1
14020,102,2,NA
14020,103,2,NA
14020,104,2,NA
14020,105,2,NA
14020,110,2,NA
14021,10,2,NA
14021,20,2,NA
14021,30,2,NA
14021,41,2,NA
14021,42,2,NA
14021,50,2,NA
14021,60,2,NA
14021,70,2,NA
14021,80,2,NA
14021,90,2,NA
14021,101,2,NA
14021,102,2,NA
14021,103,2,NA
14021,104,2,NA
14021,105,2,NA
14021,110,2,NA
14022,10,2,NA
14022,20,2,NA
14022,30,2,NA
14022,41,2,NA
14022,42,2,NA
14022,50,2,NA
14022,60,2,NA
14022,70,2,NA
14022,80,2,NA
14022,90,2,NA
14022,101,1,1
14022,102,1,1
14022,103,1,1
14022,104,2,NA
14022,105,2,NA
14022,110,2,NA
14023,10,2,NA
14023,20,2,NA
14023,30,2,NA
14023,41,2,NA
14023,42,2,NA
14023,50,2,NA
14023,60,2,NA
14023,70,2,NA
14023,80,2,NA
14023,90,1,57
14023,101,1,1
14023,102,2,NA
14023,103,2,NA
14023,104,2,NA
14023,105,2,NA
14023,110,2,NA
14024,10,2,NA
14024,20,2,NA
14024,30,2,NA
14024,41,2,NA
14024,42,2,NA
14024,50,2,NA
14024,60,2,NA
14024,70,2,NA
14024,80,2,NA
14024,90,2,NA
14024,101,2,NA
14024,102,2,NA
14024,103,2,NA
14024,104,2,NA
14024,105,2,NA
14024,110,2,NA
14025,10,2,NA
14025,20,2,NA
14025,30,2,NA
14025,41,2,NA
14025,42,2,NA
14025,50,2,NA
14025,60,2,NA
14025,70,2,NA
14025,80,2,NA
14025,90,2,NA
14025,101,1,1
14025,102,2,NA
14025,103,2,NA
14025,104,2,NA
14025,105,2,NA
14025,110,2,NA
14026,10,2,NA
14026,20,2,NA
14026,30,2,NA
14026,41,2,NA
14026,42,2,NA
14026,50,2,NA
14026,60,2,NA
14026,70,2,NA
14026,80,2,NA
14026,90,2,NA
14026,101,2,NA
14026,102,2,NA
14026,103,2,NA
14026,104,2,NA
14026,105,2,NA
14026,110,2,NA
14027,10,2,NA
14027,20,2,NA
14027,30,2,NA
14027,41,2,NA
14027,42,2,NA
14027,50,2,NA
14027,60,2,NA
14027,70,2,NA
14027,80,2,NA
14027,90,2,NA
14027,101,2,NA
14027,102,2,NA
14027,103,2,NA
14027,104,2,NA
14027,105,2,NA
14027,110,2,NA
14028,10,2,NA
14028,20,2,NA
14028,30,2,NA
14028,41,2,NA
14028,42,2,NA
14028,50,2,NA
14028,60,2,NA
14028,70,2,NA
14028,80,2,NA
14028,90,2,NA
14028,101,1,1
14028,102,2,NA
14028,103,2,NA
14028,104,2,NA
14028,105,2,NA
14028,110,2,NA
14029,10,2,NA
14029,20,2,NA
14029,30,2,NA
14029,41,2,NA
14029,42,2,NA
14029,50,2,NA
14029,60,2,NA
14029,70,2,NA
14029,80,2,NA
14029,90,2,NA
14029,101,1,1
14029,102,2,NA
14029,103,2,NA
14029,104,2,NA
14029,105,2,NA
14029,110,2,NA
14030,10,2,NA
14030,20,2,NA
14030,30,2,NA
14030,41,2,NA
14030,42,1,4
14030,50,2,NA
14030,60,2,NA
14030,70,2,NA
14030,80,2,NA
14030,90,2,NA
14030,101,1,1
14030,102,2,NA
14030,103,2,NA
14030,104,2,NA
14030,105,2,NA
14030,110,2,NA
14031,10,2,NA
14031,20,2,NA
14031,30,2,NA
14031,41,2,NA
14031,42,2,NA
14031,50,2,NA
14031,60,2,NA
14031,70,2,NA
14031,80,2,NA
14031,90,2,NA
14031,101,2,NA
14031,102,2,NA
14031,103,2,NA
14031,104,2,NA
14031,105,2,NA
14031,110,2,NA
14032,10,2,NA
14032,20,2,NA
14032,30,2,NA
14032,41,2,NA
14032,42,2,NA
14032,50,2,NA
14032,60,1,1
14032,70,1,1
14032,80,2,NA
14032,90,1,18
14032,101,2,NA
14032,102,2,NA
14032,103,2,NA
14032,104,2,NA
14032,105,2,NA
14032,110,2,NA
14033,10,2,NA
14033,20,2,NA
14033,30,2,NA
14033,41,2,NA
14033,42,2,NA
14033,50,2,NA
14033,60,2,NA
14033,70,2,NA
14033,80,2,NA
14033,90,2,NA
14033,101,1,1
14033,102,2,NA
14033,103,2,NA
14033,104,2,NA
14033,105,2,NA
14033,110,2,NA
14034,10,2,NA
14034,20,2,NA
14034,30,2,NA
14034,41,2,NA
14034,42,2,NA
14034,50,2,NA
14034,60,2,NA
14034,70,2,NA
14034,80,2,NA
14034,90,2,NA
14034,101,2,NA
14034,102,2,NA
14034,103,2,NA
14034,104,2,NA
14034,105,2,NA
14034,110,2,NA
14035,10,2,NA
14035,20,2,NA
14035,30,2,NA
14035,41,2,NA
14035,42,2,NA
14035,50,2,NA
14035,60,2,NA
14035,70,2,NA
14035,80,2,NA
14035,90,2,NA
14035,101,1,1
14035,102,2,NA
14035,103,2,NA
14035,104,2,NA
14035,105,2,NA
14035,110,2,NA
14036,10,2,NA
14036,20,2,NA
14036,30,2,NA
14036,41,2,NA
14036,42,2,NA
14036,50,2,NA
14036,60,2,NA
14036,70,2,NA
14036,80,2,NA
14036,90,2,NA
14036,101,2,NA
14036,102,2,NA
14036,103,2,NA
14036,104,2,NA
14036,105,2,NA
14036,110,2,NA
14037,10,2,NA
14037,20,2,NA
14037,30,2,NA
14037,41,2,NA
14037,42,2,NA
14037,50,2,NA
14037,60,2,NA
14037,70,2,NA
14037,80,2,NA
14037,90,2,NA
14037,101,1,1
14037,102,2,NA
14037,103,2,NA
14037,104,2,NA
14037,105,2,NA
14037,110,2,NA
14038,10,2,NA
14038,20,2,NA
14038,30,2,NA
14038,41,2,NA
14038,42,2,NA
14038,50,2,NA
14038,60,2,NA
14038,70,2,NA
14038,80,2,NA
14038,90,2,NA
14038,101,2,NA
14038,102,2,NA
14038,103,2,NA
14038,104,2,NA
14038,105,2,NA
14038,110,2,NA
14039,10,2,NA
14039,20,2,NA
14039,30,1,36
14039,41,2,NA
14039,42,1,21
14039,50,2,NA
14039,60,2,NA
14039,70,2,NA
14039,80,2,NA
14039,90,2,NA
14039,101,1,7
14039,102,2,NA
14039,103,2,NA
14039,104,2,NA
14039,105,2,NA
14039,110,2,NA
14040,10,2,NA
14040,20,2,NA
14040,30,2,NA
14040,41,2,NA
14040,42,2,NA
14040,50,2,NA
14040,60,2,NA
14040,70,2,NA
14040,80,2,NA
14040,90,2,NA
14040,101,2,NA
14040,102,2,NA
14040,103,2,NA
14040,104,2,NA
14040,105,2,NA
14040,110,2,NA
14041,10,2,NA
14041,20,2,NA
14041,30,2,NA
14041,41,2,NA
14041,42,2,NA
14041,50,2,NA
14041,60,2,NA
14041,70,2,NA
14041,80,2,NA
14041,90,1,6
14041,101,2,NA
14041,102,2,NA
14041,103,2,NA
14041,104,2,NA
14041,105,2,NA
14041,110,2,NA
14042,10,2,NA
14042,20,2,NA
14042,30,2,NA
14042,41,2,NA
14042,42,2,NA
14042,50,2,NA
14042,60,2,NA
14042,70,2,NA
14042,80,2,NA
14042,90,1,5
14042,101,2,NA
14042,102,2,NA
14042,103,2,NA
14042,104,2,NA
14042,105,2,NA
14042,110,2,NA
14043,10,2,NA
14043,20,2,NA
14043,30,2,NA
14043,41,2,NA
14043,42,2,NA
14043,50,2,NA
14043,60,2,NA
14043,70,2,NA
14043,80,2,NA
14043,90,2,NA
14043,101,2,NA
14043,102,2,NA
14043,103,2,NA
14043,104,2,NA
14043,105,2,NA
14043,110,2,NA
14044,10,2,NA
14044,20,2,NA
14044,30,2,NA
14044,41,2,NA
14044,42,1,5
14044,50,2,NA
14044,60,2,NA
14044,70,2,NA
14044,80,2,NA
14044,90,1,10
14044,101,1,1
14044,102,2,NA
14044,103,2,NA
14044,104,2,NA
14044,105,2,NA
14044,110,2,NA
14045,10,2,NA
14045,20,2,NA
14045,30,2,NA
14045,41,2,NA
14045,42,2,NA
14045,50,2,NA
14045,60,2,NA
14045,70,2,NA
14045,80,2,NA
14045,90,1,7
14045,101,1,1
14045,102,2,NA
14045,103,2,NA
14045,104,2,NA
14045,105,2,NA
14045,110,2,NA
14046,10,2,NA
14046,20,2,NA
14046,30,2,NA
14046,41,2,NA
14046,42,2,NA
14046,50,2,NA
14046,60,1,1
14046,70,2,NA
14046,80,2,NA
14046,90,1,7
14046,101,1,1
14046,102,2,NA
14046,103,2,NA
14046,104,2,NA
14046,105,2,NA
14046,110,2,NA
14047,10,2,NA
14047,20,2,NA
14047,30,2,NA
14047,41,2,NA
14047,42,2,NA
14047,50,2,NA
14047,60,1,2
14047,70,2,NA
14047,80,2,NA
14047,90,2,NA
14047,101,2,NA
14047,102,2,NA
14047,103,2,NA
14047,104,2,NA
14047,105,2,NA
14047,110,2,NA
14048,10,2,NA
14048,20,2,NA
14048,30,2,NA
14048,41,2,NA
14048,42,2,NA
14048,50,2,NA
14048,60,2,NA
14048,70,1,1
14048,80,2,NA
14048,90,2,NA
14048,101,1,1
14048,102,2,NA
14048,103,2,NA
14048,104,2,NA
14048,105,2,NA
14048,110,2,NA
14049,10,2,NA
14049,20,2,NA
14049,30,2,NA
14049,41,2,NA
14049,42,2,NA
14049,50,2,NA
14049,60,2,NA
14049,70,2,NA
14049,80,2,NA
14049,90,2,NA
14049,101,2,NA
14049,102,2,NA
14049,103,2,NA
14049,104,2,NA
14049,105,2,NA
14049,110,2,NA
14050,10,2,NA
14050,20,2,NA
14050,30,2,NA
14050,41,2,NA
14050,42,2,NA
14050,50,2,NA
14050,60,2,NA
14050,70,2,NA
14050,80,2,NA
14050,90,2,NA
14050,101,2,NA
14050,102,2,NA
14050,103,2,NA
14050,104,2,NA
14050,105,2,NA
14050,110,2,NA
14051,10,2,NA
14051,20,2,NA
14051,30,2,NA
14051,41,2,NA
14051,42,2,NA
14051,50,2,NA
14051,60,2,NA
14051,70,2,NA
14051,80,2,NA
14051,90,1,13
14051,101,1,1
14051,102,2,NA
14051,103,2,NA
14051,104,2,NA
14051,105,2,NA
14051,110,2,NA
14052,10,2,NA
14052,20,2,NA
14052,30,2,NA
14052,41,2,NA
14052,42,2,NA
14052,50,2,NA
14052,60,2,NA
14052,70,2,NA
14052,80,2,NA
14052,90,2,NA
14052,101,2,NA
14052,102,2,NA
14052,103,2,NA
14052,104,2,NA
14052,105,2,NA
14052,110,2,NA
14053,10,2,NA
14053,20,2,NA
14053,30,2,NA
14053,41,2,NA
14053,42,2,NA
14053,50,2,NA
14053,60,2,NA
14053,70,2,NA
14053,80,2,NA
14053,90,2,NA
14053,101,2,NA
14053,102,2,NA
14053,103,2,NA
14053,104,2,NA
14053,105,2,NA
14053,110,2,NA
14054,10,2,NA
14054,20,2,NA
14054,30,2,NA
14054,41,2,NA
14054,42,2,NA
14054,50,2,NA
14054,60,2,NA
14054,70,2,NA
14054,80,2,NA
14054,90,2,NA
14054,101,2,NA
14054,102,2,NA
14054,103,2,NA
14054,104,2,NA
14054,105,2,NA
14054,110,2,NA
14055,10,2,NA
14055,20,2,NA
14055,30,2,NA
14055,41,2,NA
14055,42,2,NA
14055,50,2,NA
14055,60,2,NA
14055,70,2,NA
14055,80,2,NA
14055,90,2,NA
14055,101,2,NA
14055,102,2,NA
14055,103,2,NA
14055,104,2,NA
14055,105,2,NA
14055,110,2,NA
14056,10,2,NA
14056,20,2,NA
14056,30,2,NA
14056,41,2,NA
14056,42,2,NA
14056,50,2,NA
14056,60,2,NA
14056,70,2,NA
14056,80,2,NA
14056,90,2,NA
14056,101,2,NA
14056,102,2,NA
14056,103,2,NA
14056,104,2,NA
14056,105,2,NA
14056,110,2,NA
14057,10,2,NA
14057,20,2,NA
14057,30,2,NA
14057,41,2,NA
14057,42,2,NA
14057,50,2,NA
14057,60,2,NA
14057,70,2,NA
14057,80,2,NA
14057,90,2,NA
14057,101,2,NA
14057,102,2,NA
14057,103,2,NA
14057,104,2,NA
14057,105,2,NA
14057,110,2,NA
14058,10,2,NA
14058,20,2,NA
14058,30,2,NA
14058,41,2,NA
14058,42,2,NA
14058,50,2,NA
14058,60,2,NA
14058,70,2,NA
14058,80,2,NA
14058,90,2,NA
14058,101,2,NA
14058,102,2,NA
14058,103,2,NA
14058,104,2,NA
14058,105,2,NA
14058,110,2,NA
14059,10,2,NA
14059,20,2,NA
14059,30,2,NA
14059,41,2,NA
14059,42,2,NA
14059,50,2,NA
14059,60,2,NA
14059,70,2,NA
14059,80,2,NA
14059,90,2,NA
14059,101,1,1
14059,102,2,NA
14059,103,2,NA
14059,104,2,NA
14059,105,2,NA
14059,110,2,NA
14060,10,2,NA
14060,20,2,NA
14060,30,2,NA
14060,41,2,NA
14060,42,2,NA
14060,50,2,NA
14060,60,2,NA
14060,70,2,NA
14060,80,2,NA
14060,90,2,NA
14060,101,2,NA
14060,102,2,NA
14060,103,2,NA
14060,104,2,NA
14060,105,2,NA
14060,110,2,NA
14061,10,2,NA
14061,20,2,NA
14061,30,2,NA
14061,41,2,NA
14061,42,2,NA
14061,50,2,NA
14061,60,1,1
14061,70,2,NA
14061,80,2,NA
14061,90,2,NA
14061,101,2,NA
14061,102,2,NA
14061,103,2,NA
14061,104,2,NA
14061,105,2,NA
14061,110,2,NA
14062,10,2,NA
14062,20,2,NA
14062,30,2,NA
14062,41,2,NA
14062,42,2,NA
14062,50,2,NA
14062,60,2,NA
14062,70,2,NA
14062,80,2,NA
14062,90,2,NA
14062,101,1,1
14062,102,1,1
14062,103,1,1
14062,104,2,NA
14062,105,2,NA
14062,110,2,NA
14063,10,2,NA
14063,20,2,NA
14063,30,2,NA
14063,41,2,NA
14063,42,2,NA
14063,50,2,NA
14063,60,2,NA
14063,70,2,NA
14063,80,2,NA
14063,90,2,NA
14063,101,2,NA
14063,102,2,NA
14063,103,2,NA
14063,104,2,NA
14063,105,2,NA
14063,110,2,NA
14064,10,2,NA
14064,20,2,NA
14064,30,2,NA
14064,41,2,NA
14064,42,1,2
14064,50,2,NA
14064,60,1,1
14064,70,1,1
14064,80,2,NA
14064,90,1,17
14064,101,1,1
14064,102,2,NA
14064,103,2,NA
14064,104,2,NA
14064,105,2,NA
14064,110,2,NA
14065,10,2,NA
14065,20,2,NA
14065,30,2,NA
14065,41,2,NA
14065,42,2,NA
14065,50,2,NA
14065,60,2,NA
14065,70,2,NA
14065,80,2,NA
14065,90,2,NA
14065,101,2,NA
14065,102,2,NA
14065,103,2,NA
14065,104,2,NA
14065,105,2,NA
14065,110,1,1
14066,10,2,NA
14066,20,2,NA
14066,30,2,NA
14066,41,2,NA
14066,42,2,NA
14066,50,2,NA
14066,60,2,NA
14066,70,2,NA
14066,80,2,NA
14066,90,2,NA
14066,101,2,NA
14066,102,2,NA
14066,103,2,NA
14066,104,2,NA
14066,105,2,NA
14066,110,2,NA
14067,10,2,NA
14067,20,2,NA
14067,30,2,NA
14067,41,2,NA
14067,42,2,NA
14067,50,2,NA
14067,60,2,NA
14067,70,1,1
14067,80,2,NA
14067,90,2,NA
14067,101,2,NA
14067,102,2,NA
14067,103,2,NA
14067,104,2,NA
14067,105,2,NA
14067,110,2,NA
14068,10,2,NA
14068,20,2,NA
14068,30,2,NA
14068,41,2,NA
14068,42,2,NA
14068,50,2,NA
14068,60,2,NA
14068,70,2,NA
14068,80,2,NA
14068,90,2,NA
14068,101,2,NA
14068,102,2,NA
14068,103,2,NA
14068,104,2,NA
14068,105,2,NA
14068,110,2,NA
14069,10,2,NA
14069,20,2,NA
14069,30,2,NA
14069,41,2,NA
14069,42,2,NA
14069,50,2,NA
14069,60,2,NA
14069,70,2,NA
14069,80,2,NA
14069,90,2,NA
14069,101,1,1
14069,102,2,NA
14069,103,1,1
14069,104,2,NA
14069,105,2,NA
14069,110,2,NA
14070,10,2,NA
14070,20,2,NA
14070,30,1,2
14070,41,2,NA
14070,42,2,NA
14070,50,2,NA
14070,60,2,NA
14070,70,2,NA
14070,80,2,NA
14070,90,1,155
14070,101,1,2
14070,102,2,NA
14070,103,2,NA
14070,104,2,NA
14070,105,2,NA
14070,110,2,NA
14071,10,2,NA
14071,20,2,NA
14071,30,2,NA
14071,41,2,NA
14071,42,1,2
14071,50,2,NA
14071,60,2,NA
14071,70,2,NA
14071,80,2,NA
14071,90,1,14
14071,101,2,NA
14071,102,2,NA
14071,103,2,NA
14071,104,2,NA
14071,105,2,NA
14071,110,2,NA
14072,10,2,NA
14072,20,2,NA
14072,30,2,NA
14072,41,2,NA
14072,42,2,NA
14072,50,2,NA
14072,60,2,NA
14072,70,2,NA
14072,80,2,NA
14072,90,2,NA
14072,101,2,NA
14072,102,2,NA
14072,103,2,NA
14072,104,2,NA
14072,105,2,NA
14072,110,2,NA
14073,10,2,NA
14073,20,2,NA
14073,30,2,NA
14073,41,2,NA
14073,42,2,NA
14073,50,2,NA
14073,60,2,NA
14073,70,2,NA
14073,80,2,NA
14073,90,2,NA
14073,101,1,2
14073,102,2,NA
14073,103,2,NA
14073,104,2,NA
14073,105,2,NA
14073,110,2,NA
14074,10,2,NA
14074,20,2,NA
14074,30,2,NA
14074,41,2,NA
14074,42,2,NA
14074,50,2,NA
14074,60,2,NA
14074,70,2,NA
14074,80,2,NA
14074,90,2,NA
14074,101,2,NA
14074,102,2,NA
14074,103,2,NA
14074,104,2,NA
14074,105,2,NA
14074,110,2,NA
14075,10,2,NA
14075,20,2,NA
14075,30,2,NA
14075,41,2,NA
14075,42,2,NA
14075,50,2,NA
14075,60,2,NA
14075,70,2,NA
14075,80,2,NA
14075,90,2,NA
14075,101,2,NA
14075,102,2,NA
14075,103,2,NA
14075,104,2,NA
14075,105,2,NA
14075,110,2,NA
14076,10,2,NA
14076,20,2,NA
14076,30,2,NA
14076,41,2,NA
14076,42,2,NA
14076,50,2,NA
14076,60,2,NA
14076,70,2,NA
14076,80,2,NA
14076,90,2,NA
14076,101,2,NA
14076,102,2,NA
14076,103,2,NA
14076,104,2,NA
14076,105,2,NA
14076,110,2,NA
14077,10,2,NA
14077,20,2,NA
14077,30,2,NA
14077,41,2,NA
14077,42,2,NA
14077,50,2,NA
14077,60,2,NA
14077,70,2,NA
14077,80,2,NA
14077,90,2,NA
14077,101,1,1
14077,102,2,NA
14077,103,1,1
14077,104,2,NA
14077,105,2,NA
14077,110,2,NA
14078,10,2,NA
14078,20,2,NA
14078,30,2,NA
14078,41,2,NA
14078,42,2,NA
14078,50,2,NA
14078,60,1,1
14078,70,2,NA
14078,80,2,NA
14078,90,1,5
14078,101,2,NA
14078,102,2,NA
14078,103,2,NA
14078,104,2,NA
14078,105,2,NA
14078,110,2,NA
14079,10,2,NA
14079,20,2,NA
14079,30,2,NA
14079,41,2,NA
14079,42,2,NA
14079,50,2,NA
14079,60,2,NA
14079,70,2,NA
14079,80,2,NA
14079,90,2,NA
14079,101,2,NA
14079,102,2,NA
14079,103,2,NA
14079,104,2,NA
14079,105,2,NA
14079,110,2,NA
14080,10,2,NA
14080,20,2,NA
14080,30,2,NA
14080,41,2,NA
14080,42,2,NA
14080,50,2,NA
14080,60,2,NA
14080,70,2,NA
14080,80,2,NA
14080,90,2,NA
14080,101,2,NA
14080,102,2,NA
14080,103,2,NA
14080,104,2,NA
14080,105,2,NA
14080,110,2,NA
14081,10,2,NA
14081,20,2,NA
14081,30,2,NA
14081,41,2,NA
14081,42,2,NA
14081,50,2,NA
14081,60,2,NA
14081,70,2,NA
14081,80,2,NA
14081,90,2,NA
14081,101,2,NA
14081,102,2,NA
14081,103,2,NA
14081,104,2,NA
14081,105,2,NA
14081,110,2,NA
14082,10,2,NA
14082,20,2,NA
14082,30,2,NA
14082,41,2,NA
14082,42,2,NA
14082,50,2,NA
14082,60,2,NA
14082,70,2,NA
14082,80,2,NA
14082,90,1,6
14082,101,1,1
14082,102,2,NA
14082,103,2,NA
14082,104,2,NA
14082,105,2,NA
14082,110,2,NA
14083,10,2,NA
14083,20,2,NA
14083,30,2,NA
14083,41,2,NA
14083,42,2,NA
14083,50,2,NA
14083,60,2,NA
14083,70,2,NA
14083,80,2,NA
14083,90,1,63
14083,101,1,1
14083,102,2,NA
14083,103,2,NA
14083,104,2,NA
14083,105,2,NA
14083,110,2,NA
14084,10,2,NA
14084,20,2,NA
14084,30,2,NA
14084,41,2,NA
14084,42,2,NA
14084,50,2,NA
14084,60,2,NA
14084,70,2,NA
14084,80,2,NA
14084,90,2,NA
14084,101,2,NA
14084,102,2,NA
14084,103,2,NA
14084,104,2,NA
14084,105,2,NA
14084,110,2,NA
14085,10,2,NA
14085,20,2,NA
14085,30,2,NA
14085,41,2,NA
14085,42,2,NA
14085,50,2,NA
14085,60,2,NA
14085,70,2,NA
14085,80,2,NA
14085,90,1,1
14085,101,1,1
14085,102,2,NA
14085,103,1,1
14085,104,2,NA
14085,105,2,NA
14085,110,2,NA
14086,10,2,NA
14086,20,2,NA
14086,30,2,NA
14086,41,2,NA
14086,42,2,NA
14086,50,2,NA
14086,60,2,NA
14086,70,2,NA
14086,80,2,NA
14086,90,2,NA
14086,101,2,NA
14086,102,2,NA
14086,103,2,NA
14086,104,2,NA
14086,105,2,NA
14086,110,2,NA
14087,10,2,NA
14087,20,2,NA
14087,30,2,NA
14087,41,2,NA
14087,42,2,NA
14087,50,2,NA
14087,60,2,NA
14087,70,2,NA
14087,80,2,NA
14087,90,2,NA
14087,101,2,NA
14087,102,2,NA
14087,103,2,NA
14087,104,2,NA
14087,105,2,NA
14087,110,2,NA
14088,10,2,NA
14088,20,2,NA
14088,30,2,NA
14088,41,2,NA
14088,42,2,NA
14088,50,2,NA
14088,60,2,NA
14088,70,2,NA
14088,80,2,NA
14088,90,1,5
14088,101,1,1
14088,102,2,NA
14088,103,2,NA
14088,104,2,NA
14088,105,2,NA
14088,110,2,NA
14089,10,2,NA
14089,20,2,NA
14089,30,2,NA
14089,41,2,NA
14089,42,2,NA
14089,50,2,NA
14089,60,2,NA
14089,70,2,NA
14089,80,2,NA
14089,90,2,NA
14089,101,1,1
14089,102,2,NA
14089,103,2,NA
14089,104,2,NA
14089,105,2,NA
14089,110,2,NA
14090,10,2,NA
14090,20,2,NA
14090,30,2,NA
14090,41,2,NA
14090,42,2,NA
14090,50,2,NA
14090,60,2,NA
14090,70,2,NA
14090,80,2,NA
14090,90,2,NA
14090,101,1,1
14090,102,2,NA
14090,103,2,NA
14090,104,2,NA
14090,105,2,NA
14090,110,2,NA
14091,10,1,4
14091,20,2,NA
14091,30,2,NA
14091,41,2,NA
14091,42,2,NA
14091,50,2,NA
14091,60,1,1
14091,70,2,NA
14091,80,2,NA
14091,90,9,NSS
14091,101,1,1
14091,102,2,NA
14091,103,2,NA
14091,104,2,NA
14091,105,2,NA
14091,110,2,NA
14092,10,2,NA
14092,20,2,NA
14092,30,2,NA
14092,41,2,NA
14092,42,2,NA
14092,50,2,NA
14092,60,2,NA
14092,70,2,NA
14092,80,2,NA
14092,90,2,NA
14092,101,2,NA
14092,102,2,NA
14092,103,2,NA
14092,104,2,NA
14092,105,2,NA
14092,110,2,NA
14093,10,2,NA
14093,20,2,NA
14093,30,2,NA
14093,41,2,NA
14093,42,1,8
14093,50,2,NA
14093,60,2,NA
14093,70,2,NA
14093,80,2,NA
14093,90,2,NA
14093,101,2,NA
14093,102,2,NA
14093,103,2,NA
14093,104,2,NA
14093,105,2,NA
14093,110,2,NA
14094,10,2,NA
14094,20,1,2
14094,30,2,NA
14094,41,2,NA
14094,42,2,NA
14094,50,2,NA
14094,60,2,NA
14094,70,2,NA
14094,80,2,NA
14094,90,2,NA
14094,101,2,NA
14094,102,2,NA
14094,103,2,NA
14094,104,2,NA
14094,105,2,NA
14094,110,2,NA
14095,10,2,NA
14095,20,2,NA
14095,30,2,NA
14095,41,2,NA
14095,42,2,NA
14095,50,2,NA
14095,60,2,NA
14095,70,2,NA
14095,80,2,NA
14095,90,1,4
14095,101,1,1
14095,102,2,NA
14095,103,2,NA
14095,104,2,NA
14095,105,2,NA
14095,110,2,NA
14096,10,2,NA
14096,20,2,NA
14096,30,2,NA
14096,41,2,NA
14096,42,2,NA
14096,50,2,NA
14096,60,2,NA
14096,70,2,NA
14096,80,2,NA
14096,90,2,NA
14096,101,2,NA
14096,102,2,NA
14096,103,2,NA
14096,104,2,NA
14096,105,2,NA
14096,110,2,NA
14097,10,2,NA
14097,20,2,NA
14097,30,2,NA
14097,41,2,NA
14097,42,2,NA
14097,50,2,NA
14097,60,2,NA
14097,70,2,NA
14097,80,2,NA
14097,90,1,540
14097,101,2,NA
14097,102,2,NA
14097,103,2,NA
14097,104,2,NA
14097,105,2,NA
14097,110,2,NA
14098,10,2,NA
14098,20,2,NA
14098,30,2,NA
14098,41,2,NA
14098,42,2,NA
14098,50,2,NA
14098,60,2,NA
14098,70,2,NA
14098,80,2,NA
14098,90,2,NA
14098,101,1,1
14098,102,1,1
14098,103,1,1
14098,104,2,NA
14098,105,2,NA
14098,110,2,NA
14099,10,2,NA
14099,20,2,NA
14099,30,2,NA
14099,41,2,NA
14099,42,2,NA
14099,50,2,NA
14099,60,2,NA
14099,70,2,NA
14099,80,2,NA
14099,90,2,NA
14099,101,2,NA
14099,102,2,NA
14099,103,2,NA
