ubicageo_f,sitpaptt,sitpap1,sitpap2,sitpap3,sitpap4,sitpap5,sitpap6,sitpap7,sitpap8
20117,20,0,0,0,20,0,0,0,0
20118,76,15,0,0,61,0,0,0,0
20119,2,0,0,0,2,0,0,0,0
20120,NA,NA,NA,NA,NA,NA,NA,NA,NA
20121,4,2,0,0,2,0,0,0,0
20122,NA,NA,NA,NA,NA,NA,NA,NA,NA
20123,NA,NA,NA,NA,NA,NA,NA,NA,NA
20124,560,15,25,64,215,55,186,0,0
20125,30,0,0,0,30,0,0,0,0
20126,488,0,0,0,0,0,488,0,0
20127,2,0,0,0,2,0,0,0,0
20128,8,0,0,0,8,0,0,0,0
20129,NA,NA,NA,NA,NA,NA,NA,NA,NA
20130,20,4,0,1,14,0,1,0,0
20131,11,0,0,0,0,0,11,0,0
20132,10,0,0,0,10,0,0,0,0
20133,NA,NA,NA,NA,NA,NA,NA,NA,NA
20134,330,64,0,0,180,0,86,0,0
20135,13,8,0,0,5,0,0,0,0
20136,77,10,0,0,67,0,0,0,0
20137,48,6,0,0,42,0,0,0,0
20138,NA,NA,NA,NA,NA,NA,NA,NA,NA
20139,2,0,0,0,2,0,0,0,0
20140,NA,NA,NA,NA,NA,NA,NA,NA,NA
20141,39,0,0,0,39,0,0,0,0
20142,19,16,0,0,2,0,0,1,0
20143,75,0,0,0,75,0,0,0,0
20144,7,0,0,0,7,0,0,0,0
20145,13,5,0,0,8,0,0,0,0
20146,NA,NA,NA,NA,NA,NA,NA,NA,NA
20147,NA,NA,NA,NA,NA,NA,NA,NA,NA
20148,4,0,0,0,4,0,0,0,0
20149,NA,NA,NA,NA,NA,NA,NA,NA,NA
20150,50,39,0,0,11,0,0,0,0
20151,NA,NA,NA,NA,NA,NA,NA,NA,NA
20152,12,3,0,0,4,0,5,0,0
20153,65,0,0,0,65,0,0,0,0
20154,11,0,0,0,0,0,11,0,0
20155,7,0,0,0,7,0,0,0,0
20156,30,0,0,0,30,0,0,0,0
20157,220,12,0,0,196,0,12,0,0
20158,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20159,7,0,0,0,0,0,7,0,0
20160,NA,NA,NA,NA,NA,NA,NA,NA,NA
20161,6,1,0,0,5,0,0,0,0
20162,16,8,0,0,6,0,2,0,0
20163,NA,NA,NA,NA,NA,NA,NA,NA,NA
20164,11,0,0,0,11,0,0,0,0
20165,NA,NA,NA,NA,NA,NA,NA,NA,NA
20166,237,50,0,0,127,0,60,0,0
20167,NA,NA,NA,NA,NA,NA,NA,NA,NA
20168,NA,NA,NA,NA,NA,NA,NA,NA,NA
20169,60,15,0,0,35,0,10,0,0
20170,NA,NA,NA,NA,NA,NA,NA,NA,NA
20171,34,0,0,0,34,0,0,0,0
20172,6,0,0,0,6,0,0,0,0
20173,16,0,0,0,14,0,2,0,0
20174,NA,NA,NA,NA,NA,NA,NA,NA,NA
20175,14,0,0,0,2,0,12,0,0
20176,4,1,0,0,3,0,0,0,0
20177,120,10,0,0,110,0,0,0,0
20178,4,0,0,0,0,0,2,2,0
20179,14,8,0,0,6,0,0,0,0
20180,16,0,0,0,16,0,0,0,0
20181,3,0,0,0,3,0,0,0,0
20182,23,18,0,0,0,0,5,0,0
20183,2,0,0,0,0,0,2,0,0
20184,1512,60,0,0,954,0,498,0,0
20185,3,1,0,0,2,0,0,0,0
20186,3,0,0,0,3,0,0,0,0
20187,11,5,0,0,6,0,0,0,0
20188,50,10,0,0,40,0,0,0,0
20189,10,0,0,0,7,0,3,0,0
20190,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20191,3,1,0,0,2,0,0,0,0
20192,18,0,0,2,13,0,3,0,0
20193,18,0,0,0,18,0,0,0,0
20194,NA,NA,NA,NA,NA,NA,NA,NA,NA
20195,NA,NA,NA,NA,NA,NA,NA,NA,NA
20196,20,0,0,0,12,0,8,0,0
20197,7,6,0,0,1,0,0,0,0
20198,67,17,0,0,32,0,18,0,0
20199,3,0,0,0,2,0,1,0,0
20200,NA,NA,NA,NA,NA,NA,NA,NA,NA
20201,10,0,0,0,10,0,0,0,0
20202,58,0,0,0,58,0,0,0,0
20203,5,0,0,0,5,0,0,0,0
20204,NA,NA,NA,NA,NA,NA,NA,NA,NA
20205,NA,NA,NA,NA,NA,NA,NA,NA,NA
20206,16,0,0,0,16,0,0,0,0
20207,NA,NA,NA,NA,NA,NA,NA,NA,NA
20208,7,3,0,0,4,0,0,0,0
20209,NA,NA,NA,NA,NA,NA,NA,NA,NA
20210,6,0,0,0,6,0,0,0,0
20211,3,0,0,0,3,0,0,0,0
20212,8,0,0,0,0,0,8,0,0
20213,80,0,0,0,26,0,54,0,0
20214,8,0,0,0,4,0,4,0,0
20215,NA,NA,NA,NA,NA,NA,NA,NA,NA
20216,2,2,0,0,0,0,0,0,0
20217,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20218,5,0,0,0,5,0,0,0,0
20219,14,7,2,0,5,0,0,0,0
20220,8,1,0,0,5,0,2,0,0
20221,NA,NA,NA,NA,NA,NA,NA,NA,NA
20222,6,0,0,0,6,0,0,0,0
20223,8,1,0,0,2,0,5,0,0
20224,NA,NA,NA,NA,NA,NA,NA,NA,NA
20225,NA,NA,NA,NA,NA,NA,NA,NA,NA
20226,NA,NA,NA,NA,NA,NA,NA,NA,NA
20227,55,0,0,0,18,0,37,0,0
20228,NA,NA,NA,NA,NA,NA,NA,NA,NA
20229,NA,NA,NA,NA,NA,NA,NA,NA,NA
20230,10,0,0,0,10,0,0,0,0
20231,110,50,0,0,60,0,0,0,0
20232,231,40,0,0,191,0,0,0,0
20233,NA,NA,NA,NA,NA,NA,NA,NA,NA
20234,50,0,0,0,50,0,0,0,0
20235,NA,NA,NA,NA,NA,NA,NA,NA,NA
20236,6,0,0,0,6,0,0,0,0
20237,NA,NA,NA,NA,NA,NA,NA,NA,NA
20238,NA,NA,NA,NA,NA,NA,NA,NA,NA
20239,2,0,0,0,2,0,0,0,0
20240,NA,NA,NA,NA,NA,NA,NA,NA,NA
20241,NA,NA,NA,NA,NA,NA,NA,NA,NA
20242,NA,NA,NA,NA,NA,NA,NA,NA,NA
20243,12,0,0,0,2,0,10,0,0
20244,69,25,0,0,34,0,0,0,10
20245,25,0,0,0,25,0,0,0,0
20246,NA,NA,NA,NA,NA,NA,NA,NA,NA
20247,25,0,0,0,0,0,25,0,0
20248,NA,NA,NA,NA,NA,NA,NA,NA,NA
20249,18,3,0,0,15,0,0,0,0
20250,NA,NA,NA,NA,NA,NA,NA,NA,NA
20251,4,0,0,0,4,0,0,0,0
20252,NA,NA,NA,NA,NA,NA,NA,NA,NA
20253,15,0,0,0,0,0,15,0,0
20254,6,0,0,0,6,0,0,0,0
20255,18,0,0,0,18,0,0,0,0
20256,NA,NA,NA,NA,NA,NA,NA,NA,NA
20257,10,0,0,0,5,0,5,0,0
20258,3,0,0,0,3,0,0,0,0
20259,30,5,0,0,0,0,25,0,0
20260,12,2,0,0,10,0,0,0,0
20261,NA,NA,NA,NA,NA,NA,NA,NA,NA
20262,7,0,0,0,7,0,0,0,0
20263,30,0,0,0,0,0,30,0,0
20264,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20265,10,6,0,0,0,0,4,0,0
20266,60,0,0,0,20,0,40,0,0
20267,NA,NA,NA,NA,NA,NA,NA,NA,NA
20268,NA,NA,NA,NA,NA,NA,NA,NA,NA
20269,NA,NA,NA,NA,NA,NA,NA,NA,NA
20270,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20271,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20272,80,0,0,0,26,0,54,0,0
20273,12,5,0,0,7,0,0,0,0
20274,18,0,0,0,18,0,0,0,0
20275,23,3,0,0,0,0,20,0,0
20276,NA,NA,NA,NA,NA,NA,NA,NA,NA
20277,NA,NA,NA,NA,NA,NA,NA,NA,NA
20278,38,10,5,0,13,0,10,0,0
20279,21,0,0,0,0,0,21,0,0
20280,6,0,0,0,6,0,0,0,0
20281,NA,NA,NA,NA,NA,NA,NA,NA,NA
20282,NA,NA,NA,NA,NA,NA,NA,NA,NA
20283,2,0,0,0,2,0,0,0,0
20284,NA,NA,NA,NA,NA,NA,NA,NA,NA
20285,12,0,0,5,7,0,0,0,0
20286,14,4,0,0,10,0,0,0,0
20287,NA,NA,NA,NA,NA,NA,NA,NA,NA
20288,5,0,0,0,5,0,0,0,0
20289,10,0,0,0,0,0,10,0,0
20290,22,0,0,0,22,0,0,0,0
20291,8,0,0,0,0,0,8,0,0
20292,4,2,0,0,2,0,0,0,0
20293,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20294,61,23,0,0,36,0,2,0,0
20295,140,0,0,0,140,0,0,0,0
20296,3,0,0,0,3,0,0,0,0
20297,8,2,0,0,0,0,6,0,0
20298,178,0,0,10,168,0,0,0,0
20299,NA,NA,NA,NA,NA,NA,NA,NA,NA
20300,30,8,0,0,22,0,0,0,0
20301,15,3,0,0,11,0,1,0,0
20302,50,23,0,0,20,0,7,0,0
20303,NA,NA,NA,NA,NA,NA,NA,NA,NA
20304,NA,NA,NA,NA,NA,NA,NA,NA,NA
20305,13,0,0,0,13,0,0,0,0
20306,25,0,0,0,20,0,5,0,0
20307,67,0,0,0,45,0,22,0,0
20308,68,0,0,2,55,2,9,0,0
20309,6,2,0,0,2,0,2,0,0
20310,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20311,20,10,0,0,10,0,0,0,0
20312,170,40,0,0,130,0,0,0,0
20313,NA,NA,NA,NA,NA,NA,NA,NA,NA
20314,20,0,0,0,20,0,0,0,0
20315,22,6,0,0,12,0,4,0,0
20316,NA,NA,NA,NA,NA,NA,NA,NA,NA
20317,NA,NA,NA,NA,NA,NA,NA,NA,NA
20318,800,164,0,0,608,0,0,28,0
20319,NA,NA,NA,NA,NA,NA,NA,NA,NA
20320,NA,NA,NA,NA,NA,NA,NA,NA,NA
20321,6,4,0,0,2,0,0,0,0
20322,NA,NA,NA,NA,NA,NA,NA,NA,NA
20323,50,15,0,0,10,0,25,0,0
20324,1200,0,0,0,1200,0,0,0,0
20325,200,20,0,0,150,0,30,0,0
20326,NA,NA,NA,NA,NA,NA,NA,NA,NA
20327,40,0,0,0,40,0,0,0,0
20328,51,7,0,0,44,0,0,0,0
20329,8,0,0,0,8,0,0,0,0
20330,38,5,0,0,18,0,15,0,0
20331,NA,NA,NA,NA,NA,NA,NA,NA,NA
20332,5,2,0,0,3,0,0,0,0
20333,26,11,0,0,15,0,0,0,0
20334,298,8,0,0,273,0,17,0,0
20335,3,0,0,0,3,0,0,0,0
20336,10,0,0,0,6,0,4,0,0
20337,42,11,0,0,20,0,11,0,0
20338,250,50,0,0,30,0,170,0,0
20339,16,0,0,0,16,0,0,0,0
20340,8,0,0,0,8,0,0,0,0
20341,5,0,0,0,5,0,0,0,0
20342,NA,NA,NA,NA,NA,NA,NA,NA,NA
20343,13,3,0,0,10,0,0,0,0
20344,6,0,0,0,0,0,6,0,0
20345,1,0,0,0,1,0,0,0,0
20346,15,0,0,0,15,0,0,0,0
20347,5,0,0,0,5,0,0,0,0
20348,98,37,0,0,61,0,0,0,0
20349,NA,NA,NA,NA,NA,NA,NA,NA,NA
20350,181,18,0,0,116,0,47,0,0
20351,2,0,0,0,0,0,2,0,0
20352,NA,NA,NA,NA,NA,NA,NA,NA,NA
20353,7,0,0,0,0,0,7,0,0
20354,NA,NA,NA,NA,NA,NA,NA,NA,NA
20355,NA,NA,NA,NA,NA,NA,NA,NA,NA
20356,22,2,0,0,20,0,0,0,0
20357,NA,NA,NA,NA,NA,NA,NA,NA,NA
20358,8,1,0,0,7,0,0,0,0
20359,3,0,0,0,3,0,0,0,0
20360,17,0,0,3,5,0,9,0,0
20361,NA,NA,NA,NA,NA,NA,NA,NA,NA
20362,18,0,0,0,0,0,18,0,0
20363,5,0,0,0,5,0,0,0,0
20364,38,0,0,0,38,0,0,0,0
20365,6,0,0,0,6,0,0,0,0
20366,25,0,0,0,25,0,0,0,0
20367,NA,NA,NA,NA,NA,NA,NA,NA,NA
20368,12,7,0,0,2,0,3,0,0
20369,25,0,0,0,25,0,0,0,0
20370,NA,NA,NA,NA,NA,NA,NA,NA,NA
20371,5,0,0,0,4,0,1,0,0
20372,5,1,0,0,4,0,0,0,0
20373,2,0,0,0,2,0,0,0,0
20374,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20375,316,164,0,0,152,0,0,0,0
20376,8,0,0,0,0,0,8,0,0
20377,300,54,15,54,128,0,44,5,0
20378,5,0,0,0,5,0,0,0,0
20379,NA,NA,NA,NA,NA,NA,NA,NA,NA
20380,24,14,1,0,8,0,1,0,0
20381,35,0,0,0,35,0,0,0,0
20382,NA,NA,NA,NA,NA,NA,NA,NA,NA
20383,NA,NA,NA,NA,NA,NA,NA,NA,NA
20384,7,2,0,0,5,0,0,0,0
20385,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20386,18,0,0,0,18,0,0,0,0
20387,NA,NA,NA,NA,NA,NA,NA,NA,NA
20388,10,4,0,0,6,0,0,0,0
20389,3,0,0,0,3,0,0,0,0
20390,747,0,0,0,747,0,0,0,0
20391,25,0,0,0,25,0,0,0,0
20392,NA,NA,NA,NA,NA,NA,NA,NA,NA
20393,50,5,0,0,37,0,8,0,0
20394,6,2,0,0,0,0,4,0,0
20395,10,0,0,0,10,0,0,0,0
20396,10,5,0,0,5,0,0,0,0
20397,429,113,0,0,270,0,46,0,0
20398,3,3,0,0,0,0,0,0,0
20399,10,0,0,0,9,0,1,0,0
20400,35,0,0,0,35,0,0,0,0
20401,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20402,23,0,0,0,23,0,0,0,0
20403,20,0,0,0,20,0,0,0,0
20404,10,10,0,0,0,0,0,0,0
20405,NA,NA,NA,NA,NA,NA,NA,NA,NA
20406,23,0,0,0,23,0,0,0,0
20407,NA,NA,NA,NA,NA,NA,NA,NA,NA
20408,3,0,0,0,3,0,0,0,0
20409,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20410,NA,NA,NA,NA,NA,NA,NA,NA,NA
20411,11,3,0,0,7,0,1,0,0
20412,12,0,0,0,12,0,0,0,0
20413,474,0,0,0,474,0,0,0,0
20414,NA,NA,NA,NA,NA,NA,NA,NA,NA
20415,9,0,0,0,9,0,0,0,0
20416,NA,NA,NA,NA,NA,NA,NA,NA,NA
20417,187,42,0,0,123,0,22,0,0
20418,48,0,0,0,25,0,23,0,0
20419,8,0,0,0,6,0,2,0,0
20420,NA,NA,NA,NA,NA,NA,NA,NA,NA
20421,40,0,0,0,23,0,17,0,0
20422,NA,NA,NA,NA,NA,NA,NA,NA,NA
20423,NA,NA,NA,NA,NA,NA,NA,NA,NA
20424,7,0,0,0,7,0,0,0,0
20425,NA,NA,NA,NA,NA,NA,NA,NA,NA
20426,18,0,0,0,5,0,13,0,0
20427,45,10,0,0,18,0,17,0,0
20428,NA,NA,NA,NA,NA,NA,NA,NA,NA
20429,NA,NA,NA,NA,NA,NA,NA,NA,NA
20430,2,0,0,0,2,0,0,0,0
20431,4,3,0,0,1,0,0,0,0
20432,32,0,0,0,28,0,4,0,0
20433,41,0,0,0,26,0,15,0,0
20434,23,0,0,0,20,0,3,0,0
20435,NA,NA,NA,NA,NA,NA,NA,NA,NA
20436,4,4,0,0,0,0,0,0,0
20437,NA,NA,NA,NA,NA,NA,NA,NA,NA
20438,NA,NA,NA,NA,NA,NA,NA,NA,NA
20439,272,35,0,0,212,0,25,0,0
20440,NA,NA,NA,NA,NA,NA,NA,NA,NA
20441,NA,NA,NA,NA,NA,NA,NA,NA,NA
20442,6,0,0,0,6,0,0,0,0
20443,4,0,0,0,4,0,0,0,0
20444,NA,NA,NA,NA,NA,NA,NA,NA,NA
20445,NA,NA,NA,NA,NA,NA,NA,NA,NA
20446,30,2,0,0,28,0,0,0,0
20447,245,20,0,0,170,0,55,0,0
20448,3,0,0,0,3,0,0,0,0
20449,15,0,0,0,15,0,0,0,0
20450,36,5,0,0,31,0,0,0,0
20451,6,0,0,0,6,0,0,0,0
20452,20,5,0,0,15,0,0,0,0
20453,45,0,0,0,25,0,20,0,0
20454,NA,NA,NA,NA,NA,NA,NA,NA,NA
20455,NA,NA,NA,NA,NA,NA,NA,NA,NA
20456,NA,NA,NA,NA,NA,NA,NA,NA,NA
20457,60,10,0,0,50,0,0,0,0
20458,5,0,0,0,5,0,0,0,0
20459,36,0,0,0,36,0,0,0,0
20460,NA,NA,NA,NA,NA,NA,NA,NA,NA
20461,10,0,0,0,10,0,0,0,0
20462,NA,NA,NA,NA,NA,NA,NA,NA,NA
20463,2,0,0,0,2,0,0,0,0
20464,NA,NA,NA,NA,NA,NA,NA,NA,NA
20465,NA,NA,NA,NA,NA,NA,NA,NA,NA
20466,40,4,3,0,25,0,8,0,0
20467,69,2,0,0,67,0,0,0,0
20468,NA,NA,NA,NA,NA,NA,NA,NA,NA
20469,180,70,0,0,110,0,0,0,0
20470,9,0,0,0,9,0,0,0,0
20471,4,0,0,0,4,0,0,0,0
20472,NA,NA,NA,NA,NA,NA,NA,NA,NA
20473,7,0,0,0,7,0,0,0,0
20474,8,0,0,0,8,0,0,0,0
20475,25,0,0,0,25,0,0,0,0
20476,5,0,0,0,5,0,0,0,0
20477,NA,NA,NA,NA,NA,NA,NA,NA,NA
20478,3,2,0,0,0,0,1,0,0
20479,4,0,0,0,4,0,0,0,0
20480,37,37,0,0,0,0,0,0,0
20481,2,0,0,0,2,0,0,0,0
20482,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20483,33,21,0,0,12,0,0,0,0
20484,19,7,0,0,12,0,0,0,0
20485,NA,NA,NA,NA,NA,NA,NA,NA,NA
20486,13,2,0,0,11,0,0,0,0
20487,13,7,0,0,6,0,0,0,0
20488,NA,NA,NA,NA,NA,NA,NA,NA,NA
20489,10,0,0,0,2,0,8,0,0
20490,13,7,1,0,5,0,0,0,0
20491,60,0,0,0,60,0,0,0,0
20492,NA,NA,NA,NA,NA,NA,NA,NA,NA
20493,NA,NA,NA,NA,NA,NA,NA,NA,NA
20494,5,0,0,0,5,0,0,0,0
20495,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20496,20,0,0,0,0,0,20,0,0
20497,80,0,0,0,26,0,54,0,0
20498,NA,NA,NA,NA,NA,NA,NA,NA,NA
20499,2,0,0,0,2,0,0,0,0
20500,NA,NA,NA,NA,NA,NA,NA,NA,NA
20501,15,15,0,0,0,0,0,0,0
20502,45,10,0,0,0,0,35,0,0
20503,NA,NA,NA,NA,NA,NA,NA,NA,NA
20504,3,3,0,0,0,0,0,0,0
20505,49,9,0,0,30,0,10,0,0
20506,NA,NA,NA,NA,NA,NA,NA,NA,NA
20507,NA,NA,NA,NA,NA,NA,NA,NA,NA
20508,NA,NA,NA,NA,NA,NA,NA,NA,NA
20509,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20510,NA,NA,NA,NA,NA,NA,NA,NA,NA
20511,16,8,0,0,8,0,0,0,0
20512,6,0,0,0,6,0,0,0,0
20513,26,5,0,0,11,0,10,0,0
20514,8,0,3,0,5,0,0,0,0
20515,1329,526,0,0,728,0,0,0,75
20516,NA,NA,NA,NA,NA,NA,NA,NA,NA
20517,NA,NA,NA,NA,NA,NA,NA,NA,NA
20518,3,0,0,0,3,0,0,0,0
20519,6,0,0,0,6,0,0,0,0
20520,NA,NA,NA,NA,NA,NA,NA,NA,NA
20521,NA,NA,NA,NA,NA,NA,NA,NA,NA
20522,NA,NA,NA,NA,NA,NA,NA,NA,NA
20523,NA,NA,NA,NA,NA,NA,NA,NA,NA
20524,NA,NA,NA,NA,NA,NA,NA,NA,NA
20525,40,0,0,0,40,0,0,0,0
20526,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20527,8,5,0,0,3,0,0,0,0
20528,15,0,0,0,15,0,0,0,0
20529,17,3,0,0,14,0,0,0,0
20530,6,0,0,0,5,0,1,0,0
20531,12,2,0,0,2,0,8,0,0
20532,17,4,0,0,13,0,0,0,0
20533,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20534,NA,NA,NA,NA,NA,NA,NA,NA,NA
20535,NA,NA,NA,NA,NA,NA,NA,NA,NA
20536,4,2,0,0,2,0,0,0,0
20537,30,0,0,0,30,0,0,0,0
20538,NA,NA,NA,NA,NA,NA,NA,NA,NA
20539,55,8,0,0,15,0,32,0,0
20540,142,20,0,0,122,0,0,0,0
20541,7,0,0,0,7,0,0,0,0
20542,NA,NA,NA,NA,NA,NA,NA,NA,NA
20543,1,1,0,0,0,0,0,0,0
20544,53,0,0,0,0,0,53,0,0
20545,69,0,0,0,69,0,0,0,0
20546,3,0,0,0,1,1,1,0,0
20547,11,6,0,0,5,0,0,0,0
20548,NA,NA,NA,NA,NA,NA,NA,NA,NA
20549,60,0,0,0,60,0,0,0,0
20550,10,6,0,0,4,0,0,0,0
20551,630,100,0,0,530,0,0,0,0
20552,NA,NA,NA,NA,NA,NA,NA,NA,NA
20553,18,5,0,0,13,0,0,0,0
20554,2,0,0,0,0,0,2,0,0
20555,24,5,0,0,19,0,0,0,0
20556,NA,NA,NA,NA,NA,NA,NA,NA,NA
20557,NA,NA,NA,NA,NA,NA,NA,NA,NA
20558,NA,NA,NA,NA,NA,NA,NA,NA,NA
20559,243,190,0,0,30,0,23,0,0
20560,NA,NA,NA,NA,NA,NA,NA,NA,NA
20561,48,4,0,5,35,0,4,0,0
20562,NA,NA,NA,NA,NA,NA,NA,NA,NA
20563,NA,NA,NA,NA,NA,NA,NA,NA,NA
20564,2,0,0,0,2,0,0,0,0
20565,322,124,0,0,198,0,0,0,0
20566,8,0,0,0,8,0,0,0,0
20567,11,0,0,0,11,0,0,0,0
20568,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20569,22,10,0,0,12,0,0,0,0
20570,230,0,2,27,115,0,60,26,0
21001,143,0,0,0,79,26,38,0,0
21002,20,9,0,0,11,0,0,0,0
21003,40,7,0,0,33,0,0,0,0
21004,121,3,0,0,117,0,1,0,0
21005,8,0,0,0,5,0,3,0,0
21006,179,0,0,3,176,0,0,0,0
21007,12,0,0,0,12,0,0,0,0
21008,NA,NA,NA,NA,NA,NA,NA,NA,NA
21009,NA,NA,NA,NA,NA,NA,NA,NA,NA
21010,276,14,0,0,262,0,0,0,0
21011,6,0,0,0,2,0,4,0,0
21012,NA,NA,NA,NA,NA,NA,NA,NA,NA
21013,NA,NA,NA,NA,NA,NA,NA,NA,NA
21014,NA,NA,NA,NA,NA,NA,NA,NA,NA
21015,274,11,0,0,233,0,30,0,0
21016,32,3,1,0,25,2,1,0,0
21017,346,85,40,15,145,11,50,0,0
21018,NA,NA,NA,NA,NA,NA,NA,NA,NA
21019,1826,100,0,0,1726,0,0,0,0
21020,NA,NA,NA,NA,NA,NA,NA,NA,NA
21021,NA,NA,NA,NA,NA,NA,NA,NA,NA
21022,121,16,15,5,50,0,35,0,0
21023,NA,NA,NA,NA,NA,NA,NA,NA,NA
21024,NA,NA,NA,NA,NA,NA,NA,NA,NA
21025,250,31,0,0,147,0,72,0,0
21026,36,5,0,2,19,0,10,0,0
21027,5,1,0,0,4,0,0,0,0
21028,8,0,0,0,8,0,0,0,0
21029,15,5,0,5,5,0,0,0,0
21030,NA,NA,NA,NA,NA,NA,NA,NA,NA
21031,10,0,0,0,10,0,0,0,0
21032,5,0,0,0,5,0,0,0,0
21033,16,0,0,0,16,0,0,0,0
21034,515,19,0,0,496,0,0,0,0
21035,76,10,0,10,56,0,0,0,0
21036,NA,NA,NA,NA,NA,NA,NA,NA,NA
21037,NA,NA,NA,NA,NA,NA,NA,NA,NA
21038,42,10,0,0,32,0,0,0,0
21039,62,0,0,0,62,0,0,0,0
21040,10,0,0,0,10,0,0,0,0
21041,899,392,0,0,505,2,0,0,0
21042,9,5,0,0,2,0,2,0,0
21043,153,0,0,0,153,0,0,0,0
21044,NA,NA,NA,NA,NA,NA,NA,NA,NA
21045,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21046,NA,NA,NA,NA,NA,NA,NA,NA,NA
21047,150,0,0,0,150,0,0,0,0
21048,71,4,0,0,66,0,1,0,0
21049,84,19,3,0,50,0,12,0,0
21050,60,0,0,0,60,0,0,0,0
21051,340,11,0,0,329,0,0,0,0
21052,NA,NA,NA,NA,NA,NA,NA,NA,NA
21053,369,82,10,10,200,2,65,0,0
21054,580,35,0,60,387,0,98,0,0
21055,41,0,0,0,41,0,0,0,0
21056,4,0,0,0,0,0,4,0,0
21057,30,0,0,0,30,0,0,0,0
21058,90,16,0,0,53,0,18,3,0
21059,22,2,0,0,20,0,0,0,0
21060,131,5,0,0,10,0,116,0,0
21061,45,0,0,0,15,0,30,0,0
21062,28,0,0,0,28,0,0,0,0
21063,74,45,0,0,19,0,10,0,0
21064,162,36,0,0,126,0,0,0,0
21065,28,0,0,0,28,0,0,0,0
21066,35,0,0,0,35,0,0,0,0
21067,11,0,0,0,11,0,0,0,0
21068,105,0,0,0,105,0,0,0,0
21069,196,0,0,0,196,0,0,0,0
21070,NA,NA,NA,NA,NA,NA,NA,NA,NA
21071,2049,0,0,0,2049,0,0,0,0
21072,228,0,0,0,227,0,1,0,0
21073,50,0,0,0,50,0,0,0,0
21074,819,38,0,0,781,0,0,0,0
21075,405,0,0,100,216,65,24,0,0
21076,315,9,0,4,73,0,229,0,0
21077,39,0,0,0,39,0,0,0,0
21078,125,0,0,0,125,0,0,0,0
21079,6,0,0,0,5,0,1,0,0
21080,26,0,0,0,26,0,0,0,0
21081,5,2,0,0,3,0,0,0,0
21082,NA,NA,NA,NA,NA,NA,NA,NA,NA
21083,NA,NA,NA,NA,NA,NA,NA,NA,NA
21084,60,5,0,0,55,0,0,0,0
21085,1131,0,0,0,942,0,189,0,0
21086,15,0,0,0,15,0,0,0,0
21087,23,0,0,0,23,0,0,0,0
21088,17,2,0,0,15,0,0,0,0
21089,NA,NA,NA,NA,NA,NA,NA,NA,NA
21090,259,21,0,0,238,0,0,0,0
21091,120,0,0,20,80,0,20,0,0
21092,3,0,0,0,3,0,0,0,0
21093,14,0,0,0,14,0,0,0,0
21094,230,0,0,0,0,0,230,0,0
21095,NA,NA,NA,NA,NA,NA,NA,NA,NA
21096,NA,NA,NA,NA,NA,NA,NA,NA,NA
21097,23,0,0,0,23,0,0,0,0
21098,28,0,1,2,15,0,10,0,0
21099,NA,NA,NA,NA,NA,NA,NA,NA,NA
21100,9,0,0,0,9,0,0,0,0
21101,20,0,0,0,20,0,0,0,0
21102,211,35,0,0,175,0,0,1,0
21103,NA,NA,NA,NA,NA,NA,NA,NA,NA
21104,76,0,0,0,72,4,0,0,0
21105,3,0,0,0,3,0,0,0,0
21106,173,59,0,0,114,0,0,0,0
21107,30,5,0,0,13,0,12,0,0
21108,159,0,0,0,159,0,0,0,0
21109,231,0,0,0,221,0,10,0,0
21110,163,0,0,0,163,0,0,0,0
21111,250,100,0,0,150,0,0,0,0
21112,38,0,0,0,38,0,0,0,0
21113,2,0,0,0,2,0,0,0,0
21114,885,9,0,0,871,0,5,0,0
21115,69,0,0,0,69,0,0,0,0
21116,NA,NA,NA,NA,NA,NA,NA,NA,NA
21117,145,0,0,0,145,0,0,0,0
21118,213,20,0,0,174,0,0,19,0
21119,,,,,,,,,
21120,12,2,1,1,5,0,1,0,2
21121,5,1,0,0,3,0,1,0,0
21122,71,6,0,0,65,0,0,0,0
21123,NA,NA,NA,NA,NA,NA,NA,NA,NA
