ubicageo_f,sitpaptt,sitpap1,sitpap2,sitpap3,sitpap4,sitpap5,sitpap6,sitpap7,sitpap8
30176,NA,NA,NA,NA,NA,NA,NA,NA,NA
30177,NA,NA,NA,NA,NA,NA,NA,NA,NA
30178,NA,NA,NA,NA,NA,NA,NA,NA,NA
30179,NA,NA,NA,NA,NA,NA,NA,NA,NA
30180,NA,NA,NA,NA,NA,NA,NA,NA,NA
30181,NA,NA,NA,NA,NA,NA,NA,NA,NA
30182,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30183,791,0,25,0,766,0,0,0,0
30184,10,0,0,0,10,0,0,0,0
30185,NA,NA,NA,NA,NA,NA,NA,NA,NA
30186,143,26,2,0,62,0,53,0,0
30187,10,0,0,0,10,0,0,0,0
30188,105,0,0,0,105,0,0,0,0
30189,1507,0,0,0,1414,0,93,0,0
30190,25,6,0,0,10,0,9,0,0
30191,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30192,160,20,0,0,140,0,0,0,0
30193,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30194,62,6,0,0,56,0,0,0,0
30195,NA,NA,NA,NA,NA,NA,NA,NA,NA
30196,NA,NA,NA,NA,NA,NA,NA,NA,NA
30197,64,0,0,0,64,0,0,0,0
30198,13,0,0,0,6,0,7,0,0
30199,105,40,0,10,50,0,5,0,0
30200,82,0,0,0,82,0,0,0,0
30201,NA,NA,NA,NA,NA,NA,NA,NA,NA
30202,47,0,0,0,0,0,47,0,0
30203,162,23,0,0,139,0,0,0,0
30204,NA,NA,NA,NA,NA,NA,NA,NA,NA
30205,NA,NA,NA,NA,NA,NA,NA,NA,NA
30206,NA,NA,NA,NA,NA,NA,NA,NA,NA
30207,233,10,0,0,170,0,53,0,0
30208,NA,NA,NA,NA,NA,NA,NA,NA,NA
30209,66,0,0,21,28,0,17,0,0
30210,120,0,0,0,80,0,40,0,0
30211,431,0,0,2,70,3,356,0,0
30212,NA,NA,NA,NA,NA,NA,NA,NA,NA
31001,3,0,0,0,3,0,0,0,0
31002,120,0,0,0,120,0,0,0,0
31003,NA,NA,NA,NA,NA,NA,NA,NA,NA
31004,3,3,0,0,0,0,0,0,0
31005,NA,NA,NA,NA,NA,NA,NA,NA,NA
31006,162,0,0,0,162,0,0,0,0
31007,40,35,0,0,5,0,0,0,0
31008,8,0,0,0,8,0,0,0,0
31009,NA,NA,NA,NA,NA,NA,NA,NA,NA
31010,NA,NA,NA,NA,NA,NA,NA,NA,NA
31011,10,10,0,0,0,0,0,0,0
31012,105,48,0,0,57,0,0,0,0
31013,NA,NA,NA,NA,NA,NA,NA,NA,NA
31014,14,14,0,0,0,0,0,0,0
31015,8,6,0,0,2,0,0,0,0
31016,NA,NA,NA,NA,NA,NA,NA,NA,NA
31017,NA,NA,NA,NA,NA,NA,NA,NA,NA
31018,NA,NA,NA,NA,NA,NA,NA,NA,NA
31019,200,15,0,0,150,0,35,0,0
31020,NA,NA,NA,NA,NA,NA,NA,NA,NA
31021,9,0,0,0,5,0,4,0,0
31022,NA,NA,NA,NA,NA,NA,NA,NA,NA
31023,14,8,0,0,6,0,0,0,0
31024,NA,NA,NA,NA,NA,NA,NA,NA,NA
31025,10,0,0,0,10,0,0,0,0
31026,48,48,0,0,0,0,0,0,0
31027,NA,NA,NA,NA,NA,NA,NA,NA,NA
31028,NA,NA,NA,NA,NA,NA,NA,NA,NA
31029,NA,NA,NA,NA,NA,NA,NA,NA,NA
31030,103,58,0,0,44,0,0,1,0
31031,16,0,0,0,16,0,0,0,0
31032,470,210,0,0,260,0,0,0,0
31033,293,169,0,0,124,0,0,0,0
31034,4,0,0,0,4,0,0,0,0
31035,5,2,0,0,3,0,0,0,0
31036,4,0,0,0,4,0,0,0,0
31037,NA,NA,NA,NA,NA,NA,NA,NA,NA
31038,75,0,0,0,50,0,25,0,0
31039,20,0,0,0,20,0,0,0,0
31040,312,54,0,0,222,0,36,0,0
31041,6473,1182,0,0,5281,0,10,0,0
31042,82,6,0,0,76,0,0,0,0
31043,NA,NA,NA,NA,NA,NA,NA,NA,NA
31044,30,0,0,0,30,0,0,0,0
31045,18,4,0,0,14,0,0,0,0
31046,NA,NA,NA,NA,NA,NA,NA,NA,NA
31047,85,0,0,0,60,0,25,0,0
31048,679,269,0,0,410,0,0,0,0
31049,NA,NA,NA,NA,NA,NA,NA,NA,NA
31050,1459,6,0,0,1046,0,396,0,11
31051,NA,NA,NA,NA,NA,NA,NA,NA,NA
31052,1276,200,0,0,1076,0,0,0,0
31053,250,0,0,0,205,0,45,0,0
31054,156,26,0,0,130,0,0,0,0
31055,145,145,0,0,0,0,0,0,0
31056,355,5,0,0,350,0,0,0,0
31057,176,0,0,0,176,0,0,0,0
31058,325,75,0,0,149,0,73,28,0
31059,3771,29,0,0,3436,0,306,0,0
31060,6,5,0,0,1,0,0,0,0
31061,4,4,0,0,0,0,0,0,0
31062,168,60,8,26,19,0,55,0,0
31063,NA,NA,NA,NA,NA,NA,NA,NA,NA
31064,4,2,0,0,2,0,0,0,0
31065,NA,NA,NA,NA,NA,NA,NA,NA,NA
31066,40,0,0,0,32,0,8,0,0
31067,35,0,0,0,30,0,5,0,0
31068,25,0,0,0,25,0,0,0,0
31069,20,0,0,0,20,0,0,0,0
31070,10,2,0,1,4,0,3,0,0
31071,34,0,0,0,34,0,0,0,0
31072,20,0,0,0,20,0,0,0,0
31073,93,20,0,0,73,0,0,0,0
31074,4,0,0,0,4,0,0,0,0
31075,NA,NA,NA,NA,NA,NA,NA,NA,NA
31076,450,0,0,0,450,0,0,0,0
31077,120,30,0,0,50,0,40,0,0
31078,NA,NA,NA,NA,NA,NA,NA,NA,NA
31079,921,0,0,400,331,5,185,0,0
31080,NA,NA,NA,NA,NA,NA,NA,NA,NA
31081,NA,NA,NA,NA,NA,NA,NA,NA,NA
31082,40,0,0,0,40,0,0,0,0
31083,50,0,0,0,50,0,0,0,0
31084,25,0,0,0,25,0,0,0,0
31085,35,15,0,0,20,0,0,0,0
31086,NA,NA,NA,NA,NA,NA,NA,NA,NA
31087,36,3,0,0,32,0,1,0,0
31088,NA,NA,NA,NA,NA,NA,NA,NA,NA
31089,1781,408,0,0,1373,0,0,0,0
31090,25,0,0,0,25,0,0,0,0
31091,NA,NA,NA,NA,NA,NA,NA,NA,NA
31092,NA,NA,NA,NA,NA,NA,NA,NA,NA
31093,38,0,0,0,38,0,0,0,0
31094,42,42,0,0,0,0,0,0,0
31095,116,35,0,6,27,0,48,0,0
31096,299,41,0,0,258,0,0,0,0
31097,25,0,0,0,25,0,0,0,0
31098,88,50,0,0,38,0,0,0,0
31099,8,4,0,0,4,0,0,0,0
31100,NA,NA,NA,NA,NA,NA,NA,NA,NA
31101,2543,234,20,0,2009,0,256,24,0
31102,1620,142,0,0,1465,0,13,0,0
31103,1,0,0,0,1,0,0,0,0
31104,NA,NA,NA,NA,NA,NA,NA,NA,NA
31105,33,0,0,0,33,0,0,0,0
31106,NA,NA,NA,NA,NA,NA,NA,NA,NA
32001,NA,NA,NA,NA,NA,NA,NA,NA,NA
32002,NA,NA,NA,NA,NA,NA,NA,NA,NA
32003,30,0,0,0,30,0,0,0,0
32004,NA,NA,NA,NA,NA,NA,NA,NA,NA
32005,465,231,0,0,215,0,19,0,0
32006,67,3,0,0,56,0,8,0,0
32007,1445,111,34,968,20,0,181,131,0
32008,202,5,0,0,168,0,3,0,26
32009,60,10,0,0,50,0,0,0,0
32010,4593,30,0,0,3328,0,1235,0,0
32011,32,7,0,0,25,0,0,0,0
32012,88,23,3,3,33,0,26,0,0
32013,NA,NA,NA,NA,NA,NA,NA,NA,NA
32014,NA,NA,NA,NA,NA,NA,NA,NA,NA
32015,NA,NA,NA,NA,NA,NA,NA,NA,NA
32016,22,22,0,0,0,0,0,0,0
32017,1030,0,0,0,1030,0,0,0,0
32018,NA,NA,NA,NA,NA,NA,NA,NA,NA
32019,80,0,0,0,50,0,30,0,0
32020,860,22,0,0,558,0,280,0,0
32021,NA,NA,NA,NA,NA,NA,NA,NA,NA
32022,200,0,0,0,200,0,0,0,0
32023,146,0,0,0,126,0,20,0,0
32024,529,31,0,0,354,0,124,0,20
32025,36,1,0,0,35,0,0,0,0
32026,NA,NA,NA,NA,NA,NA,NA,NA,NA
32027,NA,NA,NA,NA,NA,NA,NA,NA,NA
32028,12,0,0,0,12,0,0,0,0
32029,177,127,0,0,50,0,0,0,0
32030,NA,NA,NA,NA,NA,NA,NA,NA,NA
32031,NA,NA,NA,NA,NA,NA,NA,NA,NA
32032,70,0,0,0,70,0,0,0,0
32033,22,0,0,0,22,0,0,0,0
32034,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
32035,37,0,0,0,37,0,0,0,0
32036,415,0,0,0,415,0,0,0,0
32037,NA,NA,NA,NA,NA,NA,NA,NA,NA
32038,NA,NA,NA,NA,NA,NA,NA,NA,NA
32039,241,0,0,0,241,0,0,0,0
32040,245,20,0,0,225,0,0,0,0
32041,NA,NA,NA,NA,NA,NA,NA,NA,NA
32042,660,92,0,0,419,0,0,0,149
32043,197,5,0,5,181,0,6,0,0
32044,233,118,0,0,101,0,7,7,0
32045,78,0,0,0,73,0,3,2,0
32046,NA,NA,NA,NA,NA,NA,NA,NA,NA
32047,9,3,0,0,6,0,0,0,0
32048,621,71,0,0,534,0,16,0,0
32049,203,0,0,0,203,0,0,0,0
32050,22,2,0,0,20,0,0,0,0
32051,NA,NA,NA,NA,NA,NA,NA,NA,NA
32052,15,0,0,0,15,0,0,0,0
32053,37,3,0,0,34,0,0,0,0
32054,NA,NA,NA,NA,NA,NA,NA,NA,NA
32055,256,0,0,0,256,0,0,0,0
32056,1035,0,0,0,1035,0,0,0,0
32057,50,50,0,0,0,0,0,0,0
32058,NA,NA,NA,NA,NA,NA,NA,NA,NA
