ubicageo_f,contrave_b,faltcivi_e,totalca1,totalca2
20395,4,40900,NA,0
20395,4,41000,NA,0
20395,5,50100,NA,0
20395,5,50200,NA,0
20395,5,50300,NA,0
20395,5,50400,NA,0
20395,5,50500,NA,0
20395,5,50600,NA,0
20395,5,50700,NA,0
20395,5,50800,NA,0
20395,5,50900,NA,0
20395,5,51000,NA,0
20395,5,51100,NA,0
20395,5,51200,NA,0
20395,5,51300,NA,0
20395,5,51400,NA,0
20395,6,60100,NA,0
20395,6,60200,NA,0
20395,6,60300,NA,0
20395,6,60400,NA,0
20395,6,60500,NA,0
20395,6,60600,NA,0
20395,7,70100,NA,0
20395,8,80100,NA,0
20395,9,999999,,
20396,1,10100,NA,0
20396,1,10200,NA,0
20396,1,10300,NA,0
20396,1,10301,NA,0
20396,1,10302,NA,0
20396,1,10303,NA,0
20396,1,10304,NA,0
20396,1,10305,NA,0
20396,1,10306,NA,0
20396,1,10307,NA,0
20396,1,10308,NA,0
20396,1,10399,,
20396,1,10400,NA,0
20396,1,10500,NA,0
20396,2,20100,NA,0
20396,2,20200,NA,0
20396,2,20300,NA,0
20396,2,20400,NA,0
20396,2,20500,NA,0
20396,2,20600,NA,0
20396,2,20700,NA,0
20396,2,20800,NA,0
20396,2,20900,NA,0
20396,3,30100,NA,0
20396,3,30200,NA,0
20396,3,30300,NA,0
20396,3,30400,NA,0
20396,3,30500,NA,0
20396,3,30600,NA,0
20396,3,30700,NA,0
20396,3,30701,NA,0
20396,3,30702,NA,0
20396,3,30703,NA,0
20396,3,30704,NA,0
20396,3,30705,NA,0
20396,3,30799,,
20396,3,30800,NA,0
20396,3,30900,NA,0
20396,3,31000,NA,0
20396,3,31100,NA,0
20396,3,31200,NA,0
20396,3,31300,NA,0
20396,3,31400,NA,0
20396,3,31500,NA,0
20396,3,31600,NA,0
20396,4,40100,NA,0
20396,4,40200,NA,0
20396,4,40300,NA,0
20396,4,40400,NA,0
20396,4,40500,NA,0
20396,4,40600,NA,0
20396,4,40700,NA,0
20396,4,40800,NA,5
20396,4,40900,NA,5
20396,4,41000,NA,0
20396,5,50100,NA,0
20396,5,50200,NA,0
20396,5,50300,NA,0
20396,5,50400,NA,0
20396,5,50500,NA,0
20396,5,50600,NA,0
20396,5,50700,NA,0
20396,5,50800,NA,0
20396,5,50900,NA,0
20396,5,51000,NA,0
20396,5,51100,NA,0
20396,5,51200,NA,0
20396,5,51300,NA,0
20396,5,51400,NA,0
20396,6,60100,NA,0
20396,6,60200,NA,0
20396,6,60300,NA,0
20396,6,60400,NA,0
20396,6,60500,NA,0
20396,6,60600,NA,0
20396,7,70100,NA,0
20396,8,80100,NA,0
20396,9,999999,,
20397,1,10100,108,132
20397,1,10200,46,60
20397,1,10300,36,48
20397,1,10301,0,0
20397,1,10302,36,48
20397,1,10303,0,0
20397,1,10304,0,0
20397,1,10305,0,0
20397,1,10306,0,0
20397,1,10307,0,0
20397,1,10308,0,0
20397,1,10399,,
20397,1,10400,0,0
20397,1,10500,0,0
20397,2,20100,16,4
20397,2,20200,0,0
20397,2,20300,0,0
20397,2,20400,84,108
20397,2,20500,0,0
20397,2,20600,0,0
20397,2,20700,0,0
20397,2,20800,0,0
20397,2,20900,0,0
20397,3,30100,0,0
20397,3,30200,36,48
20397,3,30300,0,0
20397,3,30400,0,0
20397,3,30500,0,0
20397,3,30600,0,0
20397,3,30700,18,15
20397,3,30701,5,6
20397,3,30702,3,2
20397,3,30703,10,7
20397,3,30704,0,0
20397,3,30705,0,0
20397,3,30799,,
20397,3,30800,0,0
20397,3,30900,16,14
20397,3,31000,0,0
20397,3,31100,0,0
20397,3,31200,0,0
20397,3,31300,0,0
20397,3,31400,0,0
20397,3,31500,0,0
20397,3,31600,0,0
20397,4,40100,0,0
20397,4,40200,0,0
20397,4,40300,0,0
20397,4,40400,0,0
20397,4,40500,0,0
20397,4,40600,0,0
20397,4,40700,0,0
20397,4,40800,0,0
20397,4,40900,0,0
20397,4,41000,0,0
20397,5,50100,0,0
20397,5,50200,0,0
20397,5,50300,0,0
20397,5,50400,0,0
20397,5,50500,0,0
20397,5,50600,0,0
20397,5,50700,0,0
20397,5,50800,0,0
20397,5,50900,0,0
20397,5,51000,0,0
20397,5,51100,0,0
20397,5,51200,0,0
20397,5,51300,0,0
20397,5,51400,0,0
20397,6,60100,0,0
20397,6,60200,0,0
20397,6,60300,0,0
20397,6,60400,0,0
20397,6,60500,0,0
20397,6,60600,0,0
20397,7,70100,0,0
20397,8,80100,0,0
20397,9,999999,,
20398,1,10100,1,0
20398,1,10200,0,0
20398,1,10300,0,0
20398,1,10301,0,0
20398,1,10302,0,0
20398,1,10303,0,0
20398,1,10304,0,0
20398,1,10305,0,0
20398,1,10306,0,0
20398,1,10307,0,0
20398,1,10308,0,0
20398,1,10399,,
20398,1,10400,0,0
20398,1,10500,0,0
20398,2,20100,0,0
20398,2,20200,0,0
20398,2,20300,0,0
20398,2,20400,0,0
20398,2,20500,0,0
20398,2,20600,0,0
20398,2,20700,0,0
20398,2,20800,0,0
20398,2,20900,0,0
20398,3,30100,0,0
20398,3,30200,0,0
20398,3,30300,0,0
20398,3,30400,0,0
20398,3,30500,0,0
20398,3,30600,0,0
20398,3,30700,0,0
20398,3,30701,0,0
20398,3,30702,0,0
20398,3,30703,0,0
20398,3,30704,0,0
20398,3,30705,0,0
20398,3,30799,,
20398,3,30800,0,0
20398,3,30900,0,0
20398,3,31000,0,0
20398,3,31100,0,0
20398,3,31200,0,0
20398,3,31300,0,0
20398,3,31400,0,0
20398,3,31500,0,0
20398,3,31600,0,0
20398,4,40100,0,0
20398,4,40200,0,0
20398,4,40300,0,0
20398,4,40400,0,0
20398,4,40500,4,3
20398,4,40600,0,0
20398,4,40700,0,0
20398,4,40800,0,0
20398,4,40900,0,0
20398,4,41000,0,0
20398,5,50100,0,0
20398,5,50200,0,0
20398,5,50300,0,0
20398,5,50400,0,0
20398,5,50500,0,0
20398,5,50600,0,0
20398,5,50700,1,0
20398,5,50800,0,0
20398,5,50900,0,0
20398,5,51000,0,0
20398,5,51100,0,0
20398,5,51200,0,0
20398,5,51300,0,0
20398,5,51400,0,0
20398,6,60100,0,0
20398,6,60200,0,0
20398,6,60300,0,0
20398,6,60400,0,0
20398,6,60500,0,0
20398,6,60600,0,0
20398,7,70100,0,0
20398,8,80100,0,0
20398,9,999999,,
20399,1,10100,NA,5
20399,1,10200,NA,2
20399,1,10300,NA,2
20399,1,10301,NA,0
20399,1,10302,NA,2
20399,1,10303,NA,0
20399,1,10304,NA,0
20399,1,10305,NA,0
20399,1,10306,NA,0
20399,1,10307,NA,0
20399,1,10308,NA,0
20399,1,10399,,
20399,1,10400,NA,0
20399,1,10500,NA,0
20399,2,20100,NA,1
20399,2,20200,NA,0
20399,2,20300,NA,0
20399,2,20400,NA,0
20399,2,20500,NA,0
20399,2,20600,NA,0
20399,2,20700,NA,0
20399,2,20800,NA,0
20399,2,20900,NA,0
20399,3,30100,NA,0
20399,3,30200,NA,0
20399,3,30300,NA,0
20399,3,30400,NA,0
20399,3,30500,NA,0
20399,3,30600,NA,0
20399,3,30700,NA,0
20399,3,30701,NA,0
20399,3,30702,NA,0
20399,3,30703,NA,0
20399,3,30704,NA,0
20399,3,30705,NA,0
20399,3,30799,,
20399,3,30800,NA,0
20399,3,30900,NA,0
20399,3,31000,NA,0
20399,3,31100,NA,0
20399,3,31200,NA,0
20399,3,31300,NA,0
20399,3,31400,NA,0
20399,3,31500,NA,0
20399,3,31600,NA,0
20399,4,40100,NA,0
20399,4,40200,NA,0
20399,4,40300,NA,0
20399,4,40400,NA,0
20399,4,40500,NA,0
20399,4,40600,NA,0
20399,4,40700,NA,0
20399,4,40800,NA,0
20399,4,40900,NA,0
20399,4,41000,NA,0
20399,5,50100,NA,0
20399,5,50200,NA,0
20399,5,50300,NA,0
20399,5,50400,NA,0
20399,5,50500,NA,0
20399,5,50600,NA,0
20399,5,50700,NA,0
20399,5,50800,NA,0
20399,5,50900,NA,0
20399,5,51000,NA,0
20399,5,51100,NA,0
20399,5,51200,NA,0
20399,5,51300,NA,0
20399,5,51400,NA,0
20399,6,60100,NA,0
20399,6,60200,NA,0
20399,6,60300,NA,0
20399,6,60400,NA,0
20399,6,60500,NA,0
20399,6,60600,NA,0
20399,7,70100,NA,0
20399,8,80100,NA,0
20399,9,999999,,
20400,1,10100,0,0
20400,1,10200,2,10
20400,1,10300,0,0
20400,1,10301,0,0
20400,1,10302,0,0
20400,1,10303,0,0
20400,1,10304,0,0
20400,1,10305,0,0
20400,1,10306,0,0
20400,1,10307,0,0
20400,1,10308,0,0
20400,1,10399,,
20400,1,10400,0,0
20400,1,10500,0,0
20400,2,20100,6,7
20400,2,20200,0,4
20400,2,20300,0,0
20400,2,20400,0,2
20400,2,20500,0,0
20400,2,20600,0,0
20400,2,20700,0,0
20400,2,20800,0,0
20400,2,20900,0,0
20400,3,30100,0,0
20400,3,30200,0,0
20400,3,30300,0,0
20400,3,30400,0,0
20400,3,30500,0,0
20400,3,30600,0,0
20400,3,30700,0,2
20400,3,30701,0,2
20400,3,30702,0,0
20400,3,30703,0,0
20400,3,30704,0,0
20400,3,30705,0,0
20400,3,30799,,
20400,3,30800,0,0
20400,3,30900,0,0
20400,3,31000,0,0
20400,3,31100,0,0
20400,3,31200,0,0
20400,3,31300,0,0
20400,3,31400,0,0
20400,3,31500,0,0
20400,3,31600,0,0
20400,4,40100,0,3
20400,4,40200,0,0
20400,4,40300,0,0
20400,4,40400,0,0
20400,4,40500,0,0
20400,4,40600,0,0
20400,4,40700,0,0
20400,4,40800,0,3
20400,4,40900,0,0
20400,4,41000,0,0
20400,5,50100,0,0
20400,5,50200,0,0
20400,5,50300,0,0
20400,5,50400,0,0
20400,5,50500,0,0
20400,5,50600,0,3
20400,5,50700,0,0
20400,5,50800,0,0
20400,5,50900,0,0
20400,5,51000,0,0
20400,5,51100,0,0
20400,5,51200,0,1
20400,5,51300,0,0
20400,5,51400,0,0
20400,6,60100,0,0
20400,6,60200,0,0
20400,6,60300,0,0
20400,6,60400,0,0
20400,6,60500,0,0
20400,6,60600,0,0
20400,7,70100,0,0
20400,8,80100,0,0
20400,9,999999,,
20401,1,10100,NSS,NSS
20401,1,10200,NSS,NSS
20401,1,10300,NSS,NSS
20401,1,10301,NSS,NSS
20401,1,10302,NSS,NSS
20401,1,10303,NSS,NSS
20401,1,10304,NSS,NSS
20401,1,10305,NSS,NSS
20401,1,10306,NSS,NSS
20401,1,10307,NSS,NSS
20401,1,10308,NSS,NSS
20401,1,10399,,
20401,1,10400,NSS,NSS
20401,1,10500,NSS,NSS
20401,2,20100,NSS,NSS
20401,2,20200,NSS,NSS
20401,2,20300,NSS,NSS
20401,2,20400,NSS,NSS
20401,2,20500,NSS,NSS
20401,2,20600,NSS,NSS
20401,2,20700,NSS,NSS
20401,2,20800,NSS,NSS
20401,2,20900,NSS,NSS
20401,3,30100,NSS,NSS
20401,3,30200,NSS,NSS
20401,3,30300,NSS,NSS
20401,3,30400,NSS,NSS
20401,3,30500,NSS,NSS
20401,3,30600,NSS,NSS
20401,3,30700,NSS,NSS
20401,3,30701,NSS,NSS
20401,3,30702,NSS,NSS
20401,3,30703,NSS,NSS
20401,3,30704,NSS,NSS
20401,3,30705,NSS,NSS
20401,3,30799,,
20401,3,30800,NSS,NSS
20401,3,30900,NSS,NSS
20401,3,31000,NSS,NSS
20401,3,31100,NSS,NSS
20401,3,31200,NSS,NSS
20401,3,31300,NSS,NSS
20401,3,31400,NSS,NSS
20401,3,31500,NSS,NSS
20401,3,31600,NSS,NSS
20401,4,40100,NSS,NSS
20401,4,40200,NSS,NSS
20401,4,40300,NSS,NSS
20401,4,40400,NSS,NSS
20401,4,40500,NSS,NSS
20401,4,40600,NSS,NSS
20401,4,40700,NSS,NSS
20401,4,40800,NSS,NSS
20401,4,40900,NSS,NSS
20401,4,41000,NSS,NSS
20401,5,50100,NSS,NSS
20401,5,50200,NSS,NSS
20401,5,50300,NSS,NSS
20401,5,50400,NSS,NSS
20401,5,50500,NSS,NSS
20401,5,50600,NSS,NSS
20401,5,50700,NSS,NSS
20401,5,50800,NSS,NSS
20401,5,50900,NSS,NSS
20401,5,51000,NSS,NSS
20401,5,51100,NSS,NSS
20401,5,51200,NSS,NSS
20401,5,51300,NSS,NSS
20401,5,51400,NSS,NSS
20401,6,60100,NSS,NSS
20401,6,60200,NSS,NSS
20401,6,60300,NSS,NSS
20401,6,60400,NSS,NSS
20401,6,60500,NSS,NSS
20401,6,60600,NSS,NSS
20401,7,70100,NSS,NSS
20401,8,80100,NSS,NSS
20401,9,999999,,
20402,1,10100,0,8
20402,1,10200,0,15
20402,1,10300,7,0
20402,1,10301,0,0
20402,1,10302,7,0
20402,1,10303,0,0
20402,1,10304,0,0
20402,1,10305,0,0
20402,1,10306,0,0
20402,1,10307,0,0
20402,1,10308,0,0
20402,1,10399,,
20402,1,10400,0,0
20402,1,10500,0,0
20402,2,20100,0,0
20402,2,20200,0,0
20402,2,20300,0,0
20402,2,20400,0,0
20402,2,20500,0,0
20402,2,20600,0,0
20402,2,20700,0,0
20402,2,20800,0,0
20402,2,20900,0,0
20402,3,30100,0,0
20402,3,30200,0,0
20402,3,30300,0,0
20402,3,30400,0,0
20402,3,30500,0,0
20402,3,30600,0,0
20402,3,30700,0,0
20402,3,30701,0,0
20402,3,30702,0,0
20402,3,30703,0,0
20402,3,30704,0,0
20402,3,30705,0,0
20402,3,30799,,
20402,3,30800,0,0
20402,3,30900,0,0
20402,3,31000,0,0
20402,3,31100,0,0
20402,3,31200,0,0
20402,3,31300,0,0
20402,3,31400,0,0
20402,3,31500,0,0
20402,3,31600,0,0
20402,4,40100,22,0
20402,4,40200,8,0
20402,4,40300,0,0
20402,4,40400,0,0
20402,4,40500,0,0
20402,4,40600,0,0
20402,4,40700,0,0
20402,4,40800,0,0
20402,4,40900,0,0
20402,4,41000,0,0
20402,5,50100,0,0
20402,5,50200,0,0
20402,5,50300,0,0
20402,5,50400,0,0
20402,5,50500,0,0
20402,5,50600,0,0
20402,5,50700,0,0
20402,5,50800,0,0
20402,5,50900,0,0
20402,5,51000,0,0
20402,5,51100,0,0
20402,5,51200,0,0
20402,5,51300,0,0
20402,5,51400,0,0
20402,6,60100,0,0
20402,6,60200,0,0
20402,6,60300,0,0
20402,6,60400,0,0
20402,6,60500,0,0
20402,6,60600,0,0
20402,7,70100,0,0
20402,8,80100,0,0
20402,9,999999,,
20403,1,10100,NA,4
20403,1,10200,NA,0
20403,1,10300,NA,0
20403,1,10301,NA,0
20403,1,10302,NA,0
20403,1,10303,NA,0
20403,1,10304,NA,0
20403,1,10305,NA,0
20403,1,10306,NA,0
20403,1,10307,NA,0
20403,1,10308,NA,0
20403,1,10399,,
20403,1,10400,NA,0
20403,1,10500,NA,0
20403,2,20100,NA,4
20403,2,20200,NA,0
20403,2,20300,NA,0
20403,2,20400,NA,0
20403,2,20500,NA,0
20403,2,20600,NA,0
20403,2,20700,NA,0
20403,2,20800,NA,0
20403,2,20900,NA,0
20403,3,30100,NA,0
20403,3,30200,NA,0
20403,3,30300,NA,0
20403,3,30400,NA,0
20403,3,30500,NA,0
20403,3,30600,NA,0
20403,3,30700,NA,0
20403,3,30701,NA,0
20403,3,30702,NA,0
20403,3,30703,NA,0
20403,3,30704,NA,0
20403,3,30705,NA,0
20403,3,30799,,
20403,3,30800,NA,0
20403,3,30900,NA,0
20403,3,31000,NA,0
20403,3,31100,NA,0
20403,3,31200,NA,0
20403,3,31300,NA,0
20403,3,31400,NA,0
20403,3,31500,NA,0
20403,3,31600,NA,0
20403,4,40100,NA,0
20403,4,40200,NA,0
20403,4,40300,NA,0
20403,4,40400,NA,0
20403,4,40500,NA,0
20403,4,40600,NA,0
20403,4,40700,NA,0
20403,4,40800,NA,12
20403,4,40900,NA,0
20403,4,41000,NA,0
20403,5,50100,NA,0
20403,5,50200,NA,0
20403,5,50300,NA,0
20403,5,50400,NA,0
20403,5,50500,NA,0
20403,5,50600,NA,0
20403,5,50700,NA,0
20403,5,50800,NA,0
20403,5,50900,NA,0
20403,5,51000,NA,0
20403,5,51100,NA,0
20403,5,51200,NA,0
20403,5,51300,NA,0
20403,5,51400,NA,0
20403,6,60100,NA,0
20403,6,60200,NA,0
20403,6,60300,NA,0
20403,6,60400,NA,0
20403,6,60500,NA,0
20403,6,60600,NA,0
20403,7,70100,NA,0
20403,8,80100,NA,0
20403,9,999999,,
20404,1,10100,3,0
20404,1,10200,0,0
20404,1,10300,0,0
20404,1,10301,0,0
20404,1,10302,0,0
20404,1,10303,0,0
20404,1,10304,0,0
20404,1,10305,0,0
20404,1,10306,0,0
20404,1,10307,0,0
20404,1,10308,0,0
20404,1,10399,,
20404,1,10400,0,0
20404,1,10500,0,0
20404,2,20100,0,0
20404,2,20200,0,0
20404,2,20300,0,0
20404,2,20400,3,0
20404,2,20500,0,0
20404,2,20600,0,0
20404,2,20700,0,0
20404,2,20800,0,0
20404,2,20900,0,0
20404,3,30100,0,0
20404,3,30200,0,0
20404,3,30300,0,0
20404,3,30400,0,0
20404,3,30500,0,0
20404,3,30600,0,0
20404,3,30700,0,0
20404,3,30701,0,0
20404,3,30702,0,0
20404,3,30703,0,0
20404,3,30704,0,0
20404,3,30705,0,0
20404,3,30799,,
20404,3,30800,0,0
20404,3,30900,0,0
20404,3,31000,0,0
20404,3,31100,0,0
20404,3,31200,0,0
20404,3,31300,0,0
20404,3,31400,0,0
20404,3,31500,0,0
20404,3,31600,0,0
20404,4,40100,9,10
20404,4,40200,0,0
20404,4,40300,0,0
20404,4,40400,0,0
20404,4,40500,0,0
20404,4,40600,0,0
20404,4,40700,0,0
20404,4,40800,0,0
20404,4,40900,0,0
20404,4,41000,0,0
20404,5,50100,0,0
20404,5,50200,0,0
20404,5,50300,0,0
20404,5,50400,0,0
20404,5,50500,0,0
20404,5,50600,0,0
20404,5,50700,0,0
20404,5,50800,0,0
20404,5,50900,0,0
20404,5,51000,0,0
20404,5,51100,0,0
20404,5,51200,0,0
20404,5,51300,0,0
20404,5,51400,0,0
20404,6,60100,0,0
20404,6,60200,0,0
20404,6,60300,0,0
20404,6,60400,0,0
20404,6,60500,0,0
20404,6,60600,0,0
20404,7,70100,0,0
20404,8,80100,0,0
20404,9,999999,,
20405,1,10100,NA,NA
20405,1,10200,NA,NA
20405,1,10300,NA,NA
20405,1,10301,NA,NA
20405,1,10302,NA,NA
20405,1,10303,NA,NA
20405,1,10304,NA,NA
20405,1,10305,NA,NA
20405,1,10306,NA,NA
20405,1,10307,NA,NA
20405,1,10308,NA,NA
20405,1,10399,,
20405,1,10400,NA,NA
20405,1,10500,NA,NA
20405,2,20100,NA,NA
20405,2,20200,NA,NA
20405,2,20300,NA,NA
20405,2,20400,NA,NA
20405,2,20500,NA,NA
20405,2,20600,NA,NA
20405,2,20700,NA,NA
20405,2,20800,NA,NA
20405,2,20900,NA,NA
20405,3,30100,NA,NA
20405,3,30200,NA,NA
20405,3,30300,NA,NA
20405,3,30400,NA,NA
20405,3,30500,NA,NA
20405,3,30600,NA,NA
20405,3,30700,NA,NA
20405,3,30701,NA,NA
20405,3,30702,NA,NA
20405,3,30703,NA,NA
20405,3,30704,NA,NA
20405,3,30705,NA,NA
20405,3,30799,,
20405,3,30800,NA,NA
20405,3,30900,NA,NA
20405,3,31000,NA,NA
20405,3,31100,NA,NA
20405,3,31200,NA,NA
20405,3,31300,NA,NA
20405,3,31400,NA,NA
20405,3,31500,NA,NA
20405,3,31600,NA,NA
20405,4,40100,NA,NA
20405,4,40200,NA,NA
20405,4,40300,NA,NA
20405,4,40400,NA,NA
20405,4,40500,NA,NA
20405,4,40600,NA,NA
20405,4,40700,NA,NA
20405,4,40800,NA,NA
20405,4,40900,NA,NA
20405,4,41000,NA,NA
20405,5,50100,NA,NA
20405,5,50200,NA,NA
20405,5,50300,NA,NA
20405,5,50400,NA,NA
20405,5,50500,NA,NA
20405,5,50600,NA,NA
20405,5,50700,NA,NA
20405,5,50800,NA,NA
20405,5,50900,NA,NA
20405,5,51000,NA,NA
20405,5,51100,NA,NA
20405,5,51200,NA,NA
20405,5,51300,NA,NA
20405,5,51400,NA,NA
20405,6,60100,NA,NA
20405,6,60200,NA,NA
20405,6,60300,NA,NA
20405,6,60400,NA,NA
20405,6,60500,NA,NA
20405,6,60600,NA,NA
20405,7,70100,NA,NA
20405,8,80100,NA,NA
20405,9,999999,,
20406,1,10100,NA,10
20406,1,10200,NA,0
20406,1,10300,NA,2
20406,1,10301,NA,2
20406,1,10302,NA,0
20406,1,10303,NA,0
20406,1,10304,NA,0
20406,1,10305,NA,0
20406,1,10306,NA,0
20406,1,10307,NA,0
20406,1,10308,NA,0
20406,1,10399,,
20406,1,10400,NA,0
20406,1,10500,NA,0
20406,2,20100,NA,4
20406,2,20200,NA,4
20406,2,20300,NA,0
20406,2,20400,NA,0
20406,2,20500,NA,0
20406,2,20600,NA,0
20406,2,20700,NA,0
20406,2,20800,NA,0
20406,2,20900,NA,0
20406,3,30100,NA,0
20406,3,30200,NA,0
20406,3,30300,NA,0
20406,3,30400,NA,0
20406,3,30500,NA,0
20406,3,30600,NA,0
20406,3,30700,NA,0
20406,3,30701,NA,0
20406,3,30702,NA,0
20406,3,30703,NA,0
20406,3,30704,NA,0
20406,3,30705,NA,0
20406,3,30799,,
20406,3,30800,NA,0
20406,3,30900,NA,0
20406,3,31000,NA,0
20406,3,31100,NA,0
20406,3,31200,NA,0
20406,3,31300,NA,0
20406,3,31400,NA,0
20406,3,31500,NA,0
20406,3,31600,NA,0
20406,4,40100,NA,0
20406,4,40200,NA,2
20406,4,40300,NA,0
20406,4,40400,NA,0
20406,4,40500,NA,1
20406,4,40600,NA,0
20406,4,40700,NA,0
20406,4,40800,NA,0
20406,4,40900,NA,0
20406,4,41000,NA,0
20406,5,50100,NA,0
20406,5,50200,NA,0
20406,5,50300,NA,0
20406,5,50400,NA,0
20406,5,50500,NA,0
20406,5,50600,NA,0
20406,5,50700,NA,0
20406,5,50800,NA,0
20406,5,50900,NA,0
20406,5,51000,NA,0
20406,5,51100,NA,0
20406,5,51200,NA,0
20406,5,51300,NA,0
20406,5,51400,NA,0
20406,6,60100,NA,0
20406,6,60200,NA,0
20406,6,60300,NA,0
20406,6,60400,NA,0
20406,6,60500,NA,0
20406,6,60600,NA,0
20406,7,70100,NA,0
20406,8,80100,NA,0
20406,9,999999,,
20407,1,10100,NSS,NA
20407,1,10200,NSS,NA
20407,1,10300,NSS,NA
20407,1,10301,NSS,NA
20407,1,10302,NSS,NA
20407,1,10303,NSS,NA
20407,1,10304,NSS,NA
20407,1,10305,NSS,NA
20407,1,10306,NSS,NA
20407,1,10307,NSS,NA
20407,1,10308,NSS,NA
20407,1,10399,,
20407,1,10400,NSS,NA
20407,1,10500,NSS,NA
20407,2,20100,NSS,NA
20407,2,20200,NSS,NA
20407,2,20300,NSS,NA
20407,2,20400,NSS,NA
20407,2,20500,NSS,NA
20407,2,20600,NSS,NA
20407,2,20700,NSS,NA
20407,2,20800,NSS,NA
20407,2,20900,NSS,NA
20407,3,30100,NSS,NA
20407,3,30200,NSS,NA
20407,3,30300,NSS,NA
20407,3,30400,NSS,NA
20407,3,30500,NSS,NA
20407,3,30600,NSS,NA
20407,3,30700,NSS,NA
20407,3,30701,NSS,NA
20407,3,30702,NSS,NA
20407,3,30703,NSS,NA
20407,3,30704,NSS,NA
20407,3,30705,NSS,NA
20407,3,30799,,
20407,3,30800,NSS,NA
20407,3,30900,NSS,NA
20407,3,31000,NSS,NA
20407,3,31100,NSS,NA
20407,3,31200,NSS,NA
20407,3,31300,NSS,NA
20407,3,31400,NSS,NA
20407,3,31500,NSS,NA
20407,3,31600,NSS,NA
20407,4,40100,NSS,NA
20407,4,40200,NSS,NA
20407,4,40300,NSS,NA
20407,4,40400,NSS,NA
20407,4,40500,NSS,NA
20407,4,40600,NSS,NA
20407,4,40700,NSS,NA
20407,4,40800,NSS,NA
20407,4,40900,NSS,NA
20407,4,41000,NSS,NA
20407,5,50100,NSS,NA
20407,5,50200,NSS,NA
20407,5,50300,NSS,NA
20407,5,50400,NSS,NA
20407,5,50500,NSS,NA
20407,5,50600,NSS,NA
20407,5,50700,NSS,NA
20407,5,50800,NSS,NA
20407,5,50900,NSS,NA
20407,5,51000,NSS,NA
20407,5,51100,NSS,NA
20407,5,51200,NSS,NA
20407,5,51300,NSS,NA
20407,5,51400,NSS,NA
20407,6,60100,NSS,NA
20407,6,60200,NSS,NA
20407,6,60300,NSS,NA
20407,6,60400,NSS,NA
20407,6,60500,NSS,NA
20407,6,60600,NSS,NA
20407,7,70100,NSS,NA
20407,8,80100,NSS,NA
20407,9,999999,,
20408,1,10100,0,0
20408,1,10200,1,2
20408,1,10300,0,0
20408,1,10301,0,0
20408,1,10302,0,0
20408,1,10303,0,0
20408,1,10304,0,0
20408,1,10305,0,0
20408,1,10306,0,0
20408,1,10307,0,0
20408,1,10308,0,0
20408,1,10399,,
20408,1,10400,0,0
20408,1,10500,0,0
20408,2,20100,0,0
20408,2,20200,0,0
20408,2,20300,0,0
20408,2,20400,0,0
20408,2,20500,0,0
20408,2,20600,0,0
20408,2,20700,0,0
20408,2,20800,0,0
20408,2,20900,0,0
20408,3,30100,0,0
20408,3,30200,0,0
20408,3,30300,0,0
20408,3,30400,0,0
20408,3,30500,0,0
20408,3,30600,0,0
20408,3,30700,0,0
20408,3,30701,0,0
20408,3,30702,0,0
20408,3,30703,0,0
20408,3,30704,0,0
20408,3,30705,0,0
20408,3,30799,,
20408,3,30800,0,0
20408,3,30900,0,0
20408,3,31000,0,0
20408,3,31100,0,0
20408,3,31200,0,0
20408,3,31300,0,0
20408,3,31400,0,0
20408,3,31500,0,0
20408,3,31600,0,0
20408,4,40100,0,1
20408,4,40200,0,0
20408,4,40300,0,0
20408,4,40400,0,0
20408,4,40500,0,0
20408,4,40600,0,0
20408,4,40700,0,0
20408,4,40800,0,0
20408,4,40900,0,0
20408,4,41000,0,0
20408,5,50100,0,0
20408,5,50200,0,0
20408,5,50300,0,0
20408,5,50400,0,0
20408,5,50500,0,0
20408,5,50600,0,0
20408,5,50700,0,0
20408,5,50800,0,0
20408,5,50900,0,0
20408,5,51000,0,0
20408,5,51100,0,0
20408,5,51200,0,0
20408,5,51300,0,0
20408,5,51400,0,0
20408,6,60100,0,0
20408,6,60200,0,0
20408,6,60300,0,0
20408,6,60400,0,0
20408,6,60500,0,0
20408,6,60600,0,0
20408,7,70100,0,0
20408,8,80100,0,0
20408,9,999999,,
20409,1,10100,NSS,NSS
20409,1,10200,NSS,NSS
20409,1,10300,NSS,NSS
20409,1,10301,NSS,NSS
20409,1,10302,NSS,NSS
20409,1,10303,NSS,NSS
20409,1,10304,NSS,NSS
20409,1,10305,NSS,NSS
20409,1,10306,NSS,NSS
20409,1,10307,NSS,NSS
20409,1,10308,NSS,NSS
20409,1,10399,,
20409,1,10400,NSS,NSS
20409,1,10500,NSS,NSS
20409,2,20100,NSS,NSS
20409,2,20200,NSS,NSS
20409,2,20300,NSS,NSS
20409,2,20400,NSS,NSS
20409,2,20500,NSS,NSS
20409,2,20600,NSS,NSS
20409,2,20700,NSS,NSS
20409,2,20800,NSS,NSS
20409,2,20900,NSS,NSS
20409,3,30100,NSS,NSS
20409,3,30200,NSS,NSS
20409,3,30300,NSS,NSS
20409,3,30400,NSS,NSS
20409,3,30500,NSS,NSS
20409,3,30600,NSS,NSS
20409,3,30700,NSS,NSS
20409,3,30701,NSS,NSS
20409,3,30702,NSS,NSS
20409,3,30703,NSS,NSS
20409,3,30704,NSS,NSS
20409,3,30705,NSS,NSS
20409,3,30799,,
20409,3,30800,NSS,NSS
