ubicageo_f,aniorefe_b,rnsnni1,percontt,percon1,percon2,percon3,percon4,percon5,percon6,percon7,percon8,percon9,percon10,percon11,percon12,percon13,percon14,perconne
24018,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
24018,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
24019,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24019,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24020,1,1,27,5,0,0,18,0,0,0,0,0,0,4,0,0,0,
24020,2,1,26,3,0,0,19,0,0,0,0,0,0,4,0,0,0,
24021,1,1,9,7,0,0,2,0,0,0,0,0,0,0,0,0,0,
24021,2,1,10,6,0,0,4,0,0,0,0,0,0,0,0,0,0,
24022,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24022,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24023,1,1,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,
24023,2,1,7,1,0,0,2,1,0,0,0,0,0,0,0,3,0,
24024,1,1,84,21,3,3,45,3,1,0,0,0,0,8,0,0,0,
24024,2,1,114,42,4,0,47,3,0,0,0,4,0,14,0,0,0,
24025,1,1,60,39,0,0,2,0,0,0,0,0,0,0,0,0,19,
24025,2,1,61,27,0,0,1,0,0,0,0,0,0,0,0,0,33,
24026,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
24026,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24027,1,1,7,2,0,0,5,0,0,0,0,0,0,0,0,0,0,
24027,2,1,18,7,0,0,9,1,0,0,0,0,0,0,0,1,0,
24028,1,1,894,589,1,0,110,6,0,0,0,0,3,79,0,0,106,
24028,2,1,2107,250,0,0,266,0,0,1219,0,0,0,0,0,0,372,
24029,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24029,2,1,25,10,0,0,15,0,0,0,0,0,0,0,0,0,0,
24030,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24030,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24031,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24031,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24032,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24032,2,1,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,
24033,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24033,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24034,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24034,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24035,1,1,312,63,0,0,5,0,0,0,0,0,0,0,0,77,167,
24035,2,1,444,67,0,0,5,0,0,0,0,0,0,0,0,122,250,
24036,1,1,9,0,0,0,0,0,0,1,1,0,0,0,0,0,7,
24036,2,1,18,0,0,0,0,0,0,0,0,6,0,0,0,0,12,
24037,1,1,39,13,1,0,24,1,0,0,0,0,0,0,0,0,0,
24037,2,1,14,2,0,0,12,0,0,0,0,0,0,0,0,0,0,
24038,1,1,9,1,0,0,8,0,0,0,0,0,0,0,0,0,0,
24038,2,1,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,
24039,1,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,
24039,2,1,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,
24040,1,1,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,
24040,2,1,20,7,0,0,1,0,0,0,0,7,0,2,0,0,3,
24041,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24041,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
24042,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24042,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24043,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24043,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
24044,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24044,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24045,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24045,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
24046,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24046,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
24047,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24047,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24048,1,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,
24048,2,1,4,1,0,0,1,0,0,0,0,0,0,1,0,1,0,
24049,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24049,2,1,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,
24050,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24050,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
24051,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24051,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24052,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24052,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24053,1,1,31,27,0,0,4,0,0,0,0,0,0,0,0,0,0,
24053,2,1,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,
24054,1,1,24,0,0,0,0,0,0,0,0,24,0,0,0,0,0,
24054,2,1,29,0,0,0,0,0,0,0,0,29,0,0,0,0,0,
24055,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24055,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24056,1,1,22,1,0,0,17,1,0,0,0,0,0,0,0,3,0,
24056,2,1,12,4,0,0,7,0,0,0,0,0,0,0,0,1,0,
24057,1,1,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,
24057,2,1,4,0,0,0,0,0,0,0,0,2,0,0,1,0,1,
24058,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24058,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
25001,1,1,190,60,4,6,39,9,3,0,0,0,12,19,0,0,38,
25001,2,1,400,129,18,9,110,31,2,0,0,0,13,54,0,0,34,
25002,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25002,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25003,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25003,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25004,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25004,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25005,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25005,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25006,1,1,867,478,21,187,120,22,8,5,1,20,5,0,0,0,0,
25006,2,1,626,347,25,111,69,31,13,0,0,30,0,0,0,0,0,
25007,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25007,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25008,1,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,10,
25008,2,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,6,
25009,1,1,18,14,0,0,1,0,0,0,0,3,0,0,0,0,0,
25009,2,1,30,8,0,22,0,0,0,0,0,0,0,0,0,0,0,
25010,1,1,85,42,2,14,14,0,1,0,0,0,0,0,0,0,12,
25010,2,1,52,26,0,6,12,1,0,0,0,0,2,0,0,0,5,
25011,1,1,5,0,0,0,0,0,0,4,0,0,0,1,0,0,0,
25011,2,1,6,0,0,0,1,0,0,4,0,0,0,1,0,0,0,
25012,1,1,162,0,0,0,0,0,0,0,0,0,0,0,0,0,162,
25012,2,1,196,0,0,0,0,0,0,0,0,0,0,0,0,0,196,
25013,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
25013,2,1,4,0,0,0,0,0,0,0,0,3,0,0,0,1,0,
25014,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25014,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
25015,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25015,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25016,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25016,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25017,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25017,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25018,1,1,6,3,0,0,2,1,0,0,0,0,0,0,0,0,0,
25018,2,1,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,
26001,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26001,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26002,1,1,137,69,4,0,59,3,0,0,0,2,0,0,0,0,0,
26002,2,1,237,120,9,0,103,5,0,0,0,0,0,0,0,0,0,
26003,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26003,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26004,1,1,14,8,0,0,4,2,0,0,0,0,0,0,0,0,0,
26004,2,1,16,8,0,0,8,0,0,0,0,0,0,0,0,0,0,
26005,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26005,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26006,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26006,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
26007,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26007,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26008,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26008,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26009,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26009,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26010,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26010,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26011,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26011,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26012,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26012,2,1,14,4,0,0,6,0,0,0,0,0,0,0,0,4,0,
26013,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
26013,2,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
26014,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26014,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26015,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26015,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26016,1,1,26,3,0,0,23,0,0,0,0,0,0,0,0,0,0,
26016,2,1,59,11,0,0,48,0,0,0,0,0,0,0,0,0,0,
26017,1,1,1865,0,0,0,0,0,0,0,0,1544,0,0,0,0,321,
26017,2,1,1881,0,0,0,0,0,0,0,0,1642,0,0,0,0,239,
26018,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
26018,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
26019,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26019,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26020,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26020,2,1,40,38,0,0,2,0,0,0,0,0,0,0,0,0,0,
26021,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26021,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26022,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26022,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26023,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26023,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26024,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26024,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26025,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26025,2,1,983,391,0,0,563,0,0,0,0,0,0,0,0,0,29,
26026,1,1,386,158,2,0,179,2,0,0,0,0,27,10,0,0,8,
26026,2,1,322,139,0,0,178,3,0,0,0,0,0,0,0,0,2,
26027,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,
26027,2,1,16,9,0,0,7,0,0,0,0,0,0,0,0,0,0,
26028,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26028,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26029,1,1,160,135,0,0,23,0,0,0,0,0,0,0,0,2,0,
26029,2,1,240,0,0,0,0,0,0,220,0,0,0,0,0,20,0,
26030,1,1,5372,0,0,0,0,0,0,0,0,0,91,0,0,0,5281,
26030,2,1,5831,0,0,0,0,0,0,0,0,0,100,0,0,0,5731,
26031,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26031,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26032,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26032,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26033,1,1,474,320,16,0,132,6,0,0,0,0,0,0,0,0,0,
26033,2,1,337,200,10,2,120,5,0,0,0,0,0,0,0,0,0,
26034,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26034,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26035,1,1,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
26035,2,1,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
26036,1,1,631,0,0,0,0,0,0,0,0,631,0,0,0,0,0,
26036,2,1,593,0,0,0,0,0,0,0,0,593,0,0,0,0,0,
26037,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26037,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26038,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26038,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26039,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26039,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26040,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26040,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26041,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26041,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26042,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26042,2,1,52,0,0,0,0,0,0,0,0,46,0,6,0,0,0,
26043,1,1,2045,52,18,2,170,49,37,0,0,1609,0,0,0,0,108,
26043,2,1,2378,311,92,135,404,183,108,0,0,431,0,0,0,0,714,
26044,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26044,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26045,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26045,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
26046,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26046,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26047,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26047,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
26048,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26048,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
26049,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26049,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26050,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26050,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
26051,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26051,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26052,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26052,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26053,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26053,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26054,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26054,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26055,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26055,2,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
26056,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26056,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26057,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26057,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
26058,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
26058,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
26059,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26059,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26060,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26060,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26061,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26061,2,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,
26062,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26062,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26063,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26063,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26064,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26064,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26065,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26065,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26066,1,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,
26066,2,1,14,12,0,0,2,0,0,0,0,0,0,0,0,0,0,
26067,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
26067,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26068,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
26068,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26069,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
26069,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26070,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26070,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26071,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26071,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26072,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26072,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
27001,1,1,12,7,0,0,4,0,0,0,0,0,0,0,0,1,0,
27001,2,1,19,10,0,0,4,0,0,0,0,0,2,3,0,0,0,
27002,1,1,434,274,0,0,74,5,0,0,0,0,2,66,0,6,7,
27002,2,1,396,272,1,0,54,7,0,0,0,0,2,40,0,6,14,
27003,1,1,27,24,0,0,3,0,0,0,0,0,0,0,0,0,0,
27003,2,1,26,23,0,0,2,0,0,0,0,0,0,0,0,0,1,
27004,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
27004,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
27005,1,1,689,620,7,0,52,3,0,0,0,0,2,0,0,5,0,
27005,2,1,513,389,0,0,84,11,0,0,0,0,2,0,0,9,18,
27006,1,1,41,27,0,0,10,0,0,0,0,0,0,0,0,4,0,
27006,2,1,74,14,0,0,47,0,0,0,0,0,5,0,0,8,0,
27007,1,1,17,10,0,0,5,2,0,0,0,0,0,0,0,0,0,
27007,2,1,16,15,0,0,1,0,0,0,0,0,0,0,0,0,0,
27008,1,1,66,48,0,0,15,0,0,0,0,0,3,0,0,0,0,
27008,2,1,98,70,0,0,25,0,0,0,0,0,3,0,0,0,0,
27009,1,1,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,
27009,2,1,134,133,0,0,1,0,0,0,0,0,0,0,0,0,0,
27010,1,1,45,37,0,0,6,1,0,0,0,0,0,0,0,1,0,
27010,2,1,35,20,0,0,11,4,0,0,0,0,0,0,0,0,0,
27011,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
27011,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
27012,1,1,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,
27012,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,
27013,1,1,22,10,0,0,12,0,0,0,0,0,0,0,0,0,0,
27013,2,1,48,20,0,0,28,0,0,0,0,0,0,0,0,0,0,
27014,1,1,27,22,0,0,5,0,0,0,0,0,0,0,0,0,0,
27014,2,1,52,43,3,0,6,0,0,0,0,0,0,0,0,0,0,
27015,1,1,84,66,0,0,16,0,0,0,0,0,0,0,0,2,0,
27015,2,1,50,34,0,0,14,0,0,0,0,0,0,0,0,2,0,
27016,1,1,122,70,0,0,41,0,0,0,0,0,3,8,0,0,0,
27016,2,1,88,41,0,0,33,0,0,0,0,0,2,10,0,1,1,
27017,1,1,74,31,0,0,17,1,0,0,0,0,0,0,0,0,25,
27017,2,1,56,29,0,0,21,5,0,0,0,0,0,0,0,1,0,
28001,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28001,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
