ubicageo_f,objetos_a,rnsnni1,unidmedi_h,totalca1,rnsnni2,unidmedi_m,totalca2
16014,12,0,0,NA,0,0,NA
16014,13,0,0,NA,0,0,NA
16014,14,0,0,NA,0,0,NA
16014,20,0,0,NA,0,0,NA
16014,30,0,0,NA,0,0,NA
16014,40,0,0,NA,0,0,NA
16014,50,0,0,NA,0,0,NA
16014,60,0,0,NA,0,0,NA
16014,70,0,0,NA,0,0,NA
16014,80,0,0,NA,0,0,NA
16015,11,2,0,NA,2,0,NA
16015,12,2,0,NA,2,0,NA
16015,13,2,0,NA,2,0,NA
16015,14,0,8,0,0,8,0
16015,20,2,0,NA,2,0,NA
16015,30,2,0,NA,2,0,NA
16015,40,2,0,NA,2,0,NA
16015,50,2,0,NA,2,0,NA
16015,60,2,0,NA,2,0,NA
16015,70,1,2,1,1,2,1
16015,80,2,0,NA,2,0,NA
16016,11,2,0,NA,2,0,NA
16016,12,2,0,NA,2,0,NA
16016,13,2,0,NA,2,0,NA
16016,14,0,0,NA,0,0,NA
16016,20,2,0,NA,2,0,NA
16016,30,1,1,1,1,1,4
16016,40,2,0,NA,2,0,NA
16016,50,2,0,NA,2,0,NA
16016,60,2,0,NA,2,0,NA
16016,70,2,0,NA,2,0,NA
16016,80,2,0,NA,2,0,NA
16017,11,2,0,NA,2,0,NA
16017,12,1,1,2,1,1,3
16017,13,2,0,NA,2,0,NA
16017,14,0,8,0,0,8,0
16017,20,2,0,NA,2,0,NA
16017,30,2,0,NA,2,0,NA
16017,40,2,0,NA,2,0,NA
16017,50,2,0,NA,2,0,NA
16017,60,2,0,NA,2,0,NA
16017,70,1,2,6,1,2,12
16017,80,2,0,NA,2,0,NA
16018,11,2,0,NA,2,0,NA
16018,12,2,0,NA,1,1,1
16018,13,2,0,NA,2,0,NA
16018,14,0,0,NA,0,0,NA
16018,20,2,0,NA,2,0,NA
16018,30,1,1,3,1,1,2
16018,40,2,0,NA,2,0,NA
16018,50,2,0,NA,2,0,NA
16018,60,2,0,NA,2,0,NA
16018,70,2,0,NA,1,1,1
16018,80,2,0,NA,2,0,NA
16019,11,0,0,NA,0,0,NA
16019,12,0,0,NA,0,0,NA
16019,13,0,0,NA,0,0,NA
16019,14,0,0,NA,0,0,NA
16019,20,0,0,NA,0,0,NA
16019,30,0,0,NA,0,0,NA
16019,40,0,0,NA,0,0,NA
16019,50,0,0,NA,0,0,NA
16019,60,0,0,NA,0,0,NA
16019,70,0,0,NA,0,0,NA
16019,80,0,0,NA,0,0,NA
16020,11,97,97,NSS,0,0,NA
16020,12,97,97,NSS,0,0,NA
16020,13,97,97,NSS,0,0,NA
16020,14,97,97,NSS,0,0,NA
16020,20,97,97,NSS,0,0,NA
16020,30,97,97,NSS,0,0,NA
16020,40,97,97,NSS,0,0,NA
16020,50,97,97,NSS,0,0,NA
16020,60,97,97,NSS,0,0,NA
16020,70,97,97,NSS,0,0,NA
16020,80,97,97,NSS,0,0,NA
16021,11,2,0,NA,2,0,NA
16021,12,2,0,NA,1,1,1
16021,13,2,0,NA,2,0,NA
16021,14,0,0,NA,0,0,NA
16021,20,2,0,NA,2,0,NA
16021,30,1,1,1,1,1,1
16021,40,2,0,NA,2,0,NA
16021,50,2,0,NA,2,0,NA
16021,60,2,0,NA,2,0,NA
16021,70,2,0,NA,2,0,NA
16021,80,2,0,NA,2,0,NA
16022,11,0,0,NA,0,0,NA
16022,12,0,0,NA,0,0,NA
16022,13,0,0,NA,0,0,NA
16022,14,0,0,NA,0,0,NA
16022,20,0,0,NA,0,0,NA
16022,30,0,0,NA,0,0,NA
16022,40,0,0,NA,0,0,NA
16022,50,0,0,NA,0,0,NA
16022,60,0,0,NA,0,0,NA
16022,70,0,0,NA,0,0,NA
16022,80,0,0,NA,0,0,NA
16023,11,2,0,NA,2,0,NA
16023,12,2,0,NA,2,0,NA
16023,13,2,0,NA,2,0,NA
16023,14,0,0,NA,0,0,NA
16023,20,2,0,NA,2,0,NA
16023,30,2,0,NA,2,0,NA
16023,40,2,0,NA,2,0,NA
16023,50,2,0,NA,2,0,NA
16023,60,2,0,NA,2,0,NA
16023,70,1,2,11,1,2,1
16023,80,2,0,NA,2,0,NA
16024,11,0,0,NA,0,0,NA
16024,12,0,0,NA,0,0,NA
16024,13,0,0,NA,0,0,NA
16024,14,0,0,NA,0,0,NA
16024,20,0,0,NA,0,0,NA
16024,30,0,0,NA,0,0,NA
16024,40,0,0,NA,0,0,NA
16024,50,0,0,NA,0,0,NA
16024,60,0,0,NA,0,0,NA
16024,70,0,0,NA,0,0,NA
16024,80,0,0,NA,0,0,NA
16025,11,2,0,NA,2,0,NA
16025,12,2,0,NA,1,1,3
16025,13,2,0,NA,2,0,NA
16025,14,0,0,NA,0,0,NA
16025,20,2,0,NA,2,0,NA
16025,30,1,1,8,1,1,8
16025,40,2,0,NA,2,0,NA
16025,50,2,0,NA,2,0,NA
16025,60,2,0,NA,2,0,NA
16025,70,1,1,6,1,1,3
16025,80,2,0,NA,2,0,NA
16026,11,0,0,NA,0,0,NA
16026,12,0,0,NA,0,0,NA
16026,13,0,0,NA,0,0,NA
16026,14,0,0,NA,0,0,NA
16026,20,0,0,NA,0,0,NA
16026,30,0,0,NA,0,0,NA
16026,40,0,0,NA,0,0,NA
16026,50,0,0,NA,0,0,NA
16026,60,0,0,NA,0,0,NA
16026,70,0,0,NA,0,0,NA
16026,80,0,0,NA,0,0,NA
16027,11,0,0,NA,2,0,NA
16027,12,0,0,NA,1,1,1
16027,13,0,0,NA,2,0,NA
16027,14,0,0,NA,0,0,NA
16027,20,0,0,NA,2,0,NA
16027,30,0,0,NA,2,0,NA
16027,40,0,0,NA,2,0,NA
16027,50,0,0,NA,2,0,NA
16027,60,0,0,NA,2,0,NA
16027,70,0,0,NA,2,0,NA
16027,80,0,0,NA,2,0,NA
16028,11,2,0,NA,2,0,NA
16028,12,2,0,NA,2,0,NA
16028,13,2,0,NA,2,0,NA
16028,14,0,0,NA,0,0,NA
16028,20,2,0,NA,2,0,NA
16028,30,2,0,NA,2,0,NA
16028,40,2,0,NA,2,0,NA
16028,50,2,0,NA,2,0,NA
16028,60,2,0,NA,2,0,NA
16028,70,2,0,NA,2,0,NA
16028,80,2,0,NA,2,0,NA
16029,11,0,0,NA,0,0,NA
16029,12,0,0,NA,0,0,NA
16029,13,0,0,NA,0,0,NA
16029,14,0,0,NA,0,0,NA
16029,20,0,0,NA,0,0,NA
16029,30,0,0,NA,0,0,NA
16029,40,0,0,NA,0,0,NA
16029,50,0,0,NA,0,0,NA
16029,60,0,0,NA,0,0,NA
16029,70,0,0,NA,0,0,NA
16029,80,0,0,NA,0,0,NA
16030,11,2,0,NA,2,0,NA
16030,12,2,0,NA,2,0,NA
16030,13,2,0,NA,2,0,NA
16030,14,0,0,NA,0,0,NA
16030,20,2,0,NA,2,0,NA
16030,30,1,1,4,2,0,NA
16030,40,2,0,NA,2,0,NA
16030,50,2,0,NA,2,0,NA
16030,60,2,0,NA,2,0,NA
16030,70,2,0,NA,2,0,NA
16030,80,2,0,NA,2,0,NA
16031,11,97,97,NSS,1,1,1
16031,12,97,97,NSS,1,1,1
16031,13,97,97,NSS,2,0,NA
16031,14,97,97,NSS,0,8,0
16031,20,97,97,NSS,2,0,NA
16031,30,97,97,NSS,1,1,1
16031,40,97,97,NSS,2,0,NA
16031,50,97,97,NSS,1,5,45000
16031,60,97,97,NSS,2,0,NA
16031,70,97,97,NSS,2,0,NA
16031,80,97,97,NSS,2,0,NA
16032,11,0,0,NA,0,0,NA
16032,12,0,0,NA,0,0,NA
16032,13,0,0,NA,0,0,NA
16032,14,0,0,NA,0,0,NA
16032,20,0,0,NA,0,0,NA
16032,30,0,0,NA,0,0,NA
16032,40,0,0,NA,0,0,NA
16032,50,0,0,NA,0,0,NA
16032,60,0,0,NA,0,0,NA
16032,70,0,0,NA,0,0,NA
16032,80,0,0,NA,0,0,NA
16033,11,0,0,NA,0,0,NA
16033,12,0,0,NA,0,0,NA
16033,13,0,0,NA,0,0,NA
16033,14,0,0,NA,0,0,NA
16033,20,0,0,NA,0,0,NA
16033,30,0,0,NA,0,0,NA
16033,40,0,0,NA,0,0,NA
16033,50,0,0,NA,0,0,NA
16033,60,0,0,NA,0,0,NA
16033,70,0,0,NA,0,0,NA
16033,80,0,0,NA,0,0,NA
16034,11,2,0,NA,1,1,4
16034,12,1,1,3,1,1,4
16034,13,2,0,NA,1,1,1
16034,14,0,8,0,0,8,0
16034,20,2,0,NA,2,0,NA
16034,30,1,1,90,1,1,74
16034,40,2,0,NA,2,0,NA
16034,50,2,0,NA,2,0,NA
16034,60,2,0,NA,2,0,NA
16034,70,1,2,11,1,2,59
16034,80,1,1,1,1,1,1
16035,11,0,0,NA,0,0,NA
16035,12,0,0,NA,0,0,NA
16035,13,0,0,NA,0,0,NA
16035,14,0,0,NA,0,0,NA
16035,20,0,0,NA,0,0,NA
16035,30,0,0,NA,0,0,NA
16035,40,0,0,NA,0,0,NA
16035,50,0,0,NA,0,0,NA
16035,60,0,0,NA,0,0,NA
16035,70,0,0,NA,0,0,NA
16035,80,0,0,NA,0,0,NA
16036,11,0,0,NA,0,0,NA
16036,12,0,0,NA,0,0,NA
16036,13,0,0,NA,0,0,NA
16036,14,0,0,NA,0,0,NA
16036,20,0,0,NA,0,0,NA
16036,30,0,0,NA,0,0,NA
16036,40,0,0,NA,0,0,NA
16036,50,0,0,NA,0,0,NA
16036,60,0,0,NA,0,0,NA
16036,70,0,0,NA,0,0,NA
16036,80,0,0,NA,0,0,NA
16037,11,2,0,NA,2,0,NA
16037,12,2,0,NA,2,0,NA
16037,13,2,0,NA,2,0,NA
16037,14,0,0,NA,0,0,NA
16037,20,2,0,NA,2,0,NA
16037,30,2,0,NA,2,0,NA
16037,40,2,0,NA,2,0,NA
16037,50,2,0,NA,2,0,NA
16037,60,2,0,NA,2,0,NA
16037,70,1,2,6,1,2,8
16037,80,2,0,NA,2,0,NA
16038,11,2,0,NA,2,0,NA
16038,12,2,0,NA,2,0,NA
16038,13,2,0,NA,2,0,NA
16038,14,0,0,NA,0,0,NA
16038,20,2,0,NA,2,0,NA
16038,30,2,0,NA,2,0,NA
16038,40,2,0,NA,2,0,NA
16038,50,2,0,NA,2,0,NA
16038,60,2,0,NA,2,0,NA
16038,70,2,0,NA,2,0,NA
16038,80,2,0,NA,2,0,NA
16039,11,2,0,NA,2,0,NA
16039,12,2,0,NA,2,0,NA
16039,13,2,0,NA,2,0,NA
16039,14,0,0,NA,0,0,NA
16039,20,2,0,NA,2,0,NA
16039,30,2,0,NA,1,1,1
16039,40,2,0,NA,2,0,NA
16039,50,2,0,NA,2,0,NA
16039,60,2,0,NA,2,0,NA
16039,70,2,0,NA,2,0,NA
16039,80,2,0,NA,2,0,NA
16040,11,2,0,NA,2,0,NA
16040,12,2,0,NA,2,0,NA
16040,13,2,0,NA,2,0,NA
16040,14,0,1,1,0,1,1
16040,20,2,0,NA,2,0,NA
16040,30,1,1,2,1,1,3
16040,40,2,0,NA,2,0,NA
16040,50,2,0,NA,2,0,NA
16040,60,2,0,NA,2,0,NA
16040,70,2,0,NA,2,0,NA
16040,80,2,0,NA,2,0,NA
16041,11,0,0,NA,0,0,NA
16041,12,0,0,NA,0,0,NA
16041,13,0,0,NA,0,0,NA
16041,14,0,0,NA,0,0,NA
16041,20,0,0,NA,0,0,NA
16041,30,0,0,NA,0,0,NA
16041,40,0,0,NA,0,0,NA
16041,50,0,0,NA,0,0,NA
16041,60,0,0,NA,0,0,NA
16041,70,0,0,NA,0,0,NA
16041,80,0,0,NA,0,0,NA
16042,11,2,0,NA,2,0,NA
16042,12,2,0,NA,2,0,NA
16042,13,2,0,NA,2,0,NA
16042,14,0,0,NA,0,0,NA
16042,20,2,0,NA,2,0,NA
16042,30,1,1,5,1,1,5
16042,40,2,0,NA,2,0,NA
16042,50,2,0,NA,2,0,NA
16042,60,2,0,NA,2,0,NA
16042,70,2,0,NA,1,1,1
16042,80,2,0,NA,2,0,NA
16043,11,1,1,2,1,1,3
16043,12,1,1,15,1,1,12
16043,13,1,1,2,1,1,2
16043,14,0,8,0,0,8,0
16043,20,1,1,4,2,0,NA
16043,30,1,1,121,1,1,166
16043,40,1,1,9,2,0,NA
16043,50,1,5,2900000,2,0,NA
16043,60,1,1,3,2,0,NA
16043,70,1,2,31,1,2,30
16043,80,1,1,9,2,0,NA
16044,11,0,0,NA,2,0,NA
16044,12,0,0,NA,1,1,1
16044,13,0,0,NA,2,0,NA
16044,14,0,0,NA,0,0,NA
16044,20,0,0,NA,2,0,NA
16044,30,0,0,NA,2,0,NA
16044,40,0,0,NA,2,0,NA
16044,50,0,0,NA,2,0,NA
16044,60,0,0,NA,2,0,NA
16044,70,0,0,NA,2,0,NA
16044,80,0,0,NA,2,0,NA
16045,11,2,0,NA,2,0,NA
16045,12,2,0,NA,2,0,NA
16045,13,2,0,NA,2,0,NA
16045,14,0,0,NA,0,0,NA
16045,20,2,0,NA,2,0,NA
16045,30,1,1,146,1,1,64
16045,40,2,0,NA,2,0,NA
16045,50,2,0,NA,2,0,NA
16045,60,2,0,NA,2,0,NA
16045,70,2,0,NA,2,0,NA
16045,80,2,0,NA,2,0,NA
16046,11,0,0,NA,0,0,NA
16046,12,0,0,NA,0,0,NA
16046,13,0,0,NA,0,0,NA
16046,14,0,0,NA,0,0,NA
16046,20,0,0,NA,0,0,NA
16046,30,0,0,NA,0,0,NA
16046,40,0,0,NA,0,0,NA
16046,50,0,0,NA,0,0,NA
16046,60,0,0,NA,0,0,NA
16046,70,0,0,NA,0,0,NA
16046,80,0,0,NA,0,0,NA
16047,11,0,0,NA,0,0,NA
16047,12,0,0,NA,0,0,NA
16047,13,0,0,NA,0,0,NA
16047,14,0,0,NA,0,0,NA
16047,20,0,0,NA,0,0,NA
16047,30,0,0,NA,0,0,NA
16047,40,0,0,NA,0,0,NA
16047,50,0,0,NA,0,0,NA
16047,60,0,0,NA,0,0,NA
16047,70,0,0,NA,0,0,NA
16047,80,0,0,NA,0,0,NA
16048,11,2,0,NA,1,1,1
16048,12,2,0,NA,1,1,2
16048,13,2,0,NA,2,0,NA
16048,14,0,0,NA,0,0,NA
16048,20,1,1,1,2,0,NA
16048,30,1,1,16,1,1,14
16048,40,2,0,NA,2,0,NA
16048,50,2,0,NA,2,0,NA
16048,60,2,0,NA,2,0,NA
16048,70,1,1,2,1,1,19
16048,80,2,0,NA,1,1,2
16049,11,2,0,NA,2,0,NA
16049,12,1,2,2,1,1,1
16049,13,2,0,NA,2,0,NA
16049,14,0,0,NA,0,0,NA
16049,20,2,0,NA,2,0,NA
16049,30,1,1,9,1,1,7
16049,40,2,0,NA,2,0,NA
16049,50,2,0,NA,2,0,NA
16049,60,2,0,NA,2,0,NA
16049,70,1,2,2,1,1,1
16049,80,2,0,NA,1,1,4
16050,11,1,1,3,2,0,NA
16050,12,1,1,3,1,1,1
16050,13,2,0,NA,2,0,NA
16050,14,0,8,0,0,8,0
16050,20,2,0,NA,2,0,NA
16050,30,1,1,30,1,1,30
16050,40,2,0,NA,2,0,NA
16050,50,2,0,NA,2,0,NA
16050,60,2,0,NA,2,0,NA
16050,70,1,2,16,1,2,30
16050,80,1,1,11,1,1,1
16051,11,98,98,ND,98,98,ND
16051,12,98,98,ND,98,98,ND
16051,13,98,98,ND,98,98,ND
16051,14,98,98,ND,98,98,ND
16051,20,98,98,ND,98,98,ND
16051,30,98,98,ND,98,98,ND
16051,40,98,98,ND,98,98,ND
16051,50,98,98,ND,98,98,ND
16051,60,98,98,ND,98,98,ND
16051,70,98,98,ND,98,98,ND
16051,80,98,98,ND,98,98,ND
16052,11,2,0,NA,1,1,1
16052,12,1,1,5,1,1,8
16052,13,1,1,1,2,0,NA
16052,14,0,8,0,0,8,0
16052,20,1,1,3,1,1,6
16052,30,1,1,41,1,1,65
16052,40,1,1,3,1,1,2
16052,50,2,0,NA,1,5,400
16052,60,2,0,NA,2,0,NA
16052,70,1,2,8,1,2,6
16052,80,1,1,1,1,1,7
16053,11,1,1,5,1,1,10
16053,12,1,1,11,1,1,50
16053,13,1,1,3,1,1,14
16053,14,0,0,NA,0,0,NA
16053,20,2,0,NA,2,0,NA
16053,30,1,1,219,1,1,498
16053,40,2,0,NA,2,0,NA
16053,50,2,0,NA,2,0,NA
16053,60,2,0,NA,2,0,NA
16053,70,2,0,NA,2,0,NA
16053,80,2,0,NA,2,0,NA
16054,11,9,97,NSS,2,0,NA
16054,12,9,97,NSS,2,0,NA
16054,13,9,97,NSS,2,0,NA
16054,14,0,0,NA,0,8,0
16054,20,9,97,NSS,2,0,NA
16054,30,1,1,1,1,1,3
16054,40,9,97,NSS,2,0,NA
16054,50,9,97,NSS,2,0,NA
16054,60,9,97,NSS,2,0,NA
16054,70,9,97,NSS,1,2,1
16054,80,9,97,NSS,2,0,NA
16055,11,2,0,NA,2,0,NA
16055,12,2,0,NA,2,0,NA
16055,13,2,0,NA,2,0,NA
16055,14,0,8,0,0,8,0
16055,20,2,0,NA,2,0,NA
16055,30,1,1,8,1,1,2
16055,40,2,0,NA,2,0,NA
16055,50,2,0,NA,2,0,NA
16055,60,2,0,NA,2,0,NA
16055,70,2,0,NA,2,0,NA
16055,80,2,0,NA,2,0,NA
16056,11,2,0,NA,2,0,NA
16056,12,2,0,NA,2,0,NA
16056,13,2,0,NA,2,0,NA
16056,14,0,0,NA,0,0,NA
16056,20,2,0,NA,2,0,NA
16056,30,1,1,5,1,1,5
16056,40,2,0,NA,2,0,NA
16056,50,2,0,NA,2,0,NA
16056,60,2,0,NA,2,0,NA
16056,70,2,0,NA,2,0,NA
16056,80,2,0,NA,2,0,NA
16057,11,0,0,NA,0,0,NA
16057,12,0,0,NA,0,0,NA
16057,13,0,0,NA,0,0,NA
16057,14,0,0,NA,0,0,NA
16057,20,0,0,NA,0,0,NA
16057,30,0,0,NA,0,0,NA
16057,40,0,0,NA,0,0,NA
16057,50,0,0,NA,0,0,NA
16057,60,0,0,NA,0,0,NA
16057,70,0,0,NA,0,0,NA
16057,80,0,0,NA,0,0,NA
16058,11,0,0,NA,2,0,NA
16058,12,0,0,NA,2,0,NA
16058,13,0,0,NA,2,0,NA
16058,14,0,0,NA,0,1,32
16058,20,0,0,NA,2,0,NA
16058,30,0,0,NA,2,0,NA
16058,40,0,0,NA,2,0,NA
16058,50,0,0,NA,2,0,NA
16058,60,0,0,NA,2,0,NA
16058,70,0,0,NA,2,0,NA
16058,80,0,0,NA,1,1,32
16059,11,0,0,NA,0,0,NA
16059,12,0,0,NA,0,0,NA
16059,13,0,0,NA,0,0,NA
16059,14,0,0,NA,0,0,NA
16059,20,0,0,NA,0,0,NA
16059,30,0,0,NA,0,0,NA
16059,40,0,0,NA,0,0,NA
16059,50,0,0,NA,0,0,NA
16059,60,0,0,NA,0,0,NA
16059,70,0,0,NA,0,0,NA
16059,80,0,0,NA,0,0,NA
16060,11,0,0,NA,2,0,NA
16060,12,0,0,NA,1,1,1
16060,13,0,0,NA,2,0,NA
16060,14,0,0,NA,0,0,NA
16060,20,0,0,NA,2,0,NA
16060,30,0,0,NA,2,0,NA
16060,40,0,0,NA,2,0,NA
16060,50,0,0,NA,2,0,NA
16060,60,0,0,NA,2,0,NA
16060,70,0,0,NA,2,0,NA
16060,80,0,0,NA,2,0,NA
16061,11,0,0,NA,0,0,NA
16061,12,0,0,NA,0,0,NA
16061,13,0,0,NA,0,0,NA
16061,14,0,0,NA,0,0,NA
16061,20,0,0,NA,0,0,NA
16061,30,0,0,NA,0,0,NA
16061,40,0,0,NA,0,0,NA
16061,50,0,0,NA,0,0,NA
16061,60,0,0,NA,0,0,NA
16061,70,0,0,NA,0,0,NA
16061,80,0,0,NA,0,0,NA
16062,11,0,0,NA,0,0,NA
16062,12,0,0,NA,0,0,NA
16062,13,0,0,NA,0,0,NA
16062,14,0,0,NA,0,0,NA
16062,20,0,0,NA,0,0,NA
16062,30,0,0,NA,0,0,NA
16062,40,0,0,NA,0,0,NA
16062,50,0,0,NA,0,0,NA
16062,60,0,0,NA,0,0,NA
16062,70,0,0,NA,0,0,NA
16062,80,0,0,NA,0,0,NA
16063,11,97,97,NSS,2,0,NA
16063,12,97,97,NSS,2,0,NA
16063,13,97,97,NSS,2,0,NA
16063,14,97,97,NSS,0,8,0
16063,20,97,97,NSS,2,0,NA
16063,30,97,97,NSS,1,1,10
16063,40,97,97,NSS,2,0,NA
16063,50,97,97,NSS,2,0,NA
16063,60,97,97,NSS,2,0,NA
16063,70,97,97,NSS,1,1,36
16063,80,97,97,NSS,1,1,2
16064,11,0,0,NA,0,0,NA
16064,12,0,0,NA,0,0,NA
16064,13,0,0,NA,0,0,NA
16064,14,0,0,NA,0,0,NA
16064,20,0,0,NA,0,0,NA
16064,30,0,0,NA,0,0,NA
16064,40,0,0,NA,0,0,NA
16064,50,0,0,NA,0,0,NA
16064,60,0,0,NA,0,0,NA
16064,70,0,0,NA,0,0,NA
16064,80,0,0,NA,0,0,NA
16065,11,2,0,NA,1,1,2
16065,12,1,1,1,1,1,1
16065,13,2,0,NA,2,0,NA
16065,14,0,0,NA,0,0,NA
16065,20,2,0,NA,2,0,NA
16065,30,2,0,NA,1,1,4
16065,40,2,0,NA,2,0,NA
16065,50,2,0,NA,2,0,NA
16065,60,2,0,NA,2,0,NA
16065,70,2,0,NA,1,8,5
16065,80,2,0,NA,2,0,NA
16066,11,2,0,NA,1,1,1
16066,12,1,1,2,1,1,8
16066,13,2,0,NA,2,0,NA
16066,14,0,0,NA,0,0,NA
16066,20,2,0,NA,2,0,NA
16066,30,1,1,18,1,1,24
16066,40,2,0,NA,2,0,NA
16066,50,2,0,NA,2,0,NA
16066,60,2,0,NA,2,0,NA
16066,70,1,1,16,1,1,16
16066,80,2,0,NA,2,0,NA
16067,11,97,97,NSS,2,0,NA
16067,12,97,97,NSS,2,0,NA
16067,13,97,97,NSS,2,0,NA
16067,14,97,97,NSS,0,0,NA
16067,20,97,97,NSS,2,0,NA
16067,30,97,97,NSS,1,1,1
16067,40,97,97,NSS,2,0,NA
16067,50,97,97,NSS,2,0,NA
16067,60,97,97,NSS,2,0,NA
16067,70,97,97,NSS,2,0,NA
16067,80,97,97,NSS,2,0,NA
16068,11,9,97,NSS,9,97,NSS
16068,12,9,97,NSS,1,1,2
16068,13,9,97,NSS,9,97,NSS
16068,14,0,0,NA,0,0,NA
16068,20,9,97,NSS,9,97,NSS
16068,30,1,1,4,1,1,2
16068,40,9,97,NSS,9,97,NSS
16068,50,9,97,NSS,9,97,NSS
16068,60,9,97,NSS,9,97,NSS
16068,70,9,97,NSS,9,97,NSS
16068,80,9,97,NSS,9,97,NSS
16069,11,2,0,NA,2,0,NA
16069,12,2,0,NA,2,0,NA
16069,13,2,0,NA,2,0,NA
16069,14,0,8,NSS,0,8,NSS
16069,20,2,0,NA,2,0,NA
16069,30,1,1,13,1,1,20
16069,40,2,0,NA,2,0,NA
16069,50,2,0,NA,2,0,NA
16069,60,2,0,NA,2,0,NA
16069,70,2,0,NA,2,0,NA
16069,80,2,0,NA,2,0,NA
16070,11,0,0,NA,2,0,NA
16070,12,0,0,NA,2,0,NA
16070,13,0,0,NA,2,0,NA
16070,14,0,0,NA,0,0,NA
16070,20,0,0,NA,2,0,NA
16070,30,0,0,NA,2,0,NA
16070,40,0,0,NA,2,0,NA
16070,50,0,0,NA,2,0,NA
16070,60,0,0,NA,2,0,NA
16070,70,0,0,NA,2,0,NA
16070,80,0,0,NA,2,0,NA
16071,11,2,0,NA,2,0,NA
16071,12,2,0,NA,2,0,NA
16071,13,2,0,NA,2,0,NA
16071,14,0,8,0,0,8,0
16071,20,2,0,NA,2,0,NA
16071,30,1,1,36,1,1,21
16071,40,2,0,NA,2,0,NA
16071,50,2,0,NA,2,0,NA
16071,60,2,0,NA,2,0,NA
16071,70,2,0,NA,2,0,NA
16071,80,2,0,NA,2,0,NA
16072,11,97,97,NSS,2,0,NA
16072,12,97,97,NSS,1,1,1
16072,13,97,97,NSS,9,97,NSS
16072,14,97,97,NSS,0,8,0
16072,20,97,97,NSS,9,97,NSS
16072,30,97,97,NSS,1,1,1
16072,40,97,97,NSS,9,97,NSS
16072,50,97,97,NSS,9,97,NSS
16072,60,97,97,NSS,9,97,NSS
16072,70,97,97,NSS,1,2,9
16072,80,97,97,NSS,9,97,NSS
16073,11,2,0,NA,2,0,NA
16073,12,1,1,2,2,0,NA
16073,13,1,1,1,2,0,NA
16073,14,0,1,0,0,1,3
16073,20,2,0,NA,2,0,NA
16073,30,1,1,7,1,1,11
16073,40,2,0,NA,2,0,NA
16073,50,2,0,NA,2,0,NA
16073,60,2,0,NA,2,0,NA
16073,70,1,1,1,1,1,7
16073,80,1,1,170,2,0,NA
16074,11,0,0,NA,0,0,NA
16074,12,0,0,NA,0,0,NA
16074,13,0,0,NA,0,0,NA
16074,14,0,0,NA,0,0,NA
16074,20,0,0,NA,0,0,NA
16074,30,0,0,NA,0,0,NA
16074,40,0,0,NA,0,0,NA
16074,50,0,0,NA,0,0,NA
16074,60,0,0,NA,0,0,NA
16074,70,0,0,NA,0,0,NA
16074,80,0,0,NA,0,0,NA
16075,11,2,0,NA,2,0,NA
16075,12,2,0,NA,2,0,NA
16075,13,2,0,NA,2,0,NA
16075,14,0,0,NA,0,0,NA
16075,20,2,0,NA,2,0,NA
16075,30,2,0,NA,2,0,NA
16075,40,2,0,NA,2,0,NA
16075,50,2,0,NA,2,0,NA
16075,60,2,0,NA,2,0,NA
16075,70,2,0,NA,2,0,NA
16075,80,2,0,NA,2,0,NA
16076,11,2,0,NA,2,0,NA
16076,12,1,1,1,1,1,2
16076,13,1,1,2,1,1,6
16076,14,0,1,0,0,1,0
16076,20,1,1,4,1,1,2
16076,30,1,1,10,1,1,35
16076,40,2,0,NA,1,1,3
16076,50,2,0,NA,2,0,NA
16076,60,2,0,NA,2,0,NA
16076,70,1,2,9,1,2,28
16076,80,2,0,NA,2,0,NA
16077,11,0,0,NA,0,0,NA
16077,12,0,0,NA,0,0,NA
16077,13,0,0,NA,0,0,NA
16077,14,0,0,NA,0,0,NA
16077,20,0,0,NA,0,0,NA
16077,30,0,0,NA,0,0,NA
16077,40,0,0,NA,0,0,NA
16077,50,0,0,NA,0,0,NA
16077,60,0,0,NA,0,0,NA
16077,70,0,0,NA,0,0,NA
16077,80,0,0,NA,0,0,NA
16078,11,2,0,NA,2,0,NA
16078,12,2,0,NA,1,1,1
16078,13,2,0,NA,2,0,NA
16078,14,0,8,0,0,8,0
16078,20,2,0,NA,2,0,NA
16078,30,1,1,1,1,1,1
16078,40,2,0,NA,2,0,NA
16078,50,2,0,NA,2,0,NA
16078,60,2,0,NA,2,0,NA
16078,70,2,0,NA,2,0,NA
16078,80,2,0,NA,2,0,NA
16079,11,0,0,NA,2,0,NA
16079,12,0,0,NA,1,1,1
16079,13,0,0,NA,2,0,NA
16079,14,0,0,NA,0,0,NA
16079,20,0,0,NA,2,0,NA
16079,30,0,0,NA,1,1,44
16079,40,0,0,NA,2,0,NA
16079,50,0,0,NA,1,1,1566
16079,60,0,0,NA,9,97,NSS
16079,70,0,0,NA,1,8,97
16079,80,0,0,NA,1,1,210
16080,11,0,0,NA,0,0,NA
16080,12,0,0,NA,0,0,NA
16080,13,0,0,NA,0,0,NA
16080,14,0,0,NA,0,0,NA
16080,20,0,0,NA,0,0,NA
16080,30,0,0,NA,0,0,NA
16080,40,0,0,NA,0,0,NA
16080,50,0,0,NA,0,0,NA
16080,60,0,0,NA,0,0,NA
16080,70,0,0,NA,0,0,NA
16080,80,0,0,NA,0,0,NA
16081,11,0,0,NA,0,0,NA
16081,12,0,0,NA,0,0,NA
16081,13,0,0,NA,0,0,NA
