ubicageo_f,objetos_a,rnsnni1,unidmedi_h,totalca1,rnsnni2,unidmedi_m,totalca2
20264,50,97,97,NSS,97,97,NSS
20264,60,97,97,NSS,97,97,NSS
20264,70,97,97,NSS,97,97,NSS
20264,80,97,97,NSS,97,97,NSS
20265,11,97,97,NSS,0,0,NA
20265,12,97,97,NSS,0,0,NA
20265,13,97,97,NSS,0,0,NA
20265,14,97,97,NSS,0,0,NA
20265,20,97,97,NSS,0,0,NA
20265,30,97,97,NSS,0,0,NA
20265,40,97,97,NSS,0,0,NA
20265,50,97,97,NSS,0,0,NA
20265,60,97,97,NSS,0,0,NA
20265,70,97,97,NSS,0,0,NA
20265,80,97,97,NSS,0,0,NA
20266,11,2,0,NA,2,0,NA
20266,12,2,0,NA,2,0,NA
20266,13,2,0,NA,2,0,NA
20266,14,0,0,NA,0,0,NA
20266,20,1,1,1,1,1,1
20266,30,2,0,NA,2,0,NA
20266,40,2,0,NA,2,0,NA
20266,50,2,0,NA,2,0,NA
20266,60,2,0,NA,2,0,NA
20266,70,2,0,NA,2,0,NA
20266,80,2,0,NA,2,0,NA
20267,11,0,0,NA,0,0,NA
20267,12,0,0,NA,0,0,NA
20267,13,0,0,NA,0,0,NA
20267,14,0,0,NA,0,0,NA
20267,20,0,0,NA,0,0,NA
20267,30,0,0,NA,0,0,NA
20267,40,0,0,NA,0,0,NA
20267,50,0,0,NA,0,0,NA
20267,60,0,0,NA,0,0,NA
20267,70,0,0,NA,0,0,NA
20267,80,0,0,NA,0,0,NA
20268,11,0,0,NA,0,0,NA
20268,12,0,0,NA,0,0,NA
20268,13,0,0,NA,0,0,NA
20268,14,0,0,NA,0,0,NA
20268,20,0,0,NA,0,0,NA
20268,30,0,0,NA,0,0,NA
20268,40,0,0,NA,0,0,NA
20268,50,0,0,NA,0,0,NA
20268,60,0,0,NA,0,0,NA
20268,70,0,0,NA,0,0,NA
20268,80,0,0,NA,0,0,NA
20269,11,0,0,NA,0,0,NA
20269,12,0,0,NA,0,0,NA
20269,13,0,0,NA,0,0,NA
20269,14,0,0,NA,0,0,NA
20269,20,0,0,NA,0,0,NA
20269,30,0,0,NA,0,0,NA
20269,40,0,0,NA,0,0,NA
20269,50,0,0,NA,0,0,NA
20269,60,0,0,NA,0,0,NA
20269,70,0,0,NA,0,0,NA
20269,80,0,0,NA,0,0,NA
20270,11,97,97,NSS,97,97,NSS
20270,12,97,97,NSS,97,97,NSS
20270,13,97,97,NSS,97,97,NSS
20270,14,97,97,NSS,97,97,NSS
20270,20,97,97,NSS,97,97,NSS
20270,30,97,97,NSS,97,97,NSS
20270,40,97,97,NSS,97,97,NSS
20270,50,97,97,NSS,97,97,NSS
20270,60,97,97,NSS,97,97,NSS
20270,70,97,97,NSS,97,97,NSS
20270,80,97,97,NSS,97,97,NSS
20271,11,97,97,NSS,97,97,NSS
20271,12,97,97,NSS,97,97,NSS
20271,13,97,97,NSS,97,97,NSS
20271,14,97,97,NSS,97,97,NSS
20271,20,97,97,NSS,97,97,NSS
20271,30,97,97,NSS,97,97,NSS
20271,40,97,97,NSS,97,97,NSS
20271,50,97,97,NSS,97,97,NSS
20271,60,97,97,NSS,97,97,NSS
20271,70,97,97,NSS,97,97,NSS
20271,80,97,97,NSS,97,97,NSS
20272,11,0,0,NA,2,0,NA
20272,12,0,0,NA,1,1,1
20272,13,0,0,NA,2,0,NA
20272,14,0,0,NA,0,0,NA
20272,20,0,0,NA,2,0,NA
20272,30,0,0,NA,2,0,NA
20272,40,0,0,NA,2,0,NA
20272,50,0,0,NA,2,0,NA
20272,60,0,0,NA,2,0,NA
20272,70,0,0,NA,2,0,NA
20272,80,0,0,NA,2,0,NA
20273,11,97,97,NSS,0,0,NA
20273,12,97,97,NSS,0,0,NA
20273,13,97,97,NSS,0,0,NA
20273,14,97,97,NSS,0,0,NA
20273,20,97,97,NSS,0,0,NA
20273,30,97,97,NSS,0,0,NA
20273,40,97,97,NSS,0,0,NA
20273,50,97,97,NSS,0,0,NA
20273,60,97,97,NSS,0,0,NA
20273,70,97,97,NSS,0,0,NA
20273,80,97,97,NSS,0,0,NA
20274,11,0,0,NA,0,0,NA
20274,12,0,0,NA,0,0,NA
20274,13,0,0,NA,0,0,NA
20274,14,0,0,NA,0,0,NA
20274,20,0,0,NA,0,0,NA
20274,30,0,0,NA,0,0,NA
20274,40,0,0,NA,0,0,NA
20274,50,0,0,NA,0,0,NA
20274,60,0,0,NA,0,0,NA
20274,70,0,0,NA,0,0,NA
20274,80,0,0,NA,0,0,NA
20275,11,0,0,NA,0,0,NA
20275,12,0,0,NA,0,0,NA
20275,13,0,0,NA,0,0,NA
20275,14,0,0,NA,0,0,NA
20275,20,0,0,NA,0,0,NA
20275,30,0,0,NA,0,0,NA
20275,40,0,0,NA,0,0,NA
20275,50,0,0,NA,0,0,NA
20275,60,0,0,NA,0,0,NA
20275,70,0,0,NA,0,0,NA
20275,80,0,0,NA,0,0,NA
20276,11,97,97,NSS,0,0,NA
20276,12,97,97,NSS,0,0,NA
20276,13,97,97,NSS,0,0,NA
20276,14,97,97,NSS,0,0,NA
20276,20,97,97,NSS,0,0,NA
20276,30,97,97,NSS,0,0,NA
20276,40,97,97,NSS,0,0,NA
20276,50,97,97,NSS,0,0,NA
20276,60,97,97,NSS,0,0,NA
20276,70,97,97,NSS,0,0,NA
20276,80,97,97,NSS,0,0,NA
20277,11,0,0,NA,0,0,NA
20277,12,0,0,NA,0,0,NA
20277,13,0,0,NA,0,0,NA
20277,14,0,0,NA,0,0,NA
20277,20,0,0,NA,0,0,NA
20277,30,0,0,NA,0,0,NA
20277,40,0,0,NA,0,0,NA
20277,50,0,0,NA,0,0,NA
20277,60,0,0,NA,0,0,NA
20277,70,0,0,NA,0,0,NA
20277,80,0,0,NA,0,0,NA
20278,11,97,97,NSS,2,0,NA
20278,12,97,97,NSS,2,0,NA
20278,13,97,97,NSS,2,0,NA
20278,14,97,97,NSS,0,8,0
20278,20,97,97,NSS,1,1,2
20278,30,97,97,NSS,1,1,6
20278,40,97,97,NSS,2,0,NA
20278,50,97,97,NSS,2,0,NA
20278,60,97,97,NSS,2,0,NA
20278,70,97,97,NSS,2,0,NA
20278,80,97,97,NSS,2,0,NA
20279,11,2,0,NA,2,0,NA
20279,12,2,0,NA,2,0,NA
20279,13,2,0,NA,2,0,NA
20279,14,0,0,NA,0,0,NA
20279,20,1,1,0,2,0,NA
20279,30,2,0,NA,2,0,NA
20279,40,2,0,NA,2,0,NA
20279,50,2,0,NA,2,0,NA
20279,60,2,0,NA,2,0,NA
20279,70,2,0,NA,2,0,NA
20279,80,2,0,NA,2,0,NA
20280,11,0,0,NA,0,0,NA
20280,12,0,0,NA,0,0,NA
20280,13,0,0,NA,0,0,NA
20280,14,0,0,NA,0,0,NA
20280,20,0,0,NA,0,0,NA
20280,30,0,0,NA,0,0,NA
20280,40,0,0,NA,0,0,NA
20280,50,0,0,NA,0,0,NA
20280,60,0,0,NA,0,0,NA
20280,70,0,0,NA,0,0,NA
20280,80,0,0,NA,0,0,NA
20281,11,0,0,NA,0,0,NA
20281,12,0,0,NA,0,0,NA
20281,13,0,0,NA,0,0,NA
20281,14,0,0,NA,0,0,NA
20281,20,0,0,NA,0,0,NA
20281,30,0,0,NA,0,0,NA
20281,40,0,0,NA,0,0,NA
20281,50,0,0,NA,0,0,NA
20281,60,0,0,NA,0,0,NA
20281,70,0,0,NA,0,0,NA
20281,80,0,0,NA,0,0,NA
20282,11,0,0,NA,0,0,NA
20282,12,0,0,NA,0,0,NA
20282,13,0,0,NA,0,0,NA
20282,14,0,0,NA,0,0,NA
20282,20,0,0,NA,0,0,NA
20282,30,0,0,NA,0,0,NA
20282,40,0,0,NA,0,0,NA
20282,50,0,0,NA,0,0,NA
20282,60,0,0,NA,0,0,NA
20282,70,0,0,NA,0,0,NA
20282,80,0,0,NA,0,0,NA
20283,11,0,0,NA,0,0,NA
20283,12,0,0,NA,0,0,NA
20283,13,0,0,NA,0,0,NA
20283,14,0,0,NA,0,0,NA
20283,20,0,0,NA,0,0,NA
20283,30,0,0,NA,0,0,NA
20283,40,0,0,NA,0,0,NA
20283,50,0,0,NA,0,0,NA
20283,60,0,0,NA,0,0,NA
20283,70,0,0,NA,0,0,NA
20283,80,0,0,NA,0,0,NA
20284,11,0,0,NA,0,0,NA
20284,12,0,0,NA,0,0,NA
20284,13,0,0,NA,0,0,NA
20284,14,0,0,NA,0,0,NA
20284,20,0,0,NA,0,0,NA
20284,30,0,0,NA,0,0,NA
20284,40,0,0,NA,0,0,NA
20284,50,0,0,NA,0,0,NA
20284,60,0,0,NA,0,0,NA
20284,70,0,0,NA,0,0,NA
20284,80,0,0,NA,0,0,NA
20285,11,0,0,NA,0,0,NA
20285,12,0,0,NA,0,0,NA
20285,13,0,0,NA,0,0,NA
20285,14,0,0,NA,0,0,NA
20285,20,0,0,NA,0,0,NA
20285,30,0,0,NA,0,0,NA
20285,40,0,0,NA,0,0,NA
20285,50,0,0,NA,0,0,NA
20285,60,0,0,NA,0,0,NA
20285,70,0,0,NA,0,0,NA
20285,80,0,0,NA,0,0,NA
20286,11,0,0,NA,0,0,NA
20286,12,0,0,NA,0,0,NA
20286,13,0,0,NA,0,0,NA
20286,14,0,0,NA,0,0,NA
20286,20,0,0,NA,0,0,NA
20286,30,0,0,NA,0,0,NA
20286,40,0,0,NA,0,0,NA
20286,50,0,0,NA,0,0,NA
20286,60,0,0,NA,0,0,NA
20286,70,0,0,NA,0,0,NA
20286,80,0,0,NA,0,0,NA
20287,11,0,0,NA,0,0,NA
20287,12,0,0,NA,0,0,NA
20287,13,0,0,NA,0,0,NA
20287,14,0,0,NA,0,0,NA
20287,20,0,0,NA,0,0,NA
20287,30,0,0,NA,0,0,NA
20287,40,0,0,NA,0,0,NA
20287,50,0,0,NA,0,0,NA
20287,60,0,0,NA,0,0,NA
20287,70,0,0,NA,0,0,NA
20287,80,0,0,NA,0,0,NA
20288,11,0,0,NA,0,0,NA
20288,12,0,0,NA,0,0,NA
20288,13,0,0,NA,0,0,NA
20288,14,0,0,NA,0,0,NA
20288,20,0,0,NA,0,0,NA
20288,30,0,0,NA,0,0,NA
20288,40,0,0,NA,0,0,NA
20288,50,0,0,NA,0,0,NA
20288,60,0,0,NA,0,0,NA
20288,70,0,0,NA,0,0,NA
20288,80,0,0,NA,0,0,NA
20289,11,97,97,NSS,0,0,NA
20289,12,97,97,NSS,0,0,NA
20289,13,97,97,NSS,0,0,NA
20289,14,97,97,NSS,0,0,NA
20289,20,97,97,NSS,0,0,NA
20289,30,97,97,NSS,0,0,NA
20289,40,97,97,NSS,0,0,NA
20289,50,97,97,NSS,0,0,NA
20289,60,97,97,NSS,0,0,NA
20289,70,97,97,NSS,0,0,NA
20289,80,97,97,NSS,0,0,NA
20290,11,0,0,NA,0,0,NA
20290,12,0,0,NA,0,0,NA
20290,13,0,0,NA,0,0,NA
20290,14,0,0,NA,0,0,NA
20290,20,0,0,NA,0,0,NA
20290,30,0,0,NA,0,0,NA
20290,40,0,0,NA,0,0,NA
20290,50,0,0,NA,0,0,NA
20290,60,0,0,NA,0,0,NA
20290,70,0,0,NA,0,0,NA
20290,80,0,0,NA,0,0,NA
20291,11,0,0,NA,0,0,NA
20291,12,0,0,NA,0,0,NA
20291,13,0,0,NA,0,0,NA
20291,14,0,0,NA,0,0,NA
20291,20,0,0,NA,0,0,NA
20291,30,0,0,NA,0,0,NA
20291,40,0,0,NA,0,0,NA
20291,50,0,0,NA,0,0,NA
20291,60,0,0,NA,0,0,NA
20291,70,0,0,NA,0,0,NA
20291,80,0,0,NA,0,0,NA
20292,11,0,0,NA,0,0,NA
20292,12,0,0,NA,0,0,NA
20292,13,0,0,NA,0,0,NA
20292,14,0,0,NA,0,0,NA
20292,20,0,0,NA,0,0,NA
20292,30,0,0,NA,0,0,NA
20292,40,0,0,NA,0,0,NA
20292,50,0,0,NA,0,0,NA
20292,60,0,0,NA,0,0,NA
20292,70,0,0,NA,0,0,NA
20292,80,0,0,NA,0,0,NA
20293,11,97,97,NSS,97,97,NSS
20293,12,97,97,NSS,97,97,NSS
20293,13,97,97,NSS,97,97,NSS
20293,14,97,97,NSS,97,97,NSS
20293,20,97,97,NSS,97,97,NSS
20293,30,97,97,NSS,97,97,NSS
20293,40,97,97,NSS,97,97,NSS
20293,50,97,97,NSS,97,97,NSS
20293,60,97,97,NSS,97,97,NSS
20293,70,97,97,NSS,97,97,NSS
20293,80,97,97,NSS,97,97,NSS
20294,11,97,97,NSS,2,0,NA
20294,12,97,97,NSS,2,0,NA
20294,13,97,97,NSS,2,0,NA
20294,14,97,97,NSS,0,0,NA
20294,20,97,97,NSS,1,1,2
20294,30,97,97,NSS,1,1,5
20294,40,97,97,NSS,2,0,NA
20294,50,97,97,NSS,2,0,NA
20294,60,97,97,NSS,2,0,NA
20294,70,97,97,NSS,2,0,NA
20294,80,97,97,NSS,2,0,NA
20295,11,0,0,NA,2,0,NA
20295,12,0,0,NA,2,0,NA
20295,13,0,0,NA,2,0,NA
20295,14,0,0,NA,0,0,NA
20295,20,0,0,NA,2,0,NA
20295,30,0,0,NA,1,1,3
20295,40,0,0,NA,2,0,NA
20295,50,0,0,NA,2,0,NA
20295,60,0,0,NA,2,0,NA
20295,70,0,0,NA,2,0,NA
20295,80,0,0,NA,2,0,NA
20296,11,0,0,NA,0,0,NA
20296,12,0,0,NA,0,0,NA
20296,13,0,0,NA,0,0,NA
20296,14,0,0,NA,0,0,NA
20296,20,0,0,NA,0,0,NA
20296,30,0,0,NA,0,0,NA
20296,40,0,0,NA,0,0,NA
20296,50,0,0,NA,0,0,NA
20296,60,0,0,NA,0,0,NA
20296,70,0,0,NA,0,0,NA
20296,80,0,0,NA,0,0,NA
20297,11,0,0,NA,0,0,NA
20297,12,0,0,NA,0,0,NA
20297,13,0,0,NA,0,0,NA
20297,14,0,0,NA,0,0,NA
20297,20,0,0,NA,0,0,NA
20297,30,0,0,NA,0,0,NA
20297,40,0,0,NA,0,0,NA
20297,50,0,0,NA,0,0,NA
20297,60,0,0,NA,0,0,NA
20297,70,0,0,NA,0,0,NA
20297,80,0,0,NA,0,0,NA
20298,11,2,0,NA,2,0,NA
20298,12,1,1,7,2,0,NA
20298,13,2,0,NA,2,0,NA
20298,14,0,0,NA,0,0,NA
20298,20,1,1,4,1,1,8
20298,30,2,0,NA,2,0,NA
20298,40,2,0,NA,2,0,NA
20298,50,2,0,NA,2,0,NA
20298,60,2,0,NA,2,0,NA
20298,70,2,0,NA,2,0,NA
20298,80,2,0,NA,2,0,NA
20299,11,0,0,NA,0,0,NA
20299,12,0,0,NA,0,0,NA
20299,13,0,0,NA,0,0,NA
20299,14,0,0,NA,0,0,NA
20299,20,0,0,NA,0,0,NA
20299,30,0,0,NA,0,0,NA
20299,40,0,0,NA,0,0,NA
20299,50,0,0,NA,0,0,NA
20299,60,0,0,NA,0,0,NA
20299,70,0,0,NA,0,0,NA
20299,80,0,0,NA,0,0,NA
20300,11,0,0,NA,2,0,NA
20300,12,0,0,NA,2,0,NA
20300,13,0,0,NA,2,0,NA
20300,14,0,0,NA,0,0,NA
20300,20,0,0,NA,1,1,1
20300,30,0,0,NA,2,0,NA
20300,40,0,0,NA,2,0,NA
20300,50,0,0,NA,2,0,NA
20300,60,0,0,NA,2,0,NA
20300,70,0,0,NA,2,0,NA
20300,80,0,0,NA,2,0,NA
20301,11,0,0,NA,0,0,NA
20301,12,0,0,NA,0,0,NA
20301,13,0,0,NA,0,0,NA
20301,14,0,0,NA,0,0,NA
20301,20,0,0,NA,0,0,NA
20301,30,0,0,NA,0,0,NA
20301,40,0,0,NA,0,0,NA
20301,50,0,0,NA,0,0,NA
20301,60,0,0,NA,0,0,NA
20301,70,0,0,NA,0,0,NA
20301,80,0,0,NA,0,0,NA
20302,11,0,0,NA,0,0,NA
20302,12,0,0,NA,0,0,NA
20302,13,0,0,NA,0,0,NA
20302,14,0,0,NA,0,0,NA
20302,20,0,0,NA,0,0,NA
20302,30,0,0,NA,0,0,NA
20302,40,0,0,NA,0,0,NA
20302,50,0,0,NA,0,0,NA
20302,60,0,0,NA,0,0,NA
20302,70,0,0,NA,0,0,NA
20302,80,0,0,NA,0,0,NA
20303,11,0,0,NA,0,0,NA
20303,12,0,0,NA,0,0,NA
20303,13,0,0,NA,0,0,NA
20303,14,0,0,NA,0,0,NA
20303,20,0,0,NA,0,0,NA
20303,30,0,0,NA,0,0,NA
20303,40,0,0,NA,0,0,NA
20303,50,0,0,NA,0,0,NA
20303,60,0,0,NA,0,0,NA
20303,70,0,0,NA,0,0,NA
20303,80,0,0,NA,0,0,NA
20304,11,0,0,NA,0,0,NA
20304,12,0,0,NA,0,0,NA
20304,13,0,0,NA,0,0,NA
20304,14,0,0,NA,0,0,NA
20304,20,0,0,NA,0,0,NA
20304,30,0,0,NA,0,0,NA
20304,40,0,0,NA,0,0,NA
20304,50,0,0,NA,0,0,NA
20304,60,0,0,NA,0,0,NA
20304,70,0,0,NA,0,0,NA
20304,80,0,0,NA,0,0,NA
20305,11,0,0,NA,2,0,NA
20305,12,0,0,NA,1,1,1
20305,13,0,0,NA,2,0,NA
20305,14,0,0,NA,0,0,NA
20305,20,0,0,NA,2,0,NA
20305,30,0,0,NA,2,0,NA
20305,40,0,0,NA,2,0,NA
20305,50,0,0,NA,2,0,NA
20305,60,0,0,NA,2,0,NA
20305,70,0,0,NA,2,0,NA
20305,80,0,0,NA,2,0,NA
20306,11,2,0,NA,2,0,NA
20306,12,2,0,NA,2,0,NA
20306,13,2,0,NA,2,0,NA
20306,14,0,0,NA,0,0,NA
20306,20,1,1,1,1,1,2
20306,30,2,0,NA,2,0,NA
20306,40,2,0,NA,2,0,NA
20306,50,2,0,NA,2,0,NA
20306,60,2,0,NA,2,0,NA
20306,70,2,0,NA,2,0,NA
20306,80,2,0,NA,2,0,NA
20307,11,0,0,NA,0,0,NA
20307,12,0,0,NA,0,0,NA
20307,13,0,0,NA,0,0,NA
20307,14,0,0,NA,0,0,NA
20307,20,0,0,NA,0,0,NA
20307,30,0,0,NA,0,0,NA
20307,40,0,0,NA,0,0,NA
20307,50,0,0,NA,0,0,NA
20307,60,0,0,NA,0,0,NA
20307,70,0,0,NA,0,0,NA
20307,80,0,0,NA,0,0,NA
20308,11,0,0,NA,0,0,NA
20308,12,0,0,NA,0,0,NA
20308,13,0,0,NA,0,0,NA
20308,14,0,0,NA,0,0,NA
20308,20,0,0,NA,0,0,NA
20308,30,0,0,NA,0,0,NA
20308,40,0,0,NA,0,0,NA
20308,50,0,0,NA,0,0,NA
20308,60,0,0,NA,0,0,NA
20308,70,0,0,NA,0,0,NA
20308,80,0,0,NA,0,0,NA
20309,11,97,97,NSS,0,0,NA
20309,12,97,97,NSS,0,0,NA
20309,13,97,97,NSS,0,0,NA
20309,14,97,97,NSS,0,0,NA
20309,20,97,97,NSS,0,0,NA
20309,30,97,97,NSS,0,0,NA
20309,40,97,97,NSS,0,0,NA
20309,50,97,97,NSS,0,0,NA
20309,60,97,97,NSS,0,0,NA
20309,70,97,97,NSS,0,0,NA
20309,80,97,97,NSS,0,0,NA
20310,11,97,97,NSS,97,97,NSS
20310,12,97,97,NSS,97,97,NSS
20310,13,97,97,NSS,97,97,NSS
20310,14,97,97,NSS,97,97,NSS
20310,20,97,97,NSS,97,97,NSS
20310,30,97,97,NSS,97,97,NSS
20310,40,97,97,NSS,97,97,NSS
20310,50,97,97,NSS,97,97,NSS
20310,60,97,97,NSS,97,97,NSS
20310,70,97,97,NSS,97,97,NSS
20310,80,97,97,NSS,97,97,NSS
20311,11,0,0,NA,0,0,NA
20311,12,0,0,NA,0,0,NA
20311,13,0,0,NA,0,0,NA
20311,14,0,0,NA,0,0,NA
20311,20,0,0,NA,0,0,NA
20311,30,0,0,NA,0,0,NA
20311,40,0,0,NA,0,0,NA
20311,50,0,0,NA,0,0,NA
20311,60,0,0,NA,0,0,NA
20311,70,0,0,NA,0,0,NA
20311,80,0,0,NA,0,0,NA
20312,11,0,0,NA,0,0,NA
20312,12,0,0,NA,0,0,NA
20312,13,0,0,NA,0,0,NA
20312,14,0,0,NA,0,0,NA
20312,20,0,0,NA,0,0,NA
20312,30,0,0,NA,0,0,NA
20312,40,0,0,NA,0,0,NA
20312,50,0,0,NA,0,0,NA
20312,60,0,0,NA,0,0,NA
20312,70,0,0,NA,0,0,NA
20312,80,0,0,NA,0,0,NA
20313,11,2,0,NA,0,0,NA
20313,12,2,0,NA,0,0,NA
20313,13,2,0,NA,0,0,NA
20313,14,0,8,0,0,0,NA
20313,20,2,0,NA,0,0,NA
20313,30,2,0,NA,0,0,NA
20313,40,2,0,NA,0,0,NA
20313,50,2,0,NA,0,0,NA
20313,60,2,0,NA,0,0,NA
20313,70,2,0,NA,0,0,NA
20313,80,2,0,NA,0,0,NA
20314,11,97,97,NSS,2,0,NA
20314,12,97,97,NSS,2,0,NA
20314,13,97,97,NSS,2,0,NA
20314,14,97,97,NSS,0,0,NA
20314,20,97,97,NSS,2,0,NA
20314,30,97,97,NSS,2,0,NA
20314,40,97,97,NSS,2,0,NA
20314,50,97,97,NSS,2,0,NA
20314,60,97,97,NSS,2,0,NA
20314,70,97,97,NSS,2,0,NA
20314,80,97,97,NSS,2,0,NA
20315,11,2,0,NA,2,0,NA
20315,12,2,0,NA,2,0,NA
20315,13,2,0,NA,2,0,NA
20315,14,0,0,NA,0,0,NA
20315,20,2,0,NA,2,0,NA
20315,30,2,0,NA,1,4,2
20315,40,1,2,2,2,0,NA
20315,50,2,0,NA,2,0,NA
20315,60,2,0,NA,2,0,NA
20315,70,2,0,NA,2,0,NA
20315,80,1,2,2,2,0,NA
20316,11,0,0,NA,0,0,NA
20316,12,0,0,NA,0,0,NA
20316,13,0,0,NA,0,0,NA
20316,14,0,0,NA,0,0,NA
20316,20,0,0,NA,0,0,NA
20316,30,0,0,NA,0,0,NA
20316,40,0,0,NA,0,0,NA
20316,50,0,0,NA,0,0,NA
20316,60,0,0,NA,0,0,NA
20316,70,0,0,NA,0,0,NA
20316,80,0,0,NA,0,0,NA
20317,11,0,0,NA,0,0,NA
20317,12,0,0,NA,0,0,NA
20317,13,0,0,NA,0,0,NA
20317,14,0,0,NA,0,0,NA
20317,20,0,0,NA,0,0,NA
20317,30,0,0,NA,0,0,NA
20317,40,0,0,NA,0,0,NA
20317,50,0,0,NA,0,0,NA
20317,60,0,0,NA,0,0,NA
20317,70,0,0,NA,0,0,NA
20317,80,0,0,NA,0,0,NA
20318,11,0,0,NA,0,0,NA
20318,12,0,0,NA,0,0,NA
20318,13,0,0,NA,0,0,NA
20318,14,0,0,NA,0,0,NA
20318,20,0,0,NA,0,0,NA
20318,30,0,0,NA,0,0,NA
20318,40,0,0,NA,0,0,NA
20318,50,0,0,NA,0,0,NA
20318,60,0,0,NA,0,0,NA
20318,70,0,0,NA,0,0,NA
20318,80,0,0,NA,0,0,NA
20319,11,0,0,NA,0,0,NA
20319,12,0,0,NA,0,0,NA
20319,13,0,0,NA,0,0,NA
20319,14,0,0,NA,0,0,NA
20319,20,0,0,NA,0,0,NA
20319,30,0,0,NA,0,0,NA
20319,40,0,0,NA,0,0,NA
20319,50,0,0,NA,0,0,NA
20319,60,0,0,NA,0,0,NA
20319,70,0,0,NA,0,0,NA
20319,80,0,0,NA,0,0,NA
20320,11,0,0,NA,0,0,NA
20320,12,0,0,NA,0,0,NA
20320,13,0,0,NA,0,0,NA
20320,14,0,0,NA,0,0,NA
20320,20,0,0,NA,0,0,NA
20320,30,0,0,NA,0,0,NA
20320,40,0,0,NA,0,0,NA
20320,50,0,0,NA,0,0,NA
20320,60,0,0,NA,0,0,NA
20320,70,0,0,NA,0,0,NA
20320,80,0,0,NA,0,0,NA
20321,11,0,0,NA,0,0,NA
20321,12,0,0,NA,0,0,NA
20321,13,0,0,NA,0,0,NA
20321,14,0,0,NA,0,0,NA
20321,20,0,0,NA,0,0,NA
20321,30,0,0,NA,0,0,NA
20321,40,0,0,NA,0,0,NA
20321,50,0,0,NA,0,0,NA
20321,60,0,0,NA,0,0,NA
20321,70,0,0,NA,0,0,NA
20321,80,0,0,NA,0,0,NA
20322,11,0,0,NA,0,0,NA
20322,12,0,0,NA,0,0,NA
20322,13,0,0,NA,0,0,NA
20322,14,0,0,NA,0,0,NA
20322,20,0,0,NA,0,0,NA
20322,30,0,0,NA,0,0,NA
20322,40,0,0,NA,0,0,NA
20322,50,0,0,NA,0,0,NA
20322,60,0,0,NA,0,0,NA
20322,70,0,0,NA,0,0,NA
20322,80,0,0,NA,0,0,NA
20323,11,97,97,NSS,0,0,NA
20323,12,97,97,NSS,0,0,NA
20323,13,97,97,NSS,0,0,NA
20323,14,97,97,NSS,0,0,NA
20323,20,97,97,NSS,0,0,NA
20323,30,97,97,NSS,0,0,NA
20323,40,97,97,NSS,0,0,NA
20323,50,97,97,NSS,0,0,NA
20323,60,97,97,NSS,0,0,NA
20323,70,97,97,NSS,0,0,NA
20323,80,97,97,NSS,0,0,NA
20324,11,0,0,NA,0,0,NA
20324,12,0,0,NA,0,0,NA
20324,13,0,0,NA,0,0,NA
20324,14,0,0,NA,0,0,NA
20324,20,0,0,NA,0,0,NA
20324,30,0,0,NA,0,0,NA
20324,40,0,0,NA,0,0,NA
20324,50,0,0,NA,0,0,NA
20324,60,0,0,NA,0,0,NA
20324,70,0,0,NA,0,0,NA
20324,80,0,0,NA,0,0,NA
20325,11,0,0,NA,1,1,1
20325,12,0,0,NA,2,0,NA
20325,13,0,0,NA,2,0,NA
20325,14,0,0,NA,0,0,NA
20325,20,0,0,NA,2,0,NA
20325,30,0,0,NA,2,0,NA
20325,40,0,0,NA,2,0,NA
20325,50,0,0,NA,2,0,NA
20325,60,0,0,NA,2,0,NA
20325,70,0,0,NA,2,0,NA
20325,80,0,0,NA,2,0,NA
20326,11,0,0,NA,0,0,NA
20326,12,0,0,NA,0,0,NA
20326,13,0,0,NA,0,0,NA
20326,14,0,0,NA,0,0,NA
20326,20,0,0,NA,0,0,NA
20326,30,0,0,NA,0,0,NA
20326,40,0,0,NA,0,0,NA
20326,50,0,0,NA,0,0,NA
20326,60,0,0,NA,0,0,NA
20326,70,0,0,NA,0,0,NA
20326,80,0,0,NA,0,0,NA
20327,11,97,97,NSS,0,0,NA
20327,12,97,97,NSS,0,0,NA
20327,13,97,97,NSS,0,0,NA
20327,14,97,97,NSS,0,0,NA
20327,20,97,97,NSS,0,0,NA
20327,30,97,97,NSS,0,0,NA
20327,40,97,97,NSS,0,0,NA
20327,50,97,97,NSS,0,0,NA
20327,60,97,97,NSS,0,0,NA
20327,70,97,97,NSS,0,0,NA
20327,80,97,97,NSS,0,0,NA
20328,11,0,0,NA,0,0,NA
20328,12,0,0,NA,0,0,NA
20328,13,0,0,NA,0,0,NA
20328,14,0,0,NA,0,0,NA
20328,20,0,0,NA,0,0,NA
20328,30,0,0,NA,0,0,NA
20328,40,0,0,NA,0,0,NA
20328,50,0,0,NA,0,0,NA
20328,60,0,0,NA,0,0,NA
20328,70,0,0,NA,0,0,NA
20328,80,0,0,NA,0,0,NA
20329,11,0,0,NA,0,0,NA
20329,12,0,0,NA,0,0,NA
20329,13,0,0,NA,0,0,NA
20329,14,0,0,NA,0,0,NA
20329,20,0,0,NA,0,0,NA
20329,30,0,0,NA,0,0,NA
20329,40,0,0,NA,0,0,NA
20329,50,0,0,NA,0,0,NA
20329,60,0,0,NA,0,0,NA
20329,70,0,0,NA,0,0,NA
20329,80,0,0,NA,0,0,NA
20330,11,97,97,NSS,0,0,NA
20330,12,97,97,NSS,0,0,NA
20330,13,97,97,NSS,0,0,NA
20330,14,97,97,NSS,0,0,NA
20330,20,97,97,NSS,0,0,NA
