ubicageo_f,tipoequi_f,rnsnni1,rnsnni2,totalca1,sexostt,sexos1,sexos2,sexosne
30093,25,9,97,NSS,NSS,NSS,NSS,
30093,31,9,97,NSS,NSS,NSS,NSS,
30093,32,9,97,NSS,NSS,NSS,NSS,
30093,40,9,97,NSS,NSS,NSS,NSS,
30094,11,1,1,25,25,23,2,
30094,12,2,0,NA,NA,NA,NA,
30094,13,1,1,25,25,23,2,
30094,14,2,0,NA,NA,NA,NA,
30094,15,2,0,NA,NA,NA,NA,
30094,16,2,0,NA,NA,NA,NA,
30094,17,2,0,NA,NA,NA,NA,
30094,18,2,0,NA,NA,NA,NA,
30094,19,2,0,NA,NA,NA,NA,
30094,21,2,0,NA,NA,NA,NA,
30094,22,2,0,NA,NA,NA,NA,
30094,23,1,1,25,25,23,2,
30094,24,2,0,NA,NA,NA,NA,
30094,25,2,0,NA,NA,NA,NA,
30094,31,2,0,NA,NA,NA,NA,
30094,32,2,0,NA,NA,NA,NA,
30094,40,2,0,NA,NA,NA,NA,
30095,11,2,0,NA,NA,NA,NA,
30095,12,2,0,NA,NA,NA,NA,
30095,13,2,0,NA,NA,NA,NA,
30095,14,2,0,NA,NA,NA,NA,
30095,15,2,0,NA,NA,NA,NA,
30095,16,2,0,NA,NA,NA,NA,
30095,17,2,0,NA,NA,NA,NA,
30095,18,2,0,NA,NA,NA,NA,
30095,19,2,0,NA,NA,NA,NA,
30095,21,2,0,NA,NA,NA,NA,
30095,22,2,0,NA,NA,NA,NA,
30095,23,2,0,NA,NA,NA,NA,
30095,24,2,0,NA,NA,NA,NA,
30095,25,2,0,NA,NA,NA,NA,
30095,31,1,1,13,13,11,2,
30095,32,2,0,NA,NA,NA,NA,
30095,40,2,0,NA,NA,NA,NA,
30096,11,1,2,NA,NA,NA,NA,
30096,12,2,0,NA,NA,NA,NA,
30096,13,2,0,NA,NA,NA,NA,
30096,14,2,0,NA,NA,NA,NA,
30096,15,2,0,NA,NA,NA,NA,
30096,16,2,0,NA,NA,NA,NA,
30096,17,2,0,NA,NA,NA,NA,
30096,18,2,0,NA,NA,NA,NA,
30096,19,2,0,NA,NA,NA,NA,
30096,21,2,0,NA,NA,NA,NA,
30096,22,2,0,NA,NA,NA,NA,
30096,23,1,1,4,4,4,0,
30096,24,2,0,NA,NA,NA,NA,
30096,25,1,1,8,7,7,0,
30096,31,1,1,4,4,4,0,
30096,32,2,0,NA,NA,NA,NA,
30096,40,2,0,NA,NA,NA,NA,
30097,11,2,0,NA,NA,NA,NA,
30097,12,2,0,NA,NA,NA,NA,
30097,13,2,0,NA,NA,NA,NA,
30097,14,2,0,NA,NA,NA,NA,
30097,15,2,0,NA,NA,NA,NA,
30097,16,2,0,NA,NA,NA,NA,
30097,17,1,1,10,10,8,2,
30097,18,2,0,NA,NA,NA,NA,
30097,19,2,0,NA,NA,NA,NA,
30097,21,1,1,22,22,19,3,
30097,22,2,0,NA,NA,NA,NA,
30097,23,2,0,NA,NA,NA,NA,
30097,24,2,0,NA,NA,NA,NA,
30097,25,2,0,NA,NA,NA,NA,
30097,31,1,1,12,12,10,2,
30097,32,2,0,NA,NA,NA,NA,
30097,40,2,0,NA,NA,NA,NA,
30098,11,2,0,NA,NA,NA,NA,
30098,12,2,0,NA,NA,NA,NA,
30098,13,2,0,NA,NA,NA,NA,
30098,14,2,0,NA,NA,NA,NA,
30098,15,2,0,NA,NA,NA,NA,
30098,16,2,0,NA,NA,NA,NA,
30098,17,1,1,5,5,5,0,
30098,18,2,0,NA,NA,NA,NA,
30098,19,2,0,NA,NA,NA,NA,
30098,21,2,0,NA,NA,NA,NA,
30098,22,2,0,NA,NA,NA,NA,
30098,23,2,0,NA,NA,NA,NA,
30098,24,2,0,NA,NA,NA,NA,
30098,25,2,0,NA,NA,NA,NA,
30098,31,1,1,8,8,8,0,
30098,32,2,0,NA,NA,NA,NA,
30098,40,2,0,NA,NA,NA,NA,
30099,11,9,97,NSS,NSS,NSS,NSS,
30099,12,9,97,NSS,NSS,NSS,NSS,
30099,13,9,97,NSS,NSS,NSS,NSS,
30099,14,9,97,NSS,NSS,NSS,NSS,
30099,15,9,97,NSS,NSS,NSS,NSS,
30099,16,9,97,NSS,NSS,NSS,NSS,
30099,17,9,97,NSS,NSS,NSS,NSS,
30099,18,9,97,NSS,NSS,NSS,NSS,
30099,19,9,97,NSS,NSS,NSS,NSS,
30099,21,9,97,NSS,NSS,NSS,NSS,
30099,22,9,97,NSS,NSS,NSS,NSS,
30099,23,9,97,NSS,NSS,NSS,NSS,
30099,24,9,97,NSS,NSS,NSS,NSS,
30099,25,9,97,NSS,NSS,NSS,NSS,
30099,31,9,97,NSS,NSS,NSS,NSS,
30099,32,9,97,NSS,NSS,NSS,NSS,
30099,40,9,97,NSS,NSS,NSS,NSS,
30100,11,2,0,NA,NA,NA,NA,
30100,12,2,0,NA,NA,NA,NA,
30100,13,2,0,NA,NA,NA,NA,
30100,14,2,0,NA,NA,NA,NA,
30100,15,2,0,NA,NA,NA,NA,
30100,16,2,0,NA,NA,NA,NA,
30100,17,2,0,NA,NA,NA,NA,
30100,18,2,0,NA,NA,NA,NA,
30100,19,2,0,NA,NA,NA,NA,
30100,21,2,0,NA,NA,NA,NA,
30100,22,2,0,NA,NA,NA,NA,
30100,23,2,0,NA,NA,NA,NA,
30100,24,2,0,NA,NA,NA,NA,
30100,25,2,0,NA,NA,NA,NA,
30100,31,1,1,8,8,8,0,
30100,32,2,0,NA,NA,NA,NA,
30100,40,2,0,NA,NA,NA,NA,
30101,11,2,0,NA,NA,NA,NA,
30101,12,2,0,NA,NA,NA,NA,
30101,13,2,0,NA,NA,NA,NA,
30101,14,2,0,NA,NA,NA,NA,
30101,15,2,0,NA,NA,NA,NA,
30101,16,2,0,NA,NA,NA,NA,
30101,17,2,0,NA,NA,NA,NA,
30101,18,2,0,NA,NA,NA,NA,
30101,19,2,0,NA,NA,NA,NA,
30101,21,2,0,NA,NA,NA,NA,
30101,22,2,0,NA,NA,NA,NA,
30101,23,2,0,NA,NA,NA,NA,
30101,24,2,0,NA,NA,NA,NA,
30101,25,2,0,NA,NA,NA,NA,
30101,31,2,0,NA,NA,NA,NA,
30101,32,2,0,NA,NA,NA,NA,
30101,40,2,0,NA,NA,NA,NA,
30102,11,2,0,NA,NA,NA,NA,
30102,12,2,0,NA,NA,NA,NA,
30102,13,2,0,NA,NA,NA,NA,
30102,14,2,0,NA,NA,NA,NA,
30102,15,2,0,NA,NA,NA,NA,
30102,16,2,0,NA,NA,NA,NA,
30102,17,2,0,NA,NA,NA,NA,
30102,18,2,0,NA,NA,NA,NA,
30102,19,2,0,NA,NA,NA,NA,
30102,21,2,0,NA,NA,NA,NA,
30102,22,2,0,NA,NA,NA,NA,
30102,23,2,0,NA,NA,NA,NA,
30102,24,2,0,NA,NA,NA,NA,
30102,25,2,0,NA,NA,NA,NA,
30102,31,2,0,NA,NA,NA,NA,
30102,32,2,0,NA,NA,NA,NA,
30102,40,2,0,NA,NA,NA,NA,
30103,11,2,0,NA,NA,NA,NA,
30103,12,2,0,NA,NA,NA,NA,
30103,13,2,0,NA,NA,NA,NA,
30103,14,2,0,NA,NA,NA,NA,
30103,15,2,0,NA,NA,NA,NA,
30103,16,2,0,NA,NA,NA,NA,
30103,17,2,0,NA,NA,NA,NA,
30103,18,2,0,NA,NA,NA,NA,
30103,19,2,0,NA,NA,NA,NA,
30103,21,2,0,NA,NA,NA,NA,
30103,22,2,0,NA,NA,NA,NA,
30103,23,1,1,21,21,19,2,
30103,24,2,0,NA,NA,NA,NA,
30103,25,2,0,NA,NA,NA,NA,
30103,31,1,1,21,21,19,2,
30103,32,2,0,NA,NA,NA,NA,
30103,40,2,0,NA,NA,NA,NA,
30104,11,1,2,NA,NA,NA,NA,
30104,12,2,0,NA,NA,NA,NA,
30104,13,2,0,NA,NA,NA,NA,
30104,14,2,0,NA,NA,NA,NA,
30104,15,1,1,19,19,16,3,
30104,16,2,0,NA,NA,NA,NA,
30104,17,2,0,NA,NA,NA,NA,
30104,18,2,0,NA,NA,NA,NA,
30104,19,2,0,NA,NA,NA,NA,
30104,21,2,0,NA,NA,NA,NA,
30104,22,2,0,NA,NA,NA,NA,
30104,23,1,1,19,19,16,3,
30104,24,2,0,NA,NA,NA,NA,
30104,25,2,0,NA,NA,NA,NA,
30104,31,1,2,NA,NA,NA,NA,
30104,32,2,0,NA,NA,NA,NA,
30104,40,2,0,NA,NA,NA,NA,
30105,11,9,97,NSS,NSS,NSS,NSS,
30105,12,9,97,NSS,NSS,NSS,NSS,
30105,13,9,97,NSS,NSS,NSS,NSS,
30105,14,9,97,NSS,NSS,NSS,NSS,
30105,15,9,97,NSS,NSS,NSS,NSS,
30105,16,9,97,NSS,NSS,NSS,NSS,
30105,17,9,97,NSS,NSS,NSS,NSS,
30105,18,9,97,NSS,NSS,NSS,NSS,
30105,19,9,97,NSS,NSS,NSS,NSS,
30105,21,9,97,NSS,NSS,NSS,NSS,
30105,22,9,97,NSS,NSS,NSS,NSS,
30105,23,9,97,NSS,NSS,NSS,NSS,
30105,24,9,97,NSS,NSS,NSS,NSS,
30105,25,9,97,NSS,NSS,NSS,NSS,
30105,31,9,97,NSS,NSS,NSS,NSS,
30105,32,9,97,NSS,NSS,NSS,NSS,
30105,40,9,97,NSS,NSS,NSS,NSS,
30106,11,1,1,11,11,7,4,
30106,12,2,0,NA,NA,NA,NA,
30106,13,2,0,NA,NA,NA,NA,
30106,14,2,0,NA,NA,NA,NA,
30106,15,2,0,NA,NA,NA,NA,
30106,16,2,0,NA,NA,NA,NA,
30106,17,2,0,NA,NA,NA,NA,
30106,18,2,0,NA,NA,NA,NA,
30106,19,2,0,NA,NA,NA,NA,
30106,21,1,1,1,1,1,0,
30106,22,2,0,NA,NA,NA,NA,
30106,23,1,1,1,1,1,0,
30106,24,2,0,NA,NA,NA,NA,
30106,25,1,1,1,1,1,0,
30106,31,1,1,1,1,1,0,
30106,32,2,0,NA,NA,NA,NA,
30106,40,2,0,NA,NA,NA,NA,
30107,11,2,0,NA,NA,NA,NA,
30107,12,2,0,NA,NA,NA,NA,
30107,13,2,0,NA,NA,NA,NA,
30107,14,2,0,NA,NA,NA,NA,
30107,15,2,0,NA,NA,NA,NA,
30107,16,2,0,NA,NA,NA,NA,
30107,17,2,0,NA,NA,NA,NA,
30107,18,2,0,NA,NA,NA,NA,
30107,19,2,0,NA,NA,NA,NA,
30107,21,2,0,NA,NA,NA,NA,
30107,22,2,0,NA,NA,NA,NA,
30107,23,2,0,NA,NA,NA,NA,
30107,24,2,0,NA,NA,NA,NA,
30107,25,2,0,NA,NA,NA,NA,
30107,31,2,0,NA,NA,NA,NA,
30107,32,2,0,NA,NA,NA,NA,
30107,40,2,0,NA,NA,NA,NA,
30108,11,2,0,NA,NA,NA,NA,
30108,12,2,0,NA,NA,NA,NA,
30108,13,2,0,NA,NA,NA,NA,
30108,14,9,97,NSS,NSS,NSS,NSS,
30108,15,2,0,NA,NA,NA,NA,
30108,16,2,0,NA,NA,NA,NA,
30108,17,2,0,NA,NA,NA,NA,
30108,18,2,0,NA,NA,NA,NA,
30108,19,2,0,NA,NA,NA,NA,
30108,21,2,0,NA,NA,NA,NA,
30108,22,2,0,NA,NA,NA,NA,
30108,23,2,0,NA,NA,NA,NA,
30108,24,2,0,NA,NA,NA,NA,
30108,25,2,0,NA,NA,NA,NA,
30108,31,2,0,NA,NA,NA,NA,
30108,32,2,0,NA,NA,NA,NA,
30108,40,2,0,NA,NA,NA,NA,
30109,11,2,0,NA,NA,NA,NA,
30109,12,2,0,NA,NA,NA,NA,
30109,13,2,0,NA,NA,NA,NA,
30109,14,2,0,NA,NA,NA,NA,
30109,15,2,0,NA,NA,NA,NA,
30109,16,2,0,NA,NA,NA,NA,
30109,17,2,0,NA,NA,NA,NA,
30109,18,2,0,NA,NA,NA,NA,
30109,19,2,0,NA,NA,NA,NA,
30109,21,2,0,NA,NA,NA,NA,
30109,22,2,0,NA,NA,NA,NA,
30109,23,2,0,NA,NA,NA,NA,
30109,24,2,0,NA,NA,NA,NA,
30109,25,2,0,NA,NA,NA,NA,
30109,31,2,0,NA,NA,NA,NA,
30109,32,2,0,NA,NA,NA,NA,
30109,40,2,0,NA,NA,NA,NA,
30110,11,1,2,NA,NA,NA,NA,
30110,12,1,2,NA,NA,NA,NA,
30110,13,1,2,NA,NA,NA,NA,
30110,14,2,0,NA,NA,NA,NA,
30110,15,1,2,NA,NA,NA,NA,
30110,16,2,0,NA,NA,NA,NA,
30110,17,1,2,NA,NA,NA,NA,
30110,18,1,2,NA,NA,NA,NA,
30110,19,1,2,NA,NA,NA,NA,
30110,21,1,1,17,17,11,6,
30110,22,2,0,NA,NA,NA,NA,
30110,23,2,0,NA,NA,NA,NA,
30110,24,2,0,NA,NA,NA,NA,
30110,25,2,0,NA,NA,NA,NA,
30110,31,1,1,17,17,11,6,
30110,32,2,0,NA,NA,NA,NA,
30110,40,2,0,NA,NA,NA,NA,
30111,11,1,2,NA,NA,NA,NA,
30111,12,1,2,NA,NA,NA,NA,
30111,13,2,0,NA,NA,NA,NA,
30111,14,2,0,NA,NA,NA,NA,
30111,15,2,0,NA,NA,NA,NA,
30111,16,2,0,NA,NA,NA,NA,
30111,17,1,1,33,33,28,5,
30111,18,2,0,NA,NA,NA,NA,
30111,19,2,0,NA,NA,NA,NA,
30111,21,1,1,33,33,28,5,
30111,22,2,0,NA,NA,NA,NA,
30111,23,1,1,33,33,28,5,
30111,24,2,0,NA,NA,NA,NA,
30111,25,2,0,NA,NA,NA,NA,
30111,31,1,1,17,17,15,2,
30111,32,2,0,NA,NA,NA,NA,
30111,40,2,0,NA,NA,NA,NA,
30112,11,2,0,NA,NA,NA,NA,
30112,12,2,0,NA,NA,NA,NA,
30112,13,2,0,NA,NA,NA,NA,
30112,14,2,0,NA,NA,NA,NA,
30112,15,2,0,NA,NA,NA,NA,
30112,16,2,0,NA,NA,NA,NA,
30112,17,2,0,NA,NA,NA,NA,
30112,18,2,0,NA,NA,NA,NA,
30112,19,2,0,NA,NA,NA,NA,
30112,21,1,1,5,5,5,0,
30112,22,2,0,NA,NA,NA,NA,
30112,23,1,1,2,2,2,0,
30112,24,2,0,NA,NA,NA,NA,
30112,25,2,0,NA,NA,NA,NA,
30112,31,1,1,21,21,21,0,
30112,32,2,0,NA,NA,NA,NA,
30112,40,2,0,NA,NA,NA,NA,
30113,11,1,9,NSS,NSS,NSS,NSS,
30113,12,1,9,NSS,NSS,NSS,NSS,
30113,13,1,9,NSS,NSS,NSS,NSS,
30113,14,1,9,NSS,NSS,NSS,NSS,
30113,15,1,9,NSS,NSS,NSS,NSS,
30113,16,1,9,NSS,NSS,NSS,NSS,
30113,17,1,9,NSS,NSS,NSS,NSS,
30113,18,9,97,NSS,NSS,NSS,NSS,
30113,19,1,9,NSS,NSS,NSS,NSS,
30113,21,1,9,NSS,NSS,NSS,NSS,
30113,22,1,9,NSS,NSS,NSS,NSS,
30113,23,1,9,NSS,NSS,NSS,NSS,
30113,24,1,9,NSS,NSS,NSS,NSS,
30113,25,1,9,NSS,NSS,NSS,NSS,
30113,31,1,9,NSS,NSS,NSS,NSS,
30113,32,1,9,NSS,NSS,NSS,NSS,
30113,40,2,0,NA,NA,NA,NA,
30114,11,2,0,NA,NA,NA,NA,
30114,12,2,0,NA,NA,NA,NA,
30114,13,2,0,NA,NA,NA,NA,
30114,14,2,0,NA,NA,NA,NA,
30114,15,2,0,NA,NA,NA,NA,
30114,16,2,0,NA,NA,NA,NA,
30114,17,2,0,NA,NA,NA,NA,
30114,18,2,0,NA,NA,NA,NA,
30114,19,2,0,NA,NA,NA,NA,
30114,21,2,0,NA,NA,NA,NA,
30114,22,2,0,NA,NA,NA,NA,
30114,23,2,0,NA,NA,NA,NA,
30114,24,2,0,NA,NA,NA,NA,
30114,25,2,0,NA,NA,NA,NA,
30114,31,1,1,13,13,12,1,
30114,32,2,0,NA,NA,NA,NA,
30114,40,2,0,NA,NA,NA,NA,
30115,11,2,0,NA,NA,NA,NA,
30115,12,2,0,NA,NA,NA,NA,
30115,13,2,0,NA,NA,NA,NA,
30115,14,2,0,NA,NA,NA,NA,
30115,15,2,0,NA,NA,NA,NA,
30115,16,2,0,NA,NA,NA,NA,
30115,17,2,0,NA,NA,NA,NA,
30115,18,2,0,NA,NA,NA,NA,
30115,19,2,0,NA,NA,NA,NA,
30115,21,2,0,NA,NA,NA,NA,
30115,22,2,0,NA,NA,NA,NA,
30115,23,2,0,NA,NA,NA,NA,
30115,24,2,0,NA,NA,NA,NA,
30115,25,2,0,NA,NA,NA,NA,
30115,31,1,1,30,30,27,3,
30115,32,2,0,NA,NA,NA,NA,
30115,40,2,0,NA,NA,NA,NA,
30116,11,1,1,19,19,19,0,
30116,12,2,0,NA,NA,NA,NA,
30116,13,2,0,NA,NA,NA,NA,
30116,14,2,0,NA,NA,NA,NA,
30116,15,2,0,NA,NA,NA,NA,
30116,16,2,0,NA,NA,NA,NA,
30116,17,1,1,19,19,19,0,
30116,18,2,0,NA,NA,NA,NA,
30116,19,2,0,NA,NA,NA,NA,
30116,21,1,1,4,4,4,0,
30116,22,2,0,NA,NA,NA,NA,
30116,23,1,1,19,19,19,0,
30116,24,2,0,NA,NA,NA,NA,
30116,25,1,1,19,19,19,0,
30116,31,1,1,14,14,14,0,
30116,32,2,0,NA,NA,NA,NA,
30116,40,2,0,NA,NA,NA,NA,
30117,11,2,0,NA,NA,NA,NA,
30117,12,2,0,NA,NA,NA,NA,
30117,13,2,0,NA,NA,NA,NA,
30117,14,2,0,NA,NA,NA,NA,
30117,15,2,0,NA,NA,NA,NA,
30117,16,2,0,NA,NA,NA,NA,
30117,17,2,0,NA,NA,NA,NA,
30117,18,2,0,NA,NA,NA,NA,
30117,19,2,0,NA,NA,NA,NA,
30117,21,2,0,NA,NA,NA,NA,
30117,22,2,0,NA,NA,NA,NA,
30117,23,2,0,NA,NA,NA,NA,
30117,24,2,0,NA,NA,NA,NA,
30117,25,2,0,NA,NA,NA,NA,
30117,31,2,0,NA,NA,NA,NA,
30117,32,2,0,NA,NA,NA,NA,
30117,40,2,0,NA,NA,NA,NA,
30118,11,1,1,190,190,169,21,
30118,12,2,0,NA,NA,NA,NA,
30118,13,2,0,NA,NA,NA,NA,
30118,14,1,1,69,69,50,19,
30118,15,2,0,NA,NA,NA,NA,
30118,16,2,0,NA,NA,NA,NA,
30118,17,1,1,54,54,51,3,
30118,18,1,1,190,190,169,21,
30118,19,2,0,NA,NA,NA,NA,
30118,21,1,1,50,50,45,5,
30118,22,2,0,NA,NA,NA,NA,
30118,23,1,1,214,214,154,60,
30118,24,2,0,NA,NA,NA,NA,
30118,25,2,0,NA,NA,NA,NA,
30118,31,1,1,265,265,240,25,
30118,32,2,0,NA,NA,NA,NA,
30118,40,2,0,NA,NA,NA,NA,
30119,11,9,97,NSS,NSS,NSS,NSS,
30119,12,9,97,NSS,NSS,NSS,NSS,
30119,13,9,97,NSS,NSS,NSS,NSS,
30119,14,9,97,NSS,NSS,NSS,NSS,
30119,15,9,97,NSS,NSS,NSS,NSS,
30119,16,9,97,NSS,NSS,NSS,NSS,
30119,17,9,97,NSS,NSS,NSS,NSS,
30119,18,9,97,NSS,NSS,NSS,NSS,
30119,19,9,97,NSS,NSS,NSS,NSS,
30119,21,9,97,NSS,NSS,NSS,NSS,
30119,22,9,97,NSS,NSS,NSS,NSS,
30119,23,9,97,NSS,NSS,NSS,NSS,
30119,24,9,97,NSS,NSS,NSS,NSS,
30119,25,9,97,NSS,NSS,NSS,NSS,
30119,31,9,97,NSS,NSS,NSS,NSS,
30119,32,9,97,NSS,NSS,NSS,NSS,
30119,40,9,97,NSS,NSS,NSS,NSS,
30120,11,1,1,10,10,10,0,
30120,12,2,0,NA,NA,NA,NA,
30120,13,1,1,6,6,6,0,
30120,14,1,1,3,3,3,0,
30120,15,1,1,10,10,10,0,
30120,16,2,0,NA,NA,NA,NA,
30120,17,1,1,10,10,10,0,
30120,18,2,0,NA,NA,NA,NA,
30120,19,2,0,NA,NA,NA,NA,
30120,21,1,1,10,10,10,0,
30120,22,2,0,NA,NA,NA,NA,
30120,23,1,1,10,10,10,0,
30120,24,2,0,NA,NA,NA,NA,
30120,25,1,1,21,18,18,0,
30120,31,1,1,21,18,18,0,
30120,32,2,0,NA,NA,NA,NA,
30120,40,2,0,NA,NA,NA,NA,
30121,11,1,1,24,24,22,2,
30121,12,2,0,NA,NA,NA,NA,
30121,13,1,1,24,24,22,2,
30121,14,2,0,NA,NA,NA,NA,
30121,15,2,0,NA,NA,NA,NA,
30121,16,2,0,NA,NA,NA,NA,
30121,17,1,1,24,24,22,2,
30121,18,2,0,NA,NA,NA,NA,
30121,19,2,0,NA,NA,NA,NA,
30121,21,1,1,24,24,22,2,
30121,22,2,0,NA,NA,NA,NA,
30121,23,1,1,24,24,22,2,
30121,24,2,0,NA,NA,NA,NA,
30121,25,2,0,NA,NA,NA,NA,
30121,31,1,1,24,24,22,2,
30121,32,2,0,NA,NA,NA,NA,
30121,40,2,0,NA,NA,NA,NA,
30122,11,1,2,NA,NA,NA,NA,
30122,12,2,0,NA,NA,NA,NA,
30122,13,2,0,NA,NA,NA,NA,
30122,14,2,0,NA,NA,NA,NA,
30122,15,2,0,NA,NA,NA,NA,
30122,16,2,0,NA,NA,NA,NA,
30122,17,2,0,NA,NA,NA,NA,
30122,18,2,0,NA,NA,NA,NA,
30122,19,2,0,NA,NA,NA,NA,
30122,21,2,0,NA,NA,NA,NA,
30122,22,2,0,NA,NA,NA,NA,
30122,23,2,0,NA,NA,NA,NA,
30122,24,2,0,NA,NA,NA,NA,
30122,25,1,1,30,30,28,2,
30122,31,1,2,NA,NA,NA,NA,
30122,32,2,0,NA,NA,NA,NA,
30122,40,2,0,NA,NA,NA,NA,
30123,11,2,0,NA,NA,NA,NA,
30123,12,2,0,NA,NA,NA,NA,
30123,13,2,0,NA,NA,NA,NA,
30123,14,2,0,NA,NA,NA,NA,
30123,15,2,0,NA,NA,NA,NA,
30123,16,2,0,NA,NA,NA,NA,
30123,17,2,0,NA,NA,NA,NA,
30123,18,2,0,NA,NA,NA,NA,
30123,19,2,0,NA,NA,NA,NA,
30123,21,2,0,NA,NA,NA,NA,
30123,22,2,0,NA,NA,NA,NA,
30123,23,2,0,NA,NA,NA,NA,
30123,24,2,0,NA,NA,NA,NA,
30123,25,2,0,NA,NA,NA,NA,
30123,31,2,0,NA,NA,NA,NA,
30123,32,2,0,NA,NA,NA,NA,
30123,40,2,0,NA,NA,NA,NA,
30124,11,2,0,NA,NA,NA,NA,
30124,12,2,0,NA,NA,NA,NA,
30124,13,2,0,NA,NA,NA,NA,
30124,14,2,0,NA,NA,NA,NA,
30124,15,2,0,NA,NA,NA,NA,
30124,16,2,0,NA,NA,NA,NA,
30124,17,2,0,NA,NA,NA,NA,
30124,18,2,0,NA,NA,NA,NA,
30124,19,2,0,NA,NA,NA,NA,
30124,21,2,0,NA,NA,NA,NA,
30124,22,2,0,NA,NA,NA,NA,
30124,23,2,0,NA,NA,NA,NA,
30124,24,2,0,NA,NA,NA,NA,
30124,25,2,0,NA,NA,NA,NA,
30124,31,2,0,NA,NA,NA,NA,
30124,32,2,0,NA,NA,NA,NA,
30124,40,2,0,NA,NA,NA,NA,
30125,11,9,97,NSS,NSS,NSS,NSS,
30125,12,9,97,NSS,NSS,NSS,NSS,
30125,13,9,97,NSS,NSS,NSS,NSS,
30125,14,9,97,NSS,NSS,NSS,NSS,
30125,15,9,97,NSS,NSS,NSS,NSS,
30125,16,9,97,NSS,NSS,NSS,NSS,
30125,17,9,97,NSS,NSS,NSS,NSS,
30125,18,9,97,NSS,NSS,NSS,NSS,
30125,19,9,97,NSS,NSS,NSS,NSS,
30125,21,9,97,NSS,NSS,NSS,NSS,
30125,22,9,97,NSS,NSS,NSS,NSS,
30125,23,9,97,NSS,NSS,NSS,NSS,
30125,24,9,97,NSS,NSS,NSS,NSS,
30125,25,9,97,NSS,NSS,NSS,NSS,
30125,31,9,97,NSS,NSS,NSS,NSS,
30125,32,9,97,NSS,NSS,NSS,NSS,
30125,40,9,97,NSS,NSS,NSS,NSS,
30126,11,2,0,NA,NA,NA,NA,
30126,12,2,0,NA,NA,NA,NA,
30126,13,2,0,NA,NA,NA,NA,
30126,14,1,1,11,11,10,1,
30126,15,2,0,NA,NA,NA,NA,
30126,16,2,0,NA,NA,NA,NA,
30126,17,1,1,11,11,10,1,
30126,18,2,0,NA,NA,NA,NA,
30126,19,2,0,NA,NA,NA,NA,
30126,21,1,1,11,11,10,1,
30126,22,2,0,NA,NA,NA,NA,
30126,23,2,0,NA,NA,NA,NA,
30126,24,2,0,NA,NA,NA,NA,
30126,25,2,0,NA,NA,NA,NA,
30126,31,1,1,13,13,12,1,
30126,32,2,0,NA,NA,NA,NA,
30126,40,2,0,NA,NA,NA,NA,
30127,11,2,0,NA,NA,NA,NA,
30127,12,2,0,NA,NA,NA,NA,
30127,13,2,0,NA,NA,NA,NA,
30127,14,2,0,NA,NA,NA,NA,
30127,15,2,0,NA,NA,NA,NA,
30127,16,2,0,NA,NA,NA,NA,
30127,17,2,0,NA,NA,NA,NA,
30127,18,2,0,NA,NA,NA,NA,
30127,19,2,0,NA,NA,NA,NA,
30127,21,2,0,NA,NA,NA,NA,
30127,22,2,0,NA,NA,NA,NA,
30127,23,2,0,NA,NA,NA,NA,
30127,24,2,0,NA,NA,NA,NA,
30127,25,2,0,NA,NA,NA,NA,
30127,31,2,0,NA,NA,NA,NA,
30127,32,2,0,NA,NA,NA,NA,
30127,40,2,0,NA,NA,NA,NA,
30128,11,1,2,NA,NA,NA,NA,
30128,12,2,0,NA,NA,NA,NA,
30128,13,1,2,NA,NA,NA,NA,
30128,14,1,2,NA,NA,NA,NA,
30128,15,1,2,NA,NA,NA,NA,
30128,16,2,0,NA,NA,NA,NA,
30128,17,1,1,19,19,11,8,
30128,18,2,0,NA,NA,NA,NA,
30128,19,1,1,1,1,1,0,
30128,21,1,1,10,10,10,0,
30128,22,2,0,NA,NA,NA,NA,
30128,23,1,1,79,68,60,8,
30128,24,2,0,NA,NA,NA,NA,
30128,25,2,0,NA,NA,NA,NA,
30128,31,1,1,60,60,52,8,
30128,32,2,0,NA,NA,NA,NA,
30128,40,2,0,NA,NA,NA,NA,
30129,11,2,0,NA,NA,NA,NA,
30129,12,2,0,NA,NA,NA,NA,
30129,13,2,0,NA,NA,NA,NA,
30129,14,2,0,NA,NA,NA,NA,
30129,15,2,0,NA,NA,NA,NA,
30129,16,2,0,NA,NA,NA,NA,
30129,17,1,1,10,10,8,2,
30129,18,2,0,NA,NA,NA,NA,
30129,19,2,0,NA,NA,NA,NA,
30129,21,2,0,NA,NA,NA,NA,
30129,22,2,0,NA,NA,NA,NA,
30129,23,1,1,6,6,6,0,
30129,24,2,0,NA,NA,NA,NA,
30129,25,2,0,NA,NA,NA,NA,
30129,31,1,1,15,8,7,1,
30129,32,2,0,NA,NA,NA,NA,
30129,40,2,0,NA,NA,NA,NA,
30130,11,1,1,37,37,34,3,
30130,12,2,0,NA,NA,NA,NA,
30130,13,1,1,37,37,34,3,
30130,14,1,1,30,30,28,2,
30130,15,2,0,NA,NA,NA,NA,
30130,16,2,0,NA,NA,NA,NA,
30130,17,1,1,2,2,2,0,
30130,18,2,0,NA,NA,NA,NA,
30130,19,2,0,NA,NA,NA,NA,
30130,21,1,1,15,15,13,2,
30130,22,2,0,NA,NA,NA,NA,
30130,23,2,0,NA,NA,NA,NA,
30130,24,2,0,NA,NA,NA,NA,
30130,25,2,0,NA,NA,NA,NA,
30130,31,1,1,37,37,34,3,
30130,32,2,0,NA,NA,NA,NA,
