ubicageo_f,elemunif_b,rnsnni1,totalca1,frecuenc_e
24005,10,2,NA,0
24005,11,2,NA,0
24005,12,2,NA,0
24005,13,2,NA,0
24005,14,2,NA,0
24005,15,2,NA,0
24005,16,2,NA,0
24006,1,1,4,1
24006,2,2,NA,0
24006,3,2,NA,0
24006,4,1,4,1
24006,5,1,4,1
24006,6,1,4,1
24006,7,2,NA,0
24006,8,2,NA,0
24006,9,1,4,1
24006,10,2,NA,0
24006,11,2,NA,0
24006,12,2,NA,0
24006,13,2,NA,0
24006,14,2,NA,0
24006,15,2,NA,0
24006,16,2,NA,0
24007,1,2,NA,0
24007,2,1,13,1
24007,3,2,NA,0
24007,4,2,NA,0
24007,5,1,13,1
24007,6,1,13,1
24007,7,2,NA,0
24007,8,2,NA,0
24007,9,1,13,1
24007,10,2,NA,0
24007,11,2,NA,0
24007,12,2,NA,0
24007,13,2,NA,0
24007,14,2,NA,0
24007,15,2,NA,0
24007,16,2,NA,0
24008,1,1,1,1
24008,2,1,1,1
24008,3,1,1,1
24008,4,1,1,1
24008,5,1,1,1
24008,6,1,1,1
24008,7,2,NA,0
24008,8,2,NA,0
24008,9,1,1,1
24008,10,1,1,1
24008,11,1,1,1
24008,12,1,1,1
24008,13,2,NA,0
24008,14,1,1,1
24008,15,2,NA,0
24008,16,2,NA,0
24009,1,2,NA,0
24009,2,2,NA,0
24009,3,2,NA,0
24009,4,2,NA,0
24009,5,2,NA,0
24009,6,2,NA,0
24009,7,2,NA,0
24009,8,2,NA,0
24009,9,2,NA,0
24009,10,2,NA,0
24009,11,2,NA,0
24009,12,2,NA,0
24009,13,2,NA,0
24009,14,2,NA,0
24009,15,2,NA,0
24009,16,2,NA,0
24010,1,2,NA,0
24010,2,1,28,3
24010,3,1,28,3
24010,4,2,NA,0
24010,5,1,28,3
24010,6,1,28,3
24010,7,2,NA,0
24010,8,1,28,3
24010,9,1,28,3
24010,10,1,28,3
24010,11,2,NA,0
24010,12,2,NA,0
24010,13,2,NA,0
24010,14,1,28,3
24010,15,2,NA,0
24010,16,2,NA,0
24011,1,1,39,3
24011,2,2,NA,0
24011,3,2,NA,0
24011,4,1,78,3
24011,5,2,NA,0
24011,6,2,NA,0
24011,7,2,NA,0
24011,8,2,NA,0
24011,9,1,39,3
24011,10,1,39,3
24011,11,1,78,3
24011,12,1,78,3
24011,13,2,NA,0
24011,14,2,NA,0
24011,15,1,39,3
24011,16,2,NA,0
24012,1,2,NA,0
24012,2,1,31,3
24012,3,2,NA,0
24012,4,1,31,3
24012,5,1,31,3
24012,6,1,31,3
24012,7,2,NA,0
24012,8,2,NA,0
24012,9,1,31,3
24012,10,2,NA,0
24012,11,1,31,3
24012,12,1,31,3
24012,13,2,NA,0
24012,14,2,NA,0
24012,15,2,NA,0
24012,16,2,NA,0
24013,1,1,156,3
24013,2,1,156,3
24013,3,2,NA,0
24013,4,1,156,3
24013,5,1,156,3
24013,6,1,156,3
24013,7,2,NA,0
24013,8,2,NA,0
24013,9,1,156,3
24013,10,2,NA,0
24013,11,2,NA,0
24013,12,1,156,3
24013,13,2,NA,0
24013,14,2,NA,0
24013,15,2,NA,0
24013,16,2,NA,0
24014,1,1,17,3
24014,2,1,27,3
24014,3,2,NA,0
24014,4,1,27,3
24014,5,1,17,3
24014,6,1,17,3
24014,7,2,NA,0
24014,8,1,17,3
24014,9,1,16,3
24014,10,1,16,3
24014,11,2,NA,0
24014,12,2,NA,0
24014,13,1,16,3
24014,14,2,NA,0
24014,15,2,NA,0
24014,16,2,NA,0
24015,1,1,20,3
24015,2,1,20,3
24015,3,2,NA,0
24015,4,2,NA,0
24015,5,1,20,3
24015,6,1,20,3
24015,7,2,NA,0
24015,8,2,NA,0
24015,9,1,20,3
24015,10,2,NA,0
24015,11,2,NA,0
24015,12,2,NA,0
24015,13,2,NA,0
24015,14,2,NA,0
24015,15,2,NA,0
24015,16,2,NA,0
24016,1,1,26,1
24016,2,1,26,1
24016,3,1,26,1
24016,4,1,26,1
24016,5,1,26,1
24016,6,1,26,1
24016,7,2,NA,0
24016,8,2,NA,0
24016,9,1,26,1
24016,10,2,NA,0
24016,11,2,NA,0
24016,12,2,NA,0
24016,13,2,NA,0
24016,14,1,26,1
24016,15,2,NA,0
24016,16,2,NA,0
24017,1,2,NA,0
24017,2,2,NA,0
24017,3,2,NA,0
24017,4,1,7,3
24017,5,2,NA,0
24017,6,2,NA,0
24017,7,2,NA,0
24017,8,2,NA,0
24017,9,1,7,3
24017,10,2,NA,0
24017,11,1,7,3
24017,12,1,7,3
24017,13,2,NA,0
24017,14,1,7,3
24017,15,2,NA,0
24017,16,2,NA,0
24018,1,2,NA,0
24018,2,1,25,1
24018,3,2,NA,0
24018,4,1,25,1
24018,5,1,25,1
24018,6,1,25,1
24018,7,2,NA,0
24018,8,2,NA,0
24018,9,2,NA,0
24018,10,2,NA,0
24018,11,2,NA,0
24018,12,2,NA,0
24018,13,2,NA,0
24018,14,2,NA,0
24018,15,2,NA,0
24018,16,2,NA,0
24019,1,2,NA,0
24019,2,2,NA,0
24019,3,2,NA,0
24019,4,1,1,1
24019,5,1,2,1
24019,6,1,1,1
24019,7,2,NA,0
24019,8,2,NA,0
24019,9,1,1,1
24019,10,1,1,1
24019,11,2,NA,0
24019,12,2,NA,0
24019,13,2,NA,0
24019,14,2,NA,0
24019,15,2,NA,0
24019,16,2,NA,0
24020,1,2,NA,0
24020,2,2,NA,0
24020,3,2,NA,0
24020,4,2,NA,0
24020,5,2,NA,0
24020,6,2,NA,0
24020,7,2,NA,0
24020,8,2,NA,0
24020,9,2,NA,0
24020,10,2,NA,0
24020,11,2,NA,0
24020,12,2,NA,0
24020,13,2,NA,0
24020,14,2,NA,0
24020,15,2,NA,0
24020,16,2,NA,0
24021,1,2,NA,0
24021,2,2,NA,0
24021,3,2,NA,0
24021,4,2,NA,0
24021,5,2,NA,0
24021,6,2,NA,0
24021,7,2,NA,0
24021,8,2,NA,0
24021,9,2,NA,0
24021,10,2,NA,0
24021,11,2,NA,0
24021,12,2,NA,0
24021,13,2,NA,0
24021,14,2,NA,0
24021,15,2,NA,0
24021,16,2,NA,0
24022,1,2,NA,0
24022,2,2,NA,0
24022,3,2,NA,0
24022,4,2,NA,0
24022,5,2,NA,0
24022,6,2,NA,0
24022,7,2,NA,0
24022,8,2,NA,0
24022,9,2,NA,0
24022,10,2,NA,0
24022,11,2,NA,0
24022,12,2,NA,0
24022,13,2,NA,0
24022,14,2,NA,0
24022,15,2,NA,0
24022,16,2,NA,0
24023,1,2,NA,0
24023,2,1,13,3
24023,3,2,NA,0
24023,4,1,13,3
24023,5,1,13,3
24023,6,1,13,3
24023,7,2,NA,0
24023,8,2,NA,0
24023,9,1,13,3
24023,10,2,NA,0
24023,11,2,NA,0
24023,12,1,13,3
24023,13,2,NA,0
24023,14,2,NA,0
24023,15,2,NA,0
24023,16,2,NA,0
24024,1,2,NA,0
24024,2,1,122,3
24024,3,2,NA,0
24024,4,2,NA,0
24024,5,1,122,3
24024,6,2,NA,0
24024,7,2,NA,0
24024,8,2,NA,0
24024,9,2,NA,0
24024,10,1,122,3
24024,11,2,NA,0
24024,12,2,NA,0
24024,13,2,NA,0
24024,14,1,122,3
24024,15,1,122,3
24024,16,2,NA,0
24025,1,1,35,1
24025,2,2,NA,0
24025,3,2,NA,0
24025,4,2,NA,0
24025,5,2,NA,0
24025,6,2,NA,0
24025,7,2,NA,0
24025,8,2,NA,0
24025,9,2,NA,0
24025,10,2,NA,0
24025,11,2,NA,0
24025,12,2,NA,0
24025,13,2,NA,0
24025,14,2,NA,0
24025,15,2,NA,0
24025,16,2,NA,0
24026,1,2,NA,0
24026,2,2,NA,0
24026,3,2,NA,0
24026,4,1,11,1
24026,5,1,11,1
24026,6,1,11,1
24026,7,2,NA,0
24026,8,2,NA,0
24026,9,1,11,1
24026,10,2,NA,0
24026,11,2,NA,0
24026,12,2,NA,0
24026,13,2,NA,0
24026,14,1,11,1
24026,15,2,NA,0
24026,16,9,NSS,997
24027,1,2,NA,0
24027,2,1,18,3
24027,3,2,NA,0
24027,4,1,18,3
24027,5,1,18,3
24027,6,1,18,3
24027,7,2,NA,0
24027,8,2,NA,0
24027,9,1,18,3
24027,10,2,NA,0
24027,11,2,NA,0
24027,12,2,NA,0
24027,13,2,NA,0
24027,14,2,NA,0
24027,15,2,NA,0
24027,16,2,NA,0
24028,1,1,1341,3
24028,2,1,1341,3
24028,3,2,NA,0
24028,4,2,NA,0
24028,5,1,1341,3
24028,6,1,1341,3
24028,7,2,NA,0
24028,8,2,NA,0
24028,9,1,1341,3
24028,10,2,NA,0
24028,11,2,NA,0
24028,12,1,1341,3
24028,13,2,NA,0
24028,14,2,NA,0
24028,15,1,1341,3
24028,16,2,NA,0
24029,1,2,NA,0
24029,2,1,46,4
24029,3,2,NA,0
24029,4,2,NA,0
24029,5,1,46,4
24029,6,1,46,4
24029,7,2,NA,0
24029,8,1,46,4
24029,9,2,NA,0
24029,10,2,NA,0
24029,11,2,NA,0
24029,12,2,NA,0
24029,13,2,NA,0
24029,14,2,NA,0
24029,15,2,NA,0
24029,16,2,NA,0
24030,1,0,NA,0
24030,2,0,NA,0
24030,3,0,NA,0
24030,4,0,NA,0
24030,5,0,NA,0
24030,6,0,NA,0
24030,7,0,NA,0
24030,8,0,NA,0
24030,9,0,NA,0
24030,10,0,NA,0
24030,11,0,NA,0
24030,12,0,NA,0
24030,13,0,NA,0
24030,14,0,NA,0
24030,15,0,NA,0
24030,16,0,NA,0
24031,1,2,NA,0
24031,2,2,NA,0
24031,3,2,NA,0
24031,4,2,NA,0
24031,5,2,NA,0
24031,6,2,NA,0
24031,7,2,NA,0
24031,8,2,NA,0
24031,9,2,NA,0
24031,10,2,NA,0
24031,11,2,NA,0
24031,12,2,NA,0
24031,13,2,NA,0
24031,14,2,NA,0
24031,15,2,NA,0
24031,16,2,NA,0
24032,1,2,NA,0
24032,2,2,NA,0
24032,3,2,NA,0
24032,4,2,NA,0
24032,5,2,NA,0
24032,6,2,NA,0
24032,7,2,NA,0
24032,8,2,NA,0
24032,9,2,NA,0
24032,10,2,NA,0
24032,11,2,NA,0
24032,12,2,NA,0
24032,13,2,NA,0
24032,14,2,NA,0
24032,15,2,NA,0
24032,16,2,NA,0
24033,1,1,5,3
24033,2,2,NA,0
24033,3,2,NA,0
24033,4,2,NA,0
24033,5,2,NA,0
24033,6,2,NA,0
24033,7,2,NA,0
24033,8,2,NA,0
24033,9,2,NA,0
24033,10,2,NA,0
24033,11,2,NA,0
24033,12,1,5,3
24033,13,2,NA,0
24033,14,2,NA,0
24033,15,2,NA,0
24033,16,2,NA,0
24034,1,2,NA,0
24034,2,1,24,3
24034,3,1,10,1
24034,4,1,27,1
24034,5,1,24,1
24034,6,1,27,1
24034,7,2,NA,0
24034,8,2,NA,0
24034,9,1,24,1
24034,10,2,NA,0
24034,11,2,NA,0
24034,12,2,NA,0
24034,13,2,NA,0
24034,14,2,NA,0
24034,15,2,NA,0
24034,16,2,NA,0
24035,1,2,NA,0
24035,2,2,NA,0
24035,3,2,NA,0
24035,4,2,NA,0
24035,5,2,NA,0
24035,6,2,NA,0
24035,7,2,NA,0
24035,8,2,NA,0
24035,9,2,NA,0
24035,10,2,NA,0
24035,11,2,NA,0
24035,12,2,NA,0
24035,13,2,NA,0
24035,14,2,NA,0
24035,15,2,NA,0
24035,16,2,NA,0
24036,1,2,NA,0
24036,2,1,38,5
24036,3,2,NA,0
24036,4,1,38,5
24036,5,1,38,5
24036,6,1,38,5
24036,7,2,NA,0
24036,8,2,NA,0
24036,9,1,38,5
24036,10,2,NA,0
24036,11,2,NA,0
24036,12,1,38,5
24036,13,2,NA,0
24036,14,2,NA,0
24036,15,2,NA,0
24036,16,2,NA,0
24037,1,2,NA,0
24037,2,1,83,5
24037,3,2,NA,0
24037,4,1,83,5
24037,5,1,83,5
24037,6,1,83,5
24037,7,2,NA,0
24037,8,2,NA,0
24037,9,1,83,5
24037,10,2,NA,0
24037,11,2,NA,0
24037,12,2,NA,0
24037,13,2,NA,0
24037,14,2,NA,0
24037,15,2,NA,0
24037,16,2,NA,0
24038,1,2,NA,0
24038,2,2,NA,0
24038,3,2,NA,0
24038,4,2,NA,0
24038,5,2,NA,0
24038,6,2,NA,0
24038,7,2,NA,0
24038,8,2,NA,0
24038,9,2,NA,0
24038,10,2,NA,0
24038,11,2,NA,0
24038,12,2,NA,0
24038,13,2,NA,0
24038,14,2,NA,0
24038,15,2,NA,0
24038,16,2,NA,0
24039,1,2,NA,0
24039,2,2,NA,0
24039,3,1,21,2
24039,4,1,21,2
24039,5,1,21,2
24039,6,1,21,2
24039,7,2,NA,0
24039,8,2,NA,0
24039,9,2,NA,0
24039,10,2,NA,0
24039,11,2,NA,0
24039,12,2,NA,0
24039,13,2,NA,0
24039,14,1,21,2
24039,15,1,21,2
24039,16,2,NA,0
24040,1,2,NA,0
24040,2,2,NA,0
24040,3,2,NA,0
24040,4,2,NA,0
24040,5,2,NA,0
24040,6,2,NA,0
24040,7,2,NA,0
24040,8,2,NA,0
24040,9,2,NA,0
24040,10,2,NA,0
24040,11,2,NA,0
24040,12,1,2,1
24040,13,2,NA,0
24040,14,2,NA,0
24040,15,2,NA,0
24040,16,2,NA,0
24041,1,2,NA,0
24041,2,2,NA,0
24041,3,2,NA,0
24041,4,2,NA,0
24041,5,2,NA,0
24041,6,2,NA,0
24041,7,2,NA,0
24041,8,2,NA,0
24041,9,2,NA,0
24041,10,2,NA,0
24041,11,2,NA,0
24041,12,2,NA,0
24041,13,2,NA,0
24041,14,2,NA,0
24041,15,2,NA,0
24041,16,2,NA,0
24042,1,2,NA,0
24042,2,1,12,3
24042,3,2,NA,0
24042,4,1,12,3
24042,5,1,12,3
24042,6,1,12,3
24042,7,2,NA,0
24042,8,2,NA,0
24042,9,1,12,3
24042,10,2,NA,0
24042,11,1,12,3
24042,12,2,NA,0
24042,13,2,NA,0
24042,14,1,12,3
24042,15,2,NA,0
24042,16,2,NA,0
24043,1,2,NA,0
24043,2,2,NA,0
24043,3,2,NA,0
24043,4,2,NA,0
24043,5,2,NA,0
24043,6,2,NA,0
24043,7,2,NA,0
24043,8,2,NA,0
24043,9,2,NA,0
24043,10,2,NA,0
24043,11,2,NA,0
24043,12,1,6,2
24043,13,2,NA,0
24043,14,2,NA,0
24043,15,2,NA,0
24043,16,2,NA,0
24044,1,2,NA,0
24044,2,2,NA,0
24044,3,2,NA,0
24044,4,2,NA,0
24044,5,2,NA,0
24044,6,2,NA,0
24044,7,2,NA,0
24044,8,2,NA,0
24044,9,2,NA,0
24044,10,2,NA,0
24044,11,2,NA,0
24044,12,2,NA,0
24044,13,2,NA,0
24044,14,2,NA,0
24044,15,2,NA,0
24044,16,2,NA,0
24045,1,2,NA,0
24045,2,2,NA,0
24045,3,2,NA,0
24045,4,2,NA,0
24045,5,2,NA,0
24045,6,2,NA,0
24045,7,2,NA,0
24045,8,2,NA,0
24045,9,1,15,1
24045,10,2,NA,0
24045,11,2,NA,0
24045,12,2,NA,0
24045,13,2,NA,0
24045,14,2,NA,0
24045,15,2,NA,0
24045,16,2,NA,0
24046,1,2,NA,0
24046,2,2,NA,0
24046,3,2,NA,0
24046,4,2,NA,0
24046,5,2,NA,0
24046,6,2,NA,0
24046,7,2,NA,0
24046,8,2,NA,0
24046,9,2,NA,0
24046,10,2,NA,0
24046,11,2,NA,0
24046,12,2,NA,0
24046,13,2,NA,0
24046,14,2,NA,0
24046,15,2,NA,0
24046,16,2,NA,0
24047,1,1,8,3
24047,2,1,8,3
24047,3,2,NA,0
24047,4,1,8,3
24047,5,1,8,3
24047,6,1,8,3
24047,7,2,NA,0
24047,8,2,NA,0
24047,9,1,8,3
24047,10,2,NA,0
24047,11,2,NA,0
24047,12,2,NA,0
24047,13,2,NA,0
24047,14,1,8,3
24047,15,2,NA,0
24047,16,2,NA,0
24048,1,1,7,3
24048,2,1,7,3
24048,3,1,7,3
24048,4,1,7,3
24048,5,1,7,3
24048,6,1,7,3
24048,7,2,NA,0
24048,8,2,NA,0
24048,9,1,7,3
24048,10,2,NA,0
24048,11,2,NA,0
24048,12,1,7,3
24048,13,2,NA,0
24048,14,1,7,3
24048,15,2,NA,0
24048,16,2,NA,0
24049,1,1,22,2
24049,2,1,22,2
24049,3,1,22,2
24049,4,1,22,2
24049,5,1,22,2
24049,6,1,22,2
24049,7,2,NA,0
24049,8,2,NA,0
24049,9,1,22,2
24049,10,1,22,2
24049,11,2,NA,0
24049,12,1,22,2
24049,13,2,NA,0
24049,14,1,22,2
24049,15,1,22,1
24049,16,2,NA,0
24050,1,2,NA,0
24050,2,2,NA,0
24050,3,2,NA,0
24050,4,2,NA,0
24050,5,2,NA,0
24050,6,2,NA,0
24050,7,2,NA,0
24050,8,2,NA,0
24050,9,2,NA,0
24050,10,2,NA,0
24050,11,2,NA,0
24050,12,2,NA,0
24050,13,2,NA,0
24050,14,2,NA,0
24050,15,2,NA,0
24050,16,2,NA,0
24051,1,2,NA,0
24051,2,1,10,1
24051,3,2,NA,0
24051,4,1,10,1
24051,5,1,10,1
24051,6,1,10,1
24051,7,2,NA,0
24051,8,2,NA,0
24051,9,1,10,1
24051,10,2,NA,0
24051,11,2,NA,0
24051,12,2,NA,0
24051,13,2,NA,0
24051,14,2,NA,0
24051,15,2,NA,0
24051,16,2,NA,0
24052,1,2,NA,0
24052,2,2,NA,0
24052,3,2,NA,0
24052,4,2,NA,0
24052,5,2,NA,0
24052,6,2,NA,0
24052,7,2,NA,0
24052,8,2,NA,0
24052,9,2,NA,0
24052,10,2,NA,0
24052,11,2,NA,0
24052,12,1,5,3
24052,13,2,NA,0
24052,14,1,5,3
24052,15,2,NA,0
24052,16,2,NA,0
24053,1,2,NA,0
24053,2,2,NA,0
24053,3,2,NA,0
24053,4,1,59,1
24053,5,1,59,1
24053,6,2,NA,0
24053,7,2,NA,0
24053,8,2,NA,0
24053,9,2,NA,0
24053,10,2,NA,0
24053,11,2,NA,0
24053,12,2,NA,0
24053,13,2,NA,0
24053,14,2,NA,0
24053,15,2,NA,0
24053,16,2,NA,0
24054,1,2,NA,0
24054,2,1,65,8
24054,3,2,NA,0
24054,4,1,65,8
24054,5,1,65,8
24054,6,1,65,8
24054,7,2,NA,0
24054,8,1,65,8
24054,9,2,NA,0
24054,10,2,NA,0
24054,11,2,NA,0
24054,12,2,NA,0
24054,13,2,NA,0
24054,14,2,NA,0
24054,15,2,NA,0
24054,16,2,NA,0
24055,1,2,NA,0
24055,2,2,NA,0
24055,3,2,NA,0
24055,4,2,NA,0
24055,5,2,NA,0
24055,6,2,NA,0
24055,7,2,NA,0
24055,8,2,NA,0
24055,9,2,NA,0
24055,10,2,NA,0
24055,11,2,NA,0
24055,12,2,NA,0
24055,13,2,NA,0
24055,14,2,NA,0
24055,15,2,NA,0
24055,16,2,NA,0
24056,1,2,NA,0
24056,2,2,NA,0
24056,3,2,NA,0
24056,4,2,NA,0
24056,5,2,NA,0
24056,6,2,NA,0
24056,7,2,NA,0
24056,8,2,NA,0
24056,9,1,10,1
24056,10,2,NA,0
24056,11,2,NA,0
24056,12,1,10,1
24056,13,2,NA,0
24056,14,2,NA,0
24056,15,2,NA,0
24056,16,2,NA,0
24057,1,2,NA,0
24057,2,1,37,3
24057,3,1,34,3
24057,4,1,34,3
24057,5,1,34,3
24057,6,1,34,3
24057,7,2,NA,0
24057,8,1,34,3
24057,9,1,34,3
24057,10,2,NA,0
24057,11,2,NA,0
24057,12,1,34,3
24057,13,2,NA,0
24057,14,2,NA,0
24057,15,2,NA,0
24057,16,2,NA,0
24058,1,2,NA,0
24058,2,2,NA,0
24058,3,2,NA,0
24058,4,2,NA,0
24058,5,2,NA,0
24058,6,2,NA,0
24058,7,2,NA,0
24058,8,2,NA,0
24058,9,2,NA,0
24058,10,2,NA,0
24058,11,2,NA,0
24058,12,1,31,1
24058,13,2,NA,0
24058,14,2,NA,0
24058,15,2,NA,0
24058,16,2,NA,0
25001,1,2,NA,0
25001,2,1,68,1
25001,3,2,NA,0
25001,4,2,NA,0
25001,5,1,68,1
25001,6,1,68,1
25001,7,2,NA,0
25001,8,2,NA,0
25001,9,1,68,1
25001,10,2,NA,0
25001,11,2,NA,0
25001,12,1,68,1
25001,13,2,NA,0
25001,14,1,68,1
25001,15,2,NA,0
25001,16,9,NSS,997
25002,1,2,NA,0
25002,2,1,72,2
25002,3,2,NA,0
25002,4,2,NA,0
25002,5,1,72,2
25002,6,1,72,2
25002,7,2,NA,0
25002,8,2,NA,0
25002,9,1,72,2
25002,10,2,NA,0
25002,11,2,NA,0
25002,12,2,NA,0
25002,13,2,NA,0
25002,14,2,NA,0
25002,15,2,NA,0
25002,16,2,NA,0
25003,1,1,22,1
25003,2,1,22,1
25003,3,2,NA,0
25003,4,2,NA,0
25003,5,1,22,1
25003,6,1,22,1
25003,7,2,NA,0
25003,8,2,NA,0
25003,9,1,22,1
25003,10,2,NA,0
25003,11,2,NA,0
25003,12,2,NA,0
25003,13,2,NA,0
25003,14,2,NA,0
25003,15,2,NA,0
25003,16,2,NA,0
25004,1,1,28,1
25004,2,2,NA,0
25004,3,1,28,1
25004,4,2,NA,0
25004,5,1,28,1
25004,6,1,28,1
25004,7,2,NA,0
25004,8,1,28,1
25004,9,1,28,1
25004,10,2,NA,0
25004,11,1,28,1
25004,12,1,28,1
25004,13,2,NA,0
25004,14,2,NA,0
25004,15,2,NA,0
25004,16,2,NA,0
25005,1,2,NA,0
25005,2,1,7,3
25005,3,2,NA,0
25005,4,2,NA,0
25005,5,1,7,3
25005,6,1,7,3
25005,7,2,NA,0
25005,8,2,NA,0
25005,9,1,6,3
25005,10,1,1,3
25005,11,2,NA,0
25005,12,2,NA,0
25005,13,2,NA,0
25005,14,2,NA,0
25005,15,2,NA,0
25005,16,2,NA,0
25006,1,2,NA,0
25006,2,1,687,1
25006,3,2,NA,0
25006,4,2,NA,0
25006,5,1,687,1
25006,6,2,NA,0
25006,7,2,NA,0
25006,8,2,NA,0
25006,9,2,NA,0
25006,10,2,NA,0
25006,11,2,NA,0
25006,12,2,NA,0
25006,13,9,NSS,997
25006,14,2,NA,0
25006,15,2,NA,0
25006,16,1,25,1
25007,1,1,27,2
25007,2,2,NA,0
25007,3,2,NA,0
25007,4,1,27,2
25007,5,1,27,2
25007,6,1,27,2
25007,7,2,NA,0
25007,8,2,NA,0
25007,9,2,NA,0
25007,10,2,NA,0
25007,11,2,NA,0
25007,12,2,NA,0
25007,13,2,NA,0
25007,14,2,NA,0
25007,15,2,NA,0
25007,16,2,NA,0
25008,1,2,NA,0
25008,2,1,42,2
25008,3,2,NA,0
25008,4,2,NA,0
25008,5,1,42,2
25008,6,2,NA,0
25008,7,2,NA,0
25008,8,2,NA,0
25008,9,1,31,2
25008,10,1,11,2
25008,11,2,NA,0
25008,12,2,NA,0
25008,13,2,NA,0
25008,14,2,NA,0
25008,15,2,NA,0
25008,16,2,NA,0
25009,1,1,90,3
25009,2,1,90,3
25009,3,2,NA,0
25009,4,1,90,3
25009,5,1,90,3
25009,6,1,90,3
25009,7,2,NA,0
25009,8,2,NA,0
25009,9,1,57,3
25009,10,1,33,3
25009,11,2,NA,0
25009,12,1,90,1
25009,13,2,NA,0
25009,14,1,90,1
25009,15,2,NA,0
25009,16,2,NA,0
25010,1,1,97,3
25010,2,1,187,3
25010,3,2,NA,0
25010,4,2,NA,0
25010,5,1,187,3
25010,6,2,NA,0
25010,7,2,NA,0
25010,8,2,NA,0
25010,9,1,187,3
25010,10,1,187,3
25010,11,2,NA,0
25010,12,2,NA,0
25010,13,2,NA,0
25010,14,2,NA,0
25010,15,2,NA,0
25010,16,2,NA,0
25011,1,2,NA,0
25011,2,2,NA,0
25011,3,2,NA,0
25011,4,1,996,3
25011,5,1,996,3
25011,6,1,784,3
25011,7,2,NA,0
25011,8,1,30,3
25011,9,1,784,3
25011,10,1,212,3
25011,11,2,NA,0
25011,12,2,NA,0
25011,13,2,NA,0
25011,14,2,NA,0
25011,15,2,NA,0
25011,16,2,NA,0
25012,1,2,NA,0
25012,2,2,NA,0
25012,3,2,NA,0
25012,4,2,NA,0
25012,5,1,795,2
25012,6,1,795,2
25012,7,2,NA,0
25012,8,2,NA,0
25012,9,1,795,2
25012,10,2,NA,0
25012,11,2,NA,0
25012,12,2,NA,0
25012,13,2,NA,0
25012,14,1,795,2
25012,15,1,795,2
25012,16,2,NA,0
25013,1,2,NA,0
25013,2,2,NA,0
25013,3,1,24,1
25013,4,2,NA,0
25013,5,2,NA,0
25013,6,2,NA,0
25013,7,2,NA,0
25013,8,1,44,1
25013,9,1,44,1
25013,10,2,NA,0
25013,11,2,NA,0
25013,12,1,44,1
25013,13,2,NA,0
25013,14,1,24,1
25013,15,2,NA,0
25013,16,2,NA,0
25014,1,1,27,2
25014,2,1,27,2
25014,3,2,NA,0
25014,4,2,NA,0
25014,5,1,27,2
25014,6,1,27,2
25014,7,2,NA,0
25014,8,2,NA,0
25014,9,1,27,2
25014,10,2,NA,0
25014,11,2,NA,0
25014,12,2,NA,0
25014,13,2,NA,0
25014,14,1,27,2
25014,15,1,27,2
25014,16,2,NA,0
25015,1,2,NA,0
25015,2,1,83,3
25015,3,2,NA,0
25015,4,2,NA,0
25015,5,1,83,3
25015,6,1,83,3
25015,7,2,NA,0
25015,8,2,NA,0
25015,9,1,83,3
25015,10,2,NA,0
25015,11,2,NA,0
25015,12,2,NA,0
25015,13,2,NA,0
25015,14,2,NA,0
25015,15,2,NA,0
25015,16,2,NA,0
25016,1,2,NA,0
25016,2,1,19,1
25016,3,2,NA,0
25016,4,2,NA,0
25016,5,1,19,1
25016,6,1,19,1
25016,7,2,NA,0
25016,8,2,NA,0
25016,9,1,19,1
25016,10,2,NA,0
25016,11,2,NA,0
25016,12,2,NA,0
25016,13,2,NA,0
25016,14,2,NA,0
25016,15,2,NA,0
25016,16,2,NA,0
25017,1,2,NA,0
25017,2,1,99,2
25017,3,2,NA,0
25017,4,2,NA,0
25017,5,2,NA,0
25017,6,1,99,2
25017,7,2,NA,0
25017,8,2,NA,0
25017,9,1,99,2
25017,10,2,NA,0
25017,11,2,NA,0
25017,12,2,NA,0
25017,13,2,NA,0
25017,14,2,NA,0
25017,15,2,NA,0
25017,16,2,NA,0
25018,1,1,166,3
25018,2,1,166,3
25018,3,1,166,3
25018,4,9,NSS,997
25018,5,1,166,3
25018,6,9,NSS,997
25018,7,2,NA,0
25018,8,1,166,3
25018,9,1,166,3
25018,10,1,46,3
25018,11,2,NA,0
25018,12,2,NA,0
25018,13,2,NA,0
25018,14,2,NA,0
25018,15,1,166,3
25018,16,2,NA,0
26001,1,2,NA,0
26001,2,2,NA,0
26001,3,2,NA,0
26001,4,2,NA,0
26001,5,2,NA,0
26001,6,2,NA,0
26001,7,2,NA,0
26001,8,2,NA,0
26001,9,2,NA,0
26001,10,2,NA,0
26001,11,2,NA,0
26001,12,1,5,1
26001,13,2,NA,0
26001,14,2,NA,0
26001,15,2,NA,0
26001,16,2,NA,0
26002,1,1,99,1
26002,2,1,99,1
26002,3,2,NA,0
26002,4,2,NA,0
26002,5,1,99,1
26002,6,1,99,1
26002,7,2,NA,0
26002,8,2,NA,0
26002,9,2,NA,0
26002,10,2,NA,0
26002,11,2,NA,0
26002,12,2,NA,0
26002,13,2,NA,0
26002,14,2,NA,0
26002,15,2,NA,0
26002,16,2,NA,0
26003,1,2,NA,0
26003,2,2,NA,0
26003,3,2,NA,0
26003,4,2,NA,0
26003,5,2,NA,0
26003,6,2,NA,0
26003,7,2,NA,0
26003,8,2,NA,0
26003,9,2,NA,0
26003,10,2,NA,0
26003,11,2,NA,0
26003,12,1,40,2
26003,13,2,NA,0
