ubicageo_f,preslab_e,rnsnni1,rnsnni2,sexostt,sexos1,sexos2,sexosne
14102,27,2,0,NA,NA,NA,
14102,28,1,1,6,6,0,
14102,29,2,0,NA,NA,NA,
14102,30,1,2,NA,NA,NA,
14102,31,2,0,NA,NA,NA,
14102,32,2,0,NA,NA,NA,
14102,33,2,0,NA,NA,NA,
14103,1,1,1,29,26,3,
14103,2,2,0,NA,NA,NA,
14103,3,2,0,NA,NA,NA,
14103,4,1,1,2,2,0,
14103,5,2,0,NA,NA,NA,
14103,6,2,0,NA,NA,NA,
14103,7,2,0,NA,NA,NA,
14103,8,2,0,NA,NA,NA,
14103,9,2,0,NA,NA,NA,
14103,10,2,0,NA,NA,NA,
14103,11,2,0,NA,NA,NA,
14103,12,2,0,NA,NA,NA,
14103,13,2,0,NA,NA,NA,
14103,14,2,0,NA,NA,NA,
14103,15,2,0,NA,NA,NA,
14103,16,2,0,NA,NA,NA,
14103,17,2,0,NA,NA,NA,
14103,18,2,0,NA,NA,NA,
14103,19,2,0,NA,NA,NA,
14103,20,2,0,NA,NA,NA,
14103,21,2,0,NA,NA,NA,
14103,22,2,0,NA,NA,NA,
14103,23,2,0,NA,NA,NA,
14103,24,2,0,NA,NA,NA,
14103,25,2,0,NA,NA,NA,
14103,26,2,0,NA,NA,NA,
14103,27,2,0,NA,NA,NA,
14103,28,2,0,NA,NA,NA,
14103,29,2,0,NA,NA,NA,
14103,30,1,1,29,26,3,
14103,31,2,0,NA,NA,NA,
14103,32,2,0,NA,NA,NA,
14103,33,2,0,NA,NA,NA,
14104,1,1,1,22,18,4,
14104,2,2,0,NA,NA,NA,
14104,3,2,0,NA,NA,NA,
14104,4,2,0,NA,NA,NA,
14104,5,2,0,NA,NA,NA,
14104,6,2,0,NA,NA,NA,
14104,7,2,0,NA,NA,NA,
14104,8,2,0,NA,NA,NA,
14104,9,9,97,NSS,NSS,NSS,
14104,10,2,0,NA,NA,NA,
14104,11,9,97,NSS,NSS,NSS,
14104,12,9,97,NSS,NSS,NSS,
14104,13,2,0,NA,NA,NA,
14104,14,2,0,NA,NA,NA,
14104,15,1,1,22,18,4,
14104,16,2,0,NA,NA,NA,
14104,17,2,0,NA,NA,NA,
14104,18,2,0,NA,NA,NA,
14104,19,9,97,NSS,NSS,NSS,
14104,20,2,0,NA,NA,NA,
14104,21,2,0,NA,NA,NA,
14104,22,1,1,22,18,4,
14104,23,9,97,NSS,NSS,NSS,
14104,24,2,0,NA,NA,NA,
14104,25,2,0,NA,NA,NA,
14104,26,1,1,22,18,4,
14104,27,9,97,NSS,NSS,NSS,
14104,28,1,1,22,18,4,
14104,29,2,0,NA,NA,NA,
14104,30,1,1,22,18,4,
14104,31,2,0,NA,NA,NA,
14104,32,2,0,NA,NA,NA,
14104,33,2,0,NA,NA,NA,
14105,1,1,1,53,30,23,
14105,2,2,0,NA,NA,NA,
14105,3,2,0,NA,NA,NA,
14105,4,2,0,NA,NA,NA,
14105,5,2,0,NA,NA,NA,
14105,6,1,1,53,30,23,
14105,7,1,1,53,30,23,
14105,8,2,0,NA,NA,NA,
14105,9,1,1,23,NA,23,
14105,10,1,1,53,30,23,
14105,11,1,1,53,30,23,
14105,12,1,1,53,30,23,
14105,13,2,0,NA,NA,NA,
14105,14,2,0,NA,NA,NA,
14105,15,1,1,53,30,23,
14105,16,2,0,NA,NA,NA,
14105,17,2,0,NA,NA,NA,
14105,18,2,0,NA,NA,NA,
14105,19,1,1,53,30,23,
14105,20,2,0,NA,NA,NA,
14105,21,2,0,NA,NA,NA,
14105,22,1,1,53,30,23,
14105,23,2,0,NA,NA,NA,
14105,24,2,0,NA,NA,NA,
14105,25,2,0,NA,NA,NA,
14105,26,2,0,NA,NA,NA,
14105,27,2,0,NA,NA,NA,
14105,28,1,1,53,30,23,
14105,29,2,0,NA,NA,NA,
14105,30,2,0,NA,NA,NA,
14105,31,2,0,NA,NA,NA,
14105,32,2,0,NA,NA,NA,
14105,33,2,0,NA,NA,NA,
14106,1,1,1,2,2,0,
14106,2,2,0,NA,NA,NA,
14106,3,2,0,NA,NA,NA,
14106,4,2,0,NA,NA,NA,
14106,5,2,0,NA,NA,NA,
14106,6,2,0,NA,NA,NA,
14106,7,2,0,NA,NA,NA,
14106,8,2,0,NA,NA,NA,
14106,9,2,0,NA,NA,NA,
14106,10,2,0,NA,NA,NA,
14106,11,2,0,NA,NA,NA,
14106,12,2,0,NA,NA,NA,
14106,13,2,0,NA,NA,NA,
14106,14,2,0,NA,NA,NA,
14106,15,2,0,NA,NA,NA,
14106,16,2,0,NA,NA,NA,
14106,17,2,0,NA,NA,NA,
14106,18,2,0,NA,NA,NA,
14106,19,2,0,NA,NA,NA,
14106,20,2,0,NA,NA,NA,
14106,21,2,0,NA,NA,NA,
14106,22,2,0,NA,NA,NA,
14106,23,2,0,NA,NA,NA,
14106,24,2,0,NA,NA,NA,
14106,25,2,0,NA,NA,NA,
14106,26,2,0,NA,NA,NA,
14106,27,2,0,NA,NA,NA,
14106,28,1,1,2,2,0,
14106,29,2,0,NA,NA,NA,
14106,30,2,0,NA,NA,NA,
14106,31,2,0,NA,NA,NA,
14106,32,2,0,NA,NA,NA,
14106,33,2,0,NA,NA,NA,
14107,1,1,1,8,7,1,
14107,2,2,0,NA,NA,NA,
14107,3,1,2,NA,NA,NA,
14107,4,2,0,NA,NA,NA,
14107,5,2,0,NA,NA,NA,
14107,6,2,0,NA,NA,NA,
14107,7,1,2,NA,NA,NA,
14107,8,1,2,NA,NA,NA,
14107,9,1,2,NA,NA,NA,
14107,10,1,2,NA,NA,NA,
14107,11,2,0,NA,NA,NA,
14107,12,2,0,NA,NA,NA,
14107,13,1,2,NA,NA,NA,
14107,14,1,2,NA,NA,NA,
14107,15,2,0,NA,NA,NA,
14107,16,2,0,NA,NA,NA,
14107,17,1,2,NA,NA,NA,
14107,18,2,0,NA,NA,NA,
14107,19,2,0,NA,NA,NA,
14107,20,1,2,NA,NA,NA,
14107,21,1,2,NA,NA,NA,
14107,22,1,2,NA,NA,NA,
14107,23,1,2,NA,NA,NA,
14107,24,1,2,NA,NA,NA,
14107,25,1,2,NA,NA,NA,
14107,26,1,2,NA,NA,NA,
14107,27,2,0,NA,NA,NA,
14107,28,1,1,8,7,1,
14107,29,2,0,NA,NA,NA,
14107,30,1,2,NA,NA,NA,
14107,31,1,2,NA,NA,NA,
14107,32,1,2,NA,NA,NA,
14107,33,2,0,NA,NA,NA,
14108,1,1,1,45,36,9,
14108,2,2,0,NA,NA,NA,
14108,3,2,0,NA,NA,NA,
14108,4,2,0,NA,NA,NA,
14108,5,2,0,NA,NA,NA,
14108,6,2,0,NA,NA,NA,
14108,7,2,0,NA,NA,NA,
14108,8,1,1,45,36,9,
14108,9,1,1,9,NA,9,
14108,10,2,0,NA,NA,NA,
14108,11,2,0,NA,NA,NA,
14108,12,2,0,NA,NA,NA,
14108,13,2,0,NA,NA,NA,
14108,14,2,0,NA,NA,NA,
14108,15,1,1,45,36,9,
14108,16,1,1,45,36,9,
14108,17,1,1,45,36,9,
14108,18,1,1,45,36,9,
14108,19,1,1,45,36,9,
14108,20,2,0,NA,NA,NA,
14108,21,2,0,NA,NA,NA,
14108,22,1,1,45,36,9,
14108,23,2,0,NA,NA,NA,
14108,24,2,0,NA,NA,NA,
14108,25,1,1,45,36,9,
14108,26,1,1,45,36,9,
14108,27,2,0,NA,NA,NA,
14108,28,1,1,45,36,9,
14108,29,2,0,NA,NA,NA,
14108,30,1,1,45,36,9,
14108,31,2,0,NA,NA,NA,
14108,32,2,0,NA,NA,NA,
14108,33,2,0,NA,NA,NA,
14109,1,1,1,20,9,11,
14109,2,2,0,NA,NA,NA,
14109,3,1,1,16,7,9,
14109,4,1,1,1,1,0,
14109,5,2,0,NA,NA,NA,
14109,6,1,1,1,1,0,
14109,7,2,0,NA,NA,NA,
14109,8,2,0,NA,NA,NA,
14109,9,2,0,NA,NA,NA,
14109,10,2,0,NA,NA,NA,
14109,11,2,0,NA,NA,NA,
14109,12,1,1,4,2,2,
14109,13,1,1,10,5,5,
14109,14,2,0,NA,NA,NA,
14109,15,1,1,20,9,11,
14109,16,2,0,NA,NA,NA,
14109,17,2,0,NA,NA,NA,
14109,18,2,0,NA,NA,NA,
14109,19,2,0,NA,NA,NA,
14109,20,2,0,NA,NA,NA,
14109,21,2,0,NA,NA,NA,
14109,22,1,1,1,1,0,
14109,23,2,0,NA,NA,NA,
14109,24,2,0,NA,NA,NA,
14109,25,2,0,NA,NA,NA,
14109,26,2,0,NA,NA,NA,
14109,27,1,1,4,4,0,
14109,28,1,1,20,9,11,
14109,29,2,0,NA,NA,NA,
14109,30,2,0,NA,NA,NA,
14109,31,2,0,NA,NA,NA,
14109,32,2,0,NA,NA,NA,
14109,33,2,0,NA,NA,NA,
14110,1,1,1,35,23,12,
14110,2,2,0,NA,NA,NA,
14110,3,2,0,NA,NA,NA,
14110,4,9,97,NSS,NSS,NSS,
14110,5,9,97,NSS,NSS,NSS,
14110,6,9,97,NSS,NSS,NSS,
14110,7,9,97,NSS,NSS,NSS,
14110,8,2,0,NA,NA,NA,
14110,9,2,0,NA,NA,NA,
14110,10,2,0,NA,NA,NA,
14110,11,2,0,NA,NA,NA,
14110,12,2,0,NA,NA,NA,
14110,13,2,0,NA,NA,NA,
14110,14,2,0,NA,NA,NA,
14110,15,2,0,NA,NA,NA,
14110,16,2,0,NA,NA,NA,
14110,17,2,0,NA,NA,NA,
14110,18,2,0,NA,NA,NA,
14110,19,2,0,NA,NA,NA,
14110,20,2,0,NA,NA,NA,
14110,21,2,0,NA,NA,NA,
14110,22,1,1,2,1,1,
14110,23,2,0,NA,NA,NA,
14110,24,2,0,NA,NA,NA,
14110,25,2,0,NA,NA,NA,
14110,26,2,0,NA,NA,NA,
14110,27,2,0,NA,NA,NA,
14110,28,1,1,35,23,12,
14110,29,2,0,NA,NA,NA,
14110,30,1,1,35,23,12,
14110,31,2,0,NA,NA,NA,
14110,32,2,0,NA,NA,NA,
14110,33,2,0,NA,NA,NA,
14111,1,1,1,17,14,3,
14111,2,2,0,NA,NA,NA,
14111,3,1,1,17,14,3,
14111,4,2,0,NA,NA,NA,
14111,5,2,0,NA,NA,NA,
14111,6,2,0,NA,NA,NA,
14111,7,2,0,NA,NA,NA,
14111,8,2,0,NA,NA,NA,
14111,9,2,0,NA,NA,NA,
14111,10,2,0,NA,NA,NA,
14111,11,2,0,NA,NA,NA,
14111,12,2,0,NA,NA,NA,
14111,13,2,0,NA,NA,NA,
14111,14,2,0,NA,NA,NA,
14111,15,1,1,17,14,3,
14111,16,2,0,NA,NA,NA,
14111,17,2,0,NA,NA,NA,
14111,18,2,0,NA,NA,NA,
14111,19,1,1,17,14,3,
14111,20,2,0,NA,NA,NA,
14111,21,2,0,NA,NA,NA,
14111,22,2,0,NA,NA,NA,
14111,23,1,1,17,14,3,
14111,24,1,1,17,14,3,
14111,25,1,1,17,14,3,
14111,26,2,0,NA,NA,NA,
14111,27,2,0,NA,NA,NA,
14111,28,1,1,17,14,3,
14111,29,2,0,NA,NA,NA,
14111,30,2,0,NA,NA,NA,
14111,31,2,0,NA,NA,NA,
14111,32,2,0,NA,NA,NA,
14111,33,2,0,NA,NA,NA,
14112,1,1,1,8,5,3,
14112,2,9,97,NSS,NSS,NSS,
14112,3,9,97,NSS,NSS,NSS,
14112,4,9,97,NSS,NSS,NSS,
14112,5,9,97,NSS,NSS,NSS,
14112,6,9,97,NSS,NSS,NSS,
14112,7,9,97,NSS,NSS,NSS,
14112,8,9,97,NSS,NSS,NSS,
14112,9,9,97,NSS,NSS,NSS,
14112,10,9,97,NSS,NSS,NSS,
14112,11,9,97,NSS,NSS,NSS,
14112,12,9,97,NSS,NSS,NSS,
14112,13,9,97,NSS,NSS,NSS,
14112,14,9,97,NSS,NSS,NSS,
14112,15,1,1,8,5,3,
14112,16,9,97,NSS,NSS,NSS,
14112,17,9,97,NSS,NSS,NSS,
14112,18,9,97,NSS,NSS,NSS,
14112,19,1,1,8,5,3,
14112,20,9,97,NSS,NSS,NSS,
14112,21,9,97,NSS,NSS,NSS,
14112,22,1,1,8,5,3,
14112,23,9,97,NSS,NSS,NSS,
14112,24,9,97,NSS,NSS,NSS,
14112,25,9,97,NSS,NSS,NSS,
14112,26,9,97,NSS,NSS,NSS,
14112,27,9,97,NSS,NSS,NSS,
14112,28,1,1,8,5,3,
14112,29,9,97,NSS,NSS,NSS,
14112,30,9,97,NSS,NSS,NSS,
14112,31,9,97,NSS,NSS,NSS,
14112,32,9,97,NSS,NSS,NSS,
14112,33,9,97,NSS,NSS,NSS,
14113,1,1,1,25,17,8,
14113,2,2,0,NA,NA,NA,
14113,3,2,0,NA,NA,NA,
14113,4,1,1,25,17,8,
14113,5,1,1,25,17,8,
14113,6,1,1,25,17,8,
14113,7,1,1,25,17,8,
14113,8,2,0,NA,NA,NA,
14113,9,2,0,NA,NA,NA,
14113,10,2,0,NA,NA,NA,
14113,11,1,1,25,17,8,
14113,12,2,0,NA,NA,NA,
14113,13,2,0,NA,NA,NA,
14113,14,2,0,NA,NA,NA,
14113,15,1,1,25,17,8,
14113,16,2,0,NA,NA,NA,
14113,17,2,0,NA,NA,NA,
14113,18,1,1,25,17,8,
14113,19,1,1,25,17,8,
14113,20,2,0,NA,NA,NA,
14113,21,2,0,NA,NA,NA,
14113,22,1,1,25,17,8,
14113,23,2,0,NA,NA,NA,
14113,24,2,0,NA,NA,NA,
14113,25,2,0,NA,NA,NA,
14113,26,2,0,NA,NA,NA,
14113,27,2,0,NA,NA,NA,
14113,28,1,1,25,17,8,
14113,29,2,0,NA,NA,NA,
14113,30,2,0,NA,NA,NA,
14113,31,2,0,NA,NA,NA,
14113,32,2,0,NA,NA,NA,
14113,33,2,0,NA,NA,NA,
14114,1,1,1,26,22,4,
14114,2,2,0,NA,NA,NA,
14114,3,2,0,NA,NA,NA,
14114,4,9,97,NSS,NSS,NSS,
14114,5,2,0,NA,NA,NA,
14114,6,2,0,NA,NA,NA,
14114,7,2,0,NA,NA,NA,
14114,8,2,0,NA,NA,NA,
14114,9,2,0,NA,NA,NA,
14114,10,2,0,NA,NA,NA,
14114,11,2,0,NA,NA,NA,
14114,12,2,0,NA,NA,NA,
14114,13,2,0,NA,NA,NA,
14114,14,2,0,NA,NA,NA,
14114,15,2,0,NA,NA,NA,
14114,16,2,0,NA,NA,NA,
14114,17,2,0,NA,NA,NA,
14114,18,2,0,NA,NA,NA,
14114,19,2,0,NA,NA,NA,
14114,20,2,0,NA,NA,NA,
14114,21,2,0,NA,NA,NA,
14114,22,2,0,NA,NA,NA,
14114,23,2,0,NA,NA,NA,
14114,24,2,0,NA,NA,NA,
14114,25,2,0,NA,NA,NA,
14114,26,2,0,NA,NA,NA,
14114,27,2,0,NA,NA,NA,
14114,28,1,1,26,22,4,
14114,29,2,0,NA,NA,NA,
14114,30,2,0,NA,NA,NA,
14114,31,1,1,26,22,4,
14114,32,1,1,26,22,4,
14114,33,2,0,NA,NA,NA,
14115,1,1,1,22,20,2,
14115,2,2,0,NA,NA,NA,
14115,3,2,0,NA,NA,NA,
14115,4,2,0,NA,NA,NA,
14115,5,2,0,NA,NA,NA,
14115,6,2,0,NA,NA,NA,
14115,7,2,0,NA,NA,NA,
14115,8,2,0,NA,NA,NA,
14115,9,2,0,NA,NA,NA,
14115,10,2,0,NA,NA,NA,
14115,11,2,0,NA,NA,NA,
14115,12,2,0,NA,NA,NA,
14115,13,2,0,NA,NA,NA,
14115,14,2,0,NA,NA,NA,
14115,15,2,0,NA,NA,NA,
14115,16,2,0,NA,NA,NA,
14115,17,2,0,NA,NA,NA,
14115,18,2,0,NA,NA,NA,
14115,19,2,0,NA,NA,NA,
14115,20,2,0,NA,NA,NA,
14115,21,2,0,NA,NA,NA,
14115,22,2,0,NA,NA,NA,
14115,23,2,0,NA,NA,NA,
14115,24,2,0,NA,NA,NA,
14115,25,2,0,NA,NA,NA,
14115,26,1,1,22,20,2,
14115,27,2,0,NA,NA,NA,
14115,28,1,1,22,20,2,
14115,29,2,0,NA,NA,NA,
14115,30,2,0,NA,NA,NA,
14115,31,2,0,NA,NA,NA,
14115,32,2,0,NA,NA,NA,
14115,33,2,0,NA,NA,NA,
14116,1,1,1,39,37,2,
14116,2,2,0,NA,NA,NA,
14116,3,2,0,NA,NA,NA,
14116,4,1,1,39,37,2,
14116,5,2,0,NA,NA,NA,
14116,6,2,0,NA,NA,NA,
14116,7,1,1,39,37,2,
14116,8,2,0,NA,NA,NA,
14116,9,1,1,2,NA,2,
14116,10,2,0,NA,NA,NA,
14116,11,2,0,NA,NA,NA,
14116,12,1,1,39,37,2,
14116,13,2,0,NA,NA,NA,
14116,14,2,0,NA,NA,NA,
14116,15,1,1,39,37,2,
14116,16,2,0,NA,NA,NA,
14116,17,2,0,NA,NA,NA,
14116,18,2,0,NA,NA,NA,
14116,19,1,1,39,37,2,
14116,20,2,0,NA,NA,NA,
14116,21,2,0,NA,NA,NA,
14116,22,1,1,2,0,2,
14116,23,2,0,NA,NA,NA,
14116,24,2,0,NA,NA,NA,
14116,25,2,0,NA,NA,NA,
14116,26,2,0,NA,NA,NA,
14116,27,2,0,NA,NA,NA,
14116,28,1,1,39,37,2,
14116,29,2,0,NA,NA,NA,
14116,30,1,1,39,37,2,
14116,31,2,0,NA,NA,NA,
14116,32,2,0,NA,NA,NA,
14116,33,2,0,NA,NA,NA,
14117,1,1,1,9,7,2,
14117,2,2,0,NA,NA,NA,
14117,3,2,0,NA,NA,NA,
14117,4,2,0,NA,NA,NA,
14117,5,2,0,NA,NA,NA,
14117,6,2,0,NA,NA,NA,
14117,7,2,0,NA,NA,NA,
14117,8,2,0,NA,NA,NA,
14117,9,1,1,1,NA,1,
14117,10,2,0,NA,NA,NA,
14117,11,2,0,NA,NA,NA,
14117,12,2,0,NA,NA,NA,
14117,13,2,0,NA,NA,NA,
14117,14,2,0,NA,NA,NA,
14117,15,1,1,9,7,2,
14117,16,2,0,NA,NA,NA,
14117,17,2,0,NA,NA,NA,
14117,18,2,0,NA,NA,NA,
14117,19,1,1,11,9,2,
14117,20,2,0,NA,NA,NA,
14117,21,2,0,NA,NA,NA,
14117,22,1,1,1,0,1,
14117,23,1,1,1,1,0,
14117,24,2,0,NA,NA,NA,
14117,25,2,0,NA,NA,NA,
14117,26,1,1,11,9,2,
14117,27,2,0,NA,NA,NA,
14117,28,1,1,11,9,2,
14117,29,2,0,NA,NA,NA,
14117,30,2,0,NA,NA,NA,
14117,31,2,0,NA,NA,NA,
14117,32,2,0,NA,NA,NA,
14117,33,2,0,NA,NA,NA,
14118,1,1,1,40,23,17,
14118,2,2,0,NA,NA,NA,
14118,3,2,0,NA,NA,NA,
14118,4,2,0,NA,NA,NA,
14118,5,2,0,NA,NA,NA,
14118,6,2,0,NA,NA,NA,
14118,7,2,0,NA,NA,NA,
14118,8,2,0,NA,NA,NA,
14118,9,1,1,17,NA,17,
14118,10,2,0,NA,NA,NA,
14118,11,2,0,NA,NA,NA,
14118,12,2,0,NA,NA,NA,
14118,13,2,0,NA,NA,NA,
14118,14,2,0,NA,NA,NA,
14118,15,2,0,NA,NA,NA,
14118,16,2,0,NA,NA,NA,
14118,17,2,0,NA,NA,NA,
14118,18,2,0,NA,NA,NA,
14118,19,1,1,40,23,17,
14118,20,2,0,NA,NA,NA,
14118,21,2,0,NA,NA,NA,
14118,22,1,1,40,23,17,
14118,23,2,0,NA,NA,NA,
14118,24,1,1,40,23,17,
14118,25,2,0,NA,NA,NA,
14118,26,1,1,40,23,17,
14118,27,2,0,NA,NA,NA,
14118,28,1,1,40,23,17,
14118,29,2,0,NA,NA,NA,
14118,30,2,0,NA,NA,NA,
14118,31,2,0,NA,NA,NA,
14118,32,2,0,NA,NA,NA,
14118,33,2,0,NA,NA,NA,
14119,1,1,1,67,57,10,
14119,2,2,0,NA,NA,NA,
14119,3,2,0,NA,NA,NA,
14119,4,2,0,NA,NA,NA,
14119,5,2,0,NA,NA,NA,
14119,6,2,0,NA,NA,NA,
14119,7,2,0,NA,NA,NA,
14119,8,2,0,NA,NA,NA,
14119,9,2,0,NA,NA,NA,
14119,10,2,0,NA,NA,NA,
14119,11,2,0,NA,NA,NA,
14119,12,2,0,NA,NA,NA,
14119,13,2,0,NA,NA,NA,
14119,14,2,0,NA,NA,NA,
14119,15,2,0,NA,NA,NA,
14119,16,2,0,NA,NA,NA,
14119,17,2,0,NA,NA,NA,
14119,18,2,0,NA,NA,NA,
14119,19,2,0,NA,NA,NA,
14119,20,2,0,NA,NA,NA,
14119,21,2,0,NA,NA,NA,
14119,22,2,0,NA,NA,NA,
14119,23,2,0,NA,NA,NA,
14119,24,2,0,NA,NA,NA,
14119,25,2,0,NA,NA,NA,
14119,26,2,0,NA,NA,NA,
14119,27,2,0,NA,NA,NA,
14119,28,1,1,67,57,10,
14119,29,2,0,NA,NA,NA,
14119,30,1,1,67,57,10,
14119,31,2,0,NA,NA,NA,
14119,32,2,0,NA,NA,NA,
14119,33,2,0,NA,NA,NA,
14120,1,1,1,2753,2282,471,
14120,2,2,0,NA,NA,NA,
14120,3,2,0,NA,NA,NA,
14120,4,1,1,23,12,11,
14120,5,2,0,NA,NA,NA,
14120,6,2,0,NA,NA,NA,
14120,7,2,0,NA,NA,NA,
14120,8,2,0,NA,NA,NA,
14120,9,1,1,12,NA,12,
14120,10,2,0,NA,NA,NA,
14120,11,2,0,NA,NA,NA,
14120,12,2,0,NA,NA,NA,
14120,13,1,1,2753,2282,471,
14120,14,2,0,NA,NA,NA,
14120,15,1,1,2753,2282,471,
14120,16,2,0,NA,NA,NA,
14120,17,2,0,NA,NA,NA,
14120,18,2,0,NA,NA,NA,
14120,19,1,1,2753,2282,471,
14120,20,1,1,2753,2282,471,
14120,21,2,0,NA,NA,NA,
14120,22,1,1,45,39,6,
14120,23,1,1,2753,2282,471,
14120,24,1,1,2753,2282,471,
14120,25,2,0,NA,NA,NA,
14120,26,1,1,2753,2282,471,
14120,27,1,1,2753,2282,471,
14120,28,1,1,2753,2282,471,
14120,29,1,1,2753,2282,471,
14120,30,1,1,2753,2282,471,
14120,31,2,0,NA,NA,NA,
14120,32,1,1,2753,2282,471,
14120,33,2,0,NA,NA,NA,
14121,1,1,1,65,44,21,
14121,2,2,0,NA,NA,NA,
14121,3,2,0,NA,NA,NA,
14121,4,2,0,NA,NA,NA,
14121,5,2,0,NA,NA,NA,
14121,6,2,0,NA,NA,NA,
14121,7,2,0,NA,NA,NA,
14121,8,2,0,NA,NA,NA,
14121,9,2,0,NA,NA,NA,
14121,10,2,0,NA,NA,NA,
14121,11,2,0,NA,NA,NA,
14121,12,2,0,NA,NA,NA,
14121,13,2,0,NA,NA,NA,
14121,14,2,0,NA,NA,NA,
14121,15,2,0,NA,NA,NA,
14121,16,2,0,NA,NA,NA,
14121,17,2,0,NA,NA,NA,
14121,18,2,0,NA,NA,NA,
14121,19,1,1,65,44,21,
14121,20,2,0,NA,NA,NA,
14121,21,2,0,NA,NA,NA,
14121,22,2,0,NA,NA,NA,
14121,23,2,0,NA,NA,NA,
14121,24,2,0,NA,NA,NA,
14121,25,2,0,NA,NA,NA,
14121,26,2,0,NA,NA,NA,
14121,27,2,0,NA,NA,NA,
14121,28,1,1,65,44,21,
14121,29,2,0,NA,NA,NA,
14121,30,1,1,65,44,21,
14121,31,2,0,NA,NA,NA,
14121,32,2,0,NA,NA,NA,
14121,33,2,0,NA,NA,NA,
14122,1,1,1,13,12,1,
14122,2,2,0,NA,NA,NA,
14122,3,2,0,NA,NA,NA,
14122,4,2,0,NA,NA,NA,
14122,5,2,0,NA,NA,NA,
14122,6,2,0,NA,NA,NA,
14122,7,2,0,NA,NA,NA,
14122,8,2,0,NA,NA,NA,
14122,9,2,0,NA,NA,NA,
14122,10,2,0,NA,NA,NA,
14122,11,2,0,NA,NA,NA,
14122,12,2,0,NA,NA,NA,
14122,13,2,0,NA,NA,NA,
14122,14,2,0,NA,NA,NA,
14122,15,1,1,13,12,1,
14122,16,2,0,NA,NA,NA,
14122,17,2,0,NA,NA,NA,
14122,18,1,1,13,12,1,
14122,19,1,2,NA,NA,NA,
14122,20,2,0,NA,NA,NA,
14122,21,2,0,NA,NA,NA,
14122,22,1,1,13,12,1,
14122,23,2,0,NA,NA,NA,
14122,24,2,0,NA,NA,NA,
14122,25,2,0,NA,NA,NA,
14122,26,1,1,13,12,1,
14122,27,2,0,NA,NA,NA,
14122,28,1,1,13,12,1,
14122,29,2,0,NA,NA,NA,
14122,30,1,1,13,12,1,
14122,31,2,0,NA,NA,NA,
14122,32,2,0,NA,NA,NA,
14122,33,2,0,NA,NA,NA,
14123,1,1,1,32,26,6,
14123,2,2,0,NA,NA,NA,
14123,3,2,0,NA,NA,NA,
14123,4,2,0,NA,NA,NA,
14123,5,2,0,NA,NA,NA,
14123,6,2,0,NA,NA,NA,
14123,7,2,0,NA,NA,NA,
14123,8,2,0,NA,NA,NA,
14123,9,2,0,NA,NA,NA,
14123,10,2,0,NA,NA,NA,
14123,11,2,0,NA,NA,NA,
14123,12,2,0,NA,NA,NA,
14123,13,2,0,NA,NA,NA,
14123,14,2,0,NA,NA,NA,
14123,15,2,0,NA,NA,NA,
14123,16,2,0,NA,NA,NA,
14123,17,2,0,NA,NA,NA,
14123,18,2,0,NA,NA,NA,
14123,19,2,0,NA,NA,NA,
14123,20,2,0,NA,NA,NA,
14123,21,2,0,NA,NA,NA,
14123,22,2,0,NA,NA,NA,
14123,23,2,0,NA,NA,NA,
14123,24,2,0,NA,NA,NA,
14123,25,2,0,NA,NA,NA,
14123,26,2,0,NA,NA,NA,
14123,27,2,0,NA,NA,NA,
14123,28,1,1,32,26,6,
14123,29,2,0,NA,NA,NA,
14123,30,1,1,32,26,6,
14123,31,2,0,NA,NA,NA,
14123,32,2,0,NA,NA,NA,
14123,33,2,0,NA,NA,NA,
14124,1,1,1,128,101,27,
14124,2,2,0,NA,NA,NA,
14124,3,2,0,NA,NA,NA,
14124,4,1,1,128,101,27,
14124,5,2,0,NA,NA,NA,
14124,6,1,1,128,101,27,
14124,7,2,0,NA,NA,NA,
14124,8,2,0,NA,NA,NA,
14124,9,2,0,NA,NA,NA,
14124,10,2,0,NA,NA,NA,
14124,11,2,0,NA,NA,NA,
14124,12,1,1,128,101,27,
14124,13,2,0,NA,NA,NA,
14124,14,2,0,NA,NA,NA,
14124,15,2,0,NA,NA,NA,
14124,16,2,0,NA,NA,NA,
14124,17,2,0,NA,NA,NA,
14124,18,1,1,128,101,27,
14124,19,1,1,128,101,27,
14124,20,2,0,NA,NA,NA,
14124,21,2,0,NA,NA,NA,
14124,22,1,1,128,101,27,
14124,23,2,0,NA,NA,NA,
14124,24,1,1,128,101,27,
14124,25,2,0,NA,NA,NA,
14124,26,2,0,NA,NA,NA,
14124,27,1,1,128,101,27,
14124,28,1,1,128,101,27,
14124,29,2,0,NA,NA,NA,
14124,30,1,1,128,101,27,
14124,31,2,0,NA,NA,NA,
14124,32,2,0,NA,NA,NA,
14124,33,2,0,NA,NA,NA,
14125,1,1,1,24,14,10,
14125,2,9,97,NSS,NSS,NSS,
14125,3,9,97,NSS,NSS,NSS,
14125,4,9,97,NSS,NSS,NSS,
14125,5,9,97,NSS,NSS,NSS,
14125,6,9,97,NSS,NSS,NSS,
14125,7,9,97,NSS,NSS,NSS,
14125,8,9,97,NSS,NSS,NSS,
14125,9,9,97,NSS,NSS,NSS,
14125,10,9,97,NSS,NSS,NSS,
14125,11,9,97,NSS,NSS,NSS,
14125,12,9,97,NSS,NSS,NSS,
14125,13,9,97,NSS,NSS,NSS,
14125,14,9,97,NSS,NSS,NSS,
14125,15,9,97,NSS,NSS,NSS,
