ubicageo_f,trapertt,traper1,traper2,traper3,traper4,traper5,traper6
31061,0,0,0,0,0,0,0
31062,0,0,0,0,0,0,0
31063,0,0,0,0,0,0,0
31064,0,0,0,0,0,0,0
31065,15,10,0,5,0,0,0
31066,0,0,0,0,0,0,0
31067,1,1,0,0,0,0,0
31068,0,0,0,0,0,0,0
31069,0,0,0,0,0,0,0
31070,2,2,0,0,0,0,0
31071,0,0,0,0,0,0,0
31072,1,0,0,1,0,0,0
31073,0,0,0,0,0,0,0
31074,0,0,0,0,0,0,0
31075,0,0,0,0,0,0,0
31076,6,6,0,0,0,0,0
31077,0,0,0,0,0,0,0
31078,0,0,0,0,0,0,0
31079,391,201,0,150,40,0,0
31080,0,0,0,0,0,0,0
31081,0,0,0,0,0,0,0
31082,3,3,0,0,0,0,0
31083,6,6,0,0,0,0,0
31084,2,0,0,2,0,0,0
31085,5,0,0,5,0,0,0
31086,0,0,0,0,0,0,0
31087,1,1,0,0,0,0,0
31088,0,0,0,0,0,0,0
31089,0,0,0,0,0,0,0
31090,0,0,0,0,0,0,0
31091,0,0,0,0,0,0,0
31092,0,0,0,0,0,0,0
31093,6,5,0,1,0,0,0
31094,0,0,0,0,0,0,0
31095,1,1,0,0,0,0,0
31096,517,136,0,380,1,0,0
31097,2,0,0,2,0,0,0
31098,0,0,0,0,0,0,0
31099,20,12,0,8,0,0,0
31100,2,0,0,2,0,0,0
31101,0,0,0,0,0,0,0
31102,51,51,0,0,0,0,0
31103,2,2,0,0,0,0,0
31104,1,1,0,0,0,0,0
31105,0,0,0,0,0,0,0
31106,0,0,0,0,0,0,0
32001,0,0,0,0,0,0,0
32002,NA,NA,NA,NA,NA,NA,NA
32003,36,0,0,20,16,0,0
32004,0,0,0,0,0,0,0
32005,9,9,0,0,0,0,0
32006,0,0,0,0,0,0,0
32007,0,0,0,0,0,0,0
32008,0,0,0,0,0,0,0
32009,0,0,0,0,0,0,0
32010,168,168,0,0,0,0,0
32011,1,1,0,0,0,0,0
32012,0,0,0,0,0,0,0
32013,0,0,0,0,0,0,0
32014,3,0,0,0,3,0,0
32015,0,0,0,0,0,0,0
32016,6,0,0,0,0,6,0
32017,0,0,0,0,0,0,0
32018,3,0,0,3,0,0,0
32019,3,0,3,0,0,0,0
32020,NSS,NSS,NSS,NSS,NSS,NSS,NSS
32021,0,0,0,0,0,0,0
32022,8,4,0,4,0,0,0
32023,150,50,50,50,0,0,0
32024,2,2,0,0,0,0,0
32025,8,6,0,2,0,0,0
32026,0,0,0,0,0,0,0
32027,0,0,0,0,0,0,0
32028,0,0,0,0,0,0,0
32029,0,0,0,0,0,0,0
32030,4,0,0,0,4,0,0
32031,0,0,0,0,0,0,0
32032,0,0,0,0,0,0,0
32033,0,0,0,0,0,0,0
32034,0,0,0,0,0,0,0
32035,1,1,0,0,0,0,0
32036,0,0,0,0,0,0,0
32037,5,5,0,0,0,0,0
32038,0,0,0,0,0,0,0
32039,0,0,0,0,0,0,0
32040,3,0,0,0,0,3,0
32041,0,0,0,0,0,0,0
32042,0,0,0,0,0,0,0
32043,0,0,0,0,0,0,0
32044,0,0,0,0,0,0,0
32045,0,0,0,0,0,0,0
32046,0,0,0,0,0,0,0
32047,0,0,0,0,0,0,0
32048,2,2,0,0,0,0,0
32049,303,0,39,251,13,0,0
32050,2,2,0,0,0,0,0
32051,0,0,0,0,0,0,0
32052,0,0,0,0,0,0,0
32053,0,0,0,0,0,0,0
32054,25,0,0,20,5,0,0
32055,0,0,0,0,0,0,0
32056,297,297,0,0,0,0,0
32057,350,220,70,0,60,0,0
32058,0,0,0,0,0,0,0
