ubicageo_f,tordenes_b,rnsnni1,ordcum1,ordcum2
7098,2,2,NA,NA
7098,3,2,NA,NA
7098,4,2,NA,NA
7098,5,1,5,0
7098,6,2,NA,NA
7099,1,2,NA,NA
7099,2,2,NA,NA
7099,3,2,NA,NA
7099,4,2,NA,NA
7099,5,2,NA,NA
7099,6,2,NA,NA
7100,1,2,NA,NA
7100,2,1,36,36
7100,3,2,NA,NA
7100,4,2,NA,NA
7100,5,1,42,42
7100,6,2,NA,NA
7101,1,2,NA,NA
7101,2,2,NA,NA
7101,3,2,NA,NA
7101,4,1,252,252
7101,5,1,78,78
7101,6,2,NA,NA
7102,1,2,NA,NA
7102,2,2,NA,NA
7102,3,2,NA,NA
7102,4,2,NA,NA
7102,5,2,NA,NA
7102,6,2,NA,NA
7103,1,2,NA,NA
7103,2,2,NA,NA
7103,3,2,NA,NA
7103,4,2,NA,NA
7103,5,2,NA,NA
7103,6,2,NA,NA
7104,1,2,NA,NA
7104,2,2,NA,NA
7104,3,2,NA,NA
7104,4,2,NA,NA
7104,5,2,NA,NA
7104,6,2,NA,NA
7105,1,2,NA,NA
7105,2,2,NA,NA
7105,3,2,NA,NA
7105,4,2,NA,NA
7105,5,2,NA,NA
7105,6,2,NA,NA
7106,1,2,NA,NA
7106,2,2,NA,NA
7106,3,2,NA,NA
7106,4,2,NA,NA
7106,5,2,NA,NA
7106,6,2,NA,NA
7107,1,2,NA,NA
7107,2,2,NA,NA
7107,3,2,NA,NA
7107,4,2,NA,NA
7107,5,2,NA,NA
7107,6,2,NA,NA
7108,1,2,NA,NA
7108,2,2,NA,NA
7108,3,2,NA,NA
7108,4,2,NA,NA
7108,5,2,NA,NA
7108,6,2,NA,NA
7109,1,2,NA,NA
7109,2,2,NA,NA
7109,3,2,NA,NA
7109,4,1,2,2
7109,5,1,155,155
7109,6,2,NA,NA
7110,1,2,NA,NA
7110,2,2,NA,NA
7110,3,2,NA,NA
7110,4,1,5,5
7110,5,1,28,28
7110,6,2,NA,NA
7111,1,2,NA,NA
7111,2,2,NA,NA
7111,3,2,NA,NA
7111,4,2,NA,NA
7111,5,2,NA,NA
7111,6,2,NA,NA
7112,1,2,NA,NA
7112,2,2,NA,NA
7112,3,2,NA,NA
7112,4,2,NA,NA
7112,5,2,NA,NA
7112,6,2,NA,NA
7113,1,2,NA,NA
7113,2,2,NA,NA
7113,3,2,NA,NA
7113,4,2,NA,NA
7113,5,2,NA,NA
7113,6,2,NA,NA
7114,1,2,NA,NA
7114,2,1,3,3
7114,3,2,NA,NA
7114,4,2,NA,NA
7114,5,1,7,7
7114,6,2,NA,NA
7115,1,2,NA,NA
7115,2,2,NA,NA
7115,3,2,NA,NA
7115,4,2,NA,NA
7115,5,2,NA,NA
7115,6,2,NA,NA
7116,1,2,NA,NA
7116,2,2,NA,NA
7116,3,2,NA,NA
7116,4,2,NA,NA
7116,5,2,NA,NA
7116,6,2,NA,NA
7117,1,2,NA,NA
7117,2,1,5,5
7117,3,2,NA,NA
7117,4,1,15,15
7117,5,1,4,4
7117,6,2,NA,NA
7118,1,2,NA,NA
7118,2,2,NA,NA
7118,3,2,NA,NA
7118,4,2,NA,NA
7118,5,2,NA,NA
7118,6,2,NA,NA
7119,1,2,NA,NA
7119,2,2,NA,NA
7119,3,2,NA,NA
7119,4,2,NA,NA
7119,5,2,NA,NA
7119,6,2,NA,NA
7120,1,2,NA,NA
7120,2,2,NA,NA
7120,3,2,NA,NA
7120,4,2,NA,NA
7120,5,2,NA,NA
7120,6,2,NA,NA
7121,1,2,NA,NA
7121,2,2,NA,NA
7121,3,2,NA,NA
7121,4,2,NA,NA
7121,5,2,NA,NA
7121,6,2,NA,NA
7122,1,2,NA,NA
7122,2,2,NA,NA
7122,3,2,NA,NA
7122,4,2,NA,NA
7122,5,2,NA,NA
7122,6,2,NA,NA
7123,1,2,NA,NA
7123,2,2,NA,NA
7123,3,2,NA,NA
7123,4,2,NA,NA
7123,5,1,10,10
7123,6,2,NA,NA
7124,1,2,NA,NA
7124,2,2,NA,NA
7124,3,2,NA,NA
7124,4,1,13,13
7124,5,1,27,27
7124,6,2,NA,NA
7125,1,2,NA,NA
7125,2,2,NA,NA
7125,3,2,NA,NA
7125,4,2,NA,NA
7125,5,2,NA,NA
7125,6,2,NA,NA
8001,1,1,192,50
8001,2,1,49,20
8001,3,2,NA,NA
8001,4,1,7,7
8001,5,2,NA,NA
8001,6,2,NA,NA
8002,1,2,NA,NA
8002,2,2,NA,NA
8002,3,2,NA,NA
8002,4,2,NA,NA
8002,5,2,NA,NA
8002,6,2,NA,NA
8003,1,2,NA,NA
8003,2,2,NA,NA
8003,3,2,NA,NA
8003,4,2,NA,NA
8003,5,2,NA,NA
8003,6,2,NA,NA
8004,1,1,4,4
8004,2,2,NA,NA
8004,3,2,NA,NA
8004,4,1,11,11
8004,5,1,3,3
8004,6,2,NA,NA
8005,1,2,NA,NA
8005,2,2,NA,NA
8005,3,2,NA,NA
8005,4,2,NA,NA
8005,5,2,NA,NA
8005,6,2,NA,NA
8006,1,2,NA,NA
8006,2,2,NA,NA
8006,3,2,NA,NA
8006,4,2,NA,NA
8006,5,2,NA,NA
8006,6,2,NA,NA
8007,1,2,NA,NA
8007,2,2,NA,NA
8007,3,2,NA,NA
8007,4,2,NA,NA
8007,5,2,NA,NA
8007,6,2,NA,NA
8008,1,2,NA,NA
8008,2,2,NA,NA
8008,3,2,NA,NA
8008,4,2,NA,NA
8008,5,2,NA,NA
8008,6,2,NA,NA
8009,1,2,NA,NA
8009,2,2,NA,NA
8009,3,2,NA,NA
8009,4,2,NA,NA
8009,5,2,NA,NA
8009,6,2,NA,NA
8010,1,2,NA,NA
8010,2,2,NA,NA
8010,3,2,NA,NA
8010,4,2,NA,NA
8010,5,2,NA,NA
8010,6,1,2,1
8011,1,2,NA,NA
8011,2,2,NA,NA
8011,3,2,NA,NA
8011,4,2,NA,NA
8011,5,2,NA,NA
8011,6,2,NA,NA
8012,1,2,NA,NA
8012,2,2,NA,NA
8012,3,2,NA,NA
8012,4,2,NA,NA
8012,5,2,NA,NA
8012,6,2,NA,NA
8013,1,1,NSS,NSS
8013,2,1,NSS,NSS
8013,3,2,NA,NA
8013,4,1,NSS,NSS
8013,5,2,NA,NA
8013,6,2,NA,NA
8014,1,2,NA,NA
8014,2,2,NA,NA
8014,3,2,NA,NA
8014,4,1,1,1
8014,5,2,NA,NA
8014,6,2,NA,NA
8015,1,2,NA,NA
8015,2,1,4,4
8015,3,2,NA,NA
8015,4,2,NA,NA
8015,5,2,NA,NA
8015,6,2,NA,NA
8016,1,2,NA,NA
8016,2,2,NA,NA
8016,3,2,NA,NA
8016,4,2,NA,NA
8016,5,2,NA,NA
8016,6,2,NA,NA
8017,1,2,NA,NA
8017,2,2,NA,NA
8017,3,2,NA,NA
8017,4,2,NA,NA
8017,5,2,NA,NA
8017,6,2,NA,NA
8018,1,2,NA,NA
8018,2,2,NA,NA
8018,3,2,NA,NA
8018,4,2,NA,NA
8018,5,2,NA,NA
8018,6,2,NA,NA
8019,1,1,51,51
8019,2,2,NA,NA
8019,3,1,45,45
8019,4,1,20,20
8019,5,2,NA,NA
8019,6,1,74,74
8020,1,2,NA,NA
8020,2,2,NA,NA
8020,3,2,NA,NA
8020,4,2,NA,NA
8020,5,2,NA,NA
8020,6,2,NA,NA
8021,1,2,NA,NA
8021,2,2,NA,NA
8021,3,2,NA,NA
8021,4,1,3,3
8021,5,2,NA,NA
8021,6,2,NA,NA
8022,1,2,NA,NA
8022,2,2,NA,NA
8022,3,2,NA,NA
8022,4,2,NA,NA
8022,5,2,NA,NA
8022,6,2,NA,NA
8023,1,2,NA,NA
8023,2,2,NA,NA
8023,3,2,NA,NA
8023,4,2,NA,NA
8023,5,2,NA,NA
8023,6,2,NA,NA
8024,1,1,3,1
8024,2,2,NA,NA
8024,3,2,NA,NA
8024,4,1,1,1
8024,5,2,NA,NA
8024,6,2,NA,NA
8025,1,2,NA,NA
8025,2,2,NA,NA
8025,3,2,NA,NA
8025,4,2,NA,NA
8025,5,2,NA,NA
8025,6,2,NA,NA
8026,1,2,NA,NA
8026,2,2,NA,NA
8026,3,2,NA,NA
8026,4,2,NA,NA
8026,5,2,NA,NA
8026,6,2,NA,NA
8027,1,9,NSS,NSS
8027,2,9,NSS,NSS
8027,3,9,NSS,NSS
8027,4,9,NSS,NSS
8027,5,9,NSS,NSS
8027,6,9,NSS,NSS
8028,1,2,NA,NA
8028,2,2,NA,NA
8028,3,2,NA,NA
8028,4,2,NA,NA
8028,5,2,NA,NA
8028,6,2,NA,NA
8029,1,2,NA,NA
8029,2,2,NA,NA
8029,3,2,NA,NA
8029,4,2,NA,NA
8029,5,2,NA,NA
8029,6,2,NA,NA
8030,1,2,NA,NA
8030,2,2,NA,NA
8030,3,2,NA,NA
8030,4,2,NA,NA
8030,5,2,NA,NA
8030,6,2,NA,NA
8031,1,2,NA,NA
8031,2,2,NA,NA
8031,3,2,NA,NA
8031,4,2,NA,NA
8031,5,2,NA,NA
8031,6,2,NA,NA
8032,1,2,NA,NA
8032,2,2,NA,NA
8032,3,2,NA,NA
8032,4,2,NA,NA
8032,5,2,NA,NA
8032,6,2,NA,NA
8033,1,2,NA,NA
8033,2,2,NA,NA
8033,3,2,NA,NA
8033,4,2,NA,NA
8033,5,2,NA,NA
8033,6,2,NA,NA
8034,1,2,NA,NA
8034,2,2,NA,NA
8034,3,2,NA,NA
8034,4,2,NA,NA
8034,5,2,NA,NA
8034,6,2,NA,NA
8035,1,2,NA,NA
8035,2,1,NSS,NSS
8035,3,2,NA,NA
8035,4,2,NA,NA
8035,5,2,NA,NA
8035,6,2,NA,NA
8036,1,2,NA,NA
8036,2,2,NA,NA
8036,3,2,NA,NA
8036,4,1,4,4
8036,5,1,7,7
8036,6,2,NA,NA
8037,1,2,NA,NA
8037,2,1,850,850
8037,3,2,NA,NA
8037,4,1,72,72
8037,5,1,672,672
8037,6,2,NA,NA
8038,1,2,NA,NA
8038,2,2,NA,NA
8038,3,2,NA,NA
8038,4,1,2,2
8038,5,2,NA,NA
8038,6,2,NA,NA
8039,1,2,NA,NA
8039,2,2,NA,NA
8039,3,2,NA,NA
8039,4,2,NA,NA
8039,5,2,NA,NA
8039,6,2,NA,NA
8040,1,2,NA,NA
8040,2,2,NA,NA
8040,3,2,NA,NA
8040,4,1,29,0
8040,5,2,NA,NA
8040,6,2,NA,NA
8041,1,2,NA,NA
8041,2,1,3,3
8041,3,2,NA,NA
8041,4,2,NA,NA
8041,5,2,NA,NA
8041,6,2,NA,NA
8042,1,2,NA,NA
8042,2,2,NA,NA
8042,3,2,NA,NA
8042,4,2,NA,NA
8042,5,2,NA,NA
8042,6,2,NA,NA
8043,1,2,NA,NA
8043,2,2,NA,NA
8043,3,2,NA,NA
8043,4,2,NA,NA
8043,5,2,NA,NA
8043,6,2,NA,NA
8044,1,2,NA,NA
8044,2,2,NA,NA
8044,3,2,NA,NA
8044,4,2,NA,NA
8044,5,2,NA,NA
8044,6,2,NA,NA
8045,1,2,NA,NA
8045,2,2,NA,NA
8045,3,2,NA,NA
8045,4,2,NA,NA
8045,5,2,NA,NA
8045,6,9,NSS,NSS
8046,1,2,NA,NA
8046,2,2,NA,NA
8046,3,2,NA,NA
8046,4,2,NA,NA
8046,5,2,NA,NA
8046,6,2,NA,NA
8047,1,2,NA,NA
8047,2,2,NA,NA
8047,3,2,NA,NA
8047,4,2,NA,NA
8047,5,2,NA,NA
8047,6,2,NA,NA
8048,1,2,NA,NA
8048,2,1,4,4
8048,3,2,NA,NA
8048,4,1,1,1
8048,5,2,NA,NA
8048,6,2,NA,NA
8049,1,1,1,1
8049,2,1,1,1
8049,3,2,NA,NA
8049,4,1,1,1
8049,5,1,1,1
8049,6,2,NA,NA
8050,1,9,NSS,NSS
8050,2,9,NSS,NSS
8050,3,9,NSS,NSS
8050,4,9,NSS,NSS
8050,5,9,NSS,NSS
8050,6,9,NSS,NSS
8051,1,2,NA,NA
8051,2,1,120,120
8051,3,2,NA,NA
8051,4,1,1,1
8051,5,1,2,2
8051,6,2,NA,NA
8052,1,2,NA,NA
8052,2,2,NA,NA
8052,3,2,NA,NA
8052,4,1,68,68
8052,5,1,15,15
8052,6,2,NA,NA
8053,1,2,NA,NA
8053,2,2,NA,NA
8053,3,2,NA,NA
8053,4,2,NA,NA
8053,5,2,NA,NA
8053,6,2,NA,NA
8054,1,2,NA,NA
8054,2,2,NA,NA
8054,3,2,NA,NA
8054,4,2,NA,NA
8054,5,2,NA,NA
8054,6,2,NA,NA
8055,1,2,NA,NA
8055,2,2,NA,NA
8055,3,2,NA,NA
8055,4,2,NA,NA
8055,5,2,NA,NA
8055,6,2,NA,NA
8056,1,2,NA,NA
8056,2,2,NA,NA
8056,3,2,NA,NA
8056,4,2,NA,NA
8056,5,2,NA,NA
8056,6,2,NA,NA
8057,1,2,NA,NA
8057,2,2,NA,NA
8057,3,2,NA,NA
8057,4,2,NA,NA
8057,5,2,NA,NA
8057,6,2,NA,NA
8058,1,2,NA,NA
8058,2,1,2,2
8058,3,2,NA,NA
8058,4,2,NA,NA
8058,5,2,NA,NA
8058,6,2,NA,NA
8059,1,2,NA,NA
8059,2,2,NA,NA
8059,3,2,NA,NA
8059,4,2,NA,NA
8059,5,1,2,2
8059,6,2,NA,NA
8060,1,2,NA,NA
8060,2,2,NA,NA
8060,3,2,NA,NA
8060,4,2,NA,NA
8060,5,2,NA,NA
8060,6,2,NA,NA
8061,1,2,NA,NA
8061,2,2,NA,NA
8061,3,2,NA,NA
8061,4,2,NA,NA
8061,5,2,NA,NA
8061,6,2,NA,NA
8062,1,2,NA,NA
8062,2,2,NA,NA
8062,3,2,NA,NA
8062,4,1,34,0
8062,5,2,NA,NA
8062,6,2,NA,NA
8063,1,2,NA,NA
8063,2,2,NA,NA
8063,3,2,NA,NA
8063,4,2,NA,NA
8063,5,2,NA,NA
8063,6,2,NA,NA
8064,1,2,NA,NA
8064,2,2,NA,NA
8064,3,2,NA,NA
8064,4,2,NA,NA
8064,5,2,NA,NA
8064,6,2,NA,NA
8065,1,2,NA,NA
8065,2,2,NA,NA
8065,3,2,NA,NA
8065,4,2,NA,NA
8065,5,2,NA,NA
8065,6,2,NA,NA
8066,1,2,NA,NA
8066,2,2,NA,NA
8066,3,2,NA,NA
8066,4,2,NA,NA
8066,5,2,NA,NA
8066,6,2,NA,NA
8067,1,2,NA,NA
8067,2,2,NA,NA
8067,3,1,1,1
8067,4,1,1,0
8067,5,2,NA,NA
8067,6,2,NA,NA
9002,1,0,NA,NA
9002,2,0,NA,NA
9002,3,0,NA,NA
9002,4,0,NA,NA
9002,5,0,NA,NA
9002,6,0,NA,NA
9003,1,0,NA,NA
9003,2,0,NA,NA
9003,3,0,NA,NA
9003,4,0,NA,NA
9003,5,0,NA,NA
9003,6,0,NA,NA
9004,1,0,NA,NA
9004,2,0,NA,NA
9004,3,0,NA,NA
9004,4,0,NA,NA
9004,5,0,NA,NA
9004,6,0,NA,NA
9005,1,0,NA,NA
9005,2,0,NA,NA
9005,3,0,NA,NA
9005,4,0,NA,NA
9005,5,0,NA,NA
9005,6,0,NA,NA
9006,1,0,NA,NA
9006,2,0,NA,NA
9006,3,0,NA,NA
9006,4,0,NA,NA
9006,5,0,NA,NA
9006,6,0,NA,NA
9007,1,0,NA,NA
9007,2,0,NA,NA
9007,3,0,NA,NA
9007,4,0,NA,NA
9007,5,0,NA,NA
9007,6,0,NA,NA
9008,1,0,NA,NA
9008,2,0,NA,NA
9008,3,0,NA,NA
9008,4,0,NA,NA
9008,5,0,NA,NA
9008,6,0,NA,NA
9009,1,0,NA,NA
9009,2,0,NA,NA
9009,3,0,NA,NA
9009,4,0,NA,NA
9009,5,0,NA,NA
9009,6,0,NA,NA
9010,1,0,NA,NA
9010,2,0,NA,NA
9010,3,0,NA,NA
9010,4,0,NA,NA
9010,5,0,NA,NA
9010,6,0,NA,NA
9011,1,0,NA,NA
9011,2,0,NA,NA
9011,3,0,NA,NA
9011,4,0,NA,NA
9011,5,0,NA,NA
9011,6,0,NA,NA
9012,1,0,NA,NA
9012,2,0,NA,NA
9012,3,0,NA,NA
9012,4,0,NA,NA
9012,5,0,NA,NA
9012,6,0,NA,NA
9013,1,0,NA,NA
9013,2,0,NA,NA
9013,3,0,NA,NA
9013,4,0,NA,NA
9013,5,0,NA,NA
9013,6,0,NA,NA
9014,1,0,NA,NA
9014,2,0,NA,NA
9014,3,0,NA,NA
9014,4,0,NA,NA
9014,5,0,NA,NA
9014,6,0,NA,NA
9015,1,0,NA,NA
9015,2,0,NA,NA
9015,3,0,NA,NA
9015,4,0,NA,NA
9015,5,0,NA,NA
9015,6,0,NA,NA
9016,1,0,NA,NA
9016,2,0,NA,NA
9016,3,0,NA,NA
9016,4,0,NA,NA
9016,5,0,NA,NA
9016,6,0,NA,NA
9017,1,0,NA,NA
9017,2,0,NA,NA
9017,3,0,NA,NA
9017,4,0,NA,NA
9017,5,0,NA,NA
9017,6,0,NA,NA
10001,1,2,NA,NA
10001,2,2,NA,NA
10001,3,2,NA,NA
10001,4,2,NA,NA
10001,5,2,NA,NA
10001,6,2,NA,NA
10002,1,2,NA,NA
10002,2,2,NA,NA
10002,3,2,NA,NA
10002,4,2,NA,NA
10002,5,2,NA,NA
10002,6,2,NA,NA
10003,1,2,NA,NA
10003,2,2,NA,NA
10003,3,2,NA,NA
10003,4,2,NA,NA
10003,5,2,NA,NA
10003,6,2,NA,NA
10004,1,2,NA,NA
10004,2,2,NA,NA
10004,3,2,NA,NA
10004,4,2,NA,NA
10004,5,2,NA,NA
10004,6,2,NA,NA
10005,1,2,NA,NA
10005,2,1,56,56
10005,3,1,1769,1769
10005,4,1,139,139
10005,5,1,719,719
10005,6,1,30,30
10006,1,2,NA,NA
10006,2,2,NA,NA
10006,3,2,NA,NA
10006,4,2,NA,NA
10006,5,2,NA,NA
10006,6,2,NA,NA
10007,1,2,NA,NA
10007,2,2,NA,NA
10007,3,2,NA,NA
10007,4,2,NA,NA
10007,5,2,NA,NA
10007,6,2,NA,NA
10008,1,2,NA,NA
10008,2,1,3,3
10008,3,2,NA,NA
10008,4,2,NA,NA
10008,5,2,NA,NA
10008,6,2,NA,NA
10009,1,2,NA,NA
10009,2,2,NA,NA
10009,3,2,NA,NA
10009,4,2,NA,NA
10009,5,2,NA,NA
10009,6,2,NA,NA
10010,1,2,NA,NA
10010,2,2,NA,NA
10010,3,2,NA,NA
10010,4,2,NA,NA
10010,5,2,NA,NA
10010,6,2,NA,NA
10011,1,2,NA,NA
10011,2,1,2,2
10011,3,2,NA,NA
10011,4,2,NA,NA
10011,5,2,NA,NA
10011,6,2,NA,NA
10012,1,9,NSS,NSS
10012,2,2,NA,NA
10012,3,2,NA,NA
10012,4,2,NA,NA
10012,5,9,NSS,NSS
10012,6,9,NSS,NSS
10013,1,2,NA,NA
10013,2,2,NA,NA
10013,3,2,NA,NA
10013,4,2,NA,NA
10013,5,2,NA,NA
10013,6,2,NA,NA
10014,1,2,NA,NA
10014,2,2,NA,NA
10014,3,2,NA,NA
10014,4,2,NA,NA
10014,5,2,NA,NA
10014,6,2,NA,NA
10015,1,2,NA,NA
10015,2,2,NA,NA
10015,3,2,NA,NA
10015,4,2,NA,NA
10015,5,2,NA,NA
10015,6,2,NA,NA
10016,1,2,NA,NA
10016,2,2,NA,NA
10016,3,2,NA,NA
10016,4,2,NA,NA
10016,5,2,NA,NA
10016,6,2,NA,NA
10017,1,2,NA,NA
10017,2,2,NA,NA
10017,3,2,NA,NA
10017,4,2,NA,NA
10017,5,2,NA,NA
10017,6,2,NA,NA
10018,1,2,NA,NA
10018,2,2,NA,NA
10018,3,2,NA,NA
10018,4,2,NA,NA
10018,5,2,NA,NA
10018,6,2,NA,NA
10019,1,2,NA,NA
10019,2,2,NA,NA
10019,3,2,NA,NA
10019,4,2,NA,NA
10019,5,2,NA,NA
10019,6,2,NA,NA
10020,1,2,NA,NA
10020,2,2,NA,NA
10020,3,2,NA,NA
10020,4,2,NA,NA
10020,5,2,NA,NA
10020,6,2,NA,NA
10021,1,2,NA,NA
10021,2,2,NA,NA
10021,3,2,NA,NA
10021,4,2,NA,NA
10021,5,2,NA,NA
10021,6,2,NA,NA
10022,1,2,NA,NA
10022,2,2,NA,NA
10022,3,1,7,7
10022,4,1,1,1
10022,5,1,30,30
10022,6,2,NA,NA
10023,1,1,7,7
10023,2,1,10,10
10023,3,2,NA,NA
10023,4,2,NA,NA
10023,5,2,NA,NA
10023,6,2,NA,NA
10024,1,2,NA,NA
10024,2,2,NA,NA
10024,3,2,NA,NA
10024,4,2,NA,NA
10024,5,2,NA,NA
10024,6,2,NA,NA
10025,1,2,NA,NA
10025,2,2,NA,NA
10025,3,2,NA,NA
10025,4,2,NA,NA
10025,5,2,NA,NA
10025,6,2,NA,NA
10026,1,1,18,18
10026,2,2,NA,NA
10026,3,2,NA,NA
10026,4,2,NA,NA
10026,5,2,NA,NA
10026,6,2,NA,NA
10027,1,2,NA,NA
10027,2,2,NA,NA
10027,3,2,NA,NA
10027,4,2,NA,NA
10027,5,2,NA,NA
10027,6,2,NA,NA
10028,1,2,NA,NA
10028,2,2,NA,NA
10028,3,2,NA,NA
10028,4,2,NA,NA
10028,5,2,NA,NA
10028,6,2,NA,NA
10029,1,2,NA,NA
10029,2,2,NA,NA
10029,3,2,NA,NA
10029,4,2,NA,NA
10029,5,2,NA,NA
10029,6,2,NA,NA
10030,1,2,NA,NA
10030,2,2,NA,NA
10030,3,2,NA,NA
10030,4,2,NA,NA
10030,5,2,NA,NA
10030,6,2,NA,NA
10031,1,2,NA,NA
10031,2,2,NA,NA
10031,3,2,NA,NA
10031,4,2,NA,NA
10031,5,2,NA,NA
10031,6,2,NA,NA
10032,1,2,NA,NA
10032,2,2,NA,NA
10032,3,2,NA,NA
10032,4,2,NA,NA
10032,5,2,NA,NA
10032,6,2,NA,NA
10033,1,2,NA,NA
10033,2,2,NA,NA
10033,3,2,NA,NA
10033,4,2,NA,NA
10033,5,2,NA,NA
10033,6,2,NA,NA
10034,1,2,NA,NA
10034,2,2,NA,NA
10034,3,2,NA,NA
10034,4,2,NA,NA
10034,5,2,NA,NA
10034,6,2,NA,NA
10035,1,2,NA,NA
10035,2,2,NA,NA
10035,3,2,NA,NA
10035,4,2,NA,NA
10035,5,2,NA,NA
10035,6,2,NA,NA
10036,1,2,NA,NA
10036,2,2,NA,NA
10036,3,2,NA,NA
10036,4,2,NA,NA
10036,5,2,NA,NA
10036,6,2,NA,NA
10037,1,2,NA,NA
10037,2,2,NA,NA
10037,3,2,NA,NA
10037,4,2,NA,NA
10037,5,2,NA,NA
10037,6,2,NA,NA
10038,1,2,NA,NA
10038,2,2,NA,NA
10038,3,2,NA,NA
10038,4,2,NA,NA
10038,5,1,10,10
10038,6,2,NA,NA
10039,1,2,NA,NA
10039,2,1,3,3
10039,3,2,NA,NA
10039,4,1,1,1
10039,5,2,NA,NA
10039,6,2,NA,NA
11001,1,2,NA,NA
11001,2,2,NA,NA
11001,3,2,NA,NA
11001,4,2,NA,NA
11001,5,2,NA,NA
11001,6,2,NA,NA
11002,1,2,NA,NA
11002,2,2,NA,NA
11002,3,2,NA,NA
11002,4,2,NA,NA
11002,5,2,NA,NA
11002,6,2,NA,NA
11003,1,9,NSS,NSS
11003,2,9,NSS,NSS
11003,3,2,NA,NA
11003,4,1,36,36
11003,5,9,NSS,NSS
11003,6,2,NA,NA
11004,1,1,5,5
11004,2,2,NA,NA
11004,3,2,NA,NA
11004,4,2,NA,NA
11004,5,1,85,85
11004,6,2,NA,NA
11005,1,2,NA,NA
11005,2,2,NA,NA
11005,3,2,NA,NA
11005,4,2,NA,NA
11005,5,2,NA,NA
11005,6,2,NA,NA
11006,1,2,NA,NA
11006,2,2,NA,NA
11006,3,2,NA,NA
11006,4,2,NA,NA
11006,5,2,NA,NA
11006,6,2,NA,NA
11007,1,2,NA,NA
11007,2,1,993,993
11007,3,2,NA,NA
11007,4,1,42,42
11007,5,1,375,375
11007,6,2,NA,NA
11008,1,9,NSS,NSS
11008,2,9,NSS,NSS
11008,3,9,NSS,NSS
11008,4,9,NSS,NSS
11008,5,9,NSS,NSS
11008,6,9,NSS,NSS
11009,1,2,NA,NA
11009,2,2,NA,NA
11009,3,2,NA,NA
11009,4,2,NA,NA
11009,5,2,NA,NA
11009,6,2,NA,NA
11010,1,9,NSS,NSS
11010,2,9,NSS,NSS
11010,3,9,NSS,NSS
11010,4,9,NSS,NSS
11010,5,9,NSS,NSS
11010,6,9,NSS,NSS
11011,1,2,NA,NA
11011,2,2,NA,NA
11011,3,2,NA,NA
11011,4,2,NA,NA
11011,5,1,54,52
11011,6,2,NA,NA
11012,1,2,NA,NA
11012,2,2,NA,NA
11012,3,2,NA,NA
11012,4,2,NA,NA
11012,5,2,NA,NA
11012,6,2,NA,NA
11013,1,1,1,1
11013,2,2,NA,NA
11013,3,2,NA,NA
11013,4,2,NA,NA
11013,5,2,NA,NA
11013,6,2,NA,NA
11014,1,2,NA,NA
11014,2,2,NA,NA
11014,3,2,NA,NA
11014,4,1,2,2
11014,5,1,145,145
11014,6,2,NA,NA
11015,1,2,NA,NA
11015,2,2,NA,NA
11015,3,2,NA,NA
11015,4,2,NA,NA
11015,5,2,NA,NA
11015,6,2,NA,NA
11016,1,2,NA,NA
11016,2,2,NA,NA
11016,3,2,NA,NA
11016,4,2,NA,NA
11016,5,1,17,17
11016,6,2,NA,NA
11017,1,9,NSS,NSS
11017,2,9,NSS,NSS
11017,3,9,NSS,NSS
11017,4,9,NSS,NSS
11017,5,9,NSS,NSS
11017,6,9,NSS,NSS
11018,1,2,NA,NA
11018,2,2,NA,NA
11018,3,2,NA,NA
11018,4,1,10,2
11018,5,1,65,65
11018,6,2,NA,NA
11019,1,2,NA,NA
11019,2,2,NA,NA
11019,3,2,NA,NA
11019,4,2,NA,NA
11019,5,1,1,1
11019,6,2,NA,NA
11020,1,2,NA,NA
11020,2,2,NA,NA
11020,3,2,NA,NA
11020,4,2,NA,NA
11020,5,2,NA,NA
11020,6,2,NA,NA
11021,1,2,NA,NA
11021,2,2,NA,NA
11021,3,2,NA,NA
11021,4,2,NA,NA
11021,5,1,22,22
11021,6,2,NA,NA
11022,1,2,NA,NA
11022,2,2,NA,NA
11022,3,2,NA,NA
11022,4,2,NA,NA
11022,5,2,NA,NA
11022,6,2,NA,NA
11023,1,2,NA,NA
11023,2,2,NA,NA
11023,3,2,NA,NA
11023,4,2,NA,NA
11023,5,2,NA,NA
11023,6,2,NA,NA
11024,1,9,NSS,NSS
11024,2,9,NSS,NSS
11024,3,9,NSS,NSS
11024,4,9,NSS,NSS
11024,5,9,NSS,NSS
11024,6,9,NSS,NSS
11025,1,2,NA,NA
11025,2,2,NA,NA
11025,3,2,NA,NA
11025,4,2,NA,NA
11025,5,1,193,193
11025,6,2,NA,NA
11026,1,9,NSS,NSS
11026,2,9,NSS,NSS
11026,3,9,NSS,NSS
11026,4,9,NSS,NSS
11026,5,9,NSS,NSS
11026,6,9,NSS,NSS
11027,1,2,NA,NA
11027,2,2,NA,NA
11027,3,2,NA,NA
11027,4,2,NA,NA
11027,5,1,953,953
11027,6,2,NA,NA
11028,1,2,NA,NA
11028,2,2,NA,NA
11028,3,2,NA,NA
11028,4,2,NA,NA
11028,5,1,540,540
11028,6,2,NA,NA
11029,1,2,NA,NA
11029,2,2,NA,NA
11029,3,2,NA,NA
11029,4,1,1,1
11029,5,2,NA,NA
11029,6,2,NA,NA
11030,1,2,NA,NA
11030,2,2,NA,NA
11030,3,2,NA,NA
11030,4,2,NA,NA
11030,5,1,15490,15000
11030,6,2,NA,NA
11031,1,2,NA,NA
