ubicageo_f,lecdertt,lecder1,lecder2,lecder3,lecderne
30136,281,134,140,7,
30137,0,0,0,0,
30138,NA,NA,NA,NA,
30139,0,0,0,0,
30140,88,0,88,0,
30141,0,0,0,0,
30142,0,0,0,0,
30143,0,0,0,0,
30144,NA,NA,NA,NA,
30145,0,0,0,0,
30146,50,15,35,0,
30147,NA,NA,NA,NA,
30148,0,0,0,0,
30149,10,0,10,0,
30150,2,0,2,0,
30151,0,0,0,0,
30152,0,0,0,0,
30153,12,6,6,0,
30154,0,0,0,0,
30155,254,0,254,0,
30156,0,0,0,0,
30157,0,0,0,0,
30158,1,0,1,0,
30159,2,2,0,0,
30160,6,0,6,0,
30161,0,0,0,0,
30162,0,0,0,0,
30163,0,0,0,0,
30164,0,0,0,0,
30165,2,1,1,0,
30166,0,0,0,0,
30167,6,6,0,0,
30168,4,4,0,0,
30169,NA,NA,NA,NA,
30170,5,0,5,0,
30171,20,0,20,0,
30172,100,0,100,0,
30173,2,1,1,0,
30174,279,279,0,0,
30175,0,0,0,0,
30176,0,0,0,0,
30177,2,0,2,0,
30178,0,0,0,0,
30179,0,0,0,0,
30180,0,0,0,0,
30181,6,0,6,0,
30182,NSS,NSS,NSS,NSS,
30183,0,0,0,0,
30184,3,3,0,0,
30185,0,0,0,0,
30186,139,0,139,0,
30187,0,0,0,0,
30188,0,0,0,0,
30189,31,0,31,0,
30190,0,0,0,0,
30191,NA,NA,NA,NA,
30192,0,0,0,0,
30193,NSS,NSS,NSS,NSS,
30194,72,10,62,0,
30195,2,2,0,0,
30196,236,0,236,0,
30197,16,16,0,0,
30198,0,0,0,0,
30199,0,0,0,0,
30200,2,0,2,0,
30201,10,5,5,0,
30202,30,0,30,0,
30203,5,2,3,0,
30204,77,0,77,0,
30205,NSS,NSS,NSS,NSS,
30206,39,0,39,0,
30207,0,0,0,0,
30208,0,0,0,0,
30209,0,0,0,0,
30210,0,0,0,0,
30211,431,0,431,0,
30212,98,15,83,0,
31001,0,0,0,0,
31002,0,0,0,0,
31003,6,0,6,0,
31004,1,1,0,0,
31005,2,0,2,0,
31006,0,0,0,0,
31007,4,2,2,0,
31008,0,0,0,0,
31009,2,0,2,0,
31010,2,0,2,0,
31011,2,0,2,0,
31012,15,5,5,5,
31013,0,0,0,0,
31014,0,0,0,0,
31015,0,0,0,0,
31016,0,0,0,0,
31017,0,0,0,0,
31018,3,1,2,0,
31019,400,200,200,0,
31020,0,0,0,0,
31021,2,2,0,0,
31022,0,0,0,0,
31023,0,0,0,0,
31024,0,0,0,0,
31025,0,0,0,0,
31026,0,0,0,0,
31027,0,0,0,0,
31028,70,0,70,0,
31029,50,0,50,0,
31030,0,0,0,0,
31031,0,0,0,0,
31032,0,0,0,0,
31033,0,0,0,0,
31034,1,0,1,0,
31035,6,3,3,0,
31036,4,2,2,0,
31037,0,0,0,0,
31038,0,0,0,0,
31039,1,0,1,0,
31040,265,65,200,0,
31041,6340,0,6340,0,
31042,77,45,32,0,
31043,0,0,0,0,
31044,27,18,9,0,
31045,0,0,0,0,
31046,2,1,1,0,
31047,355,55,300,0,
31048,703,0,703,0,
31049,0,0,0,0,
31050,0,0,0,0,
31051,65,65,0,0,
31052,1282,1000,282,0,
31053,10,9,1,0,
31054,0,0,0,0,
31055,42,0,42,0,
31056,2840,200,2640,0,
31057,30,0,30,0,
31058,40,0,40,0,
31059,767,0,767,0,
31060,0,0,0,0,
31061,10,10,0,0,
31062,3,0,3,0,
31063,300,0,300,0,
31064,0,0,0,0,
31065,24,0,24,0,
31066,0,0,0,0,
31067,0,0,0,0,
31068,3,0,3,0,
31069,0,0,0,0,
31070,0,0,0,0,
31071,0,0,0,0,
31072,7,0,7,0,
31073,9,0,9,0,
31074,0,0,0,0,
31075,15,15,0,0,
31076,0,0,0,0,
31077,0,0,0,0,
31078,3,3,0,0,
31079,400,40,360,0,
31080,30,15,15,0,
31081,0,0,0,0,
31082,0,0,0,0,
31083,0,0,0,0,
31084,0,0,0,0,
31085,70,0,70,0,
31086,4,2,2,0,
31087,200,125,50,25,
31088,0,0,0,0,
31089,1816,0,1816,0,
31090,0,0,0,0,
31091,2,0,2,0,
31092,2,2,0,0,
31093,15,15,0,0,
31094,1,1,0,0,
31095,117,0,117,0,
31096,16,0,16,0,
31097,0,0,0,0,
31098,5,0,5,0,
31099,0,0,0,0,
31100,0,0,0,0,
31101,0,0,0,0,
31102,2156,127,2029,0,
31103,4,2,2,0,
31104,1,1,0,0,
31105,0,0,0,0,
31106,2,0,2,0,
32001,0,0,0,0,
32002,NA,NA,NA,NA,
32003,120,40,80,0,
32004,0,0,0,0,
32005,6,0,6,0,
32006,0,0,0,0,
32007,31,0,31,0,
32008,2,0,2,0,
32009,50,25,25,0,
32010,168,0,168,0,
32011,0,0,0,0,
32012,0,0,0,0,
32013,0,0,0,0,
32014,0,0,0,0,
32015,0,0,0,0,
32016,0,0,0,0,
32017,348,0,348,0,
32018,4,0,4,0,
32019,5,0,5,0,
32020,NSS,NSS,NSS,NSS,
32021,20,10,10,0,
32022,211,0,211,0,
32023,20,15,5,0,
32024,0,0,0,0,
32025,32,0,32,0,
32026,0,0,0,0,
32027,0,0,0,0,
32028,0,0,0,0,
32029,0,0,0,0,
32030,1,0,1,0,
32031,0,0,0,0,
32032,4,0,4,0,
32033,0,0,0,0,
32034,2,1,1,0,
32035,0,0,0,0,
32036,0,0,0,0,
32037,36,0,36,0,
32038,0,0,0,0,
32039,0,0,0,0,
32040,7,0,0,7,
32041,0,0,0,0,
32042,550,0,550,0,
32043,0,0,0,0,
32044,233,77,149,7,
32045,5,0,5,0,
32046,1,0,1,0,
32047,1,0,1,0,
32048,2,0,2,0,
32049,0,0,0,0,
32050,0,0,0,0,
32051,0,0,0,0,
32052,5,0,5,0,
32053,0,0,0,0,
32054,0,0,0,0,
32055,0,0,0,0,
32056,141,141,0,0,
32057,100,0,100,0,
32058,8,0,8,0,
