ubicageo_f,entrevtt,entrev1,entrev2,entrev3,entrev4
29010,80,35,28,17,0
29011,0,0,0,0,0
29012,25,25,0,0,0
29013,100,100,0,0,0
29014,0,0,0,0,0
29015,323,0,323,0,0
29016,0,0,0,0,0
29017,0,0,0,0,0
29018,231,65,166,0,0
29019,0,0,0,0,0
29020,0,0,0,0,0
29021,0,0,0,0,0
29022,0,0,0,0,0
29023,41,41,0,0,0
29024,2000,1300,700,0,0
29025,3,3,0,0,0
29026,0,0,0,0,0
29027,NSS,NSS,NSS,NSS,NSS
29028,0,0,0,0,0
29029,13,13,0,0,0
29030,0,0,0,0,0
29031,29,29,0,0,0
29032,10,0,10,0,0
29033,0,0,0,0,0
29034,172,0,172,0,0
29035,4,1,0,3,0
29036,0,0,0,0,0
29037,0,0,0,0,0
29038,0,0,0,0,0
29039,4,4,0,0,0
29040,NSS,NSS,NSS,NSS,NSS
29041,374,249,100,25,0
29042,0,0,0,0,0
29043,NSS,NSS,NSS,NSS,NSS
29044,NSS,NSS,NSS,NSS,NSS
29045,0,0,0,0,0
29046,4,2,1,1,0
29047,0,0,0,0,0
29048,0,0,0,0,0
29049,28,19,6,3,0
29050,0,0,0,0,0
29051,0,0,0,0,0
29052,13,0,0,13,0
29053,4,0,4,0,0
29054,0,0,0,0,0
29055,0,0,0,0,0
29056,0,0,0,0,0
29057,2,0,0,2,0
29058,10,5,2,3,0
29059,2,2,0,0,0
29060,0,0,0,0,0
30001,90,20,50,10,10
30002,0,0,0,0,0
30003,100,50,30,20,0
30004,0,0,0,0,0
30005,0,0,0,0,0
30006,0,0,0,0,0
30007,0,0,0,0,0
30008,5,5,0,0,0
30009,0,0,0,0,0
30010,831,260,103,468,0
30011,0,0,0,0,0
30012,2,2,0,0,0
30013,5,2,3,0,0
30014,NSS,NSS,NSS,NSS,NSS
30015,800,300,500,0,0
30016,NSS,NSS,NSS,NSS,NSS
30017,0,0,0,0,0
30018,0,0,0,0,0
30019,1,1,0,0,0
30020,100,99,1,0,0
30021,0,0,0,0,0
30022,3,3,0,0,0
30023,0,0,0,0,0
30024,10,10,0,0,0
30025,0,0,0,0,0
30026,50,50,0,0,0
30027,0,0,0,0,0
30028,0,0,0,0,0
30029,0,0,0,0,0
30030,0,0,0,0,0
30031,106,20,86,0,0
30032,8,4,4,0,0
30033,180,120,60,0,0
30034,0,0,0,0,0
30035,0,0,0,0,0
30036,0,0,0,0,0
30037,0,0,0,0,0
30038,NSS,NSS,NSS,NSS,NSS
30039,87,79,5,3,0
30040,2,1,1,0,0
30041,0,0,0,0,0
30042,1,0,1,0,0
30043,3,3,0,0,0
30044,NSS,NSS,NSS,NSS,NSS
30045,0,0,0,0,0
30046,0,0,0,0,0
30047,0,0,0,0,0
30048,10,10,0,0,0
30049,3,2,0,1,0
30050,1,0,1,0,0
30051,5,5,0,0,0
30052,0,0,0,0,0
30053,2,2,0,0,0
30054,0,0,0,0,0
30055,0,0,0,0,0
30056,0,0,0,0,0
30057,0,0,0,0,0
30058,10,0,0,10,0
30059,15,0,15,0,0
30060,0,0,0,0,0
30061,5,5,0,0,0
30062,0,0,0,0,0
30063,0,0,0,0,0
30064,0,0,0,0,0
30065,0,0,0,0,0
30066,68,68,0,0,0
30067,0,0,0,0,0
30068,NA,NA,NA,NA,NA
30069,0,0,0,0,0
30070,0,0,0,0,0
30071,12,2,0,10,0
30072,7,2,2,3,0
30073,10,10,0,0,0
30074,NA,NA,NA,NA,NA
30075,NA,NA,NA,NA,NA
30076,0,0,0,0,0
30077,10,5,0,5,0
30078,0,0,0,0,0
30079,3,1,2,0,0
30080,0,0,0,0,0
30081,0,0,0,0,0
30082,NA,NA,NA,NA,NA
30083,2,2,0,0,0
30084,0,0,0,0,0
30085,0,0,0,0,0
30086,0,0,0,0,0
30087,865,701,52,112,0
30088,0,0,0,0,0
30089,8,4,4,0,0
30090,15,15,0,0,0
30091,0,0,0,0,0
30092,NA,NA,NA,NA,NA
30093,NA,NA,NA,NA,NA
30094,0,0,0,0,0
30095,2,0,0,2,0
30096,0,0,0,0,0
30097,32,32,0,0,0
30098,0,0,0,0,0
30099,NA,NA,NA,NA,NA
30100,15,15,0,0,0
30101,0,0,0,0,0
30102,1313,0,0,0,1313
30103,2,1,0,1,0
30104,18,18,0,0,0
30105,NA,NA,NA,NA,NA
30106,0,0,0,0,0
30107,0,0,0,0,0
30108,36,36,0,0,0
30109,0,0,0,0,0
30110,0,0,0,0,0
30111,73,35,27,6,5
30112,0,0,0,0,0
30113,NSS,NSS,NSS,NSS,NSS
30114,0,0,0,0,0
30115,0,0,0,0,0
30116,0,0,0,0,0
30117,0,0,0,0,0
30118,29,25,1,3,0
30119,NA,NA,NA,NA,NA
30120,0,0,0,0,0
30121,0,0,0,0,0
30122,1,1,0,0,0
30123,0,0,0,0,0
30124,100,74,10,16,0
30125,NA,NA,NA,NA,NA
30126,50,50,0,0,0
30127,0,0,0,0,0
30128,14,14,0,0,0
30129,0,0,0,0,0
30130,12,12,0,0,0
30131,180,153,22,5,0
30132,0,0,0,0,0
30133,0,0,0,0,0
30134,8,6,0,2,0
30135,5,0,5,0,0
30136,134,100,19,8,7
30137,0,0,0,0,0
30138,NA,NA,NA,NA,NA
30139,0,0,0,0,0
30140,5,0,0,5,0
30141,0,0,0,0,0
30142,0,0,0,0,0
30143,0,0,0,0,0
30144,NA,NA,NA,NA,NA
30145,0,0,0,0,0
30146,50,0,50,0,0
30147,NA,NA,NA,NA,NA
30148,0,0,0,0,0
30149,10,10,0,0,0
30150,2,2,0,0,0
30151,0,0,0,0,0
30152,0,0,0,0,0
30153,25,5,6,4,10
30154,0,0,0,0,0
30155,254,245,9,0,0
30156,25,20,0,5,0
30157,0,0,0,0,0
30158,20,0,0,20,0
30159,2,1,0,1,0
30160,10,0,0,10,0
30161,0,0,0,0,0
30162,18,18,0,0,0
30163,0,0,0,0,0
30164,0,0,0,0,0
30165,9,6,0,3,0
30166,0,0,0,0,0
30167,6,6,0,0,0
30168,5,5,0,0,0
30169,NA,NA,NA,NA,NA
30170,30,25,5,0,0
30171,20,20,0,0,0
30172,100,100,0,0,0
30173,2,1,1,0,0
30174,273,273,0,0,0
30175,0,0,0,0,0
30176,0,0,0,0,0
30177,0,0,0,0,0
30178,0,0,0,0,0
30179,0,0,0,0,0
30180,0,0,0,0,0
30181,6,6,0,0,0
30182,NSS,NSS,NSS,NSS,NSS
30183,0,0,0,0,0
30184,3,3,0,0,0
30185,0,0,0,0,0
30186,1,0,0,1,0
30187,0,0,0,0,0
30188,0,0,0,0,0
30189,61,48,0,13,0
30190,2,2,0,0,0
30191,NA,NA,NA,NA,NA
30192,0,0,0,0,0
30193,NSS,NSS,NSS,NSS,NSS
30194,20,20,0,0,0
30195,3,2,0,1,0
30196,1381,269,1112,0,0
30197,16,16,0,0,0
30198,0,0,0,0,0
30199,0,0,0,0,0
30200,6,0,0,6,0
30201,10,5,0,5,0
30202,0,0,0,0,0
30203,0,0,0,0,0
30204,0,0,0,0,0
30205,NSS,NSS,NSS,NSS,NSS
30206,0,0,0,0,0
30207,0,0,0,0,0
30208,26,16,10,0,0
30209,0,0,0,0,0
30210,0,0,0,0,0
30211,120,80,20,20,0
30212,15,10,5,0,0
31001,0,0,0,0,0
31002,0,0,0,0,0
31003,12,6,0,6,0
31004,1,1,0,0,0
31005,2,0,2,0,0
31006,0,0,0,0,0
31007,4,2,2,0,0
31008,0,0,0,0,0
31009,4,2,2,0,0
31010,6,2,2,2,0
31011,2,2,0,0,0
31012,15,5,5,5,0
31013,0,0,0,0,0
31014,0,0,0,0,0
31015,0,0,0,0,0
31016,0,0,0,0,0
31017,0,0,0,0,0
31018,3,1,2,0,0
31019,400,200,200,0,0
31020,0,0,0,0,0
31021,0,0,0,0,0
31022,0,0,0,0,0
31023,0,0,0,0,0
31024,3,1,1,1,0
31025,0,0,0,0,0
31026,0,0,0,0,0
31027,0,0,0,0,0
31028,10,5,0,5,0
31029,140,50,50,40,0
31030,0,0,0,0,0
31031,0,0,0,0,0
31032,0,0,0,0,0
31033,0,0,0,0,0
31034,3,1,1,1,0
31035,3,3,0,0,0
31036,4,2,2,0,0
31037,3,1,0,2,0
31038,0,0,0,0,0
31039,10,10,0,0,0
31040,120,78,35,7,0
31041,4745,4745,0,0,0
31042,85,45,32,8,0
31043,0,0,0,0,0
31044,27,18,9,0,0
31045,0,0,0,0,0
31046,3,1,1,1,0
31047,55,0,55,0,0
31048,703,703,0,0,0
31049,0,0,0,0,0
31050,0,0,0,0,0
31051,65,46,9,10,0
31052,1332,1000,282,50,0
31053,15,8,5,2,0
31054,0,0,0,0,0
31055,15,0,15,0,0
31056,600,200,200,200,0
31057,70,57,0,13,0
31058,30,18,5,7,0
31059,767,767,0,0,0
31060,0,0,0,0,0
31061,15,10,0,5,0
31062,8,3,3,2,0
31063,75,40,0,20,15
31064,0,0,0,0,0
31065,0,0,0,0,0
31066,0,0,0,0,0
31067,0,0,0,0,0
31068,6,3,3,0,0
31069,0,0,0,0,0
31070,1,0,0,1,0
31071,2,1,0,1,0
31072,33,15,15,3,0
31073,5,0,0,5,0
31074,3,1,1,1,0
31075,45,15,15,15,0
31076,0,0,0,0,0
31077,0,0,0,0,0
31078,3,3,0,0,0
31079,450,250,150,50,0
31080,45,15,15,15,0
31081,0,0,0,0,0
31082,200,100,50,50,0
31083,20,10,10,0,0
31084,0,0,0,0,0
31085,140,46,40,54,0
31086,4,2,2,0,0
31087,213,125,50,25,13
31088,0,0,0,0,0
31089,365,365,0,0,0
31090,0,0,0,0,0
31091,4,2,2,0,0
31092,2,0,2,0,0
31093,15,15,0,0,0
31094,2,2,0,0,0
31095,117,117,0,0,0
31096,42,10,0,32,0
31097,0,0,0,0,0
31098,5,5,0,0,0
31099,8,4,0,4,0
31100,0,0,0,0,0
31101,0,0,0,0,0
31102,752,658,94,0,0
31103,4,2,2,0,0
31104,1,1,0,0,0
31105,0,0,0,0,0
31106,2,2,0,0,0
32001,0,0,0,0,0
32002,NA,NA,NA,NA,NA
32003,100,30,50,20,0
32004,0,0,0,0,0
32005,0,0,0,0,0
32006,0,0,0,0,0
32007,31,31,0,0,0
32008,1,1,0,0,0
32009,10,6,0,4,0
32010,80,35,30,15,0
32011,0,0,0,0,0
32012,0,0,0,0,0
32013,10,5,4,1,0
32014,0,0,0,0,0
32015,0,0,0,0,0
32016,0,0,0,0,0
32017,0,0,0,0,0
32018,5,4,0,1,0
32019,21,2,0,19,0
32020,NSS,NSS,NSS,NSS,NSS
32021,0,0,0,0,0
32022,4,0,4,0,0
32023,15,7,5,3,0
32024,0,0,0,0,0
32025,0,0,0,0,0
32026,0,0,0,0,0
32027,0,0,0,0,0
32028,0,0,0,0,0
32029,0,0,0,0,0
32030,0,0,0,0,0
32031,0,0,0,0,0
32032,0,0,0,0,0
32033,0,0,0,0,0
32034,2,2,0,0,0
32035,20,20,0,0,0
32036,0,0,0,0,0
32037,40,25,15,0,0
32038,0,0,0,0,0
32039,0,0,0,0,0
32040,0,0,0,0,0
32041,0,0,0,0,0
32042,6,4,0,2,0
32043,0,0,0,0,0
32044,233,77,41,108,7
32045,7,1,0,6,0
32046,0,0,0,0,0
32047,0,0,0,0,0
32048,2,2,0,0,0
32049,0,0,0,0,0
32050,0,0,0,0,0
32051,0,0,0,0,0
32052,5,3,2,0,0
32053,0,0,0,0,0
32054,0,0,0,0,0
32055,0,0,0,0,0
32056,297,200,97,0,0
32057,0,0,0,0,0
32058,5,3,0,2,0
