ubicageo_f,aniorefe_b,rnsnni1,forfastt,forfas1,forfas2,forfas3
20333,2,1,654569.69,654569.69,0,0
20334,1,2,NA,NA,NA,NA
20334,2,2,NA,NA,NA,NA
20335,1,2,NA,NA,NA,NA
20335,2,2,NA,NA,NA,NA
20336,1,2,NA,NA,NA,NA
20336,2,2,NA,NA,NA,NA
20337,1,1,3727758,3727758,0,0
20337,2,1,4219203,4219203,0,0
20338,1,1,2780995.92,2780995.92,0,0
20338,2,1,5848116.06,5848116.06,0,0
20339,1,2,NA,NA,NA,NA
20339,2,2,NA,NA,NA,NA
20340,1,9,NSS,NSS,NSS,NSS
20340,2,9,NSS,NSS,NSS,NSS
20341,1,2,NA,NA,NA,NA
20341,2,2,NA,NA,NA,NA
20342,1,0,NA,NA,NA,NA
20342,2,0,NA,NA,NA,NA
20343,1,1,NSS,NSS,0,0
20343,2,1,NSS,NSS,0,0
20344,1,1,1183589,1183589,0,0
20344,2,1,1137907,1137907,0,0
20345,1,2,NA,NA,NA,NA
20345,2,2,NA,NA,NA,NA
20346,1,2,NA,NA,NA,NA
20346,2,2,NA,NA,NA,NA
20347,1,2,NA,NA,NA,NA
20347,2,2,NA,NA,NA,NA
20348,1,1,4136654.89,4136654.89,0,0
20348,2,1,4155763,4155763,0,0
20349,1,9,NSS,NSS,NSS,NSS
20349,2,9,NSS,NSS,NSS,NSS
20350,1,2,NA,NA,NA,NA
20350,2,2,NA,NA,NA,NA
20351,1,1,1989082,1989082,0,0
20351,2,1,1929240,1929240,0,0
20352,1,2,NA,NA,NA,NA
20352,2,2,NA,NA,NA,NA
20353,1,1,1702232,1702232,0,0
20353,2,1,1923643,1923643,0,0
20354,1,2,NA,NA,NA,NA
20354,2,2,NA,NA,NA,NA
20355,1,2,NA,NA,NA,NA
20355,2,2,NA,NA,NA,NA
20356,1,1,NSS,NSS,0,0
20356,2,1,NSS,NSS,0,0
20357,1,1,46905.73,46905.73,0,0
20357,2,1,52620.26,52620.26,0,0
20358,1,1,1299663.02,1299663.02,0,0
20358,2,9,NSS,NSS,NSS,NSS
20359,1,2,NA,NA,NA,NA
20359,2,2,NA,NA,NA,NA
20360,1,1,2643429,2643429,0,0
20360,2,1,2964357,2964357,0,0
20361,1,2,NA,NA,NA,NA
20361,2,2,NA,NA,NA,NA
20362,1,2,NA,NA,NA,NA
20362,2,2,NA,NA,NA,NA
20363,1,2,NA,NA,NA,NA
20363,2,2,NA,NA,NA,NA
20364,1,2,NA,NA,NA,NA
20364,2,2,NA,NA,NA,NA
20365,1,9,NSS,NSS,NSS,NSS
20365,2,9,NSS,NSS,NSS,NSS
20366,1,1,2737246.23,2737246.23,0,0
20366,2,1,2737246.23,2737246.23,0,0
20367,1,2,NA,NA,NA,NA
20367,2,2,NA,NA,NA,NA
20368,1,1,1372466,1372466,0,0
20368,2,1,1539142,1539142,0,0
20369,1,1,2227838.28,2227838.28,0,0
20369,2,1,3101046.28,3101046.28,0,0
20370,1,2,NA,NA,NA,NA
20370,2,2,NA,NA,NA,NA
20371,1,1,658250.52,658250.52,0,0
20371,2,1,741487.32,741487.32,0,0
20372,1,1,727920,727920,0,0
20372,2,1,816600,816600,0,0
20373,1,9,NSS,NSS,NSS,NSS
20373,2,1,300084.39,300084.39,0,0
20374,1,9,NSS,NSS,NSS,NSS
20374,2,9,NSS,NSS,NSS,NSS
20375,1,2,NA,NA,NA,NA
20375,2,2,NA,NA,NA,NA
20376,1,1,69406.05,69406.05,0,0
20376,2,1,79250.64,79250.64,0,0
20377,1,1,3100000,3100000,0,0
20377,2,1,3100263.66,3100263.66,0,0
20378,1,9,NSS,NSS,NSS,NSS
20378,2,9,NSS,NSS,NSS,NSS
20379,1,1,1632297,1632297,0,0
20379,2,1,1866874,1866874,0,0
20380,1,1,NSS,NSS,0,0
20380,2,1,NSS,NSS,0,0
20381,1,1,162621.29,162621.29,0,0
20381,2,1,184212.5,184212.5,0,0
20382,1,1,784564,784564,0,0
20382,2,1,880148,880148,0,0
20383,1,2,NA,NA,NA,NA
20383,2,2,NA,NA,NA,NA
20384,1,1,2178175.33,2178175.33,0,0
20384,2,1,2485823.48,2485823.48,0,0
20385,1,9,NSS,NSS,NSS,NSS
20385,2,9,NSS,NSS,NSS,NSS
20386,1,2,NA,NA,NA,NA
20386,2,1,6409629.21,6409629.21,0,0
20387,1,1,695853.5,695853.5,0,0
20387,2,1,500558.7,500558.7,0,0
20388,1,2,NA,NA,NA,NA
20388,2,2,NA,NA,NA,NA
20389,1,1,801654.28,801654.28,0,0
20389,2,1,923891.24,923891.24,0,0
20390,1,2,NA,NA,NA,NA
20390,2,2,NA,NA,NA,NA
20391,1,2,NA,NA,NA,NA
20391,2,2,NA,NA,NA,NA
20392,1,1,4072382,4072382,0,0
20392,2,1,1244962.43,1244962.43,0,0
20393,1,2,NA,NA,NA,NA
20393,2,2,NA,NA,NA,NA
20394,1,1,1855914,1855914,0,0
20394,2,1,2100586,2100586,0,0
20395,1,1,1213840,1213840,0,0
20395,2,1,1081288.7,1081288.7,0,0
20396,1,2,NA,NA,NA,NA
20396,2,2,NA,NA,NA,NA
20397,1,1,22196887.47,22196887.47,0,0
20397,2,1,14864825.85,14864825.85,0,0
20398,1,1,3963682.17,3963682.17,0,0
20398,2,1,2719611.23,2719611.23,0,0
20399,1,2,NA,NA,NA,NA
20399,2,2,NA,NA,NA,NA
20400,1,1,1180624.13,1180624.13,0,0
20400,2,1,1275544.83,1275544.83,0,0
20401,1,9,NSS,NSS,NSS,NSS
20401,2,9,NSS,NSS,NSS,NSS
20402,1,2,NA,NA,NA,NA
20402,2,2,NA,NA,NA,NA
20403,1,1,1729997.17,1729997.17,0,0
20403,2,1,1514067.95,1514067.95,0,0
20404,1,1,512626,512626,0,0
20404,2,1,576132.32,576132.32,0,0
20405,1,2,NA,NA,NA,NA
20405,2,2,NA,NA,NA,NA
20406,1,2,NA,NA,NA,NA
20406,2,2,NA,NA,NA,NA
20407,1,9,NSS,NSS,NSS,NSS
20407,2,9,NSS,NSS,NSS,NSS
20408,1,2,NA,NA,NA,NA
20408,2,2,NA,NA,NA,NA
20409,1,2,NA,NA,NA,NA
20409,2,2,NA,NA,NA,NA
20410,1,2,NA,NA,NA,NA
20410,2,2,NA,NA,NA,NA
20411,1,1,NSS,NSS,0,0
20411,2,1,NSS,NSS,0,0
20412,1,1,2109430.44,2109430.44,0,0
20412,2,1,2186527.72,2186527.72,0,0
20413,1,9,NSS,NSS,NSS,NSS
20413,2,9,NSS,NSS,NSS,NSS
20414,1,2,NA,NA,NA,NA
20414,2,2,NA,NA,NA,NA
20415,1,1,1822883,1822883,0,0
20415,2,1,1367265.68,1367265.68,0,0
20416,1,2,NA,NA,NA,NA
20416,2,2,NA,NA,NA,NA
20417,1,2,NA,NA,NA,NA
20417,2,2,NA,NA,NA,NA
20418,1,2,NA,NA,NA,NA
20418,2,2,NA,NA,NA,NA
20419,1,2,NA,NA,NA,NA
20419,2,2,NA,NA,NA,NA
20420,1,2,NA,NA,NA,NA
20420,2,1,746800.28,746800.28,0,0
20421,1,2,NA,NA,NA,NA
20421,2,2,NA,NA,NA,NA
20422,1,2,NA,NA,NA,NA
20422,2,1,456644.55,456644.55,0,0
20423,1,2,NA,NA,NA,NA
20423,2,2,NA,NA,NA,NA
20424,1,2,NA,NA,NA,NA
20424,2,2,NA,NA,NA,NA
20425,1,2,NA,NA,NA,NA
20425,2,2,NA,NA,NA,NA
20426,1,1,6033583.9,6033583.9,0,0
20426,2,1,6743749.94,6743749.94,0,0
20427,1,9,NSS,NSS,NSS,NSS
20427,2,9,NSS,NSS,NSS,NSS
20428,1,1,441603.95,441603.95,0,0
20428,2,1,414620,414620,0,0
20429,1,2,NA,NA,NA,NA
20429,2,2,NA,NA,NA,NA
20430,1,2,NA,NA,NA,NA
20430,2,2,NA,NA,NA,NA
20431,1,2,NA,NA,NA,NA
20431,2,2,NA,NA,NA,NA
20432,1,1,599375.64,599375.64,0,0
20432,2,1,678408.18,678408.18,0,0
20433,1,2,NA,NA,NA,NA
20433,2,2,NA,NA,NA,NA
20434,1,2,NA,NA,NA,NA
20434,2,2,NA,NA,NA,NA
20435,1,1,220117.1,220117.1,0,0
20435,2,1,224062.55,224062.55,0,0
20436,1,1,685128.58,685128.58,0,0
20436,2,1,674253.23,674253.23,0,0
20437,1,1,200000,200000,0,0
20437,2,1,205932,205932,0,0
20438,1,2,NA,NA,NA,NA
20438,2,2,NA,NA,NA,NA
20439,1,9,NSS,NSS,NSS,NSS
20439,2,1,19058098.42,19058098.42,0,0
20440,1,2,NA,NA,NA,NA
20440,2,2,NA,NA,NA,NA
20441,1,1,6129163.32,6129163.32,0,0
20441,2,1,6937343.65,6937343.65,0,0
20442,1,9,NSS,NSS,NSS,NSS
20442,2,9,NSS,NSS,NSS,NSS
20443,1,9,NSS,NSS,NSS,NSS
20443,2,9,NSS,NSS,NSS,NSS
20444,1,1,319268,319268,0,0
20444,2,1,361658,361658,0,0
20445,1,2,NA,NA,NA,NA
20445,2,2,NA,NA,NA,NA
20446,1,1,2913200,2913200,0,0
20446,2,1,2913200,2913200,0,0
20447,1,2,NA,NA,NA,NA
20447,2,2,NA,NA,NA,NA
20448,1,1,615521.59,615521.59,0,0
20448,2,1,770022.82,770022.82,0,0
20449,1,1,1799898.1,1799898.1,0,0
20449,2,1,2404682,2404682,0,0
20450,1,9,NSS,NSS,NSS,NSS
20450,2,9,NSS,NSS,NSS,NSS
20451,1,1,617183,617183,0,0
20451,2,1,766173.6,766173.6,0,0
20452,1,9,NSS,NSS,NSS,NSS
20452,2,9,NSS,NSS,NSS,NSS
20453,1,2,NA,NA,NA,NA
20453,2,2,NA,NA,NA,NA
20454,1,1,2360382,2360382,0,0
20454,2,1,2671560,2671560,0,0
20455,1,2,NA,NA,NA,NA
20455,2,2,NA,NA,NA,NA
20456,1,9,NSS,NSS,NSS,NSS
20456,2,2,NA,NA,NA,NA
20457,1,1,1346943.06,1346943.06,0,0
20457,2,1,2933924.79,2933924.79,0,0
20458,1,2,NA,NA,NA,NA
20458,2,2,NA,NA,NA,NA
20459,1,1,3237159.36,3237159.36,0,0
20459,2,1,3631542.4,3631542.4,0,0
20460,1,2,NA,NA,NA,NA
20460,2,2,NA,NA,NA,NA
20461,1,1,372468,372468,0,0
20461,2,1,419112,419112,0,0
20462,1,2,NA,NA,NA,NA
20462,2,2,NA,NA,NA,NA
20463,1,1,337954.47,337954.47,0,0
20463,2,1,440671.69,440671.69,0,0
20464,1,2,NA,NA,NA,NA
20464,2,2,NA,NA,NA,NA
20465,1,1,1085912.04,1085912.04,0,0
20465,2,1,1229098.34,1229098.34,0,0
20466,1,2,NA,NA,NA,NA
20466,2,2,NA,NA,NA,NA
20467,1,2,NA,NA,NA,NA
20467,2,2,NA,NA,NA,NA
20468,1,2,NA,NA,NA,NA
20468,2,2,NA,NA,NA,NA
20469,1,9,NSS,NSS,NSS,NSS
20469,2,1,1555000,1555000,0,0
20470,1,2,NA,NA,NA,NA
20470,2,2,NA,NA,NA,NA
20471,1,9,NSS,NSS,NSS,NSS
20471,2,9,NSS,NSS,NSS,NSS
20472,1,2,NA,NA,NA,NA
20472,2,1,2527095,2527095,0,0
20473,1,9,NSS,NSS,NSS,NSS
20473,2,9,NSS,NSS,NSS,NSS
20474,1,2,NA,NA,NA,NA
20474,2,2,NA,NA,NA,NA
20475,1,1,4179119.94,4179119.94,0,0
20475,2,1,786495.2,786495.2,0,0
20476,1,9,NSS,NSS,NSS,NSS
20476,2,1,313487.67,313487.67,0,0
20477,1,2,NA,NA,NA,NA
20477,2,1,633702.08,633702.08,0,0
20478,1,1,476334.6,476334.6,0,0
20478,2,1,368504,368504,0,0
20479,1,2,NA,NA,NA,NA
20479,2,2,NA,NA,NA,NA
20480,1,2,NA,NA,NA,NA
20480,2,2,NA,NA,NA,NA
20481,1,1,1400000,1400000,0,0
20481,2,1,1300000,1300000,0,0
20482,1,2,NA,NA,NA,NA
20482,2,2,NA,NA,NA,NA
20483,1,9,NSS,NSS,NSS,NSS
20483,2,9,NSS,NSS,NSS,NSS
20484,1,1,1847267.02,1847267.02,0,0
20484,2,1,1384990.16,1384990.16,0,0
20485,1,2,NA,NA,NA,NA
20485,2,2,NA,NA,NA,NA
20486,1,2,NA,NA,NA,NA
20486,2,2,NA,NA,NA,NA
20487,1,1,1201058.54,1201058.54,0,0
20487,2,1,1472464.85,1472464.85,0,0
20488,1,2,NA,NA,NA,NA
20488,2,2,NA,NA,NA,NA
20489,1,1,3258399.72,0,3258399.72,0
20489,2,1,3655370.4,0,3655370.4,0
20490,1,2,NA,NA,NA,NA
20490,2,2,NA,NA,NA,NA
20491,1,1,2695813.5,2695813.5,0,0
20491,2,1,2468264.71,2468264.71,0,0
20492,1,1,1742418.28,1742418.28,0,0
20492,2,1,1834633.7,1834633.7,0,0
20493,1,1,367917,367917,0,0
20493,2,1,383001.6,383001.6,0,0
20494,1,1,NSS,NSS,0,0
20494,2,1,3710456.92,3710456.92,0,0
20495,1,9,NSS,NSS,NSS,NSS
20495,2,9,NSS,NSS,NSS,NSS
20496,1,2,NA,NA,NA,NA
20496,2,2,NA,NA,NA,NA
20497,1,2,NA,NA,NA,NA
20497,2,2,NA,NA,NA,NA
20498,1,2,NA,NA,NA,NA
20498,2,2,NA,NA,NA,NA
20499,1,2,NA,NA,NA,NA
20499,2,2,NA,NA,NA,NA
20500,1,1,4420090,4420090,0,0
20500,2,1,4955890,4955890,0,0
20501,1,1,292326.52,292326.52,0,0
20501,2,1,259642.12,259642.12,0,0
20502,1,1,3377949,3377949,0,0
20502,2,1,3823276,3823276,0,0
20503,1,1,NSS,NSS,0,0
20503,2,1,NSS,NSS,0,0
20504,1,2,NA,NA,NA,NA
20504,2,2,NA,NA,NA,NA
20505,1,9,NSS,NSS,NSS,NSS
20505,2,9,NSS,NSS,NSS,NSS
20506,1,1,710000,0,710000,0
20506,2,1,714179.65,0,714179.65,0
20507,1,2,NA,NA,NA,NA
20507,2,2,NA,NA,NA,NA
20508,1,1,1073964.36,1073964.36,0,0
20508,2,1,1215575.27,1215575.27,0,0
20509,1,9,NSS,NSS,NSS,NSS
20509,2,9,NSS,NSS,NSS,NSS
20510,1,1,420380,420380,0,0
20510,2,1,471590,471590,0,0
20511,1,1,2214385.82,2214385.82,0,0
20511,2,1,2510573.26,2510573.26,0,0
20512,1,2,NA,NA,NA,NA
20512,2,2,NA,NA,NA,NA
20513,1,2,NA,NA,NA,NA
20513,2,2,NA,NA,NA,NA
20514,1,2,NA,NA,NA,NA
20514,2,1,707645.81,707645.81,0,0
20515,1,2,NA,NA,NA,NA
20515,2,2,NA,NA,NA,NA
20516,1,2,NA,NA,NA,NA
20516,2,1,3955734.53,3955734.53,0,0
20517,1,1,809350.8,809350.8,0,0
20517,2,1,809350.8,809350.8,0,0
20518,1,2,NA,NA,NA,NA
20518,2,2,NA,NA,NA,NA
20519,1,2,NA,NA,NA,NA
20519,2,2,NA,NA,NA,NA
20520,1,2,NA,NA,NA,NA
20520,2,2,NA,NA,NA,NA
20521,1,2,NA,NA,NA,NA
20521,2,2,NA,NA,NA,NA
20522,1,1,799400.27,799400.27,0,0
20522,2,1,906432.93,906432.93,0,0
20523,1,1,1015260.39,1015260.39,0,0
20523,2,1,1284786.93,1284786.93,0,0
20524,1,1,217049.64,217049.64,0,0
20524,2,1,243492.8,243492.8,0,0
20525,1,9,NSS,NSS,NSS,NSS
20525,2,2,NA,NA,NA,NA
20526,1,2,NA,NA,NA,NA
20526,2,2,NA,NA,NA,NA
20527,1,1,NSS,NSS,NA,NA
20527,2,1,NSS,NSS,NA,NA
20528,1,1,600039.39,600039.39,0,0
20528,2,1,673142.16,673142.16,0,0
20529,1,1,81531.9,81531.9,0,0
20529,2,1,92356.88,92356.88,0,0
20530,1,1,2604911,2604911,0,0
20530,2,1,2921168,2921168,0,0
20531,1,1,1863175,1863175,0,0
20531,2,1,2110549,2110549,0,0
20532,1,2,NA,NA,NA,NA
20532,2,2,NA,NA,NA,NA
20533,1,9,NSS,NSS,NSS,NSS
20533,2,9,NSS,NSS,NSS,NSS
20534,1,1,2331126.48,2331126.48,0,0
20534,2,1,2615127.52,2615127.52,0,0
20535,1,2,NA,NA,NA,NA
20535,2,1,2426341.75,2426341.75,0,0
20536,1,2,NA,NA,NA,NA
20536,2,2,NA,NA,NA,NA
20537,1,2,NA,NA,NA,NA
20537,2,2,NA,NA,NA,NA
20538,1,1,451906,451906,0,0
20538,2,1,558620,558620,0,0
20539,1,1,755774.61,755774.61,0,0
20539,2,1,818086.8,818086.8,0,0
20540,1,2,NA,NA,NA,NA
20540,2,2,NA,NA,NA,NA
20541,1,9,NSS,NSS,NSS,NSS
20541,2,9,NSS,NSS,NSS,NSS
20542,1,1,588768.07,588768.07,0,0
20542,2,1,667036.91,667036.91,0,0
20543,1,1,4238773.8,0,4238773.8,0
20543,2,1,4755183.48,0,4755183.48,0
20544,1,2,NA,NA,NA,NA
20544,2,2,NA,NA,NA,NA
20545,1,1,6703316.1,6703316.1,0,0
20545,2,1,7593314.27,7593314.27,0,0
20546,1,1,NSS,NSS,0,0
20546,2,1,NSS,NSS,0,0
20547,1,2,NA,NA,NA,NA
20547,2,2,NA,NA,NA,NA
20548,1,2,NA,NA,NA,NA
20548,2,2,NA,NA,NA,NA
20549,1,9,NSS,NSS,NSS,NSS
20549,2,1,8537140.38,8537140.38,0,0
20550,1,1,NSS,NSS,0,0
20550,2,1,NSS,NSS,0,0
20551,1,1,1673450.55,1673450.55,0,0
20551,2,1,1895634.3,1895634.3,0,0
20552,1,2,NA,NA,NA,NA
20552,2,2,NA,NA,NA,NA
20553,1,2,NA,NA,NA,NA
20553,2,2,NA,NA,NA,NA
20554,1,1,1800000,1800000,0,0
20554,2,1,1700000,1700000,0,0
20555,1,2,NA,NA,NA,NA
20555,2,2,NA,NA,NA,NA
20556,1,2,NA,NA,NA,NA
20556,2,2,NA,NA,NA,NA
20557,1,2,NA,NA,NA,NA
20557,2,2,NA,NA,NA,NA
20558,1,2,NA,NA,NA,NA
20558,2,2,NA,NA,NA,NA
20559,1,2,NA,NA,NA,NA
20559,2,2,NA,NA,NA,NA
20560,1,1,357711.53,357711.53,0,0
20560,2,1,1977322.82,1977322.82,0,0
20561,1,1,2224430,2224430,0,0
20561,2,1,2300570,2300570,0,0
20562,1,1,1081174.74,1081174.74,0,0
20562,2,1,1116444.96,1116444.96,0,0
20563,1,1,826399.3,826399.3,0,0
20563,2,1,954441.14,954441.14,0,0
20564,1,1,820010,820010,0,0
20564,2,1,864512,864512,0,0
20565,1,2,NA,NA,NA,NA
20565,2,2,NA,NA,NA,NA
20566,1,1,621421,621421,0,0
20566,2,1,719570,719570,0,0
20567,1,1,187069.8,187069.8,0,0
20567,2,1,211907.03,211907.03,0,0
20568,1,9,NSS,NSS,NSS,NSS
20568,2,9,NSS,NSS,NSS,NSS
20569,1,1,1195839.25,1195839.25,0,0
20569,2,1,1097322.62,1097322.62,0,0
20570,1,1,4924645.06,4924645.06,0,0
20570,2,1,5625037.36,5625037.36,0,0
21001,1,2,NA,NA,NA,NA
21001,2,2,NA,NA,NA,NA
21002,1,1,1700584.1,1700584.1,0,0
21002,2,1,958731,958731,0,0
21003,1,9,NSS,NSS,NSS,NSS
21003,2,1,3833387.61,3833387.61,0,0
21004,1,2,NA,NA,NA,NA
21004,2,2,NA,NA,NA,NA
21005,1,2,NA,NA,NA,NA
21005,2,2,NA,NA,NA,NA
21006,1,2,NA,NA,NA,NA
21006,2,2,NA,NA,NA,NA
21007,1,2,NA,NA,NA,NA
21007,2,2,NA,NA,NA,NA
21008,1,2,NA,NA,NA,NA
21008,2,2,NA,NA,NA,NA
21009,1,2,NA,NA,NA,NA
21009,2,2,NA,NA,NA,NA
21010,1,9,NSS,NSS,NSS,NSS
21010,2,1,17978694,17978694,0,0
21011,1,1,393651.22,393651.22,0,0
21011,2,1,222278.24,222278.24,0,0
21012,1,9,NSS,NSS,NSS,NSS
21012,2,9,NSS,NSS,NSS,NSS
21013,1,9,NSS,NSS,NSS,NSS
21013,2,9,NSS,NSS,NSS,NSS
21014,1,2,NA,NA,NA,NA
21014,2,2,NA,NA,NA,NA
21015,1,1,19923445,9000000,0,10923445
21015,2,1,22712727,10000000,0,12712727
21016,1,2,NA,NA,NA,NA
21016,2,2,NA,NA,NA,NA
21017,1,2,NA,NA,NA,NA
21017,2,2,NA,NA,NA,NA
21018,1,2,NA,NA,NA,NA
21018,2,1,35340,0,35340,0
21019,1,1,12130000,12130000,0,0
21019,2,1,13298757,13298757,0,0
21020,1,2,NA,NA,NA,NA
21020,2,1,419583.48,419583.48,0,0
21021,1,2,NA,NA,NA,NA
21021,2,2,NA,NA,NA,NA
21022,1,2,NA,NA,NA,NA
21022,2,2,NA,NA,NA,NA
21023,1,2,NA,NA,NA,NA
21023,2,2,NA,NA,NA,NA
21024,1,2,NA,NA,NA,NA
21024,2,2,NA,NA,NA,NA
21025,1,2,NA,NA,NA,NA
21025,2,2,NA,NA,NA,NA
21026,1,9,NSS,NSS,NSS,NSS
21026,2,1,2397209.87,2397209.87,0,0
21027,1,2,NA,NA,NA,NA
21027,2,2,NA,NA,NA,NA
21028,1,2,NA,NA,NA,NA
21028,2,2,NA,NA,NA,NA
21029,1,1,139604.48,139604.48,0,0
21029,2,1,50402,50402,0,0
21030,1,2,NA,NA,NA,NA
21030,2,2,NA,NA,NA,NA
21031,1,2,NA,NA,NA,NA
21031,2,2,NA,NA,NA,NA
21032,1,2,NA,NA,NA,NA
21032,2,2,NA,NA,NA,NA
21033,1,2,NA,NA,NA,NA
21033,2,2,NA,NA,NA,NA
21034,1,9,NSS,NSS,NSS,NSS
21034,2,9,NSS,NSS,NSS,NSS
21035,1,9,NSS,NSS,NSS,NSS
21035,2,9,NSS,NSS,NSS,NSS
21036,1,1,1425450.04,1425450.04,0,0
21036,2,1,1687471.75,1687471.75,0,0
21037,1,2,NA,NA,NA,NA
21037,2,2,NA,NA,NA,NA
21038,1,2,NA,NA,NA,NA
21038,2,2,NA,NA,NA,NA
21039,1,2,NA,NA,NA,NA
21039,2,2,NA,NA,NA,NA
21040,1,2,NA,NA,NA,NA
21040,2,2,NA,NA,NA,NA
21041,1,2,NA,NA,NA,NA
21041,2,2,NA,NA,NA,NA
21042,1,2,NA,NA,NA,NA
21042,2,1,144077.24,144077.24,0,0
21043,1,1,2436800,2436800,0,0
21043,2,9,NSS,NSS,NSS,NSS
21044,1,2,NA,NA,NA,NA
21044,2,2,NA,NA,NA,NA
21045,1,9,NSS,NSS,NSS,NSS
21045,2,9,NSS,NSS,NSS,NSS
21046,1,9,NSS,NSS,NSS,NSS
21046,2,9,NSS,NSS,NSS,NSS
21047,1,2,NA,NA,NA,NA
21047,2,2,NA,NA,NA,NA
21048,1,2,NA,NA,NA,NA
21048,2,2,NA,NA,NA,NA
21049,1,2,NA,NA,NA,NA
21049,2,2,NA,NA,NA,NA
21050,1,2,NA,NA,NA,NA
21050,2,2,NA,NA,NA,NA
21051,1,2,NA,NA,NA,NA
21051,2,2,NA,NA,NA,NA
21052,1,2,NA,NA,NA,NA
21052,2,2,NA,NA,NA,NA
21053,1,2,NA,NA,NA,NA
21053,2,2,NA,NA,NA,NA
21054,1,2,NA,NA,NA,NA
21054,2,2,NA,NA,NA,NA
21055,1,2,NA,NA,NA,NA
21055,2,2,NA,NA,NA,NA
21056,1,2,NA,NA,NA,NA
21056,2,2,NA,NA,NA,NA
21057,1,2,NA,NA,NA,NA
21057,2,2,NA,NA,NA,NA
21058,1,2,NA,NA,NA,NA
21058,2,2,NA,NA,NA,NA
21059,1,2,NA,NA,NA,NA
21059,2,2,NA,NA,NA,NA
21060,1,2,NA,NA,NA,NA
21060,2,2,NA,NA,NA,NA
21061,1,2,NA,NA,NA,NA
21061,2,2,NA,NA,NA,NA
21062,1,2,NA,NA,NA,NA
21062,2,2,NA,NA,NA,NA
21063,1,2,NA,NA,NA,NA
21063,2,2,NA,NA,NA,NA
21064,1,1,1580220.12,1580220.12,0,0
21064,2,1,1617779.66,1617779.66,0,0
21065,1,1,167184,167184,0,0
21065,2,1,2554264.49,2554264.49,0,0
21066,1,2,NA,NA,NA,NA
21066,2,2,NA,NA,NA,NA
21067,1,2,NA,NA,NA,NA
21067,2,2,NA,NA,NA,NA
21068,1,1,64000,64000,0,0
21068,2,1,791701.15,791701.15,0,0
21069,1,9,NSS,NSS,NSS,NSS
21069,2,9,NSS,NSS,NSS,NSS
21070,1,2,NA,NA,NA,NA
21070,2,2,NA,NA,NA,NA
21071,1,2,NA,NA,NA,NA
21071,2,1,26444300.47,26444300.47,0,0
21072,1,1,11179215,11179215,0,0
21072,2,1,12776559.96,12776559.96,0,0
21073,1,2,NA,NA,NA,NA
21073,2,2,NA,NA,NA,NA
21074,1,2,NA,NA,NA,NA
21074,2,2,NA,NA,NA,NA
21075,1,2,NA,NA,NA,NA
21075,2,2,NA,NA,NA,NA
21076,1,9,NSS,NSS,NSS,NSS
21076,2,1,65154206.62,65154206.62,0,0
21077,1,2,NA,NA,NA,NA
21077,2,2,NA,NA,NA,NA
21078,1,2,NA,NA,NA,NA
21078,2,2,NA,NA,NA,NA
21079,1,2,NA,NA,NA,NA
21079,2,2,NA,NA,NA,NA
21080,1,2,NA,NA,NA,NA
21080,2,2,NA,NA,NA,NA
21081,1,2,NA,NA,NA,NA
21081,2,2,NA,NA,NA,NA
21082,1,2,NA,NA,NA,NA
21082,2,2,NA,NA,NA,NA
21083,1,2,NA,NA,NA,NA
21083,2,2,NA,NA,NA,NA
21084,1,1,4246210.41,4246210.41,0,0
21084,2,1,5400444,5400444,0,0
21085,1,1,2015286.85,2015286.85,0,0
21085,2,1,2410181.24,2410181.24,0,0
21086,1,2,NA,NA,NA,NA
21086,2,2,NA,NA,NA,NA
21087,1,9,NSS,NSS,NSS,NSS
21087,2,9,NSS,NSS,NSS,NSS
21088,1,2,NA,NA,NA,NA
21088,2,2,NA,NA,NA,NA
21089,1,1,23775,0,23775,0
21089,2,1,129720,0,129720,0
21090,1,2,NA,NA,NA,NA
21090,2,1,2000000,2000000,0,0
21091,1,1,553659.97,553659.97,0,0
21091,2,1,2224637.74,2224637.74,0,0
21092,1,9,NSS,NSS,NSS,NSS
21092,2,9,NSS,NSS,NSS,NSS
21093,1,2,NA,NA,NA,NA
21093,2,2,NA,NA,NA,NA
21094,1,2,NA,NA,NA,NA
21094,2,2,NA,NA,NA,NA
21095,1,2,NA,NA,NA,NA
21095,2,2,NA,NA,NA,NA
21096,1,2,NA,NA,NA,NA
21096,2,2,NA,NA,NA,NA
21097,1,2,NA,NA,NA,NA
21097,2,2,NA,NA,NA,NA
21098,1,2,NA,NA,NA,NA
21098,2,2,NA,NA,NA,NA
21099,1,2,NA,NA,NA,NA
21099,2,2,NA,NA,NA,NA
21100,1,2,NA,NA,NA,NA
21100,2,2,NA,NA,NA,NA
21101,1,2,NA,NA,NA,NA
21101,2,2,NA,NA,NA,NA
21102,1,1,9214034.3,9214034.3,0,0
21102,2,1,10533274.96,10533274.96,0,0
21103,1,2,NA,NA,NA,NA
21103,2,2,NA,NA,NA,NA
21104,1,2,NA,NA,NA,NA
21104,2,1,NSS,NSS,0,0
21105,1,9,NSS,NSS,NSS,NSS
21105,2,9,NSS,NSS,NSS,NSS
21106,1,2,NA,NA,NA,NA
21106,2,1,1957294.35,1957294.35,0,0
21107,1,2,NA,NA,NA,NA
21107,2,2,NA,NA,NA,NA
21108,1,9,NSS,NSS,NSS,NSS
21108,2,9,NSS,NSS,NSS,NSS
21109,1,2,NA,NA,NA,NA
21109,2,2,NA,NA,NA,NA
21110,1,2,NA,NA,NA,NA
