ubicageo_f,aniorefe_b,rnsnni1,forfastt,forfas1,forfas2,forfas3
14125,1,2,NA,NA,NA,NA
14125,2,2,NA,NA,NA,NA
15001,1,1,18548409.22,17637048.22,911361,0
15001,2,1,19562373.21,18699691.02,862682.19,0
15002,1,2,NA,NA,NA,NA
15002,2,2,NA,NA,NA,NA
15003,1,1,15660007.23,14809801.23,850206,0
15003,2,1,16928979.05,15753378.05,1175601,0
15004,1,2,NA,NA,NA,NA
15004,2,2,NA,NA,NA,NA
15005,1,2,NA,NA,NA,NA
15005,2,2,NA,NA,NA,NA
15006,1,2,NA,NA,NA,NA
15006,2,2,NA,NA,NA,NA
15007,1,9,NSS,NSS,NSS,NSS
15007,2,9,NSS,NSS,NSS,NSS
15008,1,1,586322,586322,0,0
15008,2,1,607958.8,607958.8,0,0
15009,1,1,14790675.29,13852618.29,938057,0
15009,2,1,19070996.45,18122619.45,948377,0
15010,1,1,23236231,22566980,669251,0
15010,2,1,12062887.18,11376595.18,686292,0
15011,1,1,18232005.45,17279882.09,952123.36,0
15011,2,1,21787791.81,20787592.81,1000199,0
15012,1,9,NSS,NSS,NSS,NSS
15012,2,1,831399,0,831399,0
15013,1,1,43429834,42636003,793831,0
15013,2,1,78854736,78282893,571843,0
15014,1,1,32769494,31623949,1145545,0
15014,2,1,30547676,29424593,1123083,0
15015,1,1,31189209,30379553,809656,0
15015,2,1,26144691,25176103,968588,0
15016,1,2,NA,NA,NA,NA
15016,2,2,NA,NA,NA,NA
15017,1,1,742606,0,742606,0
15017,2,1,780945,0,780945,0
15018,1,1,12464469.99,11905969.99,558500,0
15018,2,1,12061091.84,11274975.84,786116,0
15019,1,1,NSS,NSS,NSS,NSS
15019,2,1,NSS,NSS,NSS,NSS
15020,1,2,NA,NA,NA,NA
15020,2,1,47584672.14,46548383.14,1036289,0
15021,1,1,8597048.33,7893681.53,703366.8,0
15021,2,1,10901105.55,9997196.71,903908.84,0
15022,1,1,10686045.27,9832660.27,853385,0
15022,2,1,11280464.71,10446992.71,833472,0
15023,1,2,NA,NA,NA,NA
15023,2,2,NA,NA,NA,NA
15024,1,1,44005153.66,43265053.66,740100,0
15024,2,1,40855841.02,39902979.02,952862,0
15025,1,1,12319844.25,11501344.25,818500,0
15025,2,1,140267115.34,134833084.04,5434031.3,0
15026,1,9,NSS,NSS,NSS,NSS
15026,2,9,NSS,NSS,NSS,NSS
15027,1,1,9857485,9035847,821638,0
15027,2,1,10513949,9536537,977412,0
15028,1,9,NSS,NSS,NSS,NSS
15028,2,9,NSS,NSS,NSS,NSS
15029,1,1,76874589.87,75747468.87,1127121,0
15029,2,1,93169819.36,92167997.36,1001822,0
15030,1,1,19591484.06,18607506.06,983978,0
15030,2,1,15847404.41,14813835.41,1033569,0
15031,1,1,200000000,100000000,100000000,0
15031,2,1,200000000,100000000,100000000,0
15032,1,1,9834334,9162934,671400,0
15032,2,1,14052612.54,13088322.54,964290,0
15033,1,2,NA,NA,NA,NA
15033,2,1,900800,0,900800,0
15034,1,2,NA,NA,NA,NA
15034,2,2,NA,NA,NA,NA
15035,1,1,33828901,33019707,809194,0
15035,2,1,36510669,35842505,668164,0
15036,1,1,14099308.1,13206777.1,892531,0
15036,2,1,17179180,16240000,939180,0
15037,1,1,1195680.31,0,1195680.31,0
15037,2,1,18975068.65,17731361.65,1243707,0
15038,1,9,NSS,NSS,NSS,NSS
15038,2,9,NSS,NSS,NSS,NSS
15039,1,1,200513198.95,199459947.95,1053251,0
15039,2,1,269488640.31,268723990.31,764650,0
15040,1,1,27101617,26113543,988074,0
15040,2,1,28320536,27560534,760002,0
15041,1,1,5187442.02,4580889.02,606553,0
15041,2,1,5464024.86,4834722.86,629302,0
15042,1,1,1063135,0,1063135,0
15042,2,1,35460302,0,35460302,0
15043,1,1,824072,0,824072,0
15043,2,1,994922,0,994922,0
15044,1,1,1997106014,1996277150,828864,0
15044,2,1,2107843050,2106893823,949227,0
15045,1,1,2,1,1,0
15045,2,1,2,1,1,0
15046,1,9,NSS,NSS,NSS,NSS
15046,2,1,10969345.22,9949859.22,1019486,0
15047,1,1,986589,0,986589,0
15047,2,1,879139,0,879139,0
15048,1,1,1128055,0,1128055,0
15048,2,1,1042640,0,1042640,0
15049,1,1,831461,0,831461,0
15049,2,1,894589,0,894589,0
15050,1,1,11350879.73,10866033.73,484846,0
15050,2,1,13366483.66,12475874.66,890609,0
15051,1,9,NSS,NSS,NSS,NSS
15051,2,2,NA,NA,NA,NA
15052,1,1,740823,0,740823,0
15052,2,1,770000,0,770000,0
15053,1,9,NSS,NSS,NSS,NSS
15053,2,1,17591122.25,16603446.53,987675.72,0
15054,1,1,13284829,12216748,1068081,0
15054,2,1,11075577,10275505,800072,0
15055,1,9,NSS,NSS,NSS,NSS
15055,2,1,897129,0,897129,0
15056,1,1,1334229,0,1334229,0
15056,2,1,1063716,0,1063716,0
15057,1,1,661365,NA,661365,NA
15057,2,1,808986,NA,808986,NA
15058,1,1,432967393.13,431801066.99,1166326.14,0
15058,2,1,483071531.1,482067965.95,1003565.15,0
15059,1,1,41257310.64,40383985.64,873325,0
15059,2,1,43406033.08,42621722.08,784311,0
15060,1,1,31395283.63,30683075.63,712208,0
15060,2,1,47913313.04,46967841.04,945472,0
15061,1,2,NA,NA,NA,NA
15061,2,2,NA,NA,NA,NA
15062,1,9,NSS,NSS,NSS,NSS
15062,2,2,NA,NA,NA,NA
15063,1,0,NA,NA,NA,NA
15063,2,0,NA,NA,NA,NA
15064,1,2,NA,NA,NA,NA
15064,2,2,NA,NA,NA,NA
15065,1,1,9536724.35,8713425.35,823299,0
15065,2,1,6564131.34,5851114.34,713017,0
15066,1,2,NA,NA,NA,NA
15066,2,2,NA,NA,NA,NA
15067,1,1,952101,0,952101,0
15067,2,1,996607,0,996607,0
15068,1,1,12975124.88,9371890.05,918361.51,2684873.32
15068,2,1,13384152.18,9839575.98,722033.69,2822542.51
15069,1,1,4452035.74,3439734.74,1012301,0
15069,2,1,4663507.53,3630335.53,1033172,0
15070,1,1,115024726,111039772,1120404,2864550
15070,2,1,123257222,114814993.1,706642,7735586.9
15071,1,2,NA,NA,NA,NA
15071,2,2,NA,NA,NA,NA
15072,1,2,NA,NA,NA,NA
15072,2,2,NA,NA,NA,NA
15073,1,1,944744,0,944744,0
15073,2,1,930898,0,930898,0
15074,1,9,NSS,NSS,NSS,NSS
15074,2,9,NSS,NSS,NSS,NSS
15075,1,1,9142760.57,8492621.57,650139,0
15075,2,1,10144566.73,9014273.73,1130293,0
15076,1,1,24864168.5,24030627.5,833541,0
15076,2,1,22857531.15,21961565.15,895966,0
15077,1,2,NA,NA,NA,NA
15077,2,2,NA,NA,NA,NA
15078,1,2,NA,NA,NA,NA
15078,2,2,NA,NA,NA,NA
15079,1,1,6523095,5758096,764999,0
15079,2,1,5932946,5229526,703420,0
15080,1,9,NSS,NSS,NSS,NSS
15080,2,1,NSS,NSS,NSS,NSS
15081,1,1,118381218.51,117451210.51,930008,0
15081,2,1,140735545.31,139653045.31,1082500,0
15082,1,1,914055,0,914055,0
15082,2,1,674302,0,674302,0
15083,1,2,NA,NA,NA,NA
15083,2,2,NA,NA,NA,NA
15084,1,1,30840.54,0,30840.54,0
15084,2,1,30840.54,0,30840.54,0
15085,1,1,47877425.61,46986125.61,891300,0
15085,2,1,50347286.41,49589696.41,757590,0
15086,1,2,NA,NA,NA,NA
15086,2,2,NA,NA,NA,NA
15087,1,1,31374957.25,30302739.25,1072218,0
15087,2,1,37181073.03,36107087.43,1073985.6,0
15088,1,1,27059339.48,1114404,25944935.48,0
15088,2,1,43422678.08,1076654,42346024.08,0
15089,1,2,NA,NA,NA,NA
15089,2,2,NA,NA,NA,NA
15090,1,9,NSS,NSS,NSS,NSS
15090,2,1,1125648,0,1125648,0
15091,1,1,27063971.76,0,27063971.76,0
15091,2,1,37895407.51,0,37895407.51,0
15092,1,2,NA,NA,NA,NA
15092,2,2,NA,NA,NA,NA
15093,1,1,23928106.52,23083157.52,844949,0
15093,2,1,25196723.05,24314736.05,881987,0
15094,1,1,8604297,7807634,796663,0
15094,2,1,10269257.56,9380461.56,888796,0
15095,1,1,48041846.97,47022846.97,1019000,0
15095,2,1,50528068.66,49497733.66,1030335,0
15096,1,2,NA,NA,NA,NA
15096,2,1,10823237.64,10018986.64,804251,0
15097,1,9,NSS,NSS,NSS,NSS
15097,2,1,671265,0,671265,0
15098,1,1,4908838.32,4058066.32,850772,0
15098,2,1,5096966.78,4282929.78,814037,0
15099,1,1,247113737.4,196367678.4,977698,49768361
15099,2,1,297986659.3,207248702.3,1008006,89729951
15100,1,2,NA,NA,NA,NA
15100,2,2,NA,NA,NA,NA
15101,1,2,NA,NA,NA,NA
15101,2,1,123400,123400,0,0
15102,1,2,NA,NA,NA,NA
15102,2,2,NA,NA,NA,NA
15103,1,1,35564900.24,34804851.96,760048.28,0
15103,2,1,37797569.35,36733440.35,1064129,0
15104,1,2,NA,NA,NA,NA
15104,2,2,NA,NA,NA,NA
15105,1,1,4658611.18,4154818.18,503793,0
15105,2,1,4716468.79,3965169.79,751299,0
15106,1,1,406871450.7,405661014.74,1210436,0
15106,2,1,680688084.2,679928543.17,759541,0
15107,1,1,5754017.06,4964000.06,790017,0
15107,2,1,5010753.51,4324342.51,686411,0
15108,1,1,39064959,39064959,0,0
15108,2,1,32125849,32125849,0,0
15109,1,1,23531866.04,22532899.04,998967,0
15109,2,1,14661642.2,13654208.2,1007434,0
15110,1,2,NA,NA,NA,NA
15110,2,2,NA,NA,NA,NA
15111,1,2,NA,NA,NA,NA
15111,2,1,12075987,11000000,1075987,0
15112,1,2,NA,NA,NA,NA
15112,2,2,NA,NA,NA,NA
15113,1,9,NSS,NSS,NSS,NSS
15113,2,1,16436707,15986191,450516,0
15114,1,9,NSS,NSS,NSS,NSS
15114,2,9,NSS,NSS,NSS,NSS
15115,1,2,NA,NA,NA,NA
15115,2,1,36886660,36000000,886660,NA
15116,1,2,NA,NA,NA,NA
15116,2,2,NA,NA,NA,NA
15117,1,2,NA,NA,NA,NA
15117,2,2,NA,NA,NA,NA
15118,1,2,NA,NA,NA,NA
15118,2,2,NA,NA,NA,NA
15119,1,1,487437,0,487437,0
15119,2,1,535563,0,535563,0
15120,1,1,40492991.69,39682879.69,810112,0
15120,2,1,42546515.81,41881766.81,664749,0
15121,1,9,NSS,NSS,NSS,NSS
15121,2,1,137719900.45,137719900.45,0,0
15122,1,1,119637218.55,118931718.55,705500,0
15122,2,1,114547741.89,113810984.96,736756.93,0
15123,1,1,511204,0,511204,0
15123,2,1,951019,0,951019,0
15124,1,2,NA,NA,NA,NA
15124,2,2,NA,NA,NA,NA
15125,1,1,10529323.75,10529323.75,0,0
15125,2,1,11112769.17,11112769.17,0,0
16001,1,2,NA,NA,NA,NA
16001,2,2,NA,NA,NA,NA
16002,1,2,NA,NA,NA,NA
16002,2,1,1854000,0,0,1854000
16003,1,2,NA,NA,NA,NA
16003,2,2,NA,NA,NA,NA
16004,1,2,NA,NA,NA,NA
16004,2,2,NA,NA,NA,NA
16005,1,2,NA,NA,NA,NA
16005,2,2,NA,NA,NA,NA
16006,1,2,NA,NA,NA,NA
16006,2,2,NA,NA,NA,NA
16007,1,2,NA,NA,NA,NA
16007,2,2,NA,NA,NA,NA
16008,1,0,NA,NA,NA,NA
16008,2,0,NA,NA,NA,NA
16009,1,2,NA,NA,NA,NA
16009,2,2,NA,NA,NA,NA
16010,1,0,NA,NA,NA,NA
16010,2,0,NA,NA,NA,NA
16011,1,2,NA,NA,NA,NA
16011,2,1,554048.58,554048.58,0,0
16012,1,1,32714674,32714674,0,0
16012,2,1,33148288.03,33148288.03,0,0
16013,1,9,NSS,NSS,NSS,NSS
16013,2,9,NSS,NSS,NSS,NSS
16014,1,1,9912607,9912607,0,0
16014,2,1,12939509,12939509,0,0
16015,1,1,12437898.65,12437898.65,0,0
16015,2,1,13771188.73,13771188.73,0,0
16016,1,2,NA,NA,NA,NA
16016,2,2,NA,NA,NA,NA
16017,1,1,8895962,8895962,0,0
16017,2,1,10172370,10172370,0,0
16018,1,2,NA,NA,NA,NA
16018,2,2,NA,NA,NA,NA
16019,1,2,NA,NA,NA,NA
16019,2,1,1854000,1854000,0,0
16020,1,2,NA,NA,NA,NA
16020,2,2,NA,NA,NA,NA
16021,1,1,7654318.82,7654318.82,0,0
16021,2,1,7785230.23,7785230.23,0,0
16022,1,2,NA,NA,NA,NA
16022,2,2,NA,NA,NA,NA
16023,1,2,NA,NA,NA,NA
16023,2,1,1853000,1853000,0,0
16024,1,9,NSS,NSS,NSS,NSS
16024,2,1,13313947.99,0,13313947.99,0
16025,1,2,NA,NA,NA,NA
16025,2,2,NA,NA,NA,NA
16026,1,1,3465839,3465839,0,0
16026,2,1,3628275,3628275,0,0
16027,1,2,NA,NA,NA,NA
16027,2,2,NA,NA,NA,NA
16028,1,2,NA,NA,NA,NA
16028,2,2,NA,NA,NA,NA
16029,1,2,NA,NA,NA,NA
16029,2,2,NA,NA,NA,NA
16030,1,1,9451865.58,9451865.58,0,0
16030,2,1,7099053.46,7099053.46,0,0
16031,1,1,9840663.92,9840663.92,0,0
16031,2,1,11979012.9,11979012.9,0,0
16032,1,2,NA,NA,NA,NA
16032,2,2,NA,NA,NA,NA
16033,1,2,NA,NA,NA,NA
16033,2,2,NA,NA,NA,NA
16034,1,1,60590514,60590514,0,0
16034,2,1,67643557,67643557,0,0
16035,1,1,20320474,20320474,0,0
16035,2,1,23033444.86,23033444.86,0,0
16036,1,9,NSS,NSS,NSS,NSS
16036,2,9,NSS,NSS,NSS,NSS
16037,1,2,NA,NA,NA,NA
16037,2,2,NA,NA,NA,NA
16038,1,2,NA,NA,NA,NA
16038,2,2,NA,NA,NA,NA
16039,1,2,NA,NA,NA,NA
16039,2,1,540000,0,0,540000
16040,1,2,NA,NA,NA,NA
16040,2,2,NA,NA,NA,NA
16041,1,1,10479456,10479456,0,0
16041,2,1,12195292,12195292,0,0
16042,1,2,NA,NA,NA,NA
16042,2,2,NA,NA,NA,NA
16043,1,2,NA,NA,NA,NA
16043,2,2,NA,NA,NA,NA
16044,1,2,NA,NA,NA,NA
16044,2,2,NA,NA,NA,NA
16045,1,2,NA,NA,NA,NA
16045,2,2,NA,NA,NA,NA
16046,1,2,NA,NA,NA,NA
16046,2,2,NA,NA,NA,NA
16047,1,2,NA,NA,NA,NA
16047,2,2,NA,NA,NA,NA
16048,1,9,NSS,NSS,NSS,NSS
16048,2,9,NSS,NSS,NSS,NSS
16049,1,1,9045546.32,9045546.32,0,0
16049,2,1,10821637.91,10821637.91,0,0
16050,1,1,26074362.43,26074362.43,0,0
16050,2,1,35964540.68,35964540.68,0,0
16051,1,98,ND,ND,ND,ND
16051,2,98,ND,ND,ND,ND
16052,1,1,47584643.12,36328295.08,11256348.04,0
16052,2,1,49179564.25,36583086.1,12596478.15,0
16053,1,2,NA,NA,NA,NA
16053,2,2,NA,NA,NA,NA
16054,1,9,NSS,NSS,NSS,NSS
16054,2,9,NSS,NSS,NSS,NSS
16055,1,1,38052392.35,38052392.35,0,0
16055,2,1,35069244.55,35069244.55,0,0
16056,1,9,NSS,NSS,NSS,NSS
16056,2,9,NSS,NSS,NSS,NSS
16057,1,1,6142585.7,6142585.7,0,0
16057,2,1,7098561.65,7098561.65,0,0
16058,1,9,NSS,NSS,NSS,NSS
16058,2,9,NSS,NSS,NSS,NSS
16059,1,2,NA,NA,NA,NA
16059,2,2,NA,NA,NA,NA
16060,1,1,6730534.87,6260724,0,469810.87
16060,2,1,7170043,7170043,0,0
16061,1,2,NA,NA,NA,NA
16061,2,2,NA,NA,NA,NA
16062,1,2,NA,NA,NA,NA
16062,2,1,1854000,1854000,0,0
16063,1,9,NSS,NSS,NSS,NSS
16063,2,9,NSS,NSS,NSS,NSS
16064,1,2,NA,NA,NA,NA
16064,2,2,NA,NA,NA,NA
16065,1,2,NA,NA,NA,NA
16065,2,2,NA,NA,NA,NA
16066,1,2,NA,NA,NA,NA
16066,2,2,NA,NA,NA,NA
16067,1,9,NSS,NSS,NSS,NSS
16067,2,9,NSS,NSS,NSS,NSS
16068,1,2,NA,NA,NA,NA
16068,2,1,4321893,4321893,0,0
16069,1,1,70659600,70659600,0,0
16069,2,1,80908968,80908968,0,0
16070,1,9,NSS,NSS,NSS,NSS
16070,2,9,NSS,NSS,NSS,NSS
16071,1,9,NSS,NSS,NSS,NSS
16071,2,9,NSS,NSS,NSS,NSS
16072,1,9,NSS,NSS,NSS,NSS
16072,2,9,NSS,NSS,NSS,NSS
16073,1,2,NA,NA,NA,NA
16073,2,2,NA,NA,NA,NA
16074,1,2,NA,NA,NA,NA
16074,2,2,NA,NA,NA,NA
16075,1,2,NA,NA,NA,NA
16075,2,1,1850000,1850000,0,0
16076,1,1,5206927,5206927,0,0
16076,2,1,5963504,5963504,0,0
16077,1,1,11727335,11727335,0,0
16077,2,1,13414205,13414205,0,0
16078,1,2,NA,NA,NA,NA
16078,2,2,NA,NA,NA,NA
16079,1,2,NA,NA,NA,NA
16079,2,2,NA,NA,NA,NA
16080,1,2,NA,NA,NA,NA
16080,2,2,NA,NA,NA,NA
16081,1,2,NA,NA,NA,NA
16081,2,2,NA,NA,NA,NA
16082,1,2,NA,NA,NA,NA
16082,2,2,NA,NA,NA,NA
16083,1,2,NA,NA,NA,NA
16083,2,2,NA,NA,NA,NA
16084,1,2,NA,NA,NA,NA
16084,2,2,NA,NA,NA,NA
16085,1,1,24456685.45,24456685.45,0,0
16085,2,1,27953317.71,26786796,0,1166521.71
16086,1,9,NSS,NSS,NSS,NSS
16086,2,9,NSS,NSS,NSS,NSS
16087,1,2,NA,NA,NA,NA
16087,2,2,NA,NA,NA,NA
16088,1,2,NA,NA,NA,NA
16088,2,2,NA,NA,NA,NA
16089,1,1,16421388.98,16421388.98,0,0
16089,2,1,18300178.99,18300178.99,0,0
16090,1,2,NA,NA,NA,NA
16090,2,2,NA,NA,NA,NA
16091,1,9,NSS,NSS,NSS,NSS
16091,2,9,NSS,NSS,NSS,NSS
16092,1,2,NA,NA,NA,NA
16092,2,2,NA,NA,NA,NA
16093,1,1,10714590.43,0,10714590.43,0
16093,2,1,12287701.06,0,12287701.06,0
16094,1,2,NA,NA,NA,NA
16094,2,2,NA,NA,NA,NA
16095,1,2,NA,NA,NA,NA
16095,2,2,NA,NA,NA,NA
16096,1,2,NA,NA,NA,NA
16096,2,2,NA,NA,NA,NA
16097,1,9,NSS,NSS,NSS,NSS
16097,2,9,NSS,NSS,NSS,NSS
16098,1,2,NA,NA,NA,NA
16098,2,2,NA,NA,NA,NA
16099,1,9,NSS,NSS,NSS,NSS
16099,2,2,NA,NA,NA,NA
16100,1,2,NA,NA,NA,NA
16100,2,2,NA,NA,NA,NA
16101,1,2,NA,NA,NA,NA
16101,2,2,NA,NA,NA,NA
16102,1,2,NA,NA,NA,NA
16102,2,2,NA,NA,NA,NA
16103,1,2,NA,NA,NA,NA
16103,2,1,1784027,1784027,0,0
16104,1,2,NA,NA,NA,NA
16104,2,2,NA,NA,NA,NA
16105,1,1,13920254,13920254,0,0
16105,2,1,15942980,15942980,0,0
16106,1,2,NA,NA,NA,NA
16106,2,2,NA,NA,NA,NA
16107,1,2,NA,NA,NA,NA
16107,2,2,NA,NA,NA,NA
16108,1,9,NSS,NSS,NSS,NSS
16108,2,9,NSS,NSS,NSS,NSS
16109,1,2,NA,NA,NA,NA
16109,2,2,NA,NA,NA,NA
16110,1,2,NA,NA,NA,NA
16110,2,2,NA,NA,NA,NA
16111,1,2,NA,NA,NA,NA
16111,2,2,NA,NA,NA,NA
16112,1,2,NA,NA,NA,NA
16112,2,1,104194575,104194575,0,0
16113,1,9,NSS,NSS,NSS,NSS
16113,2,9,NSS,NSS,NSS,NSS
17001,1,9,NSS,NSS,NSS,NSS
17001,2,9,NSS,NSS,NSS,NSS
17002,1,1,15657974,15657974,0,0
17002,2,1,18810623,18810623,0,0
17003,1,9,NSS,NSS,NSS,NSS
17003,2,9,NSS,NSS,NSS,NSS
17004,1,2,NA,NA,NA,NA
17004,2,2,NA,NA,NA,NA
17005,1,1,5988352,5988352,0,0
17005,2,1,6921265,6921265,0,0
17006,1,1,138138239,138138239,0,0
17006,2,1,139497705,139497705,0,0
17007,1,2,NA,NA,NA,NA
17007,2,2,NA,NA,NA,NA
17008,1,1,64537951,64537951,0,0
17008,2,1,68028969,68028969,0,0
17009,1,2,NA,NA,NA,NA
17009,2,2,NA,NA,NA,NA
17010,1,1,12226657.13,12226657.13,0,0
17010,2,1,13723091.54,13723091.54,0,0
17011,1,1,120501303,120501303,0,0
17011,2,1,153712205,153712205,0,0
17012,1,2,NA,NA,NA,NA
17012,2,2,NA,NA,NA,NA
17013,1,2,NA,NA,NA,NA
17013,2,1,12445487,12445487,0,0
17014,1,2,NA,NA,NA,NA
17014,2,2,NA,NA,NA,NA
17015,1,9,NSS,NSS,NSS,NSS
17015,2,1,11780495,11780495,0,0
17016,1,2,NA,NA,NA,NA
17016,2,2,NA,NA,NA,NA
17017,1,2,NA,NA,NA,NA
17017,2,2,NA,NA,NA,NA
17018,1,2,NA,NA,NA,NA
17018,2,1,84666235,84666235,0,0
17019,1,1,19843357,19843357,0,0
17019,2,1,20971715,20971715,0,0
17020,1,9,NSS,NSS,NSS,NSS
17020,2,9,NSS,NSS,NSS,NSS
17021,1,1,6053732.98,6053732.98,0,0
17021,2,1,5681191.54,5681191.54,0,0
17022,1,2,NA,NA,NA,NA
17022,2,2,NA,NA,NA,NA
17023,1,1,5081980,5081980,0,0
17023,2,1,5921559,5921559,0,0
17024,1,2,NA,NA,NA,NA
17024,2,2,NA,NA,NA,NA
17025,1,9,NSS,NSS,NSS,NSS
17025,2,9,NSS,NSS,NSS,NSS
17026,1,1,11377038,11377038,0,0
17026,2,1,14128871,14128871,0,0
17027,1,9,NSS,NSS,NSS,NSS
17027,2,9,NSS,NSS,NSS,NSS
17028,1,1,48922039,48922039,0,0
17028,2,1,54823810,54823810,0,0
17029,1,1,71912214,71356214,556000,0
17029,2,1,72841500,72211500,630000,0
17030,1,2,NA,NA,NA,NA
17030,2,2,NA,NA,NA,NA
17031,1,0,NA,NA,NA,NA
17031,2,0,NA,NA,NA,NA
17032,1,1,6645012,6645012,0,0
17032,2,1,7428973,7428973,0,0
17033,1,1,NSS,NSS,NSS,NSS
17033,2,1,NSS,NSS,NSS,NSS
17034,1,1,7068392,7068392,0,0
17034,2,1,8459263,8459263,0,0
17035,1,0,NA,NA,NA,NA
17035,2,0,NA,NA,NA,NA
17036,1,2,NA,NA,NA,NA
17036,2,1,1262031.86,1262031.86,0,0
18001,1,2,NA,NA,NA,NA
18001,2,2,NA,NA,NA,NA
18002,1,1,10539836.61,10539836.61,0,0
18002,2,1,9979072.73,9979072.73,0,0
18003,1,1,7945349.74,7945349.74,0,0
18003,2,1,8622205.81,8622205.81,0,0
18004,1,1,15610447.29,12167766.98,0,3442680.31
18004,2,1,53691327.71,27181750.65,0,26509577.06
18005,1,2,NA,NA,NA,NA
18005,2,1,8395949.11,8395949.11,0,0
18006,1,2,NA,NA,NA,NA
18006,2,2,NA,NA,NA,NA
18007,1,1,6951199.78,6951199.78,0,0
18007,2,1,7453482.31,7453482.31,0,0
18008,1,1,6779105.25,6779105.25,0,0
18008,2,1,7711854.56,7711854.56,0,0
18009,1,2,NA,NA,NA,NA
18009,2,2,NA,NA,NA,NA
18010,1,1,1690196,1690196,0,0
18010,2,1,1584418,1584418,0,0
18011,1,1,18536094.02,18536094.02,0,0
18011,2,1,17940524.32,17940524.32,0,0
18012,1,1,28244561.14,28244561.14,0,0
18012,2,1,32309598.64,32309598.64,0,0
18013,1,1,3311730.17,3311730.17,0,0
18013,2,1,2654601.29,2654601.29,0,0
18014,1,1,9913701.27,9913701.27,0,0
18014,2,1,10222098.68,10222098.68,0,0
18015,1,2,NA,NA,NA,NA
18015,2,1,39039350.04,39039350.04,0,0
18016,1,2,NA,NA,NA,NA
18016,2,2,NA,NA,NA,NA
18017,1,1,305971451.1,305971451.1,0,0
18017,2,1,318426648.5,318426648.5,0,0
18018,1,1,21597108.75,21597108.75,0,0
18018,2,1,22476260.44,22476260.44,0,0
18019,1,1,9046324,9046324,0,0
18019,2,1,10819485,10819485,0,0
18020,1,1,134789388.05,134789388.05,0,0
18020,2,1,126984827.96,126984827.96,0,0
19001,1,9,NSS,NSS,NSS,NSS
19001,2,9,NSS,NSS,NSS,NSS
19002,1,0,NA,NA,NA,NA
19002,2,0,NA,NA,NA,NA
19003,1,2,NA,NA,NA,NA
19003,2,2,NA,NA,NA,NA
19004,1,2,NA,NA,NA,NA
19004,2,2,NA,NA,NA,NA
19005,1,1,19047352.6,11278608,0,7768744.6
19005,2,1,22751494.55,13812486.01,0,8939008.54
19006,1,1,410631158.04,410631158.04,0,0
19006,2,1,502906254.97,502906254.97,0,0
19007,1,1,9377791,9377791,0,0
19007,2,1,11485124,11485124,0,0
19008,1,1,2290028,2290028,0,0
19008,2,1,2513169,2513169,0,0
19009,1,2,NA,NA,NA,NA
19009,2,1,107647342.34,93720495.68,0,13926846.66
19010,1,9,NSS,NSS,NSS,NSS
19010,2,9,NSS,NSS,NSS,NSS
19011,1,1,4708569,4708569,0,0
19011,2,1,5623053,5623053,0,0
19012,1,2,NA,NA,NA,NA
19012,2,2,NA,NA,NA,NA
19013,1,1,6065432,6065432,0,0
19013,2,1,7607209,7607209,0,0
19014,1,9,NSS,NSS,NSS,NSS
19014,2,9,NSS,NSS,NSS,NSS
19015,1,0,NA,NA,NA,NA
19015,2,0,NA,NA,NA,NA
19016,1,1,2702232,2702232,0,0
19016,2,1,2036692,2036692,0,0
19017,1,9,NSS,NSS,NSS,NSS
19017,2,9,NSS,NSS,NSS,NSS
19018,1,1,158405538.87,158405538.87,0,0
19018,2,1,104809973.61,104809973.61,0,0
19019,1,1,82674312,82674312,0,0
19019,2,1,101252493,101252493,0,0
19020,1,9,NSS,NSS,NSS,NSS
19020,2,1,NSS,NSS,0,0
19021,1,9,NSS,NSS,NSS,NSS
19021,2,9,NSS,NSS,NSS,NSS
19022,1,2,NA,NA,NA,NA
19022,2,2,NA,NA,NA,NA
19023,1,0,NA,NA,NA,NA
19023,2,0,NA,NA,NA,NA
19024,1,1,3929514.96,3929514.96,0,0
19024,2,1,4828090,4828090,0,0
19025,1,9,NSS,NSS,NSS,NSS
19025,2,9,NSS,NSS,NSS,NSS
19026,1,1,402298611,402298611,0,0
19026,2,1,492701257,492701257,0,0
19027,1,9,NSS,NSS,NSS,NSS
19027,2,9,NSS,NSS,NSS,NSS
19028,1,2,NA,NA,NA,NA
19028,2,2,NA,NA,NA,NA
19029,1,9,NSS,NSS,NSS,NSS
19029,2,9,NSS,NSS,NSS,NSS
19030,1,1,2062964.04,2062964.04,0,0
19030,2,1,2526542.85,2526542.85,0,0
19031,1,1,294946922,294946922,0,0
19031,2,1,361226001.97,361226001.97,0,0
19032,1,1,3347156,3347156,0,0
19032,2,1,4099313,4099313,0,0
19033,1,1,NSS,NSS,0,0
19033,2,1,NSS,NSS,0,0
19034,1,1,9101980.63,3735707.5,5366273.13,0
19034,2,1,57923844.02,3921581.99,54002262.03,0
19035,1,2,NA,NA,NA,NA
19035,2,2,NA,NA,NA,NA
19036,1,9,NSS,NSS,NSS,NSS
19036,2,9,NSS,NSS,NSS,NSS
19037,1,1,9069676,3896715,5172961,NA
19037,2,1,11582400,4166479,7415921,NA
19038,1,2,NA,NA,NA,NA
19038,2,2,NA,NA,NA,NA
19039,1,1,715073542.65,715073542.65,NA,NA
19039,2,1,875628872,875628872,NA,NA
19040,1,0,NA,NA,NA,NA
19040,2,0,NA,NA,NA,NA
19041,1,2,NA,NA,NA,NA
