ubicageo_f,aniorefe_b,presup1,presup2,presup3
15039,2,265774757,265774757,301416355.81
15040,1,223425276,230555331.8,230555331.8
15040,2,237908103,237908103,237908103
15041,1,3500000,3380324.73,3380324.73
15041,2,4200000,4099937.33,4099937.33
15042,1,1063135,1063135,1063135
15042,2,35460302,35460302,35460302
15043,1,834512,834512,824072
15043,2,994922,994922,994922
15044,1,1873641105,1873641105,4262854417
15044,2,1708376767,1708376767,3765319817
15045,1,30000000,30000000,30000000
15045,2,32000000,32000000,32000000
15046,1,NSS,NSS,NSS
15046,2,11208924.28,10969345.22,10969345.22
15047,1,986589,986589,986589
15047,2,879139,879139,879139
15048,1,39661394.7,39661394.7,39661394.7
15048,2,39661394.7,39661394.7,39661394.7
15049,1,831461,831461,831461
15049,2,894589,894589,894589
15050,1,11350879.73,11350879.73,11350879.73
15050,2,13366483.66,13366483.66,13366483.66
15051,1,NSS,NSS,NSS
15051,2,NSS,NSS,NSS
15052,1,740823,740823,740823
15052,2,770000,770000,770000
15053,1,0,27529097.83,27529097.83
15053,2,0,30393398.97,30393398.97
15054,1,116572305,93133412,77605786
15054,2,203812000,74295008,64862808
15055,1,NSS,NSS,NSS
15055,2,902129,902129,897129
15056,1,13422802.16,13422802.16,13422802.16
15056,2,9675013.68,9675013.68,9675013.68
15057,1,185655855,168797198,168797198
15057,2,316611259,82029827,82029827
15058,1,845504252.19,855123236.98,839362322.96
15058,2,846195173.17,910821110.69,884209531.01
15059,1,41257310.64,41257310.64,41257310.64
15059,2,43406033.08,43406033.08,43406033.08
15060,1,72214578.46,72214578.46,70745614.46
15060,2,72537347.97,72537347.97,72537347.97
15061,1,5174492.84,5174492.84,5174492.84
15061,2,987455,987455,987455
15062,1,NSS,NSS,NSS
15062,2,14000000,14000000,14000000
15063,1,NA,NA,NA
15063,2,NA,NA,NA
15064,1,8142943.04,8142943.04,8142943.04
15064,2,8776269.62,8776269.62,8776269.62
15065,1,9536724.35,9536724.35,9536724.35
15065,2,7649531.9,7649531.9,6564131.34
15066,1,4000000,2000000,2000000
15066,2,5000000,3000000,3000000
15067,1,952101,952101,952101
15067,2,996607,996607,996607
15068,1,12618118.47,12618118.47,13987204.89
15068,2,20303149.05,20303149.05,19841223.72
15069,1,5445022.95,6012944.82,6012944.82
15069,2,5446751.43,6780638.11,6305927.95
15070,1,2,268024726,268024726
15070,2,2,891519221.1,891519221.1
15071,1,876766,876766,876766
15071,2,993617,993617,993617
15072,1,NSS,NSS,NSS
15072,2,NSS,NSS,NSS
15073,1,944744,944744,944744
15073,2,930898,930898,930898
15074,1,0,0,0
15074,2,0,0,0
15075,1,9970787.85,9970787.85,9970787.85
15075,2,11429702.64,11429702.64,11429702.64
15076,1,34000000,34000000,26605218.71
15076,2,35000000,35000000,31358900.06
15077,1,107575543.86,107575543.86,107575543.86
15077,2,142035120.74,142035120.74,142035120.74
15078,1,0,0,0
15078,2,1000000,500000,500000
15079,1,6523095,6523095,6523095
15079,2,5932946,5932946,5932946
15080,1,3987177.28,3987177.28,3987177.28
15080,2,11377982.65,11377982.65,11377982.65
15081,1,1903906771,1903906771,1984394159.64
15081,2,2156798933,2156798933,1917460466.98
15082,1,914055,914055,914055
15082,2,674302,674302,674302
15083,1,9430837.14,9430837.14,8645091.92
15083,2,9153653.69,9153653.69,11736237.75
15084,1,792183,792183,792183
15084,2,1010738,1010738,1010738
15085,1,299086430.75,299086430.75,286620680.37
15085,2,315086430.76,338937597.93,361987169.83
15086,1,30000000,2000000,2000000
15086,2,4000000,3000000,3000000
15087,1,28958330.8,28958330.8,31374957.25
15087,2,40106294.57,40106294.57,37181073.03
15088,1,27059339.48,27059339.48,27059339.48
15088,2,43422678.08,43422678.08,43422678.08
15089,1,7789352.3,7789352.3,7579932.89
15089,2,9480740.25,9480740.25,8254392.85
15090,1,NSS,NSS,NSS
15090,2,12397258,8551423,6605587
15091,1,31018180.38,31018180.38,31018180.38
15091,2,42404287.28,42404287.28,42404287.28
15092,1,270000,2000000,1300000
15092,2,300000,2300000,1500000
15093,1,150161273.96,150161273.96,149115929.35
15093,2,138007883.28,138007883.28,129295315.11
15094,1,11388627,10949794.88,10259356.05
15094,2,14100358.08,12252807.06,12244739.17
15095,1,48041846.97,48041846.97,48041846.97
15095,2,50528068.66,50528068.66,50528068.66
15096,1,0,0,0
15096,2,14780196.85,12583559.03,12472027.31
15097,1,NSS,NSS,NSS
15097,2,671265,671265,671265
15098,1,70000000,63924665,63924665
15098,2,100000000,87113184.89,87113184.89
15099,1,1387500860,1387500860,1286905511.26
15099,2,1311130899,1311130899,1254276295.02
15100,1,21834569.14,21834569.14,21834569.14
15100,2,23150305.01,23150305.01,23150305.01
15101,1,0,0,0
15101,2,21683305.25,21683305.25,21683305.25
15102,1,5562205,5028360,5028360
15102,2,4025390,3254204,3254204
15103,1,27665875.7,35564900.24,35564900.24
15103,2,35932710.32,37797569.35,37797569.35
15104,1,446546076.07,446546076.07,446546076.07
15104,2,571644686.61,571644686.61,447745948.78
15105,1,4658611.18,4658611.18,4658611.18
15105,2,4716468.79,4716468.79,4716468.79
15106,1,10701010101,1263349519.03,917392525.06
15106,2,10701010101,724954861.66,686844466.41
15107,1,11039051.08,11039051.08,10619207.42
15107,2,6097261.43,6097261.43,5807830.75
15108,1,66109518,66109518,66109518
15108,2,56110983,56110983,56110983
15109,1,215849904.6,215849904.6,192180435
15109,2,219628715.5,219628715.5,185394723.6
15110,1,5000000,4000000,4000000
15110,2,7000000,5000000,5000000
15111,1,0,0,0
15111,2,12075987,12075987,12075987
15112,1,13676069,13676069,13676069
15112,2,14234743,14234743,14234743
15113,1,0,0,0
15113,2,15986191,16436707,16436707
15114,1,42571356.67,42571356.67,39497943.51
15114,2,43650260.5,43650260.5,40286323
15115,1,0,0,0
15115,2,46000000,46000000,46000000
15116,1,0,0,0
15116,2,1500000,1200000,1200000
15117,1,NSS,NSS,NSS
15117,2,NSS,NSS,NSS
15118,1,202000,202000,202000
15118,2,966545,966545,966545
15119,1,487437,487437,487437
15119,2,535563,535563,535563
15120,1,40492991.69,40492991.69,40492991.69
15120,2,42546515.81,42546515.81,42546515.81
15121,1,0,0,0
15121,2,137719900.45,137719900.45,137719900.45
15122,1,119637218.6,119637218.6,119637218.6
15122,2,114547741.9,114547741.9,114547741.9
15123,1,511204,511204,511204
15123,2,951019,951019,951019
15124,1,67301766.24,67301766.24,67301766.24
15124,2,61446625.17,61446625.17,61446625.17
15125,1,0,9469425,20855797.75
15125,2,0,9818500,22144310.17
16001,1,NSS,NSS,NSS
16001,2,NSS,NSS,NSS
16002,1,5104653.64,5104653.64,5104653.64
16002,2,10586451.42,10586451.42,10586451.42
16003,1,9011783.39,9011783.39,11202692.22
16003,2,11591546.66,11591546.66,14211358.09
16004,1,NSS,NSS,NSS
16004,2,NSS,NSS,NSS
16005,1,7658999,7226646,6205101.02
16005,2,8303705,8276182,8153685.87
16006,1,NSS,NSS,NSS
16006,2,NSS,NSS,NSS
16007,1,236193.21,2366193.21,2366193.21
16007,2,2682624,2682624,3473448.57
16008,1,NA,NA,NA
16008,2,NA,NA,NA
16009,1,25173453,25173453,24434110.63
16009,2,27569607,27569607,26981473.34
16010,1,NA,NA,NA
16010,2,NA,NA,NA
16011,1,8926581.49,8926581.49,8926581.49
16011,2,8879490,8879490,8879490
16012,1,32714647,32714674,32714674
16012,2,33148288.03,33148288.03,33148288.03
16013,1,6532875,6509029.92,6509029.92
16013,2,6975267,7040249.65,7040249.65
16014,1,9912607,9912607,9912607
16014,2,12939509,12939509,12939509
16015,1,12703479,14924305,12437898.65
16015,2,12703479,14924305,13771188.73
16016,1,14291054,14291054,12437994.47
16016,2,16465524.58,16465524.58,18070890.3
16017,1,11434087,11434087,8895963.37
16017,2,10596482,10596482,10172372.47
16018,1,6302344,6302344,6957371.28
16018,2,5564804.99,5564804.99,6494400.63
16019,1,16673803,16673803,16673803
16019,2,18308000,18308000,18308000
16020,1,10419999.27,10419999.27,10419999.27
16020,2,10123450.01,10123450.01,10123450.01
16021,1,8522002,8522002,7991804.02
16021,2,8759515.35,8759515.35,8175989.35
16022,1,14346915.11,17430203.07,17430203.07
16022,2,14959553,1498192036,14981920.36
16023,1,8529240,8529240,8529240
16023,2,7522969,7522969,7522969
16024,1,NSS,NSS,NSS
16024,2,13313947.99,13313947.99,13313947.99
16025,1,NSS,NSS,NSS
16025,2,NSS,NSS,NSS
16026,1,3465839,3465839,3465839
16026,2,3628275,3628275,3628275
16027,1,2734136.8,2734136.8,3566210.49
16027,2,3252642,3252642,3075016.19
16028,1,1978848.4,3285301.35,3212787.58
16028,2,3464281.99,4340720.23,3951311.28
16029,1,8995453.2,8995453.2,9299491.57
16029,2,9587351,9587351,10314784.21
16030,1,8807859,9458865.58,9451865.58
16030,2,9793000,9338400,7099053.46
16031,1,11448556,10690694.4,9840663.92
16031,2,12247744,12264812.39,11979012.9
16032,1,4864825.16,1859465.04,1859465.04
16032,2,15186863.6,5660022,5660022
16033,1,NSS,NSS,NSS
16033,2,NSS,NSS,NSS
16034,1,63290682,60590514,60590514
16034,2,65752306,74878798,86770365
16035,1,23078813,22322177.86,21345003.58
16035,2,23281550,23271640.29,23033444.86
16036,1,NSS,NSS,NSS
16036,2,NSS,NSS,NSS
16037,1,5574134,5574134,6045881.34
16037,2,6039504,6039504,6286975.2
16038,1,18050789.68,18050789.68,15318164.68
16038,2,21338186.32,21338186.32,20991631.61
16039,1,NSS,NSS,NSS
16039,2,NSS,6829691,6829691
16040,1,7516569.13,7516569.13,9118235.75
16040,2,10834717.64,10834717.64,11014026.03
16041,1,7394907.78,7394907.78,20020920.23
16041,2,7069201.71,7069201.71,21819532.64
16042,1,5735135.66,5755435.66,5742730.12
16042,2,6304043.41,6304043.41,5903546.96
16043,1,48036809,48036809,43020223.17
16043,2,52284828,52284828,41460976.72
16044,1,8558504,8795144.33,8795144.33
16044,2,9841095,9864148.91,9864148.91
16045,1,21822097.21,21822097.21,21822097.21
16045,2,21677749.67,21677749.67,21677749.67
16046,1,NSS,NSS,NSS
16046,2,12181471,12181471,13479271
16047,1,NSS,NSS,NSS
16047,2,NSS,NSS,NSS
16048,1,2222859.07,2222859.07,2289496.18
16048,2,2411923,2411923,3940356.71
16049,1,7746000,7746000,9045546.32
16049,2,7755900,7755900,11378005.6
16050,1,37981760.27,37981760.27,31981760.17
16050,2,34456890.2,34456890.2,37410035.22
16051,1,ND,ND,ND
16051,2,ND,ND,ND
16052,1,48652134.22,48652134.22,57310427.11
16052,2,52364972.14,52364972.14,64236972.79
16053,1,0,206456370.4,206456370.4
16053,2,0,273444310.6,273435440.6
16054,1,NSS,NSS,NSS
16054,2,NSS,NSS,NSS
16055,1,138155962,138155963,176208355.35
16055,2,152423301,152423301,201129446.95
16056,1,NSS,NSS,NSS
16056,2,11701483.8,11701483.8,11701483.8
16057,1,5644391,6452644.94,6142585.7
16057,2,6230292,7098561.65,7098561.65
16058,1,5517127.92,5517127.92,5517127.92
16058,2,6279884.04,6279884.04,6279884.04
16059,1,5427584,5427584,5427584
16059,2,6518888,6518888,6518888
16060,1,6294009.74,6730534.87,6730534.87
16060,2,7173667,7170043,7170043
16061,1,NSS,NSS,10382462.74
16061,2,NSS,NSS,10340885.01
16062,1,11860983.12,11860983.12,11860983.12
16062,2,10077998.22,10077998.22,10077998.22
16063,1,NSS,NSS,NSS
16063,2,NSS,NSS,NSS
16064,1,NSS,NSS,1817401.17
16064,2,NSS,NSS,2215161.13
16065,1,26609958.57,26609958.57,23598563.74
16065,2,23624321.82,23624321.82,12637240.1
16066,1,37426901.36,37426901.36,37426901.36
16066,2,12751820.68,12751820.68,12751820.68
16067,1,NSS,NSS,NSS
16067,2,NSS,NSS,NSS
16068,1,12577332,12577332,12577332
16068,2,17983449,17983449,17983449
16069,1,63846506,63846506,52707727.6
16069,2,52012593.36,55907181.46,52338366.6
16070,1,NSS,NSS,NSS
16070,2,NSS,NSS,NSS
16071,1,NSS,NSS,NSS
16071,2,NSS,NSS,NSS
16072,1,8068572.28,8068572.28,8068572.28
16072,2,6224620.54,6224620.54,6224620.54
16073,1,10814504.65,10814504.65,9913746.28
16073,2,10083822.64,10083822.64,11225494.46
16074,1,6418425,6418425,3721025.51
16074,2,6695642,6695642,3161517.79
16075,1,37117783,37117783,37117783
16075,2,37926622,37926622,37926622
16076,1,24734219.55,24734219.55,24734219.55
16076,2,29381483.35,29381483.35,29381483.35
16077,1,12290907,11727335,11727335
16077,2,13437423,13414205,13414205
16078,1,NSS,NSS,NSS
16078,2,7841218,10562458,10562458
16079,1,11923845,11923845,11923845
16079,2,15086404.17,15086404.17,15086404.17
16080,1,9621503.51,9621503.51,9621503.51
16080,2,11146842.25,11146842.25,11146842.25
16081,1,NSS,NSS,NSS
16081,2,NSS,NSS,NSS
16082,1,43922728,43922728,52800957
16082,2,45767954,45767954,60463421
16083,1,17903585,17903585,26215711.32
16083,2,19244357.99,19244357.99,27382071.12
16084,1,10983882,10983882,10983882
16084,2,8675376,8675376,8675376
16085,1,23177471.78,25214598.63,24456685.45
16085,2,26800337,28783278.28,26190315.78
16086,1,NSS,NSS,NSS
16086,2,NSS,NSS,NSS
16087,1,10494200.38,10494200.38,10494200.38
16087,2,11465551.91,11465551.91,11465551.91
16088,1,61668676.9,61668676.9,52253285.7
16088,2,56286779.33,56286779.33,58164231.83
16089,1,16421389,16421389,16421388.98
16089,2,18300179,18300179,18300178.99
16090,1,0,0,0
16090,2,8079945,8076306.45,7180225.58
16091,1,8030903,8030903,8030903
16091,2,10319357,10319357,10319357
16092,1,9457345,10956657.38,10956657.38
16092,2,9757484,9096311.56,9096311.56
16093,1,10339843.68,10339843.68,11128010.74
16093,2,12642856.9,12642856.9,12642856.9
16094,1,5601794,5524787.93,5524787.93
16094,2,6400398,6512225.14,6512225.14
16095,1,8194566,8194566,8194566
16095,2,7025600,7025600,7025600
16096,1,4485482,4784799,4479914.11
16096,2,5852461,4538945,5852461
16097,1,21936286,21936286,21936286
16097,2,11706940.39,11706940.39,11706940.39
16098,1,20128943.97,20128943.97,20128943.97
16098,2,19687794.96,19687794.96,19687794.96
16099,1,NSS,NSS,NSS
16099,2,NSS,NSS,NSS
16100,1,NSS,NSS,NSS
16100,2,7334800,7334800,7334800
16101,1,4919742.35,4919742.35,5017192.91
16101,2,5199585.33,5199585.33,5805727.47
16102,1,153369784.24,153369784.24,153369784.24
16102,2,174591302.28,174591302.28,174591302.28
16103,1,14824351,14824351,14824351
16103,2,15109798,15109798,15109798
16104,1,8925465.48,8925465.48,8925465.48
16104,2,10706938.31,10706938.31,10706938.31
16105,1,11618870.4,11618870.4,11099451.7
16105,2,15949769,15949769,13369123.23
16106,1,3154414.32,2017455.05,1136959.27
16106,2,15837759.89,14466346.22,3258884.29
16107,1,44327371.75,44327371.75,44327371.75
16107,2,40997464.47,40997464.47,40997464.47
16108,1,NSS,NSS,115946193.95
16108,2,NSS,NSS,101659059.78
16109,1,2204033,2302346.19,2302346.19
16109,2,2456862,3898522.41,3898522.41
16110,1,32644312.99,32644312.99,32644312.99
16110,2,37251831,37251831,35688475.76
16111,1,9030554.55,9030554.55,10351624.07
16111,2,9589147,9589147,8969839.34
16112,1,485678841,476654508.9,474401681
16112,2,521932065,689731815.3,689272364.1
16113,1,18555129,18555129,18464201
16113,2,19926184,19926184,21715545
17001,1,NSS,NSS,NSS
17001,2,NSS,NSS,NSS
17002,1,15657974,15657974,15657974
17002,2,18810623,18810623,18810623
17003,1,NSS,NSS,NSS
17003,2,NSS,NSS,NSS
17004,1,0,0,0
17004,2,0,0,0
17005,1,5998352,5988352,5988352
17005,2,6927265,6927265,6927265
17006,1,134063000,138463894.65,138463894.65
17006,2,136128921.7,139666577.88,139666577.88
17007,1,0,0,0
17007,2,216815637.42,216815637.42,216014104.6
17008,1,64537951,64567951,64537951
17008,2,68028969,68028969,68028969
17009,1,NSS,NSS,NSS
17009,2,7428973,7428973,7428973
17010,1,12226657.13,12226657.13,12226657.13
17010,2,13718813,13718813,13723091.54
17011,1,120501303,151986821.46,146902702.25
17011,2,153712205,164453857.92,164453857.89
17012,1,13000000,11500000,11226657.13
17012,2,13000000,11800000,11718813
17013,1,NSS,NSS,NSS
17013,2,12445487,12445487,12445487
17014,1,7300000,7149046,7149046
17014,2,7500000,7483014,7483014
17015,1,NSS,NSS,NSS
17015,2,11875920,11780495,11783797
17016,1,13603871,13176555,13177733.35
17016,2,13835382.75,14327891,14332493.06
17017,1,NSS,NSS,NSS
17017,2,NSS,NSS,NSS
17018,1,0,0,0
17018,2,84666235,84666235,84666235
17019,1,18899830,18899830,19843357
17019,2,20475187,20971715,20971715
17020,1,37878567.01,37878567.01,37878567.01
17020,2,44144023.23,44144023.23,44144023.23
17021,1,5578911,5578911,6053733
17021,2,5511737,5511737,5681192
17022,1,14678597,14678597,14678597
17022,2,14976980,14976980,14976980
17023,1,6415150,6415150,7288551.33
17023,2,4641350,4641350,10635726.41
17024,1,25721337.9,25721337.9,25721337.9
17024,2,29633219.11,29633219.11,29633219.11
17025,1,NSS,NSS,NSS
17025,2,NSS,NSS,NSS
17026,1,11377038,11377038,11377038
17026,2,14128871,14128871,14128871
17027,1,0,0,0
17027,2,0,0,0
17028,1,230220026,230220026,309321899.8
17028,2,24173102730,296682776,336819658.2
17029,1,72356214,72356214,72356214
17029,2,73211500,73211500,73211500
17030,1,33448479.09,33448479.09,37339010
17030,2,41541373.49,41541373.49,41810247
17031,1,NA,NA,NA
17031,2,NA,NA,NA
17032,1,6645012,6645012,6645012
17032,2,7428973,7428973,7428973
17033,1,NSS,NSS,NSS
17033,2,NSS,NSS,NSS
17034,1,5956317,7068392,53824882
17034,2,8459263,8499293,8499293
17035,1,NA,NA,NA
17035,2,NA,NA,NA
17036,1,0,0,0
17036,2,1900000,1262031.86,1262031.86
18001,1,9764706,15840437.33,15840437.33
18001,2,12655851.65,12655851.65,10071463.94
18002,1,12633196.4,12633196.4,10970229.91
18002,2,10859200,10859200,10258876.37
18003,1,3911764.53,3911764.53,11857114.27
18003,2,4021340.76,4021340.76,12643546.57
18004,1,21670029.94,21670029.94,15610447.29
18004,2,31155472.29,53691327.71,53691327.71
18005,1,8710338.8,8710338.8,6485634.34
18005,2,8411873.41,8411873.41,8395949.11
18006,1,10906586.17,10906586.17,9644594.06
18006,2,8624096.31,8624096.31,4117196.18
18007,1,5234049.84,6951199.78,6951199.78
18007,2,6335663,7453482.31,7453482.31
18008,1,10701574.7,10701574.7,8706141.79
18008,2,11101574.7,11101574.7,9344232.45
18009,1,31849149.22,31849149.22,31317379.4
18009,2,33244879.4,33244879.4,21479668.78
18010,1,1711436,1711436,1690196
18010,2,1869552,1711436,1584418
18011,1,18536094.02,18536094.02,19580400.43
18011,2,17940524.32,17940524.32,18599354.82
18012,1,4735390.97,38848704.57,32979952.37
18012,2,2295193.57,38848704.57,34604792.21
18013,1,4200750,4200750,4490827.37
18013,2,6020618.12,6020618.12,4062264.67
18014,1,14080149.64,14080149.64,10552638.97
18014,2,14974577.33,14974577.33,10759166.18
18015,1,44233180.02,41313179.84,40975599.07
18015,2,50308598.89,52888866.56,49620770.86
18016,1,17712755.81,17712755.81,15274519.16
18016,2,23520468.78,23520468.07,22650089.82
18017,1,21979372.14,327950823.3,307071844.8
18017,2,32943292.8,352927441.3,336958142.1
18018,1,148714097.1,148714097.1,134110166.1
18018,2,168004893.6,168004893.6,147049123.1
18019,1,10404200,10717727,9046324
18019,2,12080850,11834169,10819485
18020,1,147723253.47,153933697.41,153875317.91
18020,2,117887345.41,140277457.38,126984827.96
19001,1,NSS,NSS,NSS
19001,2,NSS,NSS,NSS
19002,1,NA,NA,NA
19002,2,NA,NA,NA
19003,1,NSS,NSS,NSS
19003,2,NSS,NSS,NSS
19004,1,239839.55,239839.55,239839.55
19004,2,658162,658162,658162
19005,1,19501548.91,19501548.91,19501548.91
19005,2,24245577.78,24245577.78,24245577.78
19006,1,489196223.63,489196223.63,487623070.3
19006,2,550865579.65,550865579.65,550842089.65
19007,1,9377791,9377791,9377791
19007,2,11485124,11485124,11485124
19008,1,6988860,6988860,6988860
19008,2,7917945,7917945,5678692
19009,1,139633937,139633937,139633937
19009,2,132550071,132550071,132550071
19010,1,NSS,NSS,NSS
19010,2,NSS,NSS,NSS
19011,1,4708569,4708569,4708569
19011,2,5623053,5623053,5623053
19012,1,NSS,NSS,NSS
19012,2,NSS,NSS,NSS
19013,1,6893435,6065432,6893435
19013,2,7375352,7607209,7375352
19014,1,25102381,26934674.27,26934674.27
19014,2,27743145,30518844.13,30518844.13
19015,1,NA,NA,NA
19015,2,NA,NA,NA
19016,1,4612305,4612305,4612305
19016,2,4391925,4391925,4391925
19017,1,25585632,14059922.22,14059922.22
19017,2,31335114.4,15204673.67,15204673.67
19018,1,306376476.29,306376476.29,266999736.65
19018,2,368618594.83,376880059.01,345243964.38
19019,1,682525513.05,682525513.05,594096878.78
19019,2,779155327.54,779155327.54,681559503.84
19020,1,NSS,NSS,NSS
19020,2,NSS,NSS,NSS
19021,1,NSS,NSS,NSS
19021,2,NSS,NSS,NSS
19022,1,NSS,NSS,NSS
19022,2,NSS,NSS,NSS
19023,1,NA,NA,NA
19023,2,NA,NA,NA
19024,1,4500000,3929514.96,3929514.96
19024,2,4250000,4828090,4828090
19025,1,NSS,NSS,NSS
19025,2,NSS,NSS,NSS
19026,1,433495920,576007716,507643442
19026,2,501630600,595784777,580213764
19027,1,NSS,NSS,NSS
19027,2,NSS,NSS,NSS
19028,1,NSS,NSS,NSS
19028,2,NSS,NSS,NSS
19029,1,NSS,NSS,NSS
19029,2,NSS,NSS,NSS
19030,1,3265653.3,2062964.04,2062964.04
19030,2,3363653.8,2526542.85,2526542.85
19031,1,294946922,294946922,294946922
19031,2,361226001.97,361226001.97,361226001.97
19032,1,8548581,8548581,8548581
19032,2,10960029,10960029,7914548
19033,1,61882495.96,61299245.96,58170145.12
19033,2,63901143.84,69446925.01,69446925.01
19034,1,9101980.63,9101980.63,9101980.63
19034,2,9673263.35,9673263.35,9673263.35
19035,1,5000000,5000000,5000000
19035,2,5000000,5000000,5000000
19036,1,NSS,NSS,NSS
19036,2,NSS,NSS,NSS
19037,1,9069676,9069676,9069676
19037,2,11582400,11582400,11582400
19038,1,0,0,0
19038,2,0,0,0
19039,1,845731934.74,985069888.13,951215748.06
19039,2,1012696204.55,1250930716.24,1184721453.93
19040,1,NA,NA,NA
19040,2,NA,NA,NA
19041,1,146444899,146444899,146444899
19041,2,159168081,159168081,159168081
19042,1,NSS,NSS,NSS
19042,2,NSS,NSS,NSS
19043,1,NSS,NSS,NSS
19043,2,NSS,NSS,NSS
19044,1,58427604.6,58427604.6,26798990.12
19044,2,26740686,26740686,31599351.84
19045,1,NSS,NSS,NSS
19045,2,NSS,NSS,NSS
19046,1,325269359.76,311125324,306236684.8
19046,2,367752980.63,397512907.87,354785488.18
19047,1,NSS,NSS,NSS
19047,2,NSS,NSS,NSS
19048,1,220766191,220766191,220766191
19048,2,294307725,294307725,294307725
19049,1,78000000,75578682.93,75282453.53
19049,2,79303269,113091902.46,111543902.46
19050,1,NA,NA,NA
19050,2,NA,NA,NA
19051,1,819277.57,819277.57,819277.57
19051,2,1827061.74,1827061.74,1827061.74
20001,1,385345,385345,385345
20001,2,398600,398600,398600
20002,1,NSS,NSS,NSS
20002,2,NSS,NSS,NSS
20003,1,900800,900800,900800
20003,2,921917.39,921917.39,921917.39
20004,1,673859,780403.04,780403.04
20004,2,756826,854370.66,854370.66
20005,1,0,0,0
20005,2,0,0,0
20006,1,13817844.45,13817844.45,13817844.45
20006,2,15416057.15,15416057.15,15416057.15
20007,1,1811799.6,1886964.63,1886964.63
20007,2,1613551.71,1864691.27,1864691.27
20008,1,6000,6000,6000
20008,2,6000,6000,6000
20009,1,NSS,NSS,NSS
20009,2,NSS,NSS,NSS
20010,1,NSS,NSS,NSS
20010,2,NA,NA,NA
20011,1,574350.64,574350.64,574350.64
20011,2,703404.84,703404.84,703404.84
20012,1,0,NSS,NSS
20012,2,0,NSS,NSS
20013,1,801654.28,801654.28,801654.28
20013,2,923891.24,923891.24,923891.24
20014,1,20725195.62,20725195.62,20725195.62
20014,2,19211243.6,19211243.64,19211243.64
20015,1,3528706.35,3528706.35,3528706.35
20015,2,3982915.72,3982915.72,3982915.72
20016,1,2190412.13,2190412.13,2190412.13
20016,2,1721872.78,1721872.78,1721872.78
20017,1,2394183.7,2394183.7,2394183.7
20017,2,2712059.06,2712059.06,2712059.06
20018,1,499147.81,499147.81,499147.81
20018,2,559958.97,559958.97,559958.97
20019,1,1827996.12,1827996.12,1827996.12
20019,2,2073600.73,2073600.73,2073600.73
20020,1,1608118,1608118,1608118
20020,2,1321127,1321127,1321127
20021,1,NSS,NSS,NSS
20021,2,NSS,NSS,NSS
20022,1,532999.56,532999.56,532999.56
20022,2,603279.93,603279.93,603279.93
20023,1,NSS,NSS,NSS
20023,2,NSS,NSS,NSS
20024,1,4000000,4000000,4000000
20024,2,4500000,4500000,4500000
20025,1,NSS,NSS,NSS
20025,2,1879654.25,1879654.25,1879654.25
20026,1,5997075.05,5997075.05,2060245.72
20026,2,5035758.69,6793305.72,6793305.72
20027,1,1560000,1560000,1560000
20027,2,1560000,1560000,1560000
20028,1,15365052.93,15365052.93,15365052.93
20028,2,17407631.82,17407631.82,17407631.82
20029,1,NSS,NSS,NSS
20029,2,NSS,NSS,NSS
20030,1,NSS,NSS,NSS
20030,2,NSS,NSS,NSS
20031,1,809350.8,809350.8,809350.8
20031,2,809350.8,809350.8,809350.8
20032,1,745896,745896,745896
20032,2,812489,812489,812489
20033,1,1944195.69,1944195.69,1944195.69
20033,2,2221242.55,2221242.55,2221242.55
20034,1,584263,584263,584263
20034,2,632589,632589,632589
20035,1,375061,375061,375061
20035,2,418800,418800,418800
20036,1,3488724.6,3488724.6,3488724.6
20036,2,3948741.44,3948741.44,3948741.44
20037,1,1908407,1908407,1908407
20037,2,1950000,1950000,1950000
20038,1,1390503.09,1251214.95,1176290.31
20038,2,1251188.32,1417547.33,1417547.33
20039,1,0,0,0
20039,2,3926118.97,577833.23,59072618.51
20040,1,NSS,NSS,NSS
20040,2,1880463.79,1880463.79,1880463.79
20041,1,NSS,NSS,NSS
20041,2,NSS,NSS,NSS
20042,1,5565630.84,5565630.84,5565630.84
20042,2,6304578.66,6304578.66,6304578.66
20043,1,89397224,89397224,89397224
20043,2,95367257,95367257,95367257
20044,1,NSS,NSS,NSS
20044,2,NSS,NSS,NSS
20045,1,5790625.66,5790625.66,5235741.9
20045,2,5930890.45,5930890.45,5930890.45
20046,1,1643676.77,1643676.77,838479
20046,2,2578053.89,2578053.89,732230.12
20047,1,NSS,NSS,NSS
20047,2,0,0,0
20048,1,967808.94,967808.94,967808.94
20048,2,401312.25,401312.25,401312.25
20049,1,NSS,NSS,NSS
20049,2,890235,890235,890235
20050,1,259200,259200,259200
20050,2,237600,237600,237600
20051,1,NSS,NSS,NSS
20051,2,NSS,NSS,NSS
20052,1,4121389.96,4121389.96,4121389.96
20052,2,361924.53,361924.53,361924.53
20053,1,NSS,NSS,NSS
20053,2,3521861.12,3521861.12,3521861.12
20054,1,298290,298290,121598.4
20054,2,273890.96,273890.96,36702.4
20055,1,547892,547892,547892
20055,2,789520,789520,789520
20056,1,1507713,1507713,1507713
20056,2,1257924,1257924,1257924
20057,1,NSS,NSS,1081841.16
20057,2,NSS,NSS,NSS
20058,1,NSS,NSS,NSS
20058,2,NSS,NSS,NSS
20059,1,38097593,38097593,38097593
20059,2,35145203,35145203,35145203
20060,1,1650807,1650807,1650807
20060,2,1869943,1869943,1869943
20061,1,NSS,NSS,NSS
20061,2,NSS,NSS,NSS
