ubicageo_f,aniorefe_b,presup1,presup2,presup3
20459,2,3631542.4,3631542.4,3631542.4
20460,1,NSS,NSS,NSS
20460,2,NSS,NSS,NSS
20461,1,372468,372468,372468
20461,2,419112,419112,419112
20462,1,NSS,NSS,NSS
20462,2,NSS,NSS,NSS
20463,1,337954.47,337954.47,337954.47
20463,2,440671.69,440671.69,440671.69
20464,1,0,0,0
20464,2,0,0,0
20465,1,1085912.04,1085912.04,1085912.04
20465,2,1229098.34,1229098.34,1229098.34
20466,1,9212994.12,9212994.12,9212994.12
20466,2,10335412.92,10335412.92,10335412.92
20467,1,8754123,8754123,8754123
20467,2,9145284,9145284,9145284
20468,1,0,0,0
20468,2,0,0,0
20469,1,0,0,0
20469,2,1555000,1555000,1555000
20470,1,NSS,NSS,NSS
20470,2,NSS,NSS,NSS
20471,1,60000,60000,60000
20471,2,75000,75000,75000
20472,1,NSS,NSS,NSS
20472,2,2527095,2527095,2527095
20473,1,85000,85000,85000
20473,2,90000,90000,90000
20474,1,0,0,0
20474,2,1200000,1200000,1200000
20475,1,4179119.94,4179119.94,4179119.94
20475,2,786495.2,786495.2,786495.2
20476,1,NSS,NSS,NSS
20476,2,313487.67,313487.67,313487.67
20477,1,NSS,NSS,NSS
20477,2,633702.08,633702.08,633702.08
20478,1,476334.6,476334.6,476334.6
20478,2,368504,368504,368504
20479,1,158153.12,158153.12,158153.12
20479,2,173231.05,173231.05,173231.05
20480,1,10450,10603,10603
20480,2,29247,88939,88939
20481,1,1400000,1400000,1400000
20481,2,1300000,1300000,1300000
20482,1,NSS,NSS,NSS
20482,2,24000000,24000000,24000000
20483,1,NSS,NSS,NSS
20483,2,NSS,NSS,NSS
20484,1,1847267.02,1847267.02,1847267.02
20484,2,1384990.16,1384990.16,1384990.16
20485,1,1234720,1234720,1234720
20485,2,1345000,1345000,1345000
20486,1,1165000,1165000,1165000
20486,2,1175234,1175234,1175234
20487,1,1301330.18,1301330.18,1201058.54
20487,2,1478052.69,1478052.69,1472464.85
20488,1,0,0,0
20488,2,0,0,0
20489,1,3258399.72,3258399.72,3258399.72
20489,2,3655370.4,3655370.4,3655370.4
20490,1,NSS,NSS,NSS
20490,2,NSS,NSS,NSS
20491,1,2695813.5,2695813.5,2695813.5
20491,2,2468264.71,2468264.71,2468264.71
20492,1,1742418.28,1742418.28,1742418.28
20492,2,1834633.7,1834633.7,1834633.7
20493,1,367917,367917,367917
20493,2,383001.6,383001.6,383001.6
20494,1,NSS,NSS,NSS
20494,2,3710456.92,3710456.92,3710456.92
20495,1,NSS,NSS,NSS
20495,2,NSS,NSS,NSS
20496,1,NSS,NSS,NSS
20496,2,700000,560000,560000
20497,1,3000230.32,3000230.32,3000230.32
20497,2,3150664.32,3150664.32,3150664.32
20498,1,NSS,NSS,NSS
20498,2,NSS,NSS,NSS
20499,1,0,0,0
20499,2,0,0,0
20500,1,4420090,4420090,4420090
20500,2,4955890,4955890,4955890
20501,1,292326.52,292326.52,292326.52
20501,2,259642.12,259642.12,259642.12
20502,1,3377949,33779493,3377949
20502,2,3823276,3823276,3823276
20503,1,NSS,NSS,NSS
20503,2,NSS,NSS,NSS
20504,1,150000,120000,120000
20504,2,200000,150000,150000
20505,1,NSS,NSS,NSS
20505,2,NSS,NSS,NSS
20506,1,710000,710000,710000
20506,2,714179.65,714179.65,714179.65
20507,1,1974321,1974321,1974321
20507,2,2000000,2000000,2000000
20508,1,1073964.36,1073964.36,1073964.36
20508,2,1216554.36,1216554.36,1216554.36
20509,1,NSS,NSS,NSS
20509,2,NSS,NSS,NSS
20510,1,420380,420380,420380
20510,2,471590,471590,471590
20511,1,2214385.82,2214385.82,365101.69
20511,2,2510573.26,2510573.26,439562.14
20512,1,730799.18,730799.18,730799.18
20512,2,827828.4,827828.4,827828.4
20513,1,NSS,NSS,NSS
20513,2,0,0,0
20514,1,NSS,NSS,NSS
20514,2,707645.81,707645.81,707645.81
20515,1,NSS,NSS,NSS
20515,2,44103464.53,44103464.53,44103464.53
20516,1,NSS,NSS,NSS
20516,2,3955734.53,3955734.53,3955734.53
20517,1,809350.8,809350.8,809350.8
20517,2,809350.8,809350.8,809350.8
20518,1,98000,98000,98000
20518,2,96358.15,96358.15,96358.15
20519,1,NSS,NSS,NSS
20519,2,4000000,4000000,4000000
20520,1,0,0,0
20520,2,5000000,5000000,5000000
20521,1,550000,550000,550000
20521,2,600000,600000,600000
20522,1,739070.69,799400.27,799400.27
20522,2,799831.26,906432.93,906432.93
20523,1,1015260.39,1015260.39,1015260.39
20523,2,1284786.93,1284786.93,1284786.93
20524,1,217049.64,217049.64,217049.64
20524,2,243492.8,243492.8,243492.8
20525,1,NSS,NSS,NSS
20525,2,6000000,6000000,6000000
20526,1,6300723.8,6300723.8,6300723.8
20526,2,4655403.6,4655403.6,4655403.6
20527,1,NSS,NSS,NSS
20527,2,NSS,NSS,NSS
20528,1,816000,816000,816000
20528,2,846000,846000,846000
20529,1,685223,685223,685223
20529,2,725862,725862,725862
20530,1,2604911,2604911,2604911
20530,2,2921168,2921168,2921168
20531,1,1863175,1863175,1863175
20531,2,2110549,2110549,2110549
20532,1,651100.32,651100.32,651100.32
20532,2,887242.44,887242.44,887242.44
20533,1,NSS,NSS,NSS
20533,2,NSS,NSS,NSS
20534,1,2331126.48,2331126.48,2331126.48
20534,2,2615127.52,2615127.52,2615127.52
20535,1,NSS,NSS,NSS
20535,2,2426341.75,2426341.75,2426341.75
20536,1,336000,336000,336000
20536,2,348500,348500,348500
20537,1,NSS,NSS,NSS
20537,2,3009560.15,3009560.15,3009560.15
20538,1,451906,451906,451906
20538,2,558620,558620,558620
20539,1,755774.61,755774.61,755774.61
20539,2,818086.8,818086.8,818086.8
20540,1,2830250,2830250,2830250
20540,2,3062500,3062500,3062500
20541,1,30000,30000,30000
20541,2,35029.04,35029.04,35029.04
20542,1,588768.07,588768.07,588768.07
20542,2,667036.91,667036.91,667036.91
20543,1,4238773.8,4238773.8,4238773.8
20543,2,4755183.48,4755183.48,4755183.48
20544,1,685000,685000,685000
20544,2,768454,768454,768454
20545,1,5609467.49,5609467.49,6703316.1
20545,2,6768962.83,6768962.83,7593314.27
20546,1,NSS,NSS,NSS
20546,2,NSS,NSS,NSS
20547,1,376000,376000,376000
20547,2,391560,391560,391560
20548,1,0,0,0
20548,2,1676794,1676794,1676794
20549,1,NSS,NSS,NSS
20549,2,8537140.38,8537140.38,8537140.38
20550,1,NSS,NSS,NSS
20550,2,NSS,NSS,NSS
20551,1,1673450.55,1673450.55,1673450.55
20551,2,1895634.3,1895634.3,1895634.3
20552,1,0,0,0
20552,2,0,0,0
20553,1,NSS,NSS,NSS
20553,2,10000000,10000000,10000000
20554,1,1800000,1800000,1800000
20554,2,1700000,1700000,1700000
20555,1,547200,547200,547200
20555,2,700000,700000,700000
20556,1,0,0,0
20556,2,0,0,0
20557,1,NSS,NSS,NSS
20557,2,NSS,NSS,NSS
20558,1,980000,980000,980000
20558,2,1150000,1150000,1150000
20559,1,NSS,NSS,NSS
20559,2,NSS,NSS,NSS
20560,1,4560868.78,4560868.78,4560868.78
20560,2,5088837.79,5088837.79,5088837.79
20561,1,2224430,2224430,2224430
20561,2,2300570,2300570,2300570
20562,1,1081174.74,1081174.74,1081174.74
20562,2,1116444.96,1116444.96,1116444.96
20563,1,826399.3,826399.3,826399.3
20563,2,954441.14,954441.14,954441.14
20564,1,820010,820010,820010
20564,2,864512,864512,864512
20565,1,NSS,NSS,NSS
20565,2,NSS,NSS,NSS
20566,1,621421,621421,621421
20566,2,719570,719570,719570
20567,1,1254216,1254216,1254216
20567,2,1368921,1368921,1368921
20568,1,NSS,NSS,NSS
20568,2,NSS,NSS,NSS
20569,1,1195839.25,1195839.25,1195839.25
20569,2,1097322.62,1097322.62,1097322.62
20570,1,4924645.06,4924645.06,4924645.06
20570,2,5625037.36,5625037.36,5625037.36
21001,1,26940575.28,26940575.28,26940575.28
21001,2,7671846.68,7671846.68,7671846.68
21002,1,1700584.1,1700584.1,1700584.1
21002,2,958731,958731,958731
21003,1,NSS,NSS,18432050.1
21003,2,NSS,NSS,14392233.79
21004,1,19638210.24,19638210.24,19638210.24
21004,2,28590084.76,28590084.76,28590084.76
21005,1,NSS,NSS,NSS
21005,2,NSS,NSS,NSS
21006,1,NSS,NSS,NSS
21006,2,NSS,NSS,NSS
21007,1,1075975,1075975,1075975
21007,2,1128643,1128643,1128643
21008,1,536023,536023,782214.39
21008,2,3419950.74,3419950.74,3126839.78
21009,1,906724.78,906724.78,906724.78
21009,2,120436.4,120436.4,120436.4
21010,1,5183801.1,5183801.1,5183801.1
21010,2,17978694,17978694,17978694
21011,1,790000,393651.22,393651.22
21011,2,816000,222278.24,222278.24
21012,1,NSS,NSS,NSS
21012,2,NSS,NSS,NSS
21013,1,NSS,NSS,NSS
21013,2,NSS,NSS,NSS
21014,1,1199000,1199000,838693.75
21014,2,2029045.78,2029045.78,1530730.58
21015,1,18523445,19999445,19923445
21015,2,20129888,22999711,22712727
21016,1,3110190,3110190,1845659
21016,2,3112937.5,3112937.5,1659420
21017,1,1600000,1563088.09,1563088.09
21017,2,3000000,2563299.17,2563299.17
21018,1,NSS,NSS,NSS
21018,2,NSS,NSS,NSS
21019,1,18060000,18060000,18060000
21019,2,18683000,18683000,18683000
21020,1,1444486.92,1444486.92,1444486.92
21020,2,419583.48,419583.48,419583.48
21021,1,NSS,NSS,NSS
21021,2,NSS,NSS,NSS
21022,1,4475000,4475000,3706509.34
21022,2,4165000,4165000,4132571.98
21023,1,NSS,NSS,NSS
21023,2,NSS,NSS,NSS
21024,1,0,44504.2,44504.2
21024,2,0,44504.2,44504.2
21025,1,NSS,NSS,NSS
21025,2,NSS,NSS,NSS
21026,1,NSS,NSS,NSS
21026,2,4469722.75,4469722.75,4469722.75
21027,1,60000,200239.97,200239.97
21027,2,23194.6,3112539.26,3112539.26
21028,1,1028448,1028448,1028448
21028,2,518468,518468,518468
21029,1,828331.86,828331.86,480309.58
21029,2,383924.5,383924.5,383924.5
21030,1,528438,528438,528438
21030,2,571844,571844,571844
21031,1,0,0,0
21031,2,943525,772642.61,772642.61
21032,1,358301,358301,358301
21032,2,235733,235733,235733
21033,1,404054.39,404054.39,404054.39
21033,2,2121572.64,2121572.64,2121572.64
21034,1,NSS,NSS,23013790
21034,2,NSS,NSS,38965302.02
21035,1,NSS,NSS,NSS
21035,2,NSS,NSS,NSS
21036,1,1425450.04,1425450.04,1425450.04
21036,2,1687471.75,1687471.75,1687471.75
21037,1,1477266.6,1477266.6,1018634.92
21037,2,1092728.37,1092728.37,1092728.37
21038,1,NSS,NSS,NSS
21038,2,2178791.89,2178791.89,2178791.89
21039,1,907390.38,907390.38,907390.38
21039,2,618905.05,618905.05,618905.05
21040,1,0,0,0
21040,2,0,0,0
21041,1,72698547.86,72698547.86,50614662.16
21041,2,35014377.8,35014377.8,24877953.52
21042,1,0,0,0
21042,2,2479469,1188000,1188000
21043,1,NSS,NSS,4550000
21043,2,NSS,NSS,6000000
21044,1,847250.36,847250.36,847250.36
21044,2,2218451.2,2218451.2,2218451.2
21045,1,11861699.68,11861699.68,11861699.68
21045,2,14092472.59,14092472.59,14092472.59
21046,1,NSS,NSS,NSS
21046,2,NSS,NSS,NSS
21047,1,4297991.73,4297991.73,4297991.73
21047,2,2921557.27,2921557.27,2921557.27
21048,1,5869583.41,5284981.25,4946750
21048,2,4467037.87,4894379.05,4894378.93
21049,1,11288828.07,11288828.07,11288828.07
21049,2,7332570.42,7332570.42,7332570.42
21050,1,5480180,5480180,5480180
21050,2,5015246,5015246,5015246
21051,1,NSS,NSS,NSS
21051,2,9009696.64,9009696.64,9009696.64
21052,1,828177.33,828177.33,828177.33
21052,2,846803.95,846803.95,846803.95
21053,1,14379773.87,14379773.87,15161161.97
21053,2,19675542.7,19675542.7,24456362.95
21054,1,0,0,0
21054,2,7901863.31,10232119.46,10116961.67
21055,1,1096938.28,1096938.28,1096938.28
21055,2,1533341.09,1533341.09,1533341.09
21056,1,893284,754550,754550
21056,2,11971,11971,11971
21057,1,2483416.12,2483416.12,2483416.12
21057,2,2741890.12,2741890.12,2741890.12
21058,1,8706216,8706216,8706216
21058,2,9791300,9791300,9791300
21059,1,1186000,1186000,1186000
21059,2,1735080,1735080,1735080
21060,1,NSS,NSS,NSS
21060,2,NSS,NSS,NSS
21061,1,3580000,3580000,2500000
21061,2,3580000,3580000,3580000
21062,1,171897.11,171897.11,171897.11
21062,2,2329194.68,2329194.68,2329194.68
21063,1,440000,440000,440000
21063,2,2252886,2252886,2252886
21064,1,3500000,3500000,3205460.36
21064,2,3720000,3720000,3323552.03
21065,1,2085700,2085700,1965138
21065,2,6092556.4,6092556.4,5652673.77
21066,1,728000,728000,665195.37
21066,2,914600,914600,542587
21067,1,6650222.14,6650222.14,6650222.14
21067,2,8272180.99,8272180.99,8272180.99
21068,1,539720,539720,778385.06
21068,2,3043000,3043000,3426344.52
21069,1,3533596.64,3533596.64,3521520.46
21069,2,6486629,6486629,6916141.7
21070,1,2403634,2403634,2248633
21070,2,2550000,2550000,2043820
21071,1,40176602.69,19022217.36,16043327.2
21071,2,44943930.91,44943930.91,37227487.39
21072,1,2080000,2080000,730588.23
21072,2,3106749.61,3106749.61,3106749.61
21073,1,1420515,1420515,1594898.41
21073,2,2073408,2073408,2105050.55
21074,1,34000000,34000000,33769294
21074,2,35800000,35800000,35553759
21075,1,5420514.44,5420515.44,5420515.44
21075,2,667440.45,667440.45,667440.45
21076,1,NSS,NSS,NSS
21076,2,9927414,9927414,9927414
21077,1,949014,949014,949014
21077,2,850000,850000,850000
21078,1,8397206,8397206,8397206
21078,2,2603745,2603745,2603745
21079,1,181750,181750,31766
21079,2,821355,821355,716789.18
21080,1,650350,650350,650350
21080,2,1955316,1955316,1955316
21081,1,0,0,0
21081,2,101622.97,101622.97,101622.97
21082,1,980544,980544,958232
21082,2,2000735.79,2000735.79,2113557.79
21083,1,575000,645169.57,645169.57
21083,2,1365000,1543194.61,1543194.61
21084,1,1079971.33,1079971.33,1079971.33
21084,2,624470.57,624470.57,624470.57
21085,1,408141483.65,408141483.65,22420054.89
21085,2,25412948.89,25412948.89,23471283.59
21086,1,3360636,3360636,4415514.08
21086,2,4250428.57,4250428.57,4572327.83
21087,1,NSS,NSS,NSS
21087,2,NSS,NSS,NSS
21088,1,1165075.22,1165075.22,1165075.22
21088,2,1370499.76,1370499.76,1370499.76
21089,1,390000,390000,586903.14
21089,2,4539041.39,4539041.39,3814018.99
21090,1,0,0,0
21090,2,8138103.67,8138103.67,8138103.67
21091,1,4849903.5,4849903.5,2184012.47
21091,2,3738929.78,3738929.78,4066874.67
21092,1,NSS,NSS,NSS
21092,2,NSS,NSS,NSS
21093,1,12086015,12086015,12086015
21093,2,11864342,11865342,11865342
21094,1,2347714.6,2347714.6,2238233.44
21094,2,6033258.53,6033258.53,5799567.74
21095,1,947612.52,947612.52,947612.52
21095,2,50000,50000,50000
21096,1,450000,450000,450000
21096,2,480000,480000,480000
21097,1,0,0,0
21097,2,1153075.67,1153075.67,1153075.67
21098,1,0,0,0
21098,2,1115000,439931.69,439931.69
21099,1,NSS,NSS,NSS
21099,2,NSS,NSS,NSS
21100,1,2067084.91,2067084.91,2067084.91
21100,2,1534886.64,1534886.64,1534886.64
21101,1,474674.26,474674.26,474674.26
21101,2,82438.72,82438.72,82438.72
21102,1,2488606.4,2488606.4,3496605.39
21102,2,4672000,4672000,3714124.02
21103,1,NSS,NSS,NSS
21103,2,NSS,NSS,NSS
21104,1,0,0,0
21104,2,5917028.62,5917028.62,5917028.62
21105,1,882502.4,882502.4,882502.4
21105,2,1279964,1279964,1279964
21106,1,0,0,0
21106,2,17691156.8,17691156.8,18280595.48
21107,1,1786000,1786000,1786000
21107,2,1800000,1800000,1800000
21108,1,NSS,NSS,NSS
21108,2,3650936.62,3650936.62,1290379.8
21109,1,3182108,3182108,3182108
21109,2,8863710,8863710,8863710
21110,1,NSS,NSS,NSS
21110,2,8060044.9,8060044.9,10259189.27
21111,1,NSS,NSS,NSS
21111,2,NSS,NSS,NSS
21112,1,NSS,NSS,NSS
21112,2,NSS,NSS,NSS
21113,1,1046850,1046850,1654621.18
21113,2,800596,800596,138712.21
21114,1,229952073,247068544.78,247068544.78
21114,2,276236793.91,336319042.52,336319042.52
21115,1,4915598.71,4915598.71,4915598.71
21115,2,3738018.81,3738018.81,3738018.81
21116,1,5232329.12,5232329.12,3095334.11
21116,2,8082322.24,8082322.24,5787255
21117,1,2391000,2391000,2391000
21117,2,1784578,1784578,1784578
21118,1,8894600.24,8894600.24,8894436.24
21118,2,8342663.75,8342663.75,8342511.76
21119,1,100587967.88,100587967.88,86919042.88
21119,2,137684467.75,137684467.75,118498439.85
21120,1,NSS,NSS,NSS
21120,2,NSS,NSS,NSS
21121,1,1167111.17,1167111.17,1087455.03
21121,2,1491627.78,1491627.78,1542308.39
21122,1,NSS,NSS,NSS
21122,2,2723389.41,2723389.41,2703857.99
21123,1,540000,540000,537823
21123,2,1057436.55,1057436.55,959504.35
21124,1,NSS,NSS,NSS
21124,2,NSS,NSS,NSS
21125,1,3919062,3919062,2449536
21125,2,3565802,3565802,2335214
21126,1,916399.22,916399.22,916399.22
21126,2,154478.21,154478.21,154478.21
21127,1,1634670.68,1634670.68,1634670.68
21127,2,1634670.68,1634670.68,1634670.68
21128,1,4395326.52,4395326.52,2780830.3
21128,2,3967299.5,3967299.5,2694070.36
21129,1,NSS,NSS,2035905.04
21129,2,NSS,NSS,2203613.05
21130,1,2494320.68,2494320.68,2494320.68
21130,2,1407658,1407658,1407658
21131,1,NSS,NSS,NSS
21131,2,NSS,NSS,NSS
21132,1,53167548.77,53167548.77,53753370.84
21132,2,64498640.26,64498640.26,66993136.39
21133,1,919378,919378,394182.24
21133,2,744500,744500,644388.75
21134,1,NSS,NSS,NSS
21134,2,NSS,NSS,NSS
21135,1,NSS,NSS,NSS
21135,2,NSS,NSS,NSS
21136,1,NSS,NSS,NSS
21136,2,3168642,3168642,3168642
21137,1,2100000,2100000,2001097.53
21137,2,2500000,2500000,2467574.36
21138,1,2323879.14,2323879.14,2323879.14
21138,2,31951.01,31951.01,31951.01
21139,1,NSS,NSS,NSS
21139,2,173731.19,173731.19,173731.19
21140,1,NSS,NSS,NSS
21140,2,NSS,NSS,NSS
21141,1,878850,851905.65,851905.65
21141,2,896290.71,896290.71,896290.71
21142,1,4260000,4260000,4259585.39
21142,2,8250000,8250000,8191050.5
21143,1,NSS,NSS,NSS
21143,2,NSS,NSS,NSS
21144,1,2594500,2594500,1773980.49
21144,2,4780784.5,4780784.5,4586796.08
21145,1,6299446.6,6299446.6,3417352.65
21145,2,3271608.87,3271608.87,3555042.33
21146,1,NSS,NSS,NSS
21146,2,NSS,NSS,NSS
21147,1,1207200,1207200,1207200
21147,2,1325000,739245,739245
21148,1,0,0,0
21148,2,1727434.78,1727434.78,1727434.78
21149,1,295610.82,295610.82,295610.82
21149,2,9459868.95,9459868.95,6711119.58
21150,1,2069105.22,2069105.22,2361233.03
21150,2,2583904,2583904,2320249.72
21151,1,3332930.8,3332930.8,3332930.8
21151,2,3508347.41,3508347.41,3508347.41
21152,1,0,0,0
21152,2,2350000,2350000,3278633.02
21153,1,5777080.03,5777080.03,4690958.6
21153,2,5537649.79,5537649.79,6403874.91
21154,1,28251701.05,28251701.05,32335707
21154,2,11558937.48,11552724.8,11552724.8
21155,1,1260000,1260000,4614492.25
21155,2,1260000,1260000,4717271.68
21156,1,123826789.1,123826789.1,84415399.51
21156,2,136216965,136216965,115876101.46
21157,1,4679260,4679260.35,4030538.8
21157,2,2018466.64,2018466.64,2099183.56
21158,1,NSS,NSS,NSS
21158,2,1545200,1499822,1499821.84
21159,1,2270650,2270650,1608207.08
21159,2,2617748.08,2617748.08,1621515.71
21160,1,NSS,NSS,NSS
21160,2,324000,324000,324000
21161,1,NSS,NSS,NSS
21161,2,NSS,NSS,NSS
21162,1,1786000,1786000,1786000
21162,2,2586483.02,2586483.02,2586483.02
21163,1,NSS,NSS,NSS
21163,2,NSS,NSS,NSS
21164,1,0,0,0
21164,2,48397266,48397266,40963542.48
21165,1,344019.8,344019.8,247056
21165,2,752035.29,752035.29,402254
21166,1,0,0,0
21166,2,0,0,0
21167,1,3600000,3600000,3600000
21167,2,4025000,4025000,3483171.89
21168,1,870000,870000,932572
21168,2,1627335,1627335,1576319.82
21169,1,0,0,0
21169,2,0,0,0
21170,1,336519.37,336519.37,336519.37
21170,2,2866119.79,2866119.79,2866119.79
21171,1,0,0,0
21171,2,0,0,0
21172,1,5568500,5568500,4531325.91
21172,2,5568500,5568500,4844761.34
21173,1,NSS,NSS,NSS
21173,2,2925024,292502400,3091689.32
21174,1,54468129.53,54468129.53,54468129.53
21174,2,48489460.65,48489460.65,48489460.65
21175,1,NSS,NSS,NSS
21175,2,NSS,NSS,NSS
21176,1,NSS,NSS,NSS
21176,2,NSS,NSS,NSS
21177,1,NSS,NSS,6414698.77
21177,2,NSS,NSS,202247.9
21178,1,6215840,3199464.3,3199464.3
21178,2,3401126.3,3401126.3,3401126.3
21179,1,3201608.96,3201608.96,3201608.96
21179,2,5147794.9,5147794.9,5147794.9
21180,1,0,0,0
21180,2,0,0,0
21181,1,1188993.17,1188993.17,1188993.17
21181,2,753999.96,753999.96,1348025.84
21182,1,1761000,1761000,1659478.83
21182,2,6344543.97,6344543.97,1074980.12
21183,1,1231963.29,1231963.29,1231963.29
21183,2,1231963.29,1231963.29,1231963.29
21184,1,1979000,1979000,1609754.6
21184,2,660000.07,660000.07,660000.07
21185,1,0,0,0
21185,2,5285007.12,5285007.12,5285007.12
21186,1,2500000,2677500,10925769.56
21186,2,10000000,12147301.19,13331375.47
21187,1,1637728.96,1637728.96,1637728.96
21187,2,3033880.46,3033880.46,3033880.46
21188,1,2278000,2278000,1756472.02
21188,2,2327540,2327540,1752065.7
21189,1,0,0,0
21189,2,0,0,0
21190,1,397904.81,397904.81,397904.81
21190,2,592931.16,592931.16,592931.16
21191,1,413500,413500,754827.78
21191,2,2915000,2915000,2037647.93
21192,1,1292950,1292950,1883885.06
21192,2,1364062.25,1364062.25,3402977.23
21193,1,866190,405065.6,401524.32
21193,2,678721.72,678721.72,678721.72
21194,1,5008000,5008000,4759969.27
21194,2,12445000,12445000,9686569.43
21195,1,420821.34,420821.34,420821.34
21195,2,5336130.43,5336130.43,5336130.43
21196,1,1800790,1800790,1800790
21196,2,1252350,1252350,1252350
21197,1,21498232.51,21498232.51,24519068.49
21197,2,25602611.75,31669228.16,31669228.16
21198,1,922972,782163,751528
21198,2,922972,746804,253407
21199,1,2780000,2780000,2780000
21199,2,2136381.1,2136381.1,2136381.1
21200,1,1712951,1445251,1379400
21200,2,1980561,1909567,1886941
21201,1,0,0,0
21201,2,1137433,1137433,1137433
21202,1,3300000,3200000,3200000
21202,2,4600000,4595000,4595000
21203,1,2664833,2664833,2664833
21203,2,0,0,0
21204,1,976979.78,976979.78,1724877.05
21204,2,1025829,1025829,1598344.33
21205,1,6894159,7699786,7699786
21205,2,8503419,13435326,13435326
21206,1,0,0,0
21206,2,2784112,2784112,1570056
21207,1,13378469.67,13378469.67,13378469.67
21207,2,16856678.12,16856678.12,16856678.12
21208,1,6149900,6149900,15959895.34
21208,2,6629000,6629000,16437235.82
21209,1,38851.8,38851.8,5665291.34
21209,2,1312035.49,1312035.49,7740704.49
21210,1,1880814,1880814,1880814
21210,2,1904289,1904289,1904289
21211,1,NSS,NSS,NSS
21211,2,0,0,0
21212,1,NSS,NSS,NSS
21212,2,5098049.89,5098049.89,5098049.89
21213,1,5750260.52,5750260.52,5143204.61
21213,2,5037719.23,5037719.23,4747862.82
21214,1,NSS,7036536.34,7036536.34
21214,2,NSS,3465066.5,3465066.5
21215,1,1307057,1307057,1307057
21215,2,2617049.14,2617049.14,2617049.14
21216,1,1255164.68,1255164.68,1255164.68
21216,2,1304497.74,1304497.74,1304497.74
21217,1,NSS,NSS,NSS
21217,2,NSS,NSS,NSS
22001,1,18372400,25318509,19460579.05
22001,2,16795456.4,28510826,23160618.07
22002,1,0,0,0
22002,2,0,0,0
22003,1,11962633.79,11962633.79,9437727.12
22003,2,11443848,11443848,11602984.31
22004,1,48669568,41682649.62,41110237.06
22004,2,52345485,52345485,49561392.8
22005,1,24393600,24393600,23157521.64
22005,2,26223300.94,26223300.94,23216981.53
22006,1,354110541.78,324943270,375461984.7
22006,2,434667556,300030416,360418592.61
22007,1,25522854,23446670.36,23444107.57
22007,2,23830987,26028290.24,25276200.66
22008,1,37525843.69,37525843.69,36899542
22008,2,40272888.27,40272888.27,41027861
22009,1,18847970,18847970,18847970
22009,2,19890895.85,19890895.85,19890895.85
22010,1,12559658,12559658,11334997
22010,2,14242216,14287806,14287806
22011,1,224470677,224470677,224341815.39
22011,2,267427613,267427613,227986910.01
22012,1,50794780,64032070,64032070
22012,2,58845020,67737901,67737901
22013,1,11544640,11544640,11544640
22013,2,14551604,14551604,14551604
22014,1,837769307,837769307,903853532.62
22014,2,938111601,938111601,1081609453.55
22015,1,7724382,7129448.47,6575169.23
22015,2,6478969,6959088.45,5740485.7
22016,1,161652473.6,161551134.99,161275613.44
22016,2,125316841,149039615.3,148890258.22
22017,1,49504026,43545713,43544155
22017,2,54714388,54889531,54886072
22018,1,19785920,16836638,16862159.35
22018,2,21154927,21222645,21255689.44
23001,1,NSS,NSS,33687313.66
23001,2,NSS,NSS,41797227.75
23002,1,32964244.88,32964244.88,33656668.65
23002,2,53067932.11,53067932.11,39675506.37
23003,1,NSS,NSS,NSS
23003,2,58529000,17639429.12,17639429.12
23004,1,60689436.06,60689436.06,58184824.87
23004,2,68192117.32,68192117.32,61179199.6
23005,1,568019709,568019709,542009838
23005,2,597929319,597929319,601009231
23006,1,29921893,29921893,29921893
23006,2,29547841,29262479,29262479
23007,1,26311000,26311000,26311000
23007,2,28456741.59,28456741.59,28456741.59
23008,1,365528805.3,365528805.3,365528805.3
23008,2,588608622.6,588608622.6,588608622.6
23009,1,209293800,8084175,7084601.67
23009,2,109053514,36042900,40839185.31
23010,1,40613437,40613437,40613437
23010,2,39632973.84,39632973.84,39632973.84
23011,1,NSS,NSS,NSS
23011,2,5547360.86,5547360.86,5547360.86
24001,1,6549990.6,6549990.6,6549990.6
24001,2,7266458.18,7266458.18,7266458.18
24002,1,1200000,1181190.15,1181190.15
24002,2,1200000,1140413.22,1140413.22
24003,1,2135795,2135795,2135795
24003,2,2781840.83,2781840.83,2781840.83
24004,1,633407,633407,633407
24004,2,620718,620718,620718
24005,1,8410009.85,8410009.85,8410009.85
24005,2,8635349.28,8635349.28,8635349.28
24006,1,120814,120814,120814
24006,2,106081,106081,106081
24007,1,2363179,2363179,2242823
24007,2,2621675,2621675,2915670
24008,1,8150307.15,8150307.15,8150307.15
24008,2,11043297.4,11043297.4,11043297.1
24009,1,2761886.95,2761886.95,2761886.95
24009,2,3369460.22,3369460.22,3369460.22
24010,1,11707842.96,11707842.96,11707842.96
24010,2,11749790.99,11749790.99,11749790.99
24011,1,16451760.4,15316363.12,15316363.12
24011,2,15725446.04,14051553.76,14051553.76
24012,1,NSS,NSS,NSS
24012,2,NSS,NSS,NSS
24013,1,5698132,5698132,6698132
24013,2,6113822,6113822,6113822
24014,1,6100058,6100058,6100058
24014,2,7705602,7705602,7705602
24015,1,2806520,2806520,2806520
24015,2,2147968,2147968,2147968
24016,1,30000000,30000000,27645764
24016,2,30000000,30544012,30544012
24017,1,5104322,5104322,5104322
24017,2,4580133,4580133,4580133
24018,1,2135795,2135795,2135795
24018,2,2680550,2680550,2680550
24019,1,852682.67,852682.67,852682.67
24019,2,1009374.9,1009374.9,1009374.9
