ubicageo_f,capobg1,capobg2,capobg3,capobg4,capobg5,capobg6,capobg7,capobg8,capobg9,capobgne
20226,0,0,195000,0,0,0,0,0,0,
20227,2673701.98,4920123.46,4227301.45,0,148780,2333261.25,0,0,0,
20228,0,0,72000,0,0,0,0,0,0,
20229,840000,0,0,0,0,0,0,0,0,
20230,389616.12,375959.12,97471.32,0,0,0,0,0,0,
20231,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,2214617
20232,3255840.52,344184,581880.24,0,0,0,0,0,0,
20233,0,0,1239334.59,0,0,0,0,0,0,
20234,0,0,700000,0,0,0,0,0,0,
20235,0,0,2851174.05,0,0,0,0,0,0,
20236,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,1001571
20237,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20238,0,0,747502.45,0,0,0,0,0,0,
20239,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,440672
20240,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20241,0,0,777583,0,0,0,0,0,0,
20242,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20243,0,100000,1000000,100000,270636,0,0,0,0,
20244,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20245,389526,124975,38395,0,0,0,0,0,0,
20246,102000,255864.7,101616.2,0,0,0,0,0,0,
20247,0,66850.8,0,0,0,0,0,0,0,
20248,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20249,0,0,1440000,0,0,0,0,0,0,
20250,342857.06,56546.49,42641.6,197.2,380156.66,0,0,0,0,
20251,330000,417864.68,167370.4,0,0,0,0,0,0,
20252,270000,0,0,0,0,0,0,0,0,
20253,0,0,1200000,0,0,0,0,0,0,
20254,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20255,498631.9,501857.68,452193.89,341512,9428.39,0,0,0,0,
20256,0,0,0,0,0,0,0,0,0,
20257,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,790985.88
20258,30000,30000,100000,0,0,0,0,0,0,
20259,1100190,401344.4,88812.6,0,0,0,0,0,0,
20260,0,80000,0,0,0,0,0,0,0,
20261,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,1393181
20262,68000,15750.1,5000,0,0,0,0,0,0,
20263,1008000,0,0,0,0,799593,0,0,0,
20264,145643.7,178695,456900,0,0,694449.98,0,0,0,
20265,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20266,0,0,1000000,0,0,0,0,0,0,
20267,0,169738.11,0,0,0,0,0,0,0,
20268,0,0,864064.66,0,0,0,0,0,0,
20269,0,700000,0,0,0,0,0,0,0,
20270,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20271,0,2212150.77,190672.12,0,0,0,0,0,0,
20272,0,0,4655403.6,0,0,0,0,0,0,
20273,0,0,0,0,0,0,0,0,0,
20274,491786,294537,167879,0,29846,0,0,0,0,
20275,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,5473844
20276,192000,0,408000,0,0,0,0,0,0,
20277,5134359.67,0,0,0,0,0,0,0,0,
20278,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20279,0,0,14675324,0,0,0,0,0,0,
20280,40000,0,16000,0,0,0,0,0,0,
20281,0,56292.02,173053.63,0,0,0,0,0,0,
20282,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20283,165483.24,96569.46,375867.81,0,0,0,0,0,0,
20284,0,0,1250000,300000,300000,0,270000,218871,0,
20285,0,0,2257924,0,0,0,0,0,0,
20286,0,1148000,40000,0,0,0,0,0,0,
20287,0,0,0,0,0,0,0,0,0,
20288,0,0,0,0,0,0,0,0,0,
20289,280000,0,0,0,0,613709,0,0,0,
20290,487256,256258,119938,0,0,0,0,0,0,
20291,144000,850460,450600,0,0,1794642,0,0,0,
20292,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20293,0,0,8650000,0,0,0,0,0,0,
20294,0,1959705.71,0,0,0,0,0,0,0,
20295,850624,1200036.81,525415,0,0,0,0,0,0,
20296,130000,80000,0,0,440000,0,0,0,0,
20297,427807.68,185113.01,32616,0,67715,0,0,0,0,
20298,0,0,3850340,0,0,0,0,0,0,
20299,75100,626376.39,144397.31,0,0,0,0,0,0,
20300,4234566.38,0,0,0,0,0,0,0,0,
20301,708273.5,230000,119760.55,0,0,0,0,0,0,
20302,1000000,1000000,1394740,0,0,0,0,0,0,
20303,0,233654.88,561168.79,0,84120,0,0,0,0,
20304,263256.17,41184,210928.25,0,22503.14,0,0,0,0,
20305,1230049.07,809708.65,1218172.28,0,0,0,0,0,0,
20306,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20307,0,0,0,0,6846700,0,0,0,0,
20308,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20309,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,7720000
20310,0,0,5200000,0,0,0,0,0,0,
20311,334381.89,0,0,0,0,0,0,0,0,
20312,2000000,5000000,1400000,0,0,0,0,0,0,
20313,30000,15489.26,9410,0,0,0,0,0,0,
20314,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20315,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20316,0,100000,100000,0,0,0,0,0,0,
20317,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20318,17406712.78,2722564.87,10253776.41,0,4538437.05,2513798.28,0,0,0,
20319,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20320,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20321,163000,200000,167000,8154,7000,0,0,0,0,
20322,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20323,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,1806087
20324,15525659.7,6849857.53,9431598.76,70263,260900,4006456.81,0,0,99260.56,
20325,0,2150000,0,0,0,0,0,0,0,
20326,1334400,0,2018917.45,0,0,0,0,0,0,
20327,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,8455976.16
20328,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20329,408122,212542,125463,226811,12086,0,0,0,0,
20330,1720000,52000,143000,175000,10000,0,0,0,0,
20331,123162.54,246325.08,184743.81,0,61581.27,0,0,0,0,
20332,150000,0,100000,7450,0,0,0,0,0,
20333,0,654569.69,0,0,0,0,0,0,0,
20334,0,0,37634157.12,0,0,0,0,0,0,
20335,72000,1000,2000,0,0,0,0,0,0,
20336,200000,0,585000,0,0,0,0,0,0,
20337,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,4219203
20338,2631652.23,2924058.03,0,0,292405.8,0,0,0,0,
20339,2405000,0,0,0,0,0,0,0,0,
20340,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20341,0,0,0,0,0,0,0,0,0,
20342,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20343,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20344,576000,0,0,0,0,561907,0,0,0,
20345,1000000,1000000,1110000,0,0,0,0,0,0,
20346,0,0,0,0,0,0,0,0,0,
20347,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,3766930
20348,1450582.6,2379436.38,325744.02,0,0,0,0,0,0,
20349,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20350,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20351,1080000,0,0,0,0,849240,0,0,0,
20352,0,70000,10000,0,0,0,0,0,0,
20353,864000,0,0,0,0,1059643,0,0,0,
20354,0,0,358186,0,0,0,0,0,0,
20355,0,0,507090,0,0,0,0,0,0,
20356,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20357,0,52620.26,0,0,0,0,0,0,0,
20358,146183.84,112607.99,123785.03,0,0,0,0,0,0,
20359,0,89563,0,0,0,0,0,0,0,
20360,1250000,800000,600000,214357,100000,0,0,0,0,
20361,0,150000,350000,0,0,0,0,0,0,
20362,0,0,12000,0,0,0,0,0,0,
20363,0,82000,0,0,0,0,0,0,0,
20364,0,0,13890258.72,0,0,0,0,0,0,
20365,60000,15000,10000,0,0,0,0,0,0,
20366,0,0,2737246.23,0,0,0,0,0,0,
20367,1300000,250000,50000,0,1200000,500000,0,0,0,
20368,750000,120000,350000,120000,150000,49142,0,0,0,
20369,892416,49340.8,1487059.88,280309.6,391920,0,0,0,0,
20370,82267.64,0,0,0,0,0,0,0,0,
20371,81000,430595.07,196992.25,0,32900,0,0,0,0,
20372,0,816600,0,0,0,0,0,0,0,
20373,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,300084.39
20374,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20375,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20376,35650.64,11190,32410,0,0,0,0,0,0,
20377,3100263.66,0,0,0,0,0,0,0,0,
20378,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20379,440000,1426874,0,0,0,0,0,0,0,
20380,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20381,587423,105207,152632,0,0,0,0,0,0,
20382,0,880148,0,0,0,0,0,0,0,
20383,0,0,0,0,0,0,0,0,0,
20384,428990.7,1071697.73,985135.05,0,0,0,0,0,0,
20385,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20386,1879578.67,1402945.02,642291.18,0,0,2484814.34,0,0,0,
20387,357600,0,142958.7,0,0,0,0,0,0,
20388,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20389,162000,0,761891.24,0,0,0,0,0,0,
20390,13044467,6138111,8113178,116538,3388753,3677304,0,0,0,
20391,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20392,1244962.43,0,0,0,0,0,0,0,0,
20393,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20394,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,2100586
20395,600050,356900,78695,0,45643.7,0,0,0,0,
20396,780000,0,0,0,0,0,0,0,0,
20397,2893632.5,1053936.08,10233629.16,0,321732.57,361895.54,0,0,0,
20398,1229577.37,363368.54,1102460.32,0,24205,0,0,0,0,
20399,0,0,28538200,0,0,0,0,0,0,
20400,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,1275544.83
20401,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20402,450000,150000,100000,0,0,50000,0,0,0,
20403,114275.04,188285.36,1211507.55,0,0,0,0,0,0,
20404,151668.82,146638.17,277825.33,0,0,0,0,0,0,
20405,82267.64,0,0,0,0,0,0,0,0,
20406,0,0,2537230,0,0,0,0,0,0,
20407,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20408,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,107000
20409,0,0,6100350,0,0,0,0,0,0,
20410,0,2500,5000,0,0,0,0,0,0,
20411,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20412,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,2186527.72
20413,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20414,2200000,1500000,4000000,0,1000000,0,0,0,0,
20415,1367265.68,0,0,0,0,0,0,0,0,
20416,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20417,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20418,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20419,157000,2000,0,0,0,0,0,0,0,
20420,746800.28,0,0,0,0,0,0,0,0,
20421,0,0,0,0,1857655,0,0,0,0,
20422,111000,88795.15,256849.4,0,0,0,0,0,0,
20423,0,0,0,0,0,0,0,0,0,
20424,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20425,960000,346460,225980,0,0,0,0,0,0,
20426,2429460.09,2688175.28,1616489.57,9625,0,0,0,0,0,
20427,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,11088780.95
20428,0,0,0,0,414620,0,0,0,0,
20429,0,0,1356762.34,0,0,0,0,0,0,
20430,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,237416
20431,0,10000,20000,0,0,0,0,0,0,
20432,0,0,0,0,0,678408.18,0,0,0,
20433,0,0,2600400,0,0,0,0,0,0,
20434,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20435,0,0,224062.55,0,0,0,0,0,0,
20436,0,0,674253.23,0,0,0,0,0,0,
20437,0,0,205932,0,0,0,0,0,0,
20438,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20439,4228639.17,4611661.76,9646847.49,0,570950,0,0,0,0,
20440,0,10000,10000,0,0,0,0,0,0,
20441,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,6937343.65
20442,0,0,0,0,0,0,0,0,0,
20443,0,0,0,0,0,0,0,0,0,
20444,0,361658,0,0,0,0,0,0,0,
20445,81729.44,712393.61,379842.76,0,0,0,0,0,0,
20446,0,2913200,0,0,0,0,0,0,0,
20447,2436180,588000,4138467,0,0,0,0,0,0,
20448,334019.52,421105,14898.3,0,0,0,0,0,0,
20449,0,2404682,0,0,0,0,0,0,0,
20450,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20451,228548.16,155913,381712.44,0,0,0,0,0,0,
20452,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20453,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20454,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,2671560
20455,300000,200000,0,0,0,0,0,0,0,
20456,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,1187000.79
20457,2933924.79,0,0,0,0,0,0,0,0,
20458,400000,0,200000,0,0,0,0,0,0,
20459,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,3631542.4
20460,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20461,234000,136558,48554,0,0,0,0,0,0,
20462,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20463,125014.96,143551.13,172105.6,0,0,0,0,0,0,
20464,0,0,0,0,0,0,0,0,0,
20465,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,1229098.34
20466,0,0,10335412.92,0,0,0,0,0,0,
20467,0,0,9145284,0,0,0,0,0,0,
20468,0,0,0,0,0,0,0,0,0,
20469,519960,420010,615030,0,0,0,0,0,0,
20470,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20471,55000,20000,0,0,0,0,0,0,0,
20472,946695,157774,1358096,0,64530,0,0,0,0,
20473,60000,15000,15000,0,0,0,0,0,0,
20474,500000,500000,200000,0,0,0,0,0,0,
20475,0,786495.2,0,0,0,0,0,0,0,
20476,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,313487.67
20477,633702.08,0,0,0,0,0,0,0,0,
20478,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,368504
20479,150000,10000,13000,0,231.05,0,0,0,0,
20480,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,88939
20481,0,1300000,0,0,0,0,0,0,0,
20482,16000000,4000000,4000000,0,0,0,0,0,0,
20483,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20484,489208.32,319452.23,576329.61,0,0,0,0,0,0,
20485,0,0,1345000,0,0,0,0,0,0,
20486,356987,35000,568735.4,20000,194511.6,0,0,0,0,
20487,0,1472464.85,0,0,0,0,0,0,0,
20488,0,0,0,0,0,0,0,0,0,
20489,0,0,3655370.4,0,0,0,0,0,0,
20490,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20491,1046651.28,703022.73,718590.7,0,0,0,0,0,0,
20492,631704.4,321333.82,442247.4,0,439348.08,0,0,0,0,
20493,122851.08,11901.52,239067.93,813.6,8367.47,0,0,0,0,
20494,0,3710456.92,0,0,0,0,0,0,0,
20495,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20496,130000,360000,70000,0,0,0,0,0,0,
20497,0,0,3150664.32,0,0,0,0,0,0,
20498,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20499,0,0,0,0,0,0,0,0,0,
20500,0,0,4955890,0,0,0,0,0,0,
20501,40000,20880,198762.12,0,0,0,0,0,0,
20502,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,3823276
20503,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20504,0,150000,0,0,0,0,0,0,0,
20505,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20506,0,0,714179.65,0,0,0,0,0,0,
20507,0,0,2000000,0,0,0,0,0,0,
20508,582958.14,139697.92,493898.3,0,0,0,0,0,0,
20509,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20510,0,0,471590,0,0,0,0,0,0,
20511,0,439562.14,0,0,0,0,0,0,0,
20512,0,200333.45,607277.09,0,20217.86,0,0,0,0,
20513,0,0,0,0,0,0,0,0,0,
20514,100800,0,0,0,0,606845.81,0,0,0,
20515,14071500,9027352.63,10274428.68,35000,2156000,8539183.22,0,0,0,
20516,0,3955734.53,0,0,0,0,0,0,0,
20517,0,0,809350.8,0,0,0,0,0,0,
20518,30000,14000,50000,2358.15,0,0,0,0,0,
20519,0,2000000,2000000,0,0,0,0,0,0,
20520,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,5000000
20521,600000,0,0,0,0,0,0,0,0,
20522,0,0,0,0,0,906432.93,0,0,0,
20523,281802.6,414527.36,588456.97,0,0,0,0,0,0,
20524,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,243492.8
20525,0,6000000,0,0,0,0,0,0,0,
20526,0,0,4655403.6,0,0,0,0,0,0,
20527,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20528,0,306000,100000,440000,0,0,0,0,0,
20529,296485,187851,241526,0,0,0,0,0,0,
20530,0,600000,1600000,250000,471168,0,0,0,0,
20531,316582.35,949747.05,844219.6,0,0,0,0,0,0,
20532,887242.44,0,0,0,0,0,0,0,0,
20533,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20534,0,0,2615127.52,0,0,0,0,0,0,
20535,2426341.75,0,0,0,0,0,0,0,0,
20536,163000,69000,103154,6346,7000,0,0,0,0,
20537,0,369602.87,87757.28,2552200,0,0,0,0,0,
20538,0,0,0,0,0,558620,0,0,0,
20539,122713.02,368139.06,327234.72,0,0,0,0,0,0,
20540,1056987,292266,1568735.4,20000,124511.6,0,0,0,0,
20541,35029.04,0,0,0,0,0,0,0,0,
20542,0,0,667036.91,0,0,0,0,0,0,
20543,0,0,4755183.48,0,0,0,0,0,0,
20544,0,768454,0,0,0,0,0,0,0,
20545,2944285.65,1461292.07,2820756.21,0,366980.34,0,0,0,0,
20546,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20547,163000,69000,146214,6346,7000,0,0,0,0,
20548,390599,505660,360536,0,419999,0,0,0,0,
20549,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,8537140.38
20550,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20551,0,1895634.3,0,0,0,0,0,0,0,
20552,0,0,0,0,0,0,0,0,0,
20553,0,0,10000000,0,0,0,0,0,0,
20554,0,0,0,0,700000,1000000,0,0,0,
20555,700000,0,0,0,0,0,0,0,0,
20556,0,0,0,0,0,0,0,0,0,
20557,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20558,400000,150000,600000,0,0,0,0,0,0,
20559,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20560,2180907.33,634662.87,1510908.59,0,762359,0,0,0,0,
20561,0,1200000,900000,200570,0,0,0,0,0,
20562,147164.72,778476.77,190803.47,0,0,0,0,0,0,
20563,272481.12,106304.53,530414.53,.96,45240,0,0,0,0,
20564,319575,316222,196242,0,32473,0,0,0,0,
20565,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20566,0,285613.23,419567.2,0,14389.57,0,0,0,0,
20567,745123,365153,258645,0,0,0,0,0,0,
20568,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20569,0,1097322.62,0,0,0,0,0,0,0,
20570,1625796.22,2166422.97,1456156.27,286661.9,90000,0,0,0,0,
21001,658921.83,525464.48,1709419.72,3532258.57,1245782.08,0,0,0,0,
21002,958731,0,0,0,0,0,0,0,0,
21003,NSS,NSS,NSS,0,NSS,0,0,0,0,14392233.79
21004,0,0,28590084.76,0,0,0,0,0,0,
21005,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21006,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21007,1050905,55408,22330,0,0,0,0,0,0,
21008,2442230.18,578081.72,91647.88,380,14500,0,0,0,0,
21009,0,0,120436.4,0,0,0,0,0,0,
21010,1021386.66,0,16957307.34,0,0,0,0,0,0,
21011,222278.24,0,0,0,0,0,0,0,0,
21012,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21013,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21014,779684.64,404863.37,166224.72,179957.85,0,0,0,0,0,
21015,9333888,3524159,2983371,5288300,1583009,0,0,0,0,
21016,1038917.48,111424.2,67516.84,0,441561.48,0,0,0,0,
21017,1451015.92,0,0,0,0,0,0,1112283.25,0,
21018,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21019,0,5099702.93,3199747.87,0,5483549.2,0,0,4900000,0,
21020,0,0,0,0,0,419583.48,0,0,0,
21021,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21022,3052740.83,751512.01,328319.14,0,0,0,0,0,0,
21023,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21024,0,0,44504.2,0,0,0,0,0,0,
21025,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21026,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,4469722.75
21027,0,3112539.26,0,0,0,0,0,0,0,
21028,0,0,518468,0,0,0,0,0,0,
21029,0,92002.5,11922,0,280000,0,0,0,0,
21030,0,0,571844,0,0,0,0,0,0,
21031,300000,215181.01,152000,105461.6,0,0,0,0,0,
21032,0,0,235733,0,0,0,0,0,0,
21033,1469733.24,554838.49,97000.91,0,0,0,0,0,0,
21034,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,38965302.02
21035,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21036,NSS,NSS,NSS,0,0,0,0,0,0,1687471.75
21037,805563.66,261183.03,25981.68,0,0,0,0,0,0,
21038,0,1668791.89,510000,0,0,0,0,0,0,
21039,618905.05,0,0,0,0,0,0,0,0,
21040,0,0,0,0,0,0,0,0,0,
21041,31073.17,16798778.49,1854357.08,0,6193744.78,0,0,0,0,
21042,1188000,0,0,0,0,0,0,0,0,
21043,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,6000000
21044,0,0,2218451.2,0,0,0,0,0,0,
21045,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,14092472.59
21046,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21047,NSS,NSS,NSS,0,0,0,0,0,0,2921557.27
21048,4092707.42,245783.51,168960,146000,10591,9600,211754,8983,0,
21049,4853872.47,812779.73,1015870.92,0,0,0,0,650047.3,0,
21050,0,0,5015246,0,0,0,0,0,0,
21051,2252424.16,0,0,0,6757272.48,0,0,0,0,
21052,578060.56,244596.04,24147.35,0,0,0,0,0,0,
21053,14289206.53,6237921.14,3929235.28,0,0,0,0,0,0,
21054,5374314.81,2246883.28,525695.43,1317260.15,652808,0,0,0,0,
21055,533341.09,250000,500000,250000,0,0,0,0,0,
21056,0,0,11971,0,0,0,0,0,0,
21057,700000,400000,741890.12,350000,340000,210000,0,0,0,
21058,0,0,9791300,0,0,0,0,0,0,
21059,0,0,1735080,0,0,0,0,0,0,
21060,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21061,1680000,1500000,400000,0,0,0,0,0,0,
21062,738122.88,789014.15,617200.2,184857.45,0,0,0,0,0,
21063,400000,100000,300000,500000,300000,400000,150000,102886,0,
21064,1692485,527717.03,1058350,0,0,0,0,0,0,45000
21065,1568351,1454009.62,1322179.27,0,1308133.88,0,0,0,0,
21066,0,252576.45,48757.8,241252.75,0,0,0,0,0,
21067,0,0,8272180.99,0,0,0,0,0,0,
21068,2812862,351287.07,0,262195.45,0,0,0,0,0,
21069,3976290.3,2511023.83,399717.7,0,29109.87,0,0,0,0,
21070,1436147,555353,52320,0,0,0,0,0,0,
21071,30017129.18,5767011.62,1287842.19,123500,32004.4,0,0,0,0,
21072,2747926.14,0,0,0,358823.47,0,0,0,0,
21073,1502520.27,239993.2,277049.07,0,85488.01,0,0,0,0,
21074,12973759,7800000,4120000,0,7260000,0,0,3400000,0,
21075,0,122480.15,222480.15,0,0,322480.15,0,0,0,
21076,9927414,0,0,0,0,0,0,0,0,
21077,0,0,850000,0,0,0,0,0,0,
21078,0,0,2603745,0,0,0,0,0,0,
21079,589630,89374,37785.18,0,0,0,0,0,0,
21080,1955316,0,0,0,0,0,0,0,0,
21081,101622.97,0,0,0,0,0,0,0,0,
21082,1421021.77,262086.27,430449.75,0,0,0,0,0,0,
21083,0,1504960.96,38233.65,0,0,0,0,0,0,
21084,624470.57,0,0,0,0,0,0,0,0,
21085,21580951.85,1389956.98,284401.37,0,215973.39,0,0,0,0,
21086,3040808.17,1387559.77,143959.89,0,0,0,0,0,0,
21087,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21088,685249.88,0,685249.88,0,0,0,0,0,0,
21089,2796137.76,683255.39,35625.84,34000,265000,0,0,0,0,
21090,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,8138103.67
21091,3039410.38,723237.11,304227.18,0,0,0,0,0,0,
21092,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21093,0,0,11865342,0,0,0,0,0,0,
21094,4600593.4,307079.34,891895,0,0,0,0,0,0,
21095,0,0,50000,0,0,0,0,0,0,
21096,0,0,480000,0,0,0,0,0,0,
21097,0,1153075.67,0,0,0,0,0,0,0,
21098,0,239931.69,200000,0,0,0,0,0,0,
21099,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21100,1534886.64,0,0,0,0,0,0,0,0,
21101,72749.15,0,9689.57,0,0,0,0,0,0,
21102,3077500,20226.25,593621.11,22776.66,0,0,0,0,0,
21103,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21104,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,0,5917028.62
21105,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,1279964
21106,12186147,1526.31,15511.13,0,1957294.35,0,0,2595338,0,1524778.69
21107,0,0,1800000,0,0,0,0,0,0,
21108,1110220.64,180159.16,0,0,0,0,0,0,0,
