ubicageo_f,tipatrul_c,rnsnni1,totalca1,totalca2
13053,9,2,NA,NA
13054,1,2,NA,NA
13054,2,2,NA,NA
13054,3,1,1460,NSS
13054,4,2,NA,NA
13054,5,2,NA,NA
13054,6,2,NA,NA
13054,7,2,NA,NA
13054,8,2,NA,NA
13054,9,2,NA,NA
13055,1,2,NA,NA
13055,2,2,NA,NA
13055,3,1,1507,7369
13055,4,1,2186,8590
13055,5,2,NA,NA
13055,6,2,NA,NA
13055,7,2,NA,NA
13055,8,2,NA,NA
13055,9,2,NA,NA
13056,1,1,579,NSS
13056,2,2,NA,NA
13056,3,1,365,NSS
13056,4,1,2555,NSS
13056,5,1,400,NSS
13056,6,1,50,NSS
13056,7,2,NA,NA
13056,8,2,NA,NA
13056,9,2,NA,NA
13057,1,1,365,1680
13057,2,2,NA,NA
13057,3,1,365,22512
13057,4,1,2555,157584
13057,5,2,NA,NA
13057,6,2,NA,NA
13057,7,2,NA,NA
13057,8,2,NA,NA
13057,9,2,NA,NA
13058,1,2,NA,NA
13058,2,2,NA,NA
13058,3,2,NA,NA
13058,4,1,264,13200
13058,5,2,NA,NA
13058,6,2,NA,NA
13058,7,2,NA,NA
13058,8,2,NA,NA
13058,9,2,NA,NA
13059,1,1,3285,1825
13059,2,2,NA,NA
13059,3,2,NA,NA
13059,4,1,27000,9639000
13059,5,1,5110,255500
13059,6,2,NA,NA
13059,7,2,NA,NA
13059,8,2,NA,NA
13059,9,2,NA,NA
13060,1,1,96,576
13060,2,2,NA,NA
13060,3,2,NA,NA
13060,4,1,1825,228125
13060,5,2,NA,NA
13060,6,2,NA,NA
13060,7,2,NA,NA
13060,8,2,NA,NA
13060,9,2,NA,NA
13061,1,1,365,NSS
13061,2,2,NA,NA
13061,3,1,365,NSS
13061,4,1,365,NSS
13061,5,1,365,NSS
13061,6,2,NA,NA
13061,7,2,NA,NA
13061,8,2,NA,NA
13061,9,2,NA,NA
13062,1,1,20,NSS
13062,2,2,NA,NA
13062,3,2,NA,NA
13062,4,1,600,NSS
13062,5,2,NA,NA
13062,6,2,NA,NA
13062,7,2,NA,NA
13062,8,2,NA,NA
13062,9,2,NA,NA
13063,1,1,365,NSS
13063,2,2,NA,NA
13063,3,1,365,135480
13063,4,1,365,245753
13063,5,1,365,96452
13063,6,2,NA,NA
13063,7,2,NA,NA
13063,8,2,NA,NA
13063,9,2,NA,NA
13064,1,2,NA,NA
13064,2,2,NA,NA
13064,3,2,NA,NA
13064,4,1,1365,146000
13064,5,2,NA,NA
13064,6,2,NA,NA
13064,7,2,NA,NA
13064,8,2,NA,NA
13064,9,2,NA,NA
13065,1,2,NA,NA
13065,2,2,NA,NA
13065,3,2,NA,NA
13065,4,1,1,NSS
13065,5,2,NA,NA
13065,6,2,NA,NA
13065,7,2,NA,NA
13065,8,2,NA,NA
13065,9,2,NA,NA
13066,1,2,NA,NA
13066,2,2,NA,NA
13066,3,2,NA,NA
13066,4,1,1460,NSS
13066,5,1,365,NSS
13066,6,2,NA,NA
13066,7,2,NA,NA
13066,8,2,NA,NA
13066,9,2,NA,NA
13067,1,2,NA,NA
13067,2,2,NA,NA
13067,3,1,NSS,NSS
13067,4,1,NSS,NSS
13067,5,1,NSS,NSS
13067,6,2,NA,NA
13067,7,2,NA,NA
13067,8,2,NA,NA
13067,9,2,NA,NA
13068,1,1,5,10
13068,2,2,NA,NA
13068,3,1,20,400
13068,4,2,NA,NA
13068,5,2,NA,NA
13068,6,2,NA,NA
13068,7,2,NA,NA
13068,8,2,NA,NA
13068,9,2,NA,NA
13069,1,2,NA,NA
13069,2,2,NA,NA
13069,3,2,NA,NA
13069,4,1,25,200
13069,5,1,7,100
13069,6,2,NA,NA
13069,7,2,NA,NA
13069,8,2,NA,NA
13069,9,2,NA,NA
13070,1,1,312,312
13070,2,2,NA,NA
13070,3,1,2548,36400
13070,4,1,10192,218400
13070,5,1,5096,5200
13070,6,2,NA,NA
13070,7,2,NA,NA
13070,8,2,NA,NA
13070,9,2,NA,NA
13071,1,1,200,600
13071,2,2,NA,NA
13071,3,2,NA,NA
13071,4,1,1344,134400
13071,5,1,1008,50400
13071,6,2,NA,NA
13071,7,2,NA,NA
13071,8,2,NA,NA
13071,9,2,NA,NA
13072,1,2,NA,NA
13072,2,2,NA,NA
13072,3,1,350,42000
13072,4,2,NA,NA
13072,5,2,NA,NA
13072,6,2,NA,NA
13072,7,2,NA,NA
13072,8,2,NA,NA
13072,9,2,NA,NA
13073,1,1,698,2000
13073,2,2,NA,NA
13073,3,1,4000,7000
13073,4,2,NA,NA
13073,5,2,NA,NA
13073,6,2,NA,NA
13073,7,2,NA,NA
13073,8,2,NA,NA
13073,9,2,NA,NA
13074,1,1,87600,175200
13074,2,2,NA,NA
13074,3,2,NA,NA
13074,4,1,17885,89425
13074,5,1,15330,107310
13074,6,2,NA,NA
13074,7,2,NA,NA
13074,8,2,NA,NA
13074,9,2,NA,NA
13075,1,2,NA,NA
13075,2,2,NA,NA
13075,3,2,NA,NA
13075,4,1,NSS,NSS
13075,5,2,NA,NA
13075,6,2,NA,NA
13075,7,2,NA,NA
13075,8,2,NA,NA
13075,9,2,NA,NA
13076,1,1,NSS,NSS
13076,2,2,NA,NA
13076,3,1,NSS,NSS
13076,4,1,NSS,NSS
13076,5,2,NA,NA
13076,6,2,NA,NA
13076,7,2,NA,NA
13076,8,2,NA,NA
13076,9,2,NA,NA
13077,1,1,365,NSS
13077,2,2,NA,NA
13077,3,1,365,73000
13077,4,2,NA,NA
13077,5,1,365,54000
13077,6,1,365,NSS
13077,7,2,NA,NA
13077,8,2,NA,NA
13077,9,2,NA,NA
13078,1,1,NSS,NSS
13078,2,2,NA,NA
13078,3,2,NA,NA
13078,4,1,NSS,NSS
13078,5,1,NSS,NSS
13078,6,2,NA,NA
13078,7,2,NA,NA
13078,8,2,NA,NA
13078,9,2,NA,NA
13079,1,1,1000,NSS
13079,2,2,NA,NA
13079,3,1,2000,NSS
13079,4,2,NA,NA
13079,5,2,NA,NA
13079,6,2,NA,NA
13079,7,2,NA,NA
13079,8,2,NA,NA
13079,9,2,NA,NA
13080,1,1,24,720
13080,2,2,NA,NA
13080,3,2,NA,NA
13080,4,1,8472,677760
13080,5,2,NA,NA
13080,6,2,NA,NA
13080,7,2,NA,NA
13080,8,2,NA,NA
13080,9,2,NA,NA
13081,1,2,NA,NA
13081,2,2,NA,NA
13081,3,2,NA,NA
13081,4,1,NSS,NSS
13081,5,1,NSS,NSS
13081,6,2,NA,NA
13081,7,2,NA,NA
13081,8,2,NA,NA
13081,9,2,NA,NA
13082,1,1,365,365
13082,2,2,NA,NA
13082,3,1,365,365000
13082,4,1,365,292000
13082,5,1,200,70200
13082,6,2,NA,NA
13082,7,2,NA,NA
13082,8,2,NA,NA
13082,9,2,NA,NA
13083,1,1,320,NSS
13083,2,2,NA,NA
13083,3,2,NA,NA
13083,4,1,12517,476087.5
13083,5,1,1203,357065.6
13083,6,2,NA,NA
13083,7,2,NA,NA
13083,8,2,NA,NA
13083,9,2,NA,NA
13084,1,2,NA,NA
13084,2,2,NA,NA
13084,3,2,NA,NA
13084,4,1,825,2333
13084,5,2,NA,NA
13084,6,2,NA,NA
13084,7,2,NA,NA
13084,8,2,NA,NA
13084,9,2,NA,NA
14001,1,2,NA,NA
14001,2,2,NA,NA
14001,3,1,352,NSS
14001,4,1,1700,NSS
14001,5,1,340,NSS
14001,6,2,NA,NA
14001,7,2,NA,NA
14001,8,2,NA,NA
14001,9,2,NA,NA
14002,1,2,NA,NA
14002,2,2,NA,NA
14002,3,2,NA,NA
14002,4,1,1460,360000
14002,5,1,365,10000
14002,6,2,NA,NA
14002,7,2,NA,NA
14002,8,2,NA,NA
14002,9,2,NA,NA
14003,1,1,200,NSS
14003,2,2,NA,NA
14003,3,2,NA,NA
14003,4,1,NSS,NSS
14003,5,1,NSS,NSS
14003,6,1,NSS,NSS
14003,7,2,NA,NA
14003,8,2,NA,NA
14003,9,2,NA,NA
14004,1,2,NA,NA
14004,2,2,NA,NA
14004,3,2,NA,NA
14004,4,1,1825,73000
14004,5,2,NA,NA
14004,6,2,NA,NA
14004,7,2,NA,NA
14004,8,2,NA,NA
14004,9,2,NA,NA
14005,1,1,365,2190
14005,2,2,NA,NA
14005,3,2,NA,NA
14005,4,1,730,884848
14005,5,1,1095,4697550
14005,6,2,NA,NA
14005,7,2,NA,NA
14005,8,2,NA,NA
14005,9,2,NA,NA
14006,1,1,365,182500
14006,2,2,NA,NA
14006,3,2,NA,NA
14006,4,1,2555,3650000
14006,5,2,NA,NA
14006,6,1,146,1825000
14006,7,2,NA,NA
14006,8,2,NA,NA
14006,9,2,NA,NA
14007,1,2,NA,NA
14007,2,2,NA,NA
14007,3,2,NA,NA
14007,4,2,NA,NA
14007,5,2,NA,NA
14007,6,2,NA,NA
14007,7,2,NA,NA
14007,8,2,NA,NA
14007,9,2,NA,NA
14008,1,1,80,NSS
14008,2,2,NA,NA
14008,3,1,450,NSS
14008,4,2,NA,NA
14008,5,1,150,NSS
14008,6,1,50,NSS
14008,7,2,NA,NA
14008,8,2,NA,NA
14008,9,2,NA,NA
14009,1,2,NA,NA
14009,2,2,NA,NA
14009,3,2,NA,NA
14009,4,1,1095,490195
14009,5,1,730,109500
14009,6,2,NA,NA
14009,7,2,NA,NA
14009,8,2,NA,NA
14009,9,2,NA,NA
14010,1,2,NA,NA
14010,2,2,NA,NA
14010,3,2,NA,NA
14010,4,1,1825,1825000
14010,5,1,52,2600
14010,6,2,NA,NA
14010,7,2,NA,NA
14010,8,2,NA,NA
14010,9,2,NA,NA
14011,1,2,NA,NA
14011,2,2,NA,NA
14011,3,2,NA,NA
14011,4,1,1095,40150
14011,5,2,NA,NA
14011,6,2,NA,NA
14011,7,2,NA,NA
14011,8,2,NA,NA
14011,9,2,NA,NA
14012,1,2,NA,NA
14012,2,2,NA,NA
14012,3,2,NA,NA
14012,4,1,1825,182500
14012,5,2,NA,NA
14012,6,2,NA,NA
14012,7,2,NA,NA
14012,8,2,NA,NA
14012,9,2,NA,NA
14013,1,1,250,NSS
14013,2,2,NA,NA
14013,3,2,NA,NA
14013,4,1,600,NSS
14013,5,1,360,NSS
14013,6,1,200,NSS
14013,7,2,NA,NA
14013,8,2,NA,NA
14013,9,2,NA,NA
14014,1,2,NA,NA
14014,2,2,NA,NA
14014,3,2,NA,NA
14014,4,1,124,21600
14014,5,1,58,696
14014,6,2,NA,NA
14014,7,2,NA,NA
14014,8,2,NA,NA
14014,9,2,NA,NA
14015,1,2,NA,NA
14015,2,2,NA,NA
14015,3,2,NA,NA
14015,4,1,4380,87600
14015,5,1,108,2160
14015,6,2,NA,NA
14015,7,2,NA,NA
14015,8,2,NA,NA
14015,9,2,NA,NA
14016,1,1,NSS,NSS
14016,2,2,NA,NA
14016,3,2,NA,NA
14016,4,1,NSS,NSS
14016,5,2,NA,NA
14016,6,2,NA,NA
14016,7,2,NA,NA
14016,8,2,NA,NA
14016,9,2,NA,NA
14017,1,1,365,120
14017,2,2,NA,NA
14017,3,2,NA,NA
14017,4,1,365,5475
14017,5,1,365,365
14017,6,2,NA,NA
14017,7,2,NA,NA
14017,8,2,NA,NA
14017,9,2,NA,NA
14018,1,1,280,130
14018,2,2,NA,NA
14018,3,2,NA,NA
14018,4,1,150,130
14018,5,1,100,130
14018,6,2,NA,NA
14018,7,2,NA,NA
14018,8,2,NA,NA
14018,9,2,NA,NA
14019,1,2,NA,NA
14019,2,2,NA,NA
14019,3,2,NA,NA
14019,4,1,1440,72000
14019,5,2,NA,NA
14019,6,2,NA,NA
14019,7,2,NA,NA
14019,8,2,NA,NA
14019,9,2,NA,NA
14020,1,2,NA,NA
14020,2,2,NA,NA
14020,3,2,NA,NA
14020,4,1,1095,30000
14020,5,2,NA,NA
14020,6,2,NA,NA
14020,7,2,NA,NA
14020,8,2,NA,NA
14020,9,2,NA,NA
14021,1,1,24,14
14021,2,2,NA,NA
14021,3,2,NA,NA
14021,4,1,2920,21900
14021,5,1,640,12800
14021,6,2,NA,NA
14021,7,2,NA,NA
14021,8,2,NA,NA
14021,9,2,NA,NA
14022,1,2,NA,NA
14022,2,2,NA,NA
14022,3,2,NA,NA
14022,4,1,21900,416100
14022,5,2,NA,NA
14022,6,2,NA,NA
14022,7,2,NA,NA
14022,8,2,NA,NA
14022,9,2,NA,NA
14023,1,1,365,7300
14023,2,2,NA,NA
14023,3,2,NA,NA
14023,4,1,365,65700
14023,5,1,365,54750
14023,6,1,365,14600
14023,7,2,NA,NA
14023,8,2,NA,NA
14023,9,2,NA,NA
14024,1,1,100,200
14024,2,2,NA,NA
14024,3,2,NA,NA
14024,4,1,2550,385000
14024,5,1,2190,180000
14024,6,2,NA,NA
14024,7,2,NA,NA
14024,8,2,NA,NA
14024,9,2,NA,NA
14025,1,1,365,1825
14025,2,2,NA,NA
14025,3,2,NA,NA
14025,4,1,365,3650
14025,5,2,NA,NA
14025,6,2,NA,NA
14025,7,2,NA,NA
14025,8,2,NA,NA
14025,9,2,NA,NA
14026,1,1,208,250
14026,2,2,NA,NA
14026,3,2,NA,NA
14026,4,1,4015,2555
14026,5,2,NA,NA
14026,6,2,NA,NA
14026,7,2,NA,NA
14026,8,2,NA,NA
14026,9,2,NA,NA
14027,1,1,6,1
14027,2,2,NA,NA
14027,3,2,NA,NA
14027,4,1,15,8
14027,5,2,NA,NA
14027,6,2,NA,NA
14027,7,2,NA,NA
14027,8,2,NA,NA
14027,9,2,NA,NA
14028,1,1,50,50
14028,2,2,NA,NA
14028,3,2,NA,NA
14028,4,1,2920,14600
14028,5,2,NA,NA
14028,6,2,NA,NA
14028,7,2,NA,NA
14028,8,2,NA,NA
14028,9,2,NA,NA
14029,1,2,NA,NA
14029,2,2,NA,NA
14029,3,2,NA,NA
14029,4,1,1460,299300
14029,5,1,1095,109500
14029,6,2,NA,NA
14029,7,2,NA,NA
14029,8,2,NA,NA
14029,9,2,NA,NA
14030,1,2,NA,NA
14030,2,2,NA,NA
14030,3,2,NA,NA
14030,4,1,835,12536
14030,5,2,NA,NA
14030,6,2,NA,NA
14030,7,2,NA,NA
14030,8,2,NA,NA
14030,9,2,NA,NA
14031,1,2,NA,NA
14031,2,2,NA,NA
14031,3,2,NA,NA
14031,4,1,365,50
14031,5,2,NA,NA
14031,6,2,NA,NA
14031,7,2,NA,NA
14031,8,2,NA,NA
14031,9,2,NA,NA
14032,1,2,NA,NA
14032,2,2,NA,NA
14032,3,2,NA,NA
14032,4,1,2190,13140
14032,5,1,1095,6570
14032,6,2,NA,NA
14032,7,2,NA,NA
14032,8,2,NA,NA
14032,9,2,NA,NA
14033,1,1,69,2800
14033,2,2,NA,NA
14033,3,2,NA,NA
14033,4,1,365,91250
14033,5,2,NA,NA
14033,6,2,NA,NA
14033,7,2,NA,NA
14033,8,2,NA,NA
14033,9,2,NA,NA
14034,1,2,NA,NA
14034,2,2,NA,NA
14034,3,2,NA,NA
14034,4,1,4015,48915475
14034,5,2,NA,NA
14034,6,2,NA,NA
14034,7,2,NA,NA
14034,8,2,NA,NA
14034,9,2,NA,NA
14035,1,1,300,NSS
14035,2,2,NA,NA
14035,3,2,NA,NA
14035,4,1,365,NSS
14035,5,1,365,NSS
14035,6,2,NA,NA
14035,7,2,NA,NA
14035,8,2,NA,NA
14035,9,2,NA,NA
14036,1,1,NSS,NSS
14036,2,2,NA,NA
14036,3,2,NA,NA
14036,4,1,NSS,NSS
14036,5,1,NSS,NSS
14036,6,2,NA,NA
14036,7,2,NA,NA
14036,8,2,NA,NA
14036,9,2,NA,NA
14037,1,2,NA,NA
14037,2,2,NA,NA
14037,3,2,NA,NA
14037,4,1,7930,102500
14037,5,2,NA,NA
14037,6,2,NA,NA
14037,7,2,NA,NA
14037,8,2,NA,NA
14037,9,2,NA,NA
14038,1,1,40,5000
14038,2,2,NA,NA
14038,3,2,NA,NA
14038,4,1,2721,232620
14038,5,1,20,776
14038,6,2,NA,NA
14038,7,2,NA,NA
14038,8,2,NA,NA
14038,9,2,NA,NA
14039,1,2,NA,NA
14039,2,2,NA,NA
14039,3,2,NA,NA
14039,4,2,NA,NA
14039,5,2,NA,NA
14039,6,2,NA,NA
14039,7,2,NA,NA
14039,8,2,NA,NA
14039,9,2,NA,NA
14040,1,1,65,15
14040,2,2,NA,NA
14040,3,1,373,200
14040,4,2,NA,NA
14040,5,1,30,38
14040,6,2,NA,NA
14040,7,2,NA,NA
14040,8,2,NA,NA
14040,9,2,NA,NA
14041,1,2,NA,NA
14041,2,2,NA,NA
14041,3,2,NA,NA
14041,4,1,5475,49275
14041,5,2,NA,NA
14041,6,2,NA,NA
14041,7,2,NA,NA
14041,8,2,NA,NA
14041,9,2,NA,NA
14042,1,1,6,4
14042,2,2,NA,NA
14042,3,2,NA,NA
14042,4,1,15,150
14042,5,1,15,150
14042,6,2,NA,NA
14042,7,2,NA,NA
14042,8,2,NA,NA
14042,9,9,NSS,NSS
14043,1,1,365,292
14043,2,2,NA,NA
14043,3,2,NA,NA
14043,4,1,365,109500
14043,5,2,NA,NA
14043,6,2,NA,NA
14043,7,2,NA,NA
14043,8,2,NA,NA
14043,9,2,NA,NA
14044,1,9,NSS,NSS
14044,2,2,NA,NA
14044,3,9,NSS,NSS
14044,4,2,NA,NA
14044,5,9,NSS,NSS
14044,6,9,NSS,NSS
14044,7,2,NA,NA
14044,8,2,NA,NA
14044,9,2,NA,NA
14045,1,2,NA,NA
14045,2,2,NA,NA
14045,3,2,NA,NA
14045,4,1,1825,565750
14045,5,1,1095,146000
14045,6,2,NA,NA
14045,7,2,NA,NA
14045,8,2,NA,NA
14045,9,2,NA,NA
14046,1,2,NA,NA
14046,2,2,NA,NA
14046,3,2,NA,NA
14046,4,1,4380,831250
14046,5,2,NA,NA
14046,6,2,NA,NA
14046,7,2,NA,NA
14046,8,2,NA,NA
14046,9,2,NA,NA
14047,1,1,52,2
14047,2,2,NA,NA
14047,3,2,NA,NA
14047,4,1,400,30
14047,5,1,100,15
14047,6,2,NA,NA
14047,7,2,NA,NA
14047,8,2,NA,NA
14047,9,2,NA,NA
14048,1,1,365,2095
14048,2,2,NA,NA
14048,3,2,NA,NA
14048,4,1,365,330000
14048,5,1,300,15000
14048,6,2,NA,NA
14048,7,2,NA,NA
14048,8,2,NA,NA
14048,9,2,NA,NA
14049,1,2,NA,NA
14049,2,2,NA,NA
14049,3,2,NA,NA
14049,4,1,1095,65700
14049,5,2,NA,NA
14049,6,2,NA,NA
14049,7,2,NA,NA
14049,8,2,NA,NA
14049,9,1,1095,4380
14050,1,1,365,1000
14050,2,2,NA,NA
14050,3,2,NA,NA
14050,4,1,365,1000
14050,5,1,365,1000
14050,6,2,NA,NA
14050,7,2,NA,NA
14050,8,2,NA,NA
14050,9,1,365,1000
14051,1,1,30,7110
14051,2,2,NA,NA
14051,3,2,NA,NA
14051,4,1,365,459900
14051,5,1,100,19000
14051,6,2,NA,NA
14051,7,2,NA,NA
14051,8,2,NA,NA
14051,9,2,NA,NA
14052,1,2,NA,NA
14052,2,2,NA,NA
14052,3,2,NA,NA
14052,4,1,150,25000
14052,5,2,NA,NA
14052,6,2,NA,NA
14052,7,2,NA,NA
14052,8,2,NA,NA
14052,9,2,NA,NA
14053,1,1,365,NSS
14053,2,2,NA,NA
14053,3,2,NA,NA
14053,4,1,365,NSS
14053,5,1,365,NSS
14053,6,2,NA,NA
14053,7,2,NA,NA
14053,8,2,NA,NA
14053,9,2,NA,NA
14054,1,1,30,60
14054,2,2,NA,NA
14054,3,2,NA,NA
14054,4,1,1095,197100
14054,5,1,156,312
14054,6,2,NA,NA
14054,7,2,NA,NA
14054,8,2,NA,NA
14054,9,2,NA,NA
14055,1,1,365,1460
14055,2,2,NA,NA
14055,3,2,NA,NA
14055,4,1,365,5475
14055,5,1,365,3650
14055,6,2,NA,NA
14055,7,2,NA,NA
14055,8,2,NA,NA
14055,9,2,NA,NA
14056,1,1,365,178
14056,2,2,NA,NA
14056,3,2,NA,NA
14056,4,2,NA,NA
14056,5,2,NA,NA
14056,6,2,NA,NA
14056,7,2,NA,NA
14056,8,2,NA,NA
14056,9,2,NA,NA
14057,1,1,2555,NSS
14057,2,2,NA,NA
14057,3,2,NA,NA
14057,4,1,4745,NSS
14057,5,2,NA,NA
14057,6,2,NA,NA
14057,7,2,NA,NA
14057,8,2,NA,NA
14057,9,2,NA,NA
14058,1,1,365,730
14058,2,2,NA,NA
14058,3,2,NA,NA
14058,4,1,2100,68859
14058,5,2,NA,NA
14058,6,2,NA,NA
14058,7,2,NA,NA
14058,8,2,NA,NA
14058,9,2,NA,NA
14059,1,2,NA,NA
14059,2,2,NA,NA
14059,3,2,NA,NA
14059,4,1,8942,536520
14059,5,2,NA,NA
14059,6,2,NA,NA
14059,7,2,NA,NA
14059,8,2,NA,NA
14059,9,2,NA,NA
14060,1,2,NA,NA
14060,2,2,NA,NA
14060,3,1,365,9125
14060,4,1,365,9125
14060,5,1,80,5475
14060,6,2,NA,NA
14060,7,2,NA,NA
14060,8,2,NA,NA
14060,9,2,NA,NA
14061,1,2,NA,NA
14061,2,2,NA,NA
14061,3,2,NA,NA
14061,4,1,365,3650
14061,5,2,NA,NA
14061,6,2,NA,NA
14061,7,2,NA,NA
14061,8,2,NA,NA
14061,9,2,NA,NA
14062,1,2,NA,NA
14062,2,2,NA,NA
14062,3,2,NA,NA
14062,4,1,365,21592
14062,5,2,NA,NA
14062,6,2,NA,NA
14062,7,2,NA,NA
14062,8,2,NA,NA
14062,9,2,NA,NA
14063,1,1,4,100
14063,2,2,NA,NA
14063,3,2,NA,NA
14063,4,1,6,1395
14063,5,1,4,2478
14063,6,2,NA,NA
14063,7,2,NA,NA
14063,8,2,NA,NA
14063,9,2,NA,NA
14064,1,2,NA,NA
14064,2,2,NA,NA
14064,3,2,NA,NA
14064,4,1,365,29200
14064,5,1,200,10000
14064,6,2,NA,NA
14064,7,2,NA,NA
14064,8,2,NA,NA
14064,9,2,NA,NA
14065,1,1,20,1
14065,2,2,NA,NA
14065,3,2,NA,NA
14065,4,1,1460,36
14065,5,1,50,2
14065,6,2,NA,NA
14065,7,2,NA,NA
14065,8,2,NA,NA
14065,9,2,NA,NA
14066,1,1,730,20
14066,2,2,NA,NA
14066,3,2,NA,NA
14066,4,1,5475,400
14066,5,1,690,100
14066,6,2,NA,NA
14066,7,2,NA,NA
14066,8,2,NA,NA
14066,9,2,NA,NA
14067,1,1,820,NSS
14067,2,2,NA,NA
14067,3,2,NA,NA
14067,4,1,820,NSS
14067,5,1,820,NSS
14067,6,2,NA,NA
14067,7,2,NA,NA
14067,8,2,NA,NA
14067,9,2,NA,NA
14068,1,2,NA,NA
14068,2,2,NA,NA
14068,3,2,NA,NA
14068,4,1,2232,100000
14068,5,2,NA,NA
14068,6,2,NA,NA
14068,7,2,NA,NA
14068,8,2,NA,NA
14068,9,2,NA,NA
14069,1,1,370,185
14069,2,2,NA,NA
14069,3,2,NA,NA
14069,4,1,356,NSS
14069,5,1,356,17800
14069,6,2,NA,NA
14069,7,2,NA,NA
14069,8,2,NA,NA
14069,9,2,NA,NA
14070,1,2,NA,NA
14070,2,2,NA,NA
14070,3,2,NA,NA
14070,4,1,365,90761
14070,5,1,365,66671
14070,6,2,NA,NA
14070,7,2,NA,NA
14070,8,2,NA,NA
14070,9,2,NA,NA
14071,1,2,NA,NA
14071,2,2,NA,NA
14071,3,2,NA,NA
14071,4,1,2650,7100
14071,5,1,2275,3895
14071,6,2,NA,NA
14071,7,2,NA,NA
14071,8,2,NA,NA
14071,9,2,NA,NA
14072,1,1,50,230
14072,2,2,NA,NA
14072,3,2,NA,NA
14072,4,1,400,500
14072,5,2,NA,NA
14072,6,2,NA,NA
14072,7,2,NA,NA
14072,8,2,NA,NA
14072,9,2,NA,NA
14073,1,9,NSS,NSS
14073,2,2,NA,NA
14073,3,9,NSS,NSS
14073,4,9,NSS,NSS
14073,5,9,NSS,NSS
14073,6,2,NA,NA
14073,7,2,NA,NA
14073,8,2,NA,NA
14073,9,2,NA,NA
14074,1,1,365,12
14074,2,2,NA,NA
14074,3,2,NA,NA
14074,4,1,365,12000
14074,5,1,365,12000
14074,6,1,365,100
14074,7,2,NA,NA
14074,8,2,NA,NA
14074,9,2,NA,NA
14075,1,2,NA,NA
14075,2,2,NA,NA
14075,3,1,NSS,4
14075,4,2,NA,NA
14075,5,2,NA,NA
14075,6,2,NA,NA
14075,7,2,NA,NA
14075,8,2,NA,NA
14075,9,2,NA,NA
14076,1,9,NSS,NSS
14076,2,2,NA,NA
14076,3,2,NA,NA
14076,4,9,NSS,NSS
14076,5,2,NA,NA
14076,6,2,NA,NA
14076,7,2,NA,NA
14076,8,2,NA,NA
14076,9,2,NA,NA
14077,1,2,NA,NA
14077,2,2,NA,NA
14077,3,2,NA,NA
14077,4,1,126000,504000
14077,5,2,NA,NA
14077,6,2,NA,NA
14077,7,2,NA,NA
14077,8,2,NA,NA
14077,9,2,NA,NA
14078,1,1,246,NSS
14078,2,2,NA,NA
14078,3,2,NA,NA
14078,4,1,1198,NSS
14078,5,1,934,NSS
14078,6,2,NA,NA
14078,7,2,NA,NA
14078,8,2,NA,NA
14078,9,2,NA,NA
14079,1,1,12,60
14079,2,2,NA,NA
14079,3,2,NA,NA
14079,4,1,365,135485
14079,5,1,365,25185
14079,6,2,NA,NA
14079,7,2,NA,NA
14079,8,2,NA,NA
14079,9,2,NA,NA
14080,1,2,NA,NA
14080,2,2,NA,NA
14080,3,2,NA,NA
14080,4,1,10,650
14080,5,1,10,400
14080,6,2,NA,NA
14080,7,2,NA,NA
14080,8,2,NA,NA
14080,9,2,NA,NA
14081,1,98,ND,ND
14081,2,98,ND,ND
14081,3,98,ND,ND
14081,4,98,ND,ND
14081,5,98,ND,ND
14081,6,98,ND,ND
14081,7,98,ND,ND
14081,8,98,ND,ND
14081,9,98,ND,ND
14082,1,2,NA,NA
14082,2,2,NA,NA
14082,3,2,NA,NA
14082,4,1,7300,379600
14082,5,2,NA,NA
14082,6,2,NA,NA
14082,7,2,NA,NA
14082,8,2,NA,NA
14082,9,2,NA,NA
14083,1,1,NSS,NSS
14083,2,2,NA,NA
14083,3,2,NA,NA
14083,4,1,NSS,NSS
14083,5,1,NSS,NSS
14083,6,1,NSS,NSS
14083,7,2,NA,NA
14083,8,2,NA,NA
14083,9,2,NA,NA
14084,1,2,NA,NA
14084,2,2,NA,NA
14084,3,2,NA,NA
14084,4,1,258,2512
14084,5,2,NA,NA
14084,6,2,NA,NA
14084,7,2,NA,NA
14084,8,2,NA,NA
14084,9,2,NA,NA
14085,1,2,NA,NA
14085,2,2,NA,NA
14085,3,2,NA,NA
14085,4,1,1095,131400
14085,5,2,NA,NA
14085,6,2,NA,NA
14085,7,2,NA,NA
14085,8,2,NA,NA
14085,9,2,NA,NA
14086,1,2,NA,NA
14086,2,2,NA,NA
14086,3,2,NA,NA
14086,4,1,2000,5000
14086,5,2,NA,NA
14086,6,2,NA,NA
14086,7,2,NA,NA
14086,8,2,NA,NA
14086,9,2,NA,NA
14087,1,2,NA,NA
14087,2,2,NA,NA
14087,3,2,NA,NA
14087,4,1,5475,155000
14087,5,1,2920,10000
14087,6,2,NA,NA
14087,7,2,NA,NA
14087,8,2,NA,NA
14087,9,2,NA,NA
14088,1,1,730,2920
14088,2,2,NA,NA
14088,3,2,NA,NA
14088,4,1,8760,1752000
14088,5,1,365,29200
14088,6,2,NA,NA
14088,7,2,NA,NA
14088,8,2,NA,NA
14088,9,2,NA,NA
14089,1,2,NA,NA
14089,2,2,NA,NA
14089,3,2,NA,NA
14089,4,1,1095,7300
14089,5,2,NA,NA
14089,6,2,NA,NA
14089,7,2,NA,NA
14089,8,2,NA,NA
