ubicageo_f,tipatrul_c,rnsnni1,totalca1,totalca2
20121,9,2,NA,NA
20122,1,1,250,218
20122,2,2,NA,NA
20122,3,2,NA,NA
20122,4,2,NA,NA
20122,5,2,NA,NA
20122,6,2,NA,NA
20122,7,2,NA,NA
20122,8,2,NA,NA
20122,9,2,NA,NA
20123,1,2,NA,NA
20123,2,2,NA,NA
20123,3,2,NA,NA
20123,4,1,365,730
20123,5,2,NA,NA
20123,6,2,NA,NA
20123,7,2,NA,NA
20123,8,2,NA,NA
20123,9,2,NA,NA
20124,1,2,NA,NA
20124,2,2,NA,NA
20124,3,2,NA,NA
20124,4,1,3200,150000
20124,5,2,NA,NA
20124,6,2,NA,NA
20124,7,2,NA,NA
20124,8,2,NA,NA
20124,9,2,NA,NA
20125,1,2,NA,NA
20125,2,2,NA,NA
20125,3,2,NA,NA
20125,4,1,25,250
20125,5,1,25,250
20125,6,2,NA,NA
20125,7,2,NA,NA
20125,8,2,NA,NA
20125,9,2,NA,NA
20126,1,1,730,1460
20126,2,2,NA,NA
20126,3,2,NA,NA
20126,4,1,1460,17520
20126,5,2,NA,NA
20126,6,2,NA,NA
20126,7,2,NA,NA
20126,8,2,NA,NA
20126,9,2,NA,NA
20127,1,2,NA,NA
20127,2,2,NA,NA
20127,3,2,NA,NA
20127,4,1,144,1728
20127,5,2,NA,NA
20127,6,2,NA,NA
20127,7,2,NA,NA
20127,8,2,NA,NA
20127,9,2,NA,NA
20128,1,1,365,365
20128,2,2,NA,NA
20128,3,2,NA,NA
20128,4,2,NA,NA
20128,5,2,NA,NA
20128,6,2,NA,NA
20128,7,2,NA,NA
20128,8,2,NA,NA
20128,9,2,NA,NA
20129,1,2,NA,NA
20129,2,2,NA,NA
20129,3,2,NA,NA
20129,4,1,365,1825
20129,5,2,NA,NA
20129,6,2,NA,NA
20129,7,2,NA,NA
20129,8,2,NA,NA
20129,9,2,NA,NA
20130,1,2,NA,NA
20130,2,2,NA,NA
20130,3,2,NA,NA
20130,4,1,NSS,NSS
20130,5,2,NA,NA
20130,6,2,NA,NA
20130,7,2,NA,NA
20130,8,2,NA,NA
20130,9,2,NA,NA
20131,1,2,NA,NA
20131,2,2,NA,NA
20131,3,2,NA,NA
20131,4,1,325,14600
20131,5,1,730,26280
20131,6,2,NA,NA
20131,7,2,NA,NA
20131,8,2,NA,NA
20131,9,2,NA,NA
20132,1,2,NA,NA
20132,2,2,NA,NA
20132,3,2,NA,NA
20132,4,1,1460,21900
20132,5,1,730,10950
20132,6,2,NA,NA
20132,7,2,NA,NA
20132,8,2,NA,NA
20132,9,2,NA,NA
20133,1,1,2,5
20133,2,2,NA,NA
20133,3,2,NA,NA
20133,4,1,11,66
20133,5,2,NA,NA
20133,6,2,NA,NA
20133,7,2,NA,NA
20133,8,2,NA,NA
20133,9,2,NA,NA
20134,1,1,365,1500
20134,2,2,NA,NA
20134,3,2,NA,NA
20134,4,1,365,87500
20134,5,2,NA,NA
20134,6,2,NA,NA
20134,7,2,NA,NA
20134,8,2,NA,NA
20134,9,2,NA,NA
20135,1,1,125,375
20135,2,2,NA,NA
20135,3,2,NA,NA
20135,4,1,730,4430
20135,5,1,450,2700
20135,6,2,NA,NA
20135,7,2,NA,NA
20135,8,2,NA,NA
20135,9,2,NA,NA
20136,1,1,365,730
20136,2,2,NA,NA
20136,3,2,NA,NA
20136,4,1,144,1400
20136,5,2,NA,NA
20136,6,2,NA,NA
20136,7,2,NA,NA
20136,8,2,NA,NA
20136,9,2,NA,NA
20137,1,2,NA,NA
20137,2,2,NA,NA
20137,3,2,NA,NA
20137,4,1,365,1825
20137,5,2,NA,NA
20137,6,2,NA,NA
20137,7,2,NA,NA
20137,8,2,NA,NA
20137,9,2,NA,NA
20138,1,1,365,NSS
20138,2,2,NA,NA
20138,3,2,NA,NA
20138,4,2,NA,NA
20138,5,2,NA,NA
20138,6,2,NA,NA
20138,7,2,NA,NA
20138,8,2,NA,NA
20138,9,2,NA,NA
20139,1,1,50,250
20139,2,2,NA,NA
20139,3,2,NA,NA
20139,4,2,NA,NA
20139,5,2,NA,NA
20139,6,2,NA,NA
20139,7,2,NA,NA
20139,8,2,NA,NA
20139,9,2,NA,NA
20140,1,2,NA,NA
20140,2,2,NA,NA
20140,3,2,NA,NA
20140,4,1,60,270
20140,5,2,NA,NA
20140,6,2,NA,NA
20140,7,2,NA,NA
20140,8,2,NA,NA
20140,9,2,NA,NA
20141,1,2,NA,NA
20141,2,2,NA,NA
20141,3,2,NA,NA
20141,4,1,280,280
20141,5,2,NA,NA
20141,6,2,NA,NA
20141,7,2,NA,NA
20141,8,2,NA,NA
20141,9,2,NA,NA
20142,1,2,NA,NA
20142,2,2,NA,NA
20142,3,2,NA,NA
20142,4,1,5,30
20142,5,2,NA,NA
20142,6,2,NA,NA
20142,7,2,NA,NA
20142,8,2,NA,NA
20142,9,2,NA,NA
20143,1,2,NA,NA
20143,2,2,NA,NA
20143,3,2,NA,NA
20143,4,2,NA,NA
20143,5,2,NA,NA
20143,6,2,NA,NA
20143,7,2,NA,NA
20143,8,2,NA,NA
20143,9,2,NA,NA
20144,1,2,NA,NA
20144,2,2,NA,NA
20144,3,2,NA,NA
20144,4,1,156,1404
20144,5,2,NA,NA
20144,6,2,NA,NA
20144,7,2,NA,NA
20144,8,2,NA,NA
20144,9,2,NA,NA
20145,1,1,1095,4380
20145,2,2,NA,NA
20145,3,2,NA,NA
20145,4,1,2555,574875
20145,5,1,1825,12775
20145,6,1,1095,4380
20145,7,2,NA,NA
20145,8,2,NA,NA
20145,9,2,NA,NA
20146,1,2,NA,NA
20146,2,2,NA,NA
20146,3,2,NA,NA
20146,4,1,100,18
20146,5,2,NA,NA
20146,6,2,NA,NA
20146,7,2,NA,NA
20146,8,2,NA,NA
20146,9,2,NA,NA
20147,1,1,48,144000
20147,2,2,NA,NA
20147,3,2,NA,NA
20147,4,2,NA,NA
20147,5,2,NA,NA
20147,6,2,NA,NA
20147,7,2,NA,NA
20147,8,2,NA,NA
20147,9,2,NA,NA
20148,1,2,NA,NA
20148,2,2,NA,NA
20148,3,2,NA,NA
20148,4,1,40,450
20148,5,2,NA,NA
20148,6,2,NA,NA
20148,7,2,NA,NA
20148,8,2,NA,NA
20148,9,2,NA,NA
20149,1,1,24,72
20149,2,2,NA,NA
20149,3,2,NA,NA
20149,4,1,50,250
20149,5,2,NA,NA
20149,6,2,NA,NA
20149,7,2,NA,NA
20149,8,2,NA,NA
20149,9,2,NA,NA
20150,1,2,NA,NA
20150,2,2,NA,NA
20150,3,2,NA,NA
20150,4,1,365,3285
20150,5,2,NA,NA
20150,6,2,NA,NA
20150,7,2,NA,NA
20150,8,2,NA,NA
20150,9,2,NA,NA
20151,1,2,NA,NA
20151,2,2,NA,NA
20151,3,2,NA,NA
20151,4,2,NA,NA
20151,5,2,NA,NA
20151,6,2,NA,NA
20151,7,2,NA,NA
20151,8,2,NA,NA
20151,9,2,NA,NA
20152,1,2,NA,NA
20152,2,2,NA,NA
20152,3,2,NA,NA
20152,4,1,96,30
20152,5,2,NA,NA
20152,6,2,NA,NA
20152,7,2,NA,NA
20152,8,2,NA,NA
20152,9,2,NA,NA
20153,1,2,NA,NA
20153,2,2,NA,NA
20153,3,2,NA,NA
20153,4,1,NSS,NSS
20153,5,2,NA,NA
20153,6,2,NA,NA
20153,7,2,NA,NA
20153,8,2,NA,NA
20153,9,2,NA,NA
20154,1,1,250,250
20154,2,2,NA,NA
20154,3,2,NA,NA
20154,4,1,250,750
20154,5,2,NA,NA
20154,6,2,NA,NA
20154,7,2,NA,NA
20154,8,2,NA,NA
20154,9,2,NA,NA
20155,1,2,NA,NA
20155,2,2,NA,NA
20155,3,2,NA,NA
20155,4,1,12,120
20155,5,2,NA,NA
20155,6,2,NA,NA
20155,7,2,NA,NA
20155,8,2,NA,NA
20155,9,2,NA,NA
20156,1,1,365,1095
20156,2,2,NA,NA
20156,3,2,NA,NA
20156,4,2,NA,NA
20156,5,2,NA,NA
20156,6,2,NA,NA
20156,7,2,NA,NA
20156,8,2,NA,NA
20156,9,2,NA,NA
20157,1,2,NA,NA
20157,2,2,NA,NA
20157,3,1,30,NSS
20157,4,1,250,NSS
20157,5,1,320,NSS
20157,6,2,NA,NA
20157,7,2,NA,NA
20157,8,2,NA,NA
20157,9,2,NA,NA
20158,1,1,12,48
20158,2,2,NA,NA
20158,3,1,365,4380
20158,4,2,NA,NA
20158,5,2,NA,NA
20158,6,2,NA,NA
20158,7,2,NA,NA
20158,8,2,NA,NA
20158,9,2,NA,NA
20159,1,2,NA,NA
20159,2,2,NA,NA
20159,3,2,NA,NA
20159,4,1,365,730
20159,5,2,NA,NA
20159,6,2,NA,NA
20159,7,2,NA,NA
20159,8,2,NA,NA
20159,9,2,NA,NA
20160,1,1,96,3840
20160,2,2,NA,NA
20160,3,2,NA,NA
20160,4,1,365,21900
20160,5,2,NA,NA
20160,6,2,NA,NA
20160,7,2,NA,NA
20160,8,2,NA,NA
20160,9,2,NA,NA
20161,1,2,NA,NA
20161,2,2,NA,NA
20161,3,2,NA,NA
20161,4,1,48,2880
20161,5,2,NA,NA
20161,6,2,NA,NA
20161,7,2,NA,NA
20161,8,2,NA,NA
20161,9,2,NA,NA
20162,1,1,48,48
20162,2,2,NA,NA
20162,3,2,NA,NA
20162,4,2,NA,NA
20162,5,2,NA,NA
20162,6,2,NA,NA
20162,7,2,NA,NA
20162,8,2,NA,NA
20162,9,2,NA,NA
20163,1,2,NA,NA
20163,2,2,NA,NA
20163,3,2,NA,NA
20163,4,2,NA,NA
20163,5,2,NA,NA
20163,6,2,NA,NA
20163,7,2,NA,NA
20163,8,2,NA,NA
20163,9,2,NA,NA
20164,1,1,368,1840
20164,2,2,NA,NA
20164,3,2,NA,NA
20164,4,1,758,9096
20164,5,2,NA,NA
20164,6,2,NA,NA
20164,7,2,NA,NA
20164,8,2,NA,NA
20164,9,2,NA,NA
20165,1,2,NA,NA
20165,2,2,NA,NA
20165,3,2,NA,NA
20165,4,1,2000,8400
20165,5,2,NA,NA
20165,6,2,NA,NA
20165,7,2,NA,NA
20165,8,2,NA,NA
20165,9,2,NA,NA
20166,1,2,NA,NA
20166,2,2,NA,NA
20166,3,2,NA,NA
20166,4,1,720,1200
20166,5,2,NA,NA
20166,6,2,NA,NA
20166,7,2,NA,NA
20166,8,2,NA,NA
20166,9,2,NA,NA
20167,1,2,NA,NA
20167,2,2,NA,NA
20167,3,2,NA,NA
20167,4,1,10,8
20167,5,2,NA,NA
20167,6,2,NA,NA
20167,7,2,NA,NA
20167,8,2,NA,NA
20167,9,2,NA,NA
20168,1,2,NA,NA
20168,2,2,NA,NA
20168,3,2,NA,NA
20168,4,1,285,1480
20168,5,2,NA,NA
20168,6,2,NA,NA
20168,7,2,NA,NA
20168,8,2,NA,NA
20168,9,2,NA,NA
20169,1,1,50,120
20169,2,2,NA,NA
20169,3,2,NA,NA
20169,4,2,NA,NA
20169,5,2,NA,NA
20169,6,2,NA,NA
20169,7,2,NA,NA
20169,8,2,NA,NA
20169,9,1,120,400
20170,1,2,NA,NA
20170,2,2,NA,NA
20170,3,2,NA,NA
20170,4,1,365,1825
20170,5,2,NA,NA
20170,6,2,NA,NA
20170,7,2,NA,NA
20170,8,2,NA,NA
20170,9,2,NA,NA
20171,1,1,300,850
20171,2,2,NA,NA
20171,3,2,NA,NA
20171,4,1,900,18250
20171,5,1,365,10000
20171,6,2,NA,NA
20171,7,2,NA,NA
20171,8,2,NA,NA
20171,9,2,NA,NA
20172,1,2,NA,NA
20172,2,2,NA,NA
20172,3,2,NA,NA
20172,4,1,150,2250
20172,5,2,NA,NA
20172,6,2,NA,NA
20172,7,2,NA,NA
20172,8,2,NA,NA
20172,9,2,NA,NA
20173,1,1,36,108
20173,2,2,NA,NA
20173,3,2,NA,NA
20173,4,1,12,72
20173,5,2,NA,NA
20173,6,2,NA,NA
20173,7,2,NA,NA
20173,8,2,NA,NA
20173,9,2,NA,NA
20174,1,2,NA,NA
20174,2,2,NA,NA
20174,3,2,NA,NA
20174,4,1,1460,405
20174,5,1,1460,405
20174,6,2,NA,NA
20174,7,2,NA,NA
20174,8,2,NA,NA
20174,9,2,NA,NA
20175,1,1,16,80
20175,2,2,NA,NA
20175,3,2,NA,NA
20175,4,1,192,1152
20175,5,2,NA,NA
20175,6,2,NA,NA
20175,7,2,NA,NA
20175,8,2,NA,NA
20175,9,2,NA,NA
20176,1,2,NA,NA
20176,2,2,NA,NA
20176,3,2,NA,NA
20176,4,1,365,7300
20176,5,2,NA,NA
20176,6,2,NA,NA
20176,7,2,NA,NA
20176,8,2,NA,NA
20176,9,2,NA,NA
20177,1,2,NA,NA
20177,2,2,NA,NA
20177,3,2,NA,NA
20177,4,1,1460,20440
20177,5,2,NA,NA
20177,6,2,NA,NA
20177,7,2,NA,NA
20177,8,2,NA,NA
20177,9,2,NA,NA
20178,1,2,NA,NA
20178,2,2,NA,NA
20178,3,2,NA,NA
20178,4,2,NA,NA
20178,5,2,NA,NA
20178,6,2,NA,NA
20178,7,2,NA,NA
20178,8,2,NA,NA
20178,9,2,NA,NA
20179,1,1,12,3
20179,2,2,NA,NA
20179,3,2,NA,NA
20179,4,1,340,2040
20179,5,2,NA,NA
20179,6,2,NA,NA
20179,7,2,NA,NA
20179,8,2,NA,NA
20179,9,2,NA,NA
20180,1,1,80,259
20180,2,2,NA,NA
20180,3,1,390,8943
20180,4,2,NA,NA
20180,5,2,NA,NA
20180,6,2,NA,NA
20180,7,2,NA,NA
20180,8,2,NA,NA
20180,9,2,NA,NA
20181,1,1,300,150
20181,2,2,NA,NA
20181,3,2,NA,NA
20181,4,2,NA,NA
20181,5,1,365,800
20181,6,2,NA,NA
20181,7,2,NA,NA
20181,8,2,NA,NA
20181,9,2,NA,NA
20182,1,1,144,288
20182,2,2,NA,NA
20182,3,2,NA,NA
20182,4,1,144,576
20182,5,2,NA,NA
20182,6,2,NA,NA
20182,7,2,NA,NA
20182,8,2,NA,NA
20182,9,2,NA,NA
20183,1,2,NA,NA
20183,2,2,NA,NA
20183,3,1,130,150
20183,4,2,NA,NA
20183,5,2,NA,NA
20183,6,2,NA,NA
20183,7,2,NA,NA
20183,8,2,NA,NA
20183,9,2,NA,NA
20184,1,1,365,2
20184,2,2,NA,NA
20184,3,2,NA,NA
20184,4,1,365,150
20184,5,1,365,150
20184,6,2,NA,NA
20184,7,2,NA,NA
20184,8,2,NA,NA
20184,9,2,NA,NA
20185,1,1,180,200
20185,2,2,NA,NA
20185,3,1,500,8000
20185,4,2,NA,NA
20185,5,1,700,12000
20185,6,2,NA,NA
20185,7,2,NA,NA
20185,8,2,NA,NA
20185,9,2,NA,NA
20186,1,1,730,4380
20186,2,2,NA,NA
20186,3,2,NA,NA
20186,4,1,730,1430
20186,5,2,NA,NA
20186,6,2,NA,NA
20186,7,2,NA,NA
20186,8,2,NA,NA
20186,9,2,NA,NA
20187,1,1,365,730
20187,2,2,NA,NA
20187,3,2,NA,NA
20187,4,2,NA,NA
20187,5,2,NA,NA
20187,6,2,NA,NA
20187,7,2,NA,NA
20187,8,2,NA,NA
20187,9,2,NA,NA
20188,1,1,200,430
20188,2,2,NA,NA
20188,3,1,6300,15000
20188,4,2,NA,NA
20188,5,2,NA,NA
20188,6,2,NA,NA
20188,7,2,NA,NA
20188,8,2,NA,NA
20188,9,2,NA,NA
20189,1,1,365,730
20189,2,2,NA,NA
20189,3,2,NA,NA
20189,4,2,NA,NA
20189,5,2,NA,NA
20189,6,2,NA,NA
20189,7,2,NA,NA
20189,8,2,NA,NA
20189,9,2,NA,NA
20190,1,1,365,NSS
20190,2,2,NA,NA
20190,3,2,NA,NA
20190,4,2,NA,NA
20190,5,2,NA,NA
20190,6,2,NA,NA
20190,7,2,NA,NA
20190,8,2,NA,NA
20190,9,2,NA,NA
20191,1,1,48,96
20191,2,2,NA,NA
20191,3,2,NA,NA
20191,4,1,48,576
20191,5,2,NA,NA
20191,6,2,NA,NA
20191,7,2,NA,NA
20191,8,2,NA,NA
20191,9,2,NA,NA
20192,1,2,NA,NA
20192,2,2,NA,NA
20192,3,2,NA,NA
20192,4,1,730,14600
20192,5,2,NA,NA
20192,6,2,NA,NA
20192,7,2,NA,NA
20192,8,2,NA,NA
20192,9,2,NA,NA
20193,1,2,NA,NA
20193,2,2,NA,NA
20193,3,2,NA,NA
20193,4,1,365,3650
20193,5,2,NA,NA
20193,6,2,NA,NA
20193,7,2,NA,NA
20193,8,2,NA,NA
20193,9,2,NA,NA
20194,1,1,365,365
20194,2,2,NA,NA
20194,3,2,NA,NA
20194,4,1,365,730
20194,5,2,NA,NA
20194,6,2,NA,NA
20194,7,2,NA,NA
20194,8,2,NA,NA
20194,9,2,NA,NA
20195,1,1,365,730000
20195,2,2,NA,NA
20195,3,2,NA,NA
20195,4,1,365,4745000
20195,5,2,NA,NA
20195,6,2,NA,NA
20195,7,2,NA,NA
20195,8,2,NA,NA
20195,9,2,NA,NA
20196,1,1,24,72
20196,2,2,NA,NA
20196,3,2,NA,NA
20196,4,1,12,108
20196,5,2,NA,NA
20196,6,2,NA,NA
20196,7,2,NA,NA
20196,8,2,NA,NA
20196,9,2,NA,NA
20197,1,2,NA,NA
20197,2,2,NA,NA
20197,3,2,NA,NA
20197,4,1,1095,3285
20197,5,1,1460,2920
20197,6,2,NA,NA
20197,7,2,NA,NA
20197,8,2,NA,NA
20197,9,2,NA,NA
20198,1,2,NA,NA
20198,2,2,NA,NA
20198,3,2,NA,NA
20198,4,1,60,12600
20198,5,1,350,8000
20198,6,2,NA,NA
20198,7,2,NA,NA
20198,8,2,NA,NA
20198,9,2,NA,NA
20199,1,1,144,288
20199,2,2,NA,NA
20199,3,1,27,450
20199,4,2,NA,NA
20199,5,2,NA,NA
20199,6,2,NA,NA
20199,7,2,NA,NA
20199,8,2,NA,NA
20199,9,2,NA,NA
20200,1,1,365,365
20200,2,2,NA,NA
20200,3,2,NA,NA
20200,4,1,365,1095
20200,5,2,NA,NA
20200,6,2,NA,NA
20200,7,2,NA,NA
20200,8,2,NA,NA
20200,9,2,NA,NA
20201,1,1,200,400
20201,2,2,NA,NA
20201,3,2,NA,NA
20201,4,2,NA,NA
20201,5,2,NA,NA
20201,6,2,NA,NA
20201,7,2,NA,NA
20201,8,2,NA,NA
20201,9,2,NA,NA
20202,1,2,NA,NA
20202,2,2,NA,NA
20202,3,2,NA,NA
20202,4,1,NSS,NSS
20202,5,2,NA,NA
20202,6,2,NA,NA
20202,7,2,NA,NA
20202,8,2,NA,NA
20202,9,2,NA,NA
20203,1,2,NA,NA
20203,2,2,NA,NA
20203,3,2,NA,NA
20203,4,2,NA,NA
20203,5,2,NA,NA
20203,6,2,NA,NA
20203,7,2,NA,NA
20203,8,2,NA,NA
20203,9,2,NA,NA
20204,1,1,5,50
20204,2,2,NA,NA
20204,3,2,NA,NA
20204,4,2,NA,NA
20204,5,2,NA,NA
20204,6,2,NA,NA
20204,7,2,NA,NA
20204,8,2,NA,NA
20204,9,2,NA,NA
20205,1,0,NA,NA
20205,2,0,NA,NA
20205,3,0,NA,NA
20205,4,0,NA,NA
20205,5,0,NA,NA
20205,6,0,NA,NA
20205,7,0,NA,NA
20205,8,0,NA,NA
20205,9,0,NA,NA
20206,1,2,NA,NA
20206,2,2,NA,NA
20206,3,2,NA,NA
20206,4,1,360,1800
20206,5,2,NA,NA
20206,6,2,NA,NA
20206,7,2,NA,NA
20206,8,2,NA,NA
20206,9,2,NA,NA
20207,1,0,NA,NA
20207,2,0,NA,NA
20207,3,0,NA,NA
20207,4,0,NA,NA
20207,5,0,NA,NA
20207,6,0,NA,NA
20207,7,0,NA,NA
20207,8,0,NA,NA
20207,9,0,NA,NA
20208,1,2,NA,NA
20208,2,2,NA,NA
20208,3,2,NA,NA
20208,4,1,730,7300
20208,5,2,NA,NA
20208,6,2,NA,NA
20208,7,2,NA,NA
20208,8,2,NA,NA
20208,9,2,NA,NA
20209,1,1,52,300
20209,2,2,NA,NA
20209,3,2,NA,NA
20209,4,2,NA,NA
20209,5,2,NA,NA
20209,6,2,NA,NA
20209,7,2,NA,NA
20209,8,2,NA,NA
20209,9,2,NA,NA
20210,1,1,365,1825
20210,2,2,NA,NA
20210,3,2,NA,NA
20210,4,1,365,10950
20210,5,2,NA,NA
20210,6,2,NA,NA
20210,7,2,NA,NA
20210,8,2,NA,NA
20210,9,2,NA,NA
20211,1,2,NA,NA
20211,2,2,NA,NA
20211,3,2,NA,NA
20211,4,1,48,580
20211,5,2,NA,NA
20211,6,2,NA,NA
20211,7,2,NA,NA
20211,8,2,NA,NA
20211,9,2,NA,NA
20212,1,1,365,365
20212,2,2,NA,NA
20212,3,2,NA,NA
20212,4,2,NA,NA
20212,5,2,NA,NA
20212,6,2,NA,NA
20212,7,2,NA,NA
20212,8,2,NA,NA
20212,9,2,NA,NA
20213,1,2,NA,NA
20213,2,2,NA,NA
20213,3,2,NA,NA
20213,4,1,720,6480
20213,5,2,NA,NA
20213,6,2,NA,NA
20213,7,2,NA,NA
20213,8,2,NA,NA
20213,9,2,NA,NA
20214,1,1,12,24
20214,2,2,NA,NA
20214,3,2,NA,NA
20214,4,1,24,120
20214,5,2,NA,NA
20214,6,2,NA,NA
20214,7,2,NA,NA
20214,8,2,NA,NA
20214,9,2,NA,NA
20215,1,2,NA,NA
20215,2,2,NA,NA
20215,3,2,NA,NA
20215,4,1,365,3650
20215,5,2,NA,NA
20215,6,2,NA,NA
20215,7,2,NA,NA
20215,8,2,NA,NA
20215,9,2,NA,NA
20216,1,1,365,365
20216,2,2,NA,NA
20216,3,2,NA,NA
20216,4,2,NA,NA
20216,5,2,NA,NA
20216,6,2,NA,NA
20216,7,2,NA,NA
20216,8,2,NA,NA
20216,9,2,NA,NA
20217,1,2,NA,NA
20217,2,2,NA,NA
20217,3,2,NA,NA
20217,4,1,104,23000
20217,5,2,NA,NA
20217,6,2,NA,NA
20217,7,2,NA,NA
20217,8,2,NA,NA
20217,9,2,NA,NA
20218,1,1,24,50
20218,2,2,NA,NA
20218,3,2,NA,NA
20218,4,2,NA,NA
20218,5,2,NA,NA
20218,6,2,NA,NA
20218,7,2,NA,NA
20218,8,2,NA,NA
20218,9,2,NA,NA
20219,1,2,NA,NA
20219,2,2,NA,NA
20219,3,2,NA,NA
20219,4,1,1095,3285
20219,5,2,NA,NA
20219,6,2,NA,NA
20219,7,2,NA,NA
20219,8,2,NA,NA
20219,9,2,NA,NA
20220,1,2,NA,NA
20220,2,2,NA,NA
20220,3,2,NA,NA
20220,4,1,144,288
20220,5,2,NA,NA
20220,6,2,NA,NA
20220,7,2,NA,NA
20220,8,2,NA,NA
20220,9,2,NA,NA
20221,1,2,NA,NA
20221,2,2,NA,NA
20221,3,2,NA,NA
20221,4,2,NA,NA
20221,5,2,NA,NA
20221,6,2,NA,NA
20221,7,2,NA,NA
20221,8,2,NA,NA
20221,9,2,NA,NA
20222,1,1,200,400
20222,2,2,NA,NA
20222,3,2,NA,NA
20222,4,2,NA,NA
20222,5,2,NA,NA
20222,6,2,NA,NA
20222,7,2,NA,NA
20222,8,2,NA,NA
20222,9,2,NA,NA
20223,1,1,365,365
20223,2,2,NA,NA
20223,3,2,NA,NA
20223,4,2,NA,NA
20223,5,2,NA,NA
20223,6,2,NA,NA
20223,7,2,NA,NA
20223,8,2,NA,NA
20223,9,2,NA,NA
20224,1,2,NA,NA
20224,2,2,NA,NA
20224,3,2,NA,NA
20224,4,2,NA,NA
20224,5,2,NA,NA
20224,6,2,NA,NA
20224,7,2,NA,NA
20224,8,2,NA,NA
20224,9,2,NA,NA
20225,1,2,NA,NA
20225,2,2,NA,NA
20225,3,2,NA,NA
20225,4,1,120,1634
20225,5,2,NA,NA
20225,6,2,NA,NA
20225,7,2,NA,NA
20225,8,2,NA,NA
20225,9,2,NA,NA
20226,1,1,365,1095
20226,2,2,NA,NA
20226,3,2,NA,NA
20226,4,1,730,2190
20226,5,2,NA,NA
20226,6,2,NA,NA
20226,7,2,NA,NA
20226,8,2,NA,NA
20226,9,2,NA,NA
20227,1,2,NA,NA
20227,2,2,NA,NA
20227,3,2,NA,NA
20227,4,1,1460,4380
20227,5,1,730,2000
20227,6,2,NA,NA
20227,7,2,NA,NA
20227,8,2,NA,NA
20227,9,2,NA,NA
20228,1,2,NA,NA
20228,2,2,NA,NA
20228,3,2,NA,NA
20228,4,2,NA,NA
20228,5,2,NA,NA
20228,6,2,NA,NA
20228,7,2,NA,NA
20228,8,2,NA,NA
20228,9,2,NA,NA
20229,1,2,NA,NA
20229,2,2,NA,NA
20229,3,2,NA,NA
20229,4,1,324,5832
20229,5,1,324,5832
20229,6,2,NA,NA
20229,7,2,NA,NA
20229,8,2,NA,NA
20229,9,2,NA,NA
20230,1,1,336,1008
20230,2,2,NA,NA
20230,3,2,NA,NA
20230,4,2,NA,NA
20230,5,2,NA,NA
20230,6,2,NA,NA
20230,7,2,NA,NA
20230,8,2,NA,NA
20230,9,2,NA,NA
20231,1,1,365,700
20231,2,2,NA,NA
20231,3,2,NA,NA
20231,4,2,NA,NA
20231,5,2,NA,NA
20231,6,2,NA,NA
20231,7,2,NA,NA
20231,8,2,NA,NA
20231,9,2,NA,NA
20232,1,2,NA,NA
20232,2,2,NA,NA
20232,3,2,NA,NA
20232,4,1,144,6480
20232,5,1,144,4320
20232,6,2,NA,NA
20232,7,2,NA,NA
20232,8,2,NA,NA
20232,9,2,NA,NA
20233,1,2,NA,NA
20233,2,2,NA,NA
20233,3,1,730,1460
20233,4,2,NA,NA
20233,5,2,NA,NA
20233,6,2,NA,NA
20233,7,2,NA,NA
20233,8,2,NA,NA
20233,9,2,NA,NA
20234,1,2,NA,NA
20234,2,2,NA,NA
20234,3,2,NA,NA
20234,4,1,264,15
20234,5,2,NA,NA
20234,6,2,NA,NA
20234,7,2,NA,NA
20234,8,2,NA,NA
20234,9,2,NA,NA
20235,1,2,NA,NA
20235,2,2,NA,NA
20235,3,2,NA,NA
20235,4,1,140,7280
20235,5,2,NA,NA
20235,6,2,NA,NA
20235,7,2,NA,NA
20235,8,2,NA,NA
20235,9,2,NA,NA
20236,1,2,NA,NA
20236,2,2,NA,NA
20236,3,2,NA,NA
20236,4,1,48,528
20236,5,2,NA,NA
20236,6,2,NA,NA
20236,7,2,NA,NA
20236,8,2,NA,NA
20236,9,2,NA,NA
20237,1,1,96,3840
20237,2,2,NA,NA
20237,3,2,NA,NA
20237,4,1,365,21900
20237,5,2,NA,NA
20237,6,2,NA,NA
20237,7,2,NA,NA
20237,8,2,NA,NA
20237,9,2,NA,NA
20238,1,1,365,2920
20238,2,2,NA,NA
20238,3,2,NA,NA
20238,4,2,NA,NA
20238,5,1,365,2920
20238,6,2,NA,NA
20238,7,2,NA,NA
20238,8,2,NA,NA
20238,9,2,NA,NA
20239,1,1,365,500
20239,2,2,NA,NA
20239,3,2,NA,NA
20239,4,1,365,5110
20239,5,1,250,2000
20239,6,2,NA,NA
20239,7,2,NA,NA
20239,8,2,NA,NA
20239,9,2,NA,NA
20240,1,9,NSS,NSS
20240,2,2,NA,NA
20240,3,2,NA,NA
20240,4,2,NA,NA
20240,5,2,NA,NA
20240,6,2,NA,NA
20240,7,2,NA,NA
20240,8,2,NA,NA
20240,9,2,NA,NA
20241,1,2,NA,NA
20241,2,2,NA,NA
20241,3,2,NA,NA
20241,4,1,104,728
20241,5,2,NA,NA
20241,6,2,NA,NA
20241,7,2,NA,NA
20241,8,2,NA,NA
20241,9,2,NA,NA
20242,1,0,NA,NA
20242,2,0,NA,NA
20242,3,0,NA,NA
20242,4,0,NA,NA
20242,5,0,NA,NA
20242,6,0,NA,NA
20242,7,0,NA,NA
20242,8,0,NA,NA
