ubicageo_f,regiadmi_g,rnspni1,anios_a,periactu_b,siregadm_b,ticapa1,ticapa2,ticapa3,ticapa4,ticapa5,raauto1,raauto2,raauto3,raauto4,raauto5,raauto6,raauto7,raauto8,raauto9,raauto10,raauto11,raauto12,raauto13
13041,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13042,3,1,2012,8,1,1,1,1,,,,,,,1,,,,,,,,
13043,3,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
13044,3,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
13045,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13046,3,1,2022,5,4,1,1,,,,,1,,,,,,,,,,,
13047,3,1,2022,4,2,1,1,1,1,,1,,,,1,,,,,,,,
13048,3,1,2009,4,4,1,,1,,,,,1,,,,,,,,,,
13049,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13050,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13051,3,1,2020,1,3,1,1,1,,,,,,,1,,,,,,,,
13052,3,1,2020,99,1,1,1,1,1,,,,,1,,,,,,,,,
13053,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13054,3,1,2020,2,1,1,1,1,,,,,,,1,,,,,,,,
13055,3,1,2020,5,4,1,1,1,,,1,,,,,,,,,,,,
13056,3,1,2020,5,4,1,1,1,1,,,,1,,,,,,,,,,
13057,3,1,2017,5,1,1,1,1,1,,,,1,1,,,,,,,,,
13058,3,1,NSS,7,1,,,1,,,,,,,1,,,,,,,,
13059,3,1,2012,5,4,1,1,1,1,,,,,,1,,,,,,,,
13060,3,1,2021,5,5,1,1,1,,,,,,,1,,,,,,,,
13061,3,1,2016,2,1,1,1,1,,,,,,,1,,,,,,,,
13062,3,1,2022,1,3,1,1,1,,,,,,,1,,,,,,,,
13063,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13064,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13065,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13066,3,1,2022,4,3,,,,1,,,,,,,,,,,,,1,
13067,3,1,2021,5,5,1,1,1,1,,,,,,,,1,,,,,,
13068,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13069,3,1,2022,7,4,1,1,1,,,1,,,,1,,,,,,,,
13070,3,1,2021,5,3,1,1,1,,,1,,,,,,,,,,,,
13071,3,1,2021,1,2,1,1,1,,,,,,,1,,,,,,,,
13072,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13073,3,1,2022,10,5,,1,,,,,,1,,,,,,,,,,
13074,3,1,2020,5,3,1,1,1,,,,,,,1,,,,,,,,
13075,3,1,2021,10,3,1,1,1,,,,,,,,,,,,,,1,
13076,3,1,2021,9,2,1,1,1,,,,,,,,,,,,,1,,
13077,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13078,3,1,2021,1,4,1,1,1,,,,,1,,,,,,,,,,
13079,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13080,3,1,2022,1,4,1,1,1,1,,,,1,,1,,,,,,,,
13081,3,1,2020,10,1,1,,,,,1,,,,,,,,,,,,
13082,3,1,2021,5,4,1,1,1,,,,,,,1,,,,,,,,
13083,3,1,2020,5,3,1,,,,,,,,,,1,,,,,,,
13084,3,1,2021,5,3,1,1,1,,,1,,,,1,,,,,,,,
14001,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14002,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14003,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14004,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14005,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14006,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14007,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14008,3,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14009,3,1,2000,5,1,1,1,1,1,,,,,,,,,,,,,1,
14010,3,1,2021,5,1,1,1,1,,,,,,,,,,,,1,,,
14011,3,1,2021,1,9,1,,,,,,,1,,,,,,,,,,
14012,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14013,3,1,2019,1,2,,,1,,,,,,,,,,,,,,1,
14014,3,1,2022,5,1,1,1,1,,,,,,,,,,,,,1,,
14015,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14016,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14017,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14018,3,1,2002,1,2,1,1,1,1,,,,1,1,,,,,,,,,
14019,3,1,2022,10,1,1,,1,,,,,,,1,,,,,,,,
14020,3,1,2022,2,1,1,1,1,1,,,,,,1,,,,,,,,
14021,3,1,2021,5,3,1,,1,,,1,,,,,,,1,,,,,
14022,3,1,2015,11,1,,,1,,,,,,,,,,,,,1,,
14023,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14024,3,1,2022,9,9,,,,,1,,,,,1,,,,,,,,
14025,3,1,2017,10,1,1,1,1,,,,,1,,,,,,,,,,
14026,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14027,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14028,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14029,3,1,2021,5,1,1,1,1,1,,,,,,,,,,,,,1,
14030,3,1,2021,11,1,,,,1,,,,,,,,,,,,,1,
14031,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14032,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14033,3,1,2018,9,1,1,1,1,1,,,,,,,1,,,,,,,
14034,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14035,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14036,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14037,3,1,2022,1,3,1,1,1,,,,,,,,,,,,,,1,
14038,3,1,2015,2,4,,,,1,,,,,,1,,,,,,,,
14039,3,1,2022,12,5,1,1,1,1,,,,,,,,,,,,,1,
14040,3,1,2021,5,2,1,1,1,,,,1,,,,,,,,,,,
14041,3,1,2018,99,9,1,1,1,1,,,,,,1,,,,,,,,
14042,3,1,2020,1,1,1,,,,,,,,,1,,,,,,,,
14043,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14044,3,1,2021,10,1,,1,,,,,,,,,,,,,,,1,
14045,3,1,2016,5,4,,,1,,,1,,1,,,,,,,,,,
14046,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14047,3,1,2016,1,2,1,,,1,,1,,,,,,,,,,,,
14048,3,1,2019,7,1,1,,,,,,,,,,,,,,,,1,
14049,3,1,2022,9,1,1,1,1,1,,,,,,,,,,,,,1,
14050,3,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14051,3,1,2021,2,1,,,,1,,,,,,1,,,,,,,,
14052,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14053,3,1,2021,5,3,1,1,1,1,,,,,,,,,,,,,1,
14054,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14055,3,1,2020,9,1,1,1,,,,,,,,1,,,,,,,,
14056,3,1,2018,1,2,1,1,1,,,,,,,1,,,,,,,,
14057,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14058,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14059,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14060,3,1,2020,7,4,1,1,1,,,,,,,,,,,,,,1,
14061,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14062,3,1,2021,5,4,,,,,1,,,,,,,,,,,,,1
14063,3,1,2015,5,5,,,1,,,,,,,,,,,,,,1,
14064,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14065,3,1,2021,2,1,1,1,1,1,,,,1,,,,,,,,,,
14066,3,1,2002,2,5,1,1,1,1,,,,,,1,,,,,,,,
14067,3,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14068,3,1,2020,10,4,1,1,1,,,,,,,1,,,,,,,,
14069,3,1,2021,10,4,1,1,1,,,,,,,1,,,,,,,,
14070,3,1,2018,9,9,1,1,1,,,1,,1,,,,,1,,1,,,
14071,3,1,2014,4,1,,,,1,,1,,,,,,,,,,,,
14072,3,1,2015,4,3,1,1,1,1,,,,,1,,,,,,,,,
14073,3,1,2012,5,4,1,1,,,,1,,1,,,,,,,,,,
14074,3,1,2022,7,1,1,1,1,,,,,,,1,1,1,1,,,,,
14075,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14076,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14077,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14078,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14079,3,1,2021,8,3,1,1,1,,,,,,,,,,,,,,1,
14080,3,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14081,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14082,3,1,2018,1,9,1,,1,,,,,,,1,,,,,,,,
14083,3,1,2000,1,3,1,1,1,1,,,,,,,,,,,,1,,
14084,3,1,2013,5,4,1,1,1,1,,1,,,,1,,,,,,,,
14085,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14086,3,1,2022,2,3,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,
14087,3,1,2018,9,1,1,1,1,,,,,,,,,,,,,1,,
14088,3,1,2021,12,4,1,1,1,,,,,,,1,,,,,,,,
14089,3,1,2019,1,5,1,1,,,,,,,1,,,,,,,,,
14090,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14091,3,1,2021,99,9,1,,,,,,,,,,,,,,,,1,
14092,3,1,2016,9,1,1,1,1,1,,,1,,,,,,,,,,,
14093,3,1,2015,11,4,1,1,1,,,,,,,,,,,,,,1,
14094,3,1,2016,5,1,1,,,,,,,,,1,,,,,,,,
14095,3,1,2022,1,3,1,1,1,1,,,,,,1,,,,,,,,
14096,3,1,2022,1,2,1,,,,,,,,,,,,,,,,1,
14097,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14098,3,1,2022,10,3,1,1,1,,,,,,,1,,,,,,,,
14099,3,1,2019,10,1,1,1,1,1,,,,,,,,,,,1,,,
14100,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14101,3,1,2021,11,1,1,1,1,,,,,,,,,,,,,,1,
14102,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14103,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14104,3,1,2022,9,1,1,1,1,,,,,,,1,,,,,,,,
14105,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14106,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14107,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14108,3,1,2010,5,4,1,1,1,1,,,,,,1,,,,,,,,
14109,3,1,2015,4,3,1,1,1,1,,,,,,1,,,,,,,,
14110,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14111,3,1,2022,9,5,,,,,1,,,,,,,,,,,,1,
14112,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14113,3,1,2022,1,1,1,1,1,,,,,,,,,,,,,,1,
14114,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14115,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14116,3,1,2018,5,5,,1,,,,,,,,,,,,,,,1,
14117,3,1,2022,1,5,1,1,1,,,,,,,,,,,,,1,,
14118,3,1,2021,12,4,1,,,,,,,,,,,,,,,,1,
14119,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14120,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14121,3,1,2022,2,3,1,1,1,,,,,,,1,,,,,,,,
14122,3,1,2019,1,1,1,1,1,1,,,,1,,,,,1,,,,,
14123,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14124,3,1,2021,5,2,1,1,,,,,,,,,,,,,,1,,
14125,3,1,2018,5,1,1,1,1,1,,,,,,,,,,,,,1,
15001,3,1,2013,5,1,1,1,1,,,,,,,,,,,,,,,1
15002,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15003,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15004,3,1,2022,12,4,1,1,1,,,,,,,,,,,,,,1,
15005,3,1,2014,3,3,1,1,1,1,,,,,,,,,,,,,1,
15006,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15007,3,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15008,3,1,2014,10,1,1,1,1,1,,1,,1,1,,,,,,,,,
15009,3,1,2022,1,4,1,1,1,1,,,,,,,,,,,,,1,
15010,3,1,2022,5,4,1,1,1,1,,,,,,,,,,,,1,,
15011,3,1,2021,10,4,1,1,1,1,,,,,,1,,,,,,,,
15012,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15013,3,1,2010,5,2,1,1,1,1,,,,,,1,1,,,,,,,
15014,3,1,2022,5,4,,,,1,,,,,,1,,,,,,,,
15015,3,1,2008,11,5,1,1,1,,,1,1,1,,,,,,,,,,
15016,3,1,2022,5,4,,,,,1,1,,,,1,,1,,,1,,,
15017,3,1,2021,5,1,1,1,,,,,,,,1,,,,,,,,
15018,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15019,3,1,2021,9,2,1,1,1,1,,,,1,,,,,,,,,,
15020,3,1,2022,10,5,1,1,1,,,,,,,,,,,,,,1,
15021,3,1,2022,9,2,1,,,1,,,,,,,,,,,,,1,
15022,3,1,1990,1,5,,,1,,,,,,,,,,,,,,1,
15023,3,1,2017,10,4,1,1,1,,,,,,,,,,,,,,1,
15024,3,1,2022,7,3,,,,1,,,,,,,,,,,,,1,
15025,3,1,2022,7,3,1,1,1,1,,,,,,,,,,,,,1,
15026,3,1,2018,7,3,1,1,1,1,,,,,,1,,,,,,,,
15027,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15028,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15029,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15030,3,1,2010,9,1,,,,,1,,,,,,,,,,,,1,
15031,3,1,2022,1,1,1,1,1,1,,1,,,,,,,1,,,,,
15032,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15033,3,1,2000,1,2,,,1,,,1,,,,,,,,,,,,
15034,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15035,3,1,2020,4,3,1,1,1,1,,1,,,,1,,1,1,,1,1,,
15036,3,1,2022,5,1,1,1,1,,,,,,,1,,,,,,,,
15037,3,1,2000,2,2,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,
15038,3,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15039,3,1,2015,7,3,1,1,1,,,,,,,,,,,,,,1,
15040,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15041,3,1,2022,10,1,1,1,1,,,,,,,,,,,,,,1,
15042,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15043,3,1,2022,2,4,1,1,1,1,,,,,,,,,,,,,,1
15044,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15045,3,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15046,3,1,2022,1,1,1,1,1,,,,,,,1,,,,,,1,,
15047,3,1,2007,2,4,1,1,1,,,,,,,1,,,,,,,,
15048,3,1,NSS,5,4,1,1,1,1,,,,,,1,,,,,,,,
15049,3,1,2021,1,4,1,,,1,,,,,,,,,,,,1,,
15050,3,1,2019,5,5,1,1,1,1,,,,,,1,,,,,,,,
15051,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15052,3,1,2003,5,3,,,,,1,,,,,,,,,,,,1,
15053,3,1,2022,1,4,1,,,,,,,,,,,,,,,,1,
15054,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15055,3,1,2022,1,4,1,1,1,,,1,,,,,,,,,,,,
15056,3,1,2022,5,2,1,1,1,,,,,,,,,,,,,,1,
15057,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15058,3,1,2013,2,2,1,1,1,1,,,,,,,,,,,,,1,
15059,3,1,2016,11,4,,,1,,,,,,,1,,,,,,,,
15060,3,1,2010,9,5,,,1,,,,,,,,,,,,,,1,
15061,3,1,2022,1,2,1,1,1,,,1,,,,,,,,,,,,
15062,3,1,2022,5,4,,,,1,,,,,,,,,,,,,1,
15063,3,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15064,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15065,3,1,2022,10,4,1,1,1,1,,,,,,,,,,,,1,,
15066,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15067,3,1,2020,5,4,1,,,,,,,,,,,,,,,,1,
15068,3,1,2012,1,4,1,1,1,1,,,,,,1,,,,,,,,
15069,3,1,2020,10,1,1,1,1,1,,,,,,,,,,,,,1,
15070,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15071,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15072,3,1,2022,12,3,1,1,1,,,,,,,1,,,,,,,,
15073,3,1,2021,5,9,,1,,,,1,,,,,,,,,,,,
15074,3,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15075,3,1,2022,1,1,1,,,,,,,,,,,,,,,,1,
15076,3,1,2022,3,2,1,1,1,1,,,,,,1,,,,,,,,
15077,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15078,3,1,2022,2,2,,,1,,,,,,,1,,,,,,,,
15079,3,1,2022,1,1,,,1,,,,,,,1,,,,,,,,
15080,3,1,2022,5,5,1,1,1,,,,,,,1,,,,,,1,,
15081,3,1,2016,11,4,1,1,1,,,,,,,1,,,,,,,,
15082,3,1,2019,9,1,1,1,1,,,,,,,,,,,,,,1,
15083,3,1,2022,2,3,1,1,,,,1,,,,,,,,,,,,
15084,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15085,3,1,2019,5,4,1,1,1,1,,,,,,1,,,,,,,,
15086,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15087,3,1,NSS,9,3,1,1,1,,,,,1,,,,,,,,,,
15088,3,1,2011,1,3,1,1,1,,,,,,,,,,,,,,1,
15089,3,1,2022,10,1,1,1,1,1,,,,,,,,,,,,,1,
15090,3,1,2016,11,5,,,,1,,,,,,1,,,,,,,,
15091,3,1,2022,7,3,,,,,1,,,,,,,,,,,,1,
15092,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15093,3,1,2011,10,1,,,,,1,,,,,1,,,,,,,,
15094,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15095,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15096,3,1,2022,6,4,1,1,1,,,,,,,,,,,,,,1,
15097,3,1,2022,11,1,1,1,1,,,,,1,,,,,,,,,,
15098,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15099,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15100,3,1,2022,3,4,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,
15101,3,1,2022,2,2,,1,,,,,,1,1,,,,,,,,,
15102,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15103,3,1,2022,10,5,,,,1,,,,,,,,,,,,1,,
15104,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15105,3,1,2022,5,4,,,1,,,,,,,,,1,,,,,,
15106,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15107,3,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15108,3,1,2022,3,1,1,1,1,1,,,,,,,,,,,,,1,
15109,3,1,2020,5,4,1,1,1,1,,,,,,1,,,,,,,,
15110,3,1,2022,5,4,,,1,,,,,,1,,,1,,,1,,,
15111,3,1,2022,11,4,1,,,,,,,,,,,,,,,1,,
15112,3,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15113,3,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15114,3,1,2016,10,5,1,,,,,,,1,,,,,,,,,,
