ubicageo_f,regiadmi_g,rnspni1,anios_a,periactu_b,siregadm_b,tipers1,tipers2,tipers3,tipers4,tipers5,tipers6,tipers7,tipers8,raauto1,raauto2,raauto3,raauto4,raauto5,raauto6,raauto7,raauto8,raauto9,raauto10,raauto11,raauto12,raauto13
15063,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15064,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15065,1,1,2022,9,2,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
15066,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15067,1,1,2018,4,4,1,,,,,,,,,,,,,,,,,,,1,
15068,1,1,1999,2,5,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
15069,1,1,2020,5,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
15070,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15071,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15072,1,1,2022,12,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
15073,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15074,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15075,1,1,2022,1,1,,1,,,,,,,,,,,,,,,,,,1,
15076,1,1,2022,9,2,1,1,1,1,1,1,1,,,,1,,1,,,1,,1,,,
15077,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15078,1,1,2022,2,2,1,,,,,,,,,1,,,,,,,,,,,
15079,1,1,2022,1,1,1,1,1,,,,,,,,,,1,,,,,,,,
15080,1,1,2022,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,1,,
15081,1,1,2016,11,5,,1,1,,,,,,,,,,1,,,,,,,,
15082,1,1,2019,9,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
15083,1,1,2022,2,3,1,1,,,,,,,1,,,,,,,,,,,,
15084,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15085,1,1,2019,5,4,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
15086,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15087,1,1,NSS,1,1,1,1,1,1,1,1,,,,,1,,,,,,,,,,
15088,1,1,2011,10,3,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
15089,1,1,2022,10,1,1,1,1,1,1,,,,,,,,,,,,,,,1,
15090,1,1,2022,11,5,1,1,1,,,,,,,,,,1,,,,,,,,
15091,1,1,2016,9,3,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
15092,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15093,1,1,2011,10,4,,1,,,,,,,1,,1,,1,,1,1,,1,,,
15094,1,1,2015,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,1
15095,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15096,1,1,2022,5,3,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
15097,1,1,2022,10,1,1,1,1,,1,,,,,,1,,,,,,,,,,
15098,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15099,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15100,1,1,2022,3,4,1,1,1,1,1,1,1,,,,,,,,,,,,,,1
15101,1,1,2022,4,1,,1,,,,,,,,,1,1,,,,,,,,,
15102,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15103,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15104,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15105,1,1,2022,5,4,,1,,,,,,,,,,,,,1,,,,,,
15106,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15107,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15108,1,1,2022,3,1,1,1,1,1,1,1,1,,,,,,,,,,,1,,,
15109,1,1,2020,5,4,1,1,1,,,1,1,,,,,,,,,,,,,1,
15110,1,1,2022,5,4,,,1,,,,,,,,1,,,1,,,,,,,
15111,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15112,1,1,2022,99,3,,,,,,,,1,,,,,1,,,,,,,,
15113,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15114,1,1,2016,2,5,,,1,,1,1,,,,,1,,,,,,,,,,
15115,1,1,2022,5,4,,1,,,,,,,,,,,1,,,,,,,,
15116,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15117,1,1,2015,1,1,1,,,,,,,,,,,,,,,,,,,1,
15118,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15119,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15120,1,1,2015,5,2,1,1,1,1,1,,,,,,,,,,,,,,,1,
15121,1,1,2022,2,5,1,,,,,,,,,,,,,,,1,,,,,
15122,1,1,2015,5,2,1,1,1,1,,,,,,,,,,,,,,,,1,
15123,1,1,2022,1,4,1,,,,,,,,,,,,,,,,,,,1,
15124,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15125,1,1,2021,3,3,1,1,1,,,,,,1,,,,1,,,,,,,,
16001,1,1,2015,2,2,,,,,,,,1,,,1,,,,,,,,,,
16002,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16003,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16004,1,1,2022,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,
16005,1,1,2021,1,5,1,1,1,1,1,1,,,,,,,,,,,,,,1,
16006,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16008,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16009,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16010,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16011,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16012,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16013,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16014,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16015,1,1,1984,10,1,1,1,1,,,,,,,,,,,,,,,,,1,
16016,1,1,2009,3,4,1,,,,,,,,,,,,,,,,,,,1,
16017,1,1,2020,4,4,1,1,1,,,,,,,,,,,,,,,,,1,
16018,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16019,1,1,2021,10,4,1,1,1,1,1,1,,,,,,,,,,1,,,,,
16020,1,1,2021,3,3,1,1,,1,1,,1,,,,,,,,,,,,,1,
16021,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16022,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16023,1,1,2021,10,4,1,1,1,1,,,,,1,1,,,,,,1,,,,,
16024,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16025,1,1,2022,5,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,
16026,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16027,1,1,2022,10,2,1,,1,1,,,,,,,1,,1,,,,,,,,
16028,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16029,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16030,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16031,1,1,2021,5,5,1,,,,,,,,,,,,,,,,,,,1,
16032,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16034,1,1,2019,5,3,1,1,1,1,1,,,,,,,,,,,,,,,1,
16035,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16036,1,1,2015,2,4,1,1,1,1,1,1,,,1,,1,,1,,,1,,,,,
16037,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16038,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16039,1,1,2019,10,9,,,,1,,,,,,,,,,,,,,,,1,
16040,1,1,2022,1,1,1,,,,,,,,,,,,,,,,,,,1,
16041,1,1,2021,1,5,1,1,1,,1,1,,,,,,,,,,,,,,1,
16042,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16043,1,1,2013,2,4,,,,,,,,1,,,,,,,,,,,,1,
16044,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16045,1,1,1995,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
16046,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16047,1,1,2022,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,
16048,1,1,2022,1,1,1,1,1,1,1,1,1,,,,1,,,,1,,,,,,
16049,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16050,1,1,2022,5,3,1,1,1,1,,1,,,,,,,1,,,,,,,,
16051,1,98,ND,998,98,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
16052,1,1,NSS,12,1,1,1,1,1,1,1,1,,,,,,1,,,1,,,,,
16053,1,1,2016,1,2,,,,,,,,1,,,,,,,,,,,,1,
16054,1,1,2021,5,1,1,1,1,1,,1,1,,,,,,1,,,1,,,,,
16055,1,1,2018,2,4,,,,,,,,1,,,,,1,,,,,,,,
16056,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16057,1,1,2022,1,3,1,1,1,1,1,1,1,,,,1,,,,,,,,,,
16058,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16060,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16061,1,1,2021,2,9,1,1,1,1,1,1,,,,,,,,,,,,,,1,
16062,1,1,2021,2,1,1,1,1,1,1,,,,,,,1,,,,,,,,,
16063,1,1,2022,2,5,1,,,,,,,,,,,,1,,,,,,,,
16064,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16065,1,1,2016,1,9,,,,,,,,1,,,,,,,,,,,,1,
16066,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16067,1,1,2016,5,3,1,,1,1,1,1,1,,1,,,,1,,,,,,,,
16068,1,1,2021,1,5,1,1,1,1,1,1,,,,1,,,,,,,,1,,,
16069,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16070,1,1,2022,10,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,
16071,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16072,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16073,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16074,1,1,2021,99,9,,,,,,,,1,,,,,,,,,,,,,1
16075,1,1,2021,10,4,1,1,1,,,,,,,,,,,,,1,,,,,
16076,1,1,2021,5,1,,,1,1,1,,,,,,,,,,,,,,,1,
16077,1,1,2021,7,3,1,1,1,,,1,1,,,,,,1,1,,1,,1,,,
16078,1,1,2022,9,2,1,1,1,1,1,1,,,,,1,,,,,,,,,,
16079,1,1,2008,11,1,1,1,1,1,,,,,1,,,,1,,,,,,,,
16080,1,1,2021,5,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,
16081,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16082,1,1,2014,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
16083,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16084,1,1,2022,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
16085,1,1,2020,11,1,1,1,1,1,1,1,1,,,,1,,1,,,,,,,,
16086,1,1,2021,1,1,1,1,1,,,1,,,,,,,,,,,,,,1,
16087,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16088,1,1,2015,1,5,1,1,1,1,,,,,1,,,,1,,,1,,1,,,
16089,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16090,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16091,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16092,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16093,1,1,2021,1,1,1,1,1,,,1,,,,,,,1,,,,,,,,
16094,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16095,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16096,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16097,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16098,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16099,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16100,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16101,1,1,2018,1,1,,1,1,1,,,,,,,1,,,,,,,,,,
16102,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16103,1,1,1995,1,5,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
16104,1,1,2018,1,1,1,1,,,1,1,,,,,,,1,,,,,,,,
16105,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16106,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16107,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16108,1,1,2021,5,3,1,1,1,,,,,,,,,,1,,,1,,1,1,,
16109,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16110,1,1,2015,2,5,1,1,1,1,1,1,,,,,,,1,,,,,,,,
16111,1,1,2021,5,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1
16112,1,1,2015,5,9,1,1,1,1,1,1,,,,,,,,,,,,,,1,
16113,1,1,2022,2,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
17001,1,1,2020,2,1,,1,,,,,,,1,,,,,,,,,,,,
17002,1,1,NSS,4,5,,,1,1,1,1,1,,,,,,1,,,,,,,,
17003,1,1,2010,1,1,1,1,1,1,,1,1,,,,,,1,,,,,,,,
17004,1,1,2003,4,5,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
17005,1,1,2018,5,5,1,1,1,1,1,1,,,1,,,,,,,,,,,,
17006,1,1,2022,4,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
17007,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17008,1,1,2003,1,5,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,
17009,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17010,1,1,2022,2,4,,,,,,,,1,1,,,,,,,,,,,,
17011,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17012,1,1,2000,2,5,1,1,1,1,1,1,,,,,,,1,,,1,1,1,1,,
17013,1,1,2022,1,3,1,1,1,1,1,1,1,,,,1,,,,,,,,,,
17014,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17015,1,1,2022,1,2,1,1,1,1,1,1,,,,,,,,,,,,,,1,
17016,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17017,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17018,1,1,2015,1,3,1,1,1,1,1,1,,,,,,1,,,1,,,,,,
17019,1,1,1984,9,1,1,1,1,1,1,,,,,,,,,,,,,,1,,
17020,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17021,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
17022,1,1,2021,7,1,1,,,,,,,,,,,,1,,,,,,,,
17023,1,1,2016,1,1,1,1,1,,,,,,,,1,,,,,,,,,,
17024,1,1,2022,2,4,1,1,1,1,1,1,,,,,1,,,,,,,,,,
17025,1,1,2022,2,4,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
17026,1,1,2022,11,5,,,1,,,,,,,,1,,,,,,,,,,
17027,1,1,2015,1,9,1,,1,1,,,,,1,1,1,1,1,1,1,1,1,1,,,
17028,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17029,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17030,1,1,2006,4,5,,,,1,,,,,,,,,1,,,,,,,,
17031,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17032,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17033,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17034,1,1,2022,4,2,1,1,1,1,1,1,,,,,,,1,,,,,,,,
17035,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17036,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18001,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18002,1,1,2000,1,1,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
18003,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18004,1,1,2013,12,2,1,1,1,1,1,1,1,,,,,,1,1,,1,1,1,1,,
18005,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18006,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18007,1,1,2021,11,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,
18008,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18009,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18010,1,1,NSS,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,
18011,1,1,2019,5,4,1,1,1,1,1,,1,,,,,,1,,1,,,,,,
18012,1,1,2022,5,5,1,1,1,1,1,1,,,,,,,,,,,,,,1,
18013,1,1,2019,9,3,1,1,1,1,1,1,,,,,,,,,1,,,,,,
18014,1,1,2021,1,3,1,1,1,,,,,,,,,,,,,,,,1,,
18015,1,1,2000,3,3,,,,1,1,,,,,,,,,,1,1,,,,,
18016,1,1,2022,5,4,1,1,1,1,1,1,,,,,,,1,,,,,,,,
18017,1,1,2003,5,4,,,,1,,,,,,,,,,,,1,,,,,
18018,1,1,NSS,1,1,1,1,1,1,,,,,,,1,,,,,1,,,,,
18019,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18020,1,1,2022,5,3,1,1,1,,,1,1,,,,,,1,,,,,,,,
19001,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
19002,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19003,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
19004,1,1,2020,1,4,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,,
