ubicageo_f,regiadmi_g,rnspni1,anios_a,periactu_b,siregadm_b,tipres1,tipres2,tipres3,tipres4,tipres5,tipres6,raauto1,raauto2,raauto3,raauto4,raauto5,raauto6,raauto7,raauto8,raauto9,raauto10,raauto11,raauto12,raauto13
20557,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20558,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20559,5,1,2022,2,3,,1,,1,,,,,,,,,,,,1,,,
20560,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20561,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20562,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20563,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20564,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20565,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20566,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20567,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20568,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20569,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20570,5,1,2018,1,2,1,1,1,,,,,,,1,,,,,,,,,
21001,5,1,2021,2,5,,,,1,,,,,,1,,,,1,,,,,
21002,5,1,2018,1,1,,1,1,1,,,,,,,,,,,,,,1,
21003,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21004,5,1,2021,5,1,1,1,1,1,,,1,,,,,,,,,,,,
21005,5,1,2021,1,1,1,1,1,1,,,1,,1,,1,,,1,,,,,
21006,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21007,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21008,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21009,5,1,2021,10,3,,1,,,,,,,,,,,,,,,1,,
21010,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21011,5,1,2021,1,1,,1,1,,,,,,,,,,,,1,,,,
21012,5,1,2022,10,2,1,1,,,,,1,,,,,,,,,,,,
21013,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21014,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21015,5,1,2022,2,1,1,1,1,1,1,,,,1,,1,,,1,,1,,,
21016,5,1,2021,1,1,1,1,1,1,1,,,,,,,,,,,1,,,
21017,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21018,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21019,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21020,5,1,2021,10,1,,,,,,1,,,,,,,,,,,,,1
21021,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21022,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21023,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21024,5,1,2021,1,1,1,1,1,1,,,,,,,1,,,,,,,,
21025,5,1,2021,5,1,,1,1,1,,,,,,,,,,1,,,,,
21026,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21027,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21028,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21029,5,1,2021,1,1,,,1,,,,1,,,,,,,,,,,,
21030,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21031,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21032,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21033,5,1,2021,1,1,1,1,1,1,,,1,1,,,,,,,1,,,,
21034,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21035,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21036,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21037,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21038,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21039,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21040,5,1,2021,5,1,1,,,,,,,,,,1,,,,,,,,
21041,5,1,2021,2,5,1,1,1,1,,,,,,,,,,,,,,1,
21042,5,1,2022,5,3,1,1,1,,,,,,,,,,,,,,,1,
21043,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21044,5,1,2022,1,1,,,,1,,,,,,,,,,,1,,,,
21045,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21046,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21047,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21048,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21049,5,1,2021,1,1,1,1,1,1,,,,,,,,,,,,1,,,
21050,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21051,5,1,2022,10,1,1,1,1,1,,,,,,,,,,,,,,1,
21052,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21053,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21054,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21055,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21056,5,1,2021,12,2,,,,,1,,,,,,,,,,,,,1,
21057,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21058,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21059,5,1,2021,1,1,,1,1,1,,,,,,,,,,,,,,1,
21060,5,1,2021,1,1,,,,,,1,,,,,,,,,1,,,,
21061,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21062,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21063,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21064,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21065,5,1,2018,10,1,1,1,,,,,1,,1,,1,,,,,,,,
21066,5,1,2021,1,1,,1,1,1,,,,,,,,,,,,,,1,
21067,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21068,5,1,2021,5,1,1,1,1,1,1,,,,,,,,1,,,,,,
21069,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21070,5,1,2021,1,1,1,1,1,1,1,,1,,,,,,,,,,,,
21071,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21072,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21073,5,1,2021,5,1,,,,,,1,,,,,,,,,,,,1,
21074,5,1,2021,3,1,,1,,,,,1,1,1,1,1,,,,,,,,
21075,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21076,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21077,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21078,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21079,5,1,2021,10,1,1,1,,,,,,,,,,,,,,,,1,
21080,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21081,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21082,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21083,5,1,2022,5,3,,1,1,1,,,,,,,,,,,,1,,,
21084,5,1,2021,6,1,1,1,1,1,,,1,,,,,,,,,,,,
21085,5,1,2022,1,3,1,1,1,1,,,,,,,,,,1,1,,,,
21086,5,1,2022,1,1,1,,,,,,,,,,,,,,,,,1,
21087,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21088,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21089,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21090,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21091,5,1,2021,1,3,,,,,,1,,,,,,,,,,1,,,
21092,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21093,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21094,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21095,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21096,5,1,2021,9,2,1,1,1,1,,,,,,,,,,,,,,1,
21097,5,1,2022,6,1,,1,1,1,,,1,,,,,,,,,,,,
21098,5,1,2021,1,1,1,1,,,,,,,,,,,,1,,,,,
21099,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21100,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21101,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21102,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21103,5,1,2021,1,1,1,,,,,,,,,,,,,,,,1,,
21104,5,1,2022,2,1,1,1,1,1,,,,,,,1,,,1,,,,,
21105,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21106,5,1,2021,7,3,,,,1,,,,,,,,,,,,,,,1
21107,5,1,2021,3,3,,1,1,1,,,1,,,,,,,,,,,,
21108,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21109,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21110,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21111,5,1,2021,10,2,,,,,1,,,,,,,,,,,,1,,
21112,5,1,2021,1,1,,1,1,1,,,,,,,,,,,,,,1,
21113,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21114,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21115,5,1,2022,1,1,1,1,1,1,,,,1,1,,,,,1,,,,,
21116,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21117,5,1,2021,1,1,1,1,1,,,,,,,,,,,,,,,1,
21118,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21119,5,1,NSS,2,5,1,1,,,1,,,,1,,,,,,,,1,,
21120,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21121,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21122,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21123,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21124,5,1,2021,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
21125,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21126,5,1,2021,2,1,,1,,,,,1,,,,,,,,,,,,
21127,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21128,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21129,5,1,2022,9,1,1,1,,,,,1,,,,,,,,,,,,
21130,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21131,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21132,5,1,2021,1,3,,1,1,1,,,,,,,,,,,,,,1,
21133,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21134,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21135,5,1,2021,1,1,,1,1,1,,,,,,,,,,,,,,1,
21136,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21137,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21138,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21139,5,1,2021,1,1,,1,1,1,,,,,,,,,,,,,,1,
21140,5,1,2021,5,3,1,1,1,,,,,,,,,,,,,,,1,
21141,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21142,5,1,2021,2,1,,1,1,1,,,1,,,,,,,,,,1,,
21143,5,1,2022,1,1,1,1,1,,,,,,,,,,,,,,,1,
21144,5,1,2021,4,1,1,1,1,1,1,,,,,,,,,,,1,,,
21145,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21146,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21147,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21148,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21149,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21150,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21151,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21152,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21153,5,1,2021,1,3,1,1,1,1,1,,,,,,,,,,,,,1,
21154,5,1,2022,1,1,1,1,1,1,,,,,,,,,,,,,,1,
21155,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21156,5,1,2010,2,5,1,1,1,1,1,,,,,,,1,,,1,,,,
21157,5,1,2022,1,1,1,,,,,,1,1,,,1,,,1,,,,,
21158,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21159,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21160,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21161,5,1,2021,5,1,,1,,,,,,,,,,,,1,,,,,
21162,5,1,2021,1,9,,1,1,,,,,,,,,,,,,,,1,
21163,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21164,5,1,2022,2,4,,1,,,,,1,,,,,,,,,,,,
21165,5,1,2021,1,1,1,1,1,1,,,1,,,1,,,,,,,,,
21166,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21167,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21168,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21169,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21170,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21171,5,1,2021,1,2,1,1,1,1,1,,,,,,,,,,,,,1,
21172,5,1,2021,1,4,1,,,,,,,,,,,,,1,,,,,
21173,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21174,5,1,2018,2,3,1,1,1,1,,,,,,,,,,1,,,,,
21175,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21176,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21177,5,1,2021,2,4,1,1,1,1,,,,,,,1,,,1,,1,,,
21178,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21179,5,1,2021,12,1,1,1,1,1,,,,,,,,,,1,1,1,,,
21180,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21181,5,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21182,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21183,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21184,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21185,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21186,5,1,2021,5,4,1,1,1,1,,,,,,,,,,1,,,,,
21187,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21188,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21189,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21190,5,1,2022,5,1,1,1,1,1,,,1,,,,,,,1,,,,,
21191,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21192,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21193,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21194,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21195,5,1,2022,1,1,1,1,1,1,,,,,,,,,,,,,1,,
21196,5,1,2021,6,2,1,1,1,1,,,,,1,,,,,,,,,,
21197,5,1,2019,9,5,1,1,1,1,,,,,,,,,,1,,,,,
21198,5,1,2021,1,1,1,,,1,,,,,,,1,,,,,,,,
21199,5,1,2021,2,1,,,1,,,,,,,,,,,,,,1,,
21200,5,1,2021,1,5,1,1,1,1,,,,,,,,,,1,,,,,
21201,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21202,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21203,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21204,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21205,5,1,2021,5,4,1,1,1,1,,,1,,,,,,,,,,,,
21206,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21207,5,1,2022,10,5,1,,,,,,1,,,,,,,,,,,,
21208,5,1,2021,2,3,1,,,,,,,,,,,,,,1,,,,
21209,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21210,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21211,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21212,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21213,5,1,2021,1,1,1,1,1,1,,,,,,,,,,1,,,,,
21214,5,1,2021,5,4,1,1,1,,,,,,,,,,,,,,,1,
21215,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21216,5,1,2021,10,1,1,1,1,1,,,,,,,,,,1,,,,,
21217,5,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22001,5,1,2021,11,1,,,,,,1,1,,1,,,,,1,,,,,
